POA_CODE_2021,P_Oth_svc_15_19_yr,P_Oth_svc_20_24_yr,P_Oth_svc_25_34_yr,P_Oth_svc_35_44_yr,P_Oth_svc_45_54_yr,P_Oth_svc_55_64_yr,P_Oth_svc_65_74_yr,P_Oth_svc_75_84_yr,P_Oth_svc_85_yr_over,P_Oth_svc_Tot,P_Inad_desc_Ns_15_19,P_Inad_desc_Ns_20_24,P_Inad_desc_Ns_25_34,P_Inad_desc_Ns_35_44,P_Inad_desc_Ns_45_54,P_Inad_desc_Ns_55_64,P_Inad_desc_Ns_65_74,P_Inad_desc_Ns_75_84,P_Inad_desc_Ns_85_yr_over,P_Inad_desc_Ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6330,51,80,145,140,116,133,48,5,0,720,58,51,100,104,119,99,33,17,6,591,1295,1244,2869,3195,3778,3428,1078,154,18,17064
POA6333,7,3,16,20,22,12,0,0,0,88,9,0,12,18,29,22,10,5,0,98,163,78,310,540,605,617,235,55,5,2611
POA6335,0,0,3,0,0,0,0,0,0,12,3,3,8,3,0,0,0,0,0,19,9,29,85,67,58,64,43,5,0,361
POA6336,0,0,3,0,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,5,10,39,32,32,30,24,0,0,185
POA6337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,28,51,71,52,67,16,3,0,281
POA6338,0,0,0,0,5,7,0,0,0,6,0,0,0,0,0,4,0,0,0,9,7,21,63,82,85,75,44,0,0,378
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,12,25,34,33,20,6,0,0,138
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,23,28,30,18,12,8,0,120
POA6346,0,0,0,3,5,0,3,0,0,10,3,0,9,0,4,0,5,0,0,24,18,69,216,152,193,153,45,9,6,860
POA6348,0,5,5,0,0,10,0,0,0,11,0,0,5,0,0,4,0,0,0,20,8,22,103,102,99,109,23,3,0,477
POA6350,0,5,0,0,6,0,0,0,0,7,0,0,0,0,0,4,0,0,0,8,0,11,24,24,31,37,13,3,0,138
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,7,7,0,0,0,30
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,18,15,15,3,0,0,74
POA6353,0,0,6,8,3,3,0,0,0,17,0,3,3,0,3,4,3,0,0,18,20,40,85,84,92,88,41,16,0,465
POA6355,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,5,37,59,58,60,32,8,0,266
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,22,21,19,3,0,0,78
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,12,3,7,0,0,37
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,8,6,18,7,4,0,0,57
POA6359,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,14,13,37,103,101,90,86,28,12,5,472
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,10,9,5,3,0,0,43
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,11,16,7,3,5,0,56
POA6365,0,0,0,4,3,0,4,0,0,7,0,0,0,0,5,0,0,0,0,4,5,8,39,59,57,60,20,8,0,256
POA6367,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,8,6,22,17,38,48,27,3,0,173
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,15,6,11,4,0,0,49
POA6369,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,6,6,15,57,37,64,64,26,7,0,291
POA6370,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,0,4,4,5,36,35,33,56,17,10,0,198
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,15,12,15,3,3,0,53
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,12,12,7,4,0,0,53
POA6375,4,3,4,3,4,0,4,0,0,22,0,0,0,0,5,4,6,0,0,14,20,32,83,85,75,81,55,3,3,432
POA6383,0,0,0,0,6,6,0,0,0,7,0,0,0,0,0,0,0,0,0,4,6,6,50,42,50,76,27,9,0,277
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,10
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,12,8,6,0,0,39
POA6390,0,0,11,5,5,4,0,0,0,32,0,3,5,0,5,0,0,3,0,26,16,62,172,234,263,241,51,13,0,1051
POA6391,0,0,5,0,0,3,0,0,0,12,0,0,0,3,0,9,5,0,0,20,18,27,80,120,100,108,54,15,0,528
POA6392,0,0,0,0,3,0,0,0,0,5,0,0,3,0,0,3,0,0,0,4,4,9,21,33,45,56,34,8,0,208
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,10,8,4,3,0,45
POA6394,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,6,9,19,24,45,72,56,30,10,0,253
POA6395,0,0,8,3,0,4,4,0,0,19,3,6,4,5,11,11,13,0,0,49,22,52,123,164,125,181,72,8,0,759
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,13,28,48,50,37,21,3,0,206
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,6,0,0,35
POA6398,0,0,0,0,0,0,4,0,0,5,0,0,6,0,0,4,0,0,0,10,6,13,42,31,56,77,25,4,0,252
POA6401,8,19,21,27,21,28,13,0,0,142,5,10,24,27,29,27,7,3,0,125,212,268,500,585,678,706,240,25,0,3212
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,5,12,11,18,4,0,0,66
POA6405,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,6,8,7,25,35,22,27,14,0,0,141
POA6407,0,0,0,0,3,5,3,0,0,8,5,4,5,0,3,3,0,0,0,28,54,39,89,76,89,71,29,3,0,445
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,33,20,34,41,8,4,0,153
POA6410,0,0,0,0,0,5,0,0,0,6,5,0,0,0,0,4,4,3,0,19,24,13,60,70,82,95,21,7,0,375
POA6411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,8,6,9,13,20,10,5,0,74
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,25
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,0,0,22
POA6414,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,9,4,9,5,4,0,0,32
POA6415,5,12,12,18,14,3,3,0,0,65,0,5,6,0,8,13,3,3,0,48,79,111,255,231,254,251,87,11,3,1279
POA6418,0,0,0,5,0,7,0,0,0,9,0,0,3,4,0,4,0,0,0,10,9,21,52,72,59,58,24,4,0,301
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,9,6,0,0,0,33
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,12,11,0,0,0,44
POA6421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,16,20,10,0,0,0,57
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,11,6,8,0,0,0,30
POA6423,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,5,4,20,27,34,50,3,0,0,153
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,16,4,0,0,37
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,23,0,0,4,46
POA6426,0,0,3,0,0,0,0,0,0,12,0,3,8,4,5,3,4,0,0,27,10,51,162,172,177,160,46,3,0,779
POA6427,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,11,40,37,48,29,5,0,0,169
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,3,3,0,0,23
POA6429,0,0,0,0,5,0,0,0,0,13,0,0,0,0,3,10,0,0,0,22,13,32,138,123,163,125,33,3,0,627
POA6430,46,61,125,119,119,59,14,0,0,544,36,55,117,103,85,69,24,3,0,486,690,1154,2966,2693,2404,1864,439,42,0,12251
POA6431,0,0,7,3,0,6,0,0,0,17,0,0,0,0,5,0,0,0,0,5,10,79,178,171,170,111,26,7,0,745
POA6432,15,25,45,32,19,22,3,0,0,162,13,17,42,39,48,27,8,0,0,201,189,294,666,670,683,603,151,12,0,3265
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,111,83,60,26,10,0,0,324
POA6436,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,13,26,25,33,27,11,3,0,145
POA6437,0,6,3,3,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,16,17,97,272,255,185,124,17,0,0,975
POA6438,0,0,8,0,3,0,0,0,0,8,0,0,8,5,4,0,0,0,0,14,10,28,186,130,128,106,28,5,0,613
POA6440,0,0,7,0,5,0,0,0,0,16,3,3,0,5,4,3,0,0,0,16,13,117,430,401,417,327,46,0,0,1753
POA6442,0,0,11,3,3,5,0,0,0,17,4,3,9,0,15,10,0,0,0,37,57,89,239,223,256,192,37,3,0,1100
POA6443,0,0,0,0,6,0,0,0,0,8,0,4,8,0,0,4,4,0,0,21,10,38,107,81,135,108,39,7,0,526
POA6445,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,11,15,26,19,3,3,0,79
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,16,20,15,6,7,0,69
POA6447,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,5,6,25,20,19,19,11,0,0,106
POA6448,3,0,0,0,0,0,0,0,0,4,0,0,4,0,0,5,0,0,0,16,16,11,31,27,38,34,15,0,0,175
POA6450,28,31,70,54,73,41,13,0,0,307,14,33,43,43,56,51,21,9,0,270,399,481,1110,1210,1367,1165,320,62,0,6121
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,5,0,0,0,0,16,0,0,0,0,0,3,3,0,0,6,12,18,39,60,59,59,33,7,4,292
POA6461,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,3,4,0,0,6,8,21,22,49,50,38,27,3,0,225
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,18,15,22,0,0,0,70
POA6463,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,5,3,0,0,16
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,9,0,0,26
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,7,3,0,0,27
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,17
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,8,12,21,24,28,6,5,0,105
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,14,24,23,10,0,0,88
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,0,0,0,24
POA6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,27,31,41,35,28,3,0,177
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,4,0,0,19
POA6477,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,6,24,18,28,28,6,3,0,114
POA6479,0,0,0,6,0,0,6,3,0,16,0,0,0,5,0,4,3,0,0,9,9,9,41,51,54,61,38,9,0,270
POA6480,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,8,0,7,3,0,0,0,20
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,8,4,0,0,19
POA6485,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,5,0,0,9,3,17,35,21,36,44,20,6,0,188
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,0,3,0,26
POA6488,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,15,4,13,14,8,4,0,67
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,10,5,0,0,32
POA6490,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,13,12,9,19,28,10,0,0,99
POA6501,6,0,3,5,0,4,4,0,0,16,5,0,3,3,11,5,4,4,0,38,32,35,65,76,119,101,21,5,6,454
POA6502,0,3,5,4,0,0,0,0,0,14,0,0,3,9,4,5,0,0,0,20,17,21,61,85,114,123,41,9,0,476
POA6503,0,0,6,8,3,6,3,0,0,30,0,7,7,7,4,21,4,0,0,55,44,73,225,223,233,240,89,30,5,1162
POA6504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,16,13,20,26,13,0,0,95
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,15,3,19,8,8,0,65
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,8,4,0,40
POA6507,0,3,5,0,3,0,0,0,0,5,0,0,6,0,0,7,0,0,0,12,7,28,64,69,79,89,35,5,0,379
POA6509,0,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,8,14,13,20,19,3,0,0,80
POA6510,9,3,9,8,9,3,4,0,0,45,6,3,0,3,6,9,0,6,0,27,39,60,137,151,165,212,91,21,0,879
POA6511,0,0,0,0,0,6,0,0,0,7,0,3,0,4,3,5,3,0,0,12,3,11,45,33,35,65,20,7,0,220
POA6512,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,8,14,14,6,5,0,51
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,16,31,17,10,3,0,92
POA6514,0,0,0,0,3,5,0,0,0,7,0,0,0,0,3,3,0,0,0,7,0,10,22,23,48,64,24,5,0,207
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,26,36,29,37,21,7,0,166
POA6516,0,7,6,5,9,3,0,0,0,31,0,3,13,3,8,10,5,0,0,48,40,39,158,154,188,193,74,13,0,866
POA6517,0,6,3,0,0,3,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,19,32,44,29,45,23,7,0,194
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,5,10,11,20,22,30,10,3,0,108
POA6519,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,7,4,12,38,66,58,59,14,8,0,257
POA6521,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,9,16,43,38,40,51,29,9,0,230
POA6522,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,16,30,48,50,53,17,8,0,226
POA6525,3,8,6,14,3,6,3,0,0,40,6,5,3,6,21,23,10,6,0,92,91,89,164,283,362,366,142,38,0,1529
POA6528,0,0,0,4,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,8,10,8,33,22,34,45,17,3,0,169
POA6530,50,81,135,119,108,93,36,12,0,627,45,49,108,104,119,83,35,9,4,554,1104,1238,2687,2901,3205,2686,756,94,14,14685
POA6532,23,20,27,32,33,25,3,0,0,166,9,10,25,22,32,19,12,0,0,136,251,204,611,645,820,654,214,27,0,3429
POA6535,0,0,0,0,0,5,0,0,0,10,0,0,0,4,6,4,5,3,0,27,21,22,84,126,131,177,72,17,0,650
POA6536,3,4,3,5,3,0,5,0,0,24,0,0,5,11,7,13,6,0,0,47,34,53,118,167,195,265,100,12,0,939
POA6537,0,0,17,7,8,12,0,0,0,37,0,0,9,4,8,3,0,0,0,31,24,50,236,188,189,285,66,13,0,1048
POA6556,10,9,10,13,13,9,0,0,0,48,9,9,0,12,11,5,4,0,0,48,76,69,127,182,244,227,65,8,0,984
POA6558,0,0,0,4,5,4,0,0,0,9,0,0,4,3,4,11,0,0,0,34,31,26,39,51,82,104,29,3,0,358
POA6560,0,5,0,0,9,4,0,0,0,18,6,0,3,0,11,7,0,0,0,29,28,47,95,85,133,140,27,3,0,562
POA6562,3,5,5,12,9,0,3,0,0,43,3,5,6,9,3,9,0,0,0,32,33,35,82,115,150,97,45,7,3,579
POA6564,0,0,0,0,0,5,0,0,0,3,0,4,0,3,0,3,0,0,0,11,14,6,24,23,35,26,16,0,0,141
POA6566,3,5,6,3,8,7,5,0,0,45,9,10,11,5,12,27,3,0,0,71,69,64,146,190,266,381,116,7,3,1238
POA6567,0,0,0,4,3,3,0,0,0,5,0,0,0,0,4,4,0,0,0,7,6,12,20,24,44,43,27,6,0,180
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,13,20,37,10,0,0,95
POA6569,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,7,4,5,24,18,25,27,13,0,0,110
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,10,5,11,0,0,0,35
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,4,0,0,0,28
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,11,10,3,0,0,39
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,9,18,10,12,3,0,62
POA6603,3,6,3,10,6,4,0,0,0,22,7,5,6,3,4,8,3,0,0,35,30,36,88,116,101,104,54,10,0,544
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,6,0,0,0,21
POA6606,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,12,13,13,11,5,0,71
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,10,14,15,11,0,0,67
POA6609,0,0,7,7,0,5,0,0,0,20,3,4,6,3,0,4,4,0,0,20,19,30,90,96,66,84,29,9,4,417
POA6612,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,5,12,17,15,16,13,0,0,80
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,3,0,0,26
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,11
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,0,0,0,16
POA6620,0,5,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,0,8,9,30,117,111,105,94,20,4,0,490
POA6623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,37,43,41,58,16,3,0,208
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,11,4,4,0,0,37
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,3,0,31
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
POA6630,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,0,4,7,29,43,46,58,20,0,0,202
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,10,0,4,3,0,40
POA6635,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,11,0,27,111,73,80,60,22,0,0,378
POA6638,0,0,0,0,0,3,0,0,0,3,0,4,6,4,0,0,0,0,0,11,8,31,95,100,117,96,28,0,0,479
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,10,25,4,0,0,69
POA6640,0,0,0,0,0,6,4,0,0,11,0,0,11,3,3,6,0,4,0,24,6,30,90,62,83,72,15,5,0,363
POA6642,0,6,10,4,0,4,5,0,0,23,7,4,0,5,0,0,0,0,0,26,10,83,297,237,239,192,57,3,0,1120
POA6646,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,4,51,177,140,137,85,13,3,0,613
POA6701,6,10,19,13,22,16,4,0,0,99,5,9,28,26,31,21,17,3,0,139,99,201,597,614,664,746,274,21,4,3214
POA6705,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,9,25,26,41,14,0,0,117
POA6707,11,3,19,16,19,12,4,0,0,94,4,13,52,29,22,34,10,4,0,166,129,216,698,622,576,547,154,21,5,2983
POA6710,0,0,5,3,3,0,3,0,0,13,0,0,12,12,21,13,3,3,0,71,4,43,189,203,224,189,44,0,0,906
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,7,0,0,18,29,39,13,0,0,0,104
POA6713,0,0,11,5,3,0,0,0,0,19,0,0,7,11,9,5,0,0,0,24,33,34,116,188,185,107,20,5,0,693
POA6714,27,33,103,106,72,29,8,0,0,372,26,52,149,153,106,70,13,0,0,562,492,707,2724,3003,2275,1325,261,13,0,10796
POA6716,0,0,5,7,0,4,0,0,0,17,0,6,13,6,5,6,0,0,0,40,22,98,368,363,286,235,45,0,0,1420
POA6718,0,0,0,0,7,3,0,0,0,18,0,0,0,4,0,4,0,0,0,13,13,21,49,47,48,36,12,6,0,232
POA6720,0,5,7,11,3,5,0,0,0,32,3,8,18,12,6,7,4,0,0,51,59,87,373,393,296,206,34,0,0,1452
POA6721,4,6,30,19,12,12,0,0,0,83,9,7,25,28,20,31,8,0,0,121,94,144,799,854,608,437,107,5,0,3045
POA6722,17,18,59,52,42,24,5,0,0,216,13,30,62,69,58,39,5,0,0,274,278,413,1680,1551,1131,833,155,3,0,6049
POA6725,9,22,57,64,43,31,14,0,0,231,13,22,70,88,55,33,11,4,0,297,260,409,1449,1540,1268,1152,373,40,0,6498
POA6726,4,8,28,36,27,16,7,0,0,133,7,14,32,43,30,23,12,6,0,159,159,217,840,851,814,743,327,53,0,4006
POA6728,0,4,26,12,25,15,0,0,0,88,0,0,18,11,8,13,10,0,0,67,58,171,528,413,436,480,168,14,0,2267
POA6740,0,0,4,7,7,6,0,0,0,15,0,5,4,3,0,7,0,0,0,21,17,40,170,197,210,145,49,6,0,843
POA6743,7,12,28,38,32,32,3,0,0,147,13,7,51,26,36,28,14,3,0,188,116,254,968,845,784,751,230,21,0,3962
POA6751,6,7,25,24,20,11,0,0,0,96,13,13,19,25,26,18,11,0,0,118,89,288,1233,1216,1088,770,148,10,0,4838
POA6753,4,12,55,39,22,15,0,0,0,156,5,13,32,18,25,11,0,0,0,100,125,496,2127,1963,1754,1096,172,7,0,7741
POA6754,0,3,8,3,0,0,0,0,0,23,4,0,3,3,5,0,0,0,0,20,16,46,190,225,189,140,12,0,0,823
POA6758,0,0,13,6,10,0,0,0,0,25,0,0,0,3,0,0,0,0,0,9,9,82,414,400,320,194,19,0,0,1440
POA6760,0,4,3,5,5,0,0,0,0,11,0,0,4,3,0,4,0,0,0,10,25,55,245,257,241,204,23,8,0,1056
POA6762,0,3,3,3,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,3,12,69,223,185,159,110,10,0,0,763
POA6765,0,0,5,8,8,3,0,0,0,21,0,6,9,3,3,5,0,0,0,29,12,52,174,123,121,107,39,4,0,633
POA6770,0,0,9,6,0,6,0,0,0,22,0,0,14,8,8,7,3,0,0,43,28,87,276,243,233,251,76,6,0,1194
