POA_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,0,0,0,0,4,3,4,0,0,0,5,9,12,0,0,0,0,14,6,0,0,0,6,8,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,17,36
POA6477,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,18,6,0,0,0,12,15,10,0,4,0,3,18,20,0,0,0,4,24,9,0,0,0,0,10,3,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,45,4,10,4,37,98,0,0,0,0,3,3,0,0,0,0,7,7,6,0,0,0,6,10,0,5,0,0,9,14,10,0,0,0,3,20,9,0,3,0,3,20,4,0,3,0,0,5,3,0,0,0,0,8,0,0,0,9,0,9,0,0,0,0,0,0,41,0,10,14,26,88,0,0,0,0,4,4,0,0,0,0,11,11,12,0,0,0,14,27,11,4,0,0,18,27,19,0,6,0,11,36,29,0,7,0,13,41,11,0,0,0,0,19,9,0,0,3,0,9,0,0,0,12,0,7,0,0,0,0,0,0,86,9,19,13,64,186
POA6479,0,0,0,0,19,19,0,0,0,0,3,6,11,0,0,0,18,34,18,0,3,0,14,30,31,0,5,0,4,40,27,3,6,0,3,40,39,0,3,0,0,43,20,0,0,0,0,22,3,0,0,0,0,7,0,0,0,0,0,0,152,0,18,5,62,245,0,0,0,0,11,11,0,0,0,0,6,6,15,0,0,0,14,30,23,0,0,0,5,31,33,4,0,0,0,38,34,0,8,4,8,49,26,0,3,8,0,39,17,0,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,147,4,13,25,43,230,0,0,0,0,25,25,4,0,0,0,12,11,29,0,0,0,32,56,42,0,3,0,15,60,62,4,3,0,4,80,62,3,13,3,12,93,67,0,5,8,0,79,33,0,0,14,0,48,4,0,0,3,0,9,0,0,0,0,0,0,299,6,31,32,103,471
POA6480,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,4,0,0,0,0,0,0,5,0,0,0,4,3,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,3,11,5,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,14,31
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,0,8,0,5,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,5,0,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,3,0,0,0,3,11,4,0,0,0,0,11,0,5,3,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,0,14,36
POA6485,0,0,0,0,6,6,0,0,0,0,11,11,9,0,0,0,14,25,9,0,0,0,9,23,10,0,4,0,12,33,15,5,7,0,8,42,17,3,12,3,5,35,21,0,12,0,3,35,0,0,0,0,0,3,0,0,0,0,0,0,84,16,30,3,78,203,0,0,0,0,3,3,0,0,0,0,5,6,12,0,4,0,13,23,7,0,0,0,9,15,10,0,12,0,4,22,18,0,4,0,0,28,15,3,6,3,3,36,20,0,0,9,0,28,0,0,0,8,0,8,0,0,0,0,0,0,72,9,29,21,43,173,0,0,0,0,11,11,0,0,0,0,19,18,14,0,4,0,29,45,16,0,0,0,21,40,20,0,10,0,14,50,35,7,14,0,10,66,32,5,14,7,9,71,37,0,13,10,3,57,0,0,0,5,0,7,0,0,0,0,0,0,161,21,60,24,115,379
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,9,19,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,8,14,0,0,0,0,8,8,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,0,0,8,0,0,0,0,4,8,3,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,13,37
POA6488,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,13,4,0,0,0,0,4,6,0,0,0,0,9,13,3,4,0,0,18,7,0,3,0,7,17,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,31,7,11,0,21,68,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,4,15,5,0,0,0,0,4,6,0,0,0,3,14,0,0,3,4,3,12,8,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,26,9,8,4,21,62,0,0,0,0,5,5,0,0,0,0,3,3,7,0,0,0,14,22,3,0,0,0,6,8,10,0,0,0,9,23,16,3,4,4,7,28,12,4,5,0,9,25,4,0,8,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,54,17,18,8,39,137
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,5,14,6,0,8,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,5,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,7,12,0,3,0,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,10,44,0,0,0,0,3,3,0,0,0,0,6,6,3,0,0,0,0,5,0,0,0,0,0,3,5,0,0,0,3,13,8,0,5,0,8,20,11,3,7,5,0,27,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,5,18,3,28,91
POA6490,0,0,0,0,10,10,0,0,0,0,11,11,0,0,0,0,7,7,0,0,3,0,3,12,4,5,0,0,0,19,14,5,0,0,4,25,20,0,9,0,5,30,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,43,4,14,6,39,109,0,0,0,0,3,3,0,0,0,0,10,10,6,0,0,0,7,7,3,0,3,0,0,8,7,3,6,0,6,22,17,0,4,0,0,24,13,0,5,0,0,22,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,3,14,14,27,109,0,0,0,0,10,10,0,0,0,0,23,23,6,0,0,0,16,14,7,0,7,0,0,20,19,9,6,0,11,42,29,0,7,7,7,43,38,0,10,0,5,52,7,0,5,6,0,10,0,0,0,4,0,4,0,0,0,0,0,0,96,9,30,16,68,216
POA6501,0,0,0,0,25,25,0,0,0,0,32,32,13,0,0,0,27,37,32,6,3,0,18,50,52,0,5,0,17,73,50,6,11,0,12,78,31,0,9,0,0,47,15,0,5,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,204,6,34,4,126,374,0,0,0,0,32,32,0,0,0,0,16,16,17,0,0,0,33,49,31,0,0,0,9,43,46,6,10,0,11,75,50,4,9,3,3,74,40,0,6,7,0,54,12,3,6,7,0,26,0,0,0,5,0,6,0,0,0,0,0,0,207,13,32,21,103,383,0,0,0,0,53,53,0,0,0,0,46,46,31,5,0,0,55,90,66,6,6,0,26,97,102,6,11,0,31,151,105,8,21,8,15,154,70,0,19,4,0,105,35,3,11,7,0,47,5,0,0,5,0,13,0,0,0,0,0,0,412,23,64,25,231,760
POA6502,0,0,0,0,47,47,0,0,0,0,23,23,15,0,0,0,28,39,26,0,3,0,17,55,37,4,16,0,15,66,68,5,11,4,10,100,69,7,8,6,0,93,40,4,3,4,4,51,7,0,0,0,0,13,0,0,0,0,6,3,251,23,46,18,150,489,0,0,0,0,40,40,0,0,0,0,5,7,14,0,0,0,23,42,38,3,5,0,23,60,55,0,16,5,10,86,58,5,15,3,12,92,67,3,14,0,8,91,25,0,7,9,0,41,8,0,0,8,0,21,0,0,0,0,0,0,262,14,51,35,119,484,0,0,0,0,86,86,0,0,0,0,29,29,25,5,0,0,53,84,63,3,8,0,39,119,86,6,28,5,27,152,132,10,25,8,15,192,135,10,22,5,9,179,62,4,10,17,4,98,9,0,5,14,0,29,0,0,0,0,3,3,511,37,100,55,268,970
POA6503,0,0,0,0,52,52,4,0,0,0,51,55,33,0,0,0,100,129,77,7,8,0,45,134,79,8,17,0,40,135,121,8,16,0,30,179,96,9,40,8,16,162,77,4,12,5,0,106,5,0,3,0,0,12,8,0,0,0,3,14,498,39,92,21,337,989,0,0,0,0,56,56,3,0,0,0,33,35,49,0,0,0,93,142,89,9,7,0,42,141,88,8,12,3,32,144,115,10,17,7,15,164,101,0,14,18,5,139,42,0,4,14,0,65,4,0,0,10,0,18,6,0,0,0,8,10,499,23,57,54,284,916,0,0,0,0,107,107,6,0,0,0,93,93,78,0,3,0,193,275,161,11,12,0,88,274,167,14,32,3,69,288,238,18,34,10,49,352,196,13,51,25,19,298,124,4,19,24,0,172,12,0,7,10,0,27,15,0,0,0,5,17,995,61,153,72,628,1905
POA6504,0,0,0,0,5,5,5,0,0,0,3,5,5,0,0,0,13,16,0,0,0,0,4,4,11,3,0,0,6,16,16,0,0,0,0,21,17,0,3,0,0,24,12,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,58,6,10,4,27,101,0,0,0,0,9,9,0,0,0,0,3,3,4,0,0,0,4,9,5,0,0,0,0,11,7,0,0,0,3,12,23,0,0,0,4,28,13,0,0,0,0,16,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,5,4,0,20,93,0,0,0,0,11,11,5,0,0,0,3,5,7,0,0,0,12,21,7,0,0,0,3,16,18,0,5,0,8,29,36,0,0,5,8,47,26,0,10,0,0,36,18,0,0,4,0,24,3,0,0,0,0,3,0,0,0,0,0,0,119,10,11,4,47,195
POA6505,0,0,0,0,4,4,0,0,0,0,5,5,0,0,0,0,5,11,3,0,0,0,3,15,0,0,0,0,0,0,9,0,0,0,5,11,0,0,8,0,0,10,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,22,53,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,11,7,0,0,0,0,7,0,0,0,0,4,4,5,0,0,0,0,9,5,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,5,0,12,44,0,0,0,0,3,3,0,0,0,0,3,3,6,0,0,0,14,14,9,0,0,0,3,17,8,3,0,0,4,6,14,0,0,0,6,19,5,0,8,0,0,15,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,49,3,10,0,31,94
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,5,4,4,0,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,5,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,11,3,0,0,0,5,9,9,0,0,0,0,10,8,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,3,7,0,11,56
POA6507,0,0,0,0,16,16,0,0,0,0,26,26,23,4,0,0,51,78,50,0,6,0,20,82,40,7,17,0,16,83,59,0,13,0,10,88,30,0,0,0,8,45,11,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,8,215,20,44,4,150,425,0,0,0,0,9,9,4,0,0,0,17,20,18,0,0,0,30,49,15,0,0,0,14,30,25,0,4,0,10,46,30,4,3,4,10,56,22,0,0,4,0,23,13,0,0,5,0,20,0,0,0,6,0,6,0,0,0,0,0,0,128,4,16,13,97,251,0,0,0,0,27,27,4,0,0,0,47,42,36,4,0,0,82,123,62,0,9,0,36,114,70,7,19,0,28,125,92,0,22,9,18,141,51,0,0,4,8,63,23,0,0,5,0,30,3,0,0,6,0,6,0,0,0,0,4,5,342,17,56,19,242,677
POA6509,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,3,0,0,0,6,5,12,0,0,0,0,10,9,0,0,0,8,20,11,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,44,0,6,3,28,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,7,0,0,0,5,14,9,0,0,0,0,10,10,0,4,0,0,15,6,0,5,0,0,8,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,7,0,20,72,0,0,0,0,7,7,0,0,0,0,8,9,3,0,0,0,11,10,9,0,0,0,9,24,17,0,0,0,0,24,19,0,3,0,9,30,15,0,3,4,0,24,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,82,0,7,8,49,142
POA6510,0,0,0,0,55,53,0,0,0,0,57,63,24,6,5,0,88,121,45,5,8,0,42,92,55,14,7,0,44,118,107,9,17,0,30,167,79,3,23,8,9,122,37,0,8,3,11,61,9,0,0,4,0,12,28,0,0,0,24,51,385,36,67,16,355,863,0,0,0,0,48,48,4,0,0,0,46,50,27,5,8,0,71,107,56,3,5,0,40,107,73,0,7,3,36,117,95,7,21,3,13,136,73,4,17,18,5,123,30,3,6,17,0,57,4,0,0,25,0,27,0,0,0,0,0,0,355,24,61,77,258,777,0,0,0,0,96,100,5,0,0,0,106,112,50,8,9,0,164,223,98,8,10,3,84,204,127,20,13,3,79,239,204,17,32,3,46,306,152,9,40,25,11,240,71,5,19,26,11,121,7,0,0,32,0,43,28,0,0,0,24,51,737,61,132,91,611,1636
POA6511,0,0,0,0,4,4,0,0,0,0,7,7,12,0,0,0,16,23,11,0,0,0,6,22,12,0,6,0,5,28,25,3,6,0,14,56,43,0,10,4,5,60,11,0,4,0,0,20,9,0,0,0,0,6,0,0,0,0,0,0,132,6,30,9,67,236,0,0,0,0,3,3,0,0,0,0,5,5,11,0,0,0,19,29,11,0,0,0,4,21,17,0,3,0,3,23,28,9,8,3,3,48,34,0,9,5,0,57,18,0,0,12,0,32,4,0,0,7,0,8,0,0,0,0,0,0,121,5,23,31,44,224,0,0,0,0,9,9,0,0,0,0,11,11,20,0,0,0,36,58,18,0,0,0,11,42,30,4,9,0,10,53,56,7,10,6,15,102,78,0,19,8,6,118,31,0,4,10,0,46,14,0,0,7,0,17,0,0,0,0,0,0,250,17,51,38,101,452
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,12,0,0,0,4,10,7,0,0,0,0,13,4,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,0,8,3,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,4,6,0,0,0,0,12,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,5,0,31,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,3,10,0,3,0,0,13,16,0,0,0,4,19,17,0,6,3,0,24,11,0,0,0,0,12,5,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,0,0,53,0,8,3,8,78
POA6513,0,0,0,0,5,5,0,0,0,0,4,4,4,0,0,0,9,8,8,0,0,0,5,15,6,0,0,0,5,11,11,0,0,0,6,13,4,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,35,0,9,3,24,72,0,0,0,0,7,7,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,0,8,10,0,0,0,9,21,5,0,0,0,3,10,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,23,64,0,0,0,0,14,14,0,0,0,0,3,3,3,0,0,0,12,16,13,0,0,0,11,17,19,0,3,0,9,36,15,0,3,0,3,26,11,0,0,5,0,16,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,63,4,11,11,44,130
POA6514,0,0,0,0,9,9,0,0,0,0,8,8,6,0,0,0,12,21,6,0,0,0,14,23,8,0,6,0,19,32,44,7,14,0,11,76,51,3,26,9,4,90,28,0,3,3,0,39,3,0,0,4,0,7,0,0,0,0,0,0,147,11,48,20,76,291,0,0,0,0,12,12,0,0,0,0,4,4,9,0,0,0,11,18,6,0,3,0,7,18,23,0,3,0,6,35,36,5,15,4,8,60,55,4,4,10,0,75,19,0,3,5,0,32,0,0,0,7,0,11,0,0,0,0,0,0,148,6,28,33,48,259,0,0,0,0,16,16,0,0,0,0,15,15,9,0,0,0,27,37,13,4,4,0,21,37,31,0,9,0,25,65,72,4,29,7,16,135,103,3,26,16,6,156,52,0,7,14,0,70,7,0,0,13,0,14,0,0,0,0,0,0,291,16,75,53,121,556
POA6515,0,0,0,0,4,4,0,0,0,0,9,9,6,0,0,0,12,20,16,0,0,0,5,19,14,3,0,0,10,22,22,0,6,0,13,48,16,0,3,0,0,20,13,0,0,0,0,12,4,0,0,0,0,3,0,0,0,0,0,0,80,6,14,6,48,156,0,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,8,20,13,0,0,0,9,23,8,0,0,0,6,16,16,0,0,0,4,19,22,0,3,0,0,25,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,76,4,13,3,33,126,0,0,0,0,6,6,0,0,0,0,12,12,14,0,3,0,21,37,27,0,0,0,15,44,24,3,0,0,14,41,36,9,6,0,13,68,37,0,9,0,0,50,15,0,0,0,0,18,4,0,0,0,0,6,0,0,0,0,0,0,161,7,23,7,82,283
POA6516,0,0,0,0,28,33,0,0,0,0,29,29,16,4,0,0,64,87,40,9,4,0,42,95,49,13,16,0,57,136,101,4,23,4,25,155,139,10,37,11,16,213,51,7,12,8,3,81,9,0,0,4,0,13,0,0,3,0,5,9,418,47,90,26,267,850,0,0,0,0,31,31,0,0,0,0,29,29,29,0,0,0,68,102,67,3,13,0,35,119,58,6,14,0,34,109,117,7,28,6,21,182,135,5,26,16,4,187,26,3,7,25,4,66,5,0,0,22,0,29,0,0,0,0,0,4,442,28,92,73,230,855,0,0,0,0,62,65,0,0,0,0,59,59,45,8,0,0,135,190,112,16,9,0,77,212,109,17,29,0,85,245,223,14,56,12,41,336,277,14,66,20,21,404,81,6,17,33,3,146,17,0,0,28,0,43,0,0,3,0,6,11,860,71,183,96,495,1707
POA6517,0,0,0,0,14,14,0,0,0,0,11,11,4,0,0,0,10,16,19,0,0,0,12,38,19,0,3,0,0,28,24,6,7,0,0,32,23,4,8,0,4,39,12,0,6,0,3,21,5,0,0,0,0,3,0,0,0,0,0,0,96,10,26,0,56,198,0,0,0,0,3,3,0,0,0,0,13,13,9,5,0,0,12,24,19,0,0,0,6,25,7,0,0,0,5,17,20,3,7,3,0,31,25,0,6,5,0,28,11,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,4,4,97,3,12,9,42,163,0,0,0,0,14,14,0,0,0,0,26,26,11,3,0,0,29,43,44,0,0,0,15,64,27,0,4,0,7,44,45,5,9,6,3,65,46,4,12,0,4,70,20,0,8,3,3,31,9,0,0,0,0,10,0,0,0,0,5,5,198,17,39,10,100,358
POA6518,0,0,0,0,6,6,0,0,0,0,4,4,0,0,0,0,3,7,13,0,0,0,7,20,16,0,0,0,5,16,15,0,4,0,0,26,5,3,3,0,5,16,12,0,0,0,0,14,3,0,0,3,0,4,0,0,0,0,0,0,57,10,16,4,30,114,0,0,0,0,5,5,0,0,0,0,12,12,3,0,0,0,9,10,3,0,3,0,3,13,5,3,0,0,0,11,14,4,3,0,3,25,8,0,0,0,0,8,10,0,0,5,0,9,3,0,0,0,0,3,0,0,0,0,0,0,45,3,12,5,25,95,0,0,0,0,7,7,0,0,0,0,12,12,9,0,0,0,11,18,17,0,7,0,12,32,13,3,0,0,7,32,31,3,9,0,6,50,15,6,3,0,5,29,19,0,0,8,0,23,5,0,0,3,0,5,0,0,0,0,0,0,104,14,27,15,59,212
POA6519,0,0,0,0,10,10,0,0,0,0,11,11,12,0,0,0,17,33,31,3,0,0,20,53,20,0,0,0,11,38,29,0,9,0,6,44,27,8,7,3,4,47,21,0,0,3,0,24,0,0,0,7,0,4,0,0,0,0,3,3,153,16,17,9,80,272,0,0,0,0,9,9,0,0,0,0,12,12,16,0,0,0,13,32,18,0,6,0,14,38,21,7,3,0,12,43,28,0,5,0,8,40,30,0,3,0,0,34,10,0,3,5,0,19,0,0,0,3,0,3,0,0,0,0,0,0,123,11,21,15,66,230,0,0,0,0,17,17,0,0,0,0,19,19,31,0,0,0,34,67,53,3,3,0,34,92,42,10,8,0,18,79,59,5,8,3,13,90,53,8,7,3,5,75,30,0,6,11,0,45,0,0,0,5,0,6,0,0,0,0,0,0,274,21,32,24,143,499
