POA_CODE_2021,P_55_64_Ud_wk_L_5_hrs,P_55_64_Ud_wk_5_14_hrs,P_55_64_Ud_wk_15_29_hrs,P_55_64_Ud_wk_30h_more,P_55_64_no_Ud_wk,P_55_64_Ud_wk_ns,P_55_64_OS_vis,P_55_64_yr_Tot,P_65_74_Ud_wk_L_5_hrs,P_65_74_Ud_wk_5_14_hrs,P_65_74_Ud_wk_15_29_hrs,P_65_74_Ud_wk_30h_more,P_65_74_no_Ud_wk,P_65_74_Ud_wk_ns,P_65_74_OS_vis,P_65_74_yr_Tot,P_75_84_Ud_wk_L_5_hrs,P_75_84_Ud_wk_5_14_hrs,P_75_84_Ud_wk_15_29_hrs,P_75_84_Ud_wk_30h_more,P_75_84_no_Ud_wk,P_75_84_Ud_wk_ns,P_75_84_OS_vis,P_75_84_yr_Tot,P_85ov_Ud_wk_L_5_h,P_85ov_Ud_wk_5_14_h,P_85ov_Ud_wk_15_29_h,P_85ov_Ud_wk_30h_more,P_85ov_no_Ud_wk,P_85ov_Ud_wk_ns,P_85ov_OS_vis,P_85_yr_over_Tot,P_Tot_Ud_wk_L_5_hrs,P_Tot_Ud_wk_5_14_hrs,P_Tot_Ud_wk_15_29_hrs,P_Tot_Ud_wk_30h_more,P_Tot_no_Ud_wk,P_Tot_Ud_wk_ns,P_Tot_OS_vis,P_Total_Tot
POA6224,32,40,40,14,29,12,0,162,11,34,31,26,36,11,0,151,4,19,15,11,24,10,0,78,8,0,0,0,8,0,0,18,180,250,160,116,200,86,0,1005
POA6225,174,355,220,174,313,75,0,1314,132,233,176,227,336,69,0,1170,57,86,74,100,186,66,0,570,20,25,14,14,54,56,0,181,1195,1747,949,970,1808,636,3,7312
POA6226,15,45,36,12,23,9,0,132,6,19,20,17,20,9,0,87,3,3,0,8,3,0,0,22,0,0,0,0,0,0,0,0,130,229,117,68,122,34,0,689
POA6227,17,28,18,12,10,6,0,93,14,12,14,17,8,4,0,68,7,5,4,9,5,0,0,35,0,0,0,0,4,0,0,4,127,170,89,79,77,29,0,570
POA6228,3,6,0,0,4,4,0,21,3,0,8,8,5,4,0,28,0,5,0,0,0,4,0,10,0,0,0,0,0,0,0,3,24,27,12,13,28,20,0,119
POA6229,8,8,3,0,13,7,0,39,11,11,6,3,18,5,0,51,6,0,0,3,5,6,0,21,0,0,0,0,3,3,0,4,29,36,20,12,51,24,0,163
POA6230,992,1770,821,516,1143,308,9,5561,540,1073,801,547,1218,252,4,4429,284,504,337,314,806,161,0,2418,90,158,70,55,468,175,0,1020,7075,9680,4352,3292,8649,2670,56,35771
POA6232,189,386,170,151,233,34,4,1166,113,267,172,133,234,57,6,975,71,137,96,84,216,83,0,674,27,46,23,24,99,95,0,314,1632,2399,1076,929,2030,473,17,8556
POA6233,383,815,379,269,460,93,6,2404,201,530,341,286,468,67,0,1894,104,195,166,118,255,40,0,886,28,44,21,16,83,17,0,202,2980,4505,2047,1699,3166,561,16,14976
POA6236,64,131,65,43,42,16,0,355,37,71,42,46,46,21,0,265,9,16,18,27,42,7,0,117,5,4,5,0,11,7,0,33,360,524,259,240,254,98,3,1741
POA6237,77,141,73,64,63,15,0,432,39,92,44,69,64,29,0,340,12,31,15,24,35,9,0,119,6,3,4,6,7,4,0,28,382,593,301,281,339,126,4,2027
POA6239,97,219,135,93,99,27,0,674,73,139,141,109,106,43,0,610,40,44,52,51,111,27,0,323,11,14,6,15,62,6,0,105,650,942,579,498,753,227,26,3670
POA6240,4,11,3,11,4,0,0,39,6,11,11,5,4,5,0,33,3,7,3,0,8,6,0,22,0,0,0,0,0,0,0,0,25,43,25,18,22,10,0,145
POA6243,0,4,4,3,3,0,0,13,3,0,4,0,0,0,0,18,0,4,0,0,5,0,0,9,0,4,0,0,0,0,0,4,7,13,15,12,26,5,0,73
POA6244,48,66,40,29,37,28,0,258,26,47,34,33,40,14,0,199,15,21,14,30,45,20,0,140,4,0,4,0,13,3,0,26,206,308,176,170,227,129,0,1225
POA6251,9,21,8,3,10,5,0,57,3,13,4,15,4,0,0,45,0,0,4,0,3,5,0,16,0,0,0,0,0,0,0,0,43,65,38,40,40,11,0,240
POA6252,6,7,5,3,6,3,0,32,0,4,6,3,3,0,0,21,5,0,3,3,9,0,0,17,0,0,0,0,0,0,0,0,17,30,18,16,30,10,0,120
POA6253,17,40,25,21,10,8,0,115,23,43,41,22,22,7,0,168,6,16,16,12,13,3,0,63,3,0,0,0,6,0,0,13,86,186,124,75,83,32,3,589
POA6254,18,34,11,18,30,14,0,128,0,11,16,10,28,3,0,68,8,8,10,8,8,3,0,41,0,0,0,0,8,0,0,10,91,103,67,64,148,56,3,536
POA6255,96,214,136,105,105,44,0,702,81,193,161,148,138,50,0,774,38,75,43,70,94,29,0,348,13,10,12,8,43,12,0,96,568,988,581,537,616,251,5,3554
POA6256,9,34,14,3,16,9,0,78,5,7,12,13,12,0,0,52,3,3,5,9,3,5,0,31,0,0,0,4,0,0,0,4,64,103,51,48,45,31,0,339
POA6258,167,283,151,119,220,61,0,996,101,186,113,112,182,49,0,741,37,83,64,59,136,27,0,402,16,13,15,12,78,10,0,142,1000,1361,657,580,1195,359,23,5179
POA6260,36,96,37,20,42,36,0,265,32,52,34,22,46,23,0,207,11,12,18,16,22,18,0,89,8,7,4,0,18,8,0,44,241,366,178,108,272,180,26,1371
POA6262,18,46,22,15,18,21,0,140,12,28,22,22,12,12,0,109,5,9,7,3,16,9,0,54,0,3,4,0,5,0,0,9,72,161,91,73,108,77,0,580
POA6271,79,157,74,57,76,20,0,468,46,84,76,68,109,23,0,398,21,36,27,36,50,17,0,183,3,5,4,5,20,5,0,43,517,751,368,314,508,159,0,2618
POA6275,33,82,53,47,34,29,0,277,35,84,66,57,47,32,0,321,13,27,22,28,34,27,0,145,0,5,3,9,8,3,0,26,184,337,212,189,206,166,4,1303
POA6280,710,1331,604,339,708,247,8,3937,486,1026,773,568,876,221,0,3946,254,488,371,290,677,174,0,2244,107,124,83,62,443,95,0,915,4798,6962,3418,2485,5188,1501,38,24392
POA6281,183,379,177,96,132,68,0,1027,140,348,231,158,176,50,0,1104,69,126,78,92,100,44,4,507,21,22,12,9,33,8,0,108,1357,2070,970,721,962,414,23,6512
POA6282,50,109,58,36,21,38,3,317,28,81,56,59,32,42,0,296,22,17,14,8,15,8,0,89,3,4,0,0,5,0,0,18,313,423,249,182,160,158,6,1488
POA6284,48,106,64,40,45,21,0,323,23,63,39,35,38,16,0,211,4,21,12,12,19,15,0,82,0,3,7,7,17,0,0,34,387,612,297,233,285,191,6,2012
POA6285,246,490,237,114,150,104,5,1348,124,320,220,134,153,74,0,1040,39,74,61,56,115,21,0,374,23,13,8,10,57,13,0,134,1698,2495,1158,816,1383,702,70,8326
POA6286,34,48,21,14,16,18,0,148,11,27,18,15,12,0,0,88,4,12,7,11,3,0,0,37,0,4,0,0,3,0,0,7,134,221,82,86,90,53,3,667
POA6288,12,35,17,14,13,8,0,91,10,18,17,24,10,4,0,78,7,9,6,6,7,5,0,32,0,0,0,0,0,0,0,3,99,143,74,60,66,37,6,495
POA6290,56,116,64,47,46,17,0,343,54,103,95,77,91,16,4,438,23,43,48,35,60,11,0,220,12,13,10,3,48,16,0,104,267,429,288,223,317,103,13,1644
POA6302,94,174,113,90,95,60,0,620,82,147,114,124,156,40,0,657,35,67,51,62,113,52,0,372,10,8,12,18,42,21,0,106,502,716,424,405,633,284,0,2958
POA6304,43,67,44,32,57,33,0,281,36,80,45,61,76,33,0,332,19,26,21,26,42,23,0,163,7,9,8,0,20,6,0,50,207,340,188,184,287,174,4,1385
POA6306,27,35,21,12,24,15,0,135,15,33,17,22,37,5,0,124,18,12,5,7,41,3,0,92,8,0,4,0,29,0,0,41,138,181,101,89,195,69,0,777
POA6308,47,68,26,34,51,30,0,258,20,46,32,47,61,24,0,232,21,20,11,30,40,17,0,139,6,3,3,0,15,5,0,33,200,277,138,196,298,142,0,1258
POA6309,6,15,7,5,8,0,0,43,5,6,11,5,15,5,0,47,5,3,0,0,3,9,0,21,0,3,0,0,4,0,0,7,42,61,31,23,49,27,0,235
POA6311,21,39,18,13,13,8,0,114,9,26,23,8,20,9,0,91,8,12,6,0,9,5,0,44,0,0,0,0,3,0,0,10,108,132,77,41,80,42,3,487
POA6312,96,193,105,52,106,48,0,598,89,122,67,64,113,54,0,512,25,51,57,31,89,49,0,299,17,13,11,5,50,51,0,159,793,985,438,291,848,439,8,3803
POA6313,7,14,6,8,10,0,0,41,0,8,0,9,8,0,0,25,3,4,0,9,5,0,0,20,0,0,0,0,0,0,0,0,38,50,28,26,33,14,0,184
POA6315,43,79,44,29,62,20,0,283,36,50,44,45,68,29,0,270,20,29,21,17,50,13,0,143,8,11,4,0,20,5,0,48,290,358,189,159,328,148,5,1476
POA6316,11,16,5,11,14,3,0,66,4,8,7,11,17,12,0,51,4,3,0,0,4,3,0,16,0,0,0,0,0,0,0,0,64,57,35,43,57,30,0,290
POA6317,85,147,87,37,133,34,0,528,59,90,55,58,126,38,0,428,24,34,37,27,69,31,0,226,4,12,5,4,46,20,0,94,608,733,385,276,902,387,3,3302
POA6318,4,21,17,8,14,8,0,75,11,11,6,11,15,4,0,60,0,8,3,0,0,10,0,22,0,0,0,0,4,0,0,4,77,103,57,49,60,33,0,374
POA6320,21,21,14,10,21,12,0,100,9,10,9,8,10,0,0,41,3,3,0,9,7,0,0,31,0,0,0,0,7,0,0,11,80,89,50,56,78,57,0,416
POA6321,17,14,12,0,23,8,0,78,8,10,17,10,8,8,0,57,8,7,0,5,14,0,0,38,0,0,0,0,0,3,0,4,68,76,50,52,76,43,0,366
POA6322,6,6,10,5,0,3,0,32,8,3,3,8,8,7,0,42,6,0,0,3,3,3,0,23,0,3,0,0,0,0,0,0,27,47,33,34,18,29,0,184
POA6323,33,53,28,27,28,9,0,178,27,43,36,38,34,10,0,195,10,9,11,27,29,8,0,92,0,0,0,0,5,0,0,7,152,200,130,138,158,71,0,855
POA6324,84,166,100,79,89,54,0,576,61,103,84,105,108,44,0,497,27,33,35,26,54,31,0,208,8,16,9,8,28,41,0,101,498,761,416,380,536,396,3,3003
POA6326,10,32,17,13,13,13,0,88,14,29,9,14,11,3,0,80,0,10,4,9,3,0,0,24,0,0,3,0,0,0,0,8,75,123,51,52,66,41,0,407
POA6327,3,9,0,5,6,6,0,31,0,9,0,5,13,4,0,33,6,0,0,0,3,0,0,13,0,0,3,0,0,3,0,5,24,55,20,28,37,36,0,202
POA6328,17,19,13,8,9,3,0,71,3,11,8,5,11,9,0,40,5,8,4,0,3,5,0,21,0,0,0,0,0,0,0,0,75,101,41,39,44,39,0,341
POA6330,913,1858,856,444,842,272,11,5192,555,1219,807,720,958,256,8,4521,326,569,402,415,850,176,3,2747,152,163,95,103,508,114,4,1142,5981,8816,4141,3140,6484,2140,52,30747
POA6333,198,375,173,96,100,87,0,1025,121,270,227,136,162,89,7,1006,60,123,95,80,125,54,0,538,23,36,20,19,49,19,0,160,937,1532,869,589,760,544,4,5235
POA6335,21,26,13,17,23,6,0,109,17,20,4,18,17,9,0,90,0,0,5,0,7,3,0,25,4,0,0,0,5,0,0,12,126,141,69,97,112,47,0,593
POA6336,9,12,9,7,16,9,0,54,4,5,9,8,6,5,0,35,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,63,65,36,28,36,25,0,252
POA6337,14,32,10,12,12,7,0,81,7,5,0,9,4,4,0,37,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,95,118,42,43,59,54,5,416
POA6338,15,40,24,24,11,7,0,116,18,30,26,20,19,6,0,124,5,8,6,11,12,4,0,40,0,0,0,0,0,3,0,4,107,180,106,84,71,28,0,585
POA6341,3,6,9,0,6,0,0,26,4,8,8,3,8,4,0,28,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,38,56,31,18,40,11,0,195
POA6343,9,3,3,3,6,3,0,26,0,5,4,0,0,3,0,18,4,0,0,0,5,5,0,13,0,0,0,0,0,0,0,0,35,47,20,15,23,38,0,173
POA6346,30,30,23,15,73,37,0,216,16,14,8,13,27,12,0,98,0,3,4,12,5,4,0,26,6,0,0,0,6,0,0,15,182,235,103,91,394,206,14,1224
POA6348,26,47,30,21,36,15,0,172,16,42,16,10,41,11,0,142,12,19,11,8,23,18,0,87,0,0,0,3,5,0,0,16,142,246,107,95,200,97,0,895
POA6350,9,16,10,8,13,3,0,51,5,12,3,0,13,13,0,51,8,4,5,0,8,5,0,34,0,0,0,0,0,0,0,6,34,71,22,32,56,51,0,270
POA6351,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,7,0,0,3,0,42
POA6352,3,0,4,4,0,17,0,30,4,3,0,0,7,8,0,19,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,17,31,18,13,14,57,0,154
POA6353,30,35,13,6,12,17,0,115,13,10,8,11,22,6,0,72,7,9,12,3,8,0,0,47,0,0,0,3,5,6,0,9,134,164,94,56,113,56,3,617
POA6355,18,21,10,8,18,7,0,75,12,8,8,6,8,5,0,52,0,6,3,4,3,0,0,13,0,0,0,0,4,0,0,0,84,98,36,47,59,31,0,348
POA6356,5,3,0,0,5,0,0,19,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,3,3,17,7,0,98
POA6357,0,0,0,4,0,0,0,3,3,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,9,10,3,10,0,49
POA6358,0,3,0,0,0,0,0,13,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,16,16,13,5,10,11,0,76
POA6359,17,30,13,5,30,15,0,116,7,17,11,11,14,6,0,65,7,8,7,3,4,0,0,25,7,6,0,0,0,3,0,12,141,159,58,47,148,67,3,623
POA6361,0,0,6,0,3,3,0,16,0,0,0,0,0,5,0,6,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,14,9,7,6,11,18,0,77
POA6363,4,0,0,0,4,0,0,7,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,18,10,4,14,4,0,66
POA6365,21,13,8,11,16,9,0,78,7,18,8,3,18,0,0,59,3,5,7,0,12,0,0,28,0,0,0,0,4,6,0,9,68,114,46,47,67,38,0,386
POA6367,16,18,9,8,23,5,0,70,7,14,11,4,12,6,0,52,0,0,3,0,9,4,0,21,0,0,0,0,9,3,0,9,61,64,36,29,71,22,0,282
POA6368,3,0,4,0,0,0,0,11,0,3,5,0,4,4,0,11,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,20,15,9,12,5,6,0,65
POA6369,19,28,16,5,9,15,0,94,7,10,11,7,20,15,0,71,5,9,9,4,21,11,0,53,3,0,0,0,13,14,0,34,86,132,51,53,102,94,0,520
POA6370,7,23,4,10,12,18,0,78,11,8,11,10,10,8,0,45,4,6,6,4,15,4,0,37,0,0,0,0,6,4,0,12,54,78,34,42,63,56,0,337
POA6372,5,9,0,0,5,8,0,21,0,0,3,4,9,7,0,24,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,7,9,30,11,7,15,25,0,103
POA6373,6,3,4,0,0,0,0,7,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,13,4,10,0,0,63
POA6375,23,35,14,14,21,3,0,112,18,43,12,17,28,11,0,138,5,17,7,14,18,3,0,63,3,3,3,0,23,10,0,38,145,201,90,81,135,49,4,703
POA6383,21,27,21,13,30,38,0,152,15,24,18,28,39,48,0,170,10,16,12,11,28,16,0,87,0,10,0,0,17,7,0,40,100,141,83,66,173,207,0,765
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,8,3,0,14
POA6385,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,16
POA6386,0,0,0,0,4,12,0,20,0,5,6,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,18,9,0,11,37,0,83
POA6390,66,93,37,24,85,19,0,324,25,55,27,44,37,11,0,191,18,8,13,20,17,11,0,85,0,3,4,0,5,3,0,20,314,468,194,177,340,115,5,1608
POA6391,24,39,28,22,32,18,0,149,15,20,13,16,29,12,0,107,11,19,9,9,15,12,0,68,4,0,3,4,6,3,0,17,165,196,91,101,149,91,0,792
POA6392,12,22,16,3,15,10,0,81,14,11,8,9,14,0,0,52,9,12,3,5,0,0,0,31,4,4,0,5,4,4,0,15,72,97,46,24,56,37,0,341
POA6393,0,0,0,5,3,4,0,20,0,5,0,8,5,6,0,16,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,13,20,5,18,19,13,0,92
POA6394,22,18,12,5,9,8,0,80,8,16,6,19,10,10,0,61,3,9,0,16,9,6,0,43,0,3,0,0,5,0,0,9,72,91,53,55,62,48,0,377
POA6395,65,73,30,21,53,25,0,256,36,50,20,16,29,6,0,155,8,23,16,12,30,22,0,108,6,11,0,0,25,9,0,51,244,337,144,119,263,106,0,1208
POA6396,16,10,5,8,17,10,0,65,9,11,4,10,8,3,0,37,3,4,3,3,3,4,0,17,0,0,0,0,0,0,0,3,73,70,35,42,51,30,0,299
POA6397,3,4,0,3,4,0,0,18,4,4,3,3,0,0,0,17,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,13,17,13,12,4,0,76
POA6398,21,39,24,23,19,17,0,133,16,30,18,16,27,8,0,108,3,15,5,18,12,3,0,66,3,0,0,0,6,0,0,10,87,149,65,78,101,41,0,526
POA6401,158,337,173,122,255,108,0,1150,121,217,145,114,292,85,0,980,63,81,62,61,184,63,4,515,22,25,13,13,95,34,0,205,1058,1548,732,661,1704,961,6,6668
POA6403,8,3,5,0,3,8,0,32,0,8,9,7,4,0,0,17,3,0,5,3,0,0,0,17,0,0,0,0,0,0,0,0,21,23,24,17,25,12,0,123
POA6405,7,10,13,9,12,4,0,47,0,4,6,9,15,9,0,47,0,3,3,4,4,4,0,14,0,0,0,0,5,0,0,5,48,43,34,42,48,24,0,241
POA6407,20,30,10,13,30,0,0,104,10,18,19,15,23,8,0,86,6,8,10,10,11,6,0,44,4,7,4,4,6,0,0,20,177,193,86,102,193,58,0,814
POA6409,20,13,6,4,16,12,0,70,4,5,4,3,10,3,0,34,3,5,0,0,14,5,0,27,0,0,0,0,4,0,0,9,71,66,18,32,81,43,0,308
POA6410,30,41,21,12,41,16,0,158,14,29,9,20,41,7,0,119,14,13,12,7,40,21,0,96,5,5,0,0,27,3,0,42,135,171,69,84,254,86,0,796
POA6411,4,7,3,3,4,5,0,27,4,8,5,4,3,0,0,21,0,0,0,0,3,5,0,13,0,0,0,0,0,0,0,0,24,27,13,8,17,21,0,119
POA6412,6,4,0,0,0,3,0,17,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,7,4,17,0,49
POA6413,3,4,0,6,0,0,0,16,3,4,0,6,5,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,15,3,7,12,6,0,54
POA6414,4,3,0,0,0,0,0,14,0,0,0,0,6,0,0,14,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,8,14,9,5,10,10,0,61
POA6415,57,117,47,39,82,51,0,394,51,64,41,36,88,38,0,307,17,24,13,26,37,21,0,144,8,9,9,7,33,6,0,65,442,566,256,233,490,295,3,2276
POA6418,25,16,10,10,19,10,0,89,8,23,19,17,29,20,0,113,8,6,8,5,19,12,0,62,0,0,0,0,10,9,0,22,105,129,68,61,148,86,0,599
POA6419,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,13,9,4,13,3,0,47
POA6420,0,3,0,3,0,0,0,10,0,3,0,0,4,0,0,9,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,13,13,4,9,19,0,0,60
POA6421,3,0,6,4,6,0,0,13,0,8,0,8,8,3,0,19,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,21,25,15,20,13,21,0,116
POA6422,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,0,8,4,0,47
POA6423,9,16,0,4,17,22,0,70,6,7,9,5,0,3,0,29,0,4,5,3,3,5,0,15,4,0,3,0,0,0,0,8,42,60,27,28,53,76,5,282
POA6424,0,5,6,0,0,4,0,18,0,0,0,0,0,4,0,6,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,11,12,10,4,12,8,0,55
POA6425,5,7,4,6,3,0,0,23,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,21,12,6,13,3,3,0,60
POA6426,27,42,20,5,93,55,0,256,23,20,9,11,58,12,0,131,3,10,5,4,14,10,0,38,3,3,0,0,8,0,0,16,168,216,101,63,435,311,0,1304
POA6427,3,4,0,0,23,26,0,58,0,0,0,0,9,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,3,3,109,149,0,319
POA6428,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,5,9,0,42
POA6429,26,43,21,13,68,73,0,252,11,25,8,21,61,25,0,151,5,4,3,0,15,5,0,33,0,0,0,0,3,0,0,4,149,212,87,74,399,418,0,1340
POA6430,434,734,289,160,697,276,10,2610,158,314,169,132,401,185,17,1378,57,82,61,51,218,72,0,539,10,13,10,10,96,32,0,168,3481,4602,1746,1318,4611,1865,63,17687
POA6431,33,43,17,3,53,50,0,205,8,14,5,4,17,16,0,61,4,0,0,0,3,4,0,17,0,4,0,0,0,0,0,0,242,349,129,27,341,408,3,1506
POA6432,150,241,95,69,226,222,4,1010,66,101,61,48,143,129,0,559,19,15,14,15,64,19,0,148,5,10,5,0,13,0,0,31,947,1231,453,428,1506,1289,15,5864
POA6434,0,5,0,6,15,23,0,56,0,0,0,0,6,9,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,80,11,10,164,259,6,590
POA6436,3,5,0,3,20,34,0,73,8,13,3,0,11,23,0,50,0,0,4,0,0,6,0,9,0,0,0,0,0,0,0,0,39,43,18,6,89,179,4,382
POA6437,19,32,14,4,63,74,3,208,7,13,6,0,17,10,0,53,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,4,214,266,68,51,432,586,8,1624
POA6438,25,49,14,7,56,140,0,289,9,26,17,15,39,45,0,151,5,9,4,0,4,3,0,29,0,0,0,0,3,0,0,5,159,230,80,45,323,1013,14,1858
POA6440,65,104,28,18,162,302,0,678,6,23,14,7,44,52,0,141,0,3,5,0,5,3,0,21,5,0,0,0,0,0,0,0,388,501,154,81,902,1744,20,3796
POA6442,40,87,43,27,92,88,0,365,11,30,23,13,55,43,0,176,8,5,5,3,16,18,0,52,0,0,0,0,9,6,0,12,308,448,204,175,461,706,3,2312
POA6443,29,50,12,7,69,44,0,212,21,34,17,14,58,28,0,173,12,9,13,4,12,3,0,44,0,0,0,0,5,0,0,10,153,221,74,60,308,286,7,1110
POA6445,10,9,7,0,3,3,0,24,5,0,4,3,3,0,0,18,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,30,24,18,18,15,13,0,119
POA6446,0,6,0,0,0,4,0,15,4,0,0,6,3,0,0,7,3,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,25,23,8,17,15,6,0,90
POA6447,8,6,3,0,10,5,0,28,0,3,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,15,21,28,4,0,130
POA6448,4,9,10,0,5,3,0,50,4,8,4,8,13,3,0,46,0,0,0,4,5,3,0,12,0,0,0,0,4,0,0,6,52,75,34,30,103,45,3,347
POA6450,331,563,222,164,320,179,4,1790,159,304,218,199,353,152,0,1386,94,166,111,103,269,130,0,875,41,57,21,17,119,25,0,272,2169,2837,1252,968,2125,1205,25,10590
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
POA6460,16,27,13,14,25,10,0,113,26,25,12,18,26,18,0,127,5,11,4,4,16,11,0,51,0,4,0,7,9,6,0,20,107,122,64,60,126,81,0,569
POA6461,10,26,0,3,16,5,0,57,14,14,16,17,35,6,0,87,0,4,4,12,7,0,0,34,0,0,0,0,3,0,0,6,86,104,39,49,90,31,0,399
POA6462,6,4,6,3,8,0,0,19,3,4,4,0,3,0,0,19,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,23,25,14,21,11,8,0,107
POA6463,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,3,0,0,21
POA6465,0,3,0,0,0,0,0,5,0,6,4,3,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,10,4,4,0,3,0,35
POA6466,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,3,9,4,0,0,37
POA6467,0,5,0,3,0,0,0,9,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,4,0,0,23
POA6468,0,10,0,4,14,3,0,41,6,0,5,0,5,4,0,15,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,24,40,9,17,33,28,0,156
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,12
POA6472,0,6,3,5,3,0,0,23,3,4,0,4,5,0,0,15,3,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,23,38,22,19,15,13,0,123
POA6473,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,8,0,3,0,36
POA6475,13,21,5,0,15,0,0,52,7,13,11,8,18,0,0,61,4,4,5,0,8,0,0,24,0,0,0,0,3,0,0,3,53,77,28,28,73,14,0,276
POA6476,0,3,0,0,3,0,0,14,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,8,7,0,3,18,0,0,36
POA6477,8,10,4,5,15,3,0,41,4,9,0,9,6,0,0,19,3,0,0,7,4,0,0,9,0,0,0,0,10,0,0,7,37,55,13,23,40,20,0,186
POA6479,17,16,11,21,13,7,0,93,15,16,20,7,23,6,0,79,3,9,5,6,8,9,0,48,0,0,0,3,3,3,0,9,95,109,57,62,84,57,0,471
POA6480,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,5,0,5,3,0,31
POA6484,4,0,0,0,0,0,0,11,0,0,0,4,4,5,0,11,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,4,5,8,9,0,36
POA6485,9,20,15,10,13,0,0,66,7,11,10,10,24,10,0,71,14,7,6,7,22,6,0,57,0,0,0,0,3,3,0,7,61,83,46,32,104,43,0,379
POA6487,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,5,5,0,0,37
POA6488,0,11,0,5,10,3,0,28,0,9,3,4,11,3,0,25,3,3,0,5,0,3,0,14,0,0,0,0,0,0,0,0,21,37,9,12,40,17,0,137
