POA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6061,508,147,60,40,11,0,1594,21,211,164,60,49,26,16,0,545,365,1932,1440,555,316,190,74,14,4886,298,1047,791,457,324,207,69,21,3216,597,1284,979,668,654,415,171,54,4821,192,128,83,61,48,31,5,0,548,44,111,111,109,99,59,28,5,570,834,1523,1176,834,803,500,203,58,5932,24,71,69,46,30,29,15,3,288,438,707,625,386,334,260,189,61,3004,2013,6284,4777,2490,1910,1249,577,169,19470
POA6062,415,197,112,82,37,9,1308,9,115,133,109,81,49,30,0,536,311,1421,1219,701,448,336,138,30,4606,185,553,543,481,408,342,179,33,2728,428,928,774,765,717,559,286,74,4527,156,69,43,52,48,29,4,7,407,30,64,83,98,110,98,52,18,546,611,1058,903,913,875,692,341,94,5488,14,35,43,34,28,36,20,10,218,180,259,248,193,193,185,184,75,1519,1345,3867,3505,2633,2148,1719,931,249,16397
POA6063,114,45,24,15,4,0,307,7,35,38,36,21,10,5,0,148,126,343,361,214,149,96,25,0,1314,71,195,240,203,151,92,21,4,981,259,433,451,379,353,197,61,9,2135,84,47,35,34,17,0,0,0,218,21,27,43,45,33,23,11,5,209,361,503,532,459,408,228,65,8,2562,12,7,18,18,22,16,11,3,109,106,155,113,90,86,69,42,12,679,689,1350,1418,1060,858,519,169,28,6103
POA6064,172,83,57,34,10,5,526,11,75,88,56,40,21,4,0,294,217,704,619,374,232,161,62,8,2375,162,402,416,361,323,191,50,10,1905,523,901,792,738,700,454,167,33,4313,207,92,72,66,44,30,11,0,519,46,65,69,84,105,62,26,7,464,778,1061,932,888,854,542,203,43,5290,12,31,23,43,36,30,23,4,204,214,285,260,219,201,225,198,122,1730,1408,2701,2511,2021,1747,1199,547,191,12328
POA6065,787,384,182,74,26,7,1947,27,201,323,241,111,62,11,3,978,552,2142,2630,1514,690,361,128,32,8044,319,994,1455,1245,789,446,167,54,5460,1092,2188,2211,1934,1389,854,370,93,10124,343,126,109,106,85,33,13,0,821,105,101,206,248,167,135,58,25,1039,1546,2414,2520,2293,1633,1021,448,116,11993,26,59,79,79,53,46,27,10,381,298,353,397,364,244,245,257,184,2339,2804,6597,8195,6116,3705,2256,1064,408,31144
POA6066,82,59,66,35,12,0,356,12,30,33,34,36,19,3,0,177,162,395,372,283,230,130,50,12,1635,78,224,250,233,272,119,40,9,1218,323,574,487,522,597,237,89,18,2842,99,43,43,30,27,12,3,0,256,32,35,34,74,95,31,13,0,309,454,651,563,626,721,281,102,21,3408,6,11,23,18,26,25,3,3,120,103,131,110,101,108,81,60,17,711,827,1550,1429,1354,1449,695,274,54,7633
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,5,0,9,5,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,7,7,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,11,16,7,9,0,0,0,38
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6069,350,220,116,56,17,9,989,15,123,185,118,74,39,16,0,571,222,1024,1247,804,389,191,67,12,3952,188,715,1059,791,468,211,121,16,3567,902,1898,1734,1336,902,496,188,40,7493,278,156,110,78,38,23,7,3,689,60,100,152,153,91,58,23,5,656,1244,2153,1995,1571,1031,582,217,50,8843,25,30,64,50,34,20,19,12,257,247,340,349,271,171,153,129,69,1725,1962,4598,5250,3820,2287,1246,592,167,19906
POA6070,44,72,55,28,19,0,238,0,19,33,42,22,14,10,0,139,26,76,182,159,113,94,57,10,707,10,22,43,68,73,68,39,15,330,34,42,68,78,80,68,21,5,398,14,3,5,3,5,3,3,0,32,0,0,6,12,12,16,3,5,54,46,47,79,91,93,88,29,7,486,0,5,3,9,8,8,4,0,27,12,12,20,12,19,17,17,9,111,86,192,400,445,394,317,170,35,2042
POA6071,25,52,46,31,8,0,178,0,13,20,27,18,18,6,0,103,22,63,107,121,93,75,24,3,514,10,34,49,68,71,58,35,0,325,41,63,80,110,106,63,40,5,500,16,4,0,0,8,4,0,0,40,4,0,0,16,15,13,7,0,53,56,72,88,125,130,78,41,8,593,0,0,3,4,0,5,5,0,19,25,11,15,20,18,20,19,7,130,117,203,306,414,375,281,135,22,1854
POA6072,3,6,5,0,0,0,25,0,0,7,0,0,6,0,0,20,4,7,16,22,25,12,3,0,82,9,6,6,17,19,13,3,4,71,14,27,34,33,34,22,7,3,172,0,4,0,4,0,0,0,0,13,0,0,0,0,3,3,0,0,13,17,29,34,33,38,29,7,3,200,0,0,0,0,0,0,0,0,0,6,7,4,11,5,3,3,4,34,36,54,74,87,96,69,19,10,438
POA6073,26,16,18,20,6,0,92,0,6,17,8,24,9,3,0,66,14,43,61,95,55,72,33,5,377,4,9,41,57,66,66,26,16,288,48,88,71,87,89,70,41,12,509,11,0,6,10,0,3,4,0,37,0,3,9,11,18,7,12,0,68,63,91,86,110,110,87,53,14,614,0,0,0,6,0,9,7,3,19,14,14,9,21,16,23,23,20,148,95,171,244,316,296,274,155,56,1604
POA6074,5,5,7,4,0,0,35,0,0,0,5,5,3,0,0,15,4,11,11,19,24,13,7,0,87,0,3,16,17,20,8,3,0,71,15,28,31,42,26,42,14,4,198,8,0,5,0,0,0,0,0,15,0,4,4,0,0,4,4,0,17,21,34,38,45,28,44,20,4,228,0,0,0,0,0,0,0,0,8,3,5,11,4,10,3,0,0,32,25,60,82,97,90,84,34,6,475
POA6076,180,232,143,132,69,11,843,5,50,121,146,119,85,37,0,566,177,359,657,729,492,506,222,69,3210,61,149,309,421,425,380,249,63,2062,271,417,530,635,597,436,259,66,3210,123,28,34,30,25,27,9,3,271,9,12,28,77,82,79,43,20,354,406,459,591,743,705,541,312,88,3836,3,12,14,21,28,42,36,14,166,69,43,83,102,123,171,199,154,949,728,1139,1946,2395,2042,1866,1130,402,11645
POA6077,3,5,11,5,0,0,30,0,3,4,0,0,6,0,0,20,16,21,25,23,37,20,11,0,149,0,8,13,16,20,24,14,0,105,33,21,27,47,74,62,25,10,282,15,6,0,0,4,6,0,0,27,5,3,3,0,3,12,5,0,30,50,28,27,52,77,74,28,10,343,0,3,0,4,0,0,0,0,7,7,0,10,11,9,12,26,4,80,78,66,86,106,167,145,76,17,734
POA6078,9,7,7,3,0,0,19,0,0,3,4,6,0,0,0,13,4,17,4,15,17,15,10,0,88,0,4,12,10,9,13,4,0,53,24,23,26,31,38,28,3,0,169,3,0,0,0,0,0,0,0,12,3,0,3,0,3,0,0,0,13,30,23,35,31,41,32,5,0,199,0,0,0,0,0,0,0,0,10,6,0,12,13,10,3,0,0,45,48,46,72,70,90,70,25,0,419
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13
POA6081,23,26,38,15,7,0,119,0,5,21,22,26,4,6,0,98,25,91,136,157,88,74,21,0,586,17,50,66,90,95,75,25,5,418,78,146,154,191,185,106,24,16,898,24,8,9,9,3,0,0,0,49,0,3,15,16,21,19,4,0,83,99,155,174,216,212,123,33,14,1029,0,0,3,6,7,14,8,0,35,12,15,28,24,33,17,20,3,149,153,333,452,543,500,316,113,24,2441
POA6082,21,7,15,3,5,0,65,0,7,7,18,10,10,5,0,64,12,51,63,62,49,46,14,0,290,11,30,51,61,61,35,13,4,265,44,128,144,126,118,54,26,0,636,20,10,8,9,6,7,0,0,52,4,11,11,17,17,8,9,0,68,62,143,155,148,139,65,31,7,750,0,3,0,0,0,3,0,0,13,28,24,36,15,23,27,19,3,169,124,259,325,327,293,191,87,15,1619
POA6083,16,26,25,16,5,4,94,0,8,6,26,12,9,0,5,64,15,33,72,89,51,47,18,5,337,13,30,41,78,75,46,14,4,303,50,66,95,180,157,74,23,3,650,10,4,7,6,6,4,4,0,46,4,0,8,13,16,10,6,0,61,66,74,110,208,184,86,30,3,760,0,0,3,5,3,6,3,4,19,21,5,20,44,41,30,25,5,189,125,154,272,469,395,229,99,17,1765
POA6084,18,27,26,11,8,0,104,0,20,21,20,25,4,0,0,89,66,114,126,142,94,48,13,3,613,37,76,114,150,135,61,22,3,591,157,336,340,400,320,187,64,9,1813,72,17,19,6,20,7,0,0,150,11,12,25,29,29,17,7,3,119,241,364,383,433,370,209,70,15,2091,0,4,4,12,8,10,7,0,47,105,68,61,109,104,65,43,8,560,450,654,728,889,763,409,162,31,4089
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,9,4,3,0,0,0,0,16
POA6100,472,209,134,71,22,0,1447,15,89,105,82,77,51,12,0,437,272,1244,924,463,322,191,40,10,3468,152,313,271,235,240,161,47,5,1428,253,408,314,261,276,159,56,16,1739,84,34,19,24,24,5,0,0,196,12,18,31,36,44,26,9,0,178,352,465,361,325,337,190,65,18,2112,9,34,20,19,11,16,7,3,119,148,258,246,221,169,103,60,25,1239,973,2922,2401,1559,1297,790,249,64,10257
POA6101,414,223,114,55,9,0,1282,11,140,130,103,75,31,11,0,496,267,1354,969,548,276,171,50,18,3643,141,308,299,247,180,108,33,9,1321,236,463,352,289,251,176,58,17,1847,86,32,25,17,13,9,4,0,196,16,20,37,58,36,32,14,10,217,341,521,411,363,304,218,79,26,2265,9,20,25,18,24,16,5,0,114,143,253,175,133,124,119,84,36,1066,925,3037,2418,1630,1092,719,278,85,10191
POA6102,293,98,71,38,17,3,1121,19,76,63,42,30,16,4,0,243,354,1061,507,229,136,95,62,20,2464,221,315,196,112,103,74,45,35,1099,275,300,192,182,132,90,73,34,1278,127,27,18,6,8,0,12,0,197,8,22,12,28,19,22,12,12,125,417,343,219,215,165,110,90,42,1602,28,39,10,12,6,13,14,6,128,213,284,127,100,72,122,271,387,1566,1283,2693,1412,804,585,465,496,483,8230
POA6103,223,81,36,15,12,0,674,18,74,57,33,32,17,0,0,232,178,936,492,230,132,78,24,10,2076,97,343,225,125,157,84,17,9,1058,182,408,247,203,175,101,51,8,1377,63,31,15,8,6,4,0,0,133,8,21,22,22,41,17,10,7,155,246,460,287,242,230,121,61,15,1664,10,20,12,10,16,5,4,3,78,76,176,167,112,72,58,42,13,725,635,2301,1462,835,668,381,160,52,6500
POA6104,205,116,67,38,10,0,661,8,55,65,61,32,22,7,0,247,132,677,541,311,203,113,40,18,2027,84,270,281,236,208,108,28,6,1231,249,492,368,350,325,210,79,33,2111,81,43,28,16,25,20,5,0,213,11,21,52,35,37,28,11,3,195,351,556,438,400,384,254,91,39,2518,11,27,21,18,17,15,20,10,144,157,276,210,193,160,104,122,121,1344,749,2073,1770,1335,1073,657,322,202,8177
POA6105,281,95,26,32,9,0,715,3,61,60,44,36,13,0,0,225,148,778,609,311,154,102,31,14,2155,118,334,286,238,141,86,48,13,1264,251,474,417,315,282,194,102,39,2074,99,40,27,26,17,9,8,0,221,13,36,27,47,40,31,10,0,206,370,550,474,381,338,235,117,38,2505,7,29,28,20,13,11,15,6,124,162,242,175,130,123,96,79,29,1036,826,2253,1904,1216,837,573,296,97,8012
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,0,0,0,11
POA6107,938,336,154,76,31,5,2990,24,203,190,108,85,53,14,0,683,606,2745,2234,933,530,276,89,21,7435,484,1127,973,553,377,229,86,18,3850,792,1238,1093,897,742,447,209,64,5477,223,110,75,47,38,27,7,0,534,45,93,105,116,94,61,33,14,556,1061,1439,1274,1061,873,532,253,76,6575,32,84,69,49,37,29,14,0,312,465,734,526,316,286,178,159,72,2737,2758,7712,6199,3364,2336,1379,644,189,24576
POA6108,258,132,80,35,20,6,722,10,52,76,62,47,34,10,0,288,144,664,709,432,277,179,68,7,2486,120,304,383,403,287,197,78,16,1793,392,565,638,612,572,419,207,38,3444,130,54,47,37,22,27,5,0,314,28,31,47,71,74,75,28,6,368,546,653,727,729,663,518,242,44,4128,6,25,26,29,24,24,21,3,164,142,181,201,138,137,140,103,32,1072,973,2062,2385,1922,1522,1136,544,118,10653
POA6109,149,40,19,17,3,0,346,4,20,24,15,12,13,6,0,101,66,293,348,182,102,65,27,5,1085,60,181,200,142,97,70,42,5,786,231,389,390,298,275,149,88,13,1832,104,54,36,17,14,13,0,0,231,14,20,30,39,21,26,9,7,170,348,464,456,349,305,188,102,22,2230,0,16,30,20,7,15,0,4,97,114,163,166,143,109,99,62,45,898,594,1263,1371,892,648,459,244,85,5548
POA6110,543,279,118,53,12,0,1304,14,88,142,103,68,40,15,0,480,310,1075,1411,743,377,240,84,22,4257,204,614,775,622,438,232,103,30,3010,797,1280,1376,1139,885,629,266,57,6430,287,113,107,74,45,29,5,0,664,50,84,113,128,92,51,48,7,573,1129,1473,1593,1338,1032,708,321,72,7661,13,36,57,59,44,34,10,3,256,252,400,378,327,259,259,279,261,2414,1932,3964,4887,3467,2336,1561,824,398,19378
POA6111,153,140,80,56,27,4,523,5,59,93,70,73,48,12,3,360,95,406,462,451,318,244,90,19,2089,79,264,322,317,349,252,88,15,1685,450,784,807,687,707,512,185,44,4170,167,69,44,37,28,26,6,0,380,29,39,62,65,68,69,39,6,372,641,891,914,786,805,600,234,47,4921,13,9,26,24,23,32,20,3,143,183,186,200,203,189,167,145,90,1368,1019,1887,2162,1994,1836,1404,613,181,11091
POA6112,1191,386,178,83,19,3,2470,16,219,308,174,102,44,21,0,889,353,2253,2973,1150,537,295,106,22,7688,286,1180,1618,940,648,322,131,31,5152,1128,2668,2309,1635,1296,770,283,52,10145,411,248,141,93,72,24,21,4,1010,84,115,180,177,142,111,28,7,834,1620,3031,2629,1906,1504,903,334,56,11990,31,62,99,52,60,36,31,9,375,476,663,644,427,366,353,290,141,3364,2813,8010,9468,5033,3391,2038,919,264,31938
POA6121,11,7,7,6,0,0,44,0,5,6,12,5,4,0,0,37,14,54,61,68,43,10,5,0,244,18,17,45,63,45,28,11,0,230,79,77,97,108,134,71,20,5,596,16,6,5,4,8,0,0,0,38,8,4,10,19,14,7,0,0,65,110,81,118,136,155,84,22,5,701,0,0,3,6,8,3,0,0,23,15,10,24,23,15,17,7,4,109,159,179,262,317,285,148,45,10,1399
POA6122,143,66,48,16,4,0,346,3,70,77,58,32,15,3,4,263,78,467,496,223,125,86,23,0,1495,77,405,451,311,206,90,36,3,1584,433,1260,949,597,416,245,69,10,3980,124,63,52,33,23,8,6,0,307,34,53,47,72,48,29,10,3,295,594,1371,1055,702,488,275,80,19,4592,17,13,33,16,11,15,5,0,102,90,154,142,88,74,48,50,22,664,862,2533,2397,1464,982,547,200,48,9037
POA6123,3,5,4,5,0,0,18,0,10,0,0,3,0,0,0,16,5,46,27,19,16,11,0,0,129,7,42,39,23,18,13,0,0,139,75,141,78,65,54,26,5,4,443,16,11,5,4,4,0,0,0,39,0,9,8,3,12,4,0,0,29,92,157,85,78,65,27,9,4,517,0,3,0,0,4,4,0,0,11,8,26,17,23,18,12,5,5,114,116,283,178,144,130,68,17,10,945
POA6124,0,8,3,3,0,0,19,0,3,6,7,4,0,4,0,23,11,17,25,21,26,8,3,0,112,0,4,23,25,23,14,11,0,98,11,45,38,46,47,16,7,0,212,3,0,3,0,0,0,0,0,12,5,0,3,10,3,0,0,0,26,20,45,43,51,54,22,9,0,246,0,0,0,0,0,0,0,4,8,12,5,14,23,12,3,4,0,69,37,78,111,135,117,48,33,6,566
POA6125,15,12,8,8,0,0,48,0,9,6,8,12,0,3,0,37,14,41,59,72,50,29,15,0,267,13,26,22,53,52,28,11,4,205,66,102,128,152,102,67,28,3,648,15,5,6,4,9,5,0,0,36,0,4,9,12,15,9,9,3,48,83,108,144,165,117,75,33,4,726,0,3,0,9,7,6,0,0,28,31,20,20,38,31,37,21,6,215,135,213,266,356,273,179,81,21,1528
POA6126,0,0,5,0,0,0,10,0,0,4,0,0,0,0,0,4,0,5,7,4,5,4,3,0,27,0,4,4,3,11,10,3,0,31,8,9,8,9,10,10,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,8,9,8,11,14,10,0,0,51,0,0,0,0,0,0,4,0,7,6,0,7,3,7,7,0,0,24,9,13,28,21,34,29,9,0,149
POA6147,234,106,73,56,3,0,671,12,64,50,41,27,13,10,0,217,131,612,562,309,200,143,72,9,2034,67,219,262,187,194,141,60,13,1144,191,341,386,318,301,241,90,25,1893,77,36,9,18,20,12,0,3,179,14,25,38,37,40,46,21,4,211,288,405,430,368,364,295,113,31,2279,0,25,20,19,12,21,13,0,115,117,116,133,107,62,78,54,18,693,626,1624,1687,1147,933,742,324,67,7151
POA6148,483,383,252,109,46,7,1508,10,53,119,119,82,54,26,0,466,295,625,940,806,463,371,178,37,3720,82,142,285,258,263,236,143,43,1457,205,240,283,338,291,266,142,60,1822,66,25,13,17,18,18,12,0,171,14,15,25,33,55,50,34,15,240,280,280,318,390,359,331,187,74,2231,0,12,14,22,13,25,30,8,129,55,65,82,59,81,95,131,106,682,750,1373,2248,2043,1512,1231,740,285,10189
POA6149,380,320,226,168,47,3,1381,5,54,133,137,120,90,13,0,560,235,681,973,684,527,475,141,29,3752,50,128,244,306,304,372,147,49,1596,165,214,310,302,321,278,135,35,1758,75,24,13,10,20,23,3,5,170,17,6,20,40,80,81,25,8,285,254,243,349,357,423,373,164,48,2211,5,8,19,36,21,36,28,6,153,41,42,60,45,70,113,100,88,557,608,1372,2156,1885,1690,1628,646,219,10208
POA6150,234,221,177,126,40,9,1032,0,47,74,84,83,57,18,9,370,231,521,641,548,401,373,168,48,2921,71,79,133,186,232,217,138,62,1115,161,132,123,165,164,161,90,31,1033,79,10,5,12,9,14,4,0,124,18,4,17,28,48,48,28,13,202,254,152,144,208,221,217,122,46,1358,11,11,11,6,22,15,27,5,110,118,135,123,135,139,213,225,217,1311,717,1132,1354,1394,1283,1222,728,390,8220
POA6151,442,344,245,186,66,14,1745,14,91,120,130,121,83,19,0,582,343,994,881,784,588,413,154,31,4179,83,165,199,264,291,250,107,31,1394,173,246,196,214,234,175,67,23,1323,46,32,11,14,17,16,0,0,128,9,20,21,25,49,56,35,8,222,234,293,235,251,297,249,95,29,1672,16,10,14,22,20,29,25,7,136,94,143,113,106,107,119,111,64,863,819,2103,2003,1897,1676,1323,577,183,10574
POA6152,587,394,323,199,61,9,2242,20,170,179,159,154,112,36,9,845,541,1657,1331,959,742,521,208,63,6025,155,287,333,331,350,337,182,56,2032,330,438,345,299,323,241,106,51,2135,103,28,24,16,16,16,17,0,217,14,32,31,53,63,61,39,18,316,448,495,397,365,400,318,165,67,2662,15,22,25,26,33,34,25,13,198,152,198,159,127,151,189,258,351,1580,1383,3447,3017,2369,2158,1709,930,572,15581
POA6153,540,473,320,225,82,15,2000,6,95,130,157,160,103,45,8,709,376,985,1246,970,720,594,249,74,5220,69,135,260,300,363,343,148,59,1673,171,214,205,273,283,210,114,33,1510,58,11,22,11,14,22,8,4,163,15,12,27,51,56,64,34,15,273,250,240,263,336,357,300,160,46,1946,10,13,21,21,27,39,29,8,174,86,93,113,100,131,111,67,35,732,819,1884,2575,2360,2065,1714,785,253,12449
POA6154,217,183,103,73,25,5,729,3,43,80,84,69,35,18,9,348,149,385,550,483,321,187,113,53,2238,44,63,139,181,145,148,83,43,861,108,116,187,171,179,106,73,43,986,39,11,7,8,7,7,0,7,85,6,16,18,30,29,28,23,16,167,149,137,211,216,218,135,95,66,1241,5,6,11,5,20,11,14,10,84,15,48,34,31,27,67,90,97,402,367,794,1249,1190,904,655,450,287,5894
POA6155,1413,883,449,208,55,6,3704,17,140,276,301,185,101,29,0,1056,750,1861,2824,2031,1129,639,182,36,9450,216,525,849,960,738,523,188,34,4031,608,716,944,1054,900,626,236,56,5140,247,48,50,71,56,33,9,0,516,61,53,100,139,120,100,45,11,636,917,824,1093,1261,1081,759,297,71,6296,30,45,73,69,65,70,37,11,391,288,210,259,236,158,153,113,53,1489,2278,4243,6786,5745,3803,2454,890,215,26410
POA6156,262,238,159,100,54,10,1012,4,81,118,148,114,63,22,0,548,192,749,816,726,451,258,127,49,3370,65,172,256,361,260,172,112,46,1438,223,290,309,400,335,187,109,50,1911,75,23,28,26,22,7,12,0,202,14,15,27,68,82,42,32,15,298,316,329,371,500,432,243,149,67,2416,3,9,15,27,18,20,26,10,127,79,97,107,120,96,83,114,115,803,673,1616,1940,2121,1526,927,596,304,9705
POA6157,232,186,148,91,36,11,849,5,98,107,117,85,67,17,6,501,171,719,689,567,355,239,107,34,2881,49,151,224,266,237,181,85,23,1220,160,269,260,264,274,211,114,43,1594,45,9,19,25,16,17,5,0,141,4,17,32,42,33,41,22,11,204,211,295,316,333,324,269,131,54,1935,6,6,15,15,13,22,21,12,112,47,67,65,89,61,92,82,64,567,497,1481,1648,1580,1237,955,485,199,8077
POA6158,130,160,127,99,28,0,626,4,25,66,76,84,44,12,0,322,90,290,358,412,304,199,88,16,1754,13,59,83,143,132,101,49,9,588,56,96,94,109,113,71,37,14,598,31,0,4,0,4,6,11,0,64,7,3,5,29,34,24,12,5,125,102,107,109,143,156,101,53,20,782,0,7,4,8,6,3,4,5,37,17,40,52,48,45,56,73,108,435,231,599,799,989,858,605,307,165,4544
POA6159,99,64,86,67,20,6,421,0,12,36,19,37,17,9,0,136,57,215,175,161,168,129,71,4,980,13,25,41,56,63,64,49,5,315,15,53,40,39,64,41,17,9,282,7,4,0,0,5,0,0,0,21,7,8,6,11,14,7,4,0,49,28,56,47,53,80,54,23,9,352,3,5,3,6,9,5,7,0,34,16,22,35,24,27,44,42,64,274,123,412,438,379,470,382,213,84,2510
POA6160,209,209,163,125,54,10,985,0,64,44,67,81,51,10,0,327,144,594,415,331,285,224,74,9,2084,40,128,120,136,156,142,50,4,781,95,202,171,141,155,89,36,9,901,31,19,15,12,11,3,4,0,95,16,16,11,16,21,22,6,3,115,143,234,201,176,193,118,49,13,1117,6,9,13,9,16,10,11,0,73,134,204,177,201,168,121,78,46,1128,467,1444,1178,1135,1055,789,334,90,6496
POA6161,4,3,10,4,6,0,33,0,5,0,0,7,3,0,0,11,0,22,9,3,20,18,9,4,85,5,11,3,3,7,3,4,0,38,11,12,11,5,6,3,4,0,56,3,0,0,4,0,0,0,0,8,3,0,0,0,0,0,0,0,8,13,12,13,11,9,6,4,0,69,0,0,0,0,0,5,0,0,5,4,12,10,0,8,8,4,0,52,24,62,40,25,58,52,23,4,300
POA6162,261,220,208,128,34,5,1011,4,47,86,107,95,60,18,0,411,136,524,534,486,382,270,74,17,2426,32,112,162,224,222,150,48,8,951,110,198,218,223,207,152,53,14,1173,47,8,7,16,14,10,7,0,107,8,15,25,20,39,31,18,7,165,164,226,247,257,259,190,77,23,1437,4,9,13,8,19,19,3,0,77,54,90,89,82,82,80,44,27,545,396,1149,1384,1381,1258,896,306,85,6859
POA6163,705,502,362,212,30,12,2449,14,294,294,250,245,120,27,9,1249,553,2272,1970,1429,985,536,196,39,7968,218,666,832,871,816,551,219,53,4224,782,1575,1329,1264,1314,889,386,116,7662,260,109,99,74,70,45,25,9,686,61,81,116,164,201,161,75,15,869,1100,1766,1542,1507,1580,1092,483,138,9209,25,47,84,52,74,72,44,13,423,271,440,413,372,353,413,392,356,3013,2225,6075,5834,4977,4415,2999,1392,613,28530
