POA_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,5,4,0,0,0,18
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,3,11,0,8,4,6,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,8,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,3,0,16,3,12,7,18,10,5,4,0,56
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,8,0,3,0,0,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,6,5,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,11,5,5,3,9,10,15,4,0,50
POA6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,13,0,0,0,4,4,0,0,0,13,12,9,3,4,6,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,12,8,4,5,9,0,0,42,0,0,0,0,0,0,0,0,0,6,0,6,13,13,12,3,0,57,15,11,15,26,24,23,3,0,128
POA6501,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,8,18,4,4,7,4,0,51,3,0,10,17,8,11,5,0,63,12,31,30,39,27,10,10,0,164,5,0,0,0,0,0,0,0,7,0,0,0,6,0,5,0,0,17,20,35,30,40,32,17,10,0,186,0,0,0,0,0,0,0,0,0,8,14,11,7,16,13,4,0,74,32,64,69,87,70,43,19,5,389
POA6502,6,0,6,0,0,0,15,0,3,3,0,3,4,0,0,19,0,8,12,13,15,10,4,0,70,0,4,15,18,16,25,8,0,89,13,22,37,33,45,26,13,0,193,6,3,3,3,3,4,0,0,21,0,0,0,4,3,6,5,0,15,18,30,36,39,48,30,16,0,222,0,0,0,0,0,0,0,0,0,11,8,14,15,22,24,20,4,118,32,57,86,89,120,98,50,6,538
POA6503,6,0,14,3,0,0,26,0,8,7,3,3,3,0,0,23,6,41,46,29,23,8,12,0,163,4,29,25,26,43,24,15,0,160,20,59,59,70,64,47,23,3,336,14,6,4,0,3,3,0,0,31,4,0,5,9,12,11,3,0,39,37,67,65,78,71,59,27,3,405,0,7,0,0,0,3,3,0,12,14,38,22,25,31,42,30,4,207,63,178,166,161,187,147,88,10,1002
POA6504,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,0,8,9,0,4,0,33,0,4,0,0,6,7,0,0,13,0,4,4,4,4,0,4,0,30,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,4,9,11,3,4,0,35,0,0,0,0,0,0,0,0,0,9,4,4,9,15,13,10,0,55,12,18,17,22,34,18,20,0,139
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,4,6,0,6,0,0,0,11,0,3,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,3,0,16,4,16,9,5,10,7,3,0,51
POA6506,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,7,5,5,7,0,0,26
POA6507,0,3,4,0,0,0,15,0,0,0,0,6,0,0,0,8,3,14,16,13,3,6,0,0,62,0,0,4,16,9,0,0,0,40,12,16,20,21,17,3,5,0,98,4,0,0,0,0,0,0,0,11,0,0,0,0,4,4,0,0,10,15,27,22,21,23,12,5,0,114,0,0,0,0,0,0,0,0,4,27,58,44,37,37,10,4,3,220,48,99,84,93,82,31,10,4,462
POA6509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,0,0,20,0,6,0,3,0,0,0,0,14,3,5,3,9,11,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,5,3,5,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,6,0,43,7,12,15,22,21,21,12,0,106
POA6510,9,0,6,0,0,0,21,0,5,0,0,4,3,0,0,22,5,21,33,20,20,16,4,3,118,0,5,9,14,21,8,10,0,77,28,58,42,45,56,47,5,0,283,12,5,0,4,4,4,0,0,27,0,8,0,9,0,9,4,0,24,43,65,44,54,61,51,6,0,330,0,0,3,0,0,0,0,0,7,37,38,34,42,49,41,24,9,274,88,143,135,138,156,125,45,19,854
POA6511,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,4,9,6,3,17,4,0,44,0,11,3,10,8,14,4,0,49,5,17,12,16,16,14,0,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,22,12,21,19,18,3,5,97,0,0,0,0,0,0,0,0,0,6,0,3,3,9,14,7,0,43,10,37,26,42,50,66,17,5,260
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,5,10,8,12,0,0,36
POA6513,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,6,4,5,5,0,18,0,0,0,0,0,0,0,0,7,0,3,3,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,13,3,8,13,20,12,5,5,0,68
POA6514,0,0,0,6,0,0,6,0,0,0,0,0,5,0,0,7,0,3,0,0,7,3,6,0,27,0,0,0,3,5,16,5,0,39,3,15,7,16,40,31,14,0,131,0,0,0,0,3,0,0,0,9,0,4,0,0,3,10,0,0,21,7,15,13,17,44,42,16,0,153,0,0,4,0,0,0,0,0,5,6,4,0,7,17,18,7,6,62,12,28,17,41,74,81,37,7,299
POA6515,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,5,9,4,5,0,0,0,23,0,0,3,9,3,3,0,0,18,0,9,5,5,9,5,7,0,33,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,7,11,5,5,7,7,0,45,0,0,0,0,0,0,0,0,4,3,7,7,11,17,7,7,0,58,9,27,29,20,31,27,4,0,149
POA6516,3,3,0,5,0,0,23,0,0,10,8,3,5,0,0,26,7,33,21,16,34,19,4,0,135,3,15,21,28,38,37,11,0,151,14,62,53,60,84,77,26,4,375,6,7,0,0,5,3,0,0,24,0,0,9,3,7,6,10,4,37,18,71,59,71,98,92,30,6,435,0,0,0,0,0,3,3,0,10,15,12,25,28,21,52,24,10,182,41,139,137,154,193,214,69,18,972
POA6517,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,3,9,5,0,0,26,0,0,7,3,7,9,3,0,25,12,11,17,7,3,18,0,0,68,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,15,12,24,6,10,20,7,0,82,0,0,0,0,0,0,0,0,3,7,3,21,14,7,10,9,0,72,23,27,56,25,28,39,19,0,217
POA6518,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,6,0,5,3,3,4,0,0,0,19,0,3,3,0,3,0,0,0,14,0,3,8,11,10,3,0,0,43,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,7,5,11,15,8,0,0,44,0,0,0,0,0,0,0,0,4,6,3,7,4,12,0,6,5,37,11,15,20,18,39,14,12,5,131
POA6519,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,5,12,7,4,0,0,0,37,0,0,18,3,10,7,4,0,44,3,10,20,17,6,13,4,0,79,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,7,4,12,17,19,15,16,4,0,94,0,0,0,0,0,0,0,0,4,5,19,22,12,17,13,13,0,101,15,42,72,52,50,42,20,0,292
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,12,3,0,3,0,39,4,6,3,4,12,10,0,0,36,9,16,8,13,10,6,0,0,56,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,11,18,10,13,13,7,0,0,60,0,0,0,0,0,0,0,0,3,6,10,4,4,0,12,8,0,41,17,34,27,24,35,33,14,0,189
POA6522,0,0,0,3,0,0,7,0,0,0,0,4,0,0,0,4,0,8,17,12,10,8,0,0,57,0,0,0,0,5,4,0,0,22,4,11,14,8,9,12,0,0,71,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,14,8,11,20,12,14,13,0,0,80,0,0,0,0,0,0,0,0,0,0,3,6,14,32,32,19,5,115,12,27,50,42,61,57,23,5,284
POA6525,3,5,12,11,5,0,43,0,6,13,4,8,8,3,0,47,10,30,57,57,41,32,15,5,252,9,13,23,55,50,67,23,8,238,44,57,104,119,137,127,45,0,636,10,6,12,10,6,13,5,0,61,4,0,4,9,9,8,4,0,39,60,67,116,142,157,142,56,11,743,0,6,3,4,3,5,3,0,29,41,53,63,56,91,107,73,13,490,116,183,277,314,364,374,178,33,1826
POA6528,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,3,4,11,0,0,0,25,6,6,0,6,0,0,0,0,13,4,10,9,13,9,13,3,0,57,0,3,0,3,0,0,4,0,7,0,0,0,0,3,4,0,0,6,6,13,7,18,11,15,4,0,75,0,0,0,0,0,0,0,0,0,3,6,3,3,9,9,0,0,33,7,30,18,34,33,22,10,4,155
POA6530,143,116,89,53,5,7,504,9,79,113,104,79,51,14,4,456,124,514,593,511,321,227,76,17,2386,108,293,404,425,439,286,104,26,2087,570,1134,1026,1070,956,613,241,59,5665,255,138,101,72,67,34,11,4,675,27,39,65,93,85,67,33,6,428,852,1311,1190,1236,1105,715,282,71,6766,10,21,10,30,34,23,23,12,162,407,446,496,424,407,365,343,223,3108,1520,2755,2956,2846,2473,1715,836,352,15464
POA6532,24,22,14,13,5,0,90,0,19,12,31,27,11,0,0,101,17,123,115,142,74,43,17,0,536,8,71,90,108,101,76,19,0,465,95,275,252,267,219,103,31,10,1253,31,29,11,18,11,10,0,0,114,7,15,19,28,24,17,10,0,120,134,313,292,312,262,129,42,10,1489,0,10,7,13,3,13,4,3,47,70,52,92,112,92,85,26,8,532,235,599,630,726,570,369,106,19,3262
POA6535,6,4,8,0,0,0,19,0,4,5,7,3,7,0,0,23,0,18,21,25,26,19,10,0,117,0,7,10,18,21,20,5,4,90,5,34,33,39,63,58,15,3,251,4,3,0,0,6,0,0,0,14,0,0,3,3,3,12,0,3,16,10,34,35,44,71,68,17,6,283,0,0,0,0,3,0,4,0,6,20,21,23,32,44,60,22,4,218,33,78,102,124,171,172,55,17,756
POA6536,7,9,8,12,0,0,56,0,0,3,5,7,4,0,0,26,4,34,36,28,43,55,20,4,218,0,5,20,28,39,49,12,0,156,29,43,54,66,97,124,32,4,446,5,0,10,5,8,4,3,0,26,0,0,0,4,8,11,5,0,39,36,41,59,72,112,142,43,4,516,0,0,0,0,3,10,0,0,18,28,24,39,41,91,92,37,9,351,67,117,171,187,305,367,112,18,1336
POA6537,19,9,17,15,0,0,84,0,6,7,5,10,12,0,0,36,12,77,50,35,55,44,9,0,281,3,43,29,35,50,57,14,0,233,26,65,70,55,106,115,30,0,460,8,4,5,3,10,3,3,0,31,0,3,0,6,9,9,5,0,36,31,75,72,65,124,126,37,0,527,0,0,0,0,0,4,6,0,17,25,40,54,59,102,123,48,9,457,76,262,226,205,365,373,117,6,1633
POA6556,12,8,5,9,0,0,36,0,0,3,11,8,4,0,0,28,3,18,19,33,32,16,10,3,141,4,16,23,44,31,17,3,4,143,29,79,78,78,95,48,8,0,420,10,3,4,3,4,0,0,0,21,0,0,7,4,10,5,0,0,32,39,84,95,88,105,56,11,6,480,0,0,0,4,5,3,0,0,17,14,13,16,12,16,19,8,6,99,64,127,169,200,207,120,32,9,940
POA6558,3,3,4,0,0,0,17,0,0,0,6,5,0,0,0,13,4,30,35,37,20,8,6,0,142,4,4,5,8,14,10,0,0,51,26,56,61,49,48,24,7,0,263,0,6,0,0,0,0,0,0,9,0,0,0,3,0,5,0,0,16,23,62,60,53,53,31,7,0,293,4,5,4,0,5,4,0,0,29,8,0,4,14,10,6,6,3,53,51,108,115,123,112,58,16,3,586
POA6560,0,0,8,0,0,0,9,0,3,0,4,5,0,0,0,11,0,12,12,9,12,3,5,0,53,0,8,15,16,12,10,8,0,67,17,34,34,44,42,35,19,0,224,7,10,3,7,5,0,0,0,34,0,0,0,0,8,3,0,0,17,30,44,38,59,54,40,17,0,277,0,0,0,3,0,0,5,0,3,15,11,15,24,17,30,13,3,128,42,78,80,112,106,88,47,9,546
POA6562,3,3,5,0,0,0,8,0,0,0,5,0,5,0,0,13,0,14,15,18,9,14,3,0,68,0,6,20,23,17,16,0,0,91,7,40,45,53,48,42,9,0,242,9,0,6,3,4,0,0,0,20,0,4,3,4,6,5,0,0,19,17,47,52,56,50,48,11,0,287,0,0,0,0,0,0,0,0,10,18,12,37,15,12,37,11,0,134,44,87,117,125,90,122,29,6,617
POA6564,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,12,0,0,0,5,5,0,3,0,21,3,18,15,8,15,13,3,5,77,7,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,6,9,20,15,9,17,17,3,5,90,0,0,0,0,0,0,0,0,0,3,0,3,6,9,5,0,0,31,16,26,24,22,34,34,5,5,159
POA6566,4,3,21,9,8,0,63,0,5,14,5,15,12,0,0,55,4,30,31,30,60,42,19,0,221,0,11,31,48,72,65,21,4,245,33,67,84,94,138,118,30,0,560,19,8,0,0,6,13,0,0,48,0,3,0,10,15,16,3,0,54,50,71,86,106,156,153,34,0,660,0,0,0,4,3,0,3,3,23,25,39,37,63,98,68,49,14,393,83,168,204,263,417,357,139,23,1654
POA6567,4,0,0,0,0,0,12,0,0,0,0,3,0,0,0,3,0,4,0,4,11,9,3,0,27,0,0,3,5,5,12,4,0,35,5,6,8,18,29,15,5,0,83,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,6,10,19,28,18,9,0,97,0,0,0,0,3,0,0,0,3,3,0,8,10,20,13,6,0,67,7,11,20,39,71,47,28,0,235
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,11,0,0,3,0,5,3,0,0,17,3,0,3,3,3,4,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,3,8,8,4,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,14,4,10,7,11,15,17,4,0,70
POA6569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,3,0,0,0,9,0,3,0,0,0,7,0,0,7,0,8,9,6,4,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,9,8,3,3,3,0,40,0,0,0,0,0,0,0,0,0,0,5,4,6,4,3,4,3,27,7,18,17,26,13,8,10,5,96
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,11,8,4,4,0,0,32
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,6,6,0,0,0,0,15
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,4,7,3,3,0,0,34
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,16,0,0,0,4,0,0,0,0,5,0,5,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,5,0,14,4,7,4,13,3,8,4,0,47
POA6603,4,0,0,3,0,0,12,0,0,0,5,4,0,0,0,8,0,13,20,14,12,3,0,0,68,0,9,4,4,14,23,3,0,56,16,38,48,27,38,19,4,0,195,7,9,3,0,3,0,0,0,23,0,0,0,4,3,4,0,0,15,22,52,56,33,35,29,10,0,232,0,0,4,0,0,3,0,0,11,11,8,15,18,13,15,12,3,89,38,83,97,71,82,74,26,5,483
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,7,0,8,6,0,0,0,19
POA6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,3,0,0,10,0,5,4,4,3,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,13,3,7,0,3,47
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,7,0,3,6,0,0,0,16,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,7,3,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,4,3,14,3,0,0,32,3,16,12,10,20,4,0,0,69
POA6609,3,4,5,6,0,0,20,0,6,0,0,0,0,0,0,7,3,19,21,11,0,5,0,0,62,0,5,12,0,10,3,4,0,40,10,25,25,7,15,8,3,0,77,0,3,0,3,0,0,0,0,14,0,0,0,0,3,5,0,0,9,12,31,24,10,13,10,3,0,97,0,0,5,3,0,0,0,0,5,10,17,27,22,16,11,15,4,123,24,83,88,48,49,36,21,10,355
POA6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,17,0,0,0,0,4,3,0,0,10,3,6,8,5,10,4,0,0,29,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,4,3,8,8,7,10,8,0,0,39,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,9,0,32,0,14,15,5,25,23,8,4,91
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,3,0,0,20
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7
POA6616,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,22,0,0,9,3,8,4,0,0,30
POA6620,9,4,0,0,0,0,15,0,0,0,0,0,6,0,0,8,0,18,17,9,11,7,3,0,62,0,8,7,14,13,3,0,0,43,16,47,42,37,35,4,0,0,176,3,4,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,6,22,48,47,37,36,4,0,0,196,0,0,0,0,0,0,0,0,0,23,73,92,73,66,24,7,4,363,50,155,164,144,120,42,11,5,691
POA6623,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,10,4,5,14,3,5,3,0,0,32,0,5,0,4,8,6,7,0,24,4,18,11,10,14,20,3,0,78,0,0,3,0,0,0,0,0,7,0,0,0,0,0,7,0,0,10,0,19,14,11,20,25,3,0,91,0,0,0,0,0,0,0,0,0,34,10,16,11,17,50,21,4,161,38,41,45,35,57,80,24,10,329
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,0,4,0,0,24
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,7,0,0,5,5,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,11,0,3,6,7,6,4,4,0,35
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6630,3,0,4,3,0,0,13,0,0,3,0,0,8,0,0,13,0,14,7,10,9,15,3,0,59,0,6,4,4,8,23,0,0,46,3,10,16,13,9,20,3,0,66,4,3,0,0,5,0,0,0,11,0,0,0,0,5,7,0,0,8,3,8,17,13,12,24,3,0,83,0,0,0,0,0,0,0,0,4,14,15,24,14,18,26,4,0,111,22,41,52,47,54,95,8,0,325
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,6,3,0,0,0,0,11,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,7,0,0,4,0,33
