POA_CODE_2021,OO_DS_Sep_hse,OO_DS_Sde_row_or_ter_h_t,OO_DS_Flt_apt,OO_DS_Oth_dwel,OO_DS_NS,Owned_Outright_Total,OWM_DS_Sep_hse,OWM_DS_Sde_row_or_ter_h_t,OWM_DS_Flt_apt,OWM_DS_Oth_dwel,OWM_DS_NS,Owned_with_mortgage_Total,R_REA_DS_Sep_hse,R_REA_DS_Sde_row_or_ter_h_t,R_REA_DS_Flt_apt,R_REA_DS_Oth_dwel,R_REA_DS_NS,R_Real_estate_agent_Total,R_SteTer_h_auth_DS_Separat_hs,R_ST_h_aut_DS_Sd_r_ter_h_t,R_SteT_h_auth_DS_Flt_apt,R_SteTer_h_auth_DS_Oth_dwel,R_SteTer_h_auth_DS_NS,R_SteTer_h_auth_Total,R_Com_hs_pr_DS_Sep_hse,R_Com_hs_pr_DS_Sd_ro_ter_h_t,R_Com_hs_pr_DS_Flt_apt,R_Com_hs_pr_DS_Oth_dwel,R_Com_hs_pr_DS_NS,R_Com_hs_pr_Total,R_Psn_ns_HH_DS_Sep_hse,R_Psn_ns_HH_DS_Sd_r_te_h_t,R_Psn_ns_HH_DS_Flt_apt,R_Psn_ns_HH_DS_Oth_dwe,R_Psn_ns_HH_DS_NS,R_Psn_ns_HH_Total,R_Oth_llord_type_DS_Sep_hse,R_Oth_lld_typ_DS_S_ro_ter_h_t,R_Oth_lld_type_DS_Flt_apt,R_Oth_llord_type_DS_Oth_dwel,R_Oth_llord_type_DS_NS,R_Oth_llord_type_Total,R_Llord_type_NS_DS_Sep_hse,R_Lld_ty_NS_DS_Sd_row_ter_h_t,R_Llord_typ_NS_DS_Flt_apt,R_Llord_type_NS_DS_Oth_dwel,R_Llord_type_NS_DS_NS,R_Llord_type_NS_Total,R_Total_DS_Sep_hse,R_Total_DS_Sde_row_or_ter_h_t,R_Total_DS_Flt_apt,R_Total_DS_Oth_dwel,R_Total_DS_NS,R_Total_Total,Oth_tenu_typ_DS_Sep_hse,Oth_ten_typ_DS_Sd_row_ter_h_t,Oth_tenu_typ_DS_Flt_apt,Oth_tenu_typ_DS_Oth_dwel,Oth_tenu_typ_DS_NS,Oth_tenu_typ_Total,Tenu_typ_NS_DS_Sep_hse,Ten_ty_NS_DS_Sd_row_ter_h_t,Tenu_typ_NS_DS_Flt_apt,Tenu_typ_NS_DS_Oth_dwel,Tenu_typ_NS_DS_NS,Tenu_typ_NS_Total,Total_DS_Sep_hse,Total_DS_Sde_row_or_ter_h_t,Total_DS_Flt_apt,Total_DS_Oth_dwel,Total_DS_NS,Total_Total
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,8,9,4,0,0,0,0,6,3,0,0,0,0,7,11,3,0,0,7,21
POA6100,992,307,266,0,5,1570,1087,447,354,4,0,1891,559,741,1150,0,0,2444,25,62,12,0,0,100,0,57,6,0,0,64,259,226,220,0,0,713,19,22,15,0,4,57,3,3,0,0,0,15,862,1121,1408,5,3,3392,49,23,25,0,0,97,92,97,138,6,10,344,3076,2001,2186,12,19,7290
POA6101,1191,263,86,0,0,1538,1825,393,188,0,3,2405,932,430,334,0,4,1702,143,193,90,0,0,418,20,11,0,0,0,30,442,185,93,0,0,726,29,9,14,0,0,50,16,3,0,0,0,20,1578,837,528,0,8,2950,59,27,15,0,0,99,205,103,107,7,4,424,4851,1617,932,9,13,7422
POA6102,543,216,62,0,0,821,796,335,42,0,0,1166,570,704,126,0,0,1393,131,234,11,0,0,378,34,84,82,0,0,197,326,298,26,0,0,649,50,61,22,0,0,127,12,16,16,0,0,46,1117,1389,269,4,8,2792,112,96,156,0,0,362,134,184,52,4,9,379,2702,2227,583,3,15,5524
POA6103,485,123,172,0,0,782,757,234,417,0,0,1413,445,359,891,0,0,1695,144,168,58,0,0,370,20,16,7,0,0,46,171,92,180,0,0,445,16,11,19,0,0,43,7,3,5,0,0,16,801,650,1156,0,3,2614,22,16,16,0,0,51,93,59,91,0,0,245,2155,1087,1856,0,10,5110
POA6104,1238,136,51,17,4,1447,1619,240,80,0,4,1940,831,336,186,0,0,1352,242,194,0,0,0,439,20,33,0,0,0,53,328,104,37,0,3,468,56,18,0,6,9,88,14,4,0,0,0,20,1499,690,227,9,9,2427,72,8,7,0,0,87,248,101,35,3,5,386,4673,1173,394,28,17,6285
POA6105,1374,206,9,3,0,1587,1579,354,38,0,5,1980,935,491,199,0,6,1627,117,100,3,0,0,222,24,25,0,0,0,48,389,133,32,0,0,557,56,20,6,0,0,81,10,5,0,0,0,16,1534,770,237,0,7,2546,49,15,0,0,0,65,247,93,58,12,3,421,4783,1436,355,14,12,6606
POA6106,0,0,0,0,3,4,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,0,5,18
POA6107,3321,267,53,9,5,3659,5683,567,138,9,5,6406,2404,934,445,11,21,3815,293,168,18,0,0,473,69,38,5,0,0,113,1178,244,66,5,3,1504,224,59,27,6,3,317,20,10,0,0,0,34,4187,1454,559,23,25,6257,212,92,9,0,0,314,665,180,93,20,7,962,14067,2563,843,65,48,17595
POA6108,2669,137,0,0,0,2805,3435,128,20,0,0,3586,788,131,48,0,3,973,94,66,5,0,0,163,13,4,9,0,0,32,453,67,7,0,0,532,59,5,0,0,0,74,8,5,5,0,0,14,1419,292,73,0,3,1789,65,83,4,0,0,150,294,41,10,0,0,347,7878,674,112,5,5,8664
POA6109,901,144,28,60,0,1132,1881,71,34,8,5,1992,423,114,47,9,0,594,95,26,22,0,0,138,16,0,16,0,0,28,332,28,25,8,0,398,55,12,5,60,4,137,10,0,0,0,0,10,926,173,119,80,3,1307,35,81,0,3,0,123,244,46,7,34,3,335,3991,510,190,186,15,4889
POA6110,3454,228,17,3,6,3715,7074,266,48,0,0,7393,1584,372,81,3,0,2039,219,120,32,0,0,363,37,107,42,0,0,180,892,88,22,0,0,1001,124,27,12,0,0,166,21,19,4,0,0,39,2872,730,179,3,4,3791,143,127,4,6,0,288,616,120,24,19,0,783,14165,1480,276,41,12,15977
POA6111,2659,131,0,15,3,2813,3820,146,14,0,0,3982,648,256,11,0,0,922,65,56,32,0,0,156,5,34,23,0,0,59,488,70,8,0,4,570,56,14,0,35,0,106,5,0,0,0,0,12,1273,433,80,35,5,1820,81,20,0,0,0,108,349,71,20,40,4,488,8179,801,113,99,15,9211
POA6112,3787,312,15,137,6,4261,13171,393,23,10,8,13596,2667,658,42,3,3,3366,217,240,0,0,0,454,19,82,5,0,0,109,1105,173,7,0,0,1289,114,39,0,11,0,173,24,13,0,0,0,32,4140,1209,61,19,7,5430,147,109,22,8,0,283,925,184,17,46,6,1171,22163,2210,138,213,22,24749
POA6121,323,5,3,0,0,329,530,0,0,0,0,532,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49,6,0,0,0,0,6,0,0,0,0,0,0,65,0,0,0,0,64,29,0,0,0,0,26,28,0,4,0,0,30,967,5,6,0,4,983
POA6122,1100,3,18,0,0,1125,4686,30,0,0,4,4720,616,16,0,0,0,632,0,0,0,0,0,3,0,10,0,0,0,10,303,9,3,0,0,316,12,5,0,0,0,15,8,0,0,0,0,7,940,37,3,0,0,986,45,0,0,0,0,49,218,6,0,0,0,228,6990,77,25,0,0,7102
POA6123,179,0,0,0,0,179,453,0,0,0,0,453,38,0,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,3,43,0,0,0,0,43,4,0,0,0,0,4,0,0,0,0,0,0,87,0,0,0,0,90,6,0,0,0,0,6,43,0,0,0,0,43,776,0,0,0,0,777
POA6124,133,0,0,4,0,139,240,0,0,0,0,240,12,3,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,22,0,0,0,0,22,7,0,0,0,0,3,0,0,0,0,0,0,39,3,0,0,0,39,14,0,0,0,0,14,28,0,0,0,0,28,449,3,0,3,0,456
POA6125,324,0,0,86,4,409,528,0,0,3,9,536,31,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,4,0,54,5,0,0,8,0,16,0,0,0,0,0,0,92,3,0,9,0,104,29,0,0,9,0,36,60,0,0,15,0,77,1033,6,0,117,17,1167
POA6126,32,0,0,0,0,32,29,0,0,0,0,29,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,4,0,0,0,0,4,11,0,0,0,0,11,94,0,0,0,0,93
POA6147,1721,139,44,0,6,1906,1861,194,37,0,3,2093,660,158,26,0,0,848,76,77,0,0,0,157,5,11,0,0,0,13,335,77,15,0,0,431,45,10,0,0,0,55,0,0,0,0,0,5,1129,326,45,0,0,1508,39,12,0,0,0,52,179,38,13,0,3,226,4932,714,140,4,3,5793
POA6148,2377,249,19,0,4,2649,2068,255,16,0,0,2332,705,233,8,0,0,956,15,46,21,0,0,83,3,26,0,0,0,25,300,98,0,0,0,399,28,11,0,0,0,40,0,4,0,0,0,8,1054,417,34,0,3,1509,73,107,54,0,0,229,113,60,5,0,0,176,5679,1087,125,0,4,6897
POA6149,2733,166,41,0,0,2946,2272,144,17,0,0,2429,540,97,0,0,0,638,3,18,0,0,0,19,0,0,14,0,0,18,203,44,8,0,0,255,15,4,5,0,0,31,4,0,0,0,0,6,766,168,32,0,0,965,49,32,237,0,0,318,78,19,30,0,0,130,5890,536,360,0,0,6784
POA6150,1947,79,27,0,0,2052,1222,66,0,0,0,1288,364,65,0,0,0,428,0,15,0,0,0,19,4,0,0,0,0,8,169,24,3,0,0,200,15,5,4,0,0,21,0,0,0,0,0,0,555,114,8,0,0,677,127,72,48,0,0,247,77,16,9,4,0,101,3925,342,95,3,4,4370
POA6151,1331,671,369,0,0,2365,1195,446,253,0,0,1896,409,851,746,0,3,2007,78,4,58,0,0,140,3,0,17,0,0,20,179,240,221,0,0,636,9,14,25,0,0,48,0,3,0,0,0,8,678,1115,1068,0,3,2860,41,50,87,0,0,180,78,96,117,0,6,295,3320,2384,1890,4,10,7602
POA6152,2173,957,152,0,3,3289,1941,965,227,0,7,3149,640,1094,368,0,0,2109,250,201,68,0,0,520,11,50,15,0,0,84,315,432,116,0,0,871,28,18,9,0,0,58,8,11,5,0,0,22,1256,1817,580,0,5,3662,87,182,79,0,0,351,177,161,60,0,0,399,5638,4087,1111,0,16,10850
POA6153,2635,549,236,0,4,3428,1891,430,191,0,0,2515,672,422,332,0,0,1429,51,76,10,0,0,129,8,18,0,0,0,24,271,135,84,0,5,500,13,5,10,0,0,28,4,7,4,0,0,12,1018,662,438,0,4,2123,78,35,3,0,0,119,124,53,66,0,0,247,5751,1732,934,0,9,8431
POA6154,1262,423,20,0,0,1709,1162,237,15,0,0,1415,242,192,47,0,0,488,3,18,0,0,0,15,0,0,0,0,0,0,131,81,12,0,0,217,9,0,0,0,0,14,0,3,0,0,0,6,382,285,63,3,0,738,43,58,0,0,0,107,54,42,7,0,0,100,2911,1046,107,6,0,4065
POA6155,5340,140,91,3,4,5580,7243,208,123,0,0,7576,1800,203,127,0,0,2131,29,20,16,0,0,67,10,4,10,0,0,21,651,69,39,4,0,767,77,6,4,0,3,89,13,6,4,0,0,19,2579,310,199,6,8,3098,150,109,6,0,0,267,328,26,13,0,4,369,15635,793,444,9,13,16893
POA6156,1967,398,26,0,5,2391,2284,344,82,0,0,2708,472,216,78,0,0,773,227,127,3,0,0,358,17,19,0,0,0,37,210,111,21,0,0,337,5,12,3,0,0,22,6,5,0,0,0,3,941,488,110,0,5,1532,68,68,8,0,0,144,158,67,10,8,0,242,5413,1364,224,8,8,7020
POA6157,1512,540,63,0,13,2128,1578,614,113,0,5,2311,322,422,100,0,0,845,36,155,8,0,0,207,12,14,0,0,0,24,171,197,24,0,0,396,17,13,0,0,0,26,0,0,5,0,0,7,555,800,132,0,5,1491,55,29,33,0,0,121,95,72,29,3,0,207,3802,2063,372,3,25,6262
POA6158,896,211,91,4,0,1204,775,153,96,0,0,1022,162,110,143,4,3,418,10,20,19,0,0,42,4,0,0,0,0,4,73,50,62,3,0,186,3,0,0,0,0,9,0,0,0,0,0,5,242,178,230,10,3,663,17,5,9,0,0,31,51,22,23,3,0,95,1982,570,449,18,3,3022
POA6159,246,148,230,0,0,625,190,135,158,0,0,490,40,90,164,0,0,292,4,109,0,0,0,114,0,4,0,0,0,4,39,41,46,0,0,122,0,0,3,0,0,5,0,0,0,0,0,0,76,243,213,0,0,538,3,10,8,0,0,25,14,30,25,12,0,81,532,567,648,15,0,1762
POA6160,665,323,166,7,0,1167,573,309,231,3,3,1122,194,340,420,0,4,960,8,148,120,0,0,276,0,23,30,0,0,53,135,135,141,0,4,414,12,9,22,0,4,48,0,0,6,0,0,6,352,661,734,0,11,1757,35,17,19,0,0,70,51,80,142,79,9,350,1679,1387,1282,89,22,4461
POA6161,0,3,0,0,0,5,0,0,0,0,0,4,14,0,0,0,4,16,14,9,0,0,4,26,0,0,0,0,0,4,0,6,0,0,0,11,29,25,0,5,4,57,0,0,0,0,0,0,54,38,0,5,13,109,16,10,0,5,0,26,5,5,0,24,3,45,73,57,3,31,20,184
POA6162,1449,199,55,107,14,1827,1371,170,60,4,0,1608,322,135,103,3,0,565,49,119,98,0,0,265,8,29,6,0,0,40,263,74,49,6,0,389,17,4,6,52,0,80,3,0,0,0,0,8,667,356,258,58,0,1343,40,31,5,3,0,83,128,58,34,13,0,228,3656,818,412,188,15,5087
POA6163,6105,858,306,0,11,7282,6794,981,374,0,0,8158,1925,722,661,0,3,3315,384,403,104,0,0,900,47,96,47,0,0,192,1024,350,155,6,3,1535,102,37,16,0,0,156,15,20,5,0,0,40,3501,1629,996,4,14,6141,149,117,29,0,3,291,589,274,110,13,9,994,17137,3867,1818,19,35,22871
POA6164,4094,341,84,0,0,4519,11585,596,258,0,8,12441,2599,546,728,0,0,3873,223,162,64,0,0,452,18,16,11,0,0,49,896,117,96,0,0,1113,98,9,8,0,0,120,5,0,0,0,0,12,3843,867,912,0,4,5629,116,98,13,0,0,230,512,94,81,9,4,700,20147,1991,1350,14,12,23517
POA6165,8,0,0,0,0,8,7,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,4,0,0,0,7,0,13,28,0,0,9,6,39
POA6166,1379,40,8,171,0,1595,1623,38,16,3,0,1683,282,47,4,0,0,339,18,3,0,0,0,23,0,0,0,0,0,0,134,17,3,0,0,160,15,0,0,38,3,60,7,0,0,0,0,7,456,69,11,44,3,580,40,0,0,3,0,49,130,15,0,80,0,225,3627,163,34,305,6,4127
POA6167,1892,61,40,3,0,1993,4764,71,64,0,3,4898,1415,74,141,0,0,1640,157,115,87,0,0,357,50,32,31,0,3,122,630,23,40,0,0,692,61,0,9,0,0,70,13,7,0,0,0,17,2337,251,306,3,4,2901,58,30,5,0,0,96,474,25,77,15,5,595,9519,440,490,22,16,10486
POA6168,2771,450,183,148,6,3548,2765,226,137,5,7,3140,1052,433,465,0,0,1962,109,148,59,0,0,315,14,44,23,0,0,83,635,180,105,3,0,928,101,20,19,35,0,177,13,6,3,0,0,15,1926,835,675,41,3,3480,84,58,12,4,0,157,369,124,77,74,9,654,7921,1691,1088,274,21,10989
POA6169,4079,74,113,0,3,4268,5444,70,71,5,0,5582,1566,90,188,0,0,1842,192,69,84,0,0,339,22,24,6,0,0,51,850,28,51,0,0,930,124,4,10,0,0,138,7,5,4,0,0,19,2762,220,334,0,0,3322,89,5,0,0,0,101,536,29,53,0,0,611,12897,400,572,4,3,13883
POA6170,578,13,3,0,0,594,3470,39,10,0,0,3526,887,37,63,0,0,982,83,32,18,0,0,129,9,9,0,0,0,21,231,14,5,0,0,250,60,0,5,0,0,65,4,0,0,0,0,4,1271,84,88,0,0,1445,24,0,0,0,0,28,241,9,12,14,0,264,5583,141,114,14,4,5853
POA6171,1855,73,0,61,0,1991,7271,93,4,4,4,7380,1795,108,27,0,0,1925,17,0,15,0,0,30,8,0,4,0,0,14,572,19,0,3,0,599,158,9,0,20,0,189,10,0,0,0,0,11,2560,139,44,29,0,2765,89,96,0,3,0,188,481,20,0,21,0,517,12251,421,47,117,8,12845
POA6172,885,82,0,0,0,971,2313,18,0,0,0,2337,608,42,0,0,0,648,42,16,0,0,0,63,3,4,0,0,0,3,251,14,0,0,0,266,23,4,0,0,0,25,3,0,0,0,0,3,935,80,0,0,0,1009,25,88,0,0,0,116,186,20,3,0,0,208,4352,288,6,0,0,4638
POA6173,708,6,0,0,0,712,2356,9,0,0,0,2370,517,13,5,0,0,538,12,0,0,0,0,12,0,0,0,0,0,0,160,0,0,0,0,163,47,0,0,0,0,47,0,0,0,0,0,0,734,20,5,0,0,754,14,0,0,0,0,17,80,0,0,0,3,90,3891,38,12,0,3,3944
POA6174,281,7,0,0,0,288,1112,14,0,0,22,1156,308,7,0,0,0,317,30,8,0,0,0,35,0,0,0,0,0,0,113,0,0,0,0,117,13,0,0,0,0,13,0,0,0,0,0,0,466,15,0,0,0,484,10,0,0,0,0,12,76,5,0,0,4,89,1952,44,0,0,21,2020
POA6175,297,0,0,0,0,297,773,0,0,0,0,773,182,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,250,9,0,0,0,0,9,39,0,0,0,0,40,1367,0,0,0,5,1368
POA6176,117,0,0,0,0,117,406,0,0,0,0,406,85,0,0,0,0,85,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34,13,0,0,0,0,13,0,0,0,0,0,0,134,0,0,0,0,134,4,0,0,0,0,6,27,0,0,0,3,34,688,0,0,0,3,692
POA6180,505,3,0,0,0,508,1255,3,0,0,0,1257,271,4,0,0,0,267,29,0,0,0,0,29,48,0,0,0,0,48,142,0,0,0,0,142,9,0,0,0,0,9,3,0,0,0,0,3,501,4,0,0,0,505,18,0,0,0,0,18,69,0,0,0,0,67,2343,7,0,0,0,2351
POA6181,53,0,0,0,0,55,92,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,148,0,0,0,0,151
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,99,0,0,0,0,104,233,0,0,5,6,241,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,14,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,3,35,5,0,0,0,0,5,33,0,0,4,0,30,404,0,0,7,9,416
POA6208,1530,70,0,85,0,1693,1873,18,0,5,0,1896,512,36,5,0,0,555,26,35,3,0,0,63,3,13,4,0,0,23,280,26,0,0,0,308,38,3,0,22,0,68,9,0,0,0,0,9,866,115,10,24,3,1015,179,51,0,6,0,236,222,27,0,23,3,275,4676,286,9,141,6,5120
POA6209,303,4,0,52,0,365,243,0,0,4,0,247,44,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,3,0,72,0,0,0,15,0,20,0,0,0,0,0,3,118,0,0,22,0,141,10,0,0,0,0,12,55,5,0,17,0,78,733,6,3,91,0,837
POA6210,8751,1152,274,92,8,10283,9503,523,160,3,0,10186,3441,906,316,9,3,4676,272,364,31,0,5,676,120,136,71,0,4,333,1740,330,70,4,0,2147,138,97,10,20,5,272,33,23,6,0,0,64,5740,1868,502,36,14,8161,294,838,20,0,0,1152,992,319,82,89,8,1491,25276,4692,1036,224,37,31272
POA6211,1147,25,22,52,4,1256,1343,11,9,3,0,1365,221,16,11,3,0,258,0,15,0,0,0,16,0,13,0,0,0,13,129,13,4,8,0,149,8,0,0,7,0,17,0,0,0,6,0,4,367,59,13,17,0,458,28,3,0,3,0,41,78,7,4,5,0,93,2969,108,45,80,4,3209
POA6213,107,0,0,9,0,113,74,0,0,0,0,75,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,20,9,0,0,5,0,9,0,0,0,0,0,0,45,0,0,3,0,53,11,0,0,0,0,10,29,0,0,0,0,29,268,0,0,9,0,284
POA6214,91,0,0,0,0,91,96,0,0,0,0,98,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0,0,32,6,0,0,0,0,8,16,0,0,0,0,13,243,0,0,5,0,242
POA6215,631,21,0,13,4,662,580,7,0,0,3,588,78,14,0,0,0,90,15,8,0,0,0,24,0,11,0,0,0,10,94,16,0,5,0,110,24,9,0,9,5,48,3,0,0,0,0,7,217,49,0,18,0,284,34,16,0,0,0,49,74,17,0,7,5,101,1536,105,0,35,15,1692
POA6218,70,0,0,6,0,71,70,0,0,0,0,70,35,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,56,4,0,0,0,57,3,0,0,0,0,3,12,0,0,0,0,12,210,4,0,6,0,212
POA6219,93,0,0,0,0,92,99,0,0,0,0,99,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,6,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19,8,0,0,0,0,8,13,0,0,0,0,14,223,0,0,3,0,231
POA6220,640,11,0,11,4,660,468,0,0,4,0,473,96,6,0,0,0,106,57,18,0,0,0,72,6,6,0,0,0,13,164,26,0,0,0,199,38,4,0,13,0,62,5,0,0,0,0,7,372,56,0,18,0,452,33,9,0,0,0,45,69,18,0,28,0,110,1581,93,0,62,8,1740
POA6221,38,0,0,11,0,46,16,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,8,0,7,0,0,0,0,0,0,19,0,0,6,0,21,0,0,0,0,0,3,3,0,0,0,0,7,77,0,0,18,6,97
POA6223,24,0,0,0,0,19,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,58,0,0,0,0,63
POA6224,149,0,0,0,0,156,172,0,0,0,0,177,8,0,0,0,0,9,13,3,0,0,0,14,0,11,0,0,0,10,38,3,0,0,0,41,13,0,0,11,0,22,4,0,0,0,0,4,70,20,0,15,0,104,18,0,0,0,0,22,34,0,0,3,0,42,448,22,0,23,0,495
POA6225,1403,25,24,14,3,1463,1249,12,10,0,0,1273,212,14,37,3,0,263,70,37,25,0,0,131,8,0,0,0,0,12,211,18,4,0,0,236,36,0,3,3,3,44,0,0,4,0,0,4,542,70,75,9,4,696,49,0,0,0,0,54,256,17,8,8,3,290,3496,123,112,32,12,3782
POA6226,102,0,0,0,0,100,168,0,0,0,0,168,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,29,5,0,0,0,0,5,11,0,0,0,0,11,306,3,0,0,0,309
POA6227,74,0,0,0,0,75,148,0,0,0,0,148,13,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,38,10,0,0,0,0,10,15,0,0,0,0,16,277,4,0,4,0,292
POA6228,28,0,0,0,0,30,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9,4,0,0,0,0,4,7,0,0,0,0,6,63,0,0,5,0,65
POA6229,16,0,0,26,0,39,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,14,0,24,0,0,0,0,0,0,10,0,0,13,0,32,0,0,0,5,0,5,7,0,0,18,0,22,43,0,0,60,0,106
POA6230,4391,508,70,82,6,5056,5876,346,51,0,15,6290,1982,683,254,3,4,2934,293,448,30,0,0,773,45,151,71,0,0,269,1109,270,56,0,0,1435,106,60,9,24,4,201,23,15,3,0,0,44,3554,1636,418,30,10,5651,138,136,25,5,3,313,611,272,75,74,8,1044,14569,2904,637,190,46,18348
POA6232,1057,86,5,24,0,1167,1864,38,0,0,0,1903,434,62,5,0,0,505,23,17,0,0,0,39,6,3,0,0,0,9,245,24,0,0,0,267,19,5,0,15,0,39,3,0,0,0,0,3,730,111,4,18,0,864,100,64,0,5,0,165,140,22,3,29,4,195,3885,318,18,75,7,4300
POA6233,2030,63,13,58,0,2167,3429,24,0,7,4,3465,746,52,9,5,5,816,60,31,9,0,0,104,9,8,0,0,0,18,356,17,8,3,0,382,39,0,0,64,0,106,6,0,0,0,0,7,1214,112,28,71,5,1430,64,45,0,12,0,122,202,16,0,82,0,302,6930,255,43,236,10,7480
POA6236,340,0,0,3,0,339,338,0,0,0,0,340,22,0,0,0,0,20,3,0,0,0,0,3,12,0,0,0,0,12,53,0,0,0,0,55,7,0,0,0,0,7,0,0,0,0,0,0,93,0,0,0,0,99,15,0,0,0,0,15,47,0,0,0,0,47,825,0,0,0,0,833
POA6237,400,0,0,3,0,401,381,5,0,0,0,382,35,0,0,0,0,35,6,6,0,0,0,5,5,0,0,0,0,5,53,0,0,3,0,56,9,0,0,0,0,9,0,0,0,0,0,0,103,6,0,3,0,109,19,0,0,0,0,22,58,4,0,0,0,67,960,12,0,6,0,983
POA6239,687,4,0,5,0,697,681,8,0,3,3,690,93,8,0,0,0,103,19,7,0,0,0,28,5,5,0,0,0,6,112,4,0,0,0,124,18,0,0,0,0,21,4,0,0,0,0,5,244,31,5,4,0,281,33,0,0,0,0,36,88,0,5,6,0,105,1732,43,3,18,10,1815
POA6240,28,0,0,0,0,28,22,0,0,0,0,22,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,7,0,0,0,0,7,71,0,0,0,0,71
POA6243,15,0,0,0,0,15,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33
POA6244,305,0,0,0,4,304,140,0,0,0,0,141,21,0,0,0,0,21,12,0,0,0,0,12,0,0,0,0,0,0,53,0,0,0,0,56,16,0,0,0,0,16,0,0,0,0,0,0,106,3,0,0,0,115,35,0,0,0,0,33,71,0,0,4,0,70,653,7,0,7,5,666
POA6251,61,0,0,4,0,63,33,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,9,3,0,0,0,5,7,8,0,0,0,0,8,117,0,0,3,0,121
