POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA6125,553,399,332,428,592,506,355,202,40,3415,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,11,3,10,11,13,10,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,11,3,8,16,14,6,3,98,17,18,13,3,11,17,14,6,3,103,0,0,0,0,0,0,0,3,0,4,575,412,346,433,608,523,366,214,50,3525
POA6126,34,23,13,33,34,48,43,19,3,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,13,4,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,39,23,11,30,36,52,41,19,3,258
POA6147,2724,1686,2064,2183,1731,1681,1491,750,206,14513,0,0,0,3,3,6,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,27,29,45,31,28,22,10,8,5,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,31,46,33,35,25,14,13,5,221,26,31,49,34,34,25,18,17,5,247,5,7,4,11,4,3,5,4,0,44,2754,1719,2123,2225,1774,1713,1515,770,211,14803
POA6148,3458,2375,1597,2523,2455,2076,1897,1294,562,18251,0,0,0,0,6,0,11,0,4,16,0,0,3,0,0,5,3,0,0,9,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,41,49,29,33,23,27,8,6,263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,43,53,34,31,30,34,8,8,302,48,44,55,34,37,29,40,9,14,314,5,3,7,7,3,14,17,0,3,58,3511,2427,1661,2568,2497,2121,1955,1307,578,18623
POA6149,3406,2062,1581,2417,2280,2291,2529,1142,502,18204,0,0,0,0,0,0,6,6,0,14,0,3,0,5,0,0,0,3,0,8,5,3,5,3,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,32,35,43,28,19,22,23,13,8,212,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,37,34,53,38,22,31,27,13,8,260,37,34,53,37,22,35,33,19,7,272,5,3,3,0,4,8,10,0,0,31,3445,2103,1636,2456,2304,2331,2567,1157,505,18503
POA6150,1968,1952,1206,1413,1535,1569,1622,942,485,12699,0,4,0,0,0,3,0,0,0,10,0,5,0,0,0,0,0,3,0,8,3,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,101,103,106,96,111,116,144,159,117,1051,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,118,109,104,117,119,146,163,117,1084,104,121,109,101,117,119,145,168,119,1099,0,5,0,6,0,12,12,0,0,35,2069,2078,1318,1521,1652,1696,1782,1116,604,13831
POA6151,2374,2105,2334,2148,2155,2044,1848,893,276,16165,0,3,6,6,4,12,12,3,0,34,0,0,0,5,8,5,3,0,0,26,6,0,0,6,12,3,3,0,0,34,0,0,0,0,4,15,4,0,0,31,0,0,5,4,0,0,0,0,0,8,70,126,81,75,56,71,53,19,15,569,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,3,82,132,99,96,81,94,71,24,13,698,78,139,108,101,86,104,75,23,13,733,4,11,19,10,16,19,10,4,0,89,2453,2247,2451,2262,2250,2166,1938,919,293,16990
POA6152,3762,3545,3810,3288,2839,2756,2571,1498,923,24985,0,3,3,5,3,0,3,5,3,35,0,0,0,0,0,6,0,0,0,14,0,3,0,0,3,5,4,0,0,12,0,0,0,0,4,0,0,0,0,13,4,0,0,0,0,0,0,0,0,9,66,159,115,84,60,85,88,43,17,720,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,166,118,87,67,104,101,43,17,771,68,171,126,95,70,102,104,50,23,809,9,14,20,13,8,5,14,0,0,87,3850,3732,3957,3389,2913,2863,2685,1553,942,25879
POA6153,3678,2465,2086,2811,2743,2638,2381,1274,505,20574,0,0,0,0,0,3,3,4,4,11,0,3,3,0,0,6,0,0,0,21,0,0,5,0,5,4,0,0,0,9,0,0,0,0,0,6,0,0,0,11,0,0,0,3,0,0,0,0,0,5,36,63,73,39,31,51,38,18,7,364,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,69,85,52,44,58,42,22,7,415,37,69,85,52,44,66,48,19,8,424,22,3,11,24,16,16,15,6,0,116,3736,2537,2178,2889,2801,2714,2440,1293,514,21109
POA6154,1929,1237,906,1360,1414,1121,937,747,552,10208,4,0,0,0,0,0,0,0,5,10,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,21,18,13,34,20,15,12,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,28,18,18,13,36,20,15,9,175,11,28,19,19,13,36,20,15,13,182,4,0,4,0,6,3,5,5,0,29,1946,1265,931,1381,1432,1165,970,765,567,10422
POA6155,10798,7458,5544,8125,7572,5761,4373,1847,637,52112,0,0,0,3,0,9,11,3,3,36,0,7,5,3,0,0,3,7,0,31,0,0,0,4,0,0,3,0,0,17,3,0,0,4,4,0,3,0,0,19,0,0,0,0,4,4,0,0,0,10,115,167,105,76,53,46,52,35,7,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,122,183,119,87,63,56,62,41,9,740,119,185,118,93,71,61,80,42,10,773,11,8,9,13,22,51,42,15,11,183,10930,7647,5671,8239,7663,5873,4492,1900,652,53067
POA6156,3423,2215,1851,2225,2560,2016,1460,1021,624,17389,10,0,0,0,4,4,3,6,3,29,0,0,0,0,0,5,5,3,0,9,0,0,3,0,0,5,3,0,0,17,0,0,0,0,0,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,48,69,57,32,48,44,34,32,13,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,72,65,36,51,53,47,42,13,421,51,70,68,36,52,61,47,42,16,450,6,3,0,3,11,4,0,0,0,31,3477,2289,1921,2265,2620,2088,1506,1067,638,17871
POA6157,2397,1485,1681,1856,1895,1655,1427,834,428,13657,0,0,4,9,3,9,5,3,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,26,41,50,38,27,32,25,19,10,260,0,0,0,0,0,0,0,5,0,3,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,34,42,57,39,31,37,31,18,10,291,33,42,55,53,37,41,36,23,8,327,4,0,5,3,5,3,7,4,0,35,2436,1531,1743,1911,1939,1698,1465,864,433,14016
POA6158,1348,869,664,867,1128,1012,792,450,251,7393,0,0,3,0,0,0,0,0,0,10,0,3,0,0,3,0,3,0,0,10,5,0,10,0,0,0,3,0,0,17,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,24,33,19,23,27,9,15,7,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,39,28,28,34,21,14,7,201,11,22,46,26,28,33,21,13,7,211,0,4,14,6,3,9,0,0,0,34,1362,897,726,901,1157,1053,817,468,259,7641
POA6159,441,333,439,474,426,585,497,288,114,3593,0,0,6,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,6,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,15,13,24,16,13,9,3,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,19,10,27,17,11,8,3,141,14,26,23,10,27,17,13,8,7,147,6,0,0,5,3,0,6,0,0,23,468,370,465,489,446,601,512,300,111,3762
POA6160,977,923,1499,1198,1192,1177,963,463,164,8562,0,3,0,5,0,7,4,4,0,22,0,39,68,24,20,0,7,0,0,165,0,0,3,9,7,6,4,0,0,33,0,0,0,14,3,20,3,0,0,48,0,0,3,4,0,3,0,0,0,13,37,93,102,99,130,96,74,60,42,736,0,3,0,0,0,0,4,0,0,13,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,37,144,179,154,165,140,96,62,42,1026,42,148,179,161,165,144,98,66,41,1049,0,22,42,6,14,16,3,0,0,107,1011,1097,1719,1363,1373,1347,1073,532,203,9720
POA6161,11,23,49,16,21,22,3,0,0,144,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,26,27,21,60,58,30,0,259,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,24,28,21,60,58,30,0,259,11,22,32,28,18,64,58,30,0,272,0,0,0,0,0,0,0,0,0,4,24,44,75,52,37,81,60,35,3,412
POA6162,1880,1089,1320,1558,1647,1589,1266,654,314,11307,0,0,0,0,0,0,3,0,4,8,0,0,3,0,3,4,5,0,0,24,0,0,3,6,5,10,12,4,0,39,0,0,4,5,5,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,30,52,56,41,35,34,25,11,4,284,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,65,45,44,57,54,15,4,364,28,57,65,45,48,54,55,15,11,371,3,7,16,10,5,5,7,3,0,51,1913,1146,1406,1617,1700,1644,1322,667,318,11732
POA6163,8283,5886,7361,7029,6710,6678,5466,3258,1412,52088,5,3,4,12,4,13,9,16,5,76,4,8,3,4,7,4,5,0,0,28,0,3,4,4,6,9,13,4,0,39,0,0,3,4,0,5,3,0,0,9,0,0,3,3,0,0,0,0,0,3,143,176,213,154,107,117,88,47,30,1072,0,0,6,0,0,7,0,0,0,13,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,152,186,237,165,115,136,109,52,33,1180,151,198,241,179,119,147,119,66,36,1254,3,11,24,7,18,13,15,0,0,85,8439,6087,7623,7221,6849,6836,5602,3328,1451,53429
POA6164,14456,7915,10151,10866,8380,5772,3700,1571,547,63344,6,3,6,7,7,7,3,0,3,46,0,0,6,5,0,8,0,0,0,12,0,0,4,3,3,4,5,0,0,20,6,5,0,6,0,4,4,0,0,23,5,3,5,0,0,0,0,0,0,15,151,203,155,117,108,93,85,39,18,964,3,0,5,3,0,0,8,0,0,16,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,161,212,166,130,126,112,94,43,18,1063,170,210,173,138,132,120,103,43,19,1107,9,22,14,12,14,34,35,3,0,133,14634,8148,10337,11016,8521,5917,3834,1613,565,64585
POA6165,0,11,3,10,13,11,4,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,4,0,0,0,0,16,3,0,9,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,4,12,7,10,13,9,4,3,0,75
POA6166,1901,1121,1144,1397,1437,1413,1129,584,177,10297,0,0,0,0,0,3,0,8,4,18,0,0,0,0,0,0,5,0,0,7,0,5,5,4,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,21,34,23,26,21,34,30,24,5,223,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,27,35,30,31,26,44,44,24,5,266,27,35,31,32,27,51,49,26,9,282,0,3,3,0,0,0,3,0,0,14,1926,1155,1180,1429,1470,1463,1180,610,181,10598
POA6167,5806,3304,4266,4406,3480,2684,1931,1014,362,27261,3,4,0,5,5,4,7,0,0,27,0,0,0,6,0,3,0,0,0,10,0,0,0,3,0,0,0,4,0,10,0,4,0,0,3,0,0,0,0,5,0,0,0,0,3,9,7,0,0,14,86,102,86,68,54,61,35,17,6,513,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,106,88,79,65,75,39,19,6,559,85,114,87,80,68,78,45,22,7,590,0,0,10,3,4,7,14,0,0,42,5892,3415,4368,4492,3553,2773,1991,1038,366,27892
POA6168,3382,2688,2778,2459,2866,3320,3012,1941,791,23246,4,19,9,14,7,4,10,11,0,80,0,5,43,24,10,5,14,0,0,96,0,0,0,3,6,9,5,0,0,23,8,7,3,4,8,8,7,4,0,50,0,3,0,7,8,4,6,0,0,18,93,198,269,173,144,100,69,42,13,1091,0,0,5,0,0,0,0,0,0,5,0,5,6,0,7,5,0,0,0,23,0,5,6,5,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,105,218,329,217,181,125,92,49,13,1333,107,234,341,230,184,134,108,59,16,1417,4,16,11,7,6,16,10,8,6,69,3497,2940,3129,2699,3058,3469,3123,2001,811,24726
POA6169,6611,3778,3798,3971,4348,4633,3299,1977,747,33155,11,5,3,4,3,7,17,14,0,64,0,0,0,0,4,4,5,4,0,12,0,0,5,0,3,0,3,0,0,8,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,8,114,121,115,86,74,98,49,21,10,697,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,129,121,86,81,109,56,30,10,742,127,129,124,90,86,116,79,40,13,808,5,3,11,6,0,5,9,10,0,46,6736,3909,3930,4072,4434,4758,3387,2024,756,34007
POA6170,4440,2076,3081,2954,1867,1190,634,250,46,16529,0,0,0,0,0,3,0,0,0,7,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,38,49,56,31,30,26,17,7,3,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,49,58,36,34,31,22,7,3,274,41,49,60,36,36,31,24,8,3,281,0,0,4,0,0,9,11,3,0,29,4483,2125,3139,2990,1906,1224,669,257,43,16842
POA6171,9965,4328,5949,5611,4039,2676,1853,1011,163,35599,0,0,0,6,0,9,4,9,5,33,0,0,0,4,0,0,0,0,0,12,0,6,3,0,0,4,6,0,0,18,0,0,3,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,114,108,98,72,61,56,43,18,0,566,5,6,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,113,106,82,70,62,53,19,0,624,115,116,102,84,70,75,57,24,4,657,7,0,5,4,9,14,10,0,0,49,10091,4445,6060,5699,4123,2764,1919,1035,167,36304
POA6172,2916,1792,1518,1527,1852,1524,877,492,212,12710,12,0,5,3,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,43,30,42,22,20,9,5,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,43,30,47,25,22,9,6,0,240,61,44,36,49,28,26,9,7,0,259,3,0,0,5,4,7,3,0,0,21,2980,1836,1556,1583,1882,1549,893,498,213,12987
POA6173,3070,1761,1172,1834,1957,1118,491,217,46,11670,0,3,5,0,6,3,5,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,31,50,24,17,24,10,3,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,50,28,21,24,18,11,5,0,179,34,51,28,20,26,16,9,5,0,195,0,0,4,0,0,0,0,0,0,10,3103,1810,1196,1857,1987,1136,507,222,53,11869
POA6174,1410,815,833,809,687,433,245,121,15,5367,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,19,5,5,3,10,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,28,19,10,5,5,10,0,0,94,16,27,19,8,9,5,10,0,0,102,0,0,0,0,0,0,4,0,0,9,1428,837,848,821,690,441,256,120,20,5465
POA6175,967,497,439,532,556,394,225,99,31,3740,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,14,5,7,7,10,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,14,5,3,7,10,0,0,72,14,18,14,5,3,7,12,5,0,76,0,0,0,0,0,0,3,0,0,7,979,522,454,536,559,402,237,103,31,3823
POA6176,544,239,398,238,214,174,130,40,15,1984,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,3,3,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,5,0,3,7,8,0,0,36,9,6,7,0,3,7,8,3,0,38,0,0,0,0,0,0,0,0,0,0,550,245,406,245,219,185,130,43,15,2023
POA6180,1698,778,929,932,693,489,475,311,43,6353,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,30,25,23,9,18,10,8,6,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,23,11,18,10,7,6,0,136,30,24,23,11,18,10,12,3,0,140,0,0,0,5,0,0,0,0,0,3,1727,802,955,946,714,500,488,317,43,6495
POA6181,73,62,31,56,90,70,41,10,6,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,73,63,31,54,90,76,45,16,6,456
