POA_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
POA6026,4087,2538,1695,2869,2862,3173,2730,1135,702,21799,5,0,6,3,4,12,13,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,49,54,49,56,26,41,46,24,45,394,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,57,54,57,30,43,52,24,45,413,60,56,56,62,36,52,59,34,42,457,0,5,0,0,6,7,7,3,0,29,4148,2595,1757,2933,2904,3233,2798,1174,741,22285
POA6027,7375,5110,4921,5497,5458,5591,4235,1779,669,40644,9,5,4,5,3,0,9,4,3,37,0,0,0,0,0,3,0,0,0,6,6,3,7,3,3,7,0,0,0,26,0,0,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,3,123,199,175,169,158,151,102,105,93,1275,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,202,182,175,160,170,109,110,93,1334,138,206,187,182,164,173,115,107,99,1375,6,3,13,10,5,7,9,3,5,61,7524,5322,5120,5694,5630,5768,4361,1892,773,42076
POA6028,4324,3341,2085,2686,3982,3458,1781,680,197,22536,9,0,8,0,3,10,6,4,0,25,5,0,0,0,0,0,3,5,0,15,0,0,0,0,0,8,4,0,0,8,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,50,71,53,30,17,23,23,10,3,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,73,54,30,17,29,30,15,3,295,54,73,58,33,24,36,33,16,3,324,0,0,3,5,6,0,3,5,0,29,4384,3409,2149,2722,4011,3498,1820,700,201,22893
POA6029,515,372,191,326,398,334,303,186,68,2688,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,7,4,8,8,5,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,8,4,8,8,5,3,0,55,9,4,8,9,8,8,5,7,0,56,0,0,0,0,0,4,0,0,0,6,522,377,199,336,408,346,310,193,72,2758
POA6030,7911,5431,4959,5063,5639,4457,2726,1842,759,38791,10,10,0,4,10,8,10,6,5,63,0,5,0,0,3,5,0,0,0,9,0,5,6,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,103,112,138,72,60,63,41,15,6,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,118,141,73,66,67,46,15,6,631,112,131,141,76,78,75,52,17,12,695,10,7,11,12,5,10,11,3,0,70,8030,5571,5113,5155,5720,4546,2784,1865,772,39550
POA6031,4639,2438,2823,2931,2365,1552,816,285,54,17909,0,0,0,3,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,48,61,40,37,23,20,20,9,4,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,57,61,50,37,25,25,29,13,4,290,57,59,49,41,26,25,29,16,4,296,0,0,4,0,4,6,5,0,0,25,4690,2499,2879,2976,2394,1584,845,300,56,18226
POA6032,28,24,15,19,31,39,18,6,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,28,24,15,18,35,45,18,6,0,183
POA6033,71,47,44,52,64,71,43,9,8,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,9,0,5,3,0,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,5,78,55,48,50,65,71,43,9,6,434
POA6034,1019,408,806,537,351,202,137,44,0,3505,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,14,13,7,6,4,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,14,7,6,7,3,0,0,54,11,14,17,7,6,7,6,0,0,57,0,0,0,0,0,0,0,0,0,3,1033,419,819,541,355,208,143,47,0,3567
POA6035,2697,1100,1341,1433,1303,1032,804,455,135,10310,7,0,4,5,0,0,5,0,7,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,36,45,27,18,15,18,5,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,40,42,28,22,20,20,4,0,221,48,35,49,34,22,15,28,4,3,242,0,3,22,6,0,4,0,0,0,39,2745,1141,1412,1478,1325,1047,831,464,146,10591
POA6036,3955,2583,2283,2438,2497,1534,932,387,80,16686,0,5,5,5,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,28,56,54,30,24,8,15,0,4,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,58,56,30,29,16,19,0,3,236,30,60,57,30,32,23,19,7,3,252,0,5,3,3,5,9,0,0,0,24,3987,2650,2350,2475,2531,1560,951,391,78,16965
POA6037,861,340,392,428,520,460,340,176,30,3542,0,0,4,4,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,9,0,6,5,9,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,9,0,5,10,12,0,0,66,8,13,10,9,5,13,15,0,0,78,0,0,6,0,0,0,0,0,0,11,864,356,408,434,528,469,356,177,30,3630
POA6038,2672,1127,1892,1622,1151,652,387,141,35,9674,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,32,25,30,21,11,18,14,12,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,25,30,24,16,18,14,12,0,169,33,24,33,26,16,20,13,8,0,178,0,0,5,0,0,6,4,0,0,14,2711,1154,1928,1652,1166,668,400,146,39,9867
POA6041,230,139,100,135,212,212,248,120,15,1408,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,6,7,6,15,9,4,71,0,8,19,8,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,27,16,9,6,15,9,4,102,7,13,27,20,9,6,15,13,5,112,0,7,9,0,0,0,6,0,0,18,234,154,139,153,223,213,266,129,25,1536
POA6042,8,3,6,7,7,18,37,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,8,3,6,5,12,18,42,9,0,105
POA6043,5,9,17,5,34,44,54,24,3,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,4,0,0,24,4,4,0,0,0,7,5,0,0,24,0,0,0,0,0,0,0,0,0,0,10,16,17,3,37,55,63,28,3,220
POA6044,115,82,139,104,139,194,218,109,33,1123,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,8,15,3,16,17,18,4,0,85,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,20,6,19,20,23,4,0,102,6,12,20,6,19,20,23,11,0,112,0,0,13,9,0,0,3,0,0,24,120,88,167,122,160,218,246,118,33,1266
POA6050,2170,1871,2215,2020,1934,1755,1430,953,684,15029,4,4,5,7,9,4,0,3,0,35,4,0,5,0,0,0,0,0,0,12,0,8,3,4,0,0,5,0,0,29,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,51,58,61,42,42,42,51,49,28,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,51,66,78,51,42,46,60,51,27,480,56,70,81,58,50,48,58,54,28,517,0,4,4,0,5,5,3,4,0,31,2226,1947,2307,2084,1986,1807,1496,1016,708,15576
POA6051,1687,1249,2978,2314,1469,1169,998,428,113,12408,0,0,3,0,5,7,0,0,0,25,0,0,0,0,0,0,0,0,0,13,0,0,5,4,5,0,0,0,0,12,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,31,53,75,57,41,28,25,12,4,318,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,82,61,46,31,30,12,4,354,33,57,79,66,52,34,36,13,4,380,0,0,7,5,4,10,3,0,0,34,1720,1311,3066,2385,1526,1213,1038,443,120,12817
POA6052,1983,1205,1521,1768,1533,1374,965,480,229,11057,0,0,5,0,0,11,0,0,0,12,0,0,0,0,0,4,0,0,0,5,0,0,4,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,30,19,17,15,17,14,3,185,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,52,36,24,22,19,20,14,3,207,16,52,40,24,22,28,22,11,3,220,4,0,8,3,0,0,0,0,0,17,2004,1259,1561,1791,1552,1398,988,491,236,11294
POA6053,2576,1403,2207,2311,1991,1681,1255,708,413,14551,0,0,4,0,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,38,48,56,39,38,28,34,25,18,321,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,48,65,39,46,34,44,25,18,348,43,48,66,42,45,38,44,26,18,363,0,0,0,6,0,0,0,0,0,16,2614,1456,2277,2357,2038,1724,1301,736,431,14933
POA6054,3656,2158,2781,2911,2675,2517,1965,1041,389,20079,5,4,4,3,3,3,8,0,0,33,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,76,54,42,59,45,22,20,13,398,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,76,59,46,63,48,28,19,13,425,75,79,65,51,68,54,34,20,15,466,0,3,5,3,5,10,12,4,0,33,3730,2240,2844,2965,2745,2586,2009,1060,404,20579
POA6055,7587,3241,6166,5523,3373,2516,1609,716,225,30954,9,3,3,7,5,7,3,0,4,47,0,0,3,0,0,6,0,0,0,10,0,0,4,0,0,3,4,3,0,21,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,4,3,0,0,11,110,107,116,78,54,68,59,28,7,626,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,110,108,123,80,61,89,74,32,7,687,122,116,131,88,68,91,78,34,10,740,8,3,10,5,4,25,17,3,0,84,7714,3358,6304,5621,3448,2633,1710,753,238,31772
POA6056,6810,4735,5205,4877,5121,4972,3992,2321,900,38943,7,14,9,3,6,11,19,14,5,81,0,3,0,0,3,0,0,0,0,15,0,0,0,3,0,3,3,0,0,17,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,15,193,269,273,280,256,178,130,113,76,1772,0,0,0,0,0,3,3,4,0,7,0,0,0,4,0,3,5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,268,280,288,264,193,145,123,79,1847,202,282,290,293,279,205,164,136,83,1932,9,11,13,14,12,9,6,8,0,74,7027,5023,5513,5181,5408,5192,4161,2466,992,40950
POA6057,3058,1880,2103,2079,2040,2004,1488,872,299,15831,9,0,0,4,0,4,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,39,40,26,32,23,15,9,290,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,69,43,44,23,40,24,9,9,309,56,71,44,44,25,45,24,14,9,334,0,0,3,0,0,7,5,0,0,18,3125,1957,2147,2127,2072,2054,1510,890,310,16183
POA6058,2433,1418,1739,1838,1531,1397,1298,638,258,12540,0,0,0,0,0,6,3,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,5,57,51,53,55,51,59,30,15,4,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,57,52,58,54,58,59,40,17,4,405,57,54,59,57,63,67,46,17,4,419,0,7,3,0,0,0,0,0,0,10,2493,1473,1799,1900,1587,1462,1340,651,262,12967
POA6059,3667,2713,2825,2994,3189,2943,2430,1799,780,23340,0,0,7,0,7,7,6,8,0,35,4,4,0,3,4,0,0,0,0,13,0,0,4,0,6,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,39,51,89,54,53,45,25,17,12,374,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,93,53,56,55,30,18,12,407,46,58,91,54,60,60,39,24,12,442,6,7,0,3,6,11,8,0,0,40,3714,2775,2916,3054,3258,3014,2483,1827,793,23827
POA6060,3493,2279,5221,4154,2901,2500,1933,1193,747,24411,0,0,5,4,0,7,5,3,0,21,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,59,57,107,61,41,66,35,16,10,444,0,0,0,4,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,59,62,117,69,41,72,40,22,10,472,59,62,119,72,44,76,41,24,11,491,0,4,9,4,4,7,3,4,0,44,3548,2342,5354,4229,2948,2580,1978,1218,757,24948
POA6061,7952,4728,8120,6509,4209,3782,2808,1495,523,40120,17,3,11,6,11,0,11,7,0,72,0,0,0,5,3,0,0,0,0,7,3,0,0,3,6,4,3,0,0,19,0,0,4,6,0,4,0,0,0,10,6,0,0,0,0,0,0,0,0,5,88,112,173,119,93,61,53,19,12,738,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,119,177,128,99,71,64,23,12,785,115,126,187,136,114,72,71,30,14,855,5,5,18,5,12,26,7,0,0,88,8075,4861,8326,6650,4336,3882,2882,1524,534,41071
POA6062,5425,3694,4891,4521,3993,3815,3482,2184,832,32850,5,0,3,5,3,6,8,9,0,39,3,0,0,5,5,0,0,0,0,21,0,5,4,0,4,5,4,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,68,98,96,78,75,72,41,23,20,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,101,96,91,81,75,41,24,21,620,79,103,108,97,87,84,49,37,21,659,3,0,9,8,5,13,12,4,0,62,5501,3803,5003,4624,4085,3917,3549,2227,858,33569
POA6063,3111,1945,1954,2094,1837,1778,1173,435,127,14448,3,5,3,0,0,0,3,3,3,21,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,57,49,40,24,10,16,4,0,260,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,49,64,47,50,28,15,21,4,0,280,53,64,53,52,28,16,26,10,3,302,0,0,3,0,5,7,7,0,0,27,3161,2010,2011,2149,1872,1799,1203,452,130,14781
POA6064,5835,4022,3987,3992,3827,3682,2799,1432,483,30045,6,10,5,4,4,6,9,5,0,42,0,0,0,3,0,0,3,0,0,14,0,0,0,6,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,68,81,93,77,68,47,50,19,13,516,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,75,83,102,80,72,51,60,24,13,556,78,93,108,82,74,55,68,25,13,592,6,4,7,10,7,14,11,0,0,55,5918,4117,4100,4082,3903,3753,2878,1455,491,30698
POA6065,15275,8280,8559,10601,8963,6286,4521,2441,885,65799,3,3,0,0,3,0,11,11,3,39,0,0,4,4,4,7,0,0,0,15,0,0,3,0,0,8,0,0,0,9,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,3,3,0,4,133,197,155,130,78,81,83,42,18,916,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,135,203,159,129,84,92,98,43,21,971,137,200,166,134,87,92,110,57,30,1012,12,10,8,9,8,19,23,10,5,102,15423,8497,8738,10740,9055,6400,4658,2504,911,66918
POA6066,3502,2535,2239,2138,2389,2671,1478,638,191,17771,0,8,0,3,7,13,5,3,0,26,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,51,62,33,29,24,19,13,3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,53,71,33,32,26,16,21,3,291,41,55,69,43,33,34,25,21,3,319,0,5,3,0,0,12,6,0,0,22,3540,2596,2307,2182,2429,2708,1502,652,192,18115
