POA_CODE_2021,P_Sol_sp_En_Tot_2011_2015,P_Sol_sp_En_Tot_2016,P_Sol_sp_En_Tot_2017,P_Sol_sp_En_Tot_2018,P_Sol_sp_En_Tot_2019,P_Sol_sp_En_Tot_2020,P_Sol_sp_En_Tot_2021,P_Sol_sp_En_Tot_Yr_arr_ns,P_Sol_sp_En_Tot_YoA_Tot,P_LanProf_En_ns_B_2005,P_LanProf_En_ns_2005_2010,P_LanProf_En_ns_2011_2015,P_LanProf_En_ns_2016,P_LanProf_En_ns_2017,P_LanProf_En_ns_2018,P_LanProf_En_ns_2019,P_LanProf_En_ns_2020,P_LanProf_En_ns_2021,P_LanProf_En_ns_Yr_arr_ns,P_LanProf_En_ns_Tot,P_Tot_B_2005,P_Tot_2005_2010,P_Tot_2011_2015,P_Tot_2016,P_Tot_2017,P_Tot_2018,P_Tot_2019,P_Tot_2020,P_Tot_2021,P_Tot_Yr_arrival_ns,P_Tot_YoA_Tot
POA6323,4,0,0,0,3,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,178,18,13,0,0,3,3,0,0,7,227
POA6324,36,16,10,4,23,8,5,9,201,0,0,0,0,0,0,0,0,0,10,10,436,75,63,14,14,11,22,8,5,36,685
POA6326,0,0,0,0,4,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,58,14,10,0,0,0,4,4,0,11,88
POA6327,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,40
POA6328,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,34,4,3,4,5,0,0,3,0,3,56
POA6330,405,103,62,87,88,25,41,29,1840,17,0,0,0,0,0,0,0,0,90,108,4547,1095,702,156,96,125,154,46,63,296,7289
POA6333,30,6,12,3,9,3,0,3,178,7,0,0,0,0,0,0,0,0,6,16,1119,104,73,9,19,10,17,16,0,69,1425
POA6335,26,4,8,3,7,3,0,0,58,0,0,0,0,0,0,0,0,0,0,0,45,21,30,4,11,3,7,3,0,0,133
POA6336,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,0,0,0,0,0,4,33
POA6337,0,0,0,6,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,10,5,3,0,0,57
POA6338,5,0,0,0,4,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,64,11,13,0,0,0,4,5,0,0,99
POA6341,6,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,17,6,7,0,0,0,0,0,0,0,34
POA6343,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,18
POA6346,24,0,6,5,3,16,0,3,97,0,0,0,0,0,0,0,0,0,0,0,131,61,47,0,10,17,17,15,0,11,311
POA6348,8,0,5,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,113,36,30,0,16,7,10,7,5,18,238
POA6350,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,0,0,0,5,31
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,13
POA6353,6,0,0,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,40,12,23,6,3,0,3,0,0,7,97
POA6355,6,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,24,10,14,4,0,0,0,5,0,0,63
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,0,0,0,0,17
POA6357,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,5
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
POA6359,4,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,52,23,13,4,0,4,6,0,0,6,116
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6365,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,3,3,0,0,0,4,0,0,5,49
POA6367,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,7,5,0,0,0,3,0,0,3,41
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
POA6369,6,4,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,29,17,12,5,0,4,0,0,0,5,68
POA6370,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,27
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,16
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
POA6375,4,0,7,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,57,17,9,6,5,3,7,0,0,3,102
POA6383,0,0,5,7,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,68,8,0,0,4,5,8,0,0,0,91
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
POA6390,20,3,0,0,0,0,4,3,81,0,0,0,0,0,0,0,0,0,0,0,179,73,58,4,0,0,7,5,7,19,344
POA6391,7,0,0,4,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,47,16,19,0,0,3,8,4,0,4,115
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,7,0,0,0,0,0,0,0,44
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10
POA6394,0,0,0,0,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,27,3,3,0,0,0,3,5,0,0,39
POA6395,19,9,0,8,3,6,4,0,74,0,0,0,0,0,0,0,0,0,6,6,94,24,39,17,6,16,6,6,8,11,221
POA6396,5,0,0,0,3,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,36,13,6,0,0,0,7,0,0,4,78
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
POA6398,5,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,93,5,4,6,0,0,3,0,0,4,118
POA6401,102,19,9,16,17,12,5,9,361,9,0,0,0,0,0,0,0,0,312,313,707,155,180,28,11,18,25,15,8,353,1499
POA6403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,20
POA6405,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,9,3,0,0,0,0,0,0,0,40
POA6407,28,7,4,3,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,56,10,40,8,8,3,8,5,4,7,143
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,7,0,0,0,0,0,0,0,44
POA6410,5,12,0,4,6,5,0,0,44,0,0,0,0,0,0,0,0,0,0,0,66,4,12,11,0,3,6,6,0,5,110
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,0,0,0,0,0,17
POA6412,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,8
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,11
POA6415,26,18,9,6,4,4,0,12,112,0,0,0,0,0,0,0,0,0,0,0,186,37,41,21,6,5,9,3,0,14,334
POA6418,8,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,60,11,11,0,0,0,0,0,0,0,81
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10
POA6420,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10
POA6421,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9
POA6422,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
POA6423,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,39,10,6,0,0,0,0,0,0,0,63
POA6424,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,10
POA6426,19,0,7,9,14,7,0,0,103,0,0,0,0,0,0,0,0,0,0,0,126,60,39,4,3,11,18,4,0,13,295
POA6427,6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,21,15,9,0,0,0,0,0,0,0,58
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6429,18,3,0,0,4,0,0,0,82,0,0,0,0,0,0,0,0,0,0,3,100,64,39,3,5,5,11,4,3,11,250
POA6430,751,111,138,170,234,108,55,45,2603,4,8,0,0,0,0,0,0,0,14,28,1738,1374,1351,171,207,288,340,156,69,125,5816
POA6431,28,6,4,4,5,0,0,4,77,0,0,0,0,0,0,0,0,0,0,0,111,58,57,7,4,11,10,4,0,10,276
POA6432,91,19,22,30,43,11,13,9,445,0,0,0,0,0,0,0,0,0,15,15,491,313,244,36,35,49,52,15,18,40,1302
POA6434,6,0,3,3,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,28,27,18,3,3,3,7,0,0,0,93
POA6436,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,24,9,7,0,4,0,3,0,0,0,40
POA6437,32,7,8,5,3,0,0,0,103,0,0,0,0,0,0,0,0,0,0,4,126,105,60,10,13,14,14,7,3,9,359
POA6438,15,3,4,4,7,0,5,3,87,0,0,0,0,0,0,0,0,0,0,0,100,54,39,13,12,5,15,4,9,16,262
POA6440,30,0,10,7,8,3,0,4,187,0,0,4,0,0,0,0,0,0,0,9,288,168,82,17,17,16,24,8,4,15,629
POA6442,24,0,6,0,6,0,0,6,96,0,0,0,0,0,0,0,0,0,0,0,230,103,69,3,13,5,13,5,0,19,473
POA6443,3,0,3,3,6,0,0,6,59,0,0,0,0,0,0,0,0,0,0,3,132,37,18,5,3,10,17,0,5,8,238
POA6445,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,18
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA6447,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,4,0,0,0,21
POA6448,6,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,44
POA6450,105,17,23,20,55,24,6,12,458,0,0,0,0,0,0,0,0,0,0,3,993,268,219,34,41,36,86,34,4,63,1777
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,54,10,4,3,0,0,0,0,0,0,77
POA6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,3,0,0,0,0,0,0,0,40
POA6462,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,9
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4
POA6466,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,11
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6468,12,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,12,5,0,0,0,0,0,0,38
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
POA6472,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,14
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6475,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,6,0,0,0,0,3,45
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6477,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,0,0,0,0,0,27
POA6479,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,34,6,9,0,0,0,0,0,0,8,59
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
POA6485,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,46,0,6,0,3,0,5,0,0,0,65
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,22
POA6489,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,0,4,15
POA6490,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,21
POA6501,5,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,127,24,21,0,0,0,7,0,0,11,199
POA6502,12,0,4,0,0,0,0,5,41,0,0,0,0,0,0,0,0,0,0,3,168,25,21,0,4,7,7,0,0,14,237
POA6503,28,5,4,19,56,11,49,18,253,0,0,0,0,0,0,0,0,0,0,4,262,80,50,9,6,27,53,12,50,23,586
POA6504,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,22,5,6,0,0,0,0,0,0,4,43
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,15
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11
POA6507,4,0,4,3,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,49,17,14,0,0,3,5,3,0,0,96
POA6509,12,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,5,5,15,0,0,0,0,0,0,0,30
POA6510,10,3,0,0,3,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,123,47,19,3,3,0,11,3,0,7,218
POA6511,4,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,54,6,5,4,0,0,6,0,0,4,86
POA6512,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,11
POA6513,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16
POA6514,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,71,4,7,0,0,0,0,0,0,3,85
POA6515,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,4,5,0,0,0,0,0,0,0,36
POA6516,8,3,3,0,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,195,23,24,11,0,6,6,0,0,19,291
POA6517,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,9,11,0,0,0,0,0,0,4,49
POA6518,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,4,7,0,0,0,6,0,0,4,37
POA6519,5,0,0,0,8,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,39,10,14,0,0,0,5,0,0,6,81
POA6521,0,0,0,0,12,11,0,0,36,0,0,0,0,0,0,0,0,0,0,4,39,6,0,0,0,0,11,10,0,3,85
POA6522,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,28,8,8,0,0,0,0,0,0,0,40
POA6525,12,4,0,5,4,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,386,41,26,8,4,7,3,5,0,25,504
POA6528,5,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,45,14,8,0,0,0,0,0,5,5,75
POA6530,498,89,82,75,77,64,34,28,1819,15,0,0,0,0,0,0,0,0,16,31,2527,864,816,119,140,112,104,88,42,134,4940
POA6532,41,0,3,8,7,7,4,3,197,3,0,0,0,0,0,0,0,0,0,5,565,145,141,13,15,9,9,9,7,25,931
POA6535,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,145,21,6,0,4,0,0,6,0,10,197
POA6536,9,0,4,0,5,4,0,0,52,0,0,0,0,0,0,0,0,0,0,0,331,45,22,4,8,0,12,6,0,17,440
POA6537,33,4,9,19,22,3,0,9,153,0,0,0,0,0,0,0,0,0,0,4,310,65,56,14,12,32,34,7,0,33,566
POA6556,8,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,279,55,44,4,4,3,3,8,0,6,413
POA6558,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,365,365,119,40,9,9,0,0,0,4,0,371,548
POA6560,3,0,0,5,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,178,29,20,3,5,5,0,0,0,8,248
POA6562,0,0,0,0,3,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,169,25,13,0,0,0,3,5,0,8,224
POA6564,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,47,6,10,0,0,0,0,0,0,6,73
POA6566,13,0,0,0,3,0,0,3,70,4,0,0,0,0,0,0,0,0,0,4,517,69,43,0,7,7,3,7,0,27,672
POA6567,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,84,6,10,0,4,0,0,0,0,10,107
POA6568,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,16
POA6569,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,28,8,6,0,0,0,0,0,0,0,42
POA6571,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,0,0,0,11
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
POA6574,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,11
POA6603,14,0,8,0,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,0,77,18,17,0,8,3,3,4,0,7,142
POA6605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6606,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,12
POA6608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6
POA6609,38,0,5,14,8,6,3,0,95,0,0,0,0,0,0,0,0,0,0,0,55,11,56,8,6,16,10,4,3,3,180
POA6612,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15
POA6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6620,22,0,5,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,79,45,29,0,5,0,5,3,0,8,178
POA6623,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,33,3,6,0,0,0,0,0,0,3,51
POA6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
POA6627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6630,0,3,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,54,11,10,3,0,0,5,0,0,0,83
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9
POA6635,7,3,0,0,3,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,59,28,17,5,3,0,6,0,4,8,128
POA6638,13,0,4,0,8,5,0,0,47,0,0,0,0,0,0,0,0,0,0,3,106,38,29,6,5,4,11,8,0,9,208
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,4,0,0,0,0,0,0,0,34
POA6640,11,0,0,0,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,0,74,26,27,0,0,0,9,0,0,11,147
POA6642,21,5,4,14,27,6,8,5,171,0,0,0,0,0,0,0,0,0,0,0,185,94,57,11,4,22,46,6,7,7,436
POA6646,18,0,4,0,6,0,0,0,74,0,0,0,0,0,0,0,0,0,0,6,98,43,44,3,4,7,13,0,0,7,226
POA6701,81,26,20,35,57,18,7,14,547,5,0,0,0,0,0,0,0,0,0,8,1043,153,147,39,37,50,67,21,7,60,1627
POA6705,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,33,9,5,0,0,3,0,0,0,0,48
POA6707,35,7,14,32,36,21,0,4,234,0,0,0,0,0,0,0,0,0,0,6,772,136,121,30,19,53,73,38,15,39,1285
POA6710,8,4,3,0,11,0,0,4,96,0,0,0,0,0,0,0,0,0,0,3,215,66,54,5,9,5,15,5,5,17,394
POA6712,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,3,5,0,0,0,0,0,0,0,38
POA6713,4,0,3,0,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,114,28,21,0,6,3,8,0,0,6,195
POA6714,545,123,92,96,126,71,20,44,1903,3,0,0,0,0,0,0,0,0,4,12,1528,1034,994,155,130,132,185,103,36,98,4396
POA6716,55,5,7,5,6,5,0,4,184,0,0,0,0,0,0,0,0,0,0,0,248,127,114,7,10,8,20,10,3,4,558
POA6718,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10,10,20,15,9,4,0,0,0,0,0,15,57
POA6720,38,7,0,8,15,0,3,0,172,0,3,0,0,0,0,0,0,0,0,0,261,115,74,10,4,14,20,0,7,6,523
POA6721,85,17,16,20,44,11,3,4,402,0,0,0,0,0,0,0,0,0,0,0,514,262,211,22,38,40,65,19,10,22,1213
POA6722,344,68,62,82,98,26,4,16,1201,0,0,0,0,0,0,6,0,0,10,8,751,632,621,103,81,113,146,54,19,76,2595
POA6725,143,30,43,29,149,55,19,22,799,0,0,0,0,0,0,3,0,0,4,12,1262,377,291,46,66,48,196,64,18,86,2460
POA6726,104,18,13,38,53,23,0,8,424,5,0,0,0,0,0,0,0,0,0,3,869,197,225,33,25,50,73,35,0,42,1547
POA6728,52,7,12,21,21,13,9,0,206,6,0,0,0,0,0,0,0,0,10,15,347,108,91,12,19,29,34,17,7,27,701
POA6740,6,4,7,3,6,5,0,0,61,0,0,0,0,0,0,0,0,0,0,0,143,34,35,3,14,5,4,8,0,0,248
POA6743,84,20,14,39,71,28,20,17,447,6,0,0,0,0,0,0,0,0,0,5,733,183,204,37,24,57,106,50,32,35,1467
POA6751,130,23,19,31,46,15,4,6,561,0,4,3,0,0,0,0,0,0,0,9,759,433,321,39,38,52,92,31,4,37,1790
POA6753,296,36,49,53,73,41,13,22,1147,3,5,0,0,0,0,7,0,0,0,18,1161,794,634,57,78,82,149,58,26,83,3127
POA6754,23,4,3,9,6,0,3,0,108,0,0,0,0,0,0,0,0,0,0,0,123,78,55,11,7,6,12,5,4,11,312
POA6758,51,4,11,9,5,0,0,0,183,0,0,0,0,0,0,0,0,0,0,3,187,141,104,10,18,11,16,7,3,15,516
POA6760,27,4,3,0,15,4,0,6,132,0,0,0,0,0,0,0,0,0,0,0,177,91,85,11,10,4,27,8,0,15,424
POA6762,11,5,5,9,9,0,0,5,72,0,0,0,0,0,0,0,0,0,0,0,102,70,37,12,10,16,6,6,3,9,257
POA6765,17,5,4,13,17,8,3,0,79,0,0,0,0,0,0,0,0,0,0,0,65,29,32,6,8,15,21,13,3,6,192
POA6770,18,3,10,6,16,5,5,3,121,0,0,0,0,0,0,0,0,0,0,0,261,48,47,5,9,17,20,3,8,17,439
