POA_CODE_2021,Neg_Nil_Inc_Family_hholds,Neg_Nil_Inc_Non_fam_household,Neg_Nil_Inc_Tot,1_149_Family_hholds,1_149_NonFamHholds,1_149_Tot,150_299_Family_hholds,150_299_NonFamHholds,150_299_Tot,300_399_Family_hholds,300_399_NonFamHholds,300_399_Tot,400_499_Family_hholds,400_499_NonFamHholds,400_499_Tot,500_649_Family_hholds,500_649_NonFamHholds,500_649_Tot,650_799_Family_hholds,650_799_NonFamHholds,650_799_Tot,800_999_Family_hholds,800_999_NonFamHholds,800_999_Tot,1000_1249_Family_hholds,1000_1249_NonFamHholds,1000_1249_Tot,1250_1499_Family_hholds,1250_1499_NonFamHholds,1250_1499_Tot,1500_1749_Family_hholds,1500_1749_NonFamHholds,1500_1749_Tot,1750_1999_Family_hholds,1750_1999_NonFamHholds,1750_1999_Tot,2000_2499_Family_hholds,2000_2499_NonFamHholds,2000_2499_Tot,2500_2999_Family_hholds,2500_2999_NonFamHholds,2500_2999_Tot,3000_3499_Family_hholds,3000_3499_NonFamHholds,3000_3499_Tot,3500_3999_Family_hholds,3500_3999_NonFamHholds,3500_3999_Tot,4000orMore_Family_hholds,4000orMore_NonFamHholds,4000orMore_Tot,Part_Inc_st_Family_hholds,Part_Inc_st_NonFamHholds,Part_Inc_stated_Tot,All_Inc_NS_Family_hh,All_Inc_NS_NonFamily_hh,All_Inc_NS_Tot,Tot_Family_hholds,Tot_NonFamHholds,Tot_Tot
POA6151,60,136,195,14,40,58,22,71,95,19,113,132,43,226,270,58,236,288,105,146,249,117,178,298,167,255,428,256,216,475,172,219,388,202,179,381,426,355,778,331,32,359,334,108,444,262,17,282,1488,243,1733,330,84,410,38,71,109,4449,2926,7373
POA6152,68,132,195,26,53,81,41,120,162,29,226,258,99,460,562,124,374,497,248,231,484,247,291,534,306,310,616,353,272,625,287,271,558,300,208,505,685,385,1066,571,59,626,554,108,665,356,22,375,1807,175,1984,497,120,624,46,89,139,6641,3916,10562
POA6153,73,75,155,37,32,66,32,59,92,23,118,141,67,238,302,57,207,263,173,157,330,179,169,350,257,188,436,300,165,469,233,147,380,251,112,362,522,223,738,419,30,448,445,65,509,311,17,331,2138,170,2306,435,41,468,39,44,85,5994,2252,8249
POA6154,22,43,66,17,21,38,3,33,44,7,69,76,39,194,238,37,120,155,110,79,189,119,91,213,127,95,215,172,45,221,94,66,163,117,58,180,278,110,384,237,15,252,253,26,280,174,7,183,753,41,791,229,26,247,18,54,65,2815,1191,4006
POA6155,153,104,253,60,45,104,55,72,129,76,127,201,172,328,503,187,229,412,513,146,663,510,212,716,698,217,912,817,186,1003,717,134,854,720,136,856,1714,239,1957,1504,23,1527,1353,47,1403,907,14,921,2601,82,2679,1348,55,1402,96,71,167,14198,2471,16676
POA6156,50,79,132,33,30,58,19,75,89,20,139,162,78,310,388,86,211,294,159,130,295,149,137,286,207,151,357,222,127,353,166,139,302,201,88,293,461,187,650,395,20,418,423,50,472,311,9,319,1380,82,1463,401,26,430,41,62,99,4806,2038,6848
POA6157,26,62,91,17,28,47,13,85,97,11,125,140,57,354,413,50,225,279,170,155,322,132,176,305,203,181,390,190,173,366,147,146,298,154,120,270,396,214,614,368,21,389,366,50,413,253,8,263,912,69,981,323,30,351,29,65,88,3833,2286,6116
POA6158,17,33,48,8,13,21,0,35,34,4,45,49,20,106,125,28,86,116,61,63,125,53,60,107,81,63,143,113,73,186,72,58,128,76,43,116,179,90,269,131,8,144,159,23,190,118,0,120,731,56,787,184,19,204,13,22,33,2058,900,2955
POA6159,7,21,28,6,11,15,5,29,34,0,43,45,5,69,76,12,45,54,31,39,69,21,36,54,47,39,84,51,36,85,31,29,57,42,39,81,87,56,148,81,11,87,87,26,117,57,3,61,372,97,475,94,15,103,5,26,30,1032,668,1706
POA6160,17,59,72,11,24,31,8,91,100,8,140,155,26,233,263,24,144,168,87,95,180,88,141,226,98,156,252,91,146,237,84,126,211,97,131,224,218,234,449,174,27,199,180,74,257,131,11,138,586,126,715,192,68,261,11,91,103,2137,2103,4242
POA6161,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,17,22,0,10,10,0,17,17,0,10,6,4,4,7,13,17,26,5,8,13,3,4,5,0,8,6,0,14,16,0,5,7,0,22,22,24,154,181
POA6162,31,56,86,9,28,35,21,69,97,22,141,164,50,263,306,53,146,204,125,118,243,144,115,252,161,136,295,164,111,276,130,61,195,139,79,218,293,164,448,260,33,291,279,54,339,200,4,208,769,87,855,277,72,345,29,51,78,3153,1768,4921
POA6163,143,245,388,70,87,156,82,267,345,99,533,629,273,1240,1510,279,673,946,891,410,1308,733,563,1300,845,635,1478,914,498,1416,775,466,1241,768,372,1144,1786,609,2392,1384,80,1465,1209,162,1373,811,36,850,2170,189,2363,1289,208,1498,136,239,372,14659,7517,22179
POA6164,117,138,252,57,54,104,56,119,172,74,211,286,173,527,703,224,297,525,593,270,858,628,350,980,764,503,1265,959,489,1448,868,424,1287,966,332,1298,2498,567,3068,2120,82,2204,1941,149,2089,1293,30,1319,2881,165,3050,1718,142,1860,103,138,246,18032,4984,23016
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,6,6,13,23,39
POA6166,45,49,95,7,15,19,13,27,48,15,65,74,47,133,176,51,88,140,154,68,223,101,62,162,134,71,211,136,63,202,116,62,181,131,57,191,364,72,436,310,7,318,281,15,295,202,3,204,602,34,644,271,11,283,36,38,65,3030,940,3969
POA6167,58,90,146,22,32,55,38,109,144,52,224,281,127,481,609,190,284,469,423,169,588,402,260,665,425,300,725,509,231,739,441,226,667,442,144,586,887,224,1112,725,30,759,553,45,596,331,13,338,517,47,563,761,73,835,74,119,193,6981,3084,10066
POA6168,76,128,209,22,50,72,44,138,181,49,333,390,149,811,956,178,557,733,530,283,816,469,354,826,498,365,862,495,266,761,378,220,596,354,170,528,678,238,918,529,27,551,371,58,433,211,11,218,441,67,511,649,72,718,94,181,278,6221,4338,10557
POA6169,109,117,229,42,46,86,45,134,177,52,294,345,182,674,855,255,444,699,641,264,906,588,308,892,617,345,957,655,279,935,554,246,802,540,155,694,1156,278,1437,821,35,850,695,64,758,419,13,429,920,64,986,1101,72,1170,103,136,243,9508,3950,13459
POA6170,24,26,51,14,15,23,9,27,39,24,37,62,41,96,135,87,59,148,155,52,205,161,96,252,226,127,358,283,130,409,296,107,407,320,84,407,710,133,842,513,19,531,402,24,426,240,7,249,454,22,474,568,42,605,29,33,62,4544,1142,5682
POA6171,68,69,137,26,21,42,29,46,77,32,97,130,91,233,327,168,217,391,419,139,553,367,167,535,432,238,669,524,230,755,520,210,729,582,166,749,1372,277,1647,1045,39,1083,936,72,1005,645,4,653,1266,61,1322,1428,73,1503,91,65,159,10039,2421,12459
POA6172,24,27,42,11,7,18,18,27,45,24,46,71,43,142,184,71,76,143,200,57,256,185,57,244,175,77,249,214,59,275,204,56,264,201,39,237,464,97,566,379,9,387,341,16,356,162,5,167,392,15,412,487,30,518,47,24,70,3629,875,4501
POA6173,23,19,44,9,3,18,8,13,16,13,23,38,31,45,71,35,27,72,102,30,128,93,34,128,124,42,167,128,37,160,127,39,170,159,27,188,402,88,490,355,8,362,379,26,396,249,3,250,630,17,651,498,14,514,30,9,33,3379,503,3888
POA6174,14,17,30,6,3,3,8,12,23,5,18,27,27,53,79,45,27,73,57,23,78,66,28,100,69,49,119,84,53,136,78,34,115,90,42,132,204,49,252,158,8,167,106,13,117,76,0,80,174,10,183,209,14,224,17,10,26,1499,467,1964
POA6175,9,11,17,0,0,4,3,6,9,0,9,12,13,30,45,15,25,43,45,17,62,51,11,65,43,12,59,56,11,69,59,21,80,49,21,75,129,37,167,97,0,96,115,7,118,74,0,75,175,6,179,157,4,164,3,3,9,1109,229,1339
POA6176,0,0,0,0,0,3,0,0,3,4,0,6,10,4,9,5,0,16,24,6,28,20,10,32,19,13,30,34,8,46,33,14,50,34,11,46,90,8,99,70,0,66,45,5,50,27,0,27,64,0,63,89,4,92,3,5,3,569,100,670
POA6180,6,25,35,4,7,11,0,6,9,9,36,44,19,69,88,47,42,91,110,30,138,103,30,133,104,41,148,125,40,166,75,30,109,94,10,106,243,53,301,162,5,168,151,11,155,101,8,105,191,13,204,263,11,274,27,10,38,1838,467,2305
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,4,3,4,0,4,3,4,4,5,4,3,5,4,4,7,0,7,9,0,5,9,0,12,17,0,17,16,0,16,9,0,9,27,0,32,24,0,24,5,0,3,137,13,154
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,4,0,4,0,0,0,3,7,8,0,4,3,6,5,9,7,9,13,9,6,10,14,4,17,19,8,22,16,4,18,6,5,8,27,3,24,40,6,44,31,3,34,33,0,33,21,0,18,40,0,48,61,3,61,5,0,6,330,60,384
POA6208,35,43,77,15,26,36,21,55,76,27,98,123,77,289,361,90,170,262,367,106,473,220,111,328,252,90,345,244,60,300,172,61,227,177,39,215,357,90,447,278,8,286,232,29,262,122,5,129,304,35,339,482,26,507,52,71,121,3533,1406,4938
POA6209,11,7,18,3,0,7,0,9,11,4,34,37,14,54,68,7,50,55,53,8,61,37,22,58,29,15,51,31,5,40,18,11,30,22,8,31,38,14,55,43,0,43,30,3,32,21,0,21,69,4,71,67,8,75,13,12,19,505,271,779
POA6210,269,352,625,102,118,223,113,390,513,141,764,906,434,2033,2466,594,1343,1943,1846,751,2593,1540,752,2297,1537,703,2246,1524,455,1978,946,424,1365,997,325,1315,2055,588,2643,1474,57,1531,1273,146,1419,766,24,788,2017,205,2222,2432,140,2573,276,437,714,20340,10017,30354
POA6211,39,33,72,13,10,28,11,21,37,19,53,67,66,138,204,61,84,145,219,36,255,143,51,195,163,63,219,175,32,205,96,35,132,122,41,164,231,51,280,188,6,188,181,15,189,80,0,83,262,17,277,344,4,349,29,24,60,2431,712,3143
POA6213,5,5,5,0,4,6,0,4,4,0,10,8,5,13,13,3,8,13,12,8,17,12,0,13,11,8,17,5,3,11,9,0,6,10,0,11,27,8,35,12,0,16,10,0,12,3,4,8,21,4,21,20,0,25,5,3,6,171,93,261
POA6214,3,0,8,0,0,0,0,0,3,0,7,7,3,5,14,7,3,5,5,4,7,8,3,8,7,0,10,15,3,20,7,0,8,4,0,3,20,3,17,20,0,20,13,0,18,6,0,6,29,5,33,38,0,38,5,0,5,192,42,236
POA6215,17,18,39,11,7,20,9,21,29,11,46,50,17,101,118,27,52,79,99,24,122,74,38,107,73,41,105,74,16,95,43,23,66,52,22,79,105,46,154,88,0,90,74,11,79,40,0,40,110,23,135,155,5,162,23,37,55,1101,525,1629
POA6218,0,0,0,0,0,0,3,3,0,4,11,8,4,11,17,5,3,10,21,4,25,10,14,20,12,7,23,6,3,11,7,4,7,8,0,10,17,3,21,10,0,10,3,0,3,0,0,0,11,0,16,23,0,23,0,6,6,148,60,211
POA6219,0,0,9,0,0,0,0,0,3,0,4,3,0,10,9,7,0,11,17,6,23,10,8,15,8,0,10,8,4,16,10,0,10,8,0,12,24,5,27,19,0,19,9,0,9,6,0,6,14,3,17,12,0,12,0,4,3,172,47,215
POA6220,21,11,33,3,6,8,4,14,20,5,41,48,30,116,143,16,46,67,77,29,99,69,34,106,58,43,103,97,23,124,62,33,95,64,19,84,159,25,180,118,3,127,64,7,68,53,3,53,108,19,122,123,3,130,13,31,48,1150,509,1657
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,0,3,0,0,0,4,0,4,4,3,11,3,4,6,5,0,3,6,0,6,3,0,6,6,0,6,4,3,7,5,0,5,9,4,15,12,0,13,0,0,5,69,26,101
POA6223,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,5,0,0,0,0,5,6,5,3,3,5,0,0,0,0,0,0,0,0,3,0,3,5,0,5,10,0,10,0,0,0,7,0,7,7,0,7,0,0,0,44,13,59
POA6224,4,4,8,4,0,5,0,8,8,7,6,10,5,24,30,9,16,25,29,10,35,13,8,20,31,9,42,20,10,31,18,9,24,17,9,25,37,6,49,20,0,20,16,7,19,11,0,11,34,3,34,49,0,49,7,3,13,335,129,463
POA6225,27,37,65,6,14,13,10,56,73,26,124,150,68,290,362,67,101,171,223,73,298,148,89,245,163,97,258,195,65,260,116,56,178,123,47,172,237,76,318,205,3,206,169,14,183,88,3,91,178,15,193,245,15,259,39,49,92,2341,1236,3583
POA6226,5,3,5,3,0,3,0,5,3,0,3,3,3,6,9,8,7,8,9,4,14,10,4,8,8,4,10,9,5,15,9,0,5,6,5,13,24,0,27,24,0,24,22,0,22,25,0,25,46,4,52,35,0,35,5,0,4,259,42,304
POA6227,3,4,4,4,0,3,0,0,3,0,3,4,0,3,8,5,9,11,8,0,7,12,3,14,10,3,18,10,3,20,10,5,12,12,5,16,29,5,39,27,0,27,15,0,17,15,0,17,25,5,31,31,0,31,0,4,4,227,57,282
POA6228,0,0,0,0,0,0,0,3,3,0,0,4,0,3,3,0,3,3,0,0,0,6,3,8,4,0,4,3,0,7,0,5,5,3,0,5,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,7,0,7,0,0,4,38,27,62
POA6229,0,0,0,0,4,4,0,3,3,0,3,3,0,5,6,3,15,17,8,5,6,3,6,3,0,7,4,7,3,10,0,0,0,0,4,5,7,4,7,0,0,0,3,3,7,4,0,4,0,0,0,4,0,10,0,4,6,39,61,94
POA6230,92,162,250,36,70,107,64,227,290,69,435,514,221,998,1211,300,608,911,800,416,1220,653,494,1146,753,528,1284,818,417,1239,640,352,987,693,280,972,1398,432,1828,1096,38,1136,889,117,1006,511,32,542,1220,155,1378,1214,90,1306,94,207,304,11577,6068,17647
POA6232,22,31,50,6,12,16,6,19,25,13,63,81,49,184,232,53,102,156,216,91,313,174,91,264,186,95,286,205,69,271,159,63,222,175,55,230,431,84,511,336,9,348,267,28,297,136,6,137,286,26,313,337,20,352,24,45,68,3085,1094,4181
POA6233,46,45,89,23,9,30,24,43,62,33,101,134,97,259,361,102,140,244,325,108,434,258,116,378,330,123,452,347,107,452,255,99,352,337,84,417,730,182,909,575,12,586,520,55,577,289,8,292,627,64,688,670,35,705,57,79,134,5634,1659,7293
POA6236,3,3,9,7,0,9,0,9,11,0,11,4,19,32,49,8,14,21,32,5,42,29,16,44,39,17,54,30,9,39,28,12,36,29,6,39,81,10,95,54,0,59,59,6,67,45,0,40,90,4,93,86,0,86,0,4,6,641,163,801
POA6237,5,4,8,4,0,4,4,9,13,5,14,21,16,29,45,14,18,32,42,12,53,37,10,53,34,8,47,41,10,57,31,9,45,38,3,42,97,9,109,65,0,63,71,6,71,48,0,49,97,0,95,90,0,98,19,8,31,765,172,937
POA6239,11,19,31,12,8,17,6,12,16,4,37,41,36,91,121,26,45,72,100,37,137,73,43,121,93,38,128,101,31,133,62,16,76,59,23,82,133,27,164,110,0,113,95,5,98,53,0,56,128,4,125,143,8,148,17,25,40,1271,475,1743
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,7,0,5,3,0,4,5,3,9,7,0,3,0,0,0,0,0,0,7,0,4,3,0,6,0,0,4,0,0,0,6,0,6,10,0,10,0,0,0,53,14,70
POA6243,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,20,8,29
POA6244,5,9,13,6,6,10,0,9,17,5,20,20,11,37,45,14,12,28,29,15,40,27,25,55,32,14,42,38,13,55,17,4,26,25,14,34,59,4,60,24,0,24,20,5,22,20,0,20,21,15,38,52,4,53,8,16,22,421,195,610
POA6251,0,0,0,0,0,0,0,0,0,0,4,4,4,8,15,3,4,6,9,5,13,3,4,9,5,0,8,8,0,3,8,0,5,7,0,6,4,0,9,12,0,12,5,0,5,3,0,3,8,0,8,11,0,11,0,0,0,84,33,121
POA6252,3,0,0,4,0,3,0,0,0,0,0,0,4,0,4,0,3,3,0,3,0,6,4,8,0,0,0,3,5,7,5,0,9,0,3,5,4,0,0,4,0,4,6,0,6,0,0,0,9,0,9,5,0,5,0,0,0,42,16,61
POA6253,0,8,8,0,7,13,0,0,0,0,10,10,3,28,36,6,16,21,20,4,29,15,9,27,17,9,27,12,3,16,8,3,12,8,0,8,14,7,24,13,0,17,8,0,8,5,0,6,15,9,19,27,0,30,0,3,3,182,119,305
POA6254,0,8,8,0,0,0,0,0,0,0,6,12,8,27,33,0,11,11,12,6,19,14,5,24,5,7,11,11,3,12,6,9,13,9,5,11,18,6,24,10,0,10,4,3,6,3,0,3,4,0,10,18,0,18,4,0,5,128,93,222
POA6255,21,21,38,10,13,22,9,17,26,11,32,44,42,128,165,28,69,100,108,45,155,80,48,133,103,41,138,87,27,110,57,26,78,68,17,83,139,24,163,99,8,105,93,9,102,42,0,42,77,9,82,145,5,146,11,27,36,1228,550,1782
POA6256,0,3,4,5,0,7,0,0,0,0,0,0,7,3,7,6,3,6,5,3,11,8,0,5,3,4,11,11,3,11,10,0,7,10,0,10,15,4,18,9,0,12,6,0,12,0,0,0,16,0,14,12,3,17,4,0,4,112,49,159
POA6258,14,21,33,14,11,24,14,44,62,6,74,79,39,142,184,39,99,139,130,71,195,111,104,215,126,87,215,145,61,197,105,47,156,107,32,141,229,39,267,162,3,167,106,8,112,49,5,56,86,15,97,158,7,171,28,46,72,1664,915,2583
POA6260,7,9,11,0,0,5,4,8,13,0,6,7,9,32,42,9,12,21,24,13,39,23,15,43,23,23,44,21,12,33,11,11,22,32,12,40,41,16,52,24,5,28,23,0,19,15,0,11,27,15,39,48,0,49,9,10,17,329,200,527
POA6262,0,0,3,0,5,9,0,4,4,0,8,8,6,30,36,3,20,21,18,9,24,15,9,17,29,0,32,12,3,17,12,4,15,15,5,20,15,0,13,11,0,10,14,0,18,0,0,5,7,3,6,27,0,27,0,0,3,184,98,289
POA6271,15,18,33,3,4,8,3,12,17,3,27,32,21,62,86,33,31,58,70,21,93,46,22,73,66,27,99,72,21,97,54,23,72,52,18,70,123,22,148,87,5,91,69,8,75,21,5,26,72,5,75,141,5,149,10,18,31,962,358,1317
POA6275,5,6,12,4,5,7,5,16,16,0,22,22,11,38,44,14,21,35,50,15,65,26,28,57,35,14,51,46,13,54,21,9,31,27,4,35,38,12,49,25,0,27,10,0,13,10,6,12,23,4,28,44,3,45,6,20,22,400,237,637
POA6280,80,89,169,36,38,72,42,137,175,40,266,306,167,624,786,181,476,651,626,307,935,491,305,797,636,296,928,669,209,885,445,148,597,430,119,549,955,189,1144,692,39,730,552,61,612,350,13,363,757,95,851,957,74,1027,98,170,275,8209,3656,11866
POA6281,19,21,40,13,14,25,13,25,38,10,36,46,28,102,128,28,86,114,106,63,170,100,63,162,163,82,246,145,74,217,113,45,152,138,30,174,273,71,344,231,20,253,157,21,183,82,10,94,295,63,358,318,35,352,19,32,51,2246,900,3148
POA6282,3,4,12,0,0,3,3,7,9,0,6,6,3,13,16,0,11,12,18,9,28,15,14,26,20,7,28,26,11,38,16,5,26,19,6,25,49,15,64,42,4,50,28,16,35,26,3,30,79,34,110,59,4,57,0,10,15,403,182,587
POA6284,9,4,10,3,5,6,0,0,4,0,15,16,3,24,28,11,21,34,23,13,36,29,23,50,41,23,57,50,17,66,56,6,64,50,8,60,96,16,118,85,0,93,56,4,60,33,0,33,72,12,84,95,9,108,3,10,11,715,217,933
POA6285,17,32,47,3,25,30,15,39,53,14,73,91,42,137,173,54,112,162,99,104,197,124,88,210,179,119,302,221,72,294,161,56,217,183,45,223,365,85,445,253,29,283,194,32,224,109,15,124,217,71,293,361,55,417,24,61,87,2636,1247,3888
POA6286,0,0,4,0,0,4,3,8,6,0,3,3,5,13,12,4,3,5,7,3,14,15,11,26,17,14,22,20,12,29,14,10,22,17,9,20,36,14,50,17,0,16,19,3,21,9,0,9,13,0,15,32,4,35,0,3,9,220,104,328
POA6288,0,4,4,0,3,3,0,0,0,3,3,9,4,9,12,5,6,10,8,12,22,4,7,16,19,9,26,9,5,13,10,0,9,8,0,13,12,6,20,11,0,14,9,0,9,8,0,8,14,7,18,25,0,24,3,9,13,155,80,233
POA6290,8,17,23,5,3,9,9,15,16,5,25,28,18,85,101,14,54,62,71,34,104,47,26,75,48,21,73,64,22,85,29,9,44,27,5,34,36,20,54,17,7,19,11,4,17,9,0,9,18,16,32,55,7,60,10,21,33,503,374,884
POA6302,14,16,31,5,7,16,4,18,25,11,43,50,22,136,154,33,58,94,93,32,128,68,47,117,72,31,107,74,23,100,43,24,67,61,22,75,100,48,143,82,0,80,44,9,51,23,0,28,70,9,76,94,3,96,18,25,42,929,557,1482
POA6304,4,12,14,3,3,7,5,3,14,0,14,19,16,63,71,9,34,42,49,11,63,28,26,61,30,17,53,41,10,50,24,7,31,19,7,27,43,12,52,28,0,30,21,0,24,16,0,16,26,4,34,65,0,63,8,16,22,447,243,684
POA6306,0,0,4,0,4,0,3,7,11,0,4,5,7,23,29,7,10,14,20,10,26,17,4,22,21,6,28,17,9,20,11,12,25,16,9,23,27,3,33,16,0,16,16,0,16,11,0,11,24,3,25,29,0,29,7,5,16,238,114,354
POA6308,5,12,16,0,0,5,3,7,8,0,25,25,14,42,56,10,22,32,42,14,60,36,14,47,28,19,44,36,8,41,15,13,28,19,3,26,44,10,53,22,0,22,35,5,32,6,0,6,33,0,35,51,3,59,11,15,26,413,206,621
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,6,17,18,0,5,5,4,6,14,6,6,8,3,5,5,9,6,13,5,0,0,8,0,8,6,0,6,3,0,3,3,0,3,0,0,0,5,0,6,18,0,18,0,0,0,83,42,123
POA6311,0,5,5,0,0,0,0,0,7,0,3,8,8,26,31,4,5,6,9,0,14,10,3,17,18,5,20,11,5,15,9,8,15,15,5,19,15,5,20,16,0,15,9,0,19,0,0,0,5,0,5,28,5,32,3,7,5,171,76,246
POA6312,9,24,31,3,10,13,0,36,42,7,45,56,22,118,137,23,78,95,67,47,110,60,68,126,90,67,155,92,38,132,57,38,96,59,25,87,148,46,194,86,4,88,79,15,90,47,6,48,85,20,104,116,11,125,20,31,56,1078,723,1795
POA6313,0,0,0,0,0,0,0,0,0,3,3,5,0,7,7,0,0,4,3,3,3,4,5,7,13,0,13,7,4,6,4,0,4,0,0,4,7,0,7,11,0,11,4,0,4,3,0,3,6,0,10,12,0,12,0,0,0,71,23,91
POA6315,4,5,11,6,8,12,0,14,16,0,19,18,10,57,66,7,38,48,50,12,63,25,21,52,32,27,63,25,7,35,29,13,38,30,7,40,51,19,67,48,0,48,20,6,26,16,0,20,37,4,43,52,5,57,5,16,27,464,281,746
POA6316,0,0,0,0,0,0,0,0,0,0,0,0,3,14,18,0,5,3,9,0,9,4,5,13,12,5,15,5,3,6,15,0,10,6,0,8,15,4,15,7,0,7,9,0,9,4,0,4,3,0,3,13,0,15,4,0,4,105,42,143
POA6317,11,13,19,9,6,19,3,14,16,6,29,32,27,74,101,26,54,77,81,41,128,69,52,123,63,54,115,75,33,108,62,36,98,77,16,96,120,36,157,99,5,106,54,9,60,27,0,27,67,8,79,106,11,119,16,25,37,992,504,1496
POA6318,0,0,0,0,0,0,0,7,8,6,6,9,0,10,9,3,3,8,10,4,11,8,3,14,7,6,12,15,3,18,0,0,3,3,0,7,22,0,22,8,0,11,5,3,8,3,0,3,16,0,17,14,0,14,0,0,0,131,53,183
POA6320,0,4,4,3,0,3,3,3,3,0,0,3,5,10,13,0,3,4,7,4,11,8,6,13,9,6,20,6,9,13,9,4,9,12,0,12,14,3,18,9,0,9,12,0,11,3,0,3,9,0,11,19,0,19,17,3,18,139,53,199
POA6321,0,4,4,0,0,0,0,0,4,0,4,8,4,10,17,0,9,12,15,4,17,9,10,14,8,5,19,10,7,11,11,3,10,13,0,14,11,0,11,0,0,0,4,0,6,4,0,4,5,5,14,11,0,16,0,4,4,120,63,185
POA6322,5,0,6,0,0,0,0,0,0,0,0,3,0,4,8,0,0,6,14,0,14,0,5,6,3,0,3,10,0,10,5,0,3,0,0,0,3,0,3,3,0,3,0,0,0,4,0,4,11,0,7,7,0,7,3,6,7,66,17,85
POA6323,0,3,4,0,0,0,0,3,8,0,12,16,13,44,53,15,17,27,40,10,47,31,15,38,15,17,30,31,8,37,14,4,18,10,9,16,29,13,42,20,0,20,13,0,11,3,0,3,17,3,22,30,0,29,6,9,15,289,154,440
POA6324,14,12,20,4,6,10,6,10,15,4,34,34,35,102,131,31,65,100,88,33,119,70,32,101,77,29,110,75,15,89,45,18,68,49,12,64,96,19,121,86,0,89,49,9,54,21,0,23,75,10,84,117,0,115,17,16,34,952,427,1374
POA6326,0,0,4,0,0,0,3,3,3,0,3,3,5,3,6,0,0,0,13,5,15,3,9,11,10,3,16,7,0,13,9,0,9,7,0,12,13,4,15,11,0,11,6,0,9,7,0,7,11,0,14,18,0,18,5,4,11,147,38,185
POA6327,0,0,0,0,3,3,0,3,3,0,3,3,0,0,0,0,4,3,10,0,10,0,4,5,6,0,3,5,0,7,3,0,3,4,0,3,6,4,11,6,0,6,0,0,0,4,0,4,8,0,8,3,0,3,0,5,5,61,26,87
POA6328,3,5,4,5,0,0,0,0,0,3,3,8,0,13,8,3,3,4,3,8,11,5,8,12,9,6,15,17,3,22,8,3,11,7,0,11,7,7,10,6,0,6,5,0,5,5,0,5,15,0,16,13,0,13,7,12,17,109,59,178
POA6330,87,158,243,56,77,132,34,190,227,62,354,411,211,880,1094,226,658,883,754,381,1133,616,433,1044,756,436,1185,855,265,1121,603,243,850,615,173,787,1261,276,1533,927,26,955,670,57,729,370,14,380,758,110,871,914,66,976,117,242,357,9883,5032,14914
POA6333,19,28,47,5,29,43,18,60,73,4,87,94,37,190,227,42,99,147,148,60,207,119,85,204,149,79,222,132,41,176,77,35,109,96,19,113,142,39,177,136,11,144,79,21,104,41,7,48,121,28,150,217,14,234,13,46,66,1594,978,2580
POA6335,5,0,0,0,0,7,0,7,10,0,7,5,7,10,13,4,7,14,9,8,17,12,10,14,14,11,18,17,7,23,6,0,11,11,0,11,19,16,34,18,0,18,15,0,15,9,0,9,23,4,28,17,0,17,4,3,10,192,86,275
POA6336,5,3,3,5,0,5,0,0,5,0,0,0,3,3,7,4,0,4,4,0,3,5,5,10,11,6,14,12,9,22,4,0,6,4,3,7,11,4,13,6,0,6,3,0,3,0,0,0,0,0,0,14,0,14,0,4,5,86,41,132
POA6337,0,0,0,0,0,0,0,9,9,0,4,4,3,0,3,3,3,8,4,5,7,0,8,11,7,11,21,5,3,12,8,10,13,8,6,21,12,9,21,13,0,13,18,0,18,0,0,0,16,0,20,16,0,21,0,6,6,122,79,210
POA6338,4,5,10,3,0,3,0,0,4,0,12,14,4,11,16,7,7,19,16,6,22,13,4,19,14,17,32,16,14,30,12,5,14,9,4,15,22,7,35,9,3,11,10,3,18,7,0,7,23,4,23,31,0,31,0,3,7,191,117,308
POA6341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,7,10,4,7,13,3,5,7,6,0,3,8,0,8,13,5,13,5,0,9,4,0,6,0,0,0,5,0,6,10,0,10,0,0,0,65,33,99
POA6343,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,3,4,0,8,10,4,5,11,0,0,0,3,0,4,9,3,8,5,0,5,8,0,8,0,0,0,4,0,3,11,0,6,0,4,0,48,34,81
