POA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
POA6100,155,666,580,2454,19,3869,4,18,9,172,0,198,1221,28,49,26,8,1326,59,16,3,54,0,142,141,47,14,66,0,264,1683,593,487,2319,37,5121,208,3,31,3,0,243,88,10,10,17,0,123,205,40,43,204,0,488,40,22,10,33,0,100,16,5,5,6,0,32,676,16,9,15,3,726,524,144,83,719,14,1480,449,121,52,414,3,1040,137,0,7,0,0,144,8,7,3,9,0,21,9,3,4,8,0,27,16,9,5,11,0,36,70,9,6,3,0,94,99,30,19,8,0,153,91,24,11,41,0,168,43,4,0,8,0,52,7,0,0,0,0,14,483,150,110,586,4,1331,33,0,6,4,0,47,100,8,9,4,0,117,65,0,5,12,0,88,68,3,6,0,0,77,155,0,17,0,0,176,66,13,8,37,0,124,2547,140,180,148,18,3034,86,3,7,30,1065,1191,7875,1199,1001,4915,1158,16148
POA6101,181,771,664,3086,37,4740,4,34,19,292,11,354,1048,33,64,41,6,1186,35,9,13,55,0,116,119,52,28,103,0,307,1908,731,596,2476,41,5753,235,7,32,5,0,275,94,17,10,30,0,155,193,47,47,250,0,545,45,20,9,39,0,113,21,9,7,6,0,44,570,26,27,21,0,648,593,125,129,780,9,1644,380,105,57,344,7,899,141,8,5,0,0,157,8,10,0,5,0,15,0,3,6,0,0,11,12,4,6,18,0,44,86,8,17,6,3,124,97,40,20,6,0,163,108,9,11,46,0,174,46,0,3,4,0,60,7,0,0,0,0,7,473,175,151,713,3,1516,22,3,4,4,0,32,76,17,8,6,0,115,72,3,8,25,0,107,41,6,7,5,0,57,134,3,10,3,0,151,71,19,19,47,0,158,2412,179,207,210,24,3032,65,3,5,43,873,987,7574,1392,1215,5781,1011,16965
POA6102,156,418,370,1690,80,2721,0,31,11,308,12,356,1504,16,47,24,3,1590,31,10,0,25,0,73,102,19,24,62,0,207,1159,382,297,1419,63,3317,249,3,14,4,0,278,40,0,0,14,0,61,106,15,15,115,4,253,17,13,0,16,0,47,12,4,0,6,0,20,654,13,9,4,5,687,249,99,48,436,9,830,254,60,32,196,6,546,162,0,0,0,0,167,8,0,0,0,0,14,8,0,4,0,0,14,7,3,0,3,0,16,81,11,7,7,0,103,48,27,17,4,0,91,57,12,7,23,0,98,24,3,0,3,0,33,13,0,0,0,0,13,262,90,69,396,12,825,12,0,0,0,0,20,56,11,0,0,0,68,37,0,8,0,0,50,63,0,0,0,0,73,176,3,9,0,0,184,48,13,7,26,0,93,3223,91,131,106,34,3580,125,3,10,31,1230,1393,7715,772,631,3264,1436,13817
POA6103,128,415,328,1638,16,2531,0,31,8,194,3,232,929,14,18,20,4,982,48,9,13,26,0,94,62,30,17,62,0,176,1030,360,305,1421,26,3139,229,12,22,4,0,259,56,9,0,12,0,74,107,24,17,127,0,273,17,5,3,17,0,45,20,4,0,4,0,21,354,9,5,13,0,377,268,87,59,436,0,853,212,69,35,207,0,525,127,0,4,4,0,141,19,15,6,4,0,40,18,6,0,8,0,33,6,3,6,5,0,16,73,10,8,0,0,90,68,21,16,3,0,102,68,8,15,15,0,106,32,0,0,6,0,41,22,0,0,0,0,21,244,64,56,316,0,676,23,0,0,0,0,22,66,4,3,3,0,81,68,3,0,7,0,82,57,11,4,0,0,67,122,0,4,0,0,132,31,7,8,30,0,82,2127,96,102,104,9,2441,47,3,3,18,619,686,5582,758,597,3170,669,10778
POA6104,259,543,413,2456,59,3730,9,20,13,430,13,482,1055,9,38,19,9,1130,44,9,8,20,0,83,120,25,22,64,0,235,1591,529,382,2086,55,4640,350,14,19,3,0,393,80,11,3,13,0,105,168,41,30,201,3,437,26,8,6,27,0,62,28,4,0,3,0,42,558,11,11,15,0,594,464,116,69,589,13,1245,270,74,43,258,5,647,80,0,0,0,0,82,39,0,9,8,0,57,10,0,6,8,0,29,17,3,5,11,0,37,224,16,9,6,3,249,94,27,23,6,0,159,95,17,14,45,5,168,31,0,0,6,0,39,46,0,0,5,0,56,391,89,87,555,4,1135,27,0,4,7,0,37,103,13,5,3,0,128,50,5,0,3,0,60,82,4,0,0,0,92,152,0,8,7,0,169,52,10,7,25,0,90,2283,128,130,142,33,2706,127,0,12,46,1079,1268,7321,1005,788,4819,1240,15171
POA6105,315,566,418,2233,53,3593,3,13,21,308,4,349,1202,13,46,19,3,1288,54,15,9,29,0,105,105,22,20,62,0,205,1445,490,376,1891,36,4239,682,3,32,4,0,719,63,9,3,11,0,84,120,22,26,166,0,334,46,7,10,22,0,86,22,6,6,6,0,37,694,18,6,3,0,731,389,113,76,533,8,1122,322,72,29,249,5,685,113,0,4,0,0,118,45,8,5,6,0,70,17,0,0,14,0,36,9,10,3,19,0,36,193,14,18,12,6,242,93,40,19,7,0,165,101,17,13,43,0,178,36,3,0,4,0,36,23,6,3,4,0,34,391,92,93,421,5,1005,19,0,0,3,0,23,48,4,3,0,0,60,69,0,6,3,0,79,60,8,6,3,0,73,188,4,7,3,0,199,45,10,7,21,0,78,3436,132,138,141,19,3866,194,11,3,28,763,990,8940,991,780,4247,885,15848
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,7,0,24
POA6107,844,1293,1069,5108,136,8447,19,70,30,859,21,1002,5514,38,115,58,33,5756,79,37,20,77,0,221,328,83,81,188,5,685,3700,1070,898,4295,103,10070,1994,10,65,22,9,2102,137,10,10,36,0,203,259,89,51,360,5,770,47,18,4,34,0,103,40,7,0,6,0,59,4133,47,31,47,11,4261,736,200,144,1032,6,2109,806,207,91,709,13,1832,442,6,12,0,0,464,120,17,17,22,0,171,16,3,14,22,0,55,12,6,0,11,0,34,340,43,31,11,7,432,166,65,38,21,0,298,187,29,8,48,3,279,64,3,10,5,0,75,59,5,3,0,0,71,651,197,175,974,11,2011,60,0,7,4,0,73,159,32,13,10,3,211,190,8,14,20,0,233,296,7,0,3,0,307,390,10,16,6,0,423,102,24,14,55,0,199,13098,425,403,384,87,14395,565,21,24,78,2121,2807,30981,2369,1977,9879,2519,47725
POA6108,427,913,729,3527,39,5635,15,48,33,468,14,570,2228,22,75,36,14,2386,37,12,14,22,0,81,224,54,35,93,4,417,2943,807,627,2984,62,7424,525,9,34,4,0,568,85,3,0,21,0,115,213,46,51,222,4,531,31,8,3,28,0,79,28,3,0,4,0,38,1009,35,30,13,0,1086,588,115,113,701,10,1529,308,94,48,300,0,758,164,0,3,0,0,170,51,3,0,0,0,57,8,0,0,4,0,11,16,9,7,9,0,38,274,43,29,3,6,353,100,48,12,14,0,179,84,9,0,49,0,150,38,0,6,12,0,51,29,9,0,0,0,39,715,172,125,682,17,1708,28,0,0,8,0,35,158,9,17,14,0,199,66,3,0,6,0,82,85,3,3,0,0,92,147,0,14,3,0,174,99,20,18,33,0,166,4504,237,243,225,35,5246,202,16,14,56,747,1026,12958,1585,1317,6513,911,23286
POA6109,314,423,338,1832,35,2938,0,33,16,353,10,409,386,11,8,0,4,408,28,3,3,19,0,51,90,34,14,58,4,187,1300,370,306,1506,52,3537,929,0,25,6,0,965,27,0,4,12,0,45,105,24,15,107,0,253,12,0,0,7,0,27,10,5,0,5,0,16,752,7,9,13,3,787,228,62,34,337,4,663,204,48,17,167,4,444,25,0,4,0,0,23,17,0,4,0,0,24,9,0,0,0,0,7,8,0,4,0,0,19,110,15,11,4,5,142,43,20,17,4,0,79,35,12,7,20,0,80,5,0,0,0,0,13,28,3,0,0,0,35,225,69,56,319,10,682,28,0,6,0,0,31,36,12,9,0,0,48,54,0,0,3,0,61,44,0,0,0,0,40,49,0,0,0,0,55,29,4,12,8,0,55,3331,128,84,107,23,3669,119,9,5,20,735,890,7396,753,566,3387,871,12968
POA6110,916,1781,1460,7441,124,11724,11,71,43,1031,26,1191,2360,57,99,65,9,2596,61,19,14,65,0,156,429,118,93,226,6,876,5442,1635,1357,5658,126,14215,1454,9,58,3,4,1525,152,3,15,44,0,213,335,88,80,371,8,888,27,17,9,33,3,87,34,3,5,17,0,67,2391,56,42,47,4,2544,937,209,149,1177,13,2493,399,151,99,574,9,1240,127,0,10,0,0,132,81,21,7,19,0,127,12,0,0,10,0,19,50,14,0,28,0,90,507,60,37,5,6,614,279,90,55,33,5,467,142,34,18,76,0,268,43,5,8,13,0,66,89,3,0,0,0,97,999,307,223,1195,15,2737,55,7,0,3,0,70,380,35,50,11,0,478,118,16,5,40,0,176,238,5,9,0,3,249,155,8,12,0,0,178,134,29,22,60,0,245,8896,455,357,441,64,10209,359,17,36,106,1836,2349,23241,3071,2516,13066,2189,44079
POA6111,336,1287,1032,4917,69,7647,11,49,52,567,29,701,227,17,17,16,4,283,27,18,10,53,0,109,407,124,81,215,4,830,4199,1220,975,4117,99,10612,261,8,25,10,0,302,92,17,12,28,0,148,296,56,57,338,3,761,18,17,11,35,0,77,41,9,3,12,0,68,375,34,8,12,0,433,771,182,143,942,8,2043,348,126,80,469,3,1025,10,0,3,0,0,18,14,0,0,3,0,20,6,3,0,8,0,19,16,4,4,11,0,40,217,22,22,15,6,282,169,64,44,14,8,302,113,20,5,39,0,179,45,12,6,23,0,83,18,0,0,6,0,24,880,238,177,949,17,2254,17,8,0,4,0,37,153,30,15,5,0,201,53,5,5,19,0,89,27,0,0,0,0,32,40,0,3,0,0,50,150,28,18,63,0,262,1983,234,201,247,11,2681,102,14,4,69,1021,1207,9008,2178,1711,8891,1222,23009
POA6112,1310,3181,2405,11732,168,18800,25,119,91,1726,50,2010,3139,59,139,72,8,3430,111,36,28,100,3,278,1029,326,190,601,10,2154,8806,2746,2215,9219,219,23214,2097,24,97,26,11,2257,189,19,19,64,4,291,585,158,103,698,8,1554,41,24,19,51,0,131,96,5,3,21,0,128,5700,83,41,52,0,5876,1426,369,268,1879,20,3961,574,313,171,985,8,2056,337,0,8,0,0,344,82,21,12,23,0,143,22,10,6,13,0,40,44,17,7,43,0,112,840,99,74,37,16,1067,428,199,92,54,8,777,203,35,32,92,0,364,78,12,5,23,0,123,158,7,3,8,0,177,1769,538,365,2043,29,4745,55,5,4,17,0,77,881,118,52,28,0,1076,230,11,10,61,0,318,416,8,4,9,0,442,159,9,8,5,0,180,282,66,43,96,0,486,11386,640,526,649,53,13262,468,48,35,219,2718,3489,35793,5343,4004,20886,3228,69250
POA6121,22,203,147,882,7,1261,0,3,0,32,0,39,30,0,0,0,0,32,11,6,0,15,0,37,52,21,32,37,0,144,437,156,144,653,3,1400,21,0,0,0,0,21,20,5,0,8,0,35,32,15,11,40,0,92,10,0,0,0,0,10,3,0,0,3,0,0,9,5,0,0,0,11,71,25,19,134,0,252,72,23,12,102,0,204,3,0,0,0,0,3,4,0,3,3,0,10,0,0,0,0,0,0,3,0,0,0,0,4,16,0,0,0,0,16,16,10,7,6,0,30,10,0,9,11,0,30,0,0,0,0,0,0,0,0,0,0,0,0,95,31,17,121,0,263,10,0,0,6,0,14,30,14,0,0,0,41,3,8,0,5,0,10,0,0,0,5,0,0,20,0,0,0,0,20,12,6,4,8,0,23,119,45,38,42,0,246,7,4,0,14,72,95,890,319,253,1497,79,3033
POA6122,352,1215,1068,5283,35,7949,9,52,34,522,6,626,183,6,25,24,3,236,23,11,5,46,0,92,420,114,101,261,0,903,3129,1050,967,3926,53,9124,300,9,22,8,5,336,53,16,6,21,0,94,154,50,48,248,3,510,23,7,3,18,0,55,12,4,7,5,0,24,703,24,4,19,0,751,531,109,101,699,7,1442,179,92,55,414,4,740,13,0,4,0,0,18,13,5,0,5,0,15,8,0,0,6,0,11,4,4,4,8,0,28,310,56,40,17,3,420,215,89,41,23,3,382,44,17,8,41,0,104,5,4,3,11,0,24,26,9,0,0,3,37,618,180,169,723,10,1697,13,0,0,0,0,21,309,33,36,13,3,396,50,6,8,8,0,63,24,5,0,9,0,40,19,0,0,0,4,23,97,22,22,32,0,174,2216,182,163,217,11,2789,99,15,18,87,495,715,8099,1957,1685,8684,606,21031
POA6123,26,132,108,615,6,885,0,5,7,54,0,68,13,4,0,3,0,20,0,5,0,0,0,5,53,21,16,65,0,153,344,132,108,450,5,1038,12,0,0,0,0,12,8,0,0,0,0,16,13,8,6,37,0,64,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,51,11,18,104,0,189,12,10,3,46,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,15,4,3,0,0,33,31,17,7,4,0,54,4,0,4,4,0,15,0,0,0,0,0,5,5,0,0,0,0,5,52,16,21,75,0,175,3,0,0,0,0,3,17,6,3,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,10,112,18,10,21,0,161,6,0,0,0,109,115,627,212,180,1028,120,2165
POA6124,16,94,60,303,10,479,0,0,3,11,0,17,0,0,0,0,0,5,3,0,0,9,0,7,35,12,4,30,0,82,232,54,60,226,6,571,0,0,0,0,0,4,3,0,0,0,0,3,24,0,8,26,0,56,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,32,3,3,44,0,90,19,3,3,17,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,4,6,0,0,0,6,0,0,0,4,0,4,5,0,0,0,0,5,0,0,0,0,0,0,47,10,22,49,0,122,0,0,0,0,0,0,3,0,4,0,0,9,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,5,41,19,16,13,0,85,0,4,0,0,59,61,372,114,106,510,67,1177
POA6125,24,174,151,972,19,1345,0,3,0,53,0,60,7,0,0,0,0,13,3,0,0,10,0,22,74,32,16,29,0,152,555,151,145,625,29,1496,14,0,0,0,0,17,6,3,0,3,0,11,36,13,10,59,0,121,0,0,0,4,0,7,6,0,0,0,0,6,12,0,5,4,0,14,89,24,15,137,11,275,28,15,7,53,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,10,3,0,0,0,15,4,9,0,0,0,13,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,117,36,22,114,7,291,7,0,0,0,0,7,9,6,3,0,0,15,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,4,6,30,107,39,20,24,0,185,7,0,0,18,495,524,917,286,234,1533,547,3516
POA6126,0,14,8,78,3,95,0,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,3,0,10,21,10,7,43,6,86,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,13,0,18,9,0,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,24,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,14,0,0,8,0,22,0,0,0,0,19,19,76,18,7,126,24,258
POA6147,290,476,379,1790,28,2966,12,13,20,237,0,282,2441,27,68,35,24,2596,16,9,3,16,0,50,94,27,36,76,0,244,1635,379,319,1463,21,3819,343,6,20,0,0,368,45,4,15,12,0,74,110,28,23,121,6,290,19,13,5,18,0,49,20,0,3,7,0,28,691,12,10,14,9,734,338,54,61,417,3,860,132,61,25,140,6,357,243,0,8,0,0,249,18,4,0,4,0,28,5,3,0,9,0,19,13,4,0,5,0,24,97,4,3,7,3,114,60,30,14,6,0,111,64,0,4,14,0,81,37,0,0,3,0,43,23,0,0,0,0,24,339,88,83,362,3,878,15,0,0,0,0,17,78,3,13,6,0,103,48,5,4,7,0,64,76,0,0,0,0,80,106,16,0,0,0,121,50,13,8,19,0,81,3279,137,132,138,9,3701,132,7,4,20,493,660,9291,807,715,3347,593,14760
POA6148,232,701,559,2514,31,4048,3,15,8,133,3,162,3099,56,92,33,16,3298,32,4,0,47,0,83,201,51,36,91,5,384,2092,721,457,2417,43,5734,191,10,18,11,0,220,66,3,10,18,0,95,203,31,28,176,5,435,29,7,10,36,0,83,36,0,4,5,0,40,1244,33,19,20,7,1322,447,131,78,653,12,1321,230,64,37,213,5,548,302,3,0,0,0,308,13,0,4,3,0,31,14,0,0,10,0,22,10,6,0,0,0,16,43,3,11,0,0,58,70,31,19,3,0,130,96,15,15,24,0,157,44,3,5,0,3,54,12,7,0,0,0,19,499,155,96,589,7,1347,9,0,0,0,0,14,130,11,11,0,3,157,57,4,3,8,0,69,211,9,7,4,0,228,131,4,13,0,3,148,75,28,15,44,0,162,2902,146,156,107,13,3332,88,4,3,33,371,503,10905,1288,982,4893,497,18565
POA6149,206,771,652,3371,31,5037,0,7,8,63,0,81,3264,52,120,37,11,3486,38,15,0,43,0,97,191,56,26,87,0,366,2297,781,563,2814,48,6500,90,4,17,0,0,102,82,15,8,28,3,135,208,44,30,201,4,482,25,11,4,26,0,65,30,4,5,8,0,44,771,35,25,9,0,840,470,166,102,736,3,1487,240,93,61,293,5,687,205,3,13,0,0,219,12,3,3,0,0,18,4,0,0,7,0,12,14,6,0,13,0,29,44,9,8,0,0,61,85,38,20,7,0,153,61,15,10,23,0,98,46,6,0,6,0,60,12,4,0,0,0,17,622,160,114,675,11,1585,21,0,9,0,0,27,200,10,12,9,0,230,62,3,0,9,0,74,121,5,8,3,0,135,62,10,9,0,0,87,108,20,14,37,0,187,1884,127,182,143,8,2349,74,3,7,26,263,370,9619,1383,1143,5965,368,18476
POA6150,124,489,423,1931,10,2982,0,7,0,57,0,68,2995,39,79,25,16,3154,43,18,15,50,0,128,99,27,21,48,0,194,1235,388,323,1612,21,3566,108,0,19,0,3,139,52,0,7,11,0,71,113,22,31,138,0,304,27,6,0,27,0,60,20,6,0,4,0,25,566,19,19,20,3,631,298,64,52,483,3,899,288,81,42,260,5,675,122,0,9,0,0,128,14,0,0,4,0,26,9,0,0,7,0,26,11,0,0,3,0,17,17,0,0,0,0,22,37,17,14,5,0,67,62,6,5,18,0,94,32,0,9,3,0,46,18,7,0,0,0,21,341,86,76,481,6,983,32,4,8,3,0,44,143,10,22,0,5,179,31,0,5,8,6,55,101,5,0,0,0,111,80,15,0,0,0,94,61,10,3,21,0,105,1525,100,136,100,14,1881,55,11,0,19,1245,1329,7289,826,749,3613,1322,13792
POA6151,165,788,704,3160,17,4840,3,17,6,151,12,192,1062,33,62,35,4,1197,81,27,20,80,0,204,178,50,36,99,0,360,2176,744,580,2992,40,6528,132,4,13,0,0,153,89,13,7,29,0,142,210,48,31,257,0,553,84,21,15,63,0,189,39,12,3,11,0,58,471,26,24,9,0,530,581,144,123,977,12,1823,369,120,67,369,3,929,80,0,0,0,0,86,22,12,0,5,0,40,19,4,4,15,0,37,15,6,6,14,0,37,54,6,15,3,0,77,80,51,25,9,0,168,95,32,16,51,0,194,50,6,12,9,0,85,5,0,0,0,0,10,603,154,125,771,5,1655,33,6,0,3,0,44,166,18,25,4,0,212,78,3,4,11,0,97,46,3,4,5,0,62,134,5,13,4,4,160,90,17,12,36,0,157,1748,169,192,212,10,2330,67,7,0,19,663,766,7189,1447,1219,6304,743,16899
POA6152,247,1112,932,4795,59,7147,4,20,19,366,13,420,2748,65,122,69,12,3012,73,25,26,116,7,239,219,86,56,157,3,518,2714,992,809,4232,67,8807,191,9,45,8,0,252,165,13,22,47,0,245,239,61,60,376,8,734,92,15,11,64,5,186,41,0,0,8,0,54,769,32,28,21,8,857,660,203,149,1387,13,2419,516,190,98,664,8,1468,163,0,12,6,0,177,26,6,0,0,0,39,30,0,8,10,0,42,18,4,3,13,0,48,56,7,7,0,0,75,101,41,27,19,0,184,192,17,32,54,3,304,57,0,16,7,0,82,6,0,0,0,0,6,690,234,182,1156,5,2273,36,9,5,0,0,43,201,21,18,14,0,258,91,3,8,22,0,129,98,12,6,0,0,112,142,3,5,0,0,150,107,22,12,71,0,213,3199,243,273,300,40,4050,111,3,7,69,1024,1208,11569,1937,1682,9372,1234,25793
POA6153,202,869,734,3451,22,5277,0,9,5,143,0,164,2906,66,137,66,16,3194,118,28,16,143,0,306,175,56,38,96,3,366,2532,871,668,3242,38,7352,88,5,17,0,0,111,132,14,9,20,0,169,246,71,29,276,0,616,71,26,19,53,0,168,39,5,0,3,0,50,548,42,29,29,0,648,607,148,125,1002,7,1893,498,164,74,545,3,1284,181,3,7,4,0,198,47,18,15,6,0,79,17,3,3,11,0,36,23,3,4,20,0,48,35,11,3,3,0,51,83,19,18,11,0,128,104,18,20,38,0,179,65,6,9,6,0,82,11,0,0,0,0,9,711,179,124,833,7,1854,64,0,7,5,0,74,255,26,20,3,3,301,77,6,11,28,0,117,110,11,6,6,0,132,117,10,12,7,0,138,119,18,13,41,0,195,2497,185,188,228,17,3119,63,3,8,30,472,577,10490,1659,1343,6944,562,21000
POA6154,126,506,482,1986,27,3120,0,5,4,66,0,79,1039,16,50,26,3,1133,66,26,9,61,0,168,86,27,17,39,0,171,1428,479,396,1720,17,4042,75,0,20,5,0,105,75,12,0,12,0,97,138,30,32,128,4,334,29,6,0,36,0,74,17,3,3,7,0,33,191,0,12,9,0,212,322,82,84,561,4,1054,247,78,35,274,5,637,86,0,8,5,0,92,10,0,0,3,0,16,10,0,3,5,0,17,16,8,0,7,0,31,28,3,7,0,0,38,45,34,9,4,0,98,46,11,11,26,0,92,24,7,3,3,0,32,5,0,0,0,0,5,417,116,107,454,7,1104,24,4,6,0,0,39,129,13,17,0,0,149,33,3,0,14,0,51,31,4,0,4,0,40,33,0,7,0,0,39,75,10,3,26,0,114,938,92,94,115,4,1245,25,3,0,11,193,234,4644,900,796,3803,252,10390
