POA_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
POA6023,141,861,709,3440,19,5172,3,6,0,58,0,70,367,23,29,26,8,451,57,30,10,79,0,178,207,44,47,105,0,391,2914,662,579,2780,17,6946,50,6,12,3,0,75,87,10,20,15,0,129,281,44,51,229,0,607,76,21,7,44,0,146,15,7,0,3,0,28,289,16,19,12,0,338,776,153,98,797,6,1834,347,118,46,372,4,882,18,0,5,0,0,22,10,0,0,6,0,11,46,18,8,43,0,115,21,0,3,12,0,40,52,15,8,0,0,82,108,58,20,18,0,207,123,22,18,29,0,199,37,6,11,9,0,65,0,0,0,0,0,0,723,165,128,729,9,1750,41,3,0,4,0,52,336,28,31,4,0,402,57,3,12,16,0,81,16,8,8,0,0,30,45,0,4,5,0,51,173,21,12,33,0,233,996,142,156,159,7,1458,62,5,0,41,180,289,6573,1423,1149,6227,228,15594
POA6024,151,796,595,3123,26,4689,0,12,9,124,0,147,318,10,30,22,0,383,58,21,5,57,0,140,140,35,35,80,0,284,1981,658,484,2548,22,5692,71,6,20,4,0,102,70,3,7,30,0,103,195,36,31,203,0,464,42,20,9,49,0,127,33,10,0,11,0,45,223,8,12,22,0,272,691,138,91,758,13,1686,299,105,41,275,0,719,10,0,0,0,0,16,15,0,0,5,0,21,50,12,6,16,0,82,10,8,0,15,0,32,85,31,11,0,0,128,95,55,38,17,0,198,86,4,10,33,0,137,29,0,4,4,0,44,10,0,0,0,0,11,514,130,105,689,4,1439,28,5,4,3,0,45,139,33,11,5,0,188,37,0,8,12,0,55,31,0,4,0,0,40,82,0,5,0,0,86,96,17,13,38,0,167,892,143,139,133,14,1326,52,7,8,34,305,399,5082,1308,963,5622,368,13344
POA6025,380,1612,1403,6542,46,9991,0,33,28,240,0,299,554,31,44,36,0,667,110,46,13,107,0,277,388,89,57,167,0,702,6356,1410,1123,4900,61,13841,165,6,33,18,5,224,132,26,9,50,0,221,523,94,75,397,6,1095,111,43,25,89,0,272,65,18,17,7,0,106,437,33,27,27,0,531,1681,282,220,1535,22,3740,599,238,124,697,5,1659,19,0,3,0,0,25,27,0,0,7,0,39,67,19,13,51,0,150,25,8,11,16,0,60,170,23,25,18,0,234,234,89,65,14,0,401,271,34,34,62,0,403,94,3,6,13,0,117,3,5,0,0,0,9,1618,300,199,1245,11,3374,65,4,5,11,0,83,552,34,38,5,0,629,98,12,9,27,5,155,33,11,6,4,0,55,104,3,20,0,0,131,320,21,27,69,4,441,2071,331,353,288,19,3056,101,17,19,88,550,771,13494,2766,2279,11464,697,30702
POA6026,227,1240,979,4775,32,7247,3,18,16,142,0,177,511,22,31,49,0,612,70,20,13,95,0,195,316,69,50,116,0,552,4694,1093,860,3797,88,10528,67,3,7,6,0,85,130,20,11,41,5,212,360,73,61,274,3,770,65,26,11,55,0,152,34,3,3,12,0,57,303,13,17,25,0,354,1269,208,140,1018,13,2655,449,143,71,497,4,1170,30,0,0,0,0,34,15,3,0,4,0,17,72,15,4,41,0,131,16,4,5,18,0,49,93,22,3,7,0,121,144,63,57,16,0,279,179,21,26,39,0,272,40,3,8,7,0,59,16,0,0,0,0,16,1182,232,161,1008,5,2586,26,4,0,11,0,39,427,24,23,3,0,484,73,7,3,19,0,100,19,3,4,11,0,34,59,6,13,0,0,67,205,24,15,66,0,312,1339,174,220,213,13,1960,67,7,3,51,234,369,9769,1993,1597,8533,369,22260
POA6027,533,2075,1835,7335,83,11861,18,41,30,358,9,442,809,27,35,53,0,920,120,47,27,103,0,309,570,123,68,197,5,955,10573,1876,1640,5607,115,19805,245,16,38,0,4,303,277,25,20,46,0,368,778,125,80,443,7,1438,127,31,24,81,0,264,90,8,8,16,0,124,498,46,23,18,0,586,2825,381,264,1647,17,5130,687,236,123,633,11,1696,56,0,6,0,0,70,24,11,0,4,0,37,79,15,9,35,0,140,56,22,13,36,0,125,227,42,31,12,5,317,339,138,58,24,0,566,350,44,39,67,0,502,119,10,8,16,0,156,31,0,0,0,0,30,2345,410,298,1370,17,4443,82,13,6,11,0,107,817,57,40,11,0,926,139,18,17,37,0,214,58,6,6,5,0,78,129,5,12,4,0,147,465,44,33,68,0,613,3314,345,398,389,24,4472,182,25,23,119,1524,1877,21003,3494,2928,12815,1767,42019
POA6028,339,1048,909,3235,29,5557,3,17,5,112,0,142,572,13,23,21,0,635,69,17,12,51,0,148,367,64,33,89,0,558,7249,932,746,2348,38,11316,160,8,32,0,5,204,134,12,8,25,0,181,389,53,51,191,0,680,64,15,16,50,0,147,37,3,9,0,0,48,453,24,15,16,0,504,1721,167,122,637,9,2647,322,93,61,268,0,747,35,0,4,0,0,40,13,3,3,10,0,31,58,12,6,25,0,107,33,6,6,18,0,62,98,16,13,7,0,134,176,55,21,11,0,258,192,16,24,29,0,263,33,0,3,3,0,42,6,0,0,0,0,7,1691,146,129,596,13,2573,41,7,0,0,0,52,938,42,33,0,0,1017,79,7,6,9,3,110,32,4,8,0,0,35,57,6,13,0,0,69,318,38,26,31,5,416,1939,141,162,175,13,2426,105,13,0,41,358,527,13827,1703,1410,5463,459,22863
POA6029,20,186,138,720,0,1063,0,0,0,12,0,13,27,3,9,0,0,36,6,7,0,22,0,35,40,11,5,9,0,65,313,151,97,602,4,1164,4,0,4,0,0,17,16,5,3,10,0,32,34,9,9,49,0,103,8,5,0,16,0,31,4,0,0,0,0,4,8,3,3,0,0,18,81,24,23,203,0,329,83,38,16,112,0,254,3,0,0,0,0,3,0,0,0,6,0,8,12,3,0,3,0,20,5,0,0,4,0,4,0,0,0,0,0,0,13,9,0,0,0,25,18,3,0,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0,90,31,20,162,0,303,7,0,0,0,0,7,36,6,3,0,0,44,9,4,0,5,0,14,0,0,0,0,0,0,5,0,0,0,0,6,15,0,0,8,0,27,119,37,46,36,0,242,6,0,0,12,60,79,783,307,222,1365,68,2751
POA6030,603,1881,1638,6442,81,10646,10,66,56,652,19,800,610,10,34,55,0,707,115,28,15,75,5,234,530,71,54,140,0,799,10296,1628,1392,4788,133,18236,471,12,53,15,0,550,203,13,17,42,0,268,649,85,81,364,4,1188,75,20,13,51,0,156,83,11,7,19,0,109,561,22,27,28,0,639,2219,233,230,1199,30,3915,491,176,98,559,14,1342,39,0,3,0,0,45,16,3,0,7,0,28,37,13,8,28,0,90,39,9,16,25,0,90,574,66,54,27,7,733,343,128,72,30,0,578,275,27,19,52,0,370,119,5,13,4,0,143,71,6,5,0,0,83,2194,311,252,1087,28,3875,83,9,0,10,0,102,1179,45,35,13,5,1278,152,9,8,29,0,201,29,5,0,6,0,42,178,10,9,0,0,191,432,51,39,48,6,579,3928,351,329,266,33,4905,313,13,17,100,1468,1916,21039,3020,2560,11075,1783,39485
POA6031,329,902,797,3094,20,5139,7,34,13,232,4,283,294,12,22,20,0,341,32,15,9,23,4,88,166,33,22,66,6,294,4315,743,663,2087,49,7857,548,3,34,7,0,591,53,10,8,17,0,90,184,38,30,180,0,434,26,8,7,35,0,76,28,5,6,0,0,42,668,14,16,10,0,718,966,111,90,486,7,1659,172,73,64,281,4,590,17,0,0,0,0,21,7,0,0,3,0,11,19,14,7,11,0,51,12,8,4,8,0,35,294,35,13,7,0,350,177,59,37,15,6,297,81,10,5,31,0,123,26,0,8,10,0,42,28,3,0,0,0,34,1088,109,127,420,14,1757,26,10,5,4,0,41,466,18,23,6,0,511,66,4,3,10,0,82,32,4,3,0,0,36,116,7,6,0,0,131,157,18,6,25,0,215,2059,163,156,145,15,2545,157,18,14,75,420,691,10036,1397,1241,5006,524,18202
POA6032,5,3,7,48,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,6,4,25,0,72,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,6,0,18,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,5,17,18,79,8,14,74,18,183
POA6033,6,23,30,103,5,161,0,0,0,5,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,5,0,0,13,92,12,21,57,3,181,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,11,0,34,15,0,0,16,0,36,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,13,0,25,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,23,3,3,0,0,32,8,0,0,0,28,35,179,26,39,146,31,435
POA6034,65,161,191,569,9,998,0,0,0,55,0,59,25,0,0,4,0,30,10,0,0,4,0,18,39,6,3,12,0,62,942,150,153,450,11,1703,55,6,0,3,0,60,18,0,0,4,0,22,49,15,0,30,0,88,0,14,0,7,0,29,4,0,0,0,0,5,42,3,0,0,0,45,218,18,16,83,0,328,58,17,3,61,0,139,3,0,5,0,0,10,6,0,0,0,0,8,0,4,0,0,0,9,7,3,0,0,0,10,85,4,8,4,0,102,21,16,10,3,0,49,12,0,0,7,0,21,11,0,0,0,0,13,15,5,0,0,0,19,235,23,22,101,0,383,0,0,0,0,0,0,108,4,6,0,0,118,10,0,0,7,0,22,8,0,0,3,0,8,6,0,0,0,0,8,52,9,3,3,0,77,385,28,41,32,5,486,29,9,7,7,127,175,1891,282,276,963,147,3562
POA6035,122,479,460,1997,28,3087,0,18,15,276,3,314,76,0,5,4,0,88,15,6,0,21,0,42,115,22,23,36,3,198,2907,451,451,1463,41,5314,79,4,20,0,0,97,65,5,3,12,0,83,184,31,21,127,7,363,15,0,0,0,0,18,7,0,0,0,0,15,75,6,3,10,0,97,516,78,69,393,11,1066,101,31,15,176,6,323,20,0,0,0,0,20,5,3,4,0,0,11,10,7,4,12,0,32,4,5,0,3,0,17,276,36,14,5,0,329,146,46,14,7,3,218,53,10,8,26,4,92,6,0,7,9,0,20,23,0,0,0,0,25,603,89,76,290,7,1069,4,0,0,0,0,6,256,14,21,9,0,302,37,3,3,11,0,43,4,0,0,0,0,9,6,0,3,0,0,9,114,15,4,14,0,146,674,66,81,125,4,947,47,9,6,28,435,528,5011,832,736,3442,531,10555
POA6036,323,781,736,2451,31,4318,5,28,15,287,0,335,196,18,13,14,0,236,30,20,4,23,0,71,205,48,14,52,5,319,4902,673,666,1856,34,8126,291,3,18,6,0,314,91,3,5,19,0,120,259,39,45,154,4,504,17,9,5,14,0,46,26,0,0,6,0,29,319,10,9,12,0,345,1006,123,59,398,19,1612,185,73,48,200,0,509,11,0,4,4,0,17,9,11,6,9,0,32,17,7,0,11,0,37,33,3,4,8,0,45,432,43,18,20,7,527,165,55,30,10,0,263,91,10,6,31,0,136,23,3,0,8,0,35,54,0,7,0,0,65,1089,136,136,392,4,1749,24,0,0,4,0,30,525,21,19,0,0,563,57,11,4,18,0,90,12,7,0,9,0,29,36,5,4,0,0,45,176,11,22,20,0,227,1725,119,131,105,29,2118,86,11,4,55,463,624,9698,1291,1143,4234,574,16937
POA6037,40,185,184,827,13,1248,0,16,8,138,0,160,15,5,0,7,0,29,15,0,0,6,0,24,48,16,5,30,3,97,779,163,143,595,20,1702,14,0,0,0,0,23,21,3,0,5,0,29,51,12,10,48,3,121,3,7,0,8,0,20,5,0,0,4,0,10,9,4,0,5,0,17,150,28,30,133,4,345,43,16,6,67,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,0,0,0,0,6,65,15,11,4,0,97,44,10,6,6,0,71,19,7,5,11,0,33,0,0,4,0,0,6,5,0,0,3,0,9,157,27,20,131,4,333,5,0,0,0,0,10,49,7,8,0,0,65,5,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,5,38,4,6,4,0,54,178,21,33,33,0,261,7,0,3,24,210,245,1329,310,274,1456,246,3615
POA6038,168,482,467,1319,10,2442,0,17,7,117,0,143,148,3,6,7,0,174,29,3,4,15,0,48,100,7,11,35,0,156,2877,435,390,995,25,4714,175,0,12,8,0,198,55,6,6,7,0,71,148,13,19,77,5,265,20,4,6,14,0,49,11,3,0,5,0,18,238,9,7,9,0,259,620,41,47,222,3,935,118,34,34,134,0,319,25,0,0,0,0,27,6,0,0,0,0,6,12,13,3,5,0,26,9,0,0,0,0,13,215,33,17,3,0,271,115,41,23,18,4,195,46,7,3,19,0,75,16,0,4,5,0,25,33,0,0,0,0,39,630,54,61,213,4,963,14,0,3,0,0,20,327,19,17,7,0,372,24,6,0,4,0,37,11,0,0,0,0,11,11,0,3,0,0,19,145,14,11,12,0,178,1108,92,105,96,0,1399,80,3,5,26,239,358,5823,764,696,2287,280,9853
POA6041,23,69,63,418,12,586,0,4,0,29,0,28,5,0,0,0,0,9,0,0,0,0,0,0,19,0,11,3,0,31,298,50,61,268,14,688,8,0,0,0,0,8,8,0,0,3,0,12,18,3,4,17,0,48,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,60,11,9,70,0,153,20,7,5,21,0,48,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,6,10,4,0,0,0,15,3,3,0,4,0,16,5,0,0,4,0,12,0,0,0,0,0,3,0,0,0,0,0,0,74,17,9,46,0,143,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,17,4,0,0,0,18,93,10,6,4,0,111,3,0,0,6,74,89,555,109,101,649,103,1520
POA6042,0,0,3,22,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,28,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31,15,0,3,55,27,105
POA6043,0,8,5,56,6,72,0,0,0,6,0,6,0,0,0,0,0,0,4,0,0,3,0,4,4,4,0,0,0,5,30,11,3,61,3,114,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26,5,0,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,3,4,0,14,0,0,0,0,13,17,58,14,13,120,17,220
POA6044,3,50,21,311,4,396,0,4,0,28,0,27,20,0,0,0,0,16,0,6,0,0,0,5,14,0,0,3,0,22,154,49,27,290,7,530,5,0,0,0,0,5,3,0,0,4,0,8,23,6,0,26,0,66,0,0,0,0,0,4,0,3,0,0,0,3,3,0,0,0,0,3,31,6,7,66,0,110,15,8,0,20,0,40,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,31,14,8,74,5,134,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,3,0,0,8,0,11,121,5,5,9,0,133,0,3,6,6,73,93,383,92,50,620,95,1239
POA6050,172,822,621,2698,51,4366,8,6,8,99,0,120,582,36,42,43,0,703,95,26,21,103,0,243,125,50,26,81,8,289,1861,751,534,2559,34,5734,78,4,15,0,0,96,85,9,10,27,0,132,177,55,34,231,3,510,144,46,19,143,0,356,28,8,0,8,0,43,243,24,26,13,4,311,566,179,134,933,8,1824,754,209,75,563,15,1613,58,0,10,0,0,61,5,0,0,0,0,13,92,14,4,34,6,153,20,4,3,11,0,38,28,12,6,3,0,46,81,43,20,15,0,162,142,25,17,75,0,257,62,5,16,15,0,90,3,5,3,0,0,13,563,152,105,745,12,1580,58,11,12,7,0,80,127,17,24,4,0,177,58,5,8,11,0,81,44,0,3,7,0,55,240,10,20,7,0,284,83,20,16,44,0,162,1447,215,188,243,20,2110,58,6,0,30,611,706,6381,1561,1131,5737,732,15545
POA6051,169,571,445,1867,13,3062,5,13,7,139,0,169,631,27,50,27,6,741,46,19,14,55,0,135,132,39,33,72,4,277,1557,479,442,1811,25,4306,132,0,17,4,0,159,112,7,6,21,0,143,183,40,33,164,3,420,22,13,4,52,0,98,22,3,4,6,0,41,522,29,14,6,4,576,501,131,88,698,10,1425,299,109,66,317,4,793,54,0,3,5,0,68,9,0,0,0,0,13,16,6,3,10,0,29,14,0,0,9,0,22,58,10,11,5,0,81,68,19,9,11,0,109,160,8,18,39,0,231,46,4,6,10,0,62,3,3,4,0,0,6,484,115,117,529,5,1252,72,6,10,5,0,92,101,14,15,7,0,126,67,0,5,3,0,85,37,3,6,6,0,49,218,9,5,10,0,243,78,18,3,50,0,149,1917,146,156,138,20,2371,89,5,5,23,561,681,6272,1040,883,3956,638,12783
POA6052,129,570,451,2046,21,3216,3,12,6,127,0,149,540,22,27,37,3,632,44,13,3,49,0,118,96,40,16,52,0,201,1237,500,389,1840,32,3993,62,0,17,7,0,81,67,9,10,15,0,99,98,40,21,149,8,309,92,24,14,82,3,207,23,3,9,9,0,39,208,20,22,20,0,273,428,143,90,659,11,1338,498,175,91,453,3,1231,46,0,0,0,0,49,3,4,0,0,0,3,41,9,4,28,0,81,12,4,0,19,0,41,50,11,7,7,0,70,56,20,18,0,0,105,108,17,27,47,0,201,39,9,5,10,0,54,7,0,0,0,0,7,327,120,78,494,9,1025,58,17,0,18,3,97,59,17,4,9,0,82,44,0,0,6,0,61,34,6,3,4,0,48,189,9,14,0,7,224,60,13,3,20,0,98,1186,158,156,177,16,1699,37,4,9,38,266,351,4703,1146,829,4229,364,11276
POA6053,192,815,641,2889,44,4587,3,18,0,189,20,233,533,40,50,37,0,660,59,29,15,62,0,165,158,43,39,70,5,319,1929,735,537,2463,45,5708,170,5,17,3,0,185,112,8,3,24,0,153,178,38,41,182,6,438,45,16,11,49,0,124,20,3,3,6,0,31,421,39,26,18,0,504,609,177,123,841,15,1753,419,173,74,397,5,1062,54,0,13,0,0,64,9,4,0,0,0,18,13,4,0,11,0,33,28,3,3,10,0,46,65,16,11,3,3,95,93,43,22,0,0,163,167,17,21,51,0,253,43,4,4,5,0,56,6,0,0,0,0,8,485,152,124,637,8,1400,71,8,3,8,0,92,72,14,22,0,0,109,42,4,0,11,0,52,51,8,7,0,0,66,232,9,13,5,0,261,95,17,24,41,0,179,1451,187,191,222,15,2059,54,13,0,34,416,521,6249,1478,1144,5494,554,14916
POA6054,259,1060,822,4153,59,6352,0,50,17,564,19,650,620,26,42,18,0,706,154,45,12,103,0,315,191,66,30,109,3,397,2492,1044,723,3530,49,7835,338,10,41,13,0,392,123,16,7,28,0,170,224,52,56,306,0,646,51,14,8,40,0,109,34,8,5,11,0,59,450,37,15,17,0,522,701,224,143,1069,10,2149,491,179,82,522,6,1287,47,0,14,3,0,68,17,9,0,9,0,34,53,11,3,14,0,85,69,17,7,23,0,120,145,21,22,6,0,198,118,70,26,18,0,229,155,24,17,59,6,256,32,5,0,6,0,45,23,3,0,0,0,29,632,225,151,900,17,1917,131,10,9,10,0,166,71,13,13,7,0,104,54,9,6,20,0,86,33,0,5,6,0,47,345,4,6,12,3,370,83,19,14,41,0,159,1909,230,201,277,19,2634,122,22,5,54,849,1053,8095,1992,1418,8029,1010,20546
POA6055,640,1296,1113,5365,53,8469,10,38,56,769,5,889,743,18,45,22,8,841,161,53,27,154,0,396,219,75,41,147,0,476,3374,1119,909,4062,83,9544,1756,10,74,13,4,1855,137,15,9,28,0,191,237,83,63,334,0,714,47,27,15,60,0,160,31,0,7,21,0,67,2518,49,33,31,3,2638,808,223,135,995,9,2164,470,218,126,738,6,1563,42,0,11,0,0,51,14,7,0,14,0,39,78,31,12,48,0,170,33,18,4,31,0,89,360,37,25,14,0,441,234,86,63,22,0,400,119,46,24,88,3,283,48,4,5,14,0,72,52,8,0,3,0,63,803,212,206,908,13,2138,93,16,8,13,0,140,215,31,28,14,0,290,182,11,10,24,0,229,108,13,3,8,0,128,325,12,13,8,0,362,119,26,19,54,0,225,5752,298,294,327,34,6719,242,19,19,83,941,1310,16560,2354,1918,9719,1137,31684
POA6056,455,2006,1584,9376,188,13620,13,103,67,1726,39,1949,450,21,35,46,9,562,387,67,45,258,8,765,396,144,79,224,0,847,4903,1845,1442,8072,183,16450,1184,22,74,17,5,1302,124,19,22,59,0,228,446,114,95,578,17,1259,71,33,14,85,0,204,68,11,5,25,0,111,759,48,27,38,7,871,982,324,228,1880,34,3443,1095,295,156,1050,23,2619,32,0,6,0,0,43,3,4,0,3,0,10,35,11,3,20,0,70,54,17,6,27,4,112,487,48,47,16,0,597,265,114,58,54,8,503,280,43,37,112,0,476,49,7,7,19,0,81,32,3,4,0,0,39,1113,382,301,1786,30,3615,52,7,0,17,0,81,187,22,23,7,3,243,120,18,13,39,0,190,49,10,3,5,0,66,165,9,8,6,0,183,187,66,34,79,0,362,2670,379,336,456,40,3884,166,31,24,180,2460,2864,13761,3562,2718,17896,2936,40876
