POA_CODE_2021,P_Yr_8_bel_15_19_yr,P_Yr_8_bel_20_24_yr,P_Yr_8_bel_25_34_yr,P_Yr_8_bel_35_44_yr,P_Yr_8_bel_45_54_yr,P_Yr_8_bel_55_64_yr,P_Yr_8_bel_65_74_yr,P_Yr_8_bel_75_84_yr,P_Yr_8_bel_85_yr_over,P_Yr_8_bel_Tot,P_Did_not_go_to_school_15_19,P_Did_not_go_to_school_20_24,P_Did_not_go_to_school_25_34,P_Did_not_go_to_school_35_44,P_Did_not_go_to_school_45_54,P_Did_not_go_to_school_55_64,P_Did_not_go_to_school_65_74,P_Did_not_go_to_school_75_84,P_Did_not_go_to_school_85ov,P_Did_not_go_to_school_Tot,P_High_yr_sch_ns_15_19_yr,P_High_yr_sch_ns_20_24_yr,P_High_yr_sch_ns_25_34_yr,P_High_yr_sch_ns_35_44_yr,P_High_yr_sch_ns_45_54_yr,P_High_yr_sch_ns_55_64_yr,P_High_yr_sch_ns_65_74_yr,P_High_yr_sch_ns_75_84_yr,P_High_yr_sch_ns_85_yr_over,P_High_yr_sch_ns_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6225,3,4,4,9,18,31,93,87,42,300,0,0,0,4,0,8,10,3,6,22,50,32,76,96,86,83,97,82,59,669,268,416,917,1030,1183,1311,1171,563,181,7045
POA6226,0,0,0,3,0,0,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,5,7,4,5,9,0,0,31,26,43,82,121,136,132,87,22,0,651
POA6227,0,0,0,0,0,4,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,3,0,16,18,30,69,125,100,93,68,35,4,549
POA6228,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,5,0,20,4,10,3,12,22,21,28,10,3,115
POA6229,0,0,0,0,0,0,3,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,8,3,32,0,5,7,15,26,39,51,21,4,163
POA6230,8,19,31,38,65,100,253,335,212,1065,4,3,17,9,22,37,24,17,18,152,123,137,384,317,340,300,277,212,182,2262,1211,2423,5483,5661,5966,5551,4423,2412,1020,34153
POA6232,5,0,9,14,9,23,58,102,50,273,0,0,3,5,6,5,5,4,0,26,14,26,54,45,51,45,61,84,96,474,291,560,1488,1469,1271,1163,967,675,307,8198
POA6233,5,0,18,13,16,42,69,98,46,305,0,0,4,0,0,12,3,10,0,33,40,35,83,82,68,103,88,60,26,582,535,868,2230,2697,2451,2403,1892,884,200,14160
POA6236,0,0,0,0,0,0,6,12,11,31,0,0,0,0,0,0,3,0,0,7,0,0,12,8,21,9,25,5,0,92,57,83,184,224,346,360,267,117,33,1663
POA6237,0,0,0,0,0,3,10,18,10,38,0,0,0,0,0,0,0,0,0,6,10,0,14,16,24,26,27,9,7,131,69,91,182,321,359,432,340,119,28,1946
POA6239,3,0,0,8,12,9,23,54,22,130,0,0,4,0,0,6,3,0,4,18,26,7,27,30,31,30,43,46,11,236,131,172,391,499,598,674,610,323,105,3511
POA6240,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,7,0,9,3,4,7,15,16,39,33,22,0,145
POA6243,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,5,3,8,3,11,6,13,18,9,4,68
POA6244,0,0,0,0,6,6,5,14,7,39,0,0,0,0,0,0,0,3,0,3,3,0,13,17,27,29,19,21,0,135,24,51,119,173,196,258,199,140,26,1194
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,6,7,20,30,46,57,45,16,0,235
POA6252,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,13,0,3,16,17,18,32,21,17,0,121
POA6253,0,4,4,0,0,4,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,18,3,0,42,9,22,44,63,73,119,169,63,13,569
POA6254,0,0,0,0,0,3,3,11,5,22,0,0,0,0,0,0,0,0,0,0,0,7,3,13,16,14,7,0,3,65,8,30,63,82,91,128,67,41,10,523
POA6255,0,0,0,0,7,13,26,28,19,96,0,0,0,0,0,0,0,0,0,0,10,12,22,31,40,48,61,40,12,277,90,121,327,424,565,702,776,348,95,3432
POA6256,0,0,0,0,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,3,4,6,3,33,9,19,31,50,54,78,52,31,4,330
POA6258,0,0,7,7,13,21,54,80,43,221,0,0,8,13,6,7,9,8,6,52,26,15,23,49,77,60,53,48,19,383,194,300,661,692,816,996,747,402,142,4952
POA6260,0,0,0,0,10,0,7,11,16,44,0,0,0,0,0,0,0,0,0,0,5,7,33,27,24,32,26,16,7,177,43,53,185,194,226,265,207,89,44,1306
POA6262,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,3,9,15,12,21,12,6,0,73,17,11,47,64,112,140,109,54,9,568
POA6271,0,0,4,0,3,7,19,18,8,60,0,0,0,0,0,0,0,0,0,7,13,8,15,25,29,30,24,17,7,162,86,135,301,385,500,468,398,183,43,2490
POA6275,0,0,0,0,5,6,7,14,9,41,0,0,0,0,0,0,0,0,0,4,3,0,16,26,24,32,32,25,7,162,27,23,94,182,171,277,317,145,26,1265
POA6280,3,3,23,20,34,64,142,230,213,739,0,4,31,8,18,15,12,8,13,104,88,51,201,181,208,230,255,216,157,1598,722,1159,2874,3575,3941,3927,3940,2240,912,23302
POA6281,0,4,5,0,4,7,14,23,19,68,0,0,0,0,0,0,0,0,0,5,18,12,74,78,50,67,44,40,6,382,159,201,785,1243,1110,1023,1102,501,108,6235
POA6282,0,0,0,0,0,0,8,7,4,10,0,0,0,0,0,0,0,0,0,0,4,0,16,17,26,39,46,10,0,166,29,32,152,213,282,316,291,89,18,1431
POA6284,0,0,0,0,0,0,3,6,4,16,0,0,0,0,0,0,0,0,0,0,11,3,22,56,45,27,23,13,0,199,52,55,249,521,402,323,211,82,34,1923
POA6285,4,9,27,14,12,9,17,19,11,121,0,0,0,6,3,0,0,0,0,10,37,40,125,117,145,111,87,41,41,752,204,325,1253,1661,1574,1343,1037,374,132,7903
POA6286,6,0,0,0,0,6,0,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,18,3,4,0,59,17,22,98,141,98,147,88,37,7,655
POA6288,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,4,0,7,9,6,10,4,3,0,36,16,20,62,76,106,87,76,32,3,472
POA6290,0,0,0,3,0,7,10,7,19,52,0,0,0,0,0,0,0,4,0,6,0,6,7,12,19,16,27,19,16,120,15,33,95,149,207,343,440,220,104,1606
POA6302,0,0,0,7,0,13,34,47,24,115,0,0,0,0,0,0,0,0,0,3,12,7,29,23,46,59,50,58,29,312,65,95,256,336,386,620,657,372,106,2895
POA6304,0,4,0,0,0,4,16,32,7,68,0,0,0,0,0,0,0,0,0,0,11,5,17,15,20,28,36,25,7,166,37,38,113,146,203,276,327,163,50,1359
POA6306,0,7,0,0,4,3,12,13,12,44,0,0,0,0,0,0,0,0,0,4,3,4,6,16,7,15,9,6,3,72,14,34,82,105,138,135,124,92,41,765
POA6308,4,0,3,3,0,3,21,21,4,56,0,0,0,0,0,0,0,0,0,3,10,8,11,19,31,27,27,22,14,165,39,64,125,146,208,258,232,139,33,1241
POA6309,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,6,0,3,3,10,3,4,4,0,29,10,16,21,24,47,43,47,21,7,235
POA6311,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,7,10,3,41,3,24,59,45,84,114,91,44,10,477
POA6312,5,0,3,3,6,9,28,50,35,144,0,4,0,3,0,3,4,7,4,21,26,33,73,59,58,62,65,37,27,443,147,257,522,509,566,604,508,300,159,3560
POA6313,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,15,6,3,18,25,38,41,25,20,0,176
POA6315,0,0,3,0,3,7,8,17,12,50,0,0,0,0,0,4,0,0,0,3,10,6,23,20,23,21,31,13,0,157,45,63,175,197,208,282,270,143,48,1436
POA6316,0,0,0,0,0,0,6,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,10,5,0,27,7,21,39,41,46,66,51,16,0,282
POA6317,0,3,19,24,22,20,35,48,29,210,0,4,7,11,23,18,30,8,5,115,30,30,67,79,47,53,59,37,24,423,137,254,539,480,487,527,428,226,98,3173
POA6318,0,0,3,0,3,6,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,10,5,5,13,9,6,0,43,12,13,50,71,64,75,60,22,4,371
POA6320,0,0,4,0,0,0,3,3,4,16,0,0,0,0,0,0,0,0,0,6,4,4,10,8,11,10,0,0,0,50,17,25,58,58,63,100,41,31,11,403
POA6321,0,0,0,0,0,3,5,3,0,20,0,0,0,0,0,0,0,0,0,0,5,3,5,11,3,14,9,5,5,46,11,14,35,57,61,78,57,38,4,352
POA6322,0,0,0,0,0,0,4,5,0,13,0,0,0,0,0,0,0,0,0,0,4,3,0,4,3,3,4,6,0,28,10,11,16,27,33,32,42,23,0,186
POA6323,0,0,0,0,3,5,7,10,0,27,0,0,0,0,0,0,0,0,0,0,4,0,4,16,11,12,8,8,0,78,37,26,57,88,140,178,195,92,7,829
POA6324,0,0,4,5,6,6,31,22,16,103,0,0,11,10,15,4,0,0,0,47,19,18,30,50,57,61,49,40,34,355,110,138,341,417,504,572,499,210,101,2890
POA6326,0,0,0,0,0,0,0,6,0,8,3,0,0,0,0,0,0,0,0,3,4,0,8,4,0,8,5,4,0,38,12,24,52,46,63,88,80,24,8,393
POA6327,0,0,0,0,0,0,6,4,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,7,11,9,0,0,0,27,5,7,26,32,47,31,33,13,5,196
POA6328,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,3,8,5,7,5,0,44,7,25,69,50,40,71,40,21,0,330
POA6330,9,11,44,43,53,106,210,340,226,1042,0,5,18,27,38,19,18,12,17,146,115,106,275,230,265,272,263,271,179,1976,1079,1716,4055,4125,4800,5183,4512,2741,1138,29349
POA6333,0,0,4,3,8,11,24,27,16,93,0,0,0,0,0,0,5,4,0,7,37,16,63,78,98,90,102,63,28,568,138,118,435,727,821,1025,1002,538,158,4964
POA6335,0,0,3,0,0,6,9,4,0,18,0,0,0,0,0,0,0,0,0,4,0,3,7,12,3,10,10,0,3,60,15,37,115,105,81,109,90,25,12,577
POA6336,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,6,3,0,0,33,3,19,51,38,48,54,35,7,0,248
POA6337,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,9,11,9,8,11,0,0,54,13,28,78,87,72,81,38,8,0,400
POA6338,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,10,0,0,30,6,27,79,88,94,116,124,40,4,575
POA6341,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,4,0,0,17,4,17,33,39,36,26,28,6,0,190
POA6343,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,3,4,0,0,28,0,3,34,40,43,26,18,13,0,172
POA6346,0,0,0,0,0,3,0,5,4,15,0,0,0,0,0,0,0,0,0,5,4,18,46,39,49,38,11,0,0,205,28,104,278,203,252,209,93,26,15,1200
POA6348,0,0,0,0,3,0,12,11,5,35,0,0,0,0,0,0,0,0,0,0,4,4,16,10,23,21,14,8,0,94,15,30,147,128,150,172,142,87,16,887
POA6350,0,0,0,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,5,0,4,5,13,9,13,10,0,52,5,10,33,30,49,51,51,34,6,265
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,7,10,9,0,0,42
POA6352,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,11,15,17,8,0,0,59,0,0,24,33,27,30,19,7,0,152
POA6353,0,0,0,0,0,0,6,5,3,13,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,20,10,5,0,49,19,46,101,97,102,115,72,47,9,604
POA6355,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,0,6,0,0,32,9,13,50,70,71,75,52,13,0,348
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,11,4,4,10,23,23,19,11,0,0,98
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,10,0,5,7,8,15,3,10,0,0,46
POA6358,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,13,3,4,8,10,18,13,9,6,5,73
POA6359,0,0,0,0,7,0,5,5,0,19,0,0,0,0,0,0,0,0,0,4,0,8,9,14,10,17,7,6,5,72,13,48,113,117,112,115,65,25,12,619
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,5,0,0,18,0,13,5,13,14,16,6,6,0,74
POA6363,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,10,11,19,7,3,8,0,63
POA6365,0,0,0,0,0,0,4,6,0,8,0,0,0,0,0,0,0,3,0,3,0,0,4,12,5,11,0,0,0,40,3,16,54,71,66,78,59,28,9,381
POA6367,0,0,0,0,0,0,9,3,5,17,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,6,5,3,28,13,12,34,30,48,70,52,21,9,280
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,8,0,3,14,18,6,11,11,4,0,65
POA6369,0,0,0,0,0,0,0,6,8,24,0,0,0,0,0,0,0,0,0,0,4,8,13,12,17,22,14,9,11,98,11,21,77,59,94,94,71,53,34,520
POA6370,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,15,8,4,4,60,11,14,54,38,42,78,45,37,12,329
POA6372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,8,7,5,0,20,6,0,7,15,18,21,24,9,7,103
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,17,7,10,0,0,63
POA6375,0,0,0,0,0,0,6,9,15,29,0,0,0,0,0,0,0,0,0,0,4,0,3,7,6,9,8,7,8,53,21,36,92,100,90,112,138,63,38,692
POA6383,0,0,0,0,0,0,13,16,7,42,0,0,0,0,0,0,0,0,0,0,8,9,27,20,40,42,53,16,11,217,19,16,93,80,110,152,170,87,40,759
POA6384,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,16
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,7,0,12,7,0,0,37,5,12,8,13,12,20,13,0,0,83
POA6390,0,0,0,0,3,4,10,9,9,31,0,0,0,4,0,0,0,0,0,4,9,0,20,18,28,29,18,16,3,143,37,71,247,293,318,324,191,85,20,1575
POA6391,0,0,0,0,0,0,4,5,3,14,0,0,0,0,0,0,0,0,0,4,0,4,13,15,13,12,12,12,4,85,14,33,110,151,118,149,107,68,17,769
POA6392,0,0,0,0,0,0,0,3,7,11,0,0,0,0,0,0,0,0,0,4,0,0,8,11,4,9,0,0,3,35,10,16,37,54,54,81,52,31,15,339
POA6393,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,12,0,3,8,13,22,20,16,6,0,86
POA6394,0,0,0,0,0,3,7,9,5,22,0,0,0,0,0,0,0,0,0,0,0,4,5,3,14,8,7,6,0,49,12,21,28,49,86,80,61,43,9,372
POA6395,0,3,0,0,3,8,8,9,4,36,0,0,0,0,0,0,0,0,0,0,3,0,14,18,18,31,8,24,16,131,32,57,154,211,167,256,155,107,51,1192
POA6396,0,0,0,0,0,0,3,9,0,12,0,0,0,4,0,5,0,0,0,10,0,0,3,0,5,10,6,4,0,37,5,16,34,55,61,65,37,17,3,299
POA6397,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,7,22,18,17,4,0,79
POA6398,0,0,0,0,0,0,3,9,0,18,0,0,0,0,0,0,0,0,0,4,0,0,4,6,8,18,3,4,0,44,0,11,45,46,87,135,108,66,10,507
POA6401,3,0,13,9,17,35,78,72,50,277,0,3,0,5,5,3,9,5,4,26,50,75,204,176,162,115,90,89,54,1021,261,423,919,934,1017,1153,980,514,205,6408
POA6403,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,15,0,10,7,14,20,32,17,17,0,116
POA6405,0,0,0,0,0,3,9,0,5,16,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,9,0,0,21,12,11,33,43,30,47,47,14,5,229
POA6407,0,0,5,0,0,0,4,8,12,28,0,0,0,0,0,0,0,0,0,0,11,0,7,15,12,5,5,0,0,55,45,50,114,100,108,104,86,44,20,684
POA6409,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,12,3,4,0,47,9,13,42,36,61,70,34,27,9,294
POA6410,0,0,4,0,0,13,11,14,11,54,0,0,0,0,0,0,0,0,0,5,3,4,13,6,19,15,16,29,14,112,29,25,90,97,126,158,123,96,42,778
POA6411,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,5,0,5,0,23,0,11,12,11,16,27,20,13,0,115
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,5,0,0,17,4,4,3,0,11,17,4,0,0,44
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,10,10,16,13,4,0,54
POA6414,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,5,4,0,13,0,0,11,4,9,14,14,3,0,59
POA6415,3,0,0,3,12,17,23,18,18,90,0,0,0,0,0,0,0,0,0,4,22,27,53,41,45,46,34,18,5,288,77,164,363,327,360,394,307,140,65,2198
POA6418,0,0,0,0,4,0,8,8,6,24,0,0,0,0,0,0,0,0,0,0,5,3,11,7,14,16,15,17,9,96,12,28,80,95,81,89,113,62,22,589
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,15,8,0,5,0,47
POA6420,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,8,12,10,9,6,0,60
POA6421,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,4,6,4,6,5,0,3,0,0,21,9,8,14,26,28,13,19,4,0,109
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,8,7,9,10,9,0,0,0,42
POA6423,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,12,14,20,16,3,0,0,74,0,15,37,47,61,70,29,15,8,276
POA6424,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10,0,4,12,8,9,18,6,3,0,55
POA6425,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,6,6,23,5,3,4,60
POA6426,0,0,0,4,8,3,12,9,5,43,0,0,0,0,0,0,0,0,0,0,0,23,71,73,65,59,11,6,0,316,12,81,253,250,258,256,131,38,16,1297
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,30,41,31,8,0,0,147,3,16,71,68,92,58,12,0,0,319
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,9,3,3,6,6,15,12,9,0,0,42
POA6429,0,0,0,0,3,11,18,4,3,41,0,0,0,0,0,0,0,3,0,3,16,29,101,89,94,80,29,3,0,439,41,72,277,224,277,252,149,33,4,1326
POA6430,0,7,14,38,34,74,92,79,40,383,4,4,9,13,6,13,11,4,4,64,76,143,386,351,303,288,225,102,70,1950,618,1518,3793,3430,3007,2596,1357,535,168,17020
POA6431,5,6,15,14,7,10,0,5,0,62,0,0,0,0,5,3,3,0,0,14,4,46,102,93,85,56,18,6,0,403,44,168,359,328,308,203,61,17,0,1490
POA6432,10,6,12,20,27,22,39,27,7,163,0,0,3,11,14,4,0,0,0,44,67,81,196,190,149,221,128,21,0,1061,260,487,1140,1071,1000,1012,556,148,31,5704
POA6434,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,21,86,78,45,26,9,0,0,265,7,52,194,155,104,56,14,0,0,585
POA6436,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,13,31,47,29,28,23,8,0,176,5,25,59,84,62,73,50,9,0,372
POA6437,0,0,0,3,3,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,10,74,177,142,101,69,7,0,0,586,21,177,458,395,287,204,53,5,0,1610
POA6438,0,5,0,0,8,4,7,8,0,35,0,0,0,0,0,0,0,0,0,6,14,96,273,246,205,144,45,11,0,1027,32,136,473,385,351,289,151,29,5,1848
POA6440,0,0,0,3,9,17,9,5,3,43,0,0,0,4,0,0,0,0,0,5,19,110,444,400,427,306,51,0,0,1754,46,246,920,833,874,681,140,19,0,3759
POA6442,0,0,5,4,3,15,16,3,0,47,0,0,0,0,0,0,0,0,0,9,37,56,160,153,152,93,40,15,5,717,95,180,462,438,463,365,176,52,12,2247
POA6443,0,0,0,0,0,11,4,4,0,34,0,0,0,0,0,0,0,0,0,0,9,25,61,33,82,47,31,5,0,291,23,69,184,132,257,210,173,49,10,1102
POA6445,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,15,15,31,26,18,7,0,112
POA6446,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,0,15,18,20,15,7,5,0,91
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,12,4,11,31,21,21,28,11,0,0,129
POA6448,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,3,3,4,48,56,18,52,43,55,50,46,12,6,335
POA6450,6,0,3,7,20,46,76,114,67,342,0,0,0,3,0,7,8,0,5,28,69,80,167,183,223,176,167,148,39,1249,370,644,1485,1577,1755,1786,1383,876,272,10149
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6460,0,0,0,0,0,6,14,4,3,28,0,0,0,0,0,0,0,0,0,0,4,5,3,10,9,17,19,8,4,79,18,32,48,75,76,113,127,51,20,561
POA6461,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,11,4,0,32,3,34,31,62,65,57,87,34,6,388
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,4,7,25,17,20,19,19,3,0,107
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,5,4,0,0,21
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,12,5,11,6,0,35
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,6,4,0,0,37
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,8,0,0,23
POA6468,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,4,7,6,4,0,0,28,9,8,18,31,31,41,15,9,0,153
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12
POA6472,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,11,0,6,13,22,31,23,15,5,3,123
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,11,3,8,0,0,36
POA6475,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,5,0,18,11,7,27,35,55,52,61,24,3,274
POA6476,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,14,8,3,5,36
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,3,0,18,0,11,27,27,36,41,19,9,7,187
POA6479,0,0,3,0,0,0,4,6,0,17,0,0,0,0,0,0,0,0,0,0,6,0,7,9,11,12,9,4,0,53,17,11,56,60,80,93,79,48,9,459
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,3,0,11,4,8,0,0,31
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,11,11,11,5,0,36
POA6485,0,0,0,0,0,0,4,10,0,14,0,0,0,0,0,0,0,0,0,0,0,3,5,8,5,0,8,10,4,56,7,18,45,40,50,66,71,57,7,377
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,4,6,4,0,0,31
POA6488,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,14,3,3,22,8,23,28,25,14,0,131
POA6489,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,15,0,6,5,3,13,20,27,11,0,80
