POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6150,28,444,18,0,486,14,471,32,0,517,36,575,51,0,656,54,599,45,4,703,113,589,48,0,746,125,598,63,0,781,103,664,92,6,859,51,387,98,0,538,27,145,92,0,259,543,4460,536,18,5553,26,484,52,0,567,27,449,39,0,509,33,518,110,0,661,96,633,87,0,819,199,632,75,0,905,194,642,66,8,908,161,664,88,6,923,67,419,91,0,573,9,223,105,0,339,803,4667,716,20,6207,52,929,71,5,1054,44,917,66,0,1030,61,1089,157,0,1318,149,1236,130,6,1521,310,1221,124,0,1652,316,1234,131,12,1696,262,1331,179,12,1782,113,808,186,0,1116,34,366,198,0,604,1342,9126,1249,35,11760
POA6151,29,522,7,0,561,23,544,29,0,594,53,1088,56,15,1213,81,983,48,14,1121,119,923,46,11,1090,171,802,41,10,1020,106,782,50,10,945,45,366,40,0,439,4,95,20,0,115,624,6100,332,48,7109,18,414,21,0,455,31,557,39,4,629,54,1104,74,3,1241,141,947,46,3,1141,227,891,42,9,1165,271,821,49,9,1143,203,736,51,6,993,70,364,38,0,474,9,129,39,0,175,1031,5968,387,36,7422,53,939,30,4,1020,55,1102,68,3,1230,104,2194,132,19,2451,218,1931,99,10,2262,343,1811,82,16,2250,442,1625,90,19,2166,309,1522,97,10,1938,112,724,74,4,919,21,226,54,0,293,1656,12075,720,82,14535
POA6152,25,782,34,3,846,36,1044,49,9,1137,69,1766,113,13,1962,108,1449,72,9,1635,172,1115,56,0,1349,237,1004,41,3,1287,158,1037,49,6,1244,55,539,56,0,653,31,231,67,0,325,900,8959,538,43,10438,44,587,26,0,659,80,969,32,0,1085,106,1806,70,15,1995,189,1481,82,4,1760,298,1202,54,5,1562,383,1132,59,3,1570,271,1093,68,7,1443,104,698,94,0,894,36,449,132,0,616,1508,9432,620,35,11588,70,1372,62,4,1505,117,2015,85,6,2223,179,3566,183,20,3957,296,2932,155,13,3389,476,2314,112,8,2913,618,2135,104,5,2863,428,2132,111,14,2685,152,1242,150,0,1553,68,677,192,0,942,2409,18389,1150,75,22024
POA6153,18,586,15,0,623,36,565,24,0,624,48,942,38,7,1034,113,1159,57,19,1342,171,1089,53,7,1313,218,995,41,12,1257,165,929,27,4,1120,88,507,16,4,614,22,175,5,0,209,884,6940,275,52,8146,32,571,22,0,627,45,590,21,3,659,73,1019,45,7,1143,174,1320,42,7,1545,291,1146,39,11,1491,366,1028,51,7,1452,278,1013,22,7,1319,109,557,16,0,688,23,275,8,0,302,1400,7523,264,45,9228,55,1155,37,0,1251,83,1153,44,3,1286,122,1963,85,11,2178,290,2478,102,24,2889,463,2231,91,16,2801,584,2024,83,16,2714,443,1941,46,15,2440,191,1068,30,6,1293,53,450,14,0,514,2282,14466,535,89,17378
POA6154,7,346,4,0,358,12,310,4,0,330,19,426,20,3,469,52,567,13,0,638,104,552,13,0,660,118,428,8,6,559,72,347,9,7,425,27,286,14,5,332,10,154,5,0,179,429,3416,95,15,3953,11,294,8,0,318,15,245,0,0,260,31,416,11,0,457,86,644,15,0,749,157,597,7,6,767,179,425,9,0,609,95,425,18,7,543,48,363,20,0,431,12,340,31,0,391,647,3738,126,12,4525,19,639,13,0,672,33,555,3,0,592,49,840,33,4,931,141,1209,32,0,1381,258,1152,17,6,1432,298,849,21,3,1165,167,768,24,5,970,81,646,38,5,765,27,500,41,0,567,1074,7153,219,25,8481
POA6155,70,1943,140,0,2157,99,1636,149,3,1886,142,2274,476,3,2896,286,3202,407,10,3904,412,3121,215,15,3765,364,2334,88,22,2809,264,1882,44,19,2210,99,791,33,4,930,23,219,15,6,258,1761,17398,1568,82,20812,99,1822,81,0,2002,96,1437,70,4,1607,180,2405,173,9,2776,504,3667,157,3,4335,677,3095,115,3,3897,628,2345,60,26,3064,398,1827,35,23,2285,112,812,43,5,978,16,363,9,4,399,2710,17774,749,88,21329,168,3761,225,3,4160,195,3069,214,10,3493,324,4683,648,9,5671,787,6871,564,13,8239,1088,6219,334,22,7663,988,4682,152,51,5873,664,3706,76,42,4492,212,1602,71,15,1900,36,582,26,11,652,4475,35178,2320,172,42140
POA6156,23,557,22,0,598,24,436,20,0,483,33,811,37,0,882,93,882,42,0,1025,146,1061,35,4,1250,171,755,36,0,970,96,552,25,0,676,55,362,38,0,459,25,178,32,0,236,669,5593,295,13,6572,34,622,25,0,684,40,463,15,0,524,66,926,47,0,1041,166,1030,42,0,1242,261,1057,43,7,1374,296,786,34,0,1118,162,633,34,0,825,62,496,49,4,613,22,311,68,0,400,1117,6325,366,14,7822,53,1177,48,0,1286,65,901,33,0,1004,98,1739,80,0,1921,262,1909,86,3,2265,414,2117,83,11,2620,466,1541,70,4,2088,261,1184,60,0,1506,118,859,87,0,1067,51,486,104,0,638,1789,11919,664,27,14396
POA6157,20,359,9,0,394,9,309,10,0,330,31,718,33,0,782,54,783,26,5,863,107,745,37,0,892,146,612,22,3,784,99,528,27,0,659,47,294,21,0,363,23,121,11,0,154,544,4461,189,18,5211,22,368,15,0,406,18,375,13,0,400,59,858,40,4,959,117,900,29,0,1047,223,788,32,0,1048,264,639,14,0,918,156,632,28,4,812,48,403,44,0,500,13,237,30,0,281,913,5194,254,16,6373,39,725,27,0,795,34,680,17,0,731,92,1575,69,5,1743,165,1687,54,3,1911,335,1528,63,5,1939,412,1247,33,3,1698,258,1154,55,7,1465,98,698,69,4,864,33,356,41,0,433,1460,9656,440,28,11586
POA6158,13,238,6,0,252,7,173,6,4,189,17,302,22,12,355,38,335,21,5,399,68,452,21,3,550,97,383,11,3,500,68,330,11,0,412,23,176,13,0,215,9,81,11,0,102,340,2469,129,34,2969,15,257,6,0,282,13,162,3,0,179,31,325,16,3,370,71,407,29,0,503,129,469,14,0,615,174,364,18,0,557,91,307,13,0,406,26,207,16,0,254,6,118,27,0,151,563,2613,135,3,3308,28,492,9,0,534,16,337,9,4,366,49,625,33,14,726,103,738,52,6,901,201,921,40,3,1157,274,748,25,9,1053,157,634,24,0,817,53,385,30,0,468,17,198,41,0,259,901,5079,259,34,6275
POA6159,5,73,3,0,83,6,79,0,0,85,16,172,4,0,201,22,203,10,0,237,30,163,17,0,207,46,246,13,0,299,34,202,8,0,252,13,115,8,0,134,3,43,0,0,50,171,1304,67,9,1550,4,74,3,0,83,3,104,7,0,117,20,233,17,0,269,32,205,17,0,257,41,193,7,0,237,94,203,9,0,303,46,207,16,0,263,25,129,9,0,163,0,61,4,0,65,256,1406,76,10,1752,7,148,3,0,161,13,181,14,0,206,36,401,20,0,465,52,413,23,5,489,68,362,19,3,446,135,446,18,0,601,77,409,27,6,512,39,252,9,0,300,9,102,5,0,111,430,2714,145,15,3299
POA6160,9,146,18,0,178,15,260,54,12,340,26,688,107,26,847,35,607,111,6,756,69,504,126,5,711,93,493,97,11,697,56,398,49,3,509,27,191,37,0,254,9,51,26,0,83,349,3343,615,66,4377,3,174,12,0,192,16,315,46,11,384,49,718,84,19,878,70,487,47,0,604,121,466,76,5,670,156,431,57,6,650,122,402,41,0,564,34,209,33,0,281,10,92,18,0,120,583,3300,413,39,4332,14,322,35,0,372,32,570,104,20,726,79,1409,190,42,1719,106,1098,158,6,1363,191,972,197,14,1373,254,923,150,16,1347,174,803,87,3,1073,61,404,64,0,532,15,145,44,0,203,932,6639,1032,107,8702
POA6161,0,8,0,0,8,3,12,0,0,15,0,37,6,0,43,0,22,6,0,22,5,16,3,0,23,5,25,3,0,32,5,20,5,0,26,5,17,4,0,24,0,0,0,0,3,16,152,20,0,197,0,3,0,0,5,0,17,0,0,17,3,26,5,0,34,0,17,4,0,22,3,14,0,0,17,10,31,4,0,52,10,18,8,0,42,3,7,0,0,13,0,0,0,0,0,32,140,24,4,198,0,11,0,0,11,3,28,0,0,33,5,60,15,0,75,0,41,14,0,52,7,26,3,0,37,17,56,6,0,81,17,37,12,0,60,5,29,4,0,35,0,0,0,0,3,53,289,47,4,391
POA6162,16,271,15,0,293,23,218,11,0,251,41,583,44,8,672,56,666,42,0,773,110,649,47,3,810,140,612,41,5,794,92,522,26,5,642,36,272,16,0,322,15,110,0,0,126,527,3895,241,19,4688,17,250,7,0,277,26,273,20,4,319,45,634,43,4,730,100,699,43,3,845,203,655,28,0,891,233,593,26,6,849,133,513,30,0,679,47,281,22,3,348,15,168,12,0,191,817,4063,224,28,5129,27,518,22,0,570,46,491,32,7,572,87,1220,81,16,1406,162,1365,83,10,1617,313,1304,80,5,1700,374,1203,67,5,1644,222,1037,60,7,1322,86,551,34,3,667,23,279,15,0,318,1343,7963,462,48,9816
POA6163,61,1200,73,0,1333,85,1534,79,0,1701,199,3241,220,6,3668,267,3042,192,8,3514,411,2727,140,13,3276,530,2537,108,5,3189,345,2141,127,5,2622,184,1205,129,0,1525,49,406,105,0,559,2138,18030,1175,37,21384,85,1193,73,0,1349,116,1519,73,7,1707,282,3468,189,16,3958,462,3081,159,3,3703,787,2637,131,8,3565,865,2659,124,7,3652,551,2307,121,5,2978,183,1450,175,0,1798,35,637,221,0,891,3355,18935,1271,47,23608,142,2391,144,0,2675,198,3049,154,7,3410,484,6711,410,24,7623,735,6126,356,7,7221,1194,5361,270,18,6849,1391,5193,231,13,6836,895,4443,247,15,5602,366,2654,304,0,3328,83,1040,326,0,1451,5491,36970,2444,82,44993
POA6164,69,1865,76,12,2029,78,1900,94,0,2069,217,4507,180,5,4911,400,4708,182,0,5295,429,3598,123,7,4155,341,2397,66,16,2822,201,1575,57,12,1847,95,620,60,4,774,19,151,22,0,191,1856,21316,855,64,24086,76,1765,64,0,1898,122,1945,78,0,2151,382,4842,191,9,5426,738,4814,162,3,5719,735,3531,99,8,4365,636,2360,83,16,3100,271,1624,79,16,1982,74,701,60,3,841,13,307,56,0,373,3049,21887,865,63,25862,148,3623,143,17,3923,206,3842,169,7,4225,601,9352,374,14,10337,1138,9525,346,12,11016,1169,7125,215,14,8521,978,4761,151,34,5917,474,3196,128,35,3834,170,1321,123,3,1613,32,460,74,0,565,4905,43205,1720,121,49952
POA6165,0,5,0,0,5,0,0,0,0,0,0,5,0,0,6,0,6,0,0,3,0,11,0,0,11,0,8,4,0,5,0,4,0,0,7,0,3,0,0,3,0,0,0,0,0,0,32,10,0,35,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,5,0,7,0,3,3,0,7,0,0,0,0,6,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,21,10,0,32,0,6,0,0,3,0,3,0,0,3,0,7,0,0,7,0,6,0,0,10,0,13,3,0,13,0,4,3,0,9,0,9,0,0,4,0,3,0,0,3,0,0,0,0,0,4,56,14,0,69
POA6166,15,274,11,0,296,8,253,18,0,279,34,498,24,3,566,40,620,35,0,697,81,584,31,0,705,103,583,34,0,719,70,467,29,0,568,35,250,29,0,318,8,62,13,0,87,393,3598,226,13,4230,12,283,11,0,304,14,247,12,0,277,42,542,28,0,615,81,618,29,0,732,161,567,40,0,768,191,521,31,0,741,112,458,36,3,609,41,223,32,0,296,11,77,4,0,93,670,3541,226,5,4437,25,558,24,0,602,28,503,27,3,553,78,1037,53,3,1180,121,1243,67,0,1429,244,1154,67,0,1470,295,1105,70,0,1463,182,921,65,3,1180,83,468,64,0,610,21,143,20,0,181,1068,7137,449,14,8671
POA6167,29,733,87,0,855,45,762,204,0,1014,95,1609,594,5,2301,161,1710,470,0,2339,182,1446,243,0,1875,150,1099,104,0,1358,118,760,75,11,963,52,397,32,0,481,9,129,15,0,152,846,8639,1826,23,11338,44,662,59,0,767,50,687,46,0,784,207,1734,116,0,2067,305,1745,104,4,2153,315,1284,82,4,1680,275,1064,64,3,1412,165,812,49,4,1031,52,469,34,0,556,4,190,15,0,214,1424,8648,575,14,10665,73,1398,147,0,1618,102,1448,250,0,1798,301,3340,712,10,4368,460,3450,575,3,4492,498,2734,321,4,3553,431,2161,173,7,2773,284,1575,123,14,1991,101,866,63,0,1038,20,316,30,0,366,2268,17292,2399,39,22000
POA6168,41,547,49,0,640,37,710,201,14,960,77,1337,278,3,1697,126,1023,183,8,1346,152,1228,130,0,1512,243,1361,107,9,1711,167,1213,93,4,1469,99,735,87,0,922,29,227,72,0,330,976,8388,1199,39,10596,30,502,64,0,599,58,585,92,4,737,147,1119,154,8,1427,181,1070,98,0,1351,300,1149,93,3,1541,384,1299,73,7,1755,264,1302,91,0,1656,95,864,116,4,1078,15,381,87,0,485,1480,8270,863,26,10638,73,1057,111,0,1239,97,1296,296,13,1698,226,2456,438,11,3129,312,2098,284,7,2699,453,2379,226,6,3058,626,2661,176,16,3469,427,2517,178,10,3123,194,1598,202,8,2001,49,607,153,6,811,2458,16655,2060,63,21232
POA6169,46,970,53,0,1067,58,828,39,0,922,133,1667,111,0,1908,172,1571,115,0,1858,252,1715,87,0,2063,315,1890,94,3,2300,195,1330,62,6,1588,129,736,71,5,939,26,227,56,0,310,1325,10935,686,23,12965,40,920,48,0,1009,64,788,53,0,906,189,1716,113,4,2025,336,1767,108,0,2210,476,1804,84,0,2368,550,1823,75,3,2456,328,1389,74,4,1792,137,836,110,3,1084,23,309,118,0,447,2141,11362,788,17,14305,84,1889,101,0,2078,121,1616,88,0,1830,314,3382,226,11,3930,504,3336,226,6,4072,731,3525,176,0,4434,865,3714,172,5,4758,523,2717,132,9,3387,269,1579,178,10,2024,48,530,171,0,756,3464,22292,1469,42,27271
POA6170,22,457,41,0,517,17,503,27,0,547,70,1287,77,4,1435,139,1272,73,0,1478,76,793,44,0,916,58,489,19,3,571,33,259,12,4,310,21,112,4,3,134,0,16,6,0,23,439,5192,290,15,5939,30,399,30,0,454,28,546,28,0,604,157,1479,65,0,1709,183,1255,71,0,1509,157,793,45,0,991,131,491,25,0,652,51,281,12,4,352,18,106,4,4,128,0,19,4,0,28,755,5374,282,11,6424,55,854,70,0,976,46,1050,48,0,1148,233,2769,138,4,3139,320,2528,143,0,2990,230,1588,86,0,1906,194,982,49,9,1224,82,547,31,11,669,39,211,6,3,257,0,36,3,0,43,1196,10563,572,28,12360
POA6171,43,1122,53,0,1217,41,828,40,0,909,143,2419,136,0,2696,197,2322,107,3,2632,188,1693,74,0,1961,142,1106,48,0,1302,99,726,35,4,867,65,402,26,0,492,10,63,4,0,75,925,10686,526,12,12149,53,1101,52,0,1205,46,1010,54,0,1112,289,2908,160,0,3363,403,2560,107,0,3074,337,1743,81,7,2157,256,1162,36,14,1468,157,852,43,9,1056,64,442,35,0,539,4,77,9,0,91,1614,11845,572,26,14064,94,2223,109,0,2420,89,1841,91,0,2024,431,5326,292,5,6060,599,4881,213,4,5699,525,3437,153,9,4123,407,2268,83,14,2764,256,1578,77,10,1919,125,843,67,0,1035,20,139,12,0,167,2539,22533,1098,40,26215
POA6172,18,455,33,0,511,18,393,25,0,443,35,670,43,0,748,67,574,49,3,693,98,727,32,4,864,87,619,20,3,728,52,353,15,0,417,32,197,15,0,239,10,69,12,0,87,420,4054,243,6,4732,16,464,19,0,500,19,359,11,0,388,81,678,41,0,805,130,710,44,4,882,185,801,37,0,1020,146,648,29,3,819,76,369,23,0,473,22,204,28,0,261,9,97,25,0,129,680,4331,256,7,5278,41,915,49,0,1009,37,755,38,0,829,117,1346,86,0,1556,194,1286,96,5,1583,283,1527,70,4,1882,233,1262,45,7,1549,129,729,33,3,893,55,402,45,0,498,14,167,38,0,213,1098,8385,502,18,10004
POA6173,18,563,14,0,596,13,337,3,0,353,26,491,17,0,538,62,747,25,0,836,92,812,16,0,913,58,522,13,0,592,25,209,3,0,241,12,89,5,0,102,0,18,3,0,26,306,3788,110,3,4206,27,473,14,0,515,13,325,12,0,346,45,589,18,0,660,118,868,30,0,1016,172,880,28,0,1076,90,446,10,0,542,42,213,8,0,265,9,101,0,0,114,3,19,0,0,26,521,3913,124,4,4559,44,1036,31,0,1109,25,655,21,0,700,74,1084,38,4,1196,186,1619,53,0,1857,261,1689,41,0,1987,141,968,24,0,1136,68,426,14,0,507,26,189,6,0,222,8,40,3,0,53,830,7706,228,10,8770
POA6174,11,212,16,0,240,4,187,8,0,202,19,339,16,0,380,29,324,16,0,368,29,259,15,0,310,26,177,5,0,213,19,106,5,0,126,9,46,0,0,54,0,3,0,0,9,151,1653,94,0,1894,12,180,15,0,211,22,169,4,0,188,41,409,21,0,472,70,358,22,0,451,59,306,15,0,385,64,164,0,0,232,23,97,4,4,131,10,51,6,0,67,0,9,0,0,16,302,1748,94,5,2143,24,389,35,0,442,29,356,12,0,395,65,747,46,0,848,101,676,37,0,821,89,572,35,0,690,91,340,12,0,441,40,199,11,4,256,13,99,6,0,120,0,17,0,0,20,446,3401,190,9,4036
POA6175,4,140,9,0,151,0,121,5,0,127,13,169,13,0,195,24,213,11,0,240,21,237,4,0,262,31,167,3,0,196,11,102,0,3,124,7,40,0,0,52,6,10,0,0,13,110,1200,42,0,1360,3,123,10,0,141,6,99,0,0,101,20,228,10,0,256,42,240,9,0,297,42,249,10,0,297,45,154,4,0,208,21,97,0,0,116,8,39,0,0,52,0,14,0,0,20,193,1253,42,0,1482,8,269,13,0,291,6,221,5,0,229,27,401,22,0,454,65,451,15,0,536,62,484,11,0,559,74,322,11,0,402,33,199,6,3,237,19,89,3,0,103,3,26,4,0,31,304,2453,83,7,2847
POA6176,3,62,7,0,75,0,53,0,0,57,7,169,4,0,182,8,100,7,0,112,6,85,3,0,94,7,78,0,0,89,3,56,0,0,63,0,25,3,0,26,0,3,0,0,8,42,628,33,0,706,3,52,5,0,62,6,53,0,0,57,26,188,7,0,221,20,107,8,0,130,20,90,5,0,119,18,71,4,0,95,11,46,3,0,69,3,15,0,0,16,0,6,0,0,4,104,633,32,0,771,7,113,12,0,131,0,105,0,0,113,31,358,8,0,406,30,204,11,0,245,26,181,12,0,219,25,149,5,0,185,18,103,8,0,130,6,38,3,0,43,0,8,0,0,15,148,1265,65,0,1471
POA6180,7,224,4,0,236,7,155,3,0,167,16,378,20,0,412,31,389,10,0,432,32,288,12,0,331,21,205,10,0,235,17,184,4,0,204,16,141,3,0,162,3,21,4,0,30,158,1978,71,0,2210,0,202,10,0,209,14,165,7,0,189,63,460,21,0,545,82,419,17,0,512,52,320,12,0,378,52,210,10,0,266,45,226,12,0,286,15,137,10,0,158,0,10,0,0,11,316,2144,90,0,2553,15,422,14,0,446,19,315,17,0,356,74,838,34,0,955,112,804,24,5,946,84,605,25,0,714,68,407,15,0,500,62,408,11,0,488,29,277,10,0,317,3,33,4,0,43,471,4128,163,3,4765
POA6181,0,16,0,0,17,0,13,0,0,11,0,13,0,0,14,0,22,0,0,28,9,39,0,0,44,6,29,0,0,35,0,23,0,0,19,0,3,0,0,9,0,0,0,0,0,20,158,0,0,181,0,24,0,0,24,0,10,0,0,10,0,15,0,0,14,7,25,0,0,32,10,39,0,0,46,13,30,0,0,42,0,22,0,0,24,3,4,0,0,8,0,6,0,0,6,28,163,3,0,191,0,42,0,0,42,0,22,0,0,22,0,23,0,0,31,6,47,0,0,54,19,74,0,0,90,17,60,0,0,76,0,44,0,0,45,3,8,0,0,16,0,6,0,0,6,48,324,8,0,380
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,3,27,6,0,34,0,26,3,0,21,0,45,3,0,46,4,64,11,0,80,12,73,9,0,88,5,64,6,0,78,4,56,4,0,58,0,21,5,0,24,0,0,0,0,3,28,367,40,0,433,0,28,7,0,34,0,19,0,0,25,9,62,11,0,84,8,73,8,0,90,5,70,6,0,84,23,63,10,0,95,7,35,4,0,46,0,17,0,0,19,0,0,3,0,5,59,374,47,3,478,3,51,8,0,71,7,41,5,0,52,10,111,12,0,129,14,138,19,0,169,17,144,12,0,175,27,125,15,0,173,14,86,6,0,107,0,36,5,0,38,4,5,3,0,10,84,737,89,3,909
POA6208,19,294,25,0,332,10,254,16,0,285,45,513,33,0,596,72,486,34,0,587,88,533,38,0,660,103,609,34,0,753,88,667,42,0,791,52,421,47,0,518,20,123,19,0,158,495,3902,284,6,4688,25,339,27,0,390,18,238,13,0,265,75,536,45,0,655,138,539,45,3,731,156,550,31,0,747,193,600,30,0,820,142,683,43,0,869,60,427,57,0,537,7,119,39,0,166,811,4030,330,7,5179,41,631,53,0,726,29,491,30,0,554,121,1046,76,5,1251,206,1028,77,3,1320,246,1087,69,0,1402,294,1210,59,0,1569,232,1347,87,0,1659,111,851,99,0,1062,28,239,60,0,326,1310,7932,620,10,9867
POA6209,0,50,7,0,61,6,37,3,0,45,8,57,11,0,68,3,66,6,0,78,14,95,15,0,127,20,126,6,0,151,22,138,26,0,181,11,75,9,0,98,0,16,9,0,26,75,667,90,0,829,4,59,3,0,63,0,47,7,0,53,7,60,12,0,81,12,77,0,0,93,30,96,8,0,134,37,100,12,0,149,23,116,6,0,149,14,60,11,0,88,3,15,0,0,20,139,628,58,0,829,8,106,7,0,127,4,86,11,0,100,11,123,18,0,151,19,141,9,0,166,50,189,22,0,258,56,224,22,0,306,44,251,33,0,334,25,141,20,0,180,3,32,8,0,40,219,1293,148,4,1661
POA6210,89,1809,122,0,2023,94,1567,106,0,1771,197,2818,215,7,3233,298,2822,216,11,3346,392,3278,201,8,3873,564,3578,157,4,4309,564,3884,217,8,4666,342,2522,204,0,3068,111,764,134,0,1010,2650,23043,1572,38,27298,100,1741,122,0,1967,144,1616,106,5,1865,374,3211,211,9,3795,602,3323,236,3,4156,892,3587,221,4,4701,1126,3901,187,5,5209,861,4094,211,8,5179,383,2782,277,3,3448,93,1175,273,5,1546,4565,25421,1835,39,31874,195,3554,247,4,3994,233,3179,211,3,3630,568,6032,424,10,7031,895,6141,455,8,7502,1279,6864,421,8,8575,1690,7476,345,13,9520,1427,7978,428,17,9845,725,5306,483,0,6512,208,1944,402,5,2558,7218,48470,3409,74,59170
POA6211,9,223,14,0,248,11,128,8,0,138,17,277,13,0,308,32,373,16,0,421,54,401,21,0,469,55,419,12,0,494,58,523,19,0,598,34,274,7,0,320,4,39,0,0,43,272,2654,112,3,3044,10,197,17,0,220,14,145,6,0,159,31,360,16,0,406,69,413,21,0,506,72,424,26,0,525,132,404,12,0,554,92,508,13,0,610,35,213,12,0,259,5,22,5,0,33,445,2689,127,5,3273,21,422,30,0,471,23,269,12,0,303,47,637,26,0,713,99,786,34,0,924,126,822,47,0,999,190,826,31,0,1046,143,1033,32,0,1210,70,487,19,0,579,11,60,9,0,76,723,5347,242,5,6318
