POA_CODE_2021,M_15_19_Prov_unpaid_assist,M_15_19_No_unpaid_assist_prov,M_15_19_yr_Unpaid_assist_ns,M_15_19_Overseas_visitors,M_15_19_years_Total,M_20_24_Prov_unpaid_assist,M_20_24_No_unpaid_assist_prov,M_20_24_yr_Unpaid_assist_ns,M_20_24_Overseas_visitors,M_20_24_years_Total,M_25_34_Prov_unpaid_assist,M_25_34_No_unpaid_assist_prov,M_25_34_yr_Unpaid_assist_ns,M_25_34_Overseas_visitors,M_25_34_years_Total,M_35_44_Prov_unpaid_assist,M_35_44_No_unpaid_assist_prov,M_35_44_yr_Unpaid_assist_ns,M_35_44_Overseas_visitors,M_35_44_years_Total,M_45_54_Prov_unpaid_assist,M_45_54_No_unpaid_assist_prov,M_45_54_Unpaid_assist_ns,M_45_54_Overseas_visitors,M_45_54_years_Total,M_55_64_Prov_unpaid_assist,M_55_64_No_unpaid_assist_prov,M_55_64_yr_Unpaid_assist_ns,M_55_64_Overseas_visitors,M_55_64_years_Total,M_65_74_Prov_unpaid_assist,M_65_74_No_unpaid_assist_prov,M_65_74_yr_Unpaid_assist_ns,M_65_74_Overseas_visitors,M_65_74_years_Total,M_75_84_Prov_unpaid_assist,M_75_84_No_unpaid_assist_prov,M_75_84_yr_Unpaid_assist_ns,M_75_84_Overseas_visitors,M_75_84_years_Total,M_85_over_Prov_unpaid_assist,M_85ovr_No_unpaid_assist_prov,M_85ovr_over_Unpaid_assist_ns,M_85over_Overseas_visitors,M_85_yr_and_over_Total,M_Tot_Prov_unpaid_assist,M_Tot_No_unpaid_assist_prov,M_Tot_Unpaid_assist_ns,M_Total_Overseas_visitors,M_Total_Total,F_15_19_Prov_unpaid_assist,F_15_19_No_unpaid_assist_prov,F_15_19_yr_Unpaid_assist_ns,F_15_19_Overseas_visitors,F_15_19_years_Total,F_20_24_Prov_unpaid_assist,F_20_24_No_unpaid_assist_prov,F_20_24_yr_Unpaid_assist_ns,F_20_24_Overseas_visitors,F_20_24_years_Total,F_25_34_Prov_unpaid_assist,F_25_34_No_unpaid_assist_prov,F_25_34_yr_Unpaid_assist_ns,F_25_34_Overseas_visitors,F_25_34_years_Total,F_35_44_Prov_unpaid_assist,F_35_44_No_unpaid_assist_prov,F_35_44_yr_Unpaid_assist_ns,F_35_44_Overseas_visitors,F_35_44_years_Total,F_45_54_Prov_unpaid_assist,F_45_54_No_unpaid_assist_prov,F_45_54_Unpaid_assist_ns,F_45_54_Overseas_visitors,F_45_54_years_Total,F_55_64_Prov_unpaid_assist,F_55_64_No_unpaid_assist_prov,F_55_64_yr_Unpaid_assist_ns,F_55_64_Overseas_visitors,F_55_64_years_Total,F_65_74_Prov_unpaid_assist,F_65_74_No_unpaid_assist_prov,F_65_74_yr_Unpaid_assist_ns,F_65_74_Overseas_visitors,F_65_74_years_Total,F_75_84_Prov_unpaid_assist,F_75_84_No_unpaid_assist_prov,F_75_84_yr_Unpaid_assist_ns,F_75_84_Overseas_visitors,F_75_84_years_Total,F_85_over_Prov_unpaid_assist,F_85ovr_No_unpaid_assist_prov,F_85ovr_over_Unpaid_assist_ns,F_85over_Overseas_visitors,F_85_yr_and_over_Total,F_Tot_Prov_unpaid_assist,F_Tot_No_unpaid_assist_prov,F_Tot_Unpaid_assist_ns,F_Total_Overseas_visitors,F_Total_Total,P_15_19_Prov_unpaid_assist,P_15_19_No_unpaid_assist_prov,P_15_19_yr_Unpaid_assist_ns,P_15_19_Overseas_visitors,P_15_19_years_Total,P_20_24_Prov_unpaid_assist,P_20_24_No_unpaid_assist_prov,P_20_24_yr_Unpaid_assist_ns,P_20_24_Overseas_visitors,P_20_24_years_Total,P_25_34_Prov_unpaid_assist,P_25_34_No_unpaid_assist_prov,P_25_34_yr_Unpaid_assist_ns,P_25_34_Overseas_visitors,P_25_34_years_Total,P_35_44_Prov_unpaid_assist,P_35_44_No_unpaid_assist_prov,P_35_44_yr_Unpaid_assist_ns,P_35_44_Overseas_visitors,P_35_44_years_Total,P_45_54_Prov_unpaid_assist,P_45_54_No_unpaid_assist_prov,P_45_54_Unpaid_assist_ns,P_45_54_Overseas_visitors,P_45_54_years_Total,P_55_64_Prov_unpaid_assist,P_55_64_No_unpaid_assist_prov,P_55_64_yr_Unpaid_assist_ns,P_55_64_Overseas_visitors,P_55_64_years_Total,P_65_74_Prov_unpaid_assist,P_65_74_No_unpaid_assist_prov,P_65_74_yr_Unpaid_assist_ns,P_65_74_Overseas_visitors,P_65_74_years_Total,P_75_84_Prov_unpaid_assist,P_75_84_No_unpaid_assist_prov,P_75_84_yr_Unpaid_assist_ns,P_75_84_Overseas_visitors,P_75_84_years_Total,P_85_over_Prov_unpaid_assist,P_85ovr_No_unpaid_assist_prov,P_85ovr_over_Unpaid_assist_ns,P_85over_Overseas_visitors,P_85_yr_and_over_Total,P_Tot_Prov_unpaid_assist,P_Tot_No_unpaid_assist_prov,P_Tot_Unpaid_assist_ns,P_Total_Overseas_visitors,P_Total_Total
POA6030,52,1343,71,4,1467,72,1233,72,4,1380,112,2181,138,4,2430,181,2090,126,5,2405,266,2254,125,0,2638,244,1852,85,5,2189,148,1098,41,5,1297,98,676,40,0,819,28,249,34,0,316,1193,12979,732,24,14932,68,1210,87,0,1369,89,1202,63,4,1362,240,2302,134,4,2677,365,2244,136,6,2756,469,2481,130,3,3081,418,1857,71,3,2348,221,1212,56,6,1492,105,854,80,0,1046,27,379,54,0,457,1995,13746,812,41,16588,116,2559,161,4,2830,157,2435,139,5,2738,353,4485,264,11,5113,543,4334,265,12,5155,734,4734,249,5,5720,664,3711,162,10,4546,367,2317,96,11,2784,207,1534,124,3,1865,54,626,88,0,772,3190,26725,1543,60,31523
POA6031,21,652,21,0,692,25,519,28,0,579,72,1173,58,4,1309,95,1225,57,0,1385,98,996,39,0,1134,67,656,20,0,741,32,350,15,0,400,9,130,4,0,154,3,19,0,0,22,429,5727,244,10,6407,26,583,39,0,652,34,530,19,0,582,143,1388,44,0,1574,192,1345,51,0,1586,205,1021,34,0,1259,150,671,16,4,845,62,365,19,3,450,21,124,7,0,146,4,29,0,0,32,829,6055,231,17,7129,52,1237,57,0,1339,60,1053,49,0,1159,209,2559,104,4,2879,290,2577,104,0,2976,297,2019,74,4,2394,217,1320,39,6,1584,96,719,30,5,845,30,258,8,0,300,9,48,0,0,56,1256,11780,476,25,13534
POA6032,0,3,0,0,7,0,5,0,0,4,0,14,0,0,14,0,5,0,0,5,4,14,3,0,18,0,9,6,0,17,0,9,0,0,9,0,4,0,0,9,0,0,0,0,0,3,67,11,0,86,0,4,0,0,4,0,5,3,0,8,0,7,0,0,6,0,14,0,0,14,4,6,0,0,13,0,20,3,0,25,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,7,58,12,0,77,0,10,0,0,10,0,9,3,0,12,0,11,0,0,15,0,18,0,0,18,8,28,5,0,35,3,34,8,0,45,0,16,3,0,18,0,8,5,0,6,0,0,0,0,0,12,128,21,0,162
POA6033,5,14,0,0,12,0,11,3,3,17,0,25,3,0,33,0,18,5,3,23,0,20,5,0,30,3,33,0,0,40,6,24,0,0,27,0,3,0,0,4,0,0,0,0,0,16,159,18,5,188,0,13,0,0,17,0,8,0,0,8,3,14,0,0,23,3,20,4,0,28,10,25,0,0,35,10,21,4,0,33,0,16,0,0,16,0,3,0,0,7,3,4,0,0,5,26,130,13,0,170,3,31,0,0,33,0,23,3,3,20,3,42,8,0,48,0,34,4,3,50,10,53,6,0,65,8,51,9,0,71,0,40,0,0,43,3,11,0,0,9,3,4,0,0,6,37,288,30,5,359
POA6034,4,83,5,0,92,0,95,4,0,102,20,339,16,0,381,24,216,21,0,259,14,131,7,0,149,9,66,6,0,79,5,61,0,0,71,0,20,0,0,21,0,0,0,0,0,71,1015,61,3,1148,4,78,9,0,84,11,124,3,0,139,40,380,20,0,444,28,249,8,0,289,29,161,13,0,203,16,108,7,0,125,7,69,0,0,74,4,20,0,0,22,0,0,0,0,0,131,1191,67,0,1379,6,162,11,0,177,10,219,14,0,238,65,721,33,0,819,51,463,28,0,541,41,294,22,0,355,21,171,11,0,208,15,127,3,0,143,7,40,0,0,47,0,0,0,0,0,204,2205,123,3,2532
POA6035,20,305,25,0,349,13,236,17,0,266,32,537,33,20,622,51,559,37,6,660,60,544,32,0,633,53,411,26,0,496,44,325,12,0,382,18,194,13,0,224,3,43,7,0,54,300,3160,197,28,3694,13,275,19,0,303,16,190,11,0,221,74,662,54,0,790,109,668,40,0,820,98,558,28,0,690,119,413,20,4,553,64,368,19,0,451,36,187,19,0,239,0,73,15,0,89,537,3384,226,7,4155,34,575,42,3,653,32,423,31,0,487,111,1200,80,22,1412,163,1231,78,6,1478,157,1110,57,0,1325,168,827,50,4,1047,110,693,29,0,831,54,381,34,0,464,9,115,21,0,146,835,6545,424,38,7846
POA6036,10,637,42,0,687,25,574,22,0,622,43,974,44,0,1069,85,973,38,6,1103,103,1026,39,0,1166,65,632,31,6,727,40,373,14,0,423,29,129,14,0,173,3,31,0,0,36,401,5349,236,10,5997,32,653,20,0,701,26,589,22,0,641,115,1100,67,0,1285,167,1156,47,3,1375,186,1134,45,4,1364,128,677,19,6,829,67,442,19,0,524,17,190,10,0,222,0,37,5,0,47,731,5982,258,15,6981,45,1288,57,0,1395,46,1164,47,5,1260,160,2080,109,3,2350,251,2130,93,3,2475,289,2155,82,5,2531,191,1304,49,9,1560,104,814,30,0,951,41,326,27,0,391,7,71,4,0,78,1137,11330,493,23,12980
POA6037,4,93,16,0,112,0,78,3,0,81,9,170,10,9,199,14,149,21,0,188,26,214,24,0,261,27,192,15,0,236,17,154,10,0,176,10,80,8,0,94,0,10,0,0,16,115,1134,106,14,1368,3,70,10,0,80,0,69,9,0,78,23,178,11,0,214,43,184,21,0,249,37,209,18,0,266,48,166,21,0,234,32,132,13,0,182,6,67,3,0,80,0,16,3,0,19,185,1096,109,0,1397,7,164,25,0,193,0,143,19,0,166,32,347,22,6,408,58,335,41,0,434,59,428,40,0,528,68,359,38,0,469,45,285,25,0,356,17,151,11,0,177,0,26,8,0,30,298,2233,222,11,2759
POA6038,4,256,15,0,271,11,256,13,0,279,43,781,23,3,852,46,724,21,0,793,34,467,15,0,522,22,263,10,0,303,11,165,7,0,186,0,54,11,0,60,0,15,0,0,15,178,2983,110,6,3285,3,276,11,0,296,4,284,15,0,308,87,960,38,0,1079,98,744,22,0,861,67,557,21,0,645,43,321,10,0,366,24,182,8,0,214,6,75,3,0,82,0,21,0,0,23,333,3413,126,6,3874,7,530,29,0,567,19,538,26,0,584,126,1736,57,5,1928,141,1469,42,0,1652,103,1024,37,0,1166,69,582,21,6,668,41,354,10,4,400,6,127,9,0,146,0,39,0,0,39,513,6393,233,12,7157
POA6041,3,39,10,0,49,0,26,3,0,23,0,47,3,0,58,9,52,4,0,63,16,94,7,0,119,13,86,9,0,104,23,108,8,6,140,3,60,16,0,80,0,7,0,0,9,62,518,47,3,643,0,36,3,0,45,4,26,0,3,34,7,56,4,11,80,13,69,8,0,89,22,82,6,0,103,16,84,10,0,106,26,84,17,0,127,11,38,12,0,56,0,9,0,0,12,104,487,52,8,656,8,77,8,0,91,4,52,3,7,62,11,107,6,9,139,21,119,8,0,153,31,175,13,0,223,29,167,15,0,213,50,190,29,6,266,8,96,24,0,129,4,17,0,0,25,170,1006,106,18,1302
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,6,0,0,8,0,3,5,0,4,6,6,0,0,11,0,21,4,0,29,0,0,3,0,3,0,0,0,0,0,0,35,14,0,53,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,8,0,9,3,5,0,0,6,0,14,4,0,14,0,0,5,0,5,0,0,0,0,0,5,25,16,0,39,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,0,0,5,0,7,5,0,12,4,15,0,0,18,0,33,8,0,42,0,0,3,0,9,0,0,0,0,0,4,61,29,0,97
POA6043,0,3,0,0,3,0,4,0,0,4,0,11,0,0,11,0,5,0,0,5,0,15,5,0,21,0,21,3,0,25,5,31,0,0,35,0,16,0,0,14,0,0,0,0,0,10,101,9,0,111,0,3,0,0,4,0,0,0,0,0,0,6,0,0,6,0,3,0,0,3,0,11,0,0,18,0,24,0,0,27,5,22,0,0,25,0,9,3,0,9,0,0,0,0,0,12,80,10,0,98,0,5,0,0,5,0,5,0,0,7,0,17,0,0,17,0,3,0,0,3,3,30,9,0,37,0,45,3,0,55,8,45,4,0,63,5,21,3,0,28,0,3,0,0,3,16,182,19,0,212
POA6044,0,24,4,0,26,0,22,8,0,26,3,61,7,3,68,4,43,3,3,51,3,66,3,0,75,12,92,16,0,117,11,105,9,0,128,4,55,11,0,66,0,9,0,0,14,40,479,49,9,583,3,13,0,0,16,0,19,0,0,22,0,82,7,7,96,12,45,0,11,69,17,53,12,0,83,19,78,10,0,103,14,89,8,0,114,4,41,4,0,53,0,12,5,0,17,65,430,46,15,563,3,35,3,0,38,0,39,6,0,48,6,143,14,13,167,17,85,5,9,122,23,122,16,0,160,27,167,23,0,218,27,202,13,3,246,11,98,9,0,118,5,24,5,0,33,110,908,96,24,1142
POA6050,13,350,3,0,369,25,467,17,0,506,53,1005,49,0,1114,67,900,45,0,1017,159,804,39,0,1003,140,729,28,0,894,102,575,34,3,713,43,350,58,4,456,20,213,40,0,268,627,5401,305,12,6347,14,462,16,0,491,31,535,13,3,579,64,1079,48,3,1188,119,919,33,0,1068,218,743,29,0,988,268,631,9,4,910,158,589,33,0,786,52,449,53,0,558,19,357,60,0,437,931,5761,300,15,7003,28,810,19,0,861,59,1003,22,3,1084,115,2082,101,4,2307,181,1822,78,0,2084,375,1546,66,5,1986,403,1355,39,5,1807,267,1164,67,3,1496,97,803,117,4,1016,33,577,103,0,708,1559,11158,600,24,13345
POA6051,8,173,11,0,192,17,384,22,0,429,58,1327,91,4,1475,105,1072,75,9,1256,84,635,54,8,784,66,516,34,0,618,54,436,29,5,521,30,197,14,0,241,4,41,0,0,49,422,4784,327,19,5551,7,184,11,0,198,19,448,32,0,496,96,1428,74,4,1599,102,967,57,0,1132,118,585,35,0,743,118,447,20,10,592,91,407,13,0,519,27,168,9,0,204,0,59,3,0,69,580,4696,260,21,5549,13,356,14,0,387,35,831,55,0,921,151,2743,160,7,3066,203,2042,133,5,2385,209,1226,90,4,1526,182,964,56,10,1213,145,843,45,3,1038,50,367,22,0,443,7,98,3,0,120,1001,9475,590,34,11100
POA6052,0,274,14,0,290,12,292,16,0,317,46,681,31,0,749,77,779,20,0,872,88,625,23,0,738,118,508,30,0,653,67,379,26,0,474,27,151,21,0,202,5,69,17,0,90,443,3761,184,3,4388,10,268,7,0,289,22,323,19,0,356,63,716,27,8,816,100,790,24,0,923,186,602,24,0,818,215,506,23,0,746,83,410,17,0,520,32,229,25,0,292,10,115,18,0,144,732,3961,194,14,4902,18,548,20,0,583,29,617,31,0,677,109,1396,53,8,1561,175,1568,44,3,1791,280,1226,50,0,1552,337,1013,47,0,1398,150,788,45,0,988,64,377,46,0,491,20,182,37,0,236,1175,7723,381,10,9289
POA6053,26,319,10,0,353,17,348,9,0,377,57,967,41,0,1066,104,1018,49,6,1178,136,804,33,0,974,136,692,39,4,869,74,510,30,0,610,40,272,15,0,328,9,119,20,0,142,588,5061,242,9,5902,23,313,8,0,342,32,339,9,0,375,72,1094,48,0,1210,143,996,39,0,1179,211,823,36,0,1067,203,634,23,0,854,112,548,30,0,690,49,341,26,0,407,0,254,30,0,289,831,5338,245,3,6416,46,635,20,0,700,42,688,22,0,756,131,2059,87,0,2277,243,2016,86,6,2357,340,1628,68,0,2038,338,1325,59,0,1724,182,1054,60,0,1301,79,613,39,0,736,6,379,51,0,431,1421,10397,482,15,12317
POA6054,22,489,21,0,538,34,546,57,0,636,89,1195,92,4,1375,114,1215,81,0,1417,158,1115,61,0,1338,174,991,63,4,1231,109,769,49,0,932,41,385,37,0,455,14,117,9,0,143,765,6834,467,14,8075,35,427,26,0,493,40,497,31,3,571,103,1274,85,0,1468,195,1288,66,0,1544,278,1062,64,4,1407,306,989,59,3,1356,162,869,40,7,1082,62,502,39,0,604,7,234,16,0,259,1185,7137,428,21,8772,63,919,51,0,1029,71,1044,91,3,1212,193,2473,180,5,2844,303,2505,148,3,2965,439,2176,124,5,2745,482,1975,119,10,2586,267,1642,95,12,2009,105,881,71,4,1060,25,352,23,0,404,1948,13972,893,37,16850
POA6055,35,797,33,0,863,26,770,25,0,832,149,2603,123,8,2880,213,2548,81,4,2848,168,1443,55,0,1661,153,1050,34,6,1237,95,706,30,9,840,41,290,28,3,367,12,57,9,0,81,890,10277,420,29,11613,38,703,24,0,768,56,781,61,0,899,281,2954,190,10,3430,319,2286,169,0,2772,279,1434,64,4,1783,265,1065,50,14,1394,140,677,33,12,870,46,312,25,4,385,9,130,23,0,151,1414,10333,636,48,12444,66,1503,60,0,1636,81,1552,87,0,1726,426,5550,316,10,6304,528,4835,248,5,5621,441,2875,121,4,3448,412,2113,79,25,2633,239,1391,63,17,1710,93,604,48,3,753,18,189,30,0,238,2307,20614,1060,83,24056
POA6056,61,1095,60,0,1218,73,1192,83,0,1352,189,2281,218,5,2696,200,2085,237,0,2524,326,2058,216,5,2606,336,2021,183,3,2535,224,1625,129,5,1982,134,888,115,3,1142,27,259,92,0,377,1568,13508,1332,29,16434,85,992,73,3,1149,81,1125,95,7,1309,285,2326,199,6,2813,374,2099,176,10,2656,544,2063,189,0,2800,605,1924,116,4,2655,384,1648,139,4,2174,139,1038,145,0,1323,30,414,166,0,607,2522,13633,1297,35,17484,144,2086,134,3,2364,158,2314,181,7,2663,474,4605,420,13,5513,570,4185,415,14,5181,866,4122,407,12,5408,940,3940,296,9,5192,611,3281,267,6,4161,273,1929,259,8,2466,56,674,258,0,992,4091,27139,2627,67,33924
POA6057,22,477,22,0,523,12,443,15,0,477,65,910,45,0,1031,92,902,33,0,1028,114,828,32,0,978,131,824,35,3,994,106,570,18,5,694,55,331,13,0,401,8,119,14,0,138,605,5421,239,7,6272,27,451,26,0,500,33,414,12,0,457,113,951,47,0,1118,151,904,42,0,1091,221,837,30,0,1096,240,777,38,4,1058,149,651,21,0,815,51,406,28,0,486,10,147,11,0,172,990,5536,258,9,6791,46,926,50,0,1024,48,856,30,0,932,177,1870,95,3,2147,245,1804,80,0,2127,331,1671,65,0,2072,370,1599,72,7,2054,254,1217,34,5,1510,108,739,43,0,890,16,270,26,0,310,1592,10956,496,15,13063
POA6058,7,310,25,0,342,19,363,39,4,427,36,796,40,3,874,83,778,65,0,926,84,681,43,0,813,72,578,33,0,686,77,533,18,0,632,27,237,11,0,280,11,87,10,0,108,429,4371,292,5,5096,20,301,20,0,346,18,315,24,0,356,73,811,43,0,923,132,776,62,0,968,124,607,46,0,784,158,587,25,0,775,95,578,29,0,709,38,306,24,0,371,5,136,15,0,157,666,4421,295,3,5382,31,611,48,0,685,42,678,66,4,788,110,1602,84,3,1799,217,1555,126,0,1900,208,1285,94,0,1587,229,1169,66,0,1462,177,1117,53,0,1340,68,549,39,0,651,20,220,29,0,262,1088,8785,587,7,10473
POA6059,25,618,33,0,676,36,668,41,0,746,79,1303,59,0,1443,125,1269,70,4,1462,222,1270,57,3,1554,244,1147,52,0,1445,141,982,32,0,1165,87,642,36,0,758,32,268,16,0,317,987,8159,397,15,9560,22,580,28,0,633,35,658,25,3,723,117,1306,51,0,1478,177,1351,62,0,1597,357,1287,48,3,1702,381,1135,44,7,1567,239,1028,47,9,1321,142,854,68,0,1064,23,430,22,0,472,1497,8636,391,20,10551,54,1200,57,0,1311,71,1329,61,7,1468,189,2611,110,0,2916,302,2620,129,3,3054,582,2557,108,6,3258,628,2278,100,11,3014,380,2011,83,8,2483,224,1496,104,0,1827,56,689,41,0,793,2484,16796,787,40,20107
POA6060,18,391,24,0,434,32,591,47,0,663,108,2293,133,7,2538,157,1841,107,0,2101,173,1194,78,0,1444,179,993,48,0,1219,114,717,28,0,858,55,427,18,5,498,30,212,16,0,253,849,8656,494,17,10015,25,397,26,0,446,43,709,37,3,793,155,2501,146,11,2814,240,1793,93,3,2128,262,1170,62,5,1503,291,1000,60,7,1355,193,891,35,3,1122,84,601,36,0,721,19,450,37,0,507,1308,9512,539,29,11387,42,791,45,0,887,69,1294,86,0,1456,257,4800,278,9,5354,394,3630,200,4,4229,441,2368,139,4,2948,475,1997,108,7,2580,304,1608,64,3,1978,135,1023,54,4,1218,42,661,51,0,757,2154,18173,1029,46,21402
POA6061,42,890,72,0,1005,52,1258,154,0,1472,212,3537,325,7,4089,242,2750,306,0,3301,227,1732,192,0,2151,241,1493,124,10,1864,136,1094,96,4,1325,61,558,44,0,668,20,188,26,0,240,1238,13509,1330,28,16111,50,773,87,0,912,99,1242,127,0,1464,334,3554,329,12,4236,387,2683,279,8,3351,332,1697,149,8,2185,357,1528,117,19,2020,228,1221,103,9,1558,97,693,71,0,857,13,261,24,0,300,1907,13644,1283,51,16883,91,1665,155,5,1919,158,2495,280,0,2937,551,7097,652,18,8326,626,5435,583,5,6650,557,3421,337,12,4336,598,3016,240,26,3882,363,2315,197,7,2882,156,1249,115,0,1524,38,453,43,0,534,3141,27151,2617,81,32996
POA6062,37,839,42,0,921,67,961,64,0,1093,139,2260,128,0,2529,173,1989,113,3,2274,280,1630,91,0,2001,302,1523,70,7,1904,207,1389,39,5,1641,112,899,40,4,1055,40,257,18,0,323,1355,11759,610,19,13739,45,739,42,0,824,68,860,41,0,967,215,2140,112,3,2470,333,1915,105,0,2355,403,1589,83,5,2078,476,1472,62,11,2016,330,1523,47,15,1910,120,982,59,0,1169,30,465,32,0,529,2026,11685,575,37,14326,79,1575,81,0,1744,137,1820,102,0,2063,354,4401,238,9,5003,500,3903,212,8,4624,687,3220,171,5,4085,772,2993,139,13,3917,540,2912,87,12,3549,237,1886,101,4,2227,74,726,54,0,858,3379,23451,1184,56,28065
POA6063,21,470,23,0,520,30,477,21,0,528,59,861,78,0,991,85,929,61,0,1076,99,747,46,0,899,87,734,40,0,858,61,526,21,0,611,24,169,14,0,204,0,28,0,0,35,471,4944,303,6,5723,31,445,30,0,502,29,409,18,0,462,88,850,78,3,1015,166,846,56,0,1073,185,744,40,0,970,175,720,37,7,942,82,478,27,6,592,26,202,12,0,243,0,83,10,0,89,796,4775,302,19,5889,50,912,55,0,1023,56,884,44,0,984,149,1712,151,3,2011,248,1779,114,0,2149,292,1489,85,5,1872,263,1459,71,7,1799,148,1006,45,7,1203,49,373,28,0,452,3,112,13,0,130,1263,9722,610,27,11615
POA6064,51,874,66,0,989,58,989,80,0,1129,119,1798,131,0,2053,173,1721,112,3,2006,232,1604,86,0,1922,226,1538,67,0,1827,143,1148,72,0,1369,76,556,62,0,694,20,117,48,0,182,1098,10350,719,16,12181,54,851,57,0,959,83,898,55,0,1034,204,1720,115,3,2045,293,1646,128,5,2072,367,1521,87,7,1985,390,1448,68,12,1919,237,1175,90,10,1506,64,615,85,0,765,7,208,94,0,304,1698,10086,773,32,12594,104,1727,117,0,1951,139,1890,138,0,2164,328,3515,246,7,4100,464,3368,235,10,4082,600,3121,182,7,3903,616,2982,132,14,3753,377,2328,159,11,2878,137,1174,145,0,1455,28,327,137,0,491,2799,20434,1498,52,24771
POA6065,81,2112,90,0,2286,79,1900,73,5,2059,177,3685,155,4,4023,388,4586,142,0,5115,449,3840,122,4,4408,346,2648,78,8,3073,243,1872,59,8,2188,133,909,51,0,1093,38,265,39,0,338,1943,21804,808,40,24591,105,1987,70,0,2160,103,1834,56,8,1992,362,4192,144,4,4712,733,4718,168,6,5624,776,3747,117,3,4640,621,2617,81,14,3327,375,2013,67,13,2464,120,1195,88,4,1404,31,460,79,0,572,3223,22758,869,61,26904,188,4100,159,0,4444,179,3736,133,8,4054,542,7877,300,8,8738,1119,9302,307,9,10740,1225,7580,240,8,9055,965,5259,154,19,6400,622,3885,126,23,4658,259,2102,133,10,2504,63,729,117,5,911,5160,44564,1673,94,51490
POA6066,31,611,33,0,679,26,631,22,0,676,58,1049,61,0,1167,85,913,43,0,1040,124,935,49,0,1112,159,1143,37,0,1339,83,643,25,0,748,38,254,14,0,304,12,69,0,0,83,610,6241,289,4,7146,39,555,28,0,621,44,548,27,0,620,101,982,60,3,1148,161,926,52,0,1142,245,1021,49,0,1313,293,1037,33,14,1373,91,626,30,3,754,37,298,20,0,351,7,105,3,0,110,1021,6092,304,18,7430,71,1165,63,0,1299,67,1178,49,5,1296,161,2029,116,3,2307,251,1835,93,0,2182,371,1955,99,0,2429,451,2177,70,12,2708,175,1270,54,6,1502,74,551,32,0,652,14,173,8,0,192,1626,12332,587,22,14574
POA6067,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,7,0,0,11,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,28,0,3,0,0,3,0,0,0,0,0,0,12,0,0,12,0,10,0,0,10,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,39,0,0,0,0,0,0,0,0,0,0,0,16,0,0,23,0,17,0,0,18,0,9,0,0,6,0,6,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,3,0,65
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,10
POA6069,62,1516,80,0,1658,49,1214,61,0,1326,162,2562,139,4,2869,312,2879,139,5,3337,276,2325,109,4,2710,216,1539,54,10,1819,139,988,32,5,1157,82,514,21,0,621,17,149,9,0,180,1314,13682,654,28,15679,78,1357,83,0,1516,82,1237,47,3,1372,322,3127,168,5,3616,520,3129,159,0,3809,474,2402,94,3,2976,430,1578,56,5,2071,209,1089,43,14,1352,88,585,36,3,711,7,240,16,4,262,2211,14739,712,29,17696,136,2872,161,0,3175,133,2446,113,3,2693,487,5690,308,11,6490,830,6008,298,10,7145,757,4730,202,4,5691,641,3119,118,15,3898,344,2071,76,17,2509,174,1097,53,3,1332,22,394,28,4,441,3528,28421,1365,57,33373
POA6070,5,114,3,0,127,9,69,4,0,78,4,99,4,0,107,19,188,4,0,209,32,227,0,0,260,43,192,8,0,241,26,170,4,0,203,20,98,5,0,122,7,23,0,0,29,159,1181,35,0,1374,5,106,3,0,110,4,56,0,0,64,4,109,0,0,120,43,218,4,0,265,63,216,6,0,285,68,182,11,0,265,46,169,9,0,221,22,95,3,0,113,7,21,0,0,24,253,1170,42,0,1470,6,222,10,0,233,13,124,6,0,142,6,211,12,0,226,59,404,7,0,474,97,442,7,0,546,112,370,21,0,504,71,342,11,0,426,40,193,6,0,237,3,46,0,0,51,407,2351,78,0,2844
