POA_CODE_2021,1_74_RE_agent,1_74_StateTeHAuthority,1_74_Com_house_prov,1_74_Person_not_same_hh,1_74_Oth_type,1_74_Not_stated,1_74_Total,75_99_RE_agent,75_99_StateTeHAuthority,75_99_Com_house_prov,75_99_Person_not_same_hh,75_99_Oth_type,75_99_Not_stated,75_99_Total,100_149_RE_agent,100_149_StateTeHAuthority,100_149_Com_house_prov,100_149_Person_not_same_hh,100_149_Oth_type,100_149_Not_stated,100_149_Total,150_199_RE_agent,150_199_StateTeHAuthority,150_199_Com_house_prov,150_199_Person_not_same_hh,150_199_Oth_type,150_199_Not_stated,150_199_Total,200_224_RE_agent,200_224_StateTeHAuthority,200_224_Com_house_prov,200_224_Person_not_same_hh,200_224_Oth_type,200_224_Not_stated,200_224_Total,225_274_RE_agent,225_274_StateTeHAuthority,225_274_Com_house_prov,225_274_Person_not_same_hh,225_274_Oth_type,225_274_Not_stated,225_274_Total,275_349_RE_agent,275_349_StateTeHAuthority,275_349_Com_house_prov,275_349_Person_not_same_hh,275_349_Oth_type,275_349_Not_stated,275_349_Total,350_449_RE_agent,350_449_StateTeHAuthority,350_449_Com_house_prov,350_449_Person_not_same_hh,350_449_Oth_type,350_449_Not_stated,350_449_Total,450_549_RE_agent,450_549_StateTeHAuthority,450_549_Com_house_prov,450_549_Person_not_same_hh,450_549_Oth_type,450_549_Not_stated,450_549_Total,550_649_RE_agent,550_649_StateTeHAuthority,550_649_Com_house_prov,550_649_Person_not_same_hh,550_649_Oth_type,550_649_Not_stated,550_649_Total,650_749_RE_agent,650_749_StateTeHAuthority,650_749_Com_house_prov,650_749_Person_not_same_hh,650_749_Oth_type,650_749_Not_stated,650_749_Total,750_849_RE_agent,750_849_StateTeHAuthority,750_849_Com_house_prov,750_849_Person_not_same_hh,750_849_Oth_type,750_849_Not_stated,750_849_Total,850_949_RE_agent,850_949_StateTeHAuthority,850_949_Com_house_prov,850_949_Person_not_same_hh,850_949_Oth_type,850_949_Not_stated,850_949_Total,950oveRE_agent,950oveStateTeHAuthority,950oveCom_house_prov,950ovePerson_not_same_hh,950oveOth_type,950oveNot_stated,950oveTotal,Rent_NS_RE_agent,Rent_NS_StateTeRent_Hauth,Rent_NS_Com_house_prov,Rent_NS_Person_not_same_hh,Rent_NS_Oth_type,Rent_NS_Not_stated,Rent_NS_Total,Total_RE_agent,Total_StateTer_HAuthority,Total_Com_house_prov,Total_Person_not_same_hh,Total_Oth_type,Total_NS,Total_Total
POA6158,0,6,0,0,0,0,6,0,4,0,0,0,0,10,0,11,0,3,0,0,20,4,7,0,7,0,0,19,0,0,0,3,0,0,17,34,3,0,19,0,0,52,45,4,0,28,3,0,81,101,0,0,53,0,0,152,79,0,0,34,0,0,115,61,0,0,12,0,0,73,41,0,0,11,0,0,55,14,0,0,6,0,0,20,18,0,0,0,0,0,16,21,0,0,3,0,0,26,0,0,0,6,0,3,15,418,42,4,186,9,5,663
POA6159,0,5,0,0,0,0,5,0,13,0,0,0,0,14,0,68,0,0,0,0,70,3,11,0,3,0,0,15,0,5,0,4,0,0,16,7,4,0,0,0,0,15,12,4,0,8,0,0,22,42,0,0,25,0,0,73,67,0,0,26,0,0,90,47,0,0,15,0,0,62,26,0,0,6,0,0,35,32,0,0,14,0,0,44,28,0,0,5,0,0,31,29,0,0,4,0,0,27,3,4,0,10,0,0,22,292,114,4,122,5,0,538
POA6160,8,21,0,0,0,0,28,0,24,4,0,0,0,28,4,152,19,8,0,0,176,4,27,14,16,3,0,67,20,9,4,15,0,0,50,82,16,6,41,12,0,149,134,7,4,49,3,0,202,247,4,0,96,6,0,351,217,0,0,68,5,0,302,133,0,0,48,0,0,179,58,0,0,22,0,0,82,24,0,0,6,5,0,34,7,0,0,8,0,0,10,17,0,0,12,0,0,33,7,14,0,25,12,3,57,960,276,53,414,48,6,1757
POA6161,0,10,0,0,4,0,7,10,0,0,0,3,0,12,0,0,0,0,5,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,6,0,0,0,0,6,0,6,0,0,0,0,5,0,0,0,10,0,3,20,0,31,0,0,4,0,11,0,22,16,26,4,11,57,0,109
POA6162,0,19,3,4,0,0,22,0,19,6,0,0,0,27,0,126,5,10,0,0,145,0,36,11,10,0,0,69,10,20,5,15,8,0,59,23,12,3,31,16,0,86,74,17,0,60,29,0,188,129,4,0,91,13,3,242,116,0,0,78,5,0,199,90,0,0,36,0,0,125,51,0,0,16,0,0,68,27,0,0,0,0,0,31,13,0,0,3,0,0,10,13,0,0,7,0,0,23,11,20,6,18,0,3,51,565,265,40,389,80,8,1343
POA6163,4,35,5,5,4,0,46,0,57,6,4,0,0,70,17,321,30,50,3,0,428,36,191,82,92,8,9,409,71,72,17,76,5,0,247,183,85,20,172,31,0,494,768,61,13,363,35,4,1237,1347,23,3,479,37,3,1897,566,4,0,152,12,0,739,173,0,0,51,3,0,225,36,0,0,12,0,0,55,26,0,0,7,0,0,34,18,0,0,3,0,0,22,16,0,0,6,0,0,28,42,50,15,62,18,16,205,3315,900,192,1535,156,40,6141
POA6164,0,15,0,0,0,0,20,0,14,0,3,0,0,24,5,155,4,26,0,0,193,14,90,15,46,3,0,173,69,37,6,36,3,0,158,127,48,11,64,17,0,273,516,45,8,204,10,0,787,1902,13,0,430,55,5,2405,944,0,0,177,20,0,1143,183,0,0,43,0,0,222,34,0,0,4,0,0,37,9,0,0,10,0,0,17,5,0,0,4,0,0,7,3,0,0,5,0,0,12,61,29,0,57,9,7,158,3873,452,49,1113,120,12,5629
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10
POA6166,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,7,0,5,0,0,13,0,0,0,4,10,0,9,0,0,0,8,14,0,25,4,7,0,12,9,0,31,39,3,0,23,5,0,65,127,0,0,50,0,0,184,67,0,0,28,0,0,96,65,0,0,8,0,0,72,12,0,0,0,5,0,19,7,0,0,0,5,0,14,0,0,0,0,4,0,6,0,0,0,0,3,0,5,8,3,0,19,5,3,41,339,23,0,160,60,7,580
POA6167,7,10,3,0,0,0,19,0,25,5,3,0,0,30,12,113,31,29,3,4,191,68,94,45,39,0,0,249,116,22,12,58,4,0,208,253,33,23,115,9,0,431,536,26,3,197,17,0,780,511,4,3,172,15,0,704,83,0,0,31,0,0,114,16,0,0,0,0,0,16,7,0,0,7,0,0,15,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,3,37,13,13,129,1640,357,122,692,70,17,2901
POA6168,4,4,0,0,5,0,12,5,10,5,0,0,0,21,5,126,10,31,4,0,172,43,79,38,44,12,0,215,116,18,9,90,6,4,254,360,27,14,212,54,0,659,726,20,6,298,54,0,1095,534,6,5,157,22,0,724,106,0,0,27,3,0,137,23,0,0,5,0,0,24,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,8,0,0,9,28,23,3,44,14,8,123,1962,315,83,928,177,15,3480
POA6169,6,12,0,5,0,0,26,0,20,4,6,0,0,29,12,105,9,17,0,0,144,37,67,19,44,5,0,175,63,34,10,49,3,0,159,232,37,3,151,52,0,474,701,33,4,331,37,0,1114,641,7,0,237,23,7,908,91,0,0,20,0,0,109,20,0,0,8,0,0,21,3,0,0,6,0,0,10,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,6,32,21,0,54,13,13,132,1842,339,51,930,138,19,3322
POA6170,0,3,0,5,0,0,12,0,6,0,0,0,0,6,4,33,0,3,0,0,50,5,24,6,3,0,0,41,7,9,3,17,0,0,38,41,30,5,29,42,0,145,286,12,0,75,9,0,382,555,0,0,92,6,0,656,58,0,0,15,3,0,73,0,0,0,0,0,0,8,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,3,8,0,5,37,982,129,21,250,65,4,1445
POA6171,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,7,8,10,0,24,26,12,0,19,9,0,75,19,0,6,23,12,0,55,42,13,0,40,83,0,174,429,3,0,156,27,0,616,1073,0,0,267,20,0,1366,245,0,0,46,8,0,307,43,0,0,11,0,0,49,11,0,0,0,0,0,13,3,0,0,0,0,0,9,0,0,0,4,0,0,4,3,0,0,0,0,0,6,24,0,0,22,11,7,72,1925,30,14,599,189,11,2765
POA6172,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,20,0,5,0,0,31,3,9,0,7,0,0,25,3,6,0,3,0,0,12,14,6,0,19,15,0,56,180,11,0,90,4,0,285,353,0,0,113,4,0,472,62,0,0,18,0,0,77,4,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,4,0,3,0,5,32,648,63,3,266,25,3,1009
POA6173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,11,0,0,9,0,9,0,5,25,0,44,94,0,0,42,10,0,144,291,0,0,62,3,0,361,105,0,0,19,0,0,127,33,0,0,9,0,0,40,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,6,0,16,538,12,0,163,47,0,754
POA6174,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,11,0,0,0,0,13,0,0,0,6,0,0,7,0,10,0,7,0,0,19,10,10,0,12,0,0,32,107,6,0,45,3,0,159,166,0,0,38,4,0,206,22,0,0,0,0,0,26,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,317,35,0,117,13,0,484
POA6175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,6,0,0,6,43,0,0,16,0,0,59,106,0,0,31,0,0,138,16,0,0,4,0,0,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,185,0,0,68,0,0,250
POA6176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,12,3,0,32,51,0,0,10,4,0,58,13,0,0,8,0,0,17,4,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,0,34,13,0,134
POA6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,26,3,10,7,5,0,0,27,0,5,0,4,0,0,10,0,7,20,8,0,0,36,63,0,3,47,0,0,114,172,4,0,53,4,0,229,30,0,0,14,0,0,41,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,15,267,29,48,142,9,3,505
POA6181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,22,7,0,35
POA6208,0,4,0,4,0,0,11,0,3,0,0,3,0,10,0,10,5,17,3,0,41,7,14,7,16,9,0,64,15,8,0,29,11,3,61,52,5,0,52,6,0,122,249,3,0,90,8,0,356,182,0,0,60,7,0,256,34,0,0,11,3,0,45,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,4,21,10,4,42,555,63,23,308,68,9,1015
POA6209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,11,0,0,17,10,0,0,16,5,0,28,5,0,0,13,3,0,23,4,0,0,11,0,0,23,9,0,0,7,6,0,26,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,44,0,0,72,20,3,141
POA6210,9,16,6,16,5,0,50,0,33,5,4,6,0,46,20,215,52,69,18,11,374,134,183,109,117,24,0,570,158,68,40,174,18,4,465,718,63,24,420,46,7,1276,1652,22,26,691,60,10,2459,1391,15,37,428,56,8,1934,382,5,5,91,3,0,487,99,0,0,25,0,3,129,27,0,0,3,3,0,32,9,0,0,4,0,0,22,3,0,0,0,0,0,3,8,0,0,10,6,0,21,66,50,30,101,32,22,297,4676,676,333,2147,272,64,8161
POA6211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,13,7,9,9,9,3,0,33,3,3,0,5,6,0,20,16,4,3,20,0,0,37,67,0,0,37,0,0,107,104,0,0,42,4,0,148,43,0,0,13,5,0,61,4,0,0,4,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,18,258,16,13,149,17,4,458
POA6213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,3,0,0,14,5,0,0,6,3,0,13,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,9,14,0,0,20,9,0,53
POA6214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0,3,0,0,6,0,0,0,4,0,0,4,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,19,4,0,32
POA6215,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,5,3,0,14,0,3,0,7,0,0,20,10,0,0,18,7,0,33,21,3,4,26,8,0,63,36,3,3,28,10,0,76,25,0,0,5,6,3,30,3,0,0,3,0,0,4,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,26,90,24,10,110,48,7,284
POA6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,3,0,0,5,13,0,0,3,0,0,20,21,0,0,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,15,0,0,57
POA6219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,19
POA6220,0,0,0,0,3,0,0,0,3,0,0,0,0,9,0,32,0,9,5,0,48,0,6,5,12,9,0,34,3,10,0,18,9,0,37,14,6,3,44,18,0,84,48,10,0,58,7,0,126,33,0,0,43,5,0,85,5,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,10,4,29,106,72,13,199,62,7,452
POA6221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,21
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,9
POA6224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,3,4,5,0,0,14,0,0,3,8,13,0,24,0,0,5,14,5,4,26,0,0,0,10,4,0,20,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,9,14,10,41,22,4,104
POA6225,0,0,0,7,0,0,3,0,7,0,0,0,0,7,3,46,0,21,3,0,76,14,20,5,28,5,0,69,25,20,0,42,4,0,89,95,22,0,62,7,0,185,87,6,0,48,11,0,156,35,0,0,19,3,0,58,5,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,19,10,4,50,263,131,12,236,44,4,696
POA6226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,7,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,17,0,0,29
POA6227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,10,0,0,0,0,0,16,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,15,0,0,18,0,0,38
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,9,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,24,0,32
POA6230,4,20,3,3,8,0,32,3,41,9,8,5,0,68,23,279,33,40,7,0,387,46,175,118,72,22,6,439,104,74,33,112,5,4,328,400,89,20,263,34,4,808,1000,35,13,516,33,3,1606,1008,11,14,297,34,7,1374,211,0,0,48,7,0,266,55,0,0,8,0,0,65,18,0,0,6,0,0,23,3,3,0,4,0,0,11,0,0,0,0,0,0,10,8,0,0,3,6,0,13,59,42,17,55,46,13,229,2934,773,269,1435,201,44,5651
POA6232,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,3,0,0,20,5,10,0,4,0,0,18,6,7,3,20,0,0,41,18,0,0,29,3,0,49,143,4,0,100,9,0,260,269,0,3,77,9,0,363,49,0,0,8,6,0,54,9,0,0,4,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,11,15,4,40,505,39,9,267,39,3,864
POA6233,0,3,0,3,0,0,6,0,8,4,0,0,0,12,6,36,5,16,4,0,62,9,20,0,13,13,0,48,19,14,3,25,9,0,75,33,17,6,36,6,0,92,217,10,6,130,9,0,373,418,5,0,130,23,0,572,89,0,0,13,3,0,97,9,0,0,6,8,0,15,4,0,0,3,5,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,0,10,27,6,64,816,104,18,382,106,7,1430
POA6236,0,0,0,6,0,0,6,0,0,0,0,0,0,4,0,0,0,7,0,0,7,0,0,4,5,0,0,12,0,0,0,4,0,0,8,0,0,0,10,3,0,11,8,0,0,10,0,0,17,10,0,0,3,0,0,18,8,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13,20,3,12,55,7,0,99
POA6237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,16,0,0,0,0,0,0,8,6,0,0,11,0,0,21,5,0,0,10,0,0,19,16,0,0,12,0,0,32,6,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,35,5,5,56,9,0,109
POA6239,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,6,0,5,0,0,12,0,9,3,10,0,0,27,3,0,0,17,0,0,23,13,0,0,13,0,0,33,32,8,0,34,5,0,77,35,0,0,19,3,0,58,7,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,0,0,25,103,28,6,124,21,5,281
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,9
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
POA6244,0,0,0,3,4,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,10,0,6,0,5,0,0,15,4,4,0,12,5,0,20,7,4,0,16,6,0,25,7,0,0,0,0,0,10,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,9,21,12,0,56,16,0,115
POA6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
POA6253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,0,6,0,0,11,5,0,0,5,0,0,10,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,0,0,26,0,0,39
POA6254,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,13,0,0,0,4,0,0,4,7,0,0,0,0,0,10,4,0,0,3,0,0,5,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,3,17,14,0,52
POA6255,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,12,0,11,0,0,21,8,4,7,6,0,0,29,11,0,0,0,0,0,18,7,4,6,14,3,0,33,49,5,0,36,3,0,94,43,0,0,18,0,0,60,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,9,0,27,128,33,15,89,21,0,286
