POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA6027,0,0,0,6,36,30,34,34,14,9,15,21,7,0,4,208,0,0,8,9,115,10,15,11,4,5,0,0,0,0,0,184,0,5,8,34,38,40,29,13,10,0,0,4,4,6,3,197,0,0,4,35,91,217,582,269,46,20,38,37,16,21,21,1393,0,0,0,4,12,7,4,8,0,8,7,36,15,0,5,103,0,0,0,0,0,5,7,15,4,0,4,7,0,0,0,43,0,0,0,3,4,26,32,37,7,10,5,7,3,0,6,145,36,116,812,938,1595,1017,2174,963,91,62,53,70,46,17,129,8111,0,0,6,19,27,30,34,33,3,3,0,6,16,0,4,185,0,0,0,13,41,8,9,13,0,6,5,4,9,0,0,108,5,26,136,160,276,259,565,282,47,53,47,60,47,4,46,2028,89,320,1185,1563,3005,2130,4390,2407,332,275,286,420,227,68,311,17009
POA6028,0,0,0,7,48,27,18,31,7,0,0,6,0,0,6,147,0,0,0,4,41,26,11,10,0,0,0,0,6,0,0,94,0,0,0,5,30,32,42,21,0,5,7,12,8,0,3,172,0,0,0,16,37,162,741,359,46,38,54,35,32,19,0,1555,0,3,0,3,0,0,14,0,0,0,0,3,0,0,0,24,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,15,0,0,0,3,4,7,14,13,0,3,4,0,0,0,0,50,6,48,361,435,850,774,2040,964,88,98,72,62,32,10,38,5871,0,0,3,10,6,11,29,16,10,6,5,8,5,0,0,104,0,0,0,0,20,4,7,6,0,5,0,4,0,0,0,57,6,7,51,67,124,188,341,153,19,26,19,22,12,3,8,1046,30,101,518,697,1580,1568,3785,1941,191,205,197,211,106,39,101,11268
POA6029,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,8,10,16,18,7,0,0,4,5,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,42,33,38,25,51,21,0,0,3,5,0,0,3,224,0,0,0,3,4,3,5,0,0,0,0,0,5,0,0,35,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,4,9,10,14,9,11,9,3,0,4,3,0,0,0,82,16,43,64,83,99,73,113,66,10,0,8,11,11,0,11,613
POA6030,0,0,0,9,35,24,124,116,15,11,12,25,10,3,12,404,0,0,0,11,72,22,9,20,0,0,0,3,0,0,0,146,0,0,11,19,21,38,57,14,6,0,0,0,0,0,3,162,0,0,0,21,36,112,852,428,52,58,46,60,28,25,17,1736,0,0,0,0,5,0,7,6,0,0,0,5,5,0,0,29,0,0,0,0,0,5,3,10,0,0,0,8,0,0,0,35,0,0,0,0,8,11,54,35,5,4,3,15,7,0,6,139,31,99,648,678,941,889,2883,1203,113,61,66,75,57,11,160,7908,0,0,7,17,12,20,40,29,6,8,0,4,3,0,3,149,0,0,0,0,29,34,31,24,4,5,0,5,0,0,6,147,7,17,102,128,266,266,775,266,55,47,36,48,24,5,35,2066,77,202,915,1106,1903,1961,6005,2915,350,276,269,359,191,67,308,16891
POA6031,0,0,0,0,11,16,181,154,33,24,14,15,7,0,6,464,0,0,0,0,10,3,7,6,0,0,0,0,0,0,3,39,0,0,0,0,6,8,24,13,0,4,0,0,4,0,0,70,0,0,0,10,12,50,377,151,15,14,14,0,7,0,6,656,0,0,0,0,0,3,7,13,0,0,0,3,0,0,0,28,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,19,0,0,0,0,0,8,30,15,0,4,0,0,0,0,0,66,5,19,178,215,378,304,1336,554,44,33,13,22,17,4,42,3159,0,0,3,3,4,0,11,3,0,0,0,0,0,0,0,30,0,0,0,3,21,16,31,21,0,0,0,4,4,0,0,107,0,4,20,30,64,110,567,195,17,18,31,13,26,0,20,1109,0,46,234,326,715,728,3222,1645,159,134,110,113,90,14,109,7650
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,3,4,5,8,7,22,3,0,3,0,0,0,0,0,54
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,7,7,20,4,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,0,4,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,9,10,24,21,30,17,0,3,5,0,0,4,4,127
POA6034,0,0,0,0,0,0,21,17,0,4,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,9,0,0,0,0,0,0,0,20,0,0,0,0,3,4,52,70,7,10,11,12,0,0,0,173,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,5,24,33,49,47,259,188,20,11,12,9,6,0,10,666,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,16,83,45,3,10,0,18,0,3,0,193,0,12,31,41,103,108,526,446,44,50,32,50,11,5,20,1470
POA6035,0,0,0,0,11,3,12,17,5,3,6,3,0,0,0,66,0,0,0,3,14,4,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,3,7,22,162,93,16,0,4,13,7,7,4,343,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,6,0,0,0,5,0,0,0,25,8,34,182,169,282,237,726,400,33,17,17,12,8,0,52,2188,0,0,3,9,8,3,5,4,0,0,0,0,0,0,0,38,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,3,3,16,21,31,35,147,47,9,0,7,0,3,3,9,341,18,63,246,273,467,411,1360,778,90,31,62,61,46,25,92,4022
POA6036,0,0,0,0,16,17,95,82,10,10,5,6,0,0,0,245,0,0,5,5,19,4,13,10,0,0,0,0,0,0,0,50,0,0,0,3,4,9,20,3,0,0,0,0,4,0,0,48,0,0,0,10,19,40,377,265,30,12,39,37,4,11,5,849,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,15,3,0,6,0,0,0,0,36,9,28,179,245,377,345,1598,808,80,45,40,53,19,8,47,3863,0,5,3,0,3,7,15,13,0,4,0,0,0,0,0,47,0,0,0,0,5,3,4,10,0,3,0,0,0,0,0,34,0,4,21,44,66,42,370,160,29,17,17,18,12,3,16,818,14,58,243,373,673,685,3091,1807,179,132,152,159,95,40,93,7792
POA6037,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,11,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,38,19,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,0,7,88,67,84,63,158,67,10,0,5,0,0,0,12,555,0,0,0,0,3,0,11,3,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,5,11,34,7,3,0,0,8,0,0,5,106,8,22,114,109,146,123,317,132,19,15,14,12,13,0,24,1048
POA6038,0,0,0,0,3,8,54,55,8,12,3,4,0,0,3,152,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,17,0,0,0,0,0,5,12,8,4,0,0,0,0,0,0,31,0,0,0,3,13,26,192,149,26,28,16,12,12,0,5,478,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,11,0,0,0,0,0,3,7,7,0,4,3,0,0,0,0,28,3,14,87,73,159,203,771,641,72,48,45,34,13,12,35,2200,0,0,3,0,3,0,5,8,0,0,0,0,0,0,0,16,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,13,0,0,7,14,27,37,256,112,25,14,26,8,6,0,6,554,3,22,117,124,296,401,1670,1300,164,141,122,104,46,15,65,4592
POA6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,4,13,49,40,25,15,48,13,0,0,0,0,0,0,14,226,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,6,9,6,0,9,4,0,0,3,15,11,13,4,81,5,26,69,69,58,35,81,36,0,0,7,19,9,13,27,455
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,14
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,4,11,9,9,6,5,5,0,0,4,0,0,0,0,40
POA6044,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,13,6,0,0,39,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,6,31,23,11,0,12,15,0,0,6,0,0,0,7,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,8,0,3,7,6,8,8,3,0,0,0,7,5,0,34,0,76,9,17,41,45,22,23,33,26,8,6,29,27,10,36,10,339
POA6050,0,0,0,3,16,3,17,15,3,5,0,4,0,0,4,70,11,0,4,0,22,0,3,3,0,0,0,0,0,0,0,50,0,0,12,7,16,16,18,0,3,0,0,0,0,0,5,94,0,0,6,26,55,67,64,14,0,0,3,8,3,4,3,245,0,0,7,4,8,5,0,7,0,0,0,15,3,0,3,60,0,0,0,0,0,5,8,11,0,0,0,0,0,0,0,17,0,0,0,6,8,4,13,9,0,3,3,4,0,0,0,49,19,58,225,198,225,182,222,112,3,6,15,19,9,0,36,1337,0,0,5,10,9,19,18,13,0,3,6,5,0,0,6,90,0,0,0,39,59,17,9,17,5,0,12,0,5,0,0,167,16,29,48,67,96,95,138,90,31,18,29,44,16,0,21,728,93,277,495,496,739,586,749,522,105,78,134,196,70,21,138,4702
POA6051,0,0,0,6,13,14,18,24,7,6,3,10,4,0,4,109,0,0,4,7,33,15,12,7,0,0,0,0,0,0,0,80,0,0,8,12,19,16,16,10,0,0,0,0,0,0,0,89,0,0,0,11,25,33,54,24,0,3,0,7,0,0,0,159,0,0,5,8,3,4,6,14,0,7,0,17,10,0,0,76,0,0,0,0,0,3,9,14,0,0,0,5,0,0,0,40,0,0,0,5,7,7,19,13,4,3,3,0,5,0,4,70,13,19,155,133,146,110,180,109,12,14,10,16,4,6,13,956,0,0,0,3,9,7,19,13,3,0,5,3,0,0,0,69,0,0,0,14,53,22,16,22,9,5,10,3,10,0,0,167,11,13,44,50,75,123,207,154,37,76,76,70,17,0,16,974,49,92,298,371,590,555,990,846,188,215,241,282,101,23,85,4920
POA6052,0,0,0,0,11,4,6,12,6,0,3,0,3,0,0,47,0,0,4,7,18,11,5,0,0,0,0,0,0,0,0,47,0,0,0,10,24,10,12,3,0,0,0,0,0,0,0,63,0,0,0,3,22,18,20,7,9,3,0,0,0,0,4,96,0,0,6,5,5,3,6,6,0,4,0,5,5,0,0,51,0,0,0,0,0,4,0,8,0,5,0,0,0,0,0,17,0,0,0,5,5,8,17,8,0,0,0,0,8,0,0,42,11,29,150,110,151,94,128,72,8,5,10,0,0,0,18,783,0,0,3,4,5,5,11,11,5,0,0,4,0,0,0,50,0,0,0,26,66,27,21,7,8,3,5,4,3,0,4,178,7,10,51,66,79,96,131,74,36,10,22,13,0,0,11,625,49,145,336,379,579,457,634,448,91,60,66,77,44,4,52,3399
POA6053,0,0,0,0,27,16,35,45,0,4,5,3,0,0,3,133,7,0,4,9,29,11,3,5,0,0,0,0,0,0,0,75,0,3,5,15,13,12,13,3,0,4,0,3,0,0,0,78,0,0,7,9,19,18,33,19,0,0,4,4,0,0,5,112,0,0,4,3,9,4,12,12,0,3,0,3,7,0,0,55,0,0,0,0,0,0,6,14,5,0,4,5,0,0,0,34,0,0,0,0,11,15,11,5,0,0,0,0,0,0,0,49,17,54,231,197,176,129,193,103,8,7,9,8,0,0,30,1169,0,0,4,12,13,5,20,15,0,9,0,0,3,0,0,79,0,0,0,38,58,33,21,26,6,0,0,0,0,0,4,198,4,8,58,80,83,103,173,106,13,19,29,32,9,0,11,734,67,163,481,542,654,530,951,687,101,92,115,151,48,9,99,4688
POA6054,0,0,0,10,28,28,63,106,14,17,10,13,4,0,0,301,3,0,7,7,28,13,5,3,0,3,4,0,0,0,0,64,3,0,8,10,7,10,21,3,10,0,0,0,0,0,0,75,0,0,6,15,22,24,57,13,0,3,0,0,0,0,0,145,0,3,0,5,7,3,4,14,0,4,0,7,0,0,5,53,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,25,0,0,0,0,7,9,37,19,0,0,6,0,0,0,0,84,24,78,406,252,235,117,225,88,15,7,8,8,5,0,20,1490,0,0,7,4,4,15,20,7,3,0,0,0,0,0,0,65,0,0,0,28,82,36,69,34,4,11,5,9,8,0,6,294,16,31,107,103,109,177,241,109,14,23,26,12,4,3,22,1001,90,238,750,631,864,702,1286,750,107,125,116,104,47,13,109,5941
POA6055,0,0,0,0,33,66,498,690,66,42,43,52,15,3,12,1533,5,0,0,0,18,6,10,3,0,0,0,0,0,0,3,48,0,0,0,13,24,13,53,37,4,0,7,5,0,0,4,158,0,0,3,5,29,59,150,77,6,13,4,12,3,0,4,369,0,0,0,0,5,13,60,46,7,4,0,7,6,0,5,151,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,17,0,0,0,0,10,14,56,28,6,4,3,5,0,0,4,127,21,50,323,239,290,165,374,229,18,12,7,13,3,4,42,1798,0,0,3,7,8,15,17,25,0,0,0,0,0,0,0,83,0,0,0,10,39,42,58,36,6,3,0,8,0,0,20,228,5,11,65,38,118,181,946,406,83,46,66,51,24,18,67,2127,55,165,528,439,936,985,4149,2944,352,299,298,364,144,51,270,11968
POA6056,0,0,3,10,43,53,347,356,70,43,60,74,32,4,13,1104,9,4,11,9,33,12,5,12,0,3,0,0,0,0,0,98,0,6,10,13,17,13,14,0,0,0,0,0,0,0,0,69,0,0,7,13,31,36,134,38,3,4,5,4,4,9,0,288,0,0,0,5,9,10,18,13,11,4,3,8,0,0,3,85,0,0,0,0,0,3,8,8,4,0,0,0,0,0,3,31,0,0,0,0,12,17,47,28,0,4,0,9,6,0,5,128,52,157,915,584,412,225,362,155,9,3,11,10,5,4,98,3014,0,0,3,13,30,14,28,22,0,6,4,4,0,0,3,130,0,0,0,10,25,18,26,20,4,4,4,7,0,3,3,130,17,36,131,127,143,132,302,193,37,33,15,48,19,16,45,1283,165,580,1518,1119,1281,890,2146,1485,244,169,200,253,116,57,281,10492
POA6057,0,0,0,4,8,13,65,100,15,5,9,9,5,5,4,240,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,20,0,0,3,14,15,11,7,10,0,0,0,0,0,0,4,60,0,0,0,6,27,18,61,16,0,0,0,3,4,0,0,145,0,0,0,0,0,0,5,11,6,0,3,0,0,0,0,28,0,0,0,0,0,5,10,4,0,0,0,0,0,0,0,14,0,0,0,0,5,9,10,9,7,6,7,5,0,0,0,58,18,61,410,280,253,124,143,88,5,4,4,5,3,0,29,1430,0,0,0,7,7,5,5,0,7,0,0,0,0,0,0,41,0,0,0,0,4,5,8,0,0,0,0,0,0,3,5,25,3,11,40,43,60,46,133,46,10,7,8,7,11,0,4,433,43,155,575,478,593,385,811,541,70,42,50,46,32,13,74,3911
POA6058,0,0,0,8,27,27,77,55,12,18,6,18,0,0,0,248,0,0,0,0,10,5,6,4,0,0,0,0,0,0,0,22,0,0,0,11,22,3,16,7,0,0,0,0,3,0,3,73,0,0,0,0,16,15,65,30,6,8,5,3,10,0,7,162,0,0,0,3,3,0,19,16,3,0,0,0,0,0,0,47,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,9,5,19,16,3,0,0,3,3,0,0,54,16,54,264,196,152,71,142,74,3,7,0,8,9,5,21,1012,0,0,0,4,3,3,4,3,0,0,0,0,0,0,0,20,0,0,0,4,7,0,4,3,0,0,0,0,0,0,0,13,7,15,47,41,40,37,167,80,14,8,5,7,8,4,13,499,49,141,400,375,444,291,1009,659,82,67,60,76,49,13,82,3798
POA6059,0,0,0,7,33,23,40,57,10,6,8,3,7,0,0,201,15,5,8,9,51,12,9,12,0,0,3,0,0,0,6,132,0,0,3,10,31,26,46,14,0,0,0,0,5,0,4,142,0,4,9,41,151,166,239,48,4,5,0,0,3,3,11,681,0,0,15,23,7,7,13,23,3,0,5,8,5,0,0,106,0,0,0,0,0,0,13,23,0,0,0,4,0,0,0,47,0,0,0,5,13,5,24,18,0,0,0,6,3,3,3,77,24,76,260,199,221,113,165,87,8,4,9,5,0,14,17,1202,0,0,6,5,14,15,20,6,3,0,0,8,3,0,0,82,0,0,0,159,331,120,84,77,13,17,16,25,12,0,44,888,33,40,105,160,177,269,369,181,46,28,53,48,15,3,33,1559,163,550,883,960,1551,1224,1809,1167,201,163,187,258,101,34,194,9443
POA6060,0,0,0,0,29,21,46,53,5,11,6,5,4,0,0,184,5,3,6,3,50,8,19,22,3,0,0,0,0,0,0,120,0,3,9,17,21,29,37,14,4,5,4,10,0,0,0,141,0,0,6,49,94,129,158,57,0,9,5,0,9,0,6,535,0,0,0,4,12,10,21,15,8,3,6,36,5,0,0,122,0,0,0,0,5,5,7,36,6,3,0,3,0,0,4,68,0,0,0,0,13,12,34,23,10,0,8,4,12,0,4,112,19,67,263,201,252,143,268,150,24,16,21,15,17,0,33,1481,0,0,9,0,10,11,16,15,0,0,4,0,3,0,0,78,0,0,0,54,126,46,46,37,10,11,12,18,7,4,16,371,21,28,89,97,155,335,428,366,123,147,157,236,104,15,38,2332,136,434,714,685,1152,1130,1959,1794,376,391,459,536,245,42,179,10238
POA6061,0,0,0,13,64,65,246,233,65,27,46,36,12,0,9,804,6,0,4,18,85,23,26,15,0,0,0,0,0,0,8,185,0,8,11,17,29,27,52,22,0,3,0,0,0,0,0,172,0,0,3,15,45,39,114,34,5,4,0,10,3,0,4,275,0,7,3,12,18,7,73,34,3,6,13,21,4,0,0,198,0,0,0,0,0,0,30,43,3,11,6,12,0,0,0,104,0,0,0,9,28,39,125,65,30,17,15,7,3,0,9,348,22,77,349,207,186,112,181,93,10,15,9,12,3,0,32,1314,0,0,0,8,4,15,18,21,8,0,4,0,0,0,0,86,0,0,0,92,445,297,358,249,61,48,40,56,24,5,58,1741,15,21,154,162,284,798,1821,1141,440,352,314,416,127,22,135,6189,99,300,888,884,1791,2136,5079,3829,1061,846,949,1211,438,64,443,20020
POA6062,0,0,0,15,50,57,126,195,54,13,27,36,7,0,8,597,8,9,13,16,74,9,11,19,5,0,0,0,0,0,0,158,3,3,16,47,77,39,41,11,5,3,0,0,6,0,6,250,0,0,0,34,107,88,124,44,0,6,4,4,3,0,0,425,0,0,14,21,24,13,26,43,13,4,8,24,13,0,6,216,0,0,0,0,0,0,19,38,3,6,0,13,0,0,4,98,0,0,0,3,20,19,49,39,10,9,6,7,0,0,5,164,36,89,488,267,273,117,216,108,16,7,8,6,0,0,40,1687,0,0,7,10,6,16,15,5,5,3,3,6,3,0,0,73,0,0,3,148,446,289,215,136,42,26,12,27,21,3,49,1419,22,28,192,233,277,403,536,332,54,42,59,61,12,9,44,2321,160,607,1414,1276,2046,1614,2833,2057,406,301,325,413,157,24,319,13940
POA6063,0,0,0,10,37,53,80,71,13,14,12,11,7,0,5,306,0,0,3,4,22,9,8,0,0,0,0,0,0,0,0,43,0,0,5,16,23,4,11,4,0,0,3,0,0,0,0,69,0,0,0,0,24,26,67,12,0,0,6,0,0,3,4,151,0,0,3,5,25,9,19,17,3,0,6,0,0,0,4,83,0,0,0,0,0,5,0,13,0,0,0,3,0,0,0,28,0,0,0,0,18,14,37,19,0,7,7,0,0,0,0,110,9,21,190,121,90,54,57,41,3,0,3,5,4,0,12,615,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,23,0,0,0,37,167,179,121,74,24,14,10,15,13,4,31,690,7,12,51,83,118,321,398,162,29,27,29,18,11,4,33,1292,26,77,354,429,806,1119,1720,856,152,92,145,104,80,36,144,6145
