POA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
POA6110,0,0,0,8,46,56,477,427,69,56,37,49,24,4,16,1260,0,0,0,5,17,10,8,0,0,0,5,0,0,0,0,50,0,0,3,35,76,37,157,61,5,13,3,7,4,0,7,410,0,0,5,45,40,70,300,122,6,8,7,16,0,9,5,619,0,0,6,15,27,26,126,177,9,15,16,23,17,3,4,457,0,0,0,0,4,4,9,21,0,0,0,10,4,0,0,59,0,0,0,8,18,15,140,56,6,14,7,6,0,0,5,291,44,112,884,645,488,230,339,128,7,15,9,7,15,0,94,3015,0,0,10,17,13,8,28,11,3,0,4,0,0,0,0,103,0,0,0,3,25,11,37,26,4,10,9,4,0,0,3,129,10,22,135,135,199,315,945,446,97,79,70,72,33,7,58,2631,96,327,1265,1184,1545,1547,5442,3498,455,440,349,561,222,55,365,17340
POA6111,0,0,0,5,22,13,69,93,16,7,5,6,10,0,9,242,3,0,0,0,20,0,3,6,0,0,0,0,0,0,0,34,0,0,7,7,10,8,21,11,0,7,0,0,0,0,3,66,0,0,10,23,32,24,117,28,0,3,4,3,0,0,5,252,0,0,0,0,3,10,20,66,0,0,0,0,0,0,3,111,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,13,0,0,0,4,9,11,60,30,15,10,3,3,3,3,0,146,30,113,771,593,533,256,362,119,4,7,9,20,0,0,61,2897,0,8,4,13,12,16,20,12,3,3,0,0,0,0,0,96,0,0,0,4,10,5,7,4,3,3,0,3,0,0,3,46,12,15,80,67,93,59,282,152,27,15,20,7,11,7,19,862,79,271,1047,925,1021,629,1430,873,127,83,72,85,52,22,144,6864
POA6112,0,0,3,19,74,58,620,687,128,68,61,47,26,3,20,1822,3,0,0,4,24,9,12,9,0,4,0,0,0,0,0,68,0,0,8,36,62,79,275,128,29,22,29,26,10,0,9,708,0,0,5,38,73,99,635,317,10,24,19,39,8,10,14,1293,0,5,0,0,5,31,276,274,17,29,7,18,15,0,3,683,0,0,0,0,3,10,23,34,5,3,9,9,0,0,3,104,0,0,0,9,22,32,147,75,12,15,20,14,6,0,11,353,41,154,1290,968,883,473,828,366,36,30,35,22,13,13,109,5262,0,4,11,20,21,24,36,31,3,3,3,7,7,0,3,175,0,0,0,7,12,17,28,25,0,0,5,3,4,3,0,117,6,26,138,129,249,273,1632,753,115,93,93,102,29,27,60,3732,97,448,1714,1568,2192,1883,8870,6150,800,653,680,693,286,125,403,26553
POA6121,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,8,0,0,0,4,3,11,19,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,107,72,37,34,35,4,0,0,0,0,0,0,4,304,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,10,0,0,9,5,12,8,15,3,0,0,0,0,0,0,0,61,7,31,139,108,100,86,100,30,0,0,4,0,3,0,14,634
POA6122,0,0,0,0,14,6,103,94,12,8,12,6,3,5,8,265,0,0,0,0,9,3,4,3,0,0,0,0,0,0,0,14,0,0,0,5,5,3,37,20,0,3,5,0,3,0,0,83,0,0,0,8,20,39,233,112,7,10,6,9,6,5,11,457,0,0,0,0,8,3,11,8,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,18,6,6,0,3,0,0,0,3,38,8,38,345,285,321,200,373,146,9,11,4,7,3,0,47,1803,0,0,3,0,7,5,16,3,0,0,3,0,6,0,0,48,0,0,0,0,3,5,5,7,0,0,3,0,0,0,0,24,4,4,22,38,49,60,386,148,14,14,15,16,10,0,21,809,21,112,426,423,642,524,1945,1088,104,73,86,102,66,21,124,5774
POA6123,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,46,52,22,28,22,17,0,0,0,0,0,0,4,208,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,32,12,0,0,0,3,0,0,0,58,4,4,59,65,50,65,90,66,0,3,5,10,0,0,15,434
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,26,17,12,37,12,0,0,5,0,0,0,10,155,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,4,4,0,0,0,0,0,0,0,17,0,9,42,43,35,35,64,22,0,0,7,0,0,0,17,274
POA6125,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,5,13,3,0,0,0,0,0,0,5,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,112,100,48,30,70,21,0,0,0,0,0,0,29,429,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,11,12,17,11,9,0,0,0,0,0,0,9,75,7,35,135,133,96,79,134,50,5,4,6,3,3,0,85,765
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,10,4,7,10,15,11,0,0,0,0,0,0,4,71
POA6147,0,0,0,5,12,14,91,107,10,12,13,14,8,0,0,282,0,0,0,4,16,3,0,0,0,0,0,0,0,0,0,26,0,0,7,60,60,30,97,13,6,3,5,4,0,0,0,297,0,0,0,18,33,21,43,14,9,3,0,0,0,0,0,143,0,0,0,0,9,18,55,69,3,3,7,11,8,0,0,182,0,0,0,0,0,3,14,20,0,5,3,0,4,0,0,44,0,0,3,6,17,20,42,7,9,13,0,0,0,0,3,108,19,43,276,220,169,69,128,32,5,0,3,3,0,0,12,988,0,0,0,3,6,6,5,0,4,0,0,0,0,0,0,31,0,0,0,21,21,11,20,9,5,3,0,9,0,0,0,105,0,8,67,97,113,161,231,121,59,26,47,51,14,0,18,1022,37,103,478,628,993,746,1965,1229,266,203,208,259,94,9,105,7326
POA6148,0,0,0,5,17,11,48,49,0,6,6,0,4,0,0,156,5,3,0,0,15,0,7,8,0,0,0,0,0,0,0,49,0,0,4,25,61,71,102,57,23,16,5,16,14,0,0,396,0,0,5,15,48,38,61,33,3,0,10,0,8,6,6,230,3,0,4,5,21,49,164,117,18,15,13,28,9,0,0,448,0,0,0,0,3,21,6,17,0,0,0,0,3,0,0,56,0,0,0,4,7,17,18,9,0,6,0,0,0,0,0,64,37,80,311,233,249,107,221,86,20,6,19,22,15,0,40,1429,0,0,3,9,4,13,19,14,5,0,4,6,0,0,0,88,0,0,0,11,29,17,15,16,11,0,4,6,0,0,5,118,18,7,60,72,120,94,175,145,31,19,19,36,10,4,8,833,99,206,542,562,1105,918,2274,1543,283,186,250,294,151,38,148,8595
POA6149,0,0,0,3,14,0,24,11,5,0,4,0,0,0,0,66,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,0,0,7,33,75,76,138,69,9,14,4,4,6,4,3,444,0,0,5,16,56,52,123,45,8,0,0,4,6,6,0,319,0,3,6,3,35,33,39,30,0,4,0,3,5,0,0,163,0,0,0,0,13,16,11,13,0,0,7,4,0,0,0,65,0,0,0,0,11,3,15,5,4,4,6,0,0,0,0,50,26,76,272,247,317,129,296,163,17,11,11,14,0,0,27,1591,0,0,3,8,7,17,17,15,3,0,4,0,5,0,6,85,0,0,0,20,18,9,7,9,4,0,3,0,0,0,4,69,6,12,69,88,116,98,169,80,17,21,18,12,11,0,8,740,67,173,485,648,1382,958,1900,1051,177,159,152,140,97,9,114,7509
POA6150,0,0,0,5,15,8,23,27,8,4,3,10,0,0,11,118,4,0,0,3,9,3,0,0,0,0,0,0,0,0,0,18,0,0,6,30,112,87,105,40,12,3,4,15,10,0,3,436,0,0,7,18,20,25,88,17,6,0,3,7,4,4,0,201,0,0,0,3,37,40,30,9,0,0,0,0,5,0,0,123,0,0,0,0,16,12,4,14,0,4,0,0,3,0,3,55,0,0,0,0,3,4,15,12,5,3,0,0,0,0,0,51,13,44,165,123,138,76,141,67,3,5,7,10,0,0,13,811,0,0,5,6,5,8,17,7,0,3,3,0,4,6,3,63,0,0,0,16,24,3,9,8,6,9,3,0,0,0,0,72,5,5,42,69,112,93,123,60,9,17,18,23,21,0,10,594,41,138,358,467,1226,953,1261,589,106,112,112,163,132,19,109,5791
POA6151,0,0,0,0,9,11,21,27,8,7,9,16,0,5,4,112,0,0,0,6,10,4,4,4,0,0,3,0,0,0,3,37,0,5,9,29,18,38,42,17,7,4,6,10,0,0,3,192,0,0,8,27,42,52,92,38,14,7,4,4,0,0,4,306,0,0,0,5,9,3,12,4,5,0,0,7,0,0,0,57,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,21,0,0,3,4,6,9,26,13,0,8,4,4,6,5,0,80,23,54,259,221,226,151,252,122,19,15,16,29,16,0,14,1422,0,0,8,8,19,12,23,15,0,7,10,8,8,3,3,117,0,0,0,18,31,19,6,7,0,0,0,0,6,4,0,92,13,16,46,54,93,96,196,160,37,26,42,69,41,8,7,913,64,171,457,549,793,671,1107,789,179,174,199,290,143,39,76,5705
POA6152,0,0,0,7,32,20,44,30,10,10,7,8,0,0,6,165,3,0,4,3,45,16,4,6,0,10,0,0,0,0,4,94,0,0,8,37,74,72,106,33,9,7,10,0,10,3,6,370,0,3,9,23,47,67,135,59,4,17,11,10,8,0,0,391,3,0,7,10,19,9,17,25,0,3,8,20,0,0,0,126,0,0,0,0,9,10,11,16,0,0,3,4,0,0,0,59,0,0,0,4,9,20,34,18,3,0,3,4,0,0,4,114,29,89,306,248,267,177,303,134,22,19,22,18,17,4,59,1722,0,0,10,15,15,12,41,27,8,4,6,5,5,0,10,149,0,0,0,15,27,11,17,17,19,3,10,12,10,0,0,142,14,15,103,100,162,185,320,209,55,48,66,116,55,10,34,1490,110,243,616,728,1321,1120,1987,1327,256,250,310,406,226,39,203,9138
POA6153,0,0,0,3,13,7,15,24,0,3,3,4,3,0,0,83,0,0,0,3,19,4,3,3,0,0,0,0,0,0,0,39,0,5,10,33,82,59,103,43,5,13,15,20,6,0,4,392,0,0,10,47,59,72,137,52,7,13,9,15,16,0,3,453,0,0,0,3,28,41,36,17,0,0,3,0,0,0,0,134,0,0,0,0,11,4,11,16,3,3,3,0,0,0,0,54,0,0,0,6,10,13,29,16,0,0,0,0,4,0,0,78,15,71,324,284,313,181,282,163,12,19,26,17,18,14,23,1760,0,5,4,14,17,12,27,21,0,3,5,3,5,6,0,126,0,0,0,24,14,13,16,5,0,0,0,0,0,0,6,75,22,20,85,92,125,138,207,169,15,29,25,37,36,5,10,1016,72,215,613,753,1374,1136,1711,1099,169,172,164,214,185,52,103,8043
POA6154,0,0,0,0,13,5,25,20,3,3,5,0,0,3,0,78,5,4,0,3,7,0,0,4,0,0,0,0,0,0,0,26,0,4,0,11,41,21,31,9,0,0,0,3,0,3,0,129,0,0,0,14,36,29,73,15,0,0,4,0,8,0,0,186,0,0,0,4,9,7,6,6,0,0,0,0,0,0,0,21,0,0,0,0,0,3,3,3,0,0,0,4,0,0,0,20,0,0,0,0,7,7,14,3,0,0,0,0,4,0,0,32,22,33,179,124,167,95,178,104,16,3,16,3,4,0,20,978,0,0,0,9,12,14,14,10,0,5,0,4,0,0,4,66,0,0,0,6,6,8,5,0,0,0,4,0,0,5,4,40,12,11,23,37,62,44,98,70,21,8,7,8,7,0,6,431,57,142,309,319,617,445,798,460,85,75,72,86,43,14,73,3600
POA6155,0,0,0,7,48,54,105,106,17,30,19,12,11,0,8,404,6,0,0,5,41,22,13,7,0,0,0,0,0,0,0,91,0,5,12,68,175,209,640,240,31,28,48,31,22,0,27,1543,0,0,11,41,103,151,479,137,20,14,18,25,7,9,25,1041,0,3,4,15,59,134,293,234,34,32,16,43,16,0,5,884,0,0,0,0,5,34,52,45,6,6,16,25,3,3,5,205,0,0,0,6,22,13,48,28,8,3,3,12,0,0,3,156,34,105,590,529,622,295,578,299,27,28,33,22,16,0,78,3263,0,0,5,16,20,25,41,23,4,8,3,4,0,5,0,154,0,0,0,30,66,34,36,37,11,21,14,13,0,0,23,285,10,13,139,187,304,324,768,461,73,85,49,74,21,20,75,2601,95,301,1021,1380,2997,2860,8905,5322,791,797,715,824,367,110,575,27067
POA6156,0,0,0,4,13,3,14,31,4,0,0,3,7,0,4,89,0,0,0,6,24,11,4,0,3,0,0,0,0,0,3,56,0,0,5,12,20,13,17,11,0,3,0,0,0,0,4,103,0,0,4,24,41,53,96,19,3,0,8,0,4,0,4,254,0,0,0,4,9,3,14,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,3,5,0,4,0,0,0,0,0,13,0,0,0,0,3,5,19,15,0,0,0,0,0,0,3,51,24,67,257,224,267,170,294,129,28,16,10,13,3,5,28,1533,0,0,7,10,8,8,21,10,0,0,3,4,6,0,3,83,0,0,0,0,9,0,7,0,0,4,0,0,0,0,0,32,16,10,74,56,77,73,178,93,15,17,12,10,11,0,13,661,85,203,488,462,706,528,991,566,88,78,71,77,55,17,100,4525
POA6157,0,0,0,0,14,3,20,12,0,0,5,3,3,0,4,62,0,0,0,8,12,3,3,0,0,0,0,0,0,0,0,23,0,3,5,8,9,10,12,3,0,3,0,3,0,0,0,62,0,0,4,14,26,28,57,25,3,4,3,0,7,3,0,169,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,6,3,11,10,4,10,0,0,7,0,0,57,29,58,242,199,202,144,315,150,12,21,18,14,8,4,18,1428,0,0,6,4,9,11,17,15,0,0,0,0,0,0,0,74,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,12,4,15,43,35,71,70,125,83,14,9,6,23,10,0,11,525,60,163,396,377,514,388,766,430,44,75,51,75,42,12,63,3455
POA6158,0,0,0,0,0,6,5,0,0,5,0,0,0,0,3,18,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,7,4,0,0,0,0,0,0,21,0,0,0,6,14,18,15,0,0,5,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,12,10,24,115,118,114,78,181,97,11,6,6,5,4,4,15,798,0,0,7,4,14,11,8,11,0,0,0,0,0,4,6,65,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,37,28,32,31,42,43,7,5,0,11,6,0,13,272,37,112,226,219,287,198,365,225,28,31,41,22,22,8,53,1868
POA6159,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,12,0,0,0,3,3,6,3,0,0,0,3,0,0,0,0,20,0,0,3,0,22,17,33,3,0,3,0,0,0,0,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,9,9,21,83,54,51,46,62,45,0,5,6,10,3,5,32,419,0,4,3,3,3,10,3,3,4,0,8,0,0,0,0,49,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,13,19,13,21,33,26,6,0,0,8,0,0,4,144,7,35,122,116,133,131,190,123,16,18,25,34,14,12,59,1033
POA6160,0,0,0,0,10,6,17,0,0,0,0,0,0,0,5,39,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,0,4,4,0,9,5,7,0,0,0,4,0,0,0,0,34,0,0,5,9,12,9,33,10,0,0,0,5,0,5,0,79,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,9,5,0,0,0,0,8,0,0,20,16,39,144,150,144,123,190,76,19,0,22,26,27,3,19,993,0,0,8,11,14,16,20,17,7,0,7,12,7,10,5,120,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,3,49,49,49,55,73,67,20,18,21,41,31,8,10,494,48,135,305,306,374,304,490,290,71,49,90,130,109,34,64,2792
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,8,7,10,4,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,12,0,0,0,22,5,4,15,11,17,10,24,9,3,0,0,17,0,3,0,124
POA6162,0,0,0,0,3,4,0,16,0,0,12,0,0,3,0,43,4,0,0,0,15,4,4,5,0,0,0,0,0,0,0,31,0,5,0,0,4,8,12,3,0,0,0,5,0,0,0,28,0,0,6,18,18,14,30,9,0,0,3,3,0,0,0,103,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,0,0,0,4,0,0,23,21,41,219,197,199,117,269,125,10,11,11,22,12,3,20,1272,0,3,8,6,16,14,18,18,7,5,11,5,3,0,3,114,0,0,0,6,3,0,0,3,0,0,0,0,0,0,0,15,4,12,110,85,62,73,143,66,11,14,13,18,10,0,15,639,55,293,506,421,473,376,670,375,57,50,77,80,37,17,73,3559
POA6163,0,0,0,17,48,44,177,306,72,39,48,45,17,10,16,839,5,0,0,0,80,8,18,15,5,0,0,4,0,0,3,143,0,3,15,22,61,58,94,45,13,12,4,13,3,3,9,364,0,3,10,50,85,113,260,109,11,3,26,19,11,4,4,699,0,0,0,4,30,17,25,21,7,3,6,4,4,0,0,117,0,0,0,0,4,8,20,33,4,3,7,3,0,0,0,80,0,0,0,3,12,11,38,27,3,11,15,6,10,0,5,150,78,179,877,621,624,382,771,470,30,46,35,53,17,8,81,4287,0,3,10,20,34,36,58,39,12,9,5,12,7,0,11,251,0,0,0,24,40,15,21,20,4,15,14,8,3,0,5,178,18,68,419,406,469,477,656,438,56,69,76,106,28,9,67,3355,231,885,2242,1697,2325,1927,3458,2482,407,367,421,486,190,60,399,17578
POA6164,0,0,0,13,63,62,588,743,116,73,65,83,21,8,21,1871,0,0,0,12,89,30,22,25,0,0,7,4,0,0,0,185,0,0,9,32,63,112,292,96,19,27,9,16,11,3,3,687,0,3,4,37,139,226,537,240,36,17,26,45,21,3,9,1349,0,0,6,3,37,32,86,58,16,5,3,6,3,0,4,268,0,0,0,0,4,17,30,52,3,3,4,6,4,0,0,133,0,0,0,3,26,17,77,52,10,9,9,4,5,4,6,229,39,117,710,566,705,445,1211,747,83,52,50,47,20,11,85,4868,0,0,0,9,27,36,52,26,9,9,3,22,10,4,5,222,0,0,0,16,25,19,31,30,7,0,9,4,8,0,0,137,8,26,182,277,502,582,984,580,84,92,59,58,43,11,54,3537,82,339,1200,1289,2495,2613,7133,4990,621,561,517,618,300,98,365,23219
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,6,0,0,0,0,0,0,0,0,0,22
POA6166,0,0,0,4,9,3,52,77,9,4,4,12,0,0,0,182,0,0,0,3,17,8,3,0,0,0,0,0,0,0,0,27,0,0,0,0,4,11,6,6,0,0,0,0,0,0,0,24,0,0,0,9,18,18,39,21,0,7,0,0,4,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,3,4,0,3,0,0,4,39,11,24,201,132,125,87,181,121,10,10,10,6,5,4,14,949,0,4,0,0,5,0,4,7,3,0,4,0,0,0,3,33,0,0,0,0,6,4,3,3,0,4,0,0,0,0,0,17,13,9,84,69,117,81,92,57,4,0,7,5,4,0,17,565,37,181,519,330,458,313,574,437,43,41,30,40,28,5,70,3105
POA6167,0,0,0,0,43,35,384,546,97,62,27,64,12,10,14,1282,0,0,0,0,17,5,5,0,0,0,0,0,0,0,0,34,0,0,0,9,17,14,28,20,5,0,0,0,0,0,0,104,0,0,0,12,35,41,208,64,11,0,16,15,7,0,18,434,0,0,4,0,0,6,33,24,0,5,3,3,4,0,10,80,0,0,0,0,3,0,8,10,5,0,0,0,0,0,0,26,0,0,0,0,6,12,42,23,0,0,3,11,0,0,11,121,30,107,792,396,280,160,249,183,9,6,8,9,0,0,93,2336,0,0,10,4,10,4,19,26,0,0,0,0,0,0,6,77,0,0,0,7,10,13,7,17,0,4,0,5,0,0,5,74,8,13,97,81,146,124,353,144,12,20,20,24,8,4,80,1130,67,207,1014,646,828,710,2336,1719,227,195,177,234,90,30,371,8853
