POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_ns,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_ns,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_ns,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arr_ns,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_ns,Japan_Tot,Korea_Rep_South_Before_1951,Korea_Rep_South_1951_1960,Korea_Rep_South_1961_1970,Korea_Rep_South_1971_1980,Korea_Rep_South_1981_1990,Korea_Rep_South_1991_2000,Korea_Rep_South_2001_2010,Korea_Rep_South_2011_2015,Korea_Rep_South_2016,Korea_Rep_South_2017,Korea_Rep_South_2018,Korea_Rep_South_2019,Korea_Rep_South_2020,Korea_Rep_South_2021,Korea_Rep_South_Yr_arrival_ns,Korea_Rep_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_ns,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_ns,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_ns,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_ns,Pakistan_Tot
POA6062,5,0,3,8,0,0,0,171,0,0,0,0,0,14,38,21,6,5,0,6,0,0,0,99,3,0,18,16,27,10,55,71,4,4,7,6,8,0,6,232,21,317,305,75,27,19,17,48,6,6,3,8,0,0,16,878,0,0,0,6,5,16,34,11,4,0,0,5,0,0,3,81,0,0,0,0,7,0,33,37,10,5,7,4,0,0,0,95,0,0,0,7,13,5,6,0,0,0,0,0,0,0,0,36,0,5,31,72,216,56,106,63,28,28,30,27,10,0,13,665,0,0,0,0,0,3,40,33,4,9,17,9,3,0,3,119,8,47,15,3,10,0,0,0,0,0,0,0,0,0,5,94,0,3,35,63,108,104,145,127,5,11,18,17,6,0,14,657,0,5,35,26,9,23,15,0,6,0,0,0,0,0,8,133,0,3,0,0,5,3,26,29,9,14,6,26,19,0,8,155
POA6063,7,7,4,0,3,7,0,107,0,0,3,0,3,83,47,44,0,8,0,0,0,4,5,202,0,0,7,3,7,8,21,18,0,0,0,0,3,0,0,65,5,22,20,6,5,4,7,4,0,0,0,0,0,0,0,79,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,15,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,13,0,0,5,26,90,20,32,18,7,4,10,0,0,0,4,212,0,0,0,0,0,0,15,6,0,0,0,0,0,0,0,24,0,9,0,4,4,3,0,0,0,0,0,0,0,0,0,18,0,0,11,28,67,74,102,56,6,6,6,8,4,4,14,384,0,0,0,7,4,7,6,8,0,0,4,0,0,0,3,35,0,0,0,4,4,7,22,21,9,3,3,3,0,0,0,79
POA6064,6,0,3,7,0,0,0,124,0,0,0,0,0,60,97,43,3,8,0,3,4,0,10,225,0,0,12,16,17,7,33,55,0,0,0,8,0,0,3,153,16,89,113,42,6,6,5,18,0,0,0,0,0,0,20,315,0,3,0,0,6,10,17,0,0,0,0,0,0,0,0,29,0,0,0,0,3,0,11,8,0,0,0,0,0,0,0,25,0,0,5,0,16,0,16,0,0,0,0,0,0,0,0,36,0,3,8,34,87,35,52,41,19,25,36,29,0,3,19,394,0,0,0,0,0,0,5,4,0,0,0,13,4,0,0,23,9,19,9,3,3,0,9,0,0,4,0,0,0,0,3,62,0,0,10,67,133,98,163,88,4,7,14,5,0,4,18,613,0,6,68,108,103,91,47,16,0,0,0,0,0,0,11,452,0,0,0,0,0,21,37,28,5,5,5,19,0,0,4,134
POA6065,5,3,0,3,0,3,0,231,0,0,0,0,0,79,78,43,0,4,0,0,0,3,5,219,0,9,20,40,101,29,207,235,3,6,12,11,3,0,8,693,20,94,116,30,18,5,14,38,0,3,0,0,0,0,11,364,0,0,0,0,0,6,11,8,0,0,3,0,0,0,0,34,0,0,0,3,11,8,41,11,0,4,0,0,0,0,4,85,0,0,4,5,15,0,8,9,3,0,0,0,0,0,3,53,0,8,16,31,135,59,152,76,16,18,33,20,14,0,9,579,0,0,0,0,0,0,27,14,4,0,3,3,4,0,0,51,6,77,14,5,11,3,19,8,3,0,0,0,0,0,10,158,5,0,29,153,342,308,500,357,26,25,21,22,10,12,48,1853,0,0,31,47,111,99,96,26,10,6,4,9,0,0,6,456,0,0,0,0,8,20,41,32,5,11,9,4,9,0,0,151
POA6066,9,0,8,3,3,3,3,112,0,0,0,0,0,67,72,39,9,10,0,4,0,4,0,215,0,0,7,5,25,9,15,25,0,0,0,0,0,0,0,91,3,23,40,7,5,3,9,9,0,0,0,0,0,0,0,95,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,12,0,0,0,5,0,5,7,0,0,0,0,0,0,0,0,19,0,0,10,31,122,30,41,33,8,4,4,4,5,0,8,305,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,23,3,4,4,0,0,0,0,3,0,0,0,0,0,34,0,0,5,47,112,71,118,113,3,3,4,0,6,0,12,491,0,4,16,19,19,20,18,4,0,0,0,0,4,0,0,116,0,0,0,0,0,3,14,15,0,8,3,4,0,0,0,55
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,6,0,0,4,0,0,0,61,0,0,0,0,0,18,45,15,0,4,5,3,0,0,0,83,0,0,13,15,40,28,53,51,0,0,0,0,0,0,0,210,7,28,30,10,10,5,8,17,6,4,0,0,0,0,9,122,0,0,0,0,9,3,26,3,0,0,0,0,0,0,4,43,0,0,0,0,0,0,23,5,3,0,0,4,0,0,0,41,0,0,0,0,8,4,4,3,0,0,0,0,0,0,0,21,0,0,7,22,42,27,73,44,3,0,0,3,0,0,0,227,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,8,43,20,0,6,5,25,6,0,0,0,0,0,0,3,116,0,4,25,96,214,257,647,534,51,58,32,42,24,15,41,2041,0,0,0,6,8,7,7,7,0,0,0,0,0,0,0,36,0,0,0,3,0,0,24,28,0,7,0,9,0,0,0,81
POA6070,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,0,0,0,0,0,0,0,27,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,6,0,0,0,0,0,0,0,0,16,0,0,9,14,19,14,8,3,5,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6071,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,3,10,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,3,5,0,4,4,0,0,0,0,0,0,0,41,0,0,4,10,20,7,14,5,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,8,10,4,3,7,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,4,0,4,0,0,0,0,0,0,0,0,17,0,0,9,20,14,7,12,5,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,11,3,4,6,3,0,0,0,0,0,0,0,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6076,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,16,54,22,47,32,0,0,0,0,0,0,0,219,27,94,69,14,7,0,7,7,0,0,0,0,0,0,4,227,0,0,0,0,3,3,8,5,0,0,0,0,0,0,0,23,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,16,0,3,14,12,20,18,7,3,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,39,0,15,23,7,16,13,0,0,0,4,0,0,10,139,5,3,30,92,154,79,94,69,0,3,6,0,0,6,12,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6077,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,7,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,5,12,10,8,6,0,0,0,0,0,0,0,0,39,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,6,4,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,7,0,0,0,0,0,0,0,0,33,0,0,8,27,41,20,25,8,0,0,0,0,0,0,4,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,8,36,20,18,5,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,27,11,21,4,0,0,5,0,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,0,24,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,6,0,0,0,4,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,13,0,0,0,7,9,0,0,0,0,0,0,0,0,30,0,0,11,45,85,37,54,28,4,0,0,0,0,0,13,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,11,3,5,5,0,0,0,65,0,0,0,0,0,4,9,11,0,0,0,0,0,0,0,25,0,0,0,7,23,6,24,43,0,0,7,10,3,4,0,130,7,66,43,4,0,9,12,22,3,6,5,0,0,0,0,184,0,0,0,0,3,15,28,9,0,4,9,6,0,0,0,74,0,0,0,0,9,11,50,12,9,6,10,9,0,0,8,121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,11,22,52,37,90,61,21,14,13,13,9,0,11,350,0,0,0,0,0,0,14,52,54,40,58,68,30,0,9,324,0,20,6,3,0,3,4,3,0,0,4,0,0,0,0,50,0,4,5,49,83,73,75,60,5,10,3,9,4,6,5,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,3,11,8,0,0,9,7,6,0,0,62
POA6101,3,4,6,0,3,0,0,68,0,0,0,0,0,7,6,0,0,0,7,0,0,0,0,22,0,4,11,9,19,8,39,42,0,0,5,5,3,0,3,152,10,46,56,12,7,5,7,23,3,0,0,9,0,0,10,178,0,0,0,0,0,5,15,14,0,3,8,0,3,0,0,53,0,0,0,3,3,17,41,29,9,8,8,3,0,0,0,121,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,0,4,6,19,74,29,83,44,15,15,17,15,7,0,3,342,0,0,0,0,0,0,10,33,25,21,57,44,17,0,0,207,0,16,0,0,0,0,6,0,0,3,0,5,0,0,0,44,0,0,9,44,85,64,91,78,11,9,16,6,7,9,10,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,18,26,0,5,4,8,11,0,0,92
POA6102,7,0,6,0,5,4,0,59,0,0,0,0,0,11,8,12,0,0,8,0,0,0,4,35,0,0,7,11,8,4,10,15,3,0,0,0,0,0,8,68,7,40,26,7,0,0,3,10,4,0,0,0,0,0,10,119,0,0,0,0,3,4,9,11,0,4,5,0,0,3,4,43,0,0,0,3,5,7,49,44,0,8,6,10,5,0,3,141,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,6,0,5,19,46,53,109,85,43,55,62,59,24,0,18,576,0,0,0,0,0,0,6,38,19,28,47,53,11,0,6,207,0,31,0,6,7,0,3,0,0,0,0,0,0,0,7,56,0,0,11,18,37,30,63,61,9,8,0,6,0,0,15,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,46,8,19,58,83,37,0,7,291
POA6103,0,5,4,0,0,0,0,58,0,0,0,0,0,3,12,9,0,0,0,0,0,0,0,28,0,6,4,0,7,5,10,27,0,9,0,3,0,0,3,79,0,16,18,6,0,3,3,20,0,0,0,0,0,0,0,71,0,0,0,0,0,4,11,12,5,4,3,0,0,0,0,36,0,0,0,0,5,5,51,28,6,10,8,3,4,0,0,120,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,16,0,0,9,11,36,25,61,48,6,13,8,15,0,0,7,234,0,0,0,0,0,0,13,21,9,15,18,27,9,0,0,115,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,12,0,0,3,21,57,55,57,67,5,5,3,4,6,5,9,302,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,19,28,12,11,6,3,11,0,0,102
POA6104,0,0,0,13,0,0,0,49,0,0,0,0,0,3,13,14,0,0,0,0,0,0,0,39,0,0,16,11,13,6,23,61,4,0,3,6,0,0,0,149,3,31,28,3,4,0,6,15,0,4,0,6,0,0,4,98,0,0,0,0,0,4,11,7,0,0,3,0,0,0,0,30,0,0,0,4,0,5,19,21,7,5,3,5,0,0,0,72,0,0,0,6,0,5,3,3,0,0,0,0,0,0,0,21,0,0,6,9,34,32,58,37,6,15,12,7,4,4,5,235,0,0,0,0,3,3,17,20,5,9,16,7,0,0,0,76,3,15,3,7,7,4,0,0,0,0,0,0,0,0,0,38,0,0,12,50,78,56,124,125,14,13,16,15,0,10,18,528,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,5,3,23,39,7,10,8,25,9,0,3,142
POA6105,0,0,0,0,6,0,4,35,0,3,0,0,0,6,10,12,0,0,0,0,0,0,0,37,0,0,9,3,22,4,22,37,0,0,4,7,7,0,0,111,4,54,48,4,4,7,9,11,0,6,0,0,4,0,4,150,0,0,0,0,0,4,17,9,3,0,3,0,0,0,3,42,0,0,0,0,3,3,49,27,4,0,0,7,0,0,4,104,0,0,0,9,3,5,0,4,0,0,0,0,0,0,0,28,0,0,13,21,45,26,92,68,20,29,16,13,6,4,0,345,0,0,0,0,0,0,39,23,8,6,8,12,6,0,0,99,0,13,4,0,8,0,5,0,0,0,0,0,0,0,0,32,0,0,13,40,78,68,118,142,8,3,22,6,3,6,8,522,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,45,109,30,28,19,23,11,3,0,280
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
