POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6028,605,680,902,1230,1836,1243,142,9,0,6641,274,71,169,240,281,506,716,361,123,2724,16,19,32,29,38,32,14,11,3,186,893,764,1099,1498,2149,1774,875,381,120,9555,151,586,1132,1490,2428,1639,182,3,0,7622,784,625,501,692,967,863,215,16,0,4665,27,32,92,80,87,119,23,0,0,470,17,29,30,33,37,24,6,4,0,177,984,1274,1754,2306,3523,2642,423,24,0,12935,27,54,59,44,50,48,3,0,0,279,158,40,35,26,34,32,6,0,0,337,188,90,94,76,85,76,13,0,0,613,1172,1368,1846,2377,3605,2718,436,24,0,13549,647,160,239,290,328,731,1346,649,195,4589,34,33,55,48,62,42,34,20,4,344,1847,1563,2143,2722,4004,3493,1812,693,195,18478
POA6029,71,81,86,146,175,116,46,0,0,723,30,14,12,36,26,48,123,85,41,414,0,7,9,0,3,3,5,3,0,32,109,93,109,189,205,168,172,95,40,1167,12,43,98,179,235,149,21,4,0,750,100,89,45,88,113,85,73,14,0,604,7,3,15,9,11,14,0,0,0,64,0,0,5,8,0,0,0,0,0,10,125,138,163,283,355,248,102,13,0,1429,0,0,5,3,3,0,0,0,0,22,14,6,4,0,0,0,0,0,0,34,24,9,8,3,6,5,0,0,0,53,145,147,174,284,366,250,100,19,0,1481,54,16,13,41,39,76,202,165,68,678,8,6,13,8,3,9,3,13,5,68,207,174,200,334,408,343,308,189,72,2231
POA6030,840,1099,2003,2102,2460,1586,262,15,4,10374,470,199,560,533,503,704,1169,961,428,5528,61,61,113,114,112,60,53,59,31,657,1369,1352,2674,2747,3077,2349,1489,1046,457,16557,263,1002,2378,2614,3045,1940,268,11,0,11513,1035,900,1160,1229,1320,1003,312,39,0,6996,43,55,242,155,170,135,40,5,0,846,39,51,91,60,62,53,10,6,0,370,1367,2006,3867,4051,4602,3127,629,60,0,19723,71,135,162,110,118,98,12,0,0,718,234,74,93,74,60,61,25,0,0,609,306,213,258,180,179,163,34,0,0,1328,1676,2220,4127,4233,4783,3287,663,60,3,21052,1043,396,757,678,720,1119,2024,1706,717,9160,114,117,221,233,215,131,90,90,49,1249,2832,2730,5099,5143,5713,4531,2772,1856,772,31460
POA6031,414,495,1246,1273,1063,581,90,3,0,5158,210,75,283,271,170,246,335,140,28,1773,26,10,40,44,24,10,20,3,0,186,652,581,1570,1589,1258,838,447,145,32,7117,120,423,1470,1608,1400,707,94,0,0,5812,507,424,645,717,552,356,104,5,0,3314,11,31,168,93,60,62,4,0,0,436,13,24,43,44,38,17,3,0,0,185,663,892,2326,2462,2043,1148,210,5,0,9748,27,46,78,41,32,30,7,0,0,255,126,34,36,38,18,9,0,0,0,271,155,80,113,78,51,37,10,0,0,523,810,974,2437,2537,2089,1190,211,10,0,10272,488,149,360,347,245,360,593,278,52,2879,40,31,79,86,53,29,37,6,0,368,1339,1157,2875,2974,2394,1574,842,298,56,13513
POA6032,3,7,6,10,9,18,5,0,0,57,6,0,0,4,0,3,0,0,0,18,0,3,0,0,0,0,0,0,0,9,4,8,6,14,13,25,9,0,0,77,3,0,10,9,13,18,0,0,0,51,3,8,0,10,9,16,6,0,0,50,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,5,9,12,17,24,36,10,0,0,115,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7,5,9,15,17,29,36,10,0,0,116,3,0,0,4,3,3,12,3,0,26,0,3,0,0,5,3,3,0,0,12,10,12,15,18,35,45,18,6,0,162
POA6033,10,11,13,20,28,25,11,0,0,112,5,0,5,4,4,4,6,7,0,48,0,0,0,0,0,3,0,0,0,10,17,8,23,28,35,33,16,7,5,170,0,12,21,18,36,33,6,3,0,132,15,10,8,18,14,13,12,0,0,90,0,0,0,0,4,0,0,0,0,8,4,0,0,3,0,0,0,0,0,9,18,16,32,37,57,51,24,0,6,242,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,18,32,38,59,51,24,0,6,244,10,0,12,6,7,14,20,10,3,89,0,0,8,8,0,3,0,0,0,22,33,21,50,52,65,71,43,9,6,353
POA6034,56,114,329,226,172,77,16,0,0,984,31,22,94,51,15,49,56,22,0,341,3,3,15,6,13,5,0,0,0,55,84,139,444,289,203,125,74,22,0,1379,17,99,426,291,184,88,15,0,0,1117,64,71,154,112,87,30,18,0,0,532,5,16,48,22,21,11,0,0,0,115,0,4,15,9,8,0,0,0,0,44,77,183,645,437,295,132,37,0,0,1805,7,14,22,8,9,0,0,0,0,49,20,7,8,8,3,3,0,0,0,50,23,17,30,15,10,4,4,0,0,99,100,201,676,455,306,130,33,0,0,1910,68,23,113,60,30,63,102,45,0,509,9,14,33,29,17,10,3,0,0,112,177,238,821,541,355,206,143,47,0,2534
POA6035,163,167,534,604,536,348,65,0,0,2415,123,45,207,175,132,189,358,207,59,1498,15,11,43,41,24,19,22,34,29,233,303,221,783,820,690,551,452,239,89,4148,62,197,607,648,673,396,44,5,0,2630,177,118,282,389,276,231,73,6,0,1558,8,17,71,57,59,35,6,0,0,251,5,6,39,20,13,12,0,0,0,96,246,336,995,1119,1020,675,132,9,0,4535,28,31,34,35,38,16,8,0,0,190,52,12,35,22,15,22,4,0,0,167,80,44,69,61,55,33,14,0,0,356,330,378,1062,1171,1073,708,148,9,0,4887,291,78,259,223,198,292,652,406,93,2496,38,23,71,73,50,41,29,45,49,426,653,487,1387,1468,1328,1046,832,464,146,7813
POA6036,456,518,935,1066,1105,564,96,9,0,4744,231,99,298,264,219,243,415,203,43,2011,14,20,49,44,33,14,14,11,5,212,701,633,1280,1369,1363,826,526,222,47,6966,110,482,1094,1242,1410,696,96,0,0,5140,543,411,502,621,569,334,88,11,0,3068,22,32,111,80,75,43,6,0,0,365,12,23,58,41,17,11,0,5,0,164,682,944,1770,1981,2066,1087,194,13,0,8739,38,53,68,48,50,24,0,0,0,289,137,42,42,31,35,22,8,0,0,319,177,100,109,84,80,47,10,0,0,607,864,1036,1877,2062,2152,1132,206,17,0,9346,483,182,383,327,309,380,722,351,79,3211,44,37,81,79,67,38,20,17,4,399,1395,1256,2347,2468,2529,1548,944,391,78,12959
POA6037,38,65,144,181,198,126,28,0,0,768,36,11,57,53,55,89,142,75,15,534,4,9,11,16,15,17,11,4,0,92,80,78,212,249,262,234,182,80,19,1393,16,63,162,173,258,138,21,4,0,828,38,42,104,112,97,99,32,8,0,528,3,9,17,13,24,23,4,0,0,96,0,3,7,9,3,3,0,0,0,27,62,110,286,316,386,256,50,8,0,1480,11,6,17,9,16,12,0,0,0,62,20,3,4,9,7,15,3,0,0,56,26,10,18,20,17,30,3,0,0,120,86,119,308,330,407,284,53,8,0,1595,89,28,69,69,87,155,279,157,32,966,16,13,26,40,38,30,19,6,3,186,193,166,403,438,530,469,356,177,30,2752
POA6038,192,256,832,693,532,250,30,0,0,2784,96,42,216,150,95,112,181,75,22,985,3,13,29,14,13,12,9,4,0,99,296,306,1074,861,645,368,216,82,22,3871,59,233,970,906,686,311,36,0,0,3202,177,195,449,387,258,138,47,3,0,1653,5,19,107,62,29,17,4,0,0,238,4,3,30,14,8,0,0,0,0,65,247,449,1558,1369,991,465,87,3,0,5166,23,32,28,30,19,25,3,0,0,160,57,22,24,33,8,14,4,0,0,161,82,50,58,64,29,38,0,0,0,315,328,495,1613,1434,1018,498,91,3,0,5485,215,66,260,185,118,149,306,132,35,1464,20,21,52,38,36,17,9,8,0,195,567,583,1921,1649,1170,664,401,146,37,7145
POA6041,18,22,49,58,82,57,14,0,0,299,23,6,23,24,21,42,98,52,8,300,4,0,0,8,4,4,12,10,0,38,45,31,74,90,103,106,127,56,12,647,10,22,38,60,94,59,6,0,0,300,20,14,31,32,57,47,16,3,0,217,0,5,9,13,13,13,3,0,0,57,0,0,3,8,4,0,0,0,0,18,36,42,87,110,164,120,28,4,0,590,0,3,3,0,6,3,0,0,0,26,0,0,0,0,0,0,0,0,0,10,4,6,3,4,6,7,0,0,0,35,42,45,90,112,173,131,31,4,0,626,46,13,33,26,37,74,215,116,24,579,4,0,4,8,6,11,20,11,0,76,91,56,130,150,223,213,264,129,25,1278
POA6042,0,0,0,0,3,3,6,0,0,8,0,0,0,0,0,3,7,0,0,17,0,0,0,0,8,0,4,5,0,16,0,0,0,3,9,6,14,5,0,39,0,0,0,0,0,8,4,0,0,11,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,6,3,5,8,0,0,31,0,0,0,0,0,7,24,0,0,39,0,0,0,0,5,0,8,3,0,29,0,0,6,5,12,18,42,9,0,97
POA6043,3,0,7,3,10,11,4,0,0,39,0,0,0,0,4,15,22,12,0,54,0,0,0,0,0,0,0,0,0,3,4,0,6,3,18,27,25,9,0,98,0,3,9,4,12,14,5,0,0,45,0,4,3,0,11,10,3,0,0,31,4,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,8,12,3,19,29,9,0,0,89,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,4,6,5,15,3,28,29,11,0,0,92,0,0,6,0,8,20,45,24,3,107,0,0,0,0,9,6,6,0,0,18,5,7,17,3,37,55,63,28,3,212
POA6044,4,16,69,46,49,57,18,3,0,266,5,0,16,10,20,42,87,44,15,237,0,0,3,0,10,10,7,4,5,40,16,22,86,58,79,103,116,53,17,543,4,11,82,42,65,57,14,6,0,283,10,13,33,28,35,47,20,3,0,192,4,5,9,7,5,12,0,3,0,44,0,4,9,4,3,0,0,0,0,15,21,38,128,85,110,112,40,10,0,535,0,4,0,0,5,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,4,0,3,5,5,3,0,0,19,16,34,128,88,119,115,42,10,0,556,20,4,20,16,25,81,188,97,27,472,0,6,10,3,12,19,14,17,4,87,38,48,157,105,157,218,242,118,33,1117
POA6050,288,491,1038,893,819,618,201,27,0,4369,193,80,101,140,143,282,550,478,366,2328,8,6,52,28,23,6,35,58,74,294,488,573,1185,1065,986,909,786,558,437,6991,41,310,1283,1198,1159,836,162,11,0,4996,347,505,585,477,440,424,266,42,6,3094,21,28,77,65,31,38,21,4,0,279,5,15,17,14,10,7,0,0,0,69,416,847,1965,1751,1643,1303,450,56,6,8438,8,17,27,30,38,34,0,0,0,152,65,45,30,22,19,20,5,0,0,198,69,57,57,46,57,54,6,0,0,356,482,905,2022,1799,1706,1353,455,56,6,8790,361,153,185,205,224,418,971,837,582,3943,9,17,94,73,55,30,68,121,115,588,860,1085,2303,2079,1984,1802,1491,1009,708,13318
POA6051,107,424,1358,909,627,391,115,12,0,3946,83,52,161,161,87,176,382,183,67,1352,8,26,71,58,30,20,16,10,4,235,195,496,1591,1130,741,582,517,203,69,5530,29,315,1752,1343,818,509,111,13,0,4889,136,383,693,517,319,231,111,20,0,2413,6,26,77,57,31,32,7,5,0,245,0,12,28,21,14,5,4,0,0,92,175,736,2559,1937,1181,781,238,29,0,7634,4,22,69,54,41,43,4,0,0,236,25,36,50,24,23,16,3,0,0,181,33,52,114,80,63,55,14,0,0,416,208,783,2669,2019,1246,840,253,29,0,8048,163,88,238,230,197,322,739,382,111,2481,14,48,154,124,79,49,37,30,3,537,388,921,3059,2378,1518,1207,1033,440,120,11060
POA6052,169,291,708,760,686,500,116,7,0,3240,114,52,77,142,108,225,379,257,129,1492,7,18,23,21,20,22,17,23,19,163,289,356,807,919,818,749,515,291,144,4889,28,204,883,1025,915,608,93,5,0,3762,236,295,349,429,352,304,160,10,3,2141,13,5,70,53,31,51,10,0,0,238,0,12,20,10,9,3,0,0,0,58,280,514,1315,1519,1306,968,263,16,3,6188,5,11,32,21,32,24,0,0,0,131,35,19,17,16,13,20,4,0,0,130,44,28,52,40,46,42,10,0,0,257,329,545,1369,1556,1348,1011,272,16,3,6447,240,104,147,193,167,349,682,431,198,2506,15,31,49,41,35,40,37,43,34,322,580,677,1555,1789,1556,1397,990,493,236,9277
POA6053,200,337,1020,1002,902,611,154,10,0,4243,136,29,151,142,134,231,508,368,258,1962,4,11,38,26,29,16,28,29,29,205,342,375,1210,1176,1067,854,688,407,289,6408,39,263,1309,1326,1183,739,157,5,0,5016,296,339,495,561,440,386,176,11,0,2707,10,18,98,107,50,48,15,0,0,337,3,16,31,32,15,14,0,6,0,105,346,639,1925,2016,1686,1184,341,23,0,8156,7,17,35,37,44,38,5,0,0,193,51,14,17,22,23,29,8,0,0,169,63,35,58,58,68,68,13,0,0,354,402,667,1985,2075,1755,1255,352,21,0,8517,277,67,222,205,225,426,899,665,387,3374,13,23,71,70,58,44,43,44,48,410,700,753,2277,2349,2040,1718,1300,737,431,12304
POA6054,276,444,1147,1239,1112,865,201,14,0,5302,194,101,237,249,229,429,834,537,243,3061,24,23,81,57,57,53,38,50,9,390,493,566,1466,1545,1406,1347,1074,601,259,8749,85,388,1458,1474,1494,1060,179,4,0,6143,348,409,594,751,568,557,223,30,0,3483,21,34,117,93,66,56,19,0,0,395,11,14,34,23,24,8,3,0,0,117,464,841,2202,2344,2148,1685,427,35,0,10142,24,48,77,67,63,44,8,0,0,337,61,48,47,45,34,34,15,0,0,274,86,95,129,114,95,80,20,0,0,616,550,930,2329,2457,2248,1765,442,35,0,10756,438,195,359,371,379,704,1479,944,379,5253,40,77,154,132,115,102,82,78,21,808,1029,1206,2839,2961,2737,2576,2001,1055,404,16819
POA6055,446,714,2631,2155,1394,883,181,16,0,8417,298,152,716,556,347,456,644,343,137,3646,21,29,71,60,35,39,28,22,15,329,770,895,3423,2773,1772,1374,853,385,151,12393,131,666,3444,3138,1951,1130,198,17,0,10679,594,592,1271,1278,692,502,219,46,0,5194,26,35,275,179,102,87,23,0,0,721,8,27,102,62,22,9,4,0,0,243,761,1323,5091,4659,2774,1730,443,60,0,16837,31,64,81,88,65,38,4,0,0,377,104,43,66,42,34,31,6,0,0,330,131,107,148,133,99,68,13,0,0,711,889,1428,5246,4787,2873,1797,457,63,0,17545,694,246,879,699,481,740,1179,642,208,5772,43,50,171,122,82,65,56,40,24,661,1632,1725,6296,5619,3435,2611,1688,749,238,23980
POA6056,707,995,2033,1991,2081,1699,398,31,4,9939,378,221,589,492,552,836,1649,1142,436,6304,58,89,184,168,162,116,124,148,164,1212,1146,1309,2804,2646,2798,2648,2173,1324,607,17448,253,1073,2587,2518,2708,2076,408,29,0,11656,847,759,1126,1101,1081,1070,430,73,4,6498,28,52,223,154,122,183,51,0,0,826,22,46,89,60,59,44,18,6,4,344,1149,1933,4034,3831,3969,3380,910,110,14,19323,70,124,158,103,127,103,12,0,0,703,141,75,88,87,54,59,18,3,0,531,215,198,250,189,183,161,28,3,0,1236,1368,2127,4283,4022,4150,3542,943,110,17,20558,883,362,838,764,880,1364,2966,2091,718,10875,113,164,372,381,365,277,243,257,253,2424,2360,2654,5497,5169,5401,5179,4153,2459,990,33854
POA6057,311,385,866,864,894,701,163,11,0,4204,171,55,209,188,168,318,630,446,155,2336,21,15,43,41,32,30,24,24,17,243,500,457,1121,1091,1093,1054,815,486,172,6786,138,402,1097,1131,1202,959,185,7,0,5124,380,297,465,512,417,412,174,20,0,2682,17,37,120,70,58,56,18,0,0,366,8,10,39,31,28,17,9,0,0,145,537,753,1723,1743,1704,1450,382,27,3,8313,25,32,53,41,41,34,5,0,0,240,66,23,21,15,24,30,8,0,0,182,94,53,78,60,65,57,11,0,0,416,631,799,1800,1804,1765,1511,393,27,3,8735,359,103,259,252,257,476,1081,814,278,3867,37,32,91,71,47,60,34,46,27,446,1024,932,2142,2127,2071,2047,1510,890,306,13045
POA6058,210,281,701,714,591,489,133,0,0,3125,118,53,179,194,143,262,547,346,143,1991,17,18,40,59,38,24,28,24,10,263,341,356,923,968,784,775,709,371,157,5376,72,298,974,995,861,618,142,0,0,3962,208,237,347,393,299,315,127,9,0,1929,11,11,72,48,42,41,19,0,3,245,6,35,31,26,26,8,7,0,0,136,300,579,1411,1458,1226,987,292,11,3,6276,21,23,29,47,32,40,6,0,0,204,68,21,36,25,21,4,4,0,0,174,87,43,68,75,53,45,8,0,0,379,388,624,1478,1533,1277,1033,305,11,3,6649,262,110,241,250,235,369,990,607,239,3304,35,50,80,113,79,55,50,35,21,508,686,781,1798,1900,1591,1462,1340,649,262,10466
POA6059,359,598,1201,1237,1365,1040,277,37,0,6119,259,96,233,311,293,477,984,971,450,4072,15,23,44,42,44,42,50,48,21,332,633,718,1478,1593,1700,1559,1313,1063,470,10524,75,467,1605,1603,1762,1265,288,23,3,7100,501,619,630,718,784,715,336,67,4,4371,16,25,100,96,61,62,17,10,0,385,8,19,42,30,28,26,7,0,0,165,594,1131,2386,2456,2637,2071,650,98,10,12028,17,37,62,61,66,52,12,0,0,298,101,39,39,38,30,34,10,4,0,294,119,78,103,97,90,88,20,6,0,599,710,1201,2487,2551,2734,2156,673,107,10,12627,555,204,337,399,422,763,1722,1644,743,6795,37,55,92,98,88,84,84,76,34,655,1311,1465,2916,3052,3249,2999,2473,1821,790,20074
POA6060,243,673,2379,1777,1224,927,272,22,0,7516,183,84,298,273,221,374,813,673,488,3410,18,32,126,75,52,49,33,24,21,436,442,788,2806,2128,1496,1352,1119,717,507,11359,52,482,3023,2372,1673,1065,234,20,0,8920,320,606,1278,967,592,581,260,41,4,4646,9,31,155,123,63,58,25,0,0,475,3,21,78,53,26,18,4,3,0,200,386,1140,4529,3521,2353,1728,522,59,4,14245,11,28,94,84,76,63,5,0,0,368,67,34,49,49,35,48,15,0,0,298,83,66,142,138,113,109,18,0,0,670,474,1210,4676,3656,2462,1835,547,62,4,14921,377,175,428,394,365,647,1368,1109,726,5585,34,69,238,168,118,89,63,41,29,858,885,1455,5339,4220,2947,2570,1974,1216,757,21362
POA6061,411,1065,3042,2324,1479,1100,259,13,0,9697,421,283,908,767,566,795,1201,773,277,6001,77,114,273,246,133,104,94,67,19,1127,910,1468,4224,3349,2174,2003,1558,857,300,16833,92,834,3822,3042,1816,1193,233,14,0,11051,499,983,1959,1435,901,774,273,28,0,6841,21,60,198,151,76,86,29,0,0,628,18,90,181,106,64,38,14,0,0,512,631,1967,6158,4731,2857,2096,552,40,4,19034,52,103,184,185,142,101,11,0,0,772,140,89,173,131,71,79,25,4,0,715,192,189,364,317,215,175,35,4,0,1488,820,2152,6522,5054,3068,2270,582,46,4,20524,961,538,1224,1097,953,1368,2122,1363,491,10117,130,243,560,496,303,217,169,111,40,2275,1915,2935,8302,6646,4319,3858,2879,1524,534,32911
POA6062,467,815,1982,1805,1632,1286,378,31,5,8399,323,127,405,454,375,668,1477,1091,499,5423,33,25,77,89,64,53,40,51,29,466,824,965,2466,2348,2074,2009,1898,1169,530,14290,102,644,2650,2379,2144,1601,358,24,0,9892,632,797,1083,1087,894,870,408,63,3,5831,15,54,168,123,71,98,35,3,0,559,22,56,114,56,49,28,0,0,0,328,766,1547,4014,3638,3153,2600,799,88,7,16615,29,79,127,94,110,104,11,0,0,555,150,67,78,62,75,49,14,0,0,498,180,144,206,161,184,155,27,3,0,1051,950,1687,4220,3797,3334,2751,827,88,7,17664,726,300,600,646,608,1040,2629,2035,800,9388,67,71,178,174,137,113,79,91,47,955,1744,2056,4998,4622,4079,3899,3535,2224,855,28010
POA6063,253,365,710,775,719,538,117,3,0,3473,223,81,246,257,228,363,447,227,85,2160,23,16,63,37,27,32,18,14,8,235,501,462,1019,1065,967,941,588,243,89,5871,77,331,962,1058,929,688,146,0,0,4189,307,322,385,454,414,356,134,8,0,2380,16,18,58,54,44,35,21,0,0,230,9,27,42,30,33,18,3,3,0,157,398,697,1438,1598,1411,1097,306,15,0,6956,24,60,80,62,42,45,5,0,0,318,81,33,20,31,27,32,8,0,0,226,105,90,103,94,71,73,12,0,0,542,505,786,1546,1682,1483,1169,316,15,0,7500,476,172,341,377,321,563,844,411,116,3633,43,35,121,81,52,61,40,27,7,460,1019,984,2006,2145,1863,1793,1199,451,131,11593
POA6064,477,761,1416,1413,1434,1092,251,14,0,6856,460,232,527,553,469,756,1170,659,203,5018,26,48,98,102,71,58,76,93,103,683,958,1039,2041,2071,1976,1909,1500,759,307,12556,139,637,1846,1858,1784,1321,225,12,0,7830,547,720,902,890,886,779,270,34,4,5029,17,43,121,82,68,78,44,5,0,460,26,46,86,63,48,38,16,0,0,320,727,1446,2953,2898,2782,2216,553,46,3,13628,58,112,150,120,128,99,13,5,0,683,157,79,66,82,61,64,6,0,0,523,216,190,217,206,188,166,23,5,0,1208,942,1636,3168,3103,2970,2382,576,53,3,14835,942,416,704,787,779,1234,2154,1243,333,8595,61,117,213,183,149,121,138,160,152,1297,1947,2168,4088,4074,3905,3737,2862,1456,490,24722
POA6065,1352,1709,3746,4580,3878,2226,450,24,0,17964,763,228,838,911,668,1031,1939,1292,496,8173,44,47,120,133,93,61,59,76,74,706,2160,1989,4706,5620,4642,3308,2457,1397,568,26847,379,1557,4606,5935,5307,2879,449,18,0,21130,1752,1493,1905,2690,2048,1451,541,74,5,11962,53,80,437,305,210,180,47,5,0,1316,26,66,155,143,99,63,10,3,0,557,2208,3201,7100,9075,7671,4575,1046,91,5,34965,73,149,168,142,128,107,9,0,0,779,356,121,120,116,93,75,13,4,0,899,426,276,283,262,224,189,28,4,0,1681,2634,3471,7387,9334,7889,4760,1071,98,5,36644,1699,462,1097,1163,968,1506,3452,2270,798,13411,105,109,240,229,189,119,116,129,108,1337,4443,4041,8725,10725,9043,6377,4631,2498,910,51394
POA6066,345,501,793,839,1030,872,140,10,0,4532,260,94,296,260,246,461,587,327,109,2633,17,20,52,42,33,29,27,18,0,243,621,622,1138,1142,1314,1361,752,351,112,7411,110,451,1023,1075,1210,1189,194,7,0,5256,406,465,517,520,586,585,155,16,4,3243,9,23,73,49,61,63,19,0,0,300,4,27,53,31,38,21,10,0,0,186,531,965,1668,1675,1892,1855,379,24,4,8984,24,53,88,56,57,54,10,0,0,337,108,35,42,32,24,26,6,0,0,268,131,87,130,85,82,78,14,0,0,600,657,1051,1793,1760,1976,1931,390,24,4,9586,595,210,415,345,371,718,1066,603,182,4498,45,34,97,76,78,55,44,27,4,467,1299,1298,2305,2182,2425,2702,1498,652,190,14552
