POA_CODE_2021,F_Tot_LF_15_19_yr,F_Tot_LF_20_24_yr,F_Tot_LF_25_34_yr,F_Tot_LF_35_44_yr,F_Tot_LF_45_54_yr,F_Tot_LF_55_64_yr,F_Tot_LF_65_74_yr,F_Tot_LF_75_84_yr,F_Tot_LF_85_yr_over,F_Tot_LF_Tot,F_NILF_15_19_yr,F_NILF_20_24_yr,F_NILF_25_34_yr,F_NILF_35_44_yr,F_NILF_45_54_yr,F_NILF_55_64_yr,F_NILF_65_74_yr,F_NILF_75_84_yr,F_NILF_85_yr_over,F_NILF_Tot,F_LF_st_ns_15_19,F_LF_st_ns_20_24,F_LF_st_ns_25_34,F_LF_st_ns_35_44,F_LF_st_ns_45_54,F_LF_st_ns_55_64,F_LF_st_ns_65_74,F_LF_st_ns_75_84,F_LF_st_ns_85_yr_over,F_LF_st_ns_Total,F_Tot_15_19_yr,F_Tot_20_24_yr,F_Tot_25_34_yr,F_Tot_35_44_yr,F_Tot_45_54_yr,F_Tot_55_64_yr,F_Tot_65_74_yr,F_Tot_75_84_yr,F_Tot_85_yr_over,F_Tot_Tot,P_Emp_wrk_Ft_15_19,P_Emp_wrk_Ft_20_24,P_Emp_wrk_Ft_25_34,P_Emp_wrk_Ft_35_44,P_Emp_wrk_Ft_45_54,P_Emp_wrk_Ft_55_64,P_Emp_wrk_Ft_65_74,P_Emp_wrk_Ft_75_84,P_Emp_wrk_Ft_85_yr_over,P_Emp_wrk_Ft_Tot,P_Emp_wrk_Pt_15_19,P_Emp_wrk_Pt_20_24,P_Emp_wrk_Pt_25_34,P_Emp_wrk_Pt_35_44,P_Emp_wrk_Pt_45_54,P_Emp_wrk_Pt_55_64,P_Emp_wrk_Pt_65_74,P_Emp_wrk_Pt_75_84,P_Emp_wrk_Pt_85_yr_over,P_Emp_wrk_Pt_Tot,P_Emp_a_f_wrk_15_19,P_Emp_a_f_wrk_20_24,P_Emp_a_f_wrk_25_34,P_Emp_a_f_wrk_35_44,P_Emp_a_f_wrk_45_54,P_Emp_a_f_wrk_55_64,P_Emp_a_f_wrk_65_74,P_Emp_a_f_wrk_75_84,P_Emp_a_f_wrk_85_yr_over,P_Emp_a_f_wrk_Tot,P_Hr_wrk_ns_15_19,P_Hr_wrk_ns_20_24,P_Hr_wrk_ns_25_34,P_Hr_wrk_ns_35_44,P_Hr_wrk_ns_45_54,P_Hr_wrk_ns_55_64,P_Hr_wrk_ns_65_74,P_Hr_wrk_ns_75_84,P_Hr_wrk_ns_85_yr_over,P_Hr_wrk_ns_Tot,P_Tot_emp_15_19,P_Tot_emp_20_24,P_Tot_emp_25_34,P_Tot_emp_35_44,P_Tot_emp_45_54,P_Tot_emp_55_64,P_Tot_emp_65_74,P_Tot_emp_75_84,P_Tot_emp_85_yr_over,P_Tot_emp_Tot,P_UE_lk_fr_Ft_wrk_15_19,P_UE_lk_fr_Ft_wrk_20_24,P_UE_lk_fr_Ft_wrk_25_34,P_UE_lk_fr_Ft_wrk_35_44,P_UE_lk_fr_Ft_wrk_45_54,P_UE_lk_fr_Ft_wrk_55_64,P_UE_lk_fr_Ft_wrk_65_74,P_UE_lk_fr_Ft_wrk_75_84,P_UE_lk_for_Ft_wrk_85_over,P_UE_looking_for_Ft_wk_Tot,P_UE_lk_for_Pt_wk_15_19,P_UE_lk_for_Pt_wk_20_24,P_UE_lk_for_Pt_wk_25_34,P_UE_lk_for_Pt_wk_35_44,P_UE_lk_for_Pt_wk_45_54,P_UE_lk_for_Pt_wk_55_64,P_UE_lk_for_Pt_wk_65_74,P_UE_lk_for_Pt_wk_75_84,P_UE_looking_for_Pt_wk_85ov,P_UE_lk_for_Pt_wrk_Tot,P_Tot_unemp_15_19,P_Tot_unemp_20_24,P_Tot_unemp_25_34,P_Tot_unemp_35_44,P_Tot_unemp_45_54,P_Tot_unemp_55_64,P_Tot_unemp_65_74,P_Tot_unemp_75_84,P_Tot_unemp_85_yr_over,P_Tot_unemp_Total,P_Tot_LF_15_19_yr,P_Tot_LF_20_24_yr,P_Tot_LF_25_34_yr,P_Tot_LF_35_44_yr,P_Tot_LF_45_54_yr,P_Tot_LF_55_64_yr,P_Tot_LF_65_74_yr,P_Tot_LF_75_84_yr,P_Tot_LF_85_yr_over,P_Tot_LF_Tot,P_NILF_15_19_yr,P_NILF_20_24_yr,P_NILF_25_34_yr,P_NILF_35_44_yr,P_NILF_45_54_yr,P_NILF_55_64_yr,P_NILF_65_74_yr,P_NILF_75_84_yr,P_NILF_85_yr_over,P_NILF_Tot,P_LF_st_ns_15_19,P_LF_st_ns_20_24,P_LF_st_ns_25_34,P_LF_st_ns_35_44,P_LF_st_ns_45_54,P_LF_st_ns_55_64,P_LF_st_ns_65_74,P_LF_st_ns_75_84,P_LF_st_ns_85_yr_over,P_LF_st_ns_Total,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
POA6253,4,3,21,30,25,36,20,6,0,142,5,0,3,8,12,24,54,33,3,140,0,0,0,0,0,0,8,5,0,7,9,4,25,33,34,64,78,38,3,294,3,11,13,26,29,42,23,0,0,147,6,3,20,17,15,23,23,5,0,107,0,0,5,4,10,11,3,0,0,26,0,0,0,0,0,0,0,0,0,3,7,17,34,50,55,68,47,6,0,285,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,12,17,34,50,55,70,49,6,0,297,12,0,8,11,17,39,107,55,11,257,0,0,3,3,4,8,7,5,0,35,24,22,44,63,73,119,169,63,13,583
POA6254,9,9,15,21,20,31,4,0,0,103,3,5,3,9,10,18,27,17,0,98,0,0,0,3,3,0,4,0,0,15,17,13,19,33,32,49,33,16,0,218,3,14,36,45,41,56,6,0,0,198,4,3,5,10,19,16,3,0,0,67,0,3,5,0,6,4,0,0,0,19,0,0,0,0,0,0,0,0,0,7,7,18,46,59,64,81,10,0,0,287,0,0,0,0,4,6,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,12,9,18,53,58,67,84,11,0,0,303,11,3,3,15,13,30,54,40,8,178,0,7,8,15,11,13,8,0,0,54,25,30,63,82,91,128,67,41,10,535
POA6255,67,36,119,171,235,236,76,18,0,949,52,9,39,42,43,127,288,142,44,787,6,12,3,15,18,17,18,9,7,116,125,55,159,233,297,376,381,172,51,1857,25,55,139,196,256,220,72,18,0,976,56,26,86,113,151,179,83,13,0,723,0,0,9,10,25,23,10,0,0,88,8,5,5,3,9,8,3,0,0,40,93,87,242,329,442,431,173,39,0,1835,5,0,9,11,4,13,0,0,0,46,12,3,4,5,3,10,0,0,0,31,15,3,12,11,9,21,8,0,0,76,108,91,260,333,446,455,176,39,0,1915,89,18,49,53,72,209,547,282,74,1395,10,11,18,29,42,39,52,27,13,236,206,121,327,424,565,702,776,348,95,3551
POA6256,3,9,18,18,24,26,10,0,0,107,0,0,3,3,4,4,15,12,5,46,0,0,0,4,3,3,3,0,0,9,4,3,20,28,31,32,25,14,6,160,5,9,16,25,32,34,10,3,0,130,9,4,6,12,9,29,9,3,0,80,0,0,6,0,0,4,0,0,0,11,0,0,0,0,3,0,5,0,0,8,9,15,29,39,51,61,25,6,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,31,39,51,61,25,6,0,234,3,4,3,0,0,8,26,15,6,72,0,3,4,6,4,3,6,3,0,29,14,19,31,50,58,78,52,31,4,339
POA6258,111,98,235,272,325,351,103,19,0,1512,58,32,81,64,65,130,246,159,80,911,14,11,8,24,37,24,24,16,3,169,188,136,333,363,421,505,373,190,84,2592,88,158,313,332,390,422,110,17,0,1827,114,50,147,168,198,218,122,25,6,1048,7,13,30,26,26,39,17,0,0,155,5,7,8,8,3,6,10,8,0,63,214,224,504,531,621,686,261,49,6,3091,9,10,17,13,10,10,5,0,0,75,8,3,4,10,9,12,0,0,0,51,18,16,21,17,16,25,5,0,0,123,230,243,524,549,639,710,267,49,6,3215,134,42,113,94,105,233,428,322,125,1602,33,16,28,47,74,55,43,30,12,333,394,298,661,692,821,996,747,402,142,5153
POA6260,25,21,68,81,84,81,23,3,0,391,15,0,11,15,10,29,53,34,18,184,3,6,18,15,13,20,4,10,3,81,42,23,99,110,106,135,85,45,21,659,10,27,70,93,124,93,37,10,0,461,29,12,46,45,48,61,31,3,0,277,0,0,9,11,7,22,11,0,0,57,8,0,5,0,0,3,0,0,0,16,47,43,137,147,176,172,79,11,4,810,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,10,4,0,0,0,4,6,0,0,0,17,56,42,139,148,182,183,79,11,4,830,20,5,13,28,27,56,108,60,33,352,5,7,33,23,25,25,19,19,6,165,80,53,185,194,226,265,207,89,44,1342
POA6262,11,0,18,17,42,43,10,8,0,157,7,0,5,9,13,15,34,17,6,104,0,0,5,11,7,9,10,0,0,39,24,0,25,37,61,69,50,23,3,302,5,7,19,23,41,36,16,7,0,144,14,0,17,12,34,39,20,9,0,136,0,0,3,0,3,3,0,0,0,11,0,0,0,4,0,0,0,0,0,4,15,3,31,36,75,75,36,12,0,295,0,0,0,4,0,4,0,0,0,14,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,10,0,0,0,16,16,8,31,38,75,85,36,12,0,309,11,0,9,9,27,35,71,39,5,201,0,7,9,15,12,17,7,4,0,73,32,11,47,64,112,140,109,54,9,580
POA6271,63,43,122,157,211,160,29,8,0,798,42,15,41,38,43,77,148,75,23,514,5,0,5,13,7,12,14,8,3,74,109,63,177,210,267,251,195,90,27,1376,23,57,151,179,241,173,29,6,0,861,71,27,59,96,135,107,43,11,0,556,10,6,19,15,14,25,0,0,0,90,3,8,3,4,4,4,0,0,0,28,105,98,235,299,397,316,78,13,0,1540,4,5,6,4,6,7,0,0,0,32,7,0,4,4,0,3,0,0,0,20,11,4,6,8,3,11,0,0,0,48,117,106,245,308,402,325,78,13,0,1586,79,22,50,57,69,121,304,163,39,889,16,7,13,22,30,18,23,11,4,139,214,135,305,385,500,468,398,183,43,2617
POA6275,11,11,30,60,69,87,35,7,0,303,14,0,12,18,12,48,93,51,11,262,5,0,7,17,8,16,13,10,6,79,24,10,53,89,91,151,144,64,18,643,7,9,36,67,67,73,27,7,0,298,12,6,20,47,48,78,42,9,0,257,0,0,3,8,0,5,7,0,0,32,0,0,0,3,3,0,4,3,0,12,22,18,57,125,127,157,84,15,0,597,0,0,0,4,3,11,0,0,0,17,0,0,0,0,3,7,6,0,0,10,0,4,7,6,4,15,0,0,0,31,23,20,63,127,128,168,80,15,0,628,28,0,18,29,19,79,206,108,22,515,3,0,16,26,18,26,30,20,3,154,60,23,94,182,171,277,317,145,26,1299
POA6280,578,455,1117,1548,1785,1357,364,37,5,7256,226,71,301,328,264,667,1615,1049,532,5055,49,27,85,74,90,106,106,92,40,676,851,562,1506,1959,2142,2139,2079,1180,578,12979,248,514,1299,1651,1964,1361,276,31,0,7340,759,336,699,1053,1097,1077,482,54,10,5574,56,44,140,128,143,140,47,10,0,706,19,19,33,40,34,24,15,3,3,190,1078,914,2175,2870,3241,2600,817,94,15,13807,28,35,64,42,44,27,4,0,0,241,72,20,39,46,37,38,15,0,0,268,101,56,105,90,78,70,19,0,0,511,1179,967,2286,2955,3322,2673,835,94,15,14319,507,143,407,449,437,1043,2906,1978,820,8699,81,50,191,172,189,211,199,167,83,1331,1764,1159,2874,3579,3944,3927,3942,2243,912,24351
POA6281,139,82,333,566,503,342,109,14,0,2093,46,6,65,90,61,164,426,218,60,1137,9,10,37,36,17,32,33,19,0,202,187,96,437,700,585,540,570,248,60,3424,49,89,376,531,523,309,69,4,0,1938,187,76,207,413,364,309,186,23,0,1755,18,4,38,86,54,54,11,4,0,278,13,4,7,23,10,7,0,0,0,66,266,172,625,1047,952,681,265,31,0,4041,0,4,11,9,14,7,0,0,0,33,17,0,5,7,7,10,3,0,0,43,21,3,9,14,15,15,3,0,0,79,286,177,634,1062,966,693,274,31,0,4122,111,12,80,113,102,267,781,429,103,2001,16,17,69,65,41,60,47,43,0,371,415,201,785,1243,1110,1023,1102,508,108,6495
POA6282,32,7,65,100,108,105,27,4,0,446,9,0,12,15,19,52,85,32,0,223,0,0,7,13,8,30,18,7,0,79,43,10,82,126,137,182,129,39,6,754,9,14,62,86,139,93,24,3,0,423,40,14,39,69,79,81,45,4,0,370,6,0,12,23,11,23,8,0,0,80,0,0,0,5,9,0,0,0,0,15,58,20,113,177,233,191,76,9,0,892,0,0,3,0,0,0,0,0,0,11,0,0,5,0,0,3,4,0,0,9,0,0,7,3,3,4,4,0,0,16,64,21,121,177,241,195,80,9,0,908,16,3,19,14,21,78,167,71,12,420,4,5,15,19,20,43,43,11,0,158,82,32,152,213,285,316,296,89,18,1486
POA6284,44,21,105,224,167,115,27,4,0,702,15,6,23,34,21,42,69,28,17,253,5,0,16,25,21,13,9,3,0,92,66,21,140,290,205,168,102,30,17,1045,20,23,99,212,185,114,36,13,0,694,54,14,67,171,118,92,40,5,3,572,0,0,13,29,12,17,4,0,0,74,5,0,6,8,3,6,0,0,0,27,79,40,190,417,315,227,75,25,3,1367,3,0,6,5,7,0,0,0,0,19,5,5,0,0,6,0,0,0,0,16,3,5,6,7,11,3,0,0,0,32,84,44,190,428,327,231,76,25,3,1404,40,6,28,46,34,67,119,53,32,416,14,4,25,50,44,22,14,9,4,185,135,55,249,521,402,323,211,82,34,2010
POA6285,162,108,497,749,652,459,123,13,0,2755,74,18,107,138,86,190,371,175,74,1225,13,17,56,54,77,42,36,8,9,314,249,140,650,938,814,690,525,195,85,4296,55,126,541,711,716,422,90,10,0,2666,228,105,342,537,463,395,169,20,0,2256,25,9,61,79,61,66,21,0,0,329,9,4,24,21,19,11,3,0,0,94,314,242,978,1347,1262,888,286,29,0,5342,7,7,14,11,17,15,0,0,0,78,15,8,14,13,16,19,0,0,0,83,21,12,30,25,26,31,3,0,0,160,334,258,1003,1370,1287,922,291,27,0,5498,183,34,133,181,147,313,670,326,122,2108,36,37,112,107,144,102,77,18,15,652,557,325,1253,1664,1574,1343,1037,374,132,8258
POA6286,5,8,45,55,28,47,16,0,0,208,5,5,4,13,5,27,25,17,4,101,0,0,5,6,0,7,3,0,0,31,9,15,57,74,41,77,44,15,4,340,8,10,51,59,37,42,12,0,0,216,10,3,24,48,31,43,22,5,0,190,0,0,7,5,3,3,0,0,0,20,0,0,3,0,0,5,0,0,0,9,14,13,76,109,72,91,36,10,0,434,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,0,7,5,0,0,0,0,15,21,17,82,115,76,101,36,5,0,450,4,7,9,13,16,36,48,25,7,167,0,0,13,13,4,14,3,0,0,49,28,22,98,141,98,147,88,37,7,666
POA6288,3,9,26,29,36,33,16,4,0,160,3,0,4,8,9,3,22,8,0,66,4,0,3,0,4,5,3,0,0,17,14,12,33,38,43,43,39,16,0,241,3,4,30,25,48,34,10,3,0,167,14,8,15,25,25,28,16,10,0,139,0,0,0,7,0,6,0,0,0,22,0,0,0,0,4,0,0,0,0,9,19,20,48,57,82,69,27,11,0,333,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,13,20,23,50,61,85,70,27,11,0,347,8,0,4,9,17,15,41,19,0,110,4,0,7,9,6,10,4,3,0,36,32,20,62,76,106,87,76,32,3,488
POA6290,17,7,36,58,88,106,33,0,0,360,5,3,9,9,14,68,172,97,53,440,0,0,7,3,11,7,12,4,5,43,24,12,48,77,115,184,216,104,55,838,3,12,39,49,62,84,24,5,0,270,17,9,31,50,70,103,43,10,0,350,3,0,7,3,14,11,3,0,0,47,0,0,0,4,5,0,3,0,0,8,28,20,73,109,147,196,76,17,3,668,0,0,0,4,3,9,0,0,0,16,0,0,0,0,0,6,0,0,0,10,0,0,0,4,4,11,3,0,0,22,28,20,73,115,150,208,78,13,3,696,19,5,9,23,32,122,339,193,96,836,0,6,7,10,23,12,16,9,9,94,45,33,95,149,207,343,440,220,104,1627
POA6302,32,40,87,141,155,195,58,7,0,721,23,10,23,26,26,92,243,150,53,641,0,5,13,14,15,23,19,30,5,125,53,47,120,181,197,313,324,187,56,1486,12,39,132,157,175,207,52,4,0,788,47,15,41,97,81,139,74,12,5,502,4,3,10,12,7,37,11,3,0,81,0,4,8,3,9,6,14,0,4,43,65,62,188,259,274,387,147,23,9,1415,3,4,4,9,11,8,3,0,0,46,0,3,9,3,8,10,4,0,0,36,0,7,13,11,20,21,10,0,0,86,70,74,199,274,289,403,155,26,9,1503,44,12,30,40,58,160,463,298,91,1199,4,4,28,26,35,56,37,50,16,259,127,95,256,336,386,620,657,372,106,2953
POA6304,18,9,38,56,66,74,36,9,0,301,15,5,9,20,24,60,103,54,22,303,3,0,4,6,13,14,18,10,5,75,33,17,55,79,105,151,154,73,20,685,16,8,49,60,77,77,33,4,0,320,4,8,18,31,41,54,40,10,0,215,3,6,3,3,5,14,6,0,0,43,0,0,0,3,5,0,3,0,0,18,22,17,77,100,135,148,82,11,0,593,0,4,4,0,4,0,0,0,0,21,6,3,0,6,0,5,0,0,0,21,5,5,8,7,4,6,7,0,0,40,28,21,81,110,140,155,90,11,0,640,25,10,20,26,39,98,206,123,37,581,11,5,17,16,25,36,30,24,7,166,60,38,113,146,203,276,327,163,50,1384
POA6306,8,12,38,37,50,39,21,0,0,197,12,3,9,10,11,20,33,46,25,162,0,0,4,10,5,3,0,6,0,29,17,18,46,58,68,62,57,48,22,383,3,13,45,44,73,64,19,3,0,254,4,7,17,26,21,21,30,6,0,120,0,0,5,6,9,6,0,0,0,20,0,0,3,3,0,0,0,4,0,6,8,19,59,75,99,94,45,9,0,411,0,3,0,5,0,4,0,0,0,10,0,0,0,0,4,3,0,0,0,12,0,3,0,6,4,8,0,0,0,22,7,24,66,74,102,95,47,9,0,433,12,7,7,19,25,31,71,70,37,282,3,5,6,19,11,15,5,6,0,65,26,34,82,105,138,135,124,92,41,779
POA6308,16,15,39,42,67,70,22,4,0,273,6,7,26,18,27,47,76,55,15,273,8,3,4,10,15,6,8,7,0,64,31,23,70,66,104,120,110,74,17,621,12,28,46,65,80,93,36,10,0,366,18,10,25,23,30,46,17,15,0,186,0,4,3,0,10,5,8,0,0,32,0,0,0,0,4,3,4,0,0,12,26,42,75,95,127,147,65,14,0,596,3,0,4,6,8,7,0,0,0,27,0,0,3,0,3,0,0,0,0,10,3,3,8,3,11,12,0,0,0,41,29,42,84,95,137,158,67,14,0,639,20,15,29,37,37,75,147,101,31,486,10,9,10,11,31,24,14,17,4,139,57,64,125,146,208,258,232,139,33,1259
POA6309,0,6,4,7,17,13,5,0,0,58,0,0,0,8,3,7,11,6,0,39,0,0,0,0,5,0,0,0,0,18,8,12,8,12,27,20,16,8,5,112,5,5,13,7,15,14,10,0,0,73,3,0,0,5,13,12,4,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,7,14,17,24,31,20,0,0,119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,16,17,31,32,20,0,0,129,0,0,3,6,13,16,26,14,5,87,6,4,3,3,8,0,0,4,0,27,7,16,21,24,47,43,47,21,7,235
POA6311,4,10,19,15,41,36,13,5,0,137,4,4,9,0,0,18,22,8,0,79,0,0,0,0,3,4,4,0,0,16,7,15,33,23,47,58,37,10,0,229,0,12,20,25,47,42,14,3,0,168,4,3,14,5,15,31,9,3,0,86,0,0,0,0,0,6,0,0,0,11,0,0,3,0,3,0,6,6,0,14,6,20,36,34,71,68,29,15,0,273,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,6,23,45,32,71,74,29,15,0,282,8,4,10,11,9,30,63,20,8,163,0,0,0,6,3,10,7,6,0,37,11,24,59,45,84,114,91,44,10,488
POA6312,69,89,188,219,202,209,64,9,0,1043,100,24,38,35,44,89,150,130,64,672,12,19,29,24,19,23,24,27,34,205,175,123,260,278,269,315,238,163,100,1921,44,113,251,221,286,260,72,7,0,1252,65,54,104,133,115,125,71,15,5,669,8,5,11,11,13,20,13,5,0,82,10,3,10,8,11,0,0,0,0,43,125,170,377,374,413,402,155,26,5,2045,11,13,16,15,18,8,0,0,0,84,11,0,9,4,3,9,3,0,0,38,23,14,23,21,18,14,3,0,0,121,151,190,399,392,433,420,155,26,5,2165,200,37,67,56,83,136,306,225,106,1220,27,33,54,55,51,46,48,41,46,412,377,257,522,509,566,604,508,300,159,3791
POA6313,0,3,6,12,16,12,0,0,0,50,7,0,4,0,0,12,6,9,0,34,0,0,0,4,0,0,0,0,0,9,3,4,12,14,20,25,7,11,0,96,0,4,4,13,17,20,3,0,0,65,3,0,3,5,13,5,0,0,0,35,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,15,18,31,29,7,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,13,14,31,29,7,0,0,108,5,0,4,0,0,13,22,14,0,67,4,0,0,5,0,0,0,0,0,14,8,3,18,25,38,41,25,20,0,184
POA6315,21,19,57,73,82,89,33,3,0,378,16,8,17,11,12,45,88,55,29,294,8,0,10,13,8,8,9,13,0,73,45,32,87,91,105,149,137,70,27,742,13,23,74,93,97,96,29,4,0,429,21,11,40,42,49,66,42,6,0,275,4,0,8,8,5,17,4,0,0,44,0,0,4,3,0,0,0,0,0,16,36,40,133,142,152,175,71,8,0,759,0,7,0,4,3,7,0,0,0,21,6,3,3,3,0,3,0,0,0,20,3,7,3,7,8,13,0,0,0,36,41,49,133,153,156,186,76,8,0,797,23,5,23,25,35,77,169,118,43,533,17,6,24,20,16,16,27,18,0,141,79,63,175,197,208,282,270,143,48,1470
POA6316,0,4,18,19,15,20,9,0,0,83,9,0,5,9,4,11,19,3,0,48,0,0,0,4,0,0,4,3,0,11,8,8,18,24,20,27,25,9,0,141,4,13,16,16,20,31,11,0,0,114,3,3,9,11,11,9,7,0,0,47,0,0,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,4,6,16,31,30,32,45,16,0,0,170,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,6,16,30,31,32,47,16,0,0,176,6,0,3,4,10,13,29,11,3,89,0,0,0,9,3,6,10,3,0,27,11,21,39,41,46,66,51,16,0,290
POA6317,59,86,147,152,171,171,58,8,0,860,53,24,70,43,46,64,139,99,52,583,14,12,30,27,14,23,22,10,10,161,123,119,250,222,236,251,219,122,59,1606,38,111,236,205,230,238,64,10,0,1135,64,48,89,98,95,108,68,13,0,571,0,8,23,11,15,12,3,4,0,77,4,9,8,10,9,5,0,0,0,50,108,177,359,322,345,365,135,22,0,1835,4,3,12,15,11,4,0,0,0,60,4,0,13,12,6,4,0,0,0,42,7,8,22,22,25,14,0,0,0,98,119,182,380,351,366,382,133,22,0,1935,103,39,99,62,75,106,256,187,80,1011,30,30,64,68,49,37,34,23,15,347,256,253,539,480,487,528,428,226,94,3293
POA6318,3,3,19,33,23,16,10,0,0,109,4,0,5,4,9,13,14,5,4,53,0,0,3,0,0,10,3,3,0,23,9,3,25,35,30,35,27,13,4,185,0,6,24,31,35,31,14,0,0,144,3,4,12,27,15,13,7,0,0,77,0,0,0,4,0,5,0,0,0,10,0,0,4,0,0,0,0,0,0,6,8,11,38,60,53,42,22,8,0,236,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,4,0,4,4,0,0,0,15,8,11,39,60,57,46,21,8,0,248,7,0,7,6,8,17,31,9,4,94,0,3,10,5,3,8,4,5,0,35,17,13,50,71,64,75,60,22,4,374
POA6320,3,5,21,17,22,30,3,0,0,101,8,0,9,4,4,9,7,10,3,65,3,0,3,5,4,3,4,0,0,31,16,11,31,35,25,46,12,17,3,198,3,7,24,23,31,42,12,4,0,150,0,6,12,12,9,19,0,0,0,63,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,4,13,45,33,37,64,18,5,0,222,0,0,0,5,0,4,0,0,0,10,0,0,3,0,0,0,0,0,0,3,5,0,3,5,0,4,0,0,0,12,8,15,42,38,40,67,18,5,0,236,20,5,6,14,9,22,15,24,11,125,6,5,10,9,8,6,0,4,0,51,32,25,58,58,63,100,41,31,11,416
POA6321,0,5,10,22,17,22,11,0,0,92,0,0,8,7,11,10,7,19,0,65,0,0,0,3,0,5,5,0,3,17,8,10,18,36,27,34,32,16,5,178,0,4,17,19,33,33,17,4,0,120,3,4,3,12,12,16,16,0,0,69,0,0,7,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,10,24,32,43,52,31,4,0,195,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0,8,3,10,24,41,47,53,31,7,0,209,12,3,12,10,13,16,25,26,0,109,4,3,5,12,3,8,9,0,3,41,18,14,35,57,61,78,57,38,4,366
POA6322,3,0,7,12,10,7,3,0,0,49,3,0,4,0,7,6,8,9,0,34,0,0,0,0,0,3,0,0,0,14,8,6,8,12,19,18,18,9,0,96,0,6,5,14,10,15,8,0,4,48,3,0,0,3,6,11,4,0,0,32,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,8,13,14,14,18,11,3,3,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,10,17,19,18,11,3,3,95,6,0,0,0,12,8,19,15,0,69,3,3,0,3,0,3,6,4,0,22,13,11,16,27,33,32,42,23,0,184
POA6323,7,10,17,30,55,46,17,3,0,185,8,11,11,13,13,32,68,37,0,189,3,0,4,7,7,0,5,0,0,33,21,16,30,44,75,86,94,44,0,407,12,7,25,31,59,35,20,0,0,198,5,5,10,18,25,38,19,11,0,145,0,0,0,3,5,10,0,0,0,27,0,0,4,4,0,0,0,0,0,7,28,15,41,52,97,88,46,11,0,376,0,0,0,0,3,0,0,0,0,13,0,0,0,0,6,0,0,0,0,6,0,4,5,0,9,5,0,0,0,24,25,16,46,54,103,95,46,11,0,399,23,8,16,18,28,75,137,73,6,380,9,0,4,12,13,9,10,6,0,68,54,26,57,88,143,178,195,92,7,850
POA6324,35,45,120,145,171,171,61,5,0,753,44,12,40,35,55,101,168,75,36,572,11,3,16,19,28,26,19,16,24,160,90,61,176,198,254,299,250,98,58,1487,33,63,143,167,223,186,59,6,0,880,43,31,76,91,110,120,66,11,0,548,3,6,19,14,22,19,12,0,0,89,3,4,7,6,3,12,4,3,0,45,85,97,239,279,358,333,141,29,0,1558,4,9,0,4,11,10,0,0,0,30,9,6,5,4,5,8,0,0,0,22,5,10,0,7,11,16,6,0,0,55,92,109,243,285,369,349,142,29,0,1622,97,15,76,91,90,170,311,150,67,1063,19,9,20,43,49,50,48,32,35,310,206,135,341,417,509,571,499,207,101,2991
