Date,Category,Group,Count,Estimate flag - Waitlist figure,Estimate flag - prior month,Estimate flag - prior year,Metric,Value type,Value
2020-09-30,Priority Applications,Priority,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2021-03-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),15.863976159208004
2021-04-30,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),3.7206570637991243
2021-05-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),3.5338345864661753
2021-06-30,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),3.287164668238838
2021-07-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),3.0582651469134454
2021-08-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),2.716327054480555
2021-09-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),4.424071059320825
2021-10-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),19.72163721897051
2021-11-30,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),1.1512459112414504
2021-12-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),1.0367663850194113
2022-01-31,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.8474844927245342
2022-02-28,Priority Applications,Priority,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.9140165208431574
2022-03-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.9882396009701122
2022-04-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),2.303325575831397
2022-05-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),2.130283187345857
2022-06-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.9172321911819799
2022-07-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.7524867746481751
2022-08-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.5195615954393151
2022-09-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.4019061177680203
2022-10-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.4254236296628469
2022-11-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.5399700080747527
2022-12-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.3916500994035872
2023-01-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.35760971055087
2023-02-28,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.4352303922471816
2023-03-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),1.3713310084277777
2023-04-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.288276504631705
2023-05-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),1.2648151424022642
2023-06-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.2332954843217765
2023-07-31,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.0819485427343853
2023-08-31,Priority Applications,Priority,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),1.0413465806275441
2023-09-30,Priority Applications,Priority,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.0813002635669253
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.8007854723643438
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-08-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.716381454507548
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),2.8837099254702454
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,12 month rolling average,Metric change - monthly (per cent),0.0
2021-03-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),5.125357029514437
2021-04-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),1.037280102087316
2021-05-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),1.009021362586608
2021-06-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.9605407228695979
2021-07-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.8597129175520938
2021-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.7989721082346694
2021-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.3488961605374443
2021-10-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),6.247563028406763
2021-11-30,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5839106986726563
2021-12-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5442404221269731
2022-01-31,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5260344699541096
2022-02-28,Total Applications,Total,Applications,,*,#,12 month rolling average,Metric change - monthly (per cent),0.551480151917172
2022-03-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.5113611488113401
2022-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),1.0676110080234344
2022-05-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.9809118687750175
2022-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.9052303621348118
2022-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.8074408060027363
2022-08-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.7019531331948773
2022-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.6228959034698843
2022-10-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.5511318699974636
2022-11-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.499106385432025
2022-12-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.36673414028502077
2023-01-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.3090540170898313
2023-02-28,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.23402713900805205
2023-03-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),0.182317996694722
2023-04-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.18522871896305082
2023-05-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),0.11772844780504081
2023-06-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.05091526245604058
2023-07-31,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),-0.03473400216480806
2023-08-31,Total Applications,Total,Applications,^,*,,12 month rolling average,Metric change - monthly (per cent),-0.021817300311105892
2023-09-30,Total Applications,Total,Applications,,*,,12 month rolling average,Metric change - monthly (per cent),0.04889758179233333
2021-09-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.6251233796143976
2021-10-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5776440840526677
2021-11-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.639073708848959
2021-12-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5237868350709494
2022-01-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5075076426066398
2022-02-28,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.6082299063371625
2022-03-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.558284492425312
2022-04-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.5059004158338101
2022-05-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.4875799182475715
2022-06-30,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.4564456520749677
2022-07-31,Total Individuals,Total,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.39966831564947347
2022-08-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.3012758032911099
2022-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.7473482342975921
2022-10-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.7049621304262661
2022-11-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.6510135737268165
2022-12-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.5198188206566768
2023-01-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.4723945862375194
2023-02-28,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.4191880624836948
2023-03-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),0.32921791790919075
2023-04-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.30409404932826145
2023-05-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),0.2305751823484342
2023-06-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.1439487979592235
2023-07-31,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.08642708169860064
2023-08-31,Total Individuals,Total,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),0.08771590952989354
2023-09-30,Total Individuals,Total,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.1412214520380683
2021-09-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),2.6397735314932764
2021-10-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.8572938932174994
2021-11-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.6984640627136369
2021-12-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.6823042194236056
2022-01-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.42256686895931256
2022-02-28,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.6516470234631374
2022-03-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.8524893260140252
2022-04-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.8029693328188435
2022-05-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.7868756835581445
2022-06-30,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.822270679290769
2022-07-31,Priority Individuals,Priority,Individuals,,*,#,12 month rolling average,Metric change - monthly (per cent),0.835701202329508
2022-08-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.778122898587851
2022-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.583825427241799
2022-10-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.391669233138285
2022-11-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.540579022306602
2022-12-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.3564170398137643
2023-01-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.2912270346048946
2023-02-28,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.3813009906760008
2023-03-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),1.2609910096011352
2023-04-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.1131314027229524
2023-05-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),1.0850877192982409
2023-06-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),1.0448033183786474
2023-07-31,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.9214967236626211
2023-08-31,Priority Individuals,Priority,Individuals,^,*,,12 month rolling average,Metric change - monthly (per cent),0.8416018516942739
2023-09-30,Priority Individuals,Priority,Individuals,,*,,12 month rolling average,Metric change - monthly (per cent),0.8193885386867735
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),inf
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-08-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),4918.181818181818
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-13.695652173913029
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Priority Applications,Priority,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2021-03-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),173.77204030226696
2021-04-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),4.7004451259770486
2021-05-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),10.826688364523969
2021-06-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),7.007700902242991
2021-07-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),5.704314958272528
2021-08-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-0.14304651633051033
2021-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-2.4750247502475067
2021-10-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-62.10432816537467
2021-11-30,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-1.8247372818009298
2021-12-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),2.479398065209594
2022-01-31,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-8.232736426569117
2022-02-28,Priority Applications,Priority,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),19.64100166251039
2022-03-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),19.027759916224284
2022-04-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-6.853120948323788
2022-05-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-4.672897196261629
2022-06-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),1.668752607425958
2022-07-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),1.3336068937217882
2022-08-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-9.273132212998652
2022-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-9.439857174737753
2022-10-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),20.42878265155254
2022-11-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),12.072846326989929
2022-12-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-21.252510498448135
2023-01-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-6.306515186644821
2023-02-28,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-1.5837663944568832
2023-03-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),2.263012320844925
2023-04-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),3.098106712564517
2023-05-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-1.8602432625804892
2023-06-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-1.360874848116667
2023-07-31,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-16.087706331608846
2023-08-31,Priority Applications,Priority,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),2.7011156782148347
2023-09-30,Priority Applications,Priority,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),1.400800457404466
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),inf
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-01-31,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-08-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),4949.868766404196
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-23.98336798336797
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2020-09-30,Total Applications,Total,Applications,^,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),0.0
2021-03-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),88.46406301279958
2021-04-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),10.095293377835896
2021-05-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),10.570298769771487
2021-06-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),6.839802069041677
2021-07-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-0.6009981133223344
2021-08-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),2.2549768803347034
2021-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-0.41546334295998744
2021-10-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-57.917832612566755
2021-11-30,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),26.190788037546643
2021-12-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),5.469139219484889
2022-01-31,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),7.97870056254568
2022-02-28,Total Applications,Total,Applications,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),15.927619805130286
2022-03-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),1.7126269956459956
2022-04-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-8.30479452054822
2022-05-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-7.695300342359065
2022-06-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-3.1948073843038958
2022-07-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-12.887495646116564
2022-08-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-31.017592962815005
2022-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-25.054339950731848
2022-10-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-14.42382057231201
2022-11-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-22.68413917758703
2022-12-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-45.149035651665116
2023-01-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-40.33031433137958
2023-02-28,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-78.03571428571334
2023-03-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),430.4878048780263
2023-04-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),80.53639846743022
2023-05-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-49.32088285229287
2023-06-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-82.41206030150575
2023-07-31,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-441.9047619047341
2023-08-31,Total Applications,Total,Applications,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-125.20891364902698
2023-09-30,Total Applications,Total,Applications,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),399.9999999999477
2021-09-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),inf
2021-10-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),85.96491228070111
2021-11-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),66.91037735849113
2021-12-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),9.978804578210859
2022-01-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),21.749408983451996
2022-02-28,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),44.545619007417145
2022-03-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),7.7377972465581
2022-04-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),4.140407941993729
2022-05-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),8.974492451847778
2022-06-30,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),4.523307016858239
2022-07-31,Total Individuals,Total,Individuals,,*,#,Difference - 12 month rolling average,Metric change - monthly (per cent),-3.2432797374214526
2022-08-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-17.43701772632529
2022-09-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-17.30147204435923
2022-10-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-0.5826947637294492
2022-11-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-8.615014050582047
2022-12-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-32.39325250395344
2023-01-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-21.754385964912807
2023-02-28,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-13.336655040690134
2023-03-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),11.901111536986326
2023-04-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),12.656276759719692
2023-05-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-36.50045606567291
2023-06-30,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-48.74311706966854
2023-07-31,Total Individuals,Total,Individuals,,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),-43.85801027557087
2023-08-31,Total Individuals,Total,Individuals,^,*,,Difference - 12 month rolling average,Metric change - monthly (per cent),61.98003327787287
