SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50901122516,44,1613,827,300,1958,0.7,1403,2.2
50901122517,40,1408,737,298,1771,0.7,1330,2.3
50901122518,45,1083,638,270,1271,0.7,866,1.7
50901122519,58,1400,600,340,1764,0.6,1215,2.1
50901122520,32,1250,696,310,1531,0.8,1307,2
50901122521,47,1387,875,325,2103,0.7,1493,2
50901122522,49,1517,560,330,1420,0.8,829,2
50901122523,44,1300,685,335,1609,0.6,1227,2.2
50901122525,38,1842,932,425,2446,0.7,2220,2.8
50901122526,41,1083,527,300,1388,0.7,1160,2.3
50901122527,65,1539,654,277,2027,0.7,1297,2
50901122528,75,1300,488,180,1208,0.6,700,1.7
50901122529,34,1350,564,330,1204,0.7,1093,2.5
50901122530,46,1300,805,305,1666,0.6,1458,2
50901122531,46,0,2500,320,0,0.3,2250,1
50901122532,52,1183,830,273,2125,0.7,1485,2.2
50901122533,53,1733,1065,345,2075,0.7,1302,1.8
50901122534,57,1700,775,340,1974,0.6,1416,2
50901122535,51,1733,822,305,1825,0.7,1294,2
50901122536,50,1717,667,330,1531,0.7,1284,2.3
50901122537,51,1733,860,320,2146,0.7,1465,2.1
50901122538,37,1343,744,330,1887,0.8,1597,2.7
50901122539,37,1809,715,300,2250,0.8,1731,2.4
50901122540,43,1679,603,330,1818,0.7,1516,2.5
50901122601,50,1580,616,260,1587,0.8,1286,2.5
50901122602,53,1613,641,260,1666,0.8,1258,2.3
50901122603,44,1796,710,250,2018,0.9,1625,2.8
50901122604,44,2167,727,300,2150,0.8,2016,2.8
50901122605,42,1650,690,200,1593,0.7,1208,2.4
50901122606,37,1965,922,295,2340,0.8,2141,2.9
50901122607,37,1950,670,289,2143,0.8,1583,2.4
50901122608,41,1083,741,180,1562,0.8,1312,2.3
50901122609,48,1733,732,175,2150,0.7,1525,2.5
50901122610,35,728,875,100,1575,0.8,1357,2.6
50901122701,52,1604,634,360,1361,0.6,1156,2.2
50901122702,38,1381,680,350,1445,0.7,1231,2.6
50901122703,47,1492,763,350,1660,0.6,1360,2.2
50901122704,48,1700,626,350,1446,0.7,1267,2.5
50901122705,40,1517,696,300,1699,0.7,1294,2.5
50901122706,44,1517,793,330,2024,0.7,1485,2.5
50901122707,44,1227,749,250,1812,1,1812,2.9
50901122708,50,2167,660,350,2029,0.7,1846,2.6
50901122709,41,1405,643,330,1525,0.7,1133,2.4
50901122710,53,1539,708,330,1775,0.7,1328,2.3
50901122711,40,1517,739,380,1843,0.7,1472,2.5
50901122712,38,1695,718,330,1805,0.7,1532,2.6
50901122801,45,1200,575,310,1224,0.7,850,2.3
50901122802,46,1487,554,339,1303,0.7,991,2.1
50901122803,78,250,450,0,0,1,450,1
50901122804,0,0,0,0,0,0,0,0
50901122805,0,0,0,0,0,0,0,0
50901122806,46,2167,827,300,1775,0.9,1699,2.8
50901122807,51,1300,644,300,1271,0.7,1112,2.3
50901122808,43,1430,521,213,1416,0.7,765,2.2
50901122809,51,1767,771,345,1699,0.8,1300,2.5
50901122810,49,2167,679,278,1645,0.9,1333,2.5
50901122811,52,1733,636,280,1524,0.8,1170,2.3
50901122812,52,1716,544,250,1292,0.8,900,2.1
50901122813,47,1800,652,351,1478,0.9,1336,2.6
50901122814,45,1517,451,291,1312,0.7,779,1.9
50901122815,55,1300,655,300,1461,0.7,1116,2
50901122816,50,1517,708,350,1912,0.8,1600,2.4
50901122817,51,1642,762,300,1892,0.7,1625,2.4
50901122818,55,2167,653,300,1531,0.8,1399,2.4
50901122819,64,1127,575,243,1166,0.6,807,1.7
50901122820,46,1624,731,350,1575,0.8,1284,2.5
50901122821,49,1300,711,350,1531,0.7,1208,2.1
50901122901,39,1042,1146,145,2405,0.8,2075,2.8
50901122902,41,657,1100,180,2312,0.7,1792,2.5
50901122903,38,0,1125,98,2104,0.8,1728,2.6
50901122904,37,1004,1042,176,2031,0.8,1613,2.4
50901122905,35,0,944,60,1937,0.8,1403,2.7
50901122906,45,1042,951,215,1713,0.9,1649,2.6
50901122907,59,1517,725,220,1424,0.6,1086,1.7
50901122908,35,1083,837,195,2156,0.8,1781,2.8
50901122909,42,599,662,200,1875,0.7,1354,2.4
50901122910,35,926,933,160,1875,0.7,1468,2.6
50901122911,44,780,971,140,1875,0.7,1437,2.2
50901123001,42,1172,758,210,1833,0.7,1241,2.3
50901123002,37,1083,803,220,1713,0.7,1640,2.5
50901123003,44,875,610,150,1406,0.8,1133,2.3
50901123004,35,1083,572,168,1521,0.9,1142,2.7
50901123005,38,867,664,180,1281,0.8,1047,2.3
50901123006,34,1040,879,226,1833,0.7,1607,2.4
50901123007,40,986,756,250,1521,0.8,1402,2.3
50901123008,40,1300,751,230,1731,0.7,1481,2.6
50901123009,44,1354,943,150,2107,0.7,1805,2.6
50901123010,43,1148,749,155,1663,0.8,1395,2.5
50901123011,36,1042,615,250,1328,0.9,1416,3
50901123012,33,769,668,190,1766,0.9,1273,2.4
50901123013,44,1042,612,187,1625,0.8,1485,2.6
50901123014,37,800,714,200,1531,0.8,1196,2.5
50901123101,45,723,519,168,1178,0.7,987,2.2
50901123102,48,1083,714,185,1625,0.8,1355,2.5
50901123103,46,1285,1012,143,2147,0.7,1542,2.2
50901123104,42,647,478,172,1140,0.7,988,2.5
50901123105,39,1517,1013,150,2250,0.8,1921,2.7
50901123106,49,782,506,200,1328,0.6,942,2.1
50901123107,38,774,1052,100,2192,0.7,2125,2.7
50901123109,43,997,793,200,1666,0.7,1266,2.3
50901123110,42,1200,1055,200,1978,0.7,1859,2.7
50901123111,37,1250,1277,200,2562,0.7,2116,2.8
50901123112,48,1400,916,180,1833,0.7,1361,2.3
50901123113,52,760,919,175,2024,0.6,1687,2.2
50901123114,44,1300,811,200,2178,0.6,1562,2.3
50901123115,53,1038,767,200,1728,0.7,1111,2
50901123202,48,1600,823,340,1983,0.7,1837,2.5
50901123203,46,1600,682,300,1875,0.7,1410,2.5
50901123204,41,1602,783,218,2125,0.8,1612,2.4
50901123205,53,1744,638,350,1476,0.7,1416,2.6
50901123206,47,1850,761,300,1848,0.7,1625,2.4
50901123208,51,1506,629,250,1470,0.8,1433,2.5
50901123209,48,1733,742,300,1854,0.8,1735,2.6
50901123210,56,2734,725,237,2124,0.8,1812,2.3
50901123212,36,2000,792,400,2312,0.8,1963,2.9
50901123213,27,0,1574,160,2250,1.3,2250,4
50901123214,56,1517,734,350,1583,0.6,1458,2.2
50901123215,53,1463,618,175,1937,0.9,924,2
50901123216,64,2000,745,370,1531,0.6,1262,2
50901123217,28,0,575,211,1312,0.7,1062,2
50901123301,46,1647,607,310,1485,0.8,1218,2.5
50901123302,46,1517,708,310,1850,0.7,1542,2.6
50901123303,42,2030,750,360,2272,0.8,2071,2.9
50901123304,50,1733,684,273,2015,0.8,1768,2.6
50901123305,42,1950,832,300,2479,0.7,2211,2.9
50901123306,42,2143,853,241,2299,0.9,2033,2.8
50901123307,35,1300,657,294,1471,0.8,1208,2.6
50901123308,38,1450,620,320,1375,0.7,1052,2.3
50901123309,39,1509,702,300,1755,0.7,1424,2.6
50901123310,42,1950,683,335,1895,0.8,1524,2.9
50901123311,42,1300,545,209,1273,0.8,882,2.2
50901123312,35,1600,757,340,1821,0.8,1481,2.6
50901123313,39,1300,641,283,1465,0.7,1258,2.3
50901123315,36,1192,555,250,1325,0.8,960,2.3
50901123316,43,1094,470,220,1149,0.8,830,2.2
50901123317,41,1257,485,200,1047,0.8,654,2.1
50901123318,31,1300,577,280,1230,0.8,1100,2.5
50901123319,40,1408,630,300,1392,0.7,1066,2.3
50901123320,41,1733,679,370,1729,0.8,1727,2.8
50901123321,28,1571,817,305,1853,0.8,1537,2.7
50901123322,34,1807,924,428,2250,0.8,2144,3.2
50901123323,35,1755,868,395,2094,0.7,2037,2.8
50901123324,30,1461,731,367,1600,0.8,1516,2.9
50901123325,35,1525,702,360,1645,0.7,1416,2.6
50901123326,29,1733,1021,400,2225,0.7,2050,2.9
50901123401,42,1250,694,150,1562,0.8,1468,2.7
50901123402,51,1790,681,210,1575,0.8,1442,2.3
50901123403,41,915,868,150,1974,0.7,1579,2.5
50901123404,46,1400,659,205,1899,0.8,1708,2.6
50901123405,51,1365,825,310,1812,0.8,1416,2.5
50901123406,66,867,520,196,1125,0.8,793,2.1
50901123407,44,953,586,213,1295,0.7,847,2.1
50901123408,46,1625,706,188,1583,0.7,1550,2.6
50901123409,49,1322,816,250,1833,0.8,1625,2.5
50901123410,54,1517,635,203,1713,0.8,1513,2.5
50901123411,49,1517,601,260,1541,0.8,1339,2.5
50901123412,38,1040,632,233,1395,0.8,1047,2.3
50901123413,39,1083,529,250,1202,0.7,891,2.4
50901123414,57,1000,459,235,1125,0.7,783,1.9
50901123415,54,1300,614,231,1375,0.7,1307,2.3
50901123416,44,1500,654,155,1687,0.8,1187,2.3
50901123501,38,0,1125,0,0,0,1125,0
50902123601,53,1653,758,350,1875,0.7,1625,2.4
50902123602,49,1664,720,300,2075,0.7,1604,2.4
50902123603,55,1517,692,269,1432,0.7,1275,2.2
50902123604,44,2100,718,330,1954,0.7,1897,2.7
50902123605,48,1733,729,400,2111,0.7,1625,2.6
50902123606,46,2000,865,385,2365,0.8,2159,2.7
50902123607,39,2383,878,425,2721,0.8,2650,3.2
50902123608,48,1950,791,550,2392,0.7,2312,2.9
50902123609,42,2184,892,395,2732,0.8,2708,3.2
50902123610,44,2000,813,330,2154,0.8,1887,2.7
50902123611,41,1697,462,260,1562,0.7,1181,2.3
50902123612,46,1950,661,300,1761,0.8,1465,2.7
50902123701,52,498,454,168,900,0.7,756,1.9
50902123702,42,900,1021,100,2166,0.8,1812,2.9
50902123703,61,907,661,120,1468,0.6,1233,2
50902123704,56,737,458,150,1109,0.7,825,2.1
50902123705,54,752,523,150,1388,0.7,788,2.1
50902123706,50,1733,832,150,1899,0.8,1562,2.5
50902123707,49,1083,905,100,2036,0.8,1625,2.5
50902123708,37,1213,794,205,1984,0.7,1554,2.3
50902123709,51,650,630,160,1724,0.7,1028,2
50902123710,40,1042,664,185,1562,0.8,1215,2.5
50902123711,17,1560,418,200,2437,0.8,2031,3.1
50902123801,41,902,717,180,1531,0.7,1117,2
50902123802,41,867,710,160,1321,0.7,1161,2.2
50902123803,55,910,633,180,1607,0.7,900,2
50902123804,45,1400,843,250,1883,0.7,1573,2.6
50902123805,53,542,478,150,850,0.6,780,1.7
50902123806,44,1300,1256,150,2250,0.7,1833,2.6
50902123807,54,542,667,130,1083,0.6,1093,2
50902123808,49,282,793,145,1812,0.7,1262,2.3
50902123809,45,650,702,170,1281,0.6,1066,2.1
50902123810,45,1200,931,104,2083,0.7,1531,2.5
50902123811,50,1200,914,175,2356,0.6,1375,2.2
50902123812,45,1517,880,185,2227,0.7,1837,2.6
50902123902,42,1717,652,330,1531,0.6,1318,2.3
50902123903,54,1517,711,340,2071,0.6,1321,2.2
50902123904,55,1500,564,260,1295,0.7,1086,2.2
50902123905,48,1800,485,380,1670,0.8,1487,2.7
50902123906,46,1678,677,210,1771,0.8,1187,2.7
50902123907,44,1733,646,285,1778,0.8,1462,2.6
50902123908,61,1443,575,280,1262,0.6,919,1.8
50902123909,62,1250,575,280,1375,0.6,979,1.8
50902123910,57,1489,654,319,1478,0.7,1073,2
50902123911,48,1692,704,351,1724,0.6,1555,2.4
50902123914,54,1560,561,260,1481,0.8,1265,2.4
50902123915,44,542,1317,270,2277,0.8,1857,2.4
50902123916,47,1000,895,200,2013,0.8,1728,2.5
50902123918,48,1591,1042,205,2187,0.7,1899,2.4
50902123920,50,1733,504,250,1552,0.7,1287,2.6
50902123921,51,2000,814,190,1937,0.8,1600,2.4
50902123922,48,1910,760,200,1800,0.8,1449,2.3
50902123923,39,1625,632,310,1812,0.7,1531,2.6
50902123924,40,1700,797,300,1848,0.8,1644,2.6
50902123925,62,1517,570,300,1399,0.5,1111,1.8
50902123926,57,1663,760,275,1625,0.6,1298,2
50902123927,53,1200,544,265,1303,0.6,1041,2
50902123928,44,1517,849,250,1875,0.8,1125,1.5
50902123929,55,1300,591,325,1264,0.6,1011,2.1
50902123930,47,0,2500,0,0,0,2250,0
50902123931,53,1582,706,260,1325,0.6,1112,2
50902123932,62,2000,698,230,1062,0.7,928,1.7
50902123933,0,0,0,0,0,0,0,0
50902123934,59,650,900,265,1875,0.7,1458,1.7
50902123935,40,1469,845,290,1699,0.6,1375,2.1
50902124001,51,867,785,160,1625,0.7,1361,2.1
50902124002,49,748,701,160,1525,0.7,1062,2.2
50902124003,43,1165,808,200,2059,0.7,1375,2
50902124004,50,737,742,160,1600,0.7,1021,1.9
50902124005,37,1000,947,250,2131,0.7,1731,2.4
50902124006,36,905,625,240,1534,0.7,1370,2.3
50902124007,43,1083,706,225,1968,0.7,1231,2.3
50902124008,45,1450,791,110,1781,0.7,1291,2.9
50902124009,57,1292,623,150,1437,0.8,1199,2.3
50902124010,38,1578,1026,296,2399,0.7,1833,2.7
50902124011,45,780,1008,119,2312,0.8,1687,2.7
50902124012,36,0,1125,150,2166,0.8,1895,3
50902124013,34,1000,1054,94,2187,0.7,1857,2.6
50902124014,38,0,1050,100,1937,0.7,1792,2.7
50902124101,43,500,1086,180,2343,0.7,1609,2.3
50902124102,44,780,1116,100,2349,0.7,1666,2.5
50902124103,57,537,637,130,1916,0.7,1589,2.2
50902124104,40,1083,791,250,2039,0.7,1583,2.4
50902124105,49,841,588,200,1215,0.8,943,2.1
50902124106,48,1390,929,375,2250,0.8,1937,2.6
50902124107,45,300,1189,200,2399,0.7,2071,2.6
50902124108,33,953,815,249,1839,0.7,1509,2.4
50902124109,45,531,860,160,2416,0.8,1542,2.5
50902124110,48,542,1077,140,2291,0.8,1718,2.4
50902124111,48,1228,911,200,1875,0.7,1333,2.3
50902124112,36,1092,1161,220,2365,0.8,1857,2.6
50902124113,37,1142,868,250,2077,0.7,1937,2.7
50902124114,43,750,1008,288,2042,0.7,1875,2.7
50902124115,49,1042,1029,180,2143,0.7,1770,2.4
50902124201,40,0,2033,180,1437,0.5,1375,1.3
50902124202,44,0,2380,0,2749,0.6,2075,1.8
50902124203,52,600,1045,120,2125,0.7,1531,2.3
50902124204,47,400,1449,85,1465,0.7,1329,2.2
50902124205,50,704,654,158,1875,0.7,1172,2
50902124206,44,1025,868,192,1875,0.8,1781,2.8
50902124207,47,675,863,110,1825,0.7,1363,2.2
50902124208,49,1042,656,88,1268,0.7,1100,2.1
50902124209,54,531,531,120,1125,0.6,900,1.9
50902124210,44,800,713,150,2028,0.6,1399,2.1
50902124211,52,700,1042,160,1624,0.7,1399,1.8
50902124212,46,650,911,155,1786,0.8,1625,2.6
50902124213,50,1731,1683,100,2750,0.6,2094,2.3
50902124214,52,1829,634,150,1124,0.6,850,2.3
50902124301,40,1029,740,250,1410,0.8,1355,2.2
50902124302,38,1112,535,250,1312,0.8,1149,2.5
50902124303,37,1495,968,300,1958,0.7,1926,2.5
50902124304,46,1300,681,280,1850,0.7,1212,2.2
50902124305,47,1343,638,240,2077,0.7,1199,2.3
50902124306,46,1668,888,410,2250,0.7,2113,2.8
50902124307,45,1083,503,220,1231,0.7,915,2.2
50902124308,47,982,607,260,1394,0.7,1114,2.1
50902124309,49,2000,718,365,2055,0.8,1712,2.6
50902124310,36,1083,489,233,1125,0.8,890,2.3
50902124311,39,1262,890,320,2113,0.7,1781,2.4
50902124312,40,1135,845,345,1812,0.7,1547,2.4
50902124313,44,1008,490,240,1224,0.8,855,2.4
50902124314,47,997,622,220,1444,0.7,1125,2
50902124315,57,1517,666,250,1775,0.7,1359,2.2
50902124316,37,1300,587,310,1239,0.7,1166,2.5
50902124317,39,897,537,245,1199,0.7,1014,2.2
50902124318,44,1083,537,230,1390,0.7,900,2.2
50902124319,40,950,442,223,900,0.8,793,2.2
50902124320,40,1517,782,300,1680,0.7,1444,2.3
50902124321,39,1799,837,300,2360,0.8,1816,2.7
50902124322,42,1083,636,250,1458,0.7,1312,2.2
50902124323,53,1517,505,223,1468,0.7,991,2.2
50902124324,39,1733,636,250,1721,0.8,1614,2.4
50902124325,42,1083,593,250,1775,0.8,1281,2.4
50902124326,50,986,569,225,1395,0.8,1166,2.3
50902124327,44,1900,671,250,1463,0.8,1392,3
50902124328,54,1650,550,450,1874,0.7,1416,2.6
50902124329,47,1517,860,300,2520,0.7,2035,2.6
50902124330,42,1517,609,242,1375,0.7,1300,2.4
50902124331,39,999,603,245,1270,0.9,1113,2.4
50902124332,46,1950,642,343,1812,0.8,1812,2.8
50902124333,38,1815,795,350,2016,0.8,1708,2.9
50902124334,40,2300,850,300,2166,0.7,1791,2.3
50902124335,49,1517,671,250,1645,0.8,1352,2.3
50902124401,55,1328,569,275,1294,0.7,958,2.1
50902124402,48,1285,541,280,1053,0.7,887,2.1
50902124403,54,1300,541,280,974,0.7,808,1.7
50902124404,58,1500,569,270,1481,0.7,1101,2.2
50902124405,52,1663,702,300,1767,0.7,1542,2.5
50902124406,51,1733,660,400,1850,0.7,1625,2.5
50902124407,51,2000,575,400,1825,0.8,1649,2.7
50902124408,53,1450,762,270,2036,0.7,1474,2.3
50902124409,54,1695,592,275,1489,0.8,1336,2.3
50902124410,47,1535,774,350,1847,0.8,1699,2.6
50902124411,56,1427,638,330,2019,0.7,1512,2.1
50902124412,55,1400,544,328,1375,0.7,1221,2.2
50902124413,54,1517,581,300,1550,0.8,1422,2.4
50902124501,62,897,487,200,1468,0.6,862,1.8
50902124502,60,1035,515,225,1145,0.7,850,2
50902124503,57,867,471,200,1125,0.7,885,2
50902124504,54,1300,527,315,1384,0.7,1093,2.3
50902124505,54,1489,615,250,1562,0.7,1208,2.2
50902124506,59,1465,512,210,1550,0.7,841,1.9
50902124507,57,1450,553,225,1312,0.7,962,2
50902124508,59,1246,543,280,1156,0.6,825,1.8
50902124509,60,1409,785,250,1899,0.6,1550,2.1
50902124510,50,1817,672,320,1958,0.8,1567,2.4
50902124511,53,1648,821,250,1728,0.8,1375,2.4
50902124512,50,1300,671,140,1843,0.8,1771,2.5
50902124513,50,1158,888,188,2036,0.8,1593,2.4
50902124514,54,1647,571,180,1303,0.8,1218,2.5
50902124515,53,1343,683,300,1718,0.7,1406,2.2
50902124516,53,1300,560,264,1270,0.7,1174,2.3
50903124601,49,1300,920,200,1875,0.8,1704,2.7
50903124602,49,1150,906,200,2023,0.7,1514,2.1
50903124603,56,650,706,170,1395,0.7,854,1.8
50903124604,41,800,754,150,1656,0.8,1478,2.9
50903124605,40,1580,1138,75,2392,0.9,2285,3
50903124606,50,1600,843,200,2100,0.7,1674,2.4
50903124607,48,1560,904,150,2068,0.7,1687,2.6
50903124608,57,867,519,198,1149,0.7,835,2
50903124609,48,823,465,219,1068,0.7,836,2.1
50903124610,50,1000,480,200,1388,0.7,1050,2.1
50903124701,45,484,933,200,1833,0.7,1550,2.1
50903124702,48,1192,1139,175,1812,0.7,1319,1.9
50903124703,45,271,1078,95,2031,0.7,1784,2.5
50903124704,42,109,1114,200,2527,0.8,1600,2.7
50903124705,35,1083,1073,180,2166,0.7,1839,2.5
50903124706,41,1042,922,181,2178,0.7,1452,2.1
50903124707,46,1576,983,125,2050,0.7,1768,2.6
50903124708,43,550,776,175,2022,0.8,1268,2.2
50903124709,43,823,1112,125,2229,0.8,1952,2.7
50903124710,48,910,659,139,1359,0.7,1125,2.1
50903124711,46,780,696,100,2024,0.8,1333,2.6
50903124712,47,150,875,200,1699,0.8,1571,2.5
50903124713,42,0,1222,163,3049,0.7,2437,2.6
50903124714,42,109,1880,231,2312,0.8,1437,2.7
50903124715,50,515,645,175,1517,0.6,1080,1.9
50903124716,42,477,964,150,1837,0.7,1625,2.6
50903124717,51,650,709,120,1625,0.7,977,2
50903124718,45,130,855,86,1800,0.7,1481,2.4
50903124801,49,1541,602,290,1478,0.7,1233,2.2
50903124802,44,1717,905,280,2250,0.7,1819,2.4
50903124803,35,1170,717,280,1978,0.8,1451,2.5
50903124804,45,1476,737,270,2050,0.7,1458,2.4
50903124806,46,1614,909,200,2125,0.7,1916,2.4
50903124807,50,2309,732,200,2156,0.8,2013,2.7
50903124808,41,2000,1625,0,2750,0.9,2750,2.8
50903124809,45,1784,1941,330,2183,0.8,2024,2.6
50903124901,41,1300,756,240,2019,0.6,1171,2.2
50903124902,44,1162,873,250,2020,0.6,1239,2
50903124903,17,1621,247,400,2250,0.6,2031,2.3
50903124904,48,1290,1071,250,2321,0.7,1875,2.5
50903124905,39,950,548,230,1298,0.7,850,2.1
50903124906,48,1371,974,340,2250,0.7,2062,2.5
50903124907,36,1517,918,250,2392,0.7,1916,2.5
50903124908,43,1083,870,280,1843,0.7,1491,2.1
50903124909,18,1067,512,220,2624,0.7,1958,2.3
50903124910,38,975,635,215,1392,0.7,1069,2.2
50903124911,50,1145,794,241,2083,0.7,1312,2.2
50903124912,37,780,481,210,1116,0.7,873,2.1
50903124913,45,1276,787,260,2012,0.7,1625,2.3
50903125001,52,1280,535,300,1268,0.7,1125,2.3
50903125002,37,1083,909,220,2073,0.7,1433,2.3
50903125003,52,607,494,204,1125,0.6,725,1.8
50903125004,51,1066,679,226,1708,0.6,1286,2.1
50903125005,52,938,687,174,1808,0.6,1199,1.9
50903125006,49,1018,579,180,1406,0.7,1088,2.3
50903125007,44,1108,756,100,1812,0.8,1625,2.9
50903125008,39,250,1062,250,2405,0.8,2107,2.8
50903125009,49,871,1038,150,1968,0.7,1550,2.2
50903125010,49,806,668,200,1483,0.7,1142,2.3
50903125011,45,1250,842,200,1800,0.8,1442,2.6
50903125012,44,1309,1091,138,2374,0.8,1949,2.6
50903125013,50,870,632,151,1312,0.6,1020,1.8
50903125014,47,1000,1088,175,2107,0.7,1875,2.5
50903125015,51,530,685,96,1542,0.8,1232,2.3
51001126201,36,2167,1141,450,2711,0.8,2636,2.9
51001126202,33,2275,1332,400,2799,0.9,2490,2.8
51001126203,32,2165,1272,470,3014,0.9,2839,3.1
51001126204,36,2039,1349,380,3015,0.8,2525,2.7
51001126205,40,2184,1026,285,2318,0.9,1708,2.2
51001126206,33,2167,1370,480,2821,0.8,2750,2.8
51001126207,52,2167,961,405,2583,1.1,1875,2.4
51001126208,50,0,1435,217,3583,0.9,2812,2
51001126209,38,4810,612,325,1687,1.3,1583,3
51001126210,29,1950,813,325,1958,1,1444,2.9
51001126211,34,1842,486,190,1625,1.1,1125,2.8
51001126212,62,1083,808,379,2124,1.1,1477,1.8
51001126213,35,1950,1197,400,2536,0.8,2192,2.5
51001126214,35,1560,769,236,1687,1,1575,2.8
51001126215,56,2322,1182,500,3216,0.9,2239,2.8
51001126216,36,1005,1036,400,2150,0.9,1708,1.8
51001126217,33,2400,1193,320,2676,0.9,2170,2.6
51001126218,35,2425,1532,350,3156,0.8,2874,2.6
51001126219,35,2210,1183,400,2533,0.8,2011,2.5
51001126220,37,2600,1587,670,3591,0.8,3401,3
51001126221,50,2709,936,245,2250,1.3,2013,2.6
51001126222,52,2400,1130,400,2842,0.9,1796,2.6
51001126223,25,1799,452,205,850,1.1,762,2.9
51001126224,36,2500,1473,340,3363,0.8,2960,3
51001126225,40,1881,774,207,1875,0.9,1642,2.2
51001126226,36,2136,1180,490,2805,0.8,2422,2.8
51001126227,42,2167,1031,1500,2750,1.1,2583,1.5
51001126228,36,1733,820,250,1521,1.1,1343,2.4
51001126229,25,1733,395,220,880,1.2,749,2.8
51001126230,60,2300,794,383,2583,1,1486,2.7
51001126231,29,1350,783,253,1770,1,1458,3
51001126232,37,1300,885,185,2349,0.9,749,1.5
51001126233,40,1924,1191,410,2583,0.8,2277,2.7
51001126234,35,2196,1285,500,2905,0.9,2856,3.2
51001126235,43,2125,794,345,3055,0.9,2457,2.6
51001126236,42,1993,1232,370,2856,1,2233,2.4
51001126237,35,2000,828,375,2558,0.9,1937,2.5
51001126238,31,2600,1541,400,3238,0.9,3214,3.1
51001126239,35,2167,1122,430,2333,0.9,2129,2.4
51001126240,56,1787,643,277,1292,1.3,1268,2.5
51001126301,41,1300,1625,245,2312,0.8,1468,1.9
51001126302,53,1950,943,250,2125,0.8,1550,2
51001126304,27,1864,729,175,1781,0.9,1771,2.9
51001126305,53,1300,768,250,2083,0.8,1718,2.5
51001126307,37,1514,1335,183,2849,0.8,2157,2.2
51001126308,23,0,256,60,694,1.1,711,3.8
51001126309,24,0,264,90,700,0.9,725,3
51001126310,31,0,469,35,1124,0.8,866,2.5
51001126311,36,543,933,43,1937,0.7,1312,2.2
51001126312,34,1322,734,200,2016,0.9,1604,2.6
51001126313,27,0,257,60,655,1.1,725,3.6
51001126314,20,0,396,90,1300,2,1593,5.6
51001126315,27,0,362,70,687,0.8,725,2.7
51001126317,0,0,0,0,0,0,0,0
51001126319,30,0,245,53,457,1.1,484,3.1
51001126320,23,0,275,80,593,1.3,850,4.3
51001126321,31,1000,311,75,575,1.1,833,3
51001126322,26,0,271,83,745,1.2,836,3.7
51001126324,44,0,359,90,774,1.3,899,3.5
51001126326,23,0,282,75,601,1.4,959,4.3
51001126327,29,0,811,100,1375,1.7,1312,3.5
51001126328,50,1733,1223,250,2374,0.9,1765,2.3
51001126329,26,0,307,90,599,1.2,762,3.9
51001126330,41,0,1053,67,687,1.2,1390,2.6
51001126331,47,0,442,84,962,1.3,1458,3
51001126332,32,0,397,117,788,1.1,816,3.2
51001126333,41,1625,1204,130,2410,0.9,1916,2.2
51001126334,41,2000,1111,230,2250,1.1,1819,1.9
51001126335,33,0,317,88,819,1,746,3
51001126336,38,0,352,87,783,1.2,924,3.3
51001126401,32,1580,453,125,833,1.1,1039,2.9
51001126402,50,932,1048,242,1292,1.1,1468,2.3
51001126403,25,0,272,60,617,1.2,774,3.5
51001126404,41,1668,1019,150,1687,0.9,1614,2.3
51001126405,18,0,262,135,488,1.5,664,4.5
51001126406,38,2384,478,69,766,1.4,1057,3.3
51001126407,30,0,319,60,746,1.5,1266,4.2
51001126408,25,0,263,75,668,1.3,706,3.4
51001126409,22,0,266,75,562,1.4,1071,4.1
51001126410,29,373,369,90,746,1.8,1365,4.2
51001126411,27,0,321,75,680,1.5,824,3.9
51001126501,42,2360,1163,250,2571,1,2285,2.7
51001126502,28,1409,610,233,1874,1.1,1791,3.2
51001126503,61,2925,856,286,2583,1.2,1398,2.1
51001126504,42,641,1721,71,1124,1.3,2211,2.7
51001126505,30,2102,1171,250,2349,0.9,2119,2.8
51001126506,32,0,308,110,575,1.3,575,4
51001126507,30,1975,1293,240,2696,0.9,2449,2.8
51001126508,49,2900,1146,375,2791,1,2359,2.8
51001126509,56,1800,1040,300,2161,1,1368,1.8
51001126510,31,793,587,193,1208,1,1262,2.8
51001126511,41,1213,1303,250,939,1.3,1708,2.6
51001126512,39,1084,752,100,1687,1.2,1692,2.6
51001126513,45,1707,690,178,1125,1,1125,2.7
51001126514,32,2050,1303,220,2656,0.8,2381,2.8
51001126515,33,1404,1171,310,2250,1,2102,2.5
51001126516,42,3033,1263,500,2694,0.9,2607,3
51001126517,29,1733,1055,300,2156,0.9,1762,2.7
51001126518,28,0,240,75,749,1.7,931,5
51001126519,7,0,0,0,0,0,0,5
51001126520,33,1487,1019,300,2399,1,2202,2.8
51001126521,30,0,575,85,687,1.1,1541,3.2
51001126522,29,0,330,75,766,1.3,1114,4
51001126601,55,2000,730,200,2437,1.2,1294,2.5
51001126602,62,1733,730,266,1625,1.5,1281,2.1
51001126604,30,0,389,120,1111,1.2,1113,3.1
51001126605,26,0,307,80,676,1.2,937,3.7
51001126606,26,0,411,100,966,1.1,1208,3.3
51001126607,32,1300,409,125,916,1,1125,3.1
51001126608,47,1993,1051,280,1437,1.3,2039,2.4
