SA1_CODE_2021,Median_age_persons,Med_mort_repaymnt_monthly,Med_tot_psnl_incom_weekly,Median_rent_weekly,Med_tot_family_inc_weekly,Avge_numbr_prsons_per_bedroom,Med_tot_hh_incom_weekly,Average_household_size
50403129816,35,1781,855,413,2208,0.8,2183,3.2
50403129817,38,2167,843,410,2444,0.8,2270,3
50403129818,33,2010,903,405,2607,0.8,2405,3.2
50403129819,26,1947,947,398,2295,0.9,2250,3.3
50403129820,35,1825,874,400,2210,0.8,2181,3
50403129821,29,2000,1163,380,2322,0.7,2254,2.9
50403129822,0,0,0,0,0,0,0,0
50403129823,28,2086,1240,320,2644,0.7,2583,2.9
50403129824,32,1745,830,365,1894,0.8,1683,2.7
50403129825,29,2000,1120,420,2364,0.8,2229,2.9
50403129826,31,1820,832,375,2190,0.8,1976,3.2
50403129827,29,1733,1148,350,2175,0.7,1886,2.5
50403129828,34,2000,992,410,2791,0.8,2725,3.4
50403129829,30,1842,1077,370,2078,0.8,1875,2.6
50403129830,39,1800,780,450,2291,0.8,1833,2.8
50403129831,30,1800,1089,360,2233,0.7,1963,2.6
50403129832,32,2000,989,415,2509,0.8,2424,3.1
50403129833,31,2167,1018,430,2787,0.8,2736,3.3
50403129901,37,1950,811,400,2327,0.8,2250,3.2
50403129902,36,1937,647,240,2173,0.8,1825,2.9
50403129903,31,2000,975,405,2477,0.8,2353,3.2
50403129904,29,1800,1016,325,2214,0.8,2029,2.9
50403129905,36,1974,873,370,2594,0.8,2395,3.3
50403129906,50,2550,827,380,2428,0.7,2333,2.8
50403129907,29,1777,1122,350,2273,0.8,2119,2.6
50403129908,30,1950,951,345,2148,0.8,2049,2.8
50403129909,40,2018,775,385,1924,0.8,1906,3.1
50403129910,43,3125,693,530,2333,0.7,2136,2.8
50403129911,51,2600,725,450,2291,0.7,2049,3
50403129912,31,1860,1058,370,2171,0.8,2100,3.1
50403129913,29,1960,1052,365,2210,0.9,2114,3
50403129914,50,3000,671,245,2107,0.7,2035,2.7
50403129915,29,2002,955,380,2241,0.8,2129,2.9
50403129916,30,2000,1059,360,2100,0.8,2047,3
50403129917,31,1850,1022,380,2214,0.8,2100,3.1
50403129918,28,1950,1167,360,2442,0.8,2347,2.9
50403129919,30,1923,972,370,2125,0.8,2012,2.9
50403129920,26,2000,1162,300,2583,0.8,2384,2.9
50403129921,29,1993,1081,420,2413,0.8,2374,3.2
50403129922,28,1800,1045,415,2067,0.7,1986,2.6
50403129923,28,1883,1034,380,2102,0.8,1954,2.9
50403129924,28,1994,1091,365,2327,0.8,2335,3.3
50403129925,30,1907,1028,410,2290,0.9,2265,3.2
50403130001,29,2167,952,400,2542,0.9,2533,3.6
50403130002,38,2167,909,490,2611,0.8,2531,3.2
50403130003,26,1857,980,400,2161,0.9,2103,3.3
50403130004,38,1733,860,350,2269,0.7,2016,2.7
50403130005,75,1733,496,350,1125,0.7,775,1.8
50403130006,0,0,0,0,0,0,0,0
50403130007,31,1733,747,300,1481,0.9,1281,2.4
50403130008,29,1701,1127,350,2282,0.7,2086,2.2
50403130009,33,1821,736,350,1942,0.8,1831,2.8
50403130010,27,1810,909,379,2052,0.9,1991,3.2
50403130011,31,1517,794,350,2031,0.8,1518,2.8
50403130012,36,1780,838,348,2227,0.7,1825,2.8
50403130013,31,1799,905,365,2011,0.8,1779,2.9
50403130014,37,1733,721,400,2113,0.7,1854,2.7
50403130015,27,1950,781,350,1985,0.9,1906,3.4
50403130016,35,1600,733,360,1978,0.8,1792,2.9
50403130017,35,1695,754,328,2012,0.8,1899,2.8
50403130018,26,1739,814,350,1892,0.9,1699,3.2
50403130019,40,1550,704,350,1937,0.7,1875,2.7
50403130020,37,1733,701,320,1850,0.8,1767,2.8
50403130021,31,1616,754,370,1899,0.9,1769,2.9
50403130022,29,1606,752,400,2285,0.8,2062,3.3
50403130023,39,1906,891,458,2625,0.8,2514,3.3
50403130024,27,1833,943,407,2096,0.8,1965,3.2
50403130025,48,1613,566,330,1775,0.7,1524,2.6
50403130026,33,2058,963,375,2449,0.9,2487,3.2
50403130027,81,390,459,0,853,0.8,697,1.5
50403130028,30,1733,609,340,1821,0.8,1575,3
50403130029,39,1733,725,355,1981,0.7,1863,2.6
50403130030,33,1550,823,350,1910,0.7,1708,2.6
50403130031,32,1854,881,365,2774,0.9,2521,3.4
50403130032,35,1600,840,360,2048,0.8,1961,2.9
50403130033,0,0,0,0,0,0,0,0
50403130034,30,1600,804,368,1857,0.7,1575,2.8
50403130035,30,1854,795,384,2031,0.8,1944,3.3
50403130036,29,2004,974,435,2535,0.9,2643,3.7
50403130037,34,1580,747,340,1687,0.7,1512,2.5
50403130038,29,2300,876,450,3036,0.9,2954,3.7
50403130039,30,1875,881,350,2163,0.9,1963,3.1
50403130040,41,1755,781,330,1978,0.7,1604,2.5
50403130041,30,1846,911,327,2013,0.8,1812,2.7
50403130042,38,2159,756,340,2625,0.8,2516,3.3
50403130043,34,1668,693,350,1728,0.7,1517,2.8
50403130044,33,1717,685,285,1625,0.8,1375,2.7
50403130045,30,1733,853,350,2016,0.8,1926,3.2
50403130046,33,1118,658,290,1180,0.9,876,1.7
50403130047,33,1772,927,350,2457,0.7,2232,3
50403130048,29,1809,784,350,2088,0.8,1897,3.2
50403130049,29,1900,859,350,2112,0.8,1918,3
50501107001,33,1600,860,328,1850,0.8,1562,2.5
50501107002,39,2000,846,400,2261,0.7,2130,2.5
50501107003,35,1923,936,377,2027,0.7,1930,2.6
50501107004,34,1850,909,365,2065,0.7,1801,2.6
50501107005,36,1970,982,375,2293,0.7,2008,2.4
50501107006,36,1733,856,373,2029,0.7,1801,2.6
50501107007,38,1850,831,350,2236,0.7,1913,2.5
50501107008,34,1950,1039,400,2387,0.7,2017,2.5
50501107009,34,1757,922,370,1875,0.7,1529,2.3
50501107010,34,1733,831,385,2014,0.7,1773,2.5
50501107011,37,1661,845,345,2011,0.7,1416,2.1
50501107012,37,1571,774,380,1875,0.7,1562,2.4
50501107013,39,1820,830,370,2208,0.7,1937,2.4
50501107014,37,1816,748,360,2098,0.7,1875,2.6
50501107015,36,1840,824,355,2152,0.7,1899,2.6
50501107016,35,1700,916,370,1968,0.7,1690,2.3
50501107017,36,1603,926,373,2139,0.7,1819,2.6
50501107018,36,1804,1002,370,2478,0.7,2017,2.4
50501107019,35,1831,1021,368,2308,0.7,1781,2.3
50501107020,34,1832,855,375,2214,0.8,2046,2.7
50501107021,36,1920,991,368,2205,0.7,1942,2.4
50501107022,34,1645,865,370,2159,0.6,1634,2.2
50501107023,40,0,225,0,0,0,225,0
50501107024,33,2029,895,380,2343,0.7,1792,2.4
50501107101,38,1733,988,375,2691,0.7,2382,2.8
50501107102,33,1906,935,390,2286,0.8,2163,3
50501107103,40,1950,772,430,2538,0.7,2333,2.9
50501107104,31,2002,1093,410,2523,0.7,2439,2.9
50501107105,36,1950,936,405,2405,0.7,2250,2.9
50501107106,45,1690,725,400,2208,0.7,1916,2.8
50501107107,42,1968,914,430,2339,0.7,2143,2.9
50501107108,39,1733,927,410,2388,0.7,2104,2.8
50501107109,32,1733,785,385,1833,0.7,1680,2.7
50501107110,40,1844,847,395,2319,0.7,2137,3
50501107111,37,1760,762,320,2225,0.7,1775,2.7
50501107112,33,2000,900,413,2553,0.8,2250,2.9
50501107113,35,1950,858,370,2281,0.7,1741,2.5
50501107114,39,1904,943,420,2596,0.7,2347,2.8
50501107115,34,2167,985,440,2656,0.7,2395,2.9
50501107116,37,1867,866,400,2540,0.7,2395,2.9
50501107117,36,1972,832,418,2449,0.8,2309,3.1
50501107118,36,1567,955,360,2042,0.7,1641,2.1
50501107119,41,2167,911,500,2770,0.8,2770,3.1
50501107120,43,2340,804,520,2899,0.7,2818,3.1
50501107121,40,2000,776,400,2457,0.7,2326,2.8
50501107122,42,1937,870,430,2362,0.7,2321,2.9
50501107123,40,1863,875,405,2333,0.7,2138,2.7
50501107124,41,1900,989,440,2537,0.7,2288,2.8
50501107125,0,0,0,0,0,0,0,0
50501107126,46,2129,866,523,2968,0.7,2694,2.8
50501107127,41,2000,995,550,3058,0.8,3017,3.2
50501107128,42,2000,895,415,2446,0.7,2339,2.9
50501107129,43,2136,736,470,2461,0.7,2374,3
50501107130,32,1784,818,395,2111,0.7,2025,2.8
50501107131,41,2000,825,450,2666,0.8,2399,3
50501107132,45,2000,754,425,2115,0.7,1924,2.7
50501107133,37,1463,847,400,1875,0.7,1607,2.1
50501107134,44,2146,854,530,3104,0.7,3083,3.1
50501107135,43,2175,792,475,2678,0.7,2535,3.1
50501107201,40,2300,866,550,2750,0.8,2476,3.1
50501107202,37,2456,908,453,2892,0.7,2285,2.8
50501107203,40,1900,1099,430,2616,0.7,2214,2.6
50501107204,38,2300,1010,500,2680,0.7,2513,2.8
50501107205,41,2167,1085,500,3178,0.8,2973,3
50501107206,41,2600,1253,515,3471,0.7,3118,2.7
50501107207,39,2383,1076,480,2961,0.8,2625,3
50501107208,40,2200,926,408,2650,0.7,2299,2.6
50501107209,44,2167,845,400,3019,0.7,1712,2.5
50501107210,37,2079,1043,475,2843,0.8,2416,3
50501107211,36,2167,794,425,2541,0.7,2181,2.8
50501107212,43,2223,1116,500,2772,0.7,2542,2.8
50501107213,49,2383,871,575,2675,0.7,2014,2.6
50501107214,64,2500,590,340,2520,0.7,1529,2.4
50501107215,43,2630,965,750,2966,0.7,2765,3
50501107216,44,2475,876,600,3349,0.7,2924,2.9
50501107217,39,2170,1059,450,3034,0.7,2463,2.9
50501107218,43,2167,872,465,2769,0.7,2410,2.9
50501107219,40,2175,931,500,3030,0.7,2454,2.8
50501107220,38,2167,996,379,2452,0.8,1888,2.6
50501107221,41,2355,1018,480,2812,0.7,2625,3
50501107222,40,2134,784,370,2208,0.7,1792,2.6
50501107223,41,2286,937,448,2544,0.7,2293,2.8
50501107224,39,2156,864,460,2583,0.8,2343,3
50501107225,45,2538,933,500,3021,0.8,2892,3
50501107226,41,2500,857,470,2823,0.8,2700,3.1
50501107227,45,2245,963,440,3068,0.7,2374,2.7
50501107228,42,2500,876,500,3042,0.7,2484,2.9
50501107229,45,2500,835,520,2476,0.7,2374,2.9
50501107230,50,2175,974,525,2928,0.7,2437,2.6
50501107231,38,2188,1048,430,2656,0.8,2314,2.8
50501107232,38,2167,851,435,2412,0.8,2160,3
50501107233,41,2271,838,469,2712,0.7,2367,2.8
50501107234,38,2000,1125,420,2694,0.7,2394,2.7
50501107301,38,1800,1023,340,2227,0.7,1836,2.5
50501107302,38,1992,848,400,2366,0.7,1916,2.7
50501107303,43,2000,835,410,2440,0.7,2302,2.7
50501107304,40,2000,852,395,2321,0.7,1947,2.6
50501107305,37,1775,850,360,2194,0.7,1786,2.6
50501107306,42,1950,926,300,2305,0.7,1775,2.5
50501107307,39,2100,752,355,2403,0.7,1949,2.7
50501107308,38,2124,854,348,2172,0.7,1730,2.5
50501107309,39,1800,873,400,2333,0.7,2019,2.7
50501107310,40,2000,907,415,2352,0.7,2010,2.6
50501107311,39,1952,837,385,2347,0.7,1970,2.6
50501107312,42,1907,844,400,2270,0.7,1735,2.4
50501107313,40,2037,769,400,2639,0.8,2050,2.9
50501107314,38,1972,873,355,2550,0.7,2031,2.6
50501107315,38,1950,815,385,2094,0.8,1735,2.8
50501107316,40,2000,878,400,2374,0.8,2013,2.7
50501107317,40,1968,792,430,2073,0.7,1787,2.5
50501107318,38,2050,846,380,2356,0.7,2014,2.7
50501107319,47,1733,645,427,1910,0.7,1259,2.3
50501107320,41,1849,733,410,2150,0.7,1890,2.6
50501107321,40,2167,854,405,2281,0.7,1903,2.5
50501107322,39,1731,811,360,2020,0.7,1397,2.2
50501107323,43,1833,744,400,1949,0.7,1575,2.4
50501107324,42,1870,793,380,2250,0.7,1947,2.4
50501107325,43,2100,785,385,2028,0.7,1837,2.5
50501107326,39,1808,939,398,2521,0.7,2083,2.6
50501107327,41,2037,860,433,2326,0.7,1875,2.7
50501107328,41,1950,823,448,2396,0.7,2225,2.8
50501107329,44,1927,1012,360,2408,0.6,1968,2.4
50501107330,37,1961,911,393,2408,0.7,1843,2.6
50501107331,45,2134,831,475,2471,0.7,2403,2.8
50501107332,38,1720,895,450,2214,0.7,1899,2.5
50501107333,55,0,0,0,0,0,0,0
50501107334,36,1985,900,360,2550,0.7,1735,2.5
50501107335,42,2000,863,439,2513,0.7,2083,2.6
50501107401,35,1602,868,385,1952,0.7,1668,2.4
50501107402,42,2167,1021,430,2600,0.7,2329,2.7
50501107403,41,2167,900,400,2777,0.7,2360,3
50501107404,49,2540,1037,500,2888,0.7,2691,2.9
50501107405,46,2167,826,525,3125,0.7,2722,2.9
50501107406,50,2300,1094,400,2824,0.6,2015,2.3
50501107407,37,1857,824,375,1937,0.6,1449,2.3
50501107408,34,1603,881,360,2094,0.7,1636,2.4
50501107409,37,1764,808,370,2065,0.7,1631,2.3
50501107410,33,1733,861,370,2050,0.7,1812,2.6
50501107411,33,1556,839,360,2022,0.7,1726,2.6
50501107412,35,1733,812,380,2078,0.7,1806,2.5
50501107413,37,1853,830,355,1978,0.7,1625,2.4
50501107414,34,1733,862,350,2120,0.8,1868,2.7
50501107415,35,1950,881,358,2319,0.7,1966,2.5
50501107416,39,1932,869,400,2321,0.7,1912,2.6
50501107417,37,1800,921,370,1963,0.7,1705,2.5
50501107418,38,1733,845,373,2264,0.7,1859,2.4
50501107419,34,1900,860,365,2250,0.7,1867,2.6
50501107420,42,2145,924,540,2583,0.7,2470,3
50501107421,52,2000,831,380,2170,0.7,1724,2.4
50501107501,46,2800,1010,700,3374,0.8,3281,3.1
50501107502,44,2659,1270,615,3791,0.7,3150,2.9
50501107503,40,2234,1038,505,2781,0.7,2603,2.9
50501107504,44,2167,1003,460,2625,0.7,2187,2.6
50501107505,34,2400,1047,450,2725,0.8,2461,3
50501107506,39,2167,891,450,2573,0.7,2278,2.8
50501107507,40,2000,785,440,2159,0.7,1958,2.6
50501107508,38,1975,924,410,2158,0.7,1807,2.3
50501107509,44,2250,934,650,3107,0.8,2978,3.1
50501107510,45,2301,902,575,2739,0.7,2511,2.7
50501107511,44,2700,957,688,3333,0.7,3166,3
50501107512,36,2383,1086,416,2562,0.7,2137,2.8
50501107513,42,2300,952,520,2684,0.7,2359,2.8
50501107514,52,2182,640,205,2250,0.7,1333,2.2
50501107515,51,2500,738,420,1981,0.6,1442,2.3
50501107516,47,2556,1030,550,2843,0.7,2578,2.8
50501107517,46,3000,1075,750,3449,0.7,3388,2.9
50501107518,45,2938,941,600,3125,0.8,3156,3.2
50501107519,46,2600,900,718,3312,0.7,3062,3.1
50501107520,48,2780,1072,550,3485,0.7,3036,2.7
50501107521,46,3142,1091,500,3360,0.7,3218,2.9
50501107522,49,3000,1159,750,3365,0.7,2840,2.7
50501107523,40,2167,963,455,3159,0.8,2812,3
50501107601,47,2600,916,670,3107,0.7,2750,2.7
50501107602,46,2167,888,600,3083,0.7,3083,3.1
50501107603,43,2500,870,610,3013,0.8,2928,3.2
50501107604,48,2250,917,640,2536,0.7,2416,2.8
50501107606,45,2600,890,535,3143,0.7,3107,3.1
50501107607,47,2550,942,495,3055,0.7,2750,2.8
50501107608,45,2400,834,585,2828,0.7,2843,3.1
50501107609,45,2773,980,725,4083,0.8,3886,3.3
50501107611,44,2998,1195,665,3701,0.8,3655,3.1
50501107612,44,2800,1084,750,3805,0.8,3710,3.2
50501107613,69,893,503,303,1036,1,641,1.4
50501107614,40,3000,1103,664,3596,0.8,3455,3.1
50501107615,0,0,0,0,0,0,0,0
50501107616,37,2600,1113,700,3371,0.8,3368,3.3
50501107617,41,2985,1140,580,3477,0.8,3470,3.1
50501107701,38,0,225,0,0,0,225,0
50501107702,41,1900,822,350,2384,0.7,2117,2.5
50501107703,42,1875,802,390,1888,0.7,1617,2.2
50501107704,35,1555,856,340,1889,0.8,1340,1.8
50501107705,65,1252,701,345,1875,0.8,1348,1.6
50501107706,42,2000,868,395,2218,0.7,1726,2.5
50501107707,39,1911,876,430,2777,0.7,2283,2.7
50501107708,44,2100,892,440,2329,0.7,2096,2.7
50501107709,44,2255,870,360,2750,0.7,2541,2.9
50501107710,34,1733,937,355,2390,0.7,1924,2.5
50501107711,37,1842,918,320,2583,0.8,2068,2.7
50501107712,42,1950,752,390,2519,0.7,1821,2.7
50501107713,36,1408,956,350,1788,0.8,1381,1.6
50501107714,42,1600,765,385,1885,0.8,1738,2.3
50501107715,48,1473,750,375,1791,0.8,1513,2.1
50501107716,42,0,243,0,0,0,243,0
50501107717,34,1603,731,385,1902,0.6,1375,2.3
50501107718,41,2070,878,400,2324,0.7,1987,2.7
50501107719,27,1266,583,325,1713,0.9,1299,2
50501107720,34,1800,843,383,2270,0.7,1847,2.7
50501107721,38,1825,906,365,2293,0.7,1926,2.5
50501107722,44,1950,922,380,2666,0.7,2291,2.6
50501107723,41,1972,806,370,2137,0.7,1887,2.8
50501107724,39,1733,751,370,2184,0.7,1839,2.6
50501107725,44,2000,804,195,2279,0.7,1937,2.5
50501107726,46,1722,926,300,2544,0.7,1771,2.2
50501107727,36,1833,884,400,2250,0.7,1987,2.6
50501107728,39,1733,765,400,2392,0.7,2073,2.7
50501107729,38,1608,833,410,2267,0.7,2062,2.7
50501107730,41,2102,1104,420,3028,0.7,2596,2.6
50501107731,38,1925,819,400,2428,0.7,1978,2.8
50501107732,58,1517,640,380,1836,0.7,1466,2
50501107733,53,0,350,0,0,0,350,0
50501107734,42,0,225,0,0,0,225,0
50501107735,44,2111,872,455,2666,0.7,2471,2.9
50501107736,38,1975,898,405,2449,0.8,2351,3.1
50501107801,41,1950,842,410,2812,0.7,2437,2.8
50501107802,39,1963,1057,400,2799,0.7,2524,2.9
50501107803,41,1866,877,385,2062,0.7,1579,2.4
50501107804,44,2143,788,468,2356,0.7,1899,2.6
50501107805,43,2167,1004,440,2633,0.7,2333,2.7
50501107806,46,2265,788,510,2524,0.7,2333,2.9
50501107807,39,1989,934,495,2636,0.8,2266,3
50501107808,41,2016,863,463,2583,0.7,2442,2.9
50501107809,39,2167,861,390,2444,0.7,2075,2.7
50501107810,42,2063,778,297,2250,0.7,1699,2.5
50501107811,39,2022,803,400,2170,0.7,1843,2.6
50501107812,44,2247,908,423,2640,0.7,2336,2.7
50501107813,43,1733,937,430,2604,0.7,2299,2.6
50501107814,38,2058,1083,475,2899,0.7,2636,2.8
50501107815,39,2167,920,375,2518,0.7,2266,2.8
50501107816,64,2131,532,222,1649,0.7,1111,2.2
50501107817,42,1975,855,410,2295,0.7,1952,2.6
50501107818,41,1950,868,420,2374,0.7,2092,2.6
50501107819,42,2000,922,420,2444,0.7,2237,2.7
50501107820,41,2167,850,420,2104,0.7,1850,2.6
50501107821,40,2015,1021,350,2569,0.7,2227,2.6
50501107822,45,1733,892,475,2571,0.7,2295,2.7
50501107823,38,1950,877,375,2392,0.7,2051,2.7
50501107824,45,1742,917,405,2457,0.7,2239,2.8
50501107825,47,2000,968,345,2340,0.6,2013,2.5
50501107826,85,0,349,0,874,0.6,874,2
50501107827,40,2058,838,320,2305,0.7,1912,2.7
50501107828,39,1950,952,428,2386,0.7,2187,2.6
50501107829,43,1884,803,480,2067,0.7,1803,2.7
50501107830,43,1780,912,455,2617,0.7,2474,2.9
50501107831,56,2299,543,455,2187,0.7,955,2.1
50501107832,27,0,0,0,0,0,0,0
50501107833,67,2167,514,660,1775,0.8,884,2.2
50501107834,82,1647,496,440,1781,0.5,601,1.4
50501107835,43,1733,734,390,2075,0.7,2045,2.8
50501107901,43,2895,790,605,2895,0.8,2729,3.2
50501107902,45,2416,979,510,2783,0.7,2600,2.9
50501107903,42,2817,1008,380,3250,0.7,2583,2.8
50501107904,54,2205,630,400,1937,0.7,1129,2.1
50501107905,41,2167,915,440,2488,0.7,2169,2.7
50501107906,46,3033,889,740,3125,0.7,3021,3.1
50501107907,47,3000,762,760,3022,0.7,3021,3
50501107908,47,2600,871,580,2968,0.7,2535,2.8
50501107909,46,2854,877,590,3097,0.7,2394,2.7
50501107910,40,2200,1005,463,3182,0.8,3009,2.9
50501107911,37,2004,1004,400,2356,0.7,2011,2.5
50501107912,45,2000,741,435,2318,0.7,1974,2.7
50501107913,37,1963,971,385,2181,0.7,1867,2.3
50501107914,0,0,0,0,0,0,0,0
50501107915,43,2700,936,500,2750,0.7,2349,2.7
50501107916,43,2600,863,600,2422,0.7,2338,2.8
50501107917,42,2600,886,430,2968,0.7,2860,2.9
50501107918,49,1980,844,416,2042,0.6,1568,2.2
50501107919,45,2149,813,525,2555,0.8,2444,3
50501107920,42,2167,806,400,2704,0.7,1847,2.6
50501107921,44,2448,909,620,3799,0.7,3704,3.1
50501107922,36,2167,922,450,2643,0.8,2321,2.9
50501107923,40,2383,1012,515,2874,0.7,2411,2.8
50501107924,0,0,0,0,0,0,0,0
50501107925,37,2100,1045,425,2550,0.7,2312,2.7
50501107926,37,2223,978,430,2322,0.7,2184,2.8
50501107927,39,2383,954,440,2725,0.7,2401,2.8
50501108001,49,2084,879,655,2555,0.7,2666,3
50501108002,39,2250,1077,525,3405,0.8,3107,3.2
50501108003,40,2184,784,468,2542,0.7,2366,2.9
50501108004,46,2581,669,590,2536,0.7,2333,2.8
50501108005,37,2167,788,450,2422,0.7,2176,2.8
50501108006,44,2200,1171,630,3634,0.8,3615,3.2
50501108007,51,2550,882,555,2666,0.7,2411,2.7
50501108008,47,2140,995,540,2675,0.7,2468,2.8
50501108009,45,2566,957,630,2916,0.7,2708,3
50501108010,42,2421,1081,710,3625,0.8,3457,3.3
50501108011,44,2312,890,568,2795,0.7,2525,2.9
50501108012,41,2210,1042,605,2799,0.7,2471,3.1
50501108013,41,2578,929,525,3045,0.7,2583,3
50501108014,48,2167,881,530,2634,0.7,2137,2.7
50501108015,47,2167,979,510,2730,0.7,2591,2.9
50501108016,56,0,0,0,0,0,0,0
50501108017,44,2383,803,500,2594,0.7,2305,2.9
50501108018,42,2600,1005,550,2750,0.7,2343,2.7
50501108019,44,2430,754,465,2643,0.7,2041,2.9
50501108020,42,1961,821,505,2422,0.8,2321,3.2
50501108021,42,2472,810,510,2523,0.7,2470,3
50501108022,46,2377,719,350,2305,0.7,1517,2.5
50501108023,42,2178,1005,520,3178,0.8,3089,3.1
50501108101,39,2167,862,399,2166,0.7,1916,2.7
50501108102,35,1900,927,365,2265,0.7,1833,2.4
50501108103,37,2167,916,373,2374,0.7,1958,2.5
50501108104,0,0,0,0,0,0,0,0
50501108105,36,1950,825,385,2596,0.8,2250,2.9
50501108106,36,1733,938,390,2589,0.7,2171,2.6
50501108107,37,2080,959,390,2440,0.7,2104,2.7
50501108108,36,1929,964,400,2514,0.8,2066,2.7
50501108109,35,2000,946,345,2250,0.7,2011,2.5
50501108110,35,2167,825,400,2062,0.8,2055,2.9
50501108111,39,1800,872,410,2416,0.7,2017,2.6
50501108112,37,2000,753,370,2083,0.7,1638,2.5
50501108113,35,1879,944,410,2399,0.7,1735,2.5
50501108114,44,2283,716,408,2183,0.7,1662,2.6
50501108115,35,1800,952,380,2374,0.8,2038,2.7
50501108116,0,0,0,0,0,0,0,0
50501108117,37,2000,1026,400,2676,0.7,2212,2.7
50501108118,40,1930,868,463,2192,0.7,1937,2.6
50501108119,36,1898,959,380,2516,0.7,2067,2.5
50501108120,41,1926,795,350,2374,0.7,1974,2.5
50501108121,41,2000,981,400,2571,0.7,2434,2.8
50501108122,38,1842,1088,375,2527,0.8,2388,2.8
50501108123,40,1896,921,350,2426,0.7,2160,2.4
50501108124,45,2301,974,425,2892,0.7,2478,2.7
50501108201,43,2355,1005,550,3107,0.8,2461,3
50501108202,43,2759,979,425,3471,0.7,2687,2.8
50501108203,41,2589,1057,450,3125,0.7,2531,2.8
50501108204,41,2427,866,570,2643,0.7,2312,2.8
50501108205,44,2817,955,750,3139,0.8,2916,3
50501108206,49,3097,1115,510,3192,0.7,2660,2.5
50501108207,43,2708,827,400,3299,0.7,2143,2.8
50501108208,45,2600,1108,550,3437,0.7,2750,2.7
50501108209,61,1800,590,240,2143,0.7,763,1.9
50501108210,40,2000,900,510,2750,0.7,2424,3
50501108211,47,2709,848,725,3100,0.7,2594,2.9
50501108212,45,2500,1060,645,3146,0.7,3159,3.1
50501108213,47,3500,1290,870,3441,0.7,3272,2.9
50501108214,42,2084,959,535,2678,0.7,2446,2.9
50501108215,43,1965,971,430,2783,0.8,2428,2.8
50501108216,53,3098,875,700,2957,0.6,2666,2.8
50501108217,53,2960,793,600,2874,0.7,2772,2.8
50501108218,44,2550,947,730,2944,0.7,2625,2.8
50501108219,37,2167,1112,473,2922,0.8,2553,3
50501108220,46,2284,1048,458,3374,0.7,2843,2.8
50501108221,52,3950,964,600,3031,0.7,2937,2.7
50501108222,52,3000,1050,630,2345,0.7,2220,2.5
50501108223,46,3033,1107,488,2949,0.7,2471,2.7
50501108224,44,2600,1129,450,3374,0.7,3021,2.9
50501108225,48,2617,1125,450,3303,0.7,2488,2.5
50501108301,40,2383,833,450,2607,0.7,2383,3
50501108302,39,2167,757,495,2434,0.7,2282,2.9
50501108303,39,2167,1018,530,2596,0.7,2449,3
50501108304,41,2188,884,500,2783,0.7,2516,2.9
50501108305,42,2400,1113,420,3045,0.7,2777,3
50501108306,45,2037,824,460,2166,0.7,1924,2.7
50501108307,44,2000,906,535,2449,0.7,2274,2.7
50501108308,50,2075,745,397,3050,0.7,2583,2.8
50501108309,0,0,0,0,0,0,0,0
50501108310,46,2177,909,339,2646,0.7,2405,2.9
50501108311,45,2000,811,620,2750,0.7,2250,2.7
50501108312,42,2167,914,433,3071,0.7,2650,2.9
50501108313,47,2167,786,495,2408,0.7,2299,2.9
50501108314,45,2000,907,435,2884,0.7,2666,3
50501108315,46,2050,900,533,2656,0.7,2833,3.1
50501108316,44,1842,987,450,2463,0.7,2166,2.7
50501108317,45,2000,865,400,2612,0.7,2291,2.7
50501108318,46,1907,883,420,2476,0.7,2216,2.6
50501108319,41,2107,1025,500,2777,0.7,2666,3
50501108320,75,2167,477,480,1111,0.6,635,1.6
50501108321,40,2328,885,475,2847,0.8,2750,3.1
50501108322,50,2600,963,780,3403,0.7,3326,3
50501108323,42,2000,945,465,2550,0.7,2227,2.8
50501108324,42,2167,971,500,2824,0.7,2550,2.7
50501108325,44,2325,790,450,2382,0.7,2044,2.7
50501108326,35,2111,1106,500,2643,0.7,2470,2.7
50501108327,40,2392,979,430,2577,0.8,2299,2.9
50501108328,0,0,0,0,0,0,0,0
50501108329,0,0,0,0,0,0,0,0
50501108330,41,0,262,0,0,0,262,0
50501108331,39,2197,1032,480,2833,0.7,2428,2.9
50502108401,44,2019,883,378,2282,0.7,2083,2.7
50502108402,42,2000,719,360,2092,0.7,1847,2.7
50502108403,38,2167,896,400,2166,0.7,1735,2.6
50502108404,37,1618,968,360,1989,0.6,1618,2
50502108405,36,1488,928,330,1812,0.7,1525,1.9
50502108406,39,1790,993,388,2538,0.7,2175,2.7
50502108407,38,1780,729,350,1649,0.8,1550,2.6
50502108408,45,1850,636,380,2107,0.7,1420,2.4
50502108409,37,1913,852,373,2023,0.7,1859,2.6
50502108410,37,2041,880,380,2083,0.7,1692,2.5
50502108411,43,2000,927,433,2226,0.7,1980,2.5
50502108412,37,1789,934,350,2091,0.7,1696,2.1
50502108413,39,1717,784,340,1786,0.7,1353,2
50502108414,35,1707,805,350,1741,0.7,1418,2.1
50502108415,43,2008,958,470,2392,0.7,2044,2.6
50502108416,37,2008,1056,363,2533,0.7,1828,2.4
50502108417,41,1950,825,400,2285,0.7,1625,2.4
50502108418,38,2150,936,405,2437,0.7,2065,2.6
50502108419,37,2150,792,350,2233,0.8,1857,2.7
50502108420,39,1925,781,350,2154,0.8,1819,2.6
50502108421,43,2167,744,390,2174,0.8,1941,2.6
