SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_ns,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_yr_arr_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arr_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,USA_2016,USA_2017,USA_2018,USA_2019,USA_2020,USA_2021,USA_Yr_arrival_ns,USA_Tot,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arr_ns,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_ns,Tot_Tot
SED52505,0,0,0,3,44,41,352,374,78,49,37,24,20,10,14,1042,3,0,0,5,39,13,17,5,0,0,3,0,0,0,0,86,0,4,11,56,141,191,500,223,41,42,43,33,18,0,9,1314,0,0,6,36,101,174,641,307,23,29,28,46,21,10,20,1445,0,0,0,3,38,73,304,280,31,29,16,15,12,0,5,799,0,0,0,0,7,23,31,41,6,5,22,20,3,0,8,166,0,0,0,12,25,14,66,25,3,5,9,3,5,0,4,171,15,97,543,541,727,350,780,472,47,31,40,20,13,6,76,3769,0,0,10,12,26,26,37,33,5,4,11,4,10,0,6,179,0,0,0,27,32,16,36,32,3,5,4,6,4,0,14,185,9,9,124,163,299,275,1095,580,71,98,64,71,31,18,74,2982,67,242,896,1200,2458,2282,8874,5972,834,757,692,719,362,111,481,25938
SED52604,0,0,0,3,47,36,36,36,12,8,12,18,5,0,6,222,0,0,0,14,100,16,13,13,4,5,0,0,0,0,0,166,0,5,6,34,43,50,52,19,10,0,3,8,7,0,5,248,0,0,4,36,92,247,800,354,52,32,52,48,39,21,19,1805,0,0,0,4,10,7,8,4,0,8,7,34,9,0,0,90,0,0,0,0,0,4,12,12,4,0,4,7,0,0,0,45,0,0,0,4,6,19,28,27,5,9,0,8,3,0,7,121,21,107,804,912,1603,1127,2573,1024,93,83,57,75,41,13,127,8659,0,0,7,21,28,33,43,24,5,4,3,5,12,0,3,185,0,0,0,16,42,13,10,13,0,6,5,4,9,0,0,116,10,30,130,149,264,279,603,253,43,57,45,65,43,7,39,2033,76,287,1149,1501,3004,2332,5090,2472,344,312,309,450,227,71,300,17916
SED52702,0,0,0,5,21,14,21,19,0,5,0,0,0,0,0,91,4,0,0,8,28,10,4,0,0,0,0,0,0,0,0,66,3,0,14,19,14,6,24,4,0,3,0,0,0,0,3,103,0,4,13,43,68,86,214,75,8,11,15,9,4,5,6,567,3,0,0,8,12,6,0,3,0,0,0,6,0,0,4,41,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,12,16,33,26,4,0,0,7,4,0,4,105,73,194,1312,962,845,494,830,256,23,17,16,13,15,7,123,5176,0,5,24,26,28,32,39,30,0,0,3,4,3,6,14,219,0,0,0,0,4,3,5,6,3,0,5,0,0,0,5,29,35,38,187,167,213,143,199,104,11,8,8,11,4,0,32,1171,229,562,1901,1635,1778,1099,1838,804,77,77,84,60,39,26,245,10458
SED52803,0,0,0,10,37,51,264,281,39,45,66,76,13,8,24,899,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,0,0,8,5,13,10,8,11,0,0,0,0,0,0,5,53,0,0,6,5,21,49,321,135,6,22,30,29,29,4,11,675,0,0,0,5,6,5,19,11,6,0,0,11,0,0,0,60,0,0,0,0,0,0,0,4,0,0,5,6,3,0,0,19,0,0,0,3,6,30,63,52,15,17,10,18,0,3,10,231,6,56,294,239,151,143,254,163,10,20,27,40,12,13,43,1460,0,0,3,6,9,5,18,21,0,3,0,0,0,0,6,78,0,0,0,4,9,4,9,19,3,0,0,9,6,0,0,64,4,22,53,55,85,100,511,289,55,59,101,122,64,39,31,1584,31,137,466,528,777,909,2826,1971,265,304,402,508,208,116,257,9712
SED52903,0,0,0,3,26,14,76,122,24,14,21,18,16,0,6,341,0,0,0,0,13,0,0,5,0,0,0,4,4,0,0,33,0,0,11,12,3,10,11,3,0,0,0,0,0,0,0,50,0,0,7,24,34,47,112,35,6,12,4,9,5,0,4,285,0,0,6,0,4,4,12,10,0,0,6,4,0,0,0,51,0,0,0,0,0,0,7,27,0,0,4,4,4,0,0,52,0,0,0,0,8,18,31,24,3,7,7,15,0,0,7,114,21,125,489,358,330,207,365,182,21,12,25,49,24,3,66,2265,0,3,7,23,16,16,25,21,4,3,11,11,4,0,0,142,0,0,0,4,6,0,13,10,4,6,4,0,0,3,5,57,6,28,74,80,99,80,207,142,31,48,50,183,82,45,32,1189,67,318,733,739,866,624,1325,928,145,166,218,457,194,66,219,7065
SED53004,0,0,0,18,45,14,27,28,12,0,5,7,0,0,8,154,5,0,3,10,39,19,18,9,0,0,0,4,0,0,0,111,0,5,14,18,47,18,33,7,0,0,3,0,0,0,0,154,0,0,8,39,72,116,415,175,23,29,23,25,13,5,7,944,0,5,10,8,12,5,12,3,3,0,0,4,0,0,0,64,0,0,0,0,5,0,8,13,0,0,0,4,3,0,0,35,0,0,0,0,10,14,30,36,7,4,4,8,3,0,0,114,62,188,805,685,870,540,1278,640,41,50,37,35,13,4,81,5329,3,0,7,26,14,21,29,23,3,0,3,16,6,3,0,156,0,0,0,33,39,24,27,16,11,4,5,5,4,0,5,178,13,32,153,144,260,177,386,223,31,25,26,30,3,0,23,1531,170,454,1344,1377,2057,1376,3175,1980,186,178,164,202,78,23,201,12958
SED53105,0,0,0,3,62,46,594,790,124,85,36,82,15,10,16,1861,0,0,0,4,32,7,3,0,0,0,0,4,0,0,0,53,0,0,0,12,27,30,126,66,5,5,0,5,4,0,3,286,0,0,0,28,68,83,400,168,27,0,20,25,13,8,20,862,0,0,4,0,6,14,69,42,3,5,3,3,4,0,10,166,0,0,0,0,0,3,16,27,5,0,0,3,3,0,0,70,0,0,0,0,14,18,56,34,3,0,3,17,0,0,15,171,41,140,1003,551,479,307,666,452,32,26,28,24,10,0,119,3884,0,0,9,5,17,15,36,34,4,0,0,0,0,0,3,131,0,0,0,6,18,22,25,23,4,3,0,9,3,0,5,114,5,23,140,141,264,251,733,309,49,53,42,39,31,9,102,2193,87,289,1325,980,1456,1369,4909,3452,428,357,325,427,170,58,500,16144
SED53204,0,0,0,4,88,62,197,231,28,20,20,27,7,0,5,698,3,0,0,14,73,24,14,14,0,0,0,0,0,0,0,147,0,0,3,23,42,41,84,35,3,3,5,6,5,0,6,255,0,0,5,27,64,130,640,241,33,40,27,35,19,8,14,1293,0,0,3,5,22,15,30,19,0,0,0,0,0,0,0,109,0,0,0,0,3,6,13,22,0,0,0,6,0,0,0,59,0,0,0,4,30,22,60,41,16,0,10,6,5,3,5,196,29,78,535,444,542,332,873,469,52,35,34,23,16,3,41,3504,0,0,3,12,11,18,49,14,3,0,0,4,3,0,4,132,0,0,6,66,556,339,222,145,34,30,6,25,10,5,35,1488,10,15,140,196,445,669,1273,590,93,58,52,58,32,7,39,3674,85,288,1046,1197,2646,2593,5751,3272,449,314,273,398,181,76,259,18819
SED53306,0,0,0,7,46,49,227,255,57,23,50,35,7,5,23,783,4,0,0,0,11,6,11,4,0,0,0,0,0,0,0,41,6,4,8,12,9,5,20,13,0,0,0,3,0,0,3,78,0,0,11,33,35,65,333,167,31,0,24,12,5,0,9,725,0,0,0,0,0,0,16,33,3,0,6,0,0,0,0,73,0,0,0,0,0,6,9,7,0,0,0,0,0,0,0,26,0,0,0,3,16,22,58,38,12,8,17,13,0,4,7,198,85,258,1319,826,585,344,1088,578,45,50,28,31,24,8,132,5406,0,3,9,11,12,12,30,20,6,0,4,4,0,0,3,120,0,0,0,0,8,3,18,18,9,7,9,6,3,0,3,76,23,36,96,106,104,72,363,222,23,21,35,34,12,0,23,1171,174,518,1656,1283,1188,900,2988,2143,292,197,252,268,102,44,304,12303
SED53402,0,0,0,7,52,38,84,131,24,11,25,25,12,0,10,413,10,7,13,21,92,33,16,20,0,0,0,0,0,0,9,216,0,7,9,38,68,47,48,16,5,4,0,0,0,0,0,246,0,0,12,24,72,81,119,52,8,10,5,15,4,0,5,397,0,4,15,23,15,15,32,38,7,12,4,33,21,0,4,229,0,0,0,0,0,8,23,40,3,3,0,15,0,0,0,109,0,0,0,14,22,28,52,39,6,5,7,3,8,5,7,198,47,104,569,470,505,352,516,285,31,25,27,28,4,4,71,3037,6,0,11,16,25,22,52,40,3,6,14,7,7,0,0,202,0,0,0,89,248,123,84,80,31,10,14,12,16,0,23,735,23,38,178,216,268,399,594,388,106,107,127,114,28,4,38,2628,175,446,1192,1359,2026,1756,2988,2282,470,404,481,545,217,36,279,14656
SED53502,0,0,3,8,53,69,426,455,78,52,64,84,39,4,18,1349,9,0,7,3,31,17,4,15,0,3,0,0,0,0,5,99,0,0,5,12,20,24,28,22,0,0,3,0,0,0,4,118,0,0,8,13,33,56,167,56,8,6,5,4,4,9,0,368,0,0,0,7,16,19,46,28,11,0,3,7,3,0,8,142,0,0,0,0,0,3,8,8,4,0,0,0,0,0,3,34,0,0,0,0,8,15,55,30,4,4,7,9,6,0,7,149,54,163,957,622,472,258,473,219,18,7,14,14,12,4,104,3400,0,0,0,19,29,21,30,27,0,10,4,3,0,0,3,147,0,0,0,16,38,22,33,21,6,4,6,8,0,3,10,165,14,33,147,126,157,175,472,264,47,44,26,50,31,17,56,1663,165,560,1564,1167,1452,1133,3079,2053,318,238,244,307,150,60,352,12837
SED53602,0,0,0,15,85,66,284,194,47,25,31,38,20,0,13,813,5,0,3,23,89,25,9,11,0,0,0,0,0,0,3,177,0,4,12,30,35,34,43,15,3,0,0,0,0,0,6,181,0,0,3,14,65,55,102,43,0,4,0,5,0,0,5,295,0,3,4,19,17,13,50,26,3,3,8,23,0,0,0,171,0,0,0,0,0,5,15,24,3,9,4,4,0,0,0,63,0,0,0,3,32,44,190,108,46,12,29,20,0,0,12,506,24,114,584,355,255,125,157,64,6,7,7,7,4,0,57,1787,0,0,4,11,3,14,19,3,4,0,3,0,5,0,0,76,0,0,0,173,852,577,569,380,78,79,67,98,48,7,130,3070,21,28,251,272,420,1009,2122,1043,312,270,305,328,104,27,145,6658,118,413,1372,1446,2671,2828,5339,3140,726,664,772,891,318,77,616,21385
SED53701,0,0,0,4,19,9,59,103,21,13,24,23,8,3,8,295,4,0,6,4,13,0,3,0,0,0,0,0,0,0,0,34,0,0,3,6,0,5,12,0,0,0,0,0,0,0,0,37,0,0,3,13,26,49,131,58,7,4,6,12,5,7,4,321,0,4,6,0,0,0,3,3,0,0,0,3,0,0,0,19,0,0,0,0,0,0,10,4,0,0,18,28,13,0,0,68,0,0,0,0,6,3,17,10,5,0,12,3,7,0,9,73,48,185,744,519,372,233,506,168,9,11,9,22,3,0,130,2965,0,0,13,19,12,10,8,14,0,0,5,0,3,0,3,92,0,0,0,5,15,3,9,12,0,0,0,0,4,0,8,57,11,27,113,68,76,56,118,64,12,12,14,63,15,106,32,790,116,371,1050,902,887,607,1204,666,97,76,126,213,90,117,278,6792
SED53802,0,0,0,24,61,78,165,199,49,20,25,30,9,6,11,667,12,10,15,17,71,19,26,27,0,0,0,0,0,0,4,201,0,3,15,35,62,48,66,18,4,0,0,0,0,0,9,265,0,3,7,41,174,144,224,65,8,0,0,11,6,0,6,691,0,4,10,22,19,17,37,38,6,10,5,26,4,0,4,209,0,0,0,0,0,0,24,51,0,9,6,16,4,0,4,120,0,0,0,9,19,26,70,47,15,7,10,4,4,0,9,232,36,112,523,298,339,172,285,153,15,12,18,12,4,3,33,2017,0,0,3,13,13,19,18,28,5,5,8,10,3,0,3,127,0,0,3,178,521,276,245,181,51,33,17,29,16,0,58,1613,38,40,208,276,351,551,869,606,204,125,128,156,52,11,73,3701,210,801,1626,1520,2485,2116,3994,3037,714,509,549,743,268,46,386,19000
SED53902,0,0,0,7,51,21,56,83,14,14,14,9,11,5,7,298,24,3,8,5,73,19,14,18,3,0,3,0,0,0,8,188,0,7,19,31,46,48,67,23,9,6,4,4,3,0,8,260,0,5,12,88,214,236,305,72,3,9,6,9,14,5,14,992,0,0,14,17,22,23,27,28,6,0,10,48,8,0,4,200,0,0,0,0,5,3,19,45,0,4,7,4,0,0,4,89,0,0,0,4,22,12,51,32,5,3,7,7,6,3,4,159,48,142,532,432,485,323,468,248,11,15,28,23,12,10,71,2860,0,5,13,11,18,32,34,29,4,3,7,7,3,0,6,171,0,0,0,123,230,90,77,79,10,16,27,29,14,4,39,739,49,63,151,191,275,448,589,385,103,97,124,148,71,17,61,2768,263,775,1316,1318,2090,1833,2895,2141,409,371,486,608,262,72,347,15185
SED54006,0,0,0,4,18,21,127,226,59,45,47,53,7,0,10,618,0,0,0,4,8,4,0,5,0,0,0,0,0,0,0,20,0,0,5,9,7,7,7,6,0,0,0,0,0,0,0,44,0,0,9,11,32,50,245,80,9,8,17,8,0,0,3,473,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,7,13,5,0,5,7,0,0,0,40,0,0,0,0,8,5,33,23,6,5,0,4,0,0,8,90,75,171,994,634,409,223,507,203,17,3,11,12,0,0,152,3415,0,3,15,28,8,11,23,9,0,0,0,0,3,0,3,108,0,0,0,3,10,0,8,4,0,4,0,6,0,0,0,41,3,18,76,65,79,63,143,65,5,3,19,14,16,4,58,622,159,412,1306,1029,920,622,1573,911,125,119,151,187,58,26,344,7937
SED54104,5,0,4,5,25,17,58,58,19,13,14,29,9,0,5,252,7,0,4,5,52,10,14,16,0,0,9,3,5,0,7,128,7,4,28,77,89,84,137,78,19,23,32,48,51,13,10,690,0,5,17,66,132,129,332,97,9,15,10,17,18,4,5,876,5,8,6,25,42,23,36,43,6,6,11,19,13,0,0,250,0,0,0,10,54,11,21,21,7,5,0,5,5,0,11,148,0,0,0,10,8,18,44,35,6,5,13,17,0,5,7,166,59,183,629,504,538,456,811,403,55,90,52,75,60,34,77,4028,0,3,23,41,46,42,113,84,20,24,25,30,45,23,13,534,0,0,0,43,48,16,31,30,15,16,19,38,8,4,5,263,25,35,150,149,259,291,558,420,119,129,156,231,126,19,36,2705,203,473,1196,1507,2141,1808,3578,2490,590,711,761,1143,746,186,303,17835
SED54203,0,0,0,4,20,22,89,97,19,16,16,26,3,9,7,327,0,0,0,3,19,0,8,0,3,0,4,0,0,0,0,41,0,0,3,9,10,5,8,8,5,0,0,3,0,0,0,54,0,0,5,19,33,63,193,38,3,4,3,7,4,0,4,372,0,0,3,0,4,0,11,10,3,0,4,7,3,0,0,53,0,0,0,0,0,0,9,11,3,0,10,9,0,0,0,46,0,0,0,0,3,9,37,28,10,13,10,9,0,4,7,121,28,140,586,420,414,230,401,198,25,18,29,51,15,5,105,2659,0,7,10,14,13,21,16,14,0,3,19,14,11,9,7,167,0,0,0,3,50,31,23,20,0,3,0,0,7,0,7,149,3,31,97,69,126,130,287,177,31,29,66,112,41,12,28,1233,88,320,866,817,1100,870,1762,1092,165,141,263,414,132,55,263,8343
SED54304,0,0,0,14,47,45,117,139,25,24,33,67,22,10,7,554,0,3,5,16,65,33,19,18,6,4,7,6,3,0,7,200,0,9,10,46,63,93,163,78,23,24,26,31,34,0,14,617,0,3,10,21,94,118,242,66,8,4,15,33,14,14,15,659,0,0,3,15,14,5,27,20,0,8,10,23,3,0,0,141,0,0,0,0,8,8,34,102,13,8,17,27,7,0,6,242,0,0,0,7,10,18,101,68,22,26,15,30,16,6,8,334,20,74,466,467,572,482,858,440,64,74,83,124,81,42,93,3947,0,4,8,14,35,45,77,68,26,23,32,63,25,12,17,461,0,0,0,138,240,62,78,77,14,27,28,40,14,12,22,752,27,27,142,205,257,407,658,648,198,251,343,555,250,52,93,4096,134,497,1125,1350,2244,2115,4210,3460,850,1083,1440,2017,996,337,563,22435
SED54403,0,0,0,9,41,48,364,491,90,61,77,76,19,5,21,1296,0,0,0,3,22,3,8,8,3,0,0,0,0,0,0,47,0,0,10,13,32,12,35,6,0,0,11,7,0,0,0,126,0,0,0,18,47,86,361,130,7,9,15,34,18,6,11,743,0,0,4,0,4,9,38,28,5,0,7,13,4,0,3,119,0,0,0,0,0,0,4,25,0,0,4,7,0,0,0,47,0,0,0,5,19,22,90,88,19,11,12,22,11,0,10,321,10,60,409,325,373,238,577,299,36,28,25,48,19,8,72,2526,0,0,4,3,4,21,25,24,0,7,3,11,0,0,5,116,0,0,0,4,20,5,14,29,4,8,10,10,0,0,0,96,6,8,77,87,141,163,626,368,69,63,75,125,66,21,52,1942,33,138,629,764,1292,1249,3930,2788,379,372,413,635,256,106,342,13331
SED54505,0,0,0,17,24,24,67,70,4,8,6,4,3,0,4,226,6,0,0,3,31,13,12,6,0,0,0,0,0,0,0,71,0,6,13,80,165,169,396,177,44,31,30,42,28,4,14,1185,0,0,13,32,104,111,222,91,23,8,16,0,5,6,9,645,5,6,5,17,68,126,305,240,27,32,27,48,27,0,0,923,0,0,0,0,22,40,49,38,4,5,8,11,6,3,0,178,0,0,0,10,21,24,32,15,6,11,0,6,0,0,0,128,67,141,574,424,532,263,552,275,29,27,32,40,15,0,56,3026,3,0,4,25,16,34,47,36,10,3,4,6,8,5,0,186,0,0,0,36,65,40,23,18,16,13,10,12,0,0,5,236,28,20,129,163,280,212,488,335,58,59,52,60,24,12,28,1951,166,391,1037,1258,2887,2406,6474,4176,671,578,587,671,331,81,328,22039
SED54605,0,0,0,6,49,38,108,124,21,15,12,29,10,3,9,419,4,0,0,3,15,3,3,7,0,11,0,3,0,0,0,60,0,0,5,18,8,11,11,8,0,0,0,0,0,0,0,67,0,0,8,15,52,49,152,93,7,13,11,17,0,0,4,424,0,0,0,0,5,0,7,0,4,0,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,4,12,16,36,53,8,5,7,3,7,0,5,169,84,286,1834,1208,898,426,956,464,29,29,21,26,27,0,130,6410,0,5,4,10,19,21,25,18,0,7,0,6,5,0,0,121,3,0,0,0,15,10,30,22,4,0,3,5,0,3,5,103,18,28,169,156,141,189,207,135,19,16,14,25,8,3,36,1160,144,530,2300,1731,1652,1133,2289,1453,144,154,128,186,83,35,273,12229
SED54701,0,0,0,3,19,11,70,145,32,27,41,49,23,12,20,449,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,14,3,0,3,13,7,9,15,3,4,0,0,0,0,0,0,56,0,5,8,6,8,22,227,69,8,6,33,41,29,8,6,488,0,0,0,4,0,3,4,14,0,3,0,0,5,0,0,41,0,0,0,0,0,0,3,9,0,0,3,3,0,0,0,23,0,0,0,0,0,3,56,16,18,14,5,6,6,0,3,125,37,141,485,251,174,107,193,81,11,15,15,19,10,0,86,1615,0,4,10,15,8,8,11,8,3,0,0,0,0,0,0,71,0,0,0,0,5,5,6,8,4,3,3,0,3,3,0,43,7,17,60,33,52,43,190,100,27,19,23,45,31,54,29,738,95,272,676,481,605,443,1168,737,150,126,194,251,143,103,262,5704
SED54804,0,0,3,7,25,27,32,33,15,8,6,8,7,5,10,178,3,5,8,3,61,12,18,28,0,7,7,0,0,0,8,161,0,3,7,8,33,45,76,20,3,9,5,3,7,5,5,235,0,0,12,44,88,198,305,134,26,6,48,49,6,5,8,946,0,0,4,6,10,4,19,17,0,0,0,0,0,0,3,69,0,0,0,0,10,5,8,7,6,5,4,5,0,0,0,41,0,0,5,0,9,8,32,19,3,6,0,3,4,0,3,103,51,132,512,442,563,416,784,567,57,54,64,64,50,19,66,3833,0,0,6,26,27,31,50,53,13,13,10,20,11,0,7,275,0,0,0,19,39,15,10,10,0,0,10,3,4,0,3,111,25,29,97,126,225,291,636,521,118,144,131,183,71,9,34,2641,163,438,919,988,1663,1596,3137,2449,352,372,418,528,255,72,271,13611
SED54905,0,0,0,12,37,24,66,57,15,13,21,28,4,5,8,279,4,3,4,10,57,19,6,7,0,7,3,0,0,0,6,134,0,5,11,66,92,103,148,50,11,14,18,18,9,3,3,554,0,3,11,48,87,119,228,97,20,30,12,19,13,0,6,696,0,0,7,8,26,15,38,33,4,3,10,21,0,0,0,178,0,0,0,0,9,16,19,22,0,4,8,3,0,0,0,83,0,0,4,4,22,27,62,35,8,15,0,11,4,5,4,195,54,147,567,468,491,330,548,249,33,35,40,51,30,10,72,3124,0,4,11,16,34,22,62,43,7,9,13,15,13,3,12,264,0,0,0,39,61,32,26,27,19,3,11,12,9,4,3,237,31,33,154,155,256,282,514,370,89,76,105,184,96,21,44,2409,170,414,1070,1266,2116,1792,3106,2125,431,419,512,702,377,79,291,14866
SED55005,0,0,0,6,67,60,371,269,44,46,33,38,12,0,10,958,0,0,0,3,28,13,4,13,0,0,5,0,0,0,0,71,4,5,12,37,125,109,350,156,8,22,15,10,11,0,14,877,0,0,10,52,72,113,519,157,12,8,6,23,3,8,7,997,0,0,6,8,43,67,192,183,13,13,14,25,15,0,9,587,0,0,0,0,4,23,26,37,3,6,13,19,4,0,0,132,0,0,0,4,30,14,85,40,11,15,5,7,0,0,5,218,28,91,734,640,583,310,527,210,14,17,10,10,21,0,65,3258,0,0,5,20,18,13,33,15,4,9,0,4,0,0,0,120,0,0,0,9,40,26,27,37,3,12,3,0,0,0,12,173,7,13,136,149,246,385,952,473,90,84,69,72,33,16,45,2780,79,253,1103,1273,2154,2290,7721,4488,623,609,549,720,271,85,402,22640
SED55102,0,0,0,5,35,30,201,139,24,3,14,8,9,0,19,496,0,0,6,5,33,5,10,15,4,0,0,0,0,0,5,77,0,4,4,17,20,24,54,22,0,0,0,3,0,0,11,174,0,0,3,24,52,89,441,155,17,17,17,20,8,3,25,875,0,0,3,0,8,3,30,20,0,0,0,0,0,0,7,83,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,22,0,0,0,3,7,7,51,36,3,8,5,9,0,0,10,145,36,126,790,607,655,493,1067,383,30,16,13,33,12,7,147,4427,0,0,21,12,17,22,35,21,8,6,0,7,0,0,7,161,0,0,0,0,21,19,30,18,9,0,7,4,0,0,48,149,15,30,111,108,171,231,1026,319,31,29,28,32,16,7,101,2245,91,340,1151,1071,1522,1377,4375,2004,239,170,171,227,99,41,631,13512
SED55202,0,0,0,5,76,61,554,770,107,80,60,74,31,13,21,1850,0,0,4,4,22,10,16,9,0,0,0,0,0,0,0,69,0,4,10,53,92,70,165,44,4,17,5,0,3,0,7,484,0,4,7,40,53,35,126,92,9,0,0,10,0,0,3,383,0,9,9,10,8,17,121,141,9,27,20,31,16,5,5,423,0,0,0,0,0,3,20,27,3,9,4,0,0,0,5,75,0,0,0,9,20,20,171,80,16,15,11,10,3,6,0,364,49,172,1107,706,599,204,264,113,13,4,10,8,15,0,94,3362,0,3,17,8,16,20,19,17,0,0,4,0,0,0,0,105,0,0,0,9,52,21,56,43,5,11,5,13,6,0,10,241,13,27,168,188,250,357,955,504,152,82,63,99,35,18,76,2986,123,499,1635,1487,2083,1628,5316,3977,616,515,539,795,273,89,435,20017
SED55306,0,0,0,0,17,9,54,32,12,3,5,15,5,0,8,166,0,0,5,0,12,0,0,6,0,0,0,0,0,0,0,33,0,3,6,8,11,14,5,10,0,0,0,0,0,0,0,61,0,0,5,38,71,75,174,83,14,19,5,16,11,0,3,519,0,0,0,3,0,0,12,24,0,3,0,3,0,0,0,49,0,0,0,0,0,0,5,20,6,0,0,4,0,0,0,46,0,0,0,0,9,9,35,28,8,0,3,8,0,0,0,96,73,212,965,640,552,298,591,264,37,20,23,43,29,11,128,3891,3,6,8,31,18,21,41,30,3,11,0,4,6,5,6,183,0,0,0,4,7,11,16,20,4,3,0,7,0,0,3,70,17,26,95,86,107,75,186,120,26,25,27,39,18,3,17,876,155,404,1265,1084,1140,784,1613,1039,152,140,126,190,99,45,269,8512
