SED_CODE_2021,M_Emp_wrk_Ft_15_19,M_Emp_wrk_Ft_20_24,M_Emp_wrk_Ft_25_34,M_Emp_wrk_Ft_35_44,M_Emp_wrk_Ft_45_54,M_Emp_wrk_Ft_55_64,M_Emp_wrk_Ft_65_74,M_Emp_wrk_Ft_75_84,M_Emp_wrk_Ft_85_yr_over,M_Emp_wrk_Ft_Tot,M_Emp_wrk_Pt_15_19,M_Emp_wrk_Pt_20_24,M_Emp_wrk_Pt_25_34,M_Emp_wrk_Pt_35_44,M_Emp_wrk_Pt_45_54,M_Emp_wrk_Pt_55_64,M_Emp_wrk_Pt_65_74,M_Emp_wrk_Pt_75_84,M_Emp_wrk_Pt_85_yr_over,M_Emp_wrk_Pt_Tot,M_Emp_a_f_wrk_15_19,M_Emp_a_f_wrk_20_24,M_Emp_a_f_wrk_25_34,M_Emp_a_f_wrk_35_44,M_Emp_a_f_wrk_45_54,M_Emp_a_f_wrk_55_64,M_Emp_a_f_wrk_65_74,M_Emp_a_f_wrk_75_84,M_Emp_a_f_wrk_85_yr_over,M_Emp_a_f_wrk_Tot,M_Hr_wrk_ns_15_19,M_Hr_wrk_ns_20_24,M_Hr_wrk_ns_25_34,M_Hr_wrk_ns_35_44,M_Hr_wrk_ns_45_54,M_Hr_wrk_ns_55_64,M_Hr_wrk_ns_65_74,M_Hr_wrk_ns_75_84,M_Hr_wrk_ns_85_yr_over,M_Hr_wrk_ns_Tot,M_Tot_emp_15_19,M_Tot_emp_20_24,M_Tot_emp_25_34,M_Tot_emp_35_44,M_Tot_emp_45_54,M_Tot_emp_55_64,M_Tot_emp_65_74,M_Tot_emp_75_84,M_Tot_emp_85_yr_over,M_Tot_emp_Tot,M_UE_lk_fr_Ft_wrk_15_19,M_UE_lk_fr_Ft_wrk_20_24,M_UE_lk_fr_Ft_wrk_25_34,M_UE_lk_fr_Ft_wrk_35_44,M_UE_lk_fr_Ft_wrk_45_54,M_UE_lk_fr_Ft_wrk_55_64,M_UE_lk_fr_Ft_wrk_65_74,M_UE_lk_fr_Ft_wrk_75_84,M_UE_lk_for_Ft_wrk_85_over,M_UE_looking_for_Ft_wk_Tot,M_UE_lk_for_Pt_wk_15_19,M_UE_lk_for_Pt_wk_20_24,M_UE_lk_for_Pt_wk_25_34,M_UE_lk_for_Pt_wk_35_44,M_UE_lk_for_Pt_wk_45_54,M_UE_lk_for_Pt_wk_55_64,M_UE_lk_for_Pt_wk_65_74,M_UE_lk_for_Pt_wk_75_84,M_UE_looking_for_Pt_wk_85_ov,M_UE_lk_for_Pt_wrk_Tot,M_Tot_unemp_15_19,M_Tot_unemp_20_24,M_Tot_unemp_25_34,M_Tot_unemp_35_44,M_Tot_unemp_45_54,M_Tot_unemp_55_64,M_Tot_unemp_65_74,M_Tot_unemp_75_84,M_Tot_unemp_85_yr_over,M_Tot_unemp_Total,M_Tot_LF_15_19_yr,M_Tot_LF_20_24_yr,M_Tot_LF_25_34_yr,M_Tot_LF_35_44_yr,M_Tot_LF_45_54_yr,M_Tot_LF_55_64_yr,M_Tot_LF_65_74_yr,M_Tot_LF_75_84_yr,M_Tot_LF_85_yr_over,M_Tot_LF_Tot,M_NILF_15_19_yr,M_NILF_20_24_yr,M_NILF_25_34_yr,M_NILF_35_44_yr,M_NILF_45_54_yr,M_NILF_55_64_yr,M_NILF_65_74_yr,M_NILF_75_84_yr,M_NILF_85_yr_over,M_NILF_Tot,M_LF_st_ns_15_19,M_LF_st_ns_20_24,M_LF_st_ns_25_34,M_LF_st_ns_35_44,M_LF_st_ns_45_54,M_LF_st_ns_55_64,M_LF_st_ns_65_74,M_LF_st_ns_75_84,M_LF_st_ns_85_yr_over,M_LF_st_ns_Total,M_Tot_15_19_yr,M_Tot_20_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Emp_wrk_Ft_15_19,F_Emp_wrk_Ft_20_24,F_Emp_wrk_Ft_25_34,F_Emp_wrk_Ft_35_44,F_Emp_wrk_Ft_45_54,F_Emp_wrk_Ft_55_64,F_Emp_wrk_Ft_65_74,F_Emp_wrk_Ft_75_84,F_Emp_wrk_Ft_85_yr_over,F_Emp_wrk_Ft_Tot,F_Emp_wrk_Pt_15_19,F_Emp_wrk_Pt_20_24,F_Emp_wrk_Pt_25_34,F_Emp_wrk_Pt_35_44,F_Emp_wrk_Pt_45_54,F_Emp_wrk_Pt_55_64,F_Emp_wrk_Pt_65_74,F_Emp_wrk_Pt_75_84,F_Emp_wrk_Pt_85ov,F_Emp_wrk_Pt_Tot,F_Emp_a_f_wrk_15_19,F_Emp_a_f_wrk_20_24,F_Emp_a_f_wrk_25_34,F_Emp_a_f_wrk_35_44,F_Emp_a_f_wrk_45_54,F_Emp_a_f_wrk_55_64,F_Emp_a_f_wrk_65_74,F_Emp_a_f_wrk_75_84,F_Emp_a_f_wrk_85ov,F_Emp_a_f_wrk_Tot,F_Hr_wrk_ns_15_19,F_Hr_wrk_ns_20_24,F_Hr_wrk_ns_25_34,F_Hr_wrk_ns_35_44,F_Hr_wrk_ns_45_54,F_Hr_wrk_ns_55_64,F_Hr_wrk_ns_65_74,F_Hr_wrk_ns_75_84,F_Hr_wrk_ns_85_yr_over,F_Hr_wrk_ns_Tot,F_Tot_emp_15_19_yr,F_Tot_emp_20_24_yr,F_Tot_emp_25_34_yr,F_Tot_emp_35_44_yr,F_Tot_emp_45_54_yr,F_Tot_emp_55_64_yr,F_Tot_emp_65_74_yr,F_Tot_emp_75_84_yr,F_Tot_emp_85_yr_over,F_Tot_emp_Tot,F_UE_lk_fr_Ft_wrk_15_19,F_UE_lk_fr_Ft_wrk_20_24,F_UE_lk_fr_Ft_wrk_25_34,F_UE_lk_fr_Ft_wrk_35_44,F_UE_lk_fr_Ft_wrk_45_54,F_UE_lk_fr_Ft_wrk_55_64,F_UE_lk_fr_Ft_wrk_65_74,F_UE_lk_fr_Ft_wrk_75_84,F_UE_lk_for_Ft_wrk_85_over,F_UE_looking_for_Ft_wk_Tot,F_UE_lk_for_Pt_wk_15_19,F_UE_lk_for_Pt_wk_20_24,F_UE_lk_for_Pt_wk_25_34,F_UE_lk_for_Pt_wk_35_44,F_UE_lk_for_Pt_wk_45_54,F_UE_lk_for_Pt_wk_55_64,F_UE_lk_for_Pt_wk_65_74,F_UE_lk_for_Pt_wk_75_84,F_UE_looking_for_Pt_wk_85_ov,F_UE_lk_for_Pt_wrk_Tot,F_Tot_unemp_15_19,F_Tot_unemp_20_24,F_Tot_unemp_25_34,F_Tot_unemp_35_44,F_Tot_unemp_45_54,F_Tot_unemp_55_64,F_Tot_unemp_65_74,F_Tot_unemp_75_84,F_Tot_unemp_85_yr_over,F_Tot_unemp_Total
SED53402,76,428,2341,2554,1825,1200,236,15,0,8687,332,466,614,416,320,312,222,25,3,2718,11,30,71,84,62,64,12,3,0,346,3,26,49,42,18,18,6,4,0,174,424,951,3083,3100,2225,1595,481,51,3,11918,19,37,78,78,84,88,8,0,0,393,57,33,54,15,15,30,19,0,0,222,81,73,139,86,97,121,24,0,0,611,503,1024,3217,3191,2320,1716,506,51,3,12529,405,152,241,228,275,500,1152,732,279,3956,39,54,163,133,102,90,68,59,42,748,945,1231,3614,3553,2704,2300,1722,842,328,17237,30,403,1892,1396,1309,759,131,3,0,5923,379,624,1048,1202,891,670,241,18,0,5080,19,27,196,150,56,69,19,5,0,539,4,25,34,29,16,8,0,0,0,119,436,1080,3173,2778,2272,1502,396,27,0,11663,3,28,80,47,46,31,10,0,0,244,72,37,50,64,54,41,9,0,0,337,77,65,126,118,108,73,15,0,0,583
SED53502,188,710,2045,2071,1849,1423,306,16,0,8618,400,351,383,301,262,312,201,44,4,2259,13,27,101,81,71,95,27,0,0,421,6,27,68,49,37,25,10,5,5,226,609,1118,2595,2503,2227,1860,540,67,8,11521,45,100,117,74,88,66,11,0,0,496,82,46,27,18,18,21,15,6,0,218,123,140,140,96,99,89,25,6,0,718,731,1257,2743,2600,2326,1946,564,64,8,12237,605,152,262,289,357,609,1372,973,291,4908,61,76,211,197,197,156,111,117,97,1222,1399,1485,3211,3086,2878,2706,2047,1160,395,18363,80,477,1257,1137,1210,820,119,4,0,5113,535,497,968,1075,916,794,245,21,4,5060,16,37,186,114,81,104,23,0,0,565,12,22,40,19,23,20,3,0,0,147,645,1031,2450,2352,2233,1742,396,29,4,10876,34,31,52,39,50,42,3,0,0,252,78,41,72,65,49,49,7,0,0,362,106,78,124,107,102,87,7,0,0,617
SED53602,102,588,2042,1898,1502,1085,235,17,0,7476,370,514,674,462,404,384,167,26,4,3007,11,23,54,49,44,59,26,0,0,271,18,42,102,68,52,35,12,0,0,325,499,1174,2870,2480,2001,1565,445,35,0,11068,40,110,157,118,102,91,6,5,0,635,88,57,44,25,30,39,4,5,0,296,130,166,207,149,133,125,11,9,0,933,630,1335,3074,2624,2132,1694,460,45,0,12000,750,309,345,370,504,729,1430,879,232,5552,78,145,239,222,181,105,89,86,62,1213,1457,1799,3656,3215,2822,2526,1977,1014,299,18771,61,372,1105,943,922,619,96,3,0,4123,414,615,1027,950,820,640,202,14,0,4687,17,50,101,74,53,49,30,0,0,370,14,30,66,44,41,27,12,5,0,239,509,1069,2294,2018,1825,1335,330,18,0,9408,39,51,70,75,76,43,3,0,0,355,108,58,92,99,58,62,11,0,0,493,149,108,159,173,137,100,16,0,0,851
SED53701,183,443,1114,1378,1632,1663,497,90,8,7015,153,88,157,171,230,414,306,102,15,1634,16,20,60,87,121,153,58,14,0,539,12,23,47,46,46,43,30,17,5,263,363,576,1385,1684,2029,2270,887,227,29,9446,18,46,49,56,67,64,19,0,0,319,28,7,6,10,15,25,13,0,0,106,46,60,59,62,81,86,30,3,0,422,409,634,1440,1748,2105,2355,919,225,28,9875,392,83,121,142,232,672,1951,1095,240,4932,91,116,290,327,381,429,358,188,41,2231,899,832,1854,2219,2723,3454,3226,1514,309,17035,86,258,570,663,918,826,195,34,0,3550,261,160,470,776,782,876,334,64,4,3725,15,27,96,77,93,99,32,0,0,449,10,16,28,22,30,22,18,8,0,150,377,456,1169,1536,1823,1825,581,109,8,7884,17,18,19,17,47,27,3,0,0,148,17,13,18,24,35,32,7,0,0,151,32,29,40,46,80,54,11,0,0,302
SED53802,96,475,2276,2156,1698,1215,299,25,5,8237,390,504,595,441,318,373,243,46,3,2911,16,22,62,61,59,49,15,4,0,287,7,37,87,23,25,26,9,3,3,220,503,1034,3011,2686,2095,1664,565,75,9,11652,30,64,101,91,92,66,15,0,0,452,91,48,44,20,19,24,17,0,0,263,116,112,145,107,107,90,31,0,0,716,618,1146,3162,2795,2208,1755,597,78,9,12364,531,232,260,248,305,500,1356,1095,355,4878,42,72,167,147,96,86,48,51,18,725,1192,1450,3583,3187,2612,2342,2002,1227,379,17970,39,409,1529,1160,1075,730,155,5,0,5110,429,584,998,1095,862,754,283,31,5,5037,12,41,174,105,41,71,22,4,0,466,6,26,55,29,27,18,0,0,0,176,482,1059,2752,2387,2015,1578,462,43,5,10789,5,26,61,59,52,51,3,0,0,258,96,33,72,66,60,50,11,0,0,400,106,57,133,129,116,94,14,0,0,656
SED53902,76,423,2053,2075,1827,1254,291,25,0,8013,321,484,603,344,309,393,265,71,11,2801,14,27,62,54,43,50,19,5,0,277,0,19,51,52,19,13,4,0,0,169,407,957,2773,2526,2197,1713,578,101,12,11258,12,36,82,59,69,67,7,0,0,342,76,42,35,19,15,19,13,0,0,230,84,76,127,80,91,87,24,5,0,570,492,1031,2894,2601,2284,1805,602,99,12,11828,445,180,213,182,232,421,1069,971,519,4243,21,41,121,124,97,71,64,84,55,685,964,1254,3229,2916,2611,2296,1737,1156,581,16753,28,358,1662,1227,1134,801,134,6,0,5353,426,701,942,1050,875,717,302,35,0,5052,25,33,165,125,51,54,27,13,0,487,6,17,35,22,12,13,4,0,0,113,480,1103,2804,2428,2075,1587,471,56,7,11008,10,21,41,47,44,29,0,0,0,193,79,48,49,54,46,30,10,3,0,319,94,67,89,99,89,58,10,3,0,513
SED54006,252,491,1241,1555,1733,1335,298,33,5,6946,327,176,211,201,224,313,233,61,8,1749,34,28,74,90,114,125,43,0,0,513,15,19,52,40,48,34,15,7,0,236,631,723,1583,1894,2114,1808,583,95,11,9438,46,59,88,82,71,66,8,0,0,418,51,15,14,19,8,28,19,0,0,147,96,72,106,98,80,92,25,0,0,563,729,794,1689,1993,2187,1901,611,95,11,10008,567,98,159,220,278,683,1845,1186,319,5357,82,54,100,132,159,145,131,90,51,940,1383,943,1949,2337,2627,2729,2587,1372,384,16299,124,298,588,769,1012,638,91,10,0,3530,551,273,655,963,936,834,269,31,3,4505,26,33,121,76,84,115,25,0,0,485,24,23,22,33,31,23,10,6,0,166,713,630,1392,1841,2062,1602,391,41,4,8684,40,32,36,34,49,37,8,0,0,232,72,29,48,69,42,41,7,0,0,314,119,58,85,103,87,81,14,0,0,541
SED54104,38,423,2066,2113,1954,1368,447,59,3,8473,544,692,515,320,278,393,403,142,7,3311,35,51,70,53,47,58,32,8,0,351,10,14,24,35,21,12,11,5,3,127,629,1182,2680,2513,2309,1840,891,212,21,12264,6,48,65,53,72,55,14,4,0,316,119,83,52,12,15,21,19,0,0,314,125,128,118,65,91,72,33,4,0,631,754,1309,2793,2579,2395,1915,924,217,21,12896,791,493,370,191,213,454,1281,1120,406,5325,53,81,164,158,137,124,160,135,64,1073,1593,1885,3333,2924,2743,2497,2358,1472,486,19296,27,384,1713,1224,1237,821,176,24,0,5603,651,1013,838,1020,1002,851,428,75,9,5878,37,66,151,144,64,76,32,6,0,570,10,17,29,24,20,16,4,4,0,137,724,1477,2727,2404,2327,1766,639,103,10,12179,9,22,49,48,55,38,5,0,0,220,104,71,51,62,35,44,10,0,0,376,111,92,101,110,96,80,17,0,0,594
SED54203,108,516,2231,2212,2197,1633,331,27,0,9246,110,84,234,262,245,292,141,23,3,1398,22,63,271,313,329,457,165,14,0,1637,12,18,65,57,63,40,10,9,0,281,258,676,2797,2840,2831,2426,648,73,6,12557,12,22,50,36,45,41,16,0,0,226,16,4,9,11,19,20,8,0,0,88,25,29,58,49,57,58,24,0,0,310,286,709,2860,2892,2892,2482,671,75,7,12870,216,130,241,221,268,740,2125,880,105,4913,119,331,1310,1224,1304,971,441,148,18,5860,623,1168,4405,4337,4456,4190,3241,1099,128,23642,63,349,985,721,787,639,143,6,0,3696,112,142,450,496,358,400,127,13,0,2092,28,65,228,224,216,375,103,6,0,1243,13,22,32,31,29,26,14,8,0,168,214,576,1696,1482,1385,1435,388,35,0,7202,13,21,26,18,19,14,4,0,0,121,9,9,23,19,17,19,5,0,0,108,24,26,52,37,37,35,8,0,0,230
SED54304,65,672,4330,3581,2311,1560,347,30,0,12885,283,660,1074,541,351,378,269,69,3,3619,21,43,149,132,115,76,27,3,0,567,9,34,106,55,21,15,4,4,0,246,370,1404,5653,4312,2795,2029,653,104,6,17315,9,52,170,133,93,103,20,5,0,587,57,65,67,35,23,26,10,0,0,280,65,120,239,168,112,132,30,4,0,867,440,1516,5891,4476,2909,2160,680,101,6,18183,346,389,500,300,332,562,1045,623,234,4332,66,239,809,598,484,386,215,117,49,2961,845,2148,7199,5370,3726,3109,1951,845,286,25480,47,634,3547,1863,1383,832,125,3,0,8441,378,916,1630,1228,872,635,250,30,0,5948,22,68,238,189,65,76,21,0,0,675,3,34,90,33,17,10,4,0,0,198,460,1654,5507,3310,2338,1553,401,35,0,15268,8,51,119,74,64,42,0,0,0,353,59,65,99,59,41,33,5,6,0,368,60,115,216,132,108,76,7,6,0,719
SED54403,279,970,4558,5118,4168,2729,439,14,0,18279,321,129,410,374,323,260,72,10,0,1909,25,52,298,358,320,269,67,9,0,1385,9,30,123,116,51,46,10,0,0,388,635,1182,5390,5964,4868,3300,585,33,0,21957,42,59,68,66,55,53,5,0,0,346,50,17,19,13,15,12,7,0,0,137,88,75,90,79,72,63,13,4,0,479,728,1258,5474,6043,4937,3364,597,34,0,22437,403,167,312,283,263,441,789,286,30,2975,236,528,2617,2917,2484,1740,453,78,10,11053,1362,1950,8407,9241,7688,5546,1838,400,42,36469,142,663,2175,1757,1522,826,122,0,0,7205,325,173,836,947,521,279,74,6,0,3155,15,64,297,156,130,136,40,0,0,838,25,28,73,43,16,28,0,0,0,212,502,930,3377,2903,2200,1259,234,6,0,11415,28,29,44,51,38,29,0,0,0,215,37,16,50,38,25,16,3,0,0,188,61,41,96,93,64,48,4,0,0,405
SED54505,97,384,1098,2244,2345,1317,311,19,0,7822,525,517,307,287,340,360,341,70,8,2752,13,24,32,48,44,57,29,3,0,251,5,19,24,25,34,16,9,5,0,130,643,950,1466,2602,2759,1748,683,97,8,10954,19,40,52,66,88,63,10,0,0,336,115,76,28,14,20,22,16,0,0,289,136,115,86,77,106,80,25,0,0,626,779,1067,1554,2685,2865,1830,701,97,8,11582,948,234,139,149,184,492,1574,1115,385,5213,22,25,40,48,51,40,24,40,28,319,1753,1321,1726,2877,3099,2366,2303,1247,417,17114,28,303,751,1240,1288,733,137,4,0,4488,698,573,513,1286,1207,809,305,36,0,5421,11,30,73,76,42,75,25,0,0,345,6,7,15,29,20,8,5,0,0,93,743,914,1358,2628,2553,1630,472,42,0,10341,7,18,41,65,31,15,0,0,0,175,121,54,42,92,64,32,9,0,0,410,131,66,79,158,97,52,10,0,0,589
SED54605,163,587,1409,1331,1499,1319,227,12,0,6540,279,221,261,212,188,322,174,29,0,1683,13,37,88,72,82,118,34,0,0,444,14,28,38,31,31,14,3,3,5,164,470,873,1790,1647,1794,1774,435,45,3,8839,41,88,137,88,119,87,20,0,0,574,96,34,29,21,27,25,18,0,0,244,140,118,165,107,144,116,34,0,3,819,604,986,1957,1755,1936,1888,471,45,9,9653,424,115,209,204,350,748,1749,1281,404,5485,53,203,308,203,158,138,98,123,101,1373,1082,1309,2477,2159,2447,2774,2318,1447,509,16505,80,325,670,745,879,691,107,4,0,3494,383,356,591,752,794,802,232,22,0,3924,6,32,128,75,70,90,30,0,0,437,10,14,30,22,20,24,4,4,4,127,479,728,1421,1590,1769,1601,361,22,5,7985,18,45,46,53,70,33,3,0,0,279,83,24,53,71,68,56,16,0,0,370,104,78,97,125,136,92,14,5,0,646
SED54701,247,598,1495,1559,1739,1606,495,90,11,7832,186,96,199,197,221,332,260,68,11,1578,22,22,77,62,66,94,42,13,0,397,23,23,50,51,38,38,12,6,0,249,472,739,1820,1877,2059,2073,815,171,20,10050,25,31,36,46,41,42,5,0,0,227,29,3,16,14,14,21,11,0,0,111,55,40,52,60,50,70,12,0,0,342,524,775,1875,1935,2113,2142,828,178,20,10395,421,77,133,158,243,471,1139,831,239,3707,105,132,264,283,331,291,208,128,45,1791,1057,986,2272,2374,2684,2905,2170,1137,305,15897,116,325,661,665,906,749,196,26,4,3653,235,225,623,873,738,733,302,48,0,3781,20,37,118,78,61,86,25,5,0,423,21,12,32,24,28,28,10,3,0,154,386,599,1437,1636,1732,1594,532,83,4,8006,11,13,26,26,29,11,4,0,0,114,17,13,23,29,19,28,7,0,0,141,28,24,50,57,45,38,9,0,0,252
SED54804,95,425,2526,2629,1960,1164,224,16,0,9032,397,360,438,306,286,337,250,59,4,2420,18,17,93,122,59,66,17,9,0,407,7,13,58,39,24,11,5,3,0,161,508,812,3116,3090,2324,1578,488,88,4,12022,15,36,63,51,64,52,14,0,0,296,93,33,28,16,9,20,9,0,0,205,109,66,90,67,77,66,18,6,0,498,618,881,3209,3158,2394,1642,514,94,4,12520,427,121,156,167,224,430,1033,813,364,3738,32,39,203,149,104,70,77,77,74,825,1075,1040,3571,3469,2723,2151,1623,988,438,17082,27,435,2293,1455,1200,699,111,9,0,6232,476,604,1098,1326,1006,794,278,30,0,5617,25,37,236,168,63,79,16,6,0,625,0,16,48,29,18,13,6,6,3,137,535,1090,3672,2975,2289,1581,409,51,4,12607,7,21,46,39,33,22,4,0,0,180,79,29,40,47,40,30,9,0,0,275,86,51,88,88,70,53,8,0,0,451
SED54905,90,533,1999,2020,1752,1342,347,47,4,8125,416,688,519,298,241,308,365,82,3,2923,34,28,70,58,48,62,28,0,0,329,6,19,47,28,16,12,3,4,0,144,542,1277,2634,2409,2054,1715,748,131,9,11519,12,41,83,50,64,65,23,0,0,345,90,66,32,9,14,18,15,4,0,253,105,107,120,62,77,82,42,7,0,598,648,1385,2752,2468,2133,1802,789,135,9,12118,712,262,246,157,187,423,1306,867,359,4525,22,69,158,102,87,77,79,85,76,751,1384,1715,3158,2727,2413,2297,2174,1081,444,17392,36,473,1661,1081,1185,837,170,12,0,5453,495,790,824,983,869,772,378,56,3,5160,23,42,135,126,41,67,17,5,0,459,4,15,32,28,9,17,7,0,0,112,562,1322,2648,2214,2103,1691,575,64,7,11181,7,23,49,39,44,29,4,0,0,187,56,54,44,51,30,50,21,0,0,301,63,77,95,93,68,78,26,0,0,491
SED55005,206,652,1897,2902,2362,1387,269,6,0,9682,512,518,433,404,337,298,205,29,0,2748,14,21,50,87,71,75,26,0,0,350,7,29,74,59,45,35,7,0,0,267,741,1214,2458,3449,2820,1808,512,36,0,13043,43,82,119,96,80,65,14,0,0,499,132,72,38,17,15,22,13,0,0,309,178,153,153,112,93,86,23,0,0,807,916,1372,2615,3564,2917,1893,534,41,0,13854,833,258,260,246,262,397,1172,634,193,4250,58,48,122,113,99,55,48,34,28,610,1809,1679,2993,3919,3269,2348,1752,704,223,18704,77,450,1150,1473,1368,709,117,5,0,5341,597,633,893,1436,1087,691,178,14,0,5533,21,29,142,115,58,68,11,0,0,448,8,26,62,40,31,12,0,0,0,176,706,1139,2242,3061,2549,1479,306,17,0,11500,32,58,67,70,68,35,3,0,0,329,142,51,86,92,54,45,8,0,0,482,178,111,151,166,128,79,13,0,0,812
SED55102,255,625,1770,2283,2177,1416,318,32,4,8889,499,294,262,249,270,281,230,54,8,2142,35,24,112,121,107,106,19,3,0,529,16,39,67,56,35,31,7,3,0,261,800,989,2205,2710,2591,1843,580,87,7,11817,40,65,88,46,62,44,19,0,0,366,114,34,13,11,12,26,18,0,0,225,156,96,101,61,79,70,27,0,0,589,955,1083,2303,2771,2669,1914,605,91,7,12402,724,351,794,718,533,550,1097,654,138,5568,65,57,127,164,140,93,74,29,17,767,1749,1487,3226,3657,3344,2557,1774,775,158,18735,107,436,1076,1300,1393,842,129,5,0,5285,664,441,955,1262,1050,780,243,24,5,5424,28,34,179,105,81,70,19,3,0,524,23,34,52,35,32,21,6,4,0,209,820,946,2266,2701,2564,1707,394,42,6,11442,23,43,49,58,51,41,4,0,0,264,115,24,52,68,38,23,9,0,0,329,137,65,100,121,90,65,16,0,0,593
SED55202,143,625,1803,2220,1786,1251,256,13,0,8099,377,437,476,471,353,296,193,23,0,2625,19,21,61,66,56,73,29,3,0,339,16,38,79,64,47,26,3,0,0,281,562,1128,2419,2816,2253,1649,490,42,3,11352,41,95,144,144,109,81,15,0,0,625,99,48,43,29,36,34,14,0,0,302,147,138,185,173,148,110,19,0,0,929,709,1263,2605,2989,2395,1766,514,41,3,12278,648,222,321,331,347,563,1468,1058,313,5266,64,85,193,211,159,107,95,68,65,1052,1418,1565,3121,3534,2906,2433,2075,1167,382,18600,68,321,993,985,1058,664,121,0,0,4213,468,548,892,1036,783,705,222,27,0,4690,16,32,120,100,47,64,15,3,0,391,13,32,33,40,25,18,5,3,0,167,565,938,2034,2157,1920,1446,366,26,4,9458,28,47,80,79,69,36,9,0,0,342,124,84,82,91,71,52,7,0,0,503,151,132,157,175,136,85,14,0,0,844
SED55306,210,399,1171,1671,1744,1239,307,39,3,6780,478,172,281,322,367,505,383,51,6,2571,38,28,85,138,130,120,37,13,4,581,21,8,29,34,39,18,10,7,4,168,751,613,1560,2159,2278,1878,735,107,14,10097,22,26,60,32,42,29,3,0,0,219,46,17,14,20,16,19,16,0,0,138,67,46,77,51,58,42,17,0,0,356,824,657,1635,2210,2334,1921,747,107,14,10456,387,82,138,158,233,549,1821,1236,361,4965,51,31,156,158,157,164,155,110,39,1025,1264,768,1933,2526,2725,2638,2727,1454,418,16452,118,240,701,842,1112,695,109,17,0,3845,576,270,751,1414,1313,1095,384,36,0,5834,44,26,127,135,100,121,29,3,0,589,13,12,18,36,26,21,7,4,0,137,755,554,1599,2431,2547,1926,537,61,5,10412,13,13,19,22,25,16,0,0,0,97,49,7,26,36,39,39,11,0,0,207,54,18,51,57,63,48,11,0,0,301
SED55405,99,723,3159,2490,1659,1060,200,6,0,9395,368,952,1184,510,285,290,192,27,0,3812,16,43,90,91,49,55,14,5,0,360,9,59,96,47,24,19,3,3,0,260,486,1775,4526,3137,2024,1427,411,46,4,13823,28,78,142,107,94,73,10,0,0,526,67,89,84,29,21,24,15,0,0,326,91,167,223,131,113,96,21,5,0,849,575,1941,4750,3271,2134,1522,431,45,4,14673,425,427,458,264,320,540,1046,712,301,4503,54,185,332,218,145,128,122,109,106,1395,1059,2555,5546,3753,2596,2190,1601,865,414,20573,55,572,2146,1350,996,668,99,0,0,5889,468,1019,1440,1203,755,546,209,23,0,5662,36,46,196,139,60,40,17,0,0,541,7,29,62,18,14,11,8,0,0,151,567,1670,3840,2715,1831,1264,326,25,6,12248,13,39,96,60,43,30,0,0,0,282,77,82,90,80,43,34,10,0,0,422,94,119,186,142,85,62,15,0,0,705
SED55504,244,663,2052,2586,2181,1369,263,17,0,9372,515,407,369,314,302,319,215,38,0,2482,16,34,116,106,75,80,17,4,0,448,14,34,73,73,48,33,5,0,0,285,791,1138,2607,3073,2607,1797,504,59,3,12583,28,71,90,61,60,69,8,0,0,390,134,49,21,17,11,15,8,6,0,251,164,116,118,78,70,80,12,3,0,643,951,1254,2724,3153,2675,1874,518,61,3,13229,645,180,208,191,229,374,1159,770,199,3959,42,45,96,98,84,53,39,39,27,519,1649,1482,3034,3436,2986,2305,1725,873,232,17712,99,441,1245,1291,1392,744,102,5,0,5319,680,640,1086,1493,1161,788,225,17,0,6087,28,31,229,124,68,75,13,3,0,568,14,24,43,37,28,29,7,0,0,181,811,1134,2606,2947,2647,1622,351,22,3,12146,24,48,60,49,43,35,3,0,0,256,136,51,56,66,41,38,9,0,0,392,163,97,117,112,83,67,6,0,0,653
SED55605,304,740,1712,2079,2247,1508,185,10,0,8791,537,356,310,205,261,266,123,13,0,2082,27,38,133,111,123,135,22,0,0,588,19,19,67,51,44,22,0,0,0,222,889,1156,2220,2443,2673,1933,342,21,0,11682,84,86,120,88,54,63,8,0,0,508,156,37,35,13,11,17,13,0,0,279,238,123,155,98,74,79,19,0,0,789,1122,1277,2369,2539,2749,2016,362,25,0,12470,733,177,228,209,245,509,983,683,178,3940,77,46,106,128,89,63,38,26,18,604,1930,1504,2708,2881,3082,2589,1385,738,198,17014,105,420,929,1071,1447,724,60,0,0,4760,811,551,923,1251,1225,770,152,12,0,5696,29,58,177,110,90,85,14,0,0,563,16,20,44,32,29,13,5,0,0,161,961,1048,2074,2466,2792,1590,228,14,0,11173,49,46,65,60,64,34,0,0,0,323,143,37,75,83,61,41,9,0,0,457,192,87,140,148,128,80,9,0,0,777
