SED_CODE_2021,M_Part_a_r_mar_0_14,M_Part_a_r_mar_15_24,M_Part_a_r_mar_25_34,M_Part_a_r_mar_35_44,M_Part_a_r_mar_45_54,M_Part_a_r_mar_55_64,M_Part_a_r_mar_65_74,M_Part_a_r_mar_75_84,M_Part_a_r_mar_85ov,M_Part_a_r_mar_Tot,M_Part_de_f_mar_0_14,M_Part_de_f_mar_15_24,M_Part_de_f_mar_25_34,M_Part_de_f_mar_35_44,M_Part_de_f_mar_45_54,M_Part_de_f_mar_55_64,M_Part_de_f_mar_65_74,M_Part_de_f_mar_75_84,M_Part_de_f_mar_85ov,M_Part_de_f_mar_Tot,M_LPar_0_14_yr,M_LPar_15_24_yr,M_LPar_25_34_yr,M_LPar_35_44_yr,M_LPar_45_54_yr,M_LPar_55_64_yr,M_LPar_65_74_yr,M_LPar_75_84_yr,M_LPar_85_yr_over,M_LPar_Tot,M_Child_u_15_0_14_yr,M_Child_u_15_15_24_yr,M_Child_u_15_25_34_yr,M_Child_u_15_35_44_yr,M_Child_u_15_45_54_yr,M_Child_u_15_55_64_yr,M_Child_u_15_65_74_yr,M_Child_u_15_75_84_yr,M_Child_u_15_85_yr_over,M_Child_u_15_Tot,M_Dep_stu15_24_0_14,M_Dep_stu15_24_15_24,M_Dep_stu15_24_25_34,M_Dep_stu15_24_35_44,M_Dep_stu15_24_45_54,M_Dep_stu15_24_55_64,M_Dep_stu15_24_65_74,M_Dep_stu15_24_75_84,M_Dep_stu15_24_85_over,M_Dep_stu15_24_Tot,M_Non_dep_child_0_14,M_Non_dep_child_15_24,M_Non_dep_child_25_34,M_Non_dep_child_35_44,M_Non_dep_child_45_54,M_Non_dep_child_55_64,M_Non_dep_child_65_74,M_Non_dep_child_75_84,M_Non_dep_child_85_over,M_Non_dep_child_Tot,M_Oth_rel_ind_0_14,M_Oth_rel_ind_15_24,M_Oth_rel_ind_25_34,M_Oth_rel_ind_35_44,M_Oth_rel_ind_45_54,M_Oth_rel_ind_55_64,M_Oth_rel_ind_65_74,M_Oth_rel_ind_75_84,M_Oth_rel_ind_85ov,M_Oth_rel_ind_Tot,M_Unrel_ind_liv_fam_hh_0_14,M_Unre_ind_liv_fam_hh_15_24,M_Unre_ind_liv_fam_hh_25_34,M_Unre_ind_liv_fam_hh_35_44,M_Unre_ind_liv_fam_hh_45_54,M_Unre_ind_liv_fam_hh_55_64,M_Unre_ind_liv_fam_hh_65_74,M_Unre_ind_liv_fam_hh_75_84,M_Unrel_ind_liv_fam_hh_85ov,M_Unrel_ind_liv_fam_hh_Tot,M_Group_hh_mem_0_14,M_Group_hh_mem_15_24,M_Group_hh_mem_25_34,M_Group_hh_mem_35_44,M_Group_hh_mem_45_54,M_Group_hh_mem_55_64,M_Group_hh_mem_65_74,M_Group_hh_mem_75_84,M_Group_hh_mem_85ov,M_Group_hh_mem_Tot,M_LPer_0_14_yr,M_LPer_15_24_yr,M_LPer_25_34_yr,M_LPer_35_44_yr,M_LPer_45_54_yr,M_LPer_55_64_yr,M_LPer_65_74_yr,M_LPer_75_84_yr,M_LPer_85_yr_over,M_LPer_Tot,M_Vis_from_within_Aus_0_14,M_Vis_from_within_Aus_15_24,M_Vis_from_within_Aus_25_34,M_Vis_from_within_Aus_35_44,M_Vis_from_within_Aus_45_54,M_Vis_from_within_Aus_55_64,M_Vis_from_within_Aus_65_74,M_Vis_from_within_Aus_75_84,M_Vis_from_within_Aus_85ov,M_Vis_from_within_Aus_Tot,M_OS_vis_0_14_yr,M_OS_vis_15_24_yr,M_OS_vis_25_34_yr,M_OS_vis_35_44_yr,M_OS_vis_45_54_yr,M_OS_vis_55_64_yr,M_OS_vis_65_74_yr,M_OS_vis_75_84_yr,M_OS_vis_85_yr_over,M_Overseas_v_Total,M_Tot_0_14_yr,M_Tot_15_24_yr,M_Tot_25_34_yr,M_Tot_35_44_yr,M_Tot_45_54_yr,M_Tot_55_64_yr,M_Tot_65_74_yr,M_Tot_75_84_yr,M_Tot_85_yr_over,M_Tot_Tot,F_Part_r_mar_0_14,F_Part_r_mar_15_24,F_Part_r_mar_25_34,F_Part_r_mar_35_44,F_Part_r_mar_45_54,F_Part_r_mar_55_64,F_Part_r_mar_65_74,F_Part_r_mar_75_84,F_Part_r_mar_85ov,F_Part_r_mar_Tot,F_Part_de_f_mar_0_14,F_Part_de_f_mar_15_24,F_Part_de_f_mar_25_34,F_Part_de_f_mar_35_44,F_Part_de_f_mar_45_54,F_Part_de_f_mar_55_64,F_Part_de_f_mar_65_74,F_Part_de_f_mar_75_84,F_Part_de_f_mar_85ov,F_Part_de_f_mar_Tot,F_LPar_0_14_yr,F_LPar_15_24_yr,F_LPar_25_34_yr,F_LPar_35_44_yr,F_LPar_45_54_yr,F_LPar_55_64_yr,F_LPar_65_74_yr,F_LPar_75_84_yr,F_LPar_85_yr_over,F_LPar_Tot,F_Child_u_15_0_14_yr,F_Child_u_15_15_24_yr,F_Child_u_15_25_34_yr,F_Child_u_15_35_44_yr,F_Child_u_15_45_54_yr,F_Child_u_15_55_64_yr,F_Child_u_15_65_74_yr,F_Child_u_15_75_84_yr,F_Child_u_15_85_yr_over,F_Child_u_15_Tot,F_Dep_stu15_24_0_14,F_Dep_stu15_24_15_24,F_Dep_stu15_24_25_34,F_Dep_stu15_24_35_44,F_Dep_stu15_24_45_54,F_Dep_stu15_24_55_64,F_Dep_stu15_24_65_74,F_Dep_stu15_24_75_84,F_Dep_stu15_24_85_over,F_Dep_stu15_24_Tot,F_Non_dep_child_0_14,F_Non_dep_child_15_24,F_Non_dep_child_25_34,F_Non_dep_child_35_44,F_Non_dep_child_45_54,F_Non_dep_child_55_64,F_Non_dep_child_65_74,F_Non_dep_child_75_84,F_Non_dep_child_85_over,F_Non_dep_child_Tot,F_Oth_rel_ind_0_14,F_Oth_rel_ind_15_24,F_Oth_rel_ind_25_34,F_Oth_rel_ind_35_44,F_Oth_rel_ind_45_54,F_Oth_rel_ind_55_64,F_Oth_rel_ind_65_74,F_Oth_rel_ind_75_84,F_Oth_rel_ind_85ov,F_Oth_rel_ind_Tot
SED53602,..,41,961,1528,1424,1462,1225,588,114,7337,..,136,483,336,212,133,72,27,3,1415,..,5,28,64,152,96,69,41,13,469,4578,..,..,..,..,..,..,..,..,4578,..,1256,..,..,..,..,..,..,..,1256,..,984,821,298,188,58,10,0,0,2355,..,236,222,107,95,86,53,33,19,840,..,100,145,90,53,35,13,5,0,443,..,194,380,189,130,94,63,17,7,1060,..,77,362,342,383,447,371,218,62,2259,77,61,83,77,42,38,30,13,0,433,5,0,4,3,0,7,6,0,0,21,4655,3088,3487,3037,2678,2456,1910,933,212,22468,..,112,1394,1783,1444,1364,999,370,41,7508,..,211,550,305,206,117,66,15,6,1477,..,76,359,500,598,383,203,123,55,2284,4193,..,..,..,..,..,..,..,..,4193,..,1311,..,..,..,..,..,..,..,1311,..,687,485,130,78,42,9,0,0,1434,..,188,107,49,69,154,170,77,56,867
SED53701,..,13,340,880,1190,1602,1572,834,144,6576,..,119,371,284,299,271,177,52,8,1575,..,8,16,60,75,70,24,15,8,281,2812,..,..,..,..,..,..,..,..,2812,..,435,..,..,..,..,..,..,..,435,..,561,247,122,89,43,7,0,0,1073,..,73,35,18,23,35,65,28,9,283,..,27,43,32,17,21,11,8,0,153,..,24,63,40,42,88,67,31,3,351,..,81,139,167,347,519,601,269,81,2206,76,81,61,61,56,65,60,23,10,486,0,6,4,3,0,0,0,0,0,11,2890,1421,1314,1668,2141,2705,2591,1251,264,16253,..,16,518,1134,1377,1743,1478,582,68,6920,..,173,434,327,324,269,142,33,3,1707,..,27,151,209,204,90,61,46,25,812,2652,..,..,..,..,..,..,..,..,2652,..,449,..,..,..,..,..,..,..,449,..,337,121,33,29,21,0,0,0,541,..,47,21,15,31,57,55,47,40,312
SED53802,..,32,961,1717,1458,1410,1359,880,239,8051,..,114,759,388,232,130,94,26,6,1750,..,5,13,76,126,76,41,26,15,384,3774,..,..,..,..,..,..,..,..,3774,..,1072,..,..,..,..,..,..,..,1072,..,744,553,216,142,93,13,0,0,1758,..,157,192,58,50,56,35,33,5,579,..,96,165,55,25,21,10,5,0,380,..,227,400,133,106,77,51,15,3,1022,..,61,340,353,335,364,330,192,93,2053,43,59,82,62,57,38,26,9,3,373,3,3,0,3,0,4,3,4,0,20,3815,2562,3455,3055,2532,2276,1958,1197,361,21218,..,73,1382,1873,1477,1398,1289,640,104,8232,..,235,811,369,184,134,53,24,0,1814,..,28,198,382,458,269,138,123,97,1694,3463,..,..,..,..,..,..,..,..,3463,..,1040,..,..,..,..,..,..,..,1040,..,523,362,112,66,72,14,3,0,1149,..,144,119,52,48,114,112,70,55,715
SED53902,..,13,711,1486,1477,1267,1000,706,260,6919,..,126,806,446,287,192,98,26,6,1995,..,0,13,52,91,68,38,15,12,295,2953,..,..,..,..,..,..,..,..,2953,..,965,..,..,..,..,..,..,..,965,..,452,367,134,100,41,16,0,0,1110,..,103,123,41,29,46,28,8,10,391,..,50,105,33,18,10,9,4,0,222,..,242,453,123,81,83,56,17,8,1070,..,75,413,425,383,459,393,214,132,2505,38,39,84,41,35,43,13,11,0,303,0,3,9,3,0,0,0,0,0,23,2994,2079,3083,2791,2508,2214,1649,1015,430,18754,..,38,1049,1670,1469,1215,961,550,135,7095,..,202,867,407,234,154,64,16,0,1952,..,14,96,300,346,215,102,76,66,1219,2907,..,..,..,..,..,..,..,..,2907,..,996,..,..,..,..,..,..,..,996,..,359,261,40,53,48,6,0,0,773,..,89,93,23,35,58,76,53,42,473
SED54006,..,26,558,1133,1394,1612,1628,928,198,7480,..,159,449,380,318,286,162,47,11,1811,..,16,30,108,131,66,38,20,14,417,3983,..,..,..,..,..,..,..,..,3983,..,745,..,..,..,..,..,..,..,745,..,868,324,174,117,48,3,0,0,1533,..,92,71,32,32,36,56,21,14,341,..,60,74,35,15,16,14,7,0,232,..,34,111,63,54,69,52,14,6,399,..,51,147,210,312,371,429,239,96,1852,64,81,65,48,51,41,41,15,6,406,0,0,7,3,5,4,0,0,0,19,4054,2127,1831,2183,2427,2550,2429,1293,337,19226,..,47,828,1418,1588,1793,1563,682,82,7996,..,234,593,404,355,309,123,39,5,2067,..,42,238,399,340,163,91,67,37,1372,3650,..,..,..,..,..,..,..,..,3650,..,875,..,..,..,..,..,..,..,875,..,593,171,65,42,39,3,0,0,915,..,76,39,15,32,71,95,56,31,420
SED54104,..,20,616,1663,1721,1461,1434,855,237,8006,..,119,743,328,206,206,109,43,9,1763,..,0,6,48,83,88,36,11,0,274,3511,..,..,..,..,..,..,..,..,3511,..,1399,..,..,..,..,..,..,..,1399,..,347,294,76,60,23,3,0,0,807,..,95,86,24,13,12,15,4,10,262,..,51,63,19,6,3,3,0,0,143,..,376,543,80,37,43,30,30,5,1135,..,148,544,382,338,377,414,249,75,2520,28,56,66,36,32,23,20,17,3,280,6,0,5,5,10,7,8,3,5,42,3537,2619,2965,2642,2504,2237,2071,1212,344,20134,..,30,842,1917,1804,1511,1301,642,96,8145,..,196,794,286,229,167,69,22,6,1763,..,4,56,227,357,209,71,48,34,1007,3390,..,..,..,..,..,..,..,..,3390,..,1258,..,..,..,..,..,..,..,1258,..,260,229,56,31,13,9,0,0,607,..,126,60,21,17,35,62,48,37,401
SED54203,..,27,281,572,481,487,341,159,23,2373,..,84,323,238,180,168,84,22,0,1091,..,6,14,38,49,41,21,5,4,176,1717,..,..,..,..,..,..,..,..,1717,..,167,..,..,..,..,..,..,..,167,..,258,71,45,38,12,0,0,0,423,..,95,54,30,32,31,17,10,0,261,..,31,37,13,16,11,13,0,0,115,..,46,82,45,41,38,25,6,0,283,..,47,128,147,223,275,261,95,21,1191,45,48,55,59,52,61,109,45,8,474,0,4,10,3,0,0,0,0,0,14,1760,798,1059,1178,1115,1116,865,342,53,8291,..,40,428,624,489,464,288,101,10,2444,..,145,383,235,176,142,62,13,0,1163,..,31,100,120,113,57,33,19,13,492,1607,..,..,..,..,..,..,..,..,1607,..,156,..,..,..,..,..,..,..,156,..,178,42,20,14,10,0,0,0,260,..,63,34,20,37,55,35,20,5,263
SED54304,..,24,1118,1956,1399,1166,861,388,96,7009,..,276,1735,809,387,306,134,36,4,3698,..,0,15,45,120,75,26,14,8,296,2943,..,..,..,..,..,..,..,..,2943,..,665,..,..,..,..,..,..,..,665,..,316,218,70,58,43,9,0,0,711,..,107,149,42,25,31,20,10,6,388,..,66,170,37,13,7,7,0,0,302,..,615,1233,305,106,96,53,18,3,2423,..,267,1185,1115,728,657,460,188,70,4665,31,55,118,46,43,32,17,9,0,346,0,11,13,9,10,3,8,0,3,55,2978,2407,5948,4429,2876,2412,1593,658,193,23498,..,62,1532,1975,1423,1123,743,249,36,7149,..,417,1848,628,345,208,73,14,0,3540,..,10,77,271,337,166,66,47,41,1016,2825,..,..,..,..,..,..,..,..,2825,..,688,..,..,..,..,..,..,..,688,..,246,155,52,34,40,3,0,0,525,..,144,144,34,20,52,58,29,21,495
SED54403,..,23,824,1774,1271,860,249,50,4,5052,..,258,1060,716,409,236,48,6,0,2740,..,8,43,103,98,52,17,5,5,333,4806,..,..,..,..,..,..,..,..,4806,..,528,..,..,..,..,..,..,..,528,..,603,190,59,22,7,0,0,0,883,..,178,99,56,42,48,31,14,8,465,..,59,69,29,25,16,8,0,0,206,..,69,186,99,89,75,27,4,0,553,..,136,449,396,413,398,133,37,4,1960,61,74,82,57,70,96,131,45,3,623,0,3,3,0,0,3,3,0,0,27,4869,1950,3000,3300,2441,1785,637,159,23,18168,..,35,1224,1865,1186,643,157,30,0,5141,..,400,1206,635,393,172,39,5,0,2842,..,44,205,269,185,79,34,17,0,837,4515,..,..,..,..,..,..,..,..,4515,..,483,..,..,..,..,..,..,..,483,..,372,87,34,10,5,0,0,0,507,..,135,61,30,44,87,64,19,9,457
SED54505,..,18,456,2184,2494,1846,1821,920,208,9939,..,45,203,167,138,107,81,27,4,782,..,6,6,69,116,65,33,14,13,316,4689,..,..,..,..,..,..,..,..,4689,..,1946,..,..,..,..,..,..,..,1946,..,729,618,175,85,36,3,0,0,1644,..,76,72,25,22,36,33,30,9,305,..,36,76,43,19,3,7,0,0,187,..,109,132,43,34,27,20,9,3,380,..,34,89,93,142,179,246,176,94,1058,41,44,38,41,22,24,19,15,5,252,6,8,5,5,7,15,16,3,0,70,4739,3042,1707,2853,3075,2342,2278,1195,331,21559,..,21,737,2740,2467,1857,1655,661,98,10233,..,77,221,172,154,116,54,14,4,809,..,13,44,315,394,237,100,49,45,1200,4301,..,..,..,..,..,..,..,..,4301,..,1959,..,..,..,..,..,..,..,1959,..,513,408,91,51,31,13,0,0,1102,..,107,60,18,15,76,145,102,48,566
SED54605,..,19,412,798,1065,1460,1401,908,229,6288,..,188,510,334,304,245,115,39,4,1729,..,11,35,84,124,94,41,29,15,426,3044,..,..,..,..,..,..,..,..,3044,..,675,..,..,..,..,..,..,..,675,..,721,415,161,137,61,15,0,0,1517,..,89,77,43,34,55,46,17,7,371,..,41,53,31,31,15,3,0,0,181,..,87,130,50,67,78,56,22,3,494,..,86,304,326,414,580,487,333,147,2670,63,55,56,51,52,24,30,10,3,350,0,0,4,3,3,4,6,0,0,18,3107,1974,1998,1876,2236,2613,2201,1349,417,17770,..,32,617,1068,1219,1537,1379,683,125,6661,..,284,590,396,312,236,103,19,6,1946,..,43,258,405,406,195,105,86,78,1570,2823,..,..,..,..,..,..,..,..,2823,..,675,..,..,..,..,..,..,..,675,..,449,192,66,57,43,23,0,0,825,..,82,28,17,37,53,82,46,42,383
SED54701,..,19,529,1036,1142,1358,1152,632,134,6004,..,182,506,313,295,243,105,33,3,1675,..,4,14,59,77,60,25,21,18,279,3232,..,..,..,..,..,..,..,..,3232,..,395,..,..,..,..,..,..,..,395,..,530,188,107,100,36,3,0,0,970,..,84,63,18,26,35,44,20,3,292,..,54,41,24,15,12,4,0,0,155,..,87,134,64,53,70,43,12,0,457,..,169,269,233,383,527,417,238,87,2319,52,74,69,59,45,48,49,21,0,417,0,3,5,0,0,0,0,0,0,19,3282,1599,1815,1914,2134,2402,1842,983,250,16212,..,49,730,1207,1187,1389,1041,438,60,6104,..,277,547,341,290,212,71,19,4,1752,..,41,175,263,218,97,57,62,30,939,3045,..,..,..,..,..,..,..,..,3045,..,411,..,..,..,..,..,..,..,411,..,305,105,38,32,13,5,0,0,500,..,78,29,17,22,42,53,35,17,290
SED54804,..,5,684,1764,1503,1191,958,579,168,6858,..,106,1148,670,309,211,96,28,4,2574,..,6,7,67,129,70,14,13,9,316,3631,..,..,..,..,..,..,..,..,3631,..,962,..,..,..,..,..,..,..,962,..,517,257,108,71,43,7,0,0,997,..,78,86,30,26,27,16,13,3,276,..,37,96,20,9,11,4,7,0,174,..,180,568,155,54,50,38,12,4,1059,..,96,434,437,440,407,357,188,86,2448,39,57,63,38,54,42,29,10,3,325,0,0,13,4,6,7,8,3,0,40,3676,2039,3358,3294,2599,2051,1521,851,275,19659,..,21,1055,1946,1525,1114,880,469,81,7093,..,214,1385,626,290,185,85,16,3,2807,..,9,104,347,467,240,86,67,53,1364,3437,..,..,..,..,..,..,..,..,3437,..,1057,..,..,..,..,..,..,..,1057,..,361,182,40,41,23,12,0,0,649,..,82,62,25,16,55,62,41,15,370
SED54905,..,18,630,1543,1461,1408,1396,668,161,7287,..,136,751,342,230,174,131,31,6,1791,..,0,14,38,83,59,30,7,16,251,2993,..,..,..,..,..,..,..,..,2993,..,1098,..,..,..,..,..,..,..,1098,..,456,360,126,55,34,4,0,0,1039,..,226,130,26,18,28,13,20,9,463,..,73,89,13,14,13,4,0,0,206,..,445,498,96,53,42,47,20,9,1210,..,151,438,363,345,387,396,204,91,2373,37,81,73,54,37,41,29,11,4,354,6,0,8,8,0,9,10,0,0,48,3036,2683,2987,2606,2303,2182,2052,966,293,19102,..,26,944,1668,1612,1466,1245,473,86,7517,..,211,827,341,210,162,96,26,0,1878,..,5,77,249,332,218,88,55,40,1073,2734,..,..,..,..,..,..,..,..,2734,..,955,..,..,..,..,..,..,..,955,..,336,225,48,32,21,5,0,0,672,..,242,112,22,32,57,63,64,32,635
SED55005,..,22,962,2719,2306,1670,1266,496,106,9555,..,137,475,342,243,150,68,14,0,1426,..,6,38,86,114,67,40,12,8,370,5732,..,..,..,..,..,..,..,..,5732,..,1614,..,..,..,..,..,..,..,1614,..,1182,726,212,82,15,6,0,0,2217,..,182,155,62,50,60,50,10,13,594,..,82,130,51,48,26,7,0,0,351,..,72,171,88,77,51,34,15,0,505,..,45,186,213,224,243,195,105,42,1258,52,59,56,47,38,32,25,9,0,320,3,7,5,4,7,8,13,3,0,50,5791,3421,2897,3834,3196,2314,1711,661,175,23992,..,85,1542,3060,2272,1611,1008,350,55,9978,..,199,547,356,278,127,38,4,3,1553,..,48,270,479,455,208,109,53,28,1656,5490,..,..,..,..,..,..,..,..,5490,..,1672,..,..,..,..,..,..,..,1672,..,830,437,90,55,20,8,0,0,1437,..,156,107,44,58,145,159,78,49,788
SED55102,..,25,863,1822,1904,1605,1201,537,92,8050,..,161,621,484,352,221,101,22,0,1965,..,0,46,96,134,60,31,15,6,389,5545,..,..,..,..,..,..,..,..,5545,..,1237,..,..,..,..,..,..,..,1237,..,1114,423,132,85,21,0,0,0,1780,..,135,99,34,37,29,41,35,14,426,..,66,81,27,33,16,11,6,6,249,..,42,84,76,56,56,32,13,0,359,..,36,202,208,252,264,210,99,22,1300,67,69,57,68,30,34,26,15,6,367,0,0,3,6,4,12,5,4,0,20,5614,2885,2477,2946,2884,2320,1662,742,154,21679,..,52,1340,2177,1975,1640,1065,372,34,8660,..,259,782,530,381,226,72,12,0,2260,..,36,339,489,450,224,84,45,19,1692,5067,..,..,..,..,..,..,..,..,5067,..,1228,..,..,..,..,..,..,..,1228,..,788,265,64,41,26,3,0,0,1184,..,96,56,16,44,99,118,79,41,551
SED55202,..,29,906,1859,1576,1370,1371,762,173,8053,..,137,456,380,270,164,97,27,9,1537,..,7,32,85,120,98,47,28,11,426,4619,..,..,..,..,..,..,..,..,4619,..,1116,..,..,..,..,..,..,..,1116,..,1004,665,253,146,49,11,0,0,2124,..,187,171,86,66,70,54,30,10,658,..,86,126,95,60,18,14,5,0,402,..,169,281,165,125,100,59,32,0,931,..,67,275,377,368,421,312,213,94,2125,75,65,58,59,45,48,24,15,4,402,3,0,8,5,4,5,10,0,0,40,4700,2866,2975,3361,2779,2345,2002,1110,299,22430,..,99,1430,2014,1545,1414,1199,538,76,8322,..,211,554,353,259,157,74,21,0,1629,..,85,344,435,469,278,144,90,55,1895,4446,..,..,..,..,..,..,..,..,4446,..,1234,..,..,..,..,..,..,..,1234,..,654,379,109,71,42,7,4,0,1255,..,146,102,37,69,136,134,77,38,734
SED55306,..,8,474,1333,1508,1497,1684,934,206,7647,..,116,460,423,341,261,171,49,9,1832,..,0,19,70,133,58,20,16,6,320,4024,..,..,..,..,..,..,..,..,4024,..,760,..,..,..,..,..,..,..,760,..,696,260,84,59,21,4,0,0,1130,..,81,41,20,15,31,36,12,5,233,..,50,72,25,24,18,5,3,0,199,..,88,137,56,65,74,37,18,3,482,..,47,145,200,271,304,376,206,91,1626,60,56,67,53,47,46,50,29,9,402,0,0,3,0,0,5,0,4,0,17,4086,1904,1676,2256,2464,2305,2386,1274,328,18671,..,17,703,1747,1670,1620,1596,691,112,8161,..,173,585,463,387,261,131,32,0,2044,..,28,155,389,421,154,56,46,27,1274,3830,..,..,..,..,..,..,..,..,3830,..,761,..,..,..,..,..,..,..,761,..,426,105,34,38,26,8,0,0,640,..,50,28,13,19,58,68,40,32,304
SED55405,..,47,1243,1871,1233,976,741,378,144,6628,..,236,1090,500,285,156,72,20,0,2363,..,3,20,56,96,79,37,13,6,312,3292,..,..,..,..,..,..,..,..,3292,..,687,..,..,..,..,..,..,..,687,..,421,332,110,68,48,4,0,0,985,..,273,210,53,35,39,33,16,8,671,..,191,304,88,35,16,3,5,0,632,..,1144,1361,280,173,120,68,19,5,3173,..,212,584,522,457,561,472,271,106,3175,39,87,83,49,34,46,34,10,0,388,8,8,11,10,4,3,0,5,0,46,3337,3311,5235,3536,2419,2043,1466,739,269,22352,..,99,1660,1942,1240,893,626,281,71,6823,..,357,1130,495,253,132,60,10,0,2440,..,22,125,298,319,226,102,62,52,1200,3172,..,..,..,..,..,..,..,..,3172,..,747,..,..,..,..,..,..,..,747,..,283,193,61,26,28,6,0,0,597,..,300,181,52,50,61,86,30,15,780
SED55504,..,29,929,2144,1980,1562,1223,605,124,8589,..,157,757,494,318,202,72,21,4,2022,..,4,33,115,148,86,38,10,5,437,5396,..,..,..,..,..,..,..,..,5396,..,1299,..,..,..,..,..,..,..,1299,..,1161,539,163,84,30,3,0,0,1984,..,121,108,52,34,52,42,20,4,433,..,66,100,32,32,25,13,3,0,279,..,93,175,59,48,41,41,18,3,473,..,69,233,240,245,238,213,156,46,1436,52,71,71,55,39,27,25,14,6,355,3,0,3,0,4,7,4,3,0,24,5449,3072,2953,3358,2930,2265,1674,846,192,22740,..,60,1450,2422,2024,1528,1094,445,60,9088,..,257,905,485,369,181,56,14,0,2259,..,43,294,512,480,225,98,57,25,1733,5322,..,..,..,..,..,..,..,..,5322,..,1345,..,..,..,..,..,..,..,1345,..,860,322,70,31,22,4,0,0,1310,..,94,69,28,37,89,98,67,28,510
SED55605,..,33,712,1543,1985,1784,957,526,104,7646,..,215,765,508,384,233,75,26,3,2202,..,8,48,125,138,68,30,14,8,449,5609,..,..,..,..,..,..,..,..,5609,..,1287,..,..,..,..,..,..,..,1287,..,1334,501,148,82,28,8,0,0,2104,..,123,105,40,42,47,36,22,14,429,..,70,73,44,17,16,11,3,0,246,..,98,104,43,39,58,33,12,4,398,..,89,237,246,269,254,171,101,38,1410,71,93,70,76,38,22,17,11,3,385,0,0,5,3,5,3,0,0,0,18,5674,3346,2618,2780,3010,2528,1342,711,167,22177,..,55,1093,1960,2253,1658,909,358,47,8338,..,344,877,561,419,199,60,17,5,2480,..,60,428,618,582,215,81,47,39,2070,5206,..,..,..,..,..,..,..,..,5206,..,1351,..,..,..,..,..,..,..,1351,..,887,250,42,28,29,4,0,0,1244,..,134,50,24,47,100,80,68,41,539
SED55706,..,16,399,1035,1322,1565,1679,864,170,7046,..,112,483,433,394,398,223,62,3,2110,..,0,11,63,107,70,31,20,8,318,3480,..,..,..,..,..,..,..,..,3480,..,587,..,..,..,..,..,..,..,587,..,625,192,89,75,43,5,0,0,1026,..,63,26,19,18,48,26,17,8,235,..,43,49,26,29,23,19,6,0,194,..,72,171,63,70,109,60,23,5,567,..,76,152,204,343,517,601,286,97,2285,71,76,65,59,63,64,46,23,13,477,0,4,13,0,0,4,6,0,0,19,3548,1666,1561,2001,2429,2832,2687,1294,313,18340,..,31,591,1357,1451,1710,1551,618,71,7378,..,188,561,486,447,367,169,39,5,2257,..,15,124,351,335,169,69,45,32,1140,3272,..,..,..,..,..,..,..,..,3272,..,627,..,..,..,..,..,..,..,627,..,335,109,58,24,27,7,0,0,570,..,46,13,5,19,42,61,46,32,266
SED55802,..,46,1434,2414,1905,1714,1082,510,125,9225,..,202,831,493,326,182,55,26,0,2111,..,4,43,105,108,83,27,12,10,384,5831,..,..,..,..,..,..,..,..,5831,..,1325,..,..,..,..,..,..,..,1325,..,1205,683,169,69,28,7,0,0,2161,..,166,217,78,51,74,38,25,12,673,..,85,119,58,30,17,15,4,0,327,..,103,217,91,42,57,36,15,5,559,..,80,367,265,203,283,161,99,42,1492,75,58,86,52,39,35,22,9,0,381,0,0,4,0,0,10,7,3,0,28,5909,3270,4002,3722,2779,2481,1454,700,189,24502,..,96,2125,2508,1988,1617,854,396,64,9651,..,334,963,486,306,151,37,17,0,2300,..,49,339,483,503,292,103,56,29,1864,5511,..,..,..,..,..,..,..,..,5511,..,1400,..,..,..,..,..,..,..,1400,..,870,393,68,39,35,3,0,0,1409,..,148,125,25,56,126,148,84,45,762
SED55905,..,15,582,1238,1286,1401,1190,752,216,6669,..,121,687,347,262,187,93,30,4,1725,..,0,22,64,115,104,41,32,9,385,3162,..,..,..,..,..,..,..,..,3162,..,810,..,..,..,..,..,..,..,810,..,769,501,195,131,63,8,0,0,1670,..,130,107,42,35,53,30,23,4,409,..,55,74,26,27,15,9,0,0,205,..,184,276,87,79,62,65,14,4,776,..,57,252,258,303,314,286,218,100,1775,39,61,63,51,43,49,25,8,5,343,0,0,3,0,12,0,4,0,0,21,3198,2196,2561,2317,2275,2248,1752,1071,336,17957,..,32,877,1387,1390,1448,1145,571,99,6947,..,204,773,381,280,169,63,8,0,1884,..,27,164,360,423,270,121,85,52,1498,2919,..,..,..,..,..,..,..,..,2919,..,878,..,..,..,..,..,..,..,878,..,547,301,91,51,32,9,0,0,1033,..,118,63,19,35,75,87,61,41,492
SED59797,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
