SED_CODE_2021,M15_19_C_Own_chld_childr,M15_19_C_Oth_ch_chiln,M15_19_Ca_Ow_ch_ch_oth_ch_ch,M15_19_yr_C_for_Tot,M15_19_D_not_prov_ch_care,M15_19_U_ch_care_ns,M15_19_OS_vis,M15_19_yr_Tot,M20_24_C_Own_chld_childr,M20_24_C_Oth_ch_chiln,M20_24_Ca_Ow_ch_ch_oth_ch_ch,M20_24_yr_C_for_Tot,M20_24_D_not_prov_ch_care,M20_24_U_ch_care_ns,M20_24_OS_vis,M20_24_yr_Tot,M25_34_C_Own_chld_childr,M25_34_C_Oth_ch_chiln,M25_34_Ca_Ow_ch_ch_oth_ch_ch,M25_34_yr_C_for_Tot,M25_34_D_not_prov_ch_care,M25_34_U_ch_care_ns,M25_34_OS_vis,M25_34_yr_Tot,M35_44_C_Own_chld_childr,M35_44_C_Oth_ch_chiln,M35_44_Ca_Ow_ch_ch_oth_ch_ch,M35_44_yr_C_for_Tot,M35_44_D_not_prov_ch_care,M35_44_U_ch_care_ns,M35_44_OS_vis,M35_44_yr_Tot,M45_54_C_Own_chld_childr,M45_54_C_Oth_ch_chiln,M45_54_Ca_Ow_ch_ch_oth_ch_ch,M45_54_yr_C_for_Tot,M45_54_D_not_prov_ch_care,M45_54_U_ch_care_ns,M45_54_OS_vis,M45_54_yr_Tot,M55_64_C_Own_chld_childr,M55_64_C_Oth_ch_chiln,M55_64_Ca_Ow_ch_ch_oth_ch_ch,M55_64_yr_C_for_Tot,M55_64_D_not_prov_ch_care,M55_64_U_ch_care_ns,M55_64_OS_vis,M55_64_yr_Tot,M65_74_C_Own_chld_childr,M65_74_C_Oth_ch_chiln,M65_74_Ca_Ow_ch_ch_oth_ch_ch,M65_74_yr_C_for_Tot,M65_74_D_not_prov_ch_care,M65_74_U_ch_care_ns,M65_74_OS_vis,M65_74_yr_Tot,M75_84_C_Own_chld_childr,M75_84_C_Oth_ch_chiln,M75_84_Ca_Ow_ch_ch_oth_ch_ch,M75_84_yr_C_for_Tot,M75_84_D_not_prov_ch_care,M75_84_U_ch_care_ns,M75_84_OS_vis,M75_84_yr_Tot,M85ovr_C_Own_chld_childr,M85ovr_C_Oth_ch_chiln,M85ov_Ca_Ow_ch_ch_oth_ch_ch,M85ovr_C_for_Tot,M85ovr_D_not_prov_ch_care,M85ovr_U_ch_care_ns,M85ovr_OS_vis,M85ovr_Tot,MTot_C_Own_chld_childrn,MTot_C_Oth_ch_chiln,MTot_Ca_Ow_ch_ch_oth_ch_ch,MTot_C_for_Tot,MTot_D_not_prov_ch_care,MTot_U_ch_care_ns,MTot_OS_vis,MTot_Tot,F15_19_C_Own_chld_childr,F15_19_C_Oth_ch_chiln,F15_19_Ca_Ow_ch_ch_oth_ch_ch,F15_19_yr_C_for_Tot,F15_19_D_not_prov_ch_care,F15_19_U_ch_care_ns,F15_19_OS_vis,F15_19_yr_Tot,F20_24_C_Own_chld_childr,F20_24_C_Oth_ch_chiln,F20_24_Ca_Ow_ch_ch_oth_ch_ch,F20_24_yr_C_for_Tot,F20_24_D_not_prov_ch_care,F20_24_U_ch_care_ns,F20_24_OS_vis,F20_24_yr_Tot,F25_34_C_Own_chld_childr,F25_34_C_Oth_ch_chiln,F25_34_Ca_Ow_ch_ch_oth_ch_ch,F25_34_yr_C_for_Tot,F25_34_D_not_prov_ch_care,F25_34_U_ch_care_ns,F25_34_OS_vis,F25_34_yr_Tot,F35_44_C_Own_chld_childr,F35_44_C_Oth_ch_chiln,F35_44_Ca_Ow_ch_ch_oth_ch_ch,F35_44_yr_C_for_Tot,F35_44_D_not_prov_ch_care,F35_44_U_ch_care_ns,F35_44_OS_vis,F35_44_yr_Tot,F45_54_C_Own_chld_childr,F45_54_C_Oth_ch_chiln,F45_54_Ca_Ow_ch_ch_oth_ch_ch,F45_54_yr_C_for_Tot,F45_54_D_not_prov_ch_care,F45_54_U_ch_care_ns,F45_54_OS_vis,F45_54_yr_Tot,F55_64_C_Own_chld_childr,F55_64_C_Oth_ch_chiln,F55_64_Ca_Ow_ch_ch_oth_ch_ch,F55_64_yr_C_for_Tot,F55_64_D_not_prov_ch_care,F55_64_U_ch_care_ns,F55_64_OS_vis,F55_64_yr_Tot,F65_74_C_Own_chld_childr,F65_74_C_Oth_ch_chiln,F65_74_Ca_Ow_ch_ch_oth_ch_ch,F65_74_yr_C_for_Tot,F65_74_D_not_prov_ch_care,F65_74_U_ch_care_ns,F65_74_OS_vis,F65_74_yr_Tot,F75_84_C_Own_chld_childr,F75_84_C_Oth_ch_chiln,F75_84_Ca_Ow_ch_ch_oth_ch_ch,F75_84_yr_C_for_Tot,F75_84_D_not_prov_ch_care,F75_84_U_ch_care_ns,F75_84_OS_vis,F75_84_yr_Tot,F85ovr_C_Own_chld_childr,F85ovr_C_Oth_ch_chiln,F85ov_Ca_Ow_ch_ch_oth_ch_ch,F85ovr_C_for_Tot,F85ovr_D_not_prov_ch_care,F85ovr_U_ch_care_ns,F85ovr_OS_vis,F85ovr_Tot,FTot_C_Own_chld_childrn,FTot_C_Oth_ch_chiln,FTot_Ca_Ow_ch_ch_oth_ch_ch,FTot_C_for_Tot,FTot_D_not_prov_ch_care,FTot_U_ch_care_ns,FTot_OS_vis,FTot_Tot,P15_19_C_Own_chld_childr,P15_19_C_Oth_ch_chiln,P15_19_Ca_Ow_ch_ch_oth_ch_ch,P15_19_yr_C_for_Tot,P15_19_D_not_prov_ch_care,P15_19_U_ch_care_ns,P15_19_OS_vis,P15_19_yr_Tot,P20_24_C_Own_chld_childr,P20_24_C_Oth_ch_chiln,P20_24_Ca_Ow_ch_ch_oth_ch_ch,P20_24_yr_C_for_Tot,P20_24_D_not_prov_ch_care,P20_24_U_ch_care_ns,P20_24_OS_vis,P20_24_yr_Tot,P25_34_C_Own_chld_childr,P25_34_C_Oth_ch_chiln,P25_34_Ca_Ow_ch_ch_oth_ch_ch,P25_34_yr_C_for_Tot,P25_34_D_not_prov_ch_care,P25_34_U_ch_care_ns,P25_34_OS_vis,P25_34_yr_Tot,P35_44_C_Own_chld_childr,P35_44_C_Oth_ch_chiln,P35_44_Ca_Ow_ch_ch_oth_ch_ch,P35_44_yr_C_for_Tot,P35_44_D_not_prov_ch_care,P35_44_U_ch_care_ns,P35_44_OS_vis,P35_44_yr_Tot,P45_54_C_Own_chld_childr,P45_54_C_Oth_ch_chiln,P45_54_Ca_Ow_ch_ch_oth_ch_ch,P45_54_yr_C_for_Tot,P45_54_D_not_prov_ch_care,P45_54_U_ch_care_ns,P45_54_OS_vis,P45_54_yr_Tot
SED53306,10,70,0,77,1129,75,0,1281,92,39,0,130,964,87,0,1187,740,72,27,837,1337,152,7,2331,1151,60,45,1252,920,149,0,2325,589,87,22,700,1554,148,0,2404,133,217,3,350,1913,121,3,2389,21,219,0,238,2033,128,9,2410,7,57,0,62,1449,142,0,1656,0,0,0,0,511,92,0,605,2740,818,96,3653,11812,1105,17,16589,17,105,0,129,1014,90,0,1232,188,104,6,297,893,84,0,1279,1388,125,88,1600,1023,170,3,2798,1601,88,137,1830,804,167,0,2805,623,268,38,928,1704,160,3,2792,52,620,4,675,2108,125,3,2908,16,404,0,420,2202,132,3,2760,6,74,0,80,1650,187,0,1915,0,6,0,6,750,200,0,959,3885,1800,283,5966,12139,1318,16,19443,26,179,0,202,2140,171,4,2515,278,148,6,432,1855,179,6,2465,2126,197,113,2438,2357,324,3,5127,2751,149,188,3089,1726,312,3,5126,1214,358,58,1628,3256,306,9,5201
SED53402,0,46,0,47,864,36,0,948,15,30,0,50,1120,65,0,1236,482,88,12,581,2862,179,5,3623,1595,65,48,1702,1700,147,13,3564,920,47,32,994,1596,110,11,2715,182,122,0,303,1896,102,6,2309,36,222,0,257,1381,84,5,1726,5,63,0,68,719,52,0,842,0,7,0,7,283,33,0,328,3228,691,87,4007,12424,813,37,17272,4,62,0,63,788,35,0,893,30,76,3,104,1177,68,0,1351,829,159,32,1027,2712,148,14,3901,1870,120,108,2102,1297,134,6,3536,952,113,33,1095,1664,98,0,2858,63,374,4,443,1815,77,14,2342,22,407,0,435,1339,65,5,1841,5,84,0,88,852,66,3,1015,0,4,0,4,531,48,0,582,3769,1402,181,5355,12182,738,40,18316,0,109,0,112,1653,72,4,1841,41,106,4,148,2294,129,0,2575,1312,250,43,1607,5575,328,17,7519,3458,187,157,3802,2997,278,16,7097,1867,162,60,2092,3257,213,9,5573
SED53502,5,69,0,79,1246,70,0,1399,56,54,0,109,1286,88,0,1485,789,100,26,910,2071,231,4,3223,1423,64,44,1530,1345,218,3,3090,780,75,19,881,1790,211,5,2883,157,227,6,389,2145,174,6,2717,45,248,3,291,1637,119,6,2055,0,66,0,64,976,120,5,1161,0,0,0,0,294,96,0,395,3254,900,102,4258,12787,1323,33,18398,8,111,4,126,1043,77,3,1253,140,95,5,240,1095,107,7,1444,1371,175,71,1613,1615,192,5,3425,1756,114,98,1966,1059,167,11,3203,766,238,46,1051,1861,161,0,3079,71,606,17,683,2069,122,14,2892,19,449,4,470,1634,129,4,2237,5,81,0,90,1122,158,3,1372,0,3,0,3,482,173,0,665,4137,1882,235,6244,11986,1285,53,19572,17,187,3,204,2291,144,3,2650,197,154,3,348,2380,193,7,2930,2158,275,93,2526,3684,426,13,6640,3180,179,136,3496,2403,380,15,6290,1549,317,67,1927,3653,374,7,5965
SED53602,12,61,0,70,1289,101,0,1457,50,62,0,113,1519,162,0,1799,709,102,18,825,2560,266,8,3665,1247,49,30,1325,1636,259,3,3225,707,58,5,776,1853,189,0,2824,199,153,12,363,2048,114,7,2532,44,239,0,287,1590,102,5,1986,3,50,0,54,881,77,0,1014,0,5,0,6,236,58,0,299,2972,782,72,3825,13619,1323,30,18802,14,116,0,129,1164,107,3,1402,147,129,8,283,1245,113,6,1655,1316,158,56,1531,1846,251,13,3640,1672,82,63,1819,1239,245,5,3307,658,190,31,880,1823,172,11,2883,84,509,13,603,1981,118,17,2721,26,400,7,434,1609,124,10,2178,3,59,0,68,957,112,0,1138,0,4,0,4,329,94,0,429,3917,1648,181,5751,12210,1329,58,19354,22,180,0,201,2453,198,3,2861,197,192,10,404,2769,276,6,3449,2020,262,74,2359,4410,515,19,7304,2919,134,87,3143,2873,501,15,6533,1366,248,42,1655,3681,356,7,5707
SED53701,5,38,0,45,727,132,0,899,34,27,0,63,654,118,26,856,493,42,18,553,1006,298,53,1910,989,36,38,1070,812,342,31,2252,622,72,10,704,1620,395,4,2724,124,227,0,355,2653,444,0,3453,19,205,0,224,2642,363,5,3232,7,39,0,45,1263,207,0,1514,0,0,0,9,264,45,0,309,2292,692,67,3052,11636,2343,116,17155,0,64,0,62,631,124,0,819,82,37,0,118,475,90,7,691,740,68,60,865,723,191,29,1815,1194,75,95,1356,577,236,19,2181,525,175,28,724,1557,267,9,2548,65,538,8,604,2260,332,0,3198,15,339,0,355,2169,307,3,2830,0,58,0,63,1022,173,0,1256,0,8,0,9,308,53,0,365,2626,1344,187,4157,9720,1762,55,15695,5,101,0,106,1359,257,0,1719,117,64,3,179,1132,209,27,1546,1232,111,76,1417,1728,493,84,3726,2184,109,131,2424,1381,572,48,4432,1142,241,35,1423,3177,662,11,5273
SED53802,4,49,0,52,1096,52,0,1192,11,35,4,48,1322,76,3,1452,636,76,16,730,2658,197,0,3587,1415,52,25,1494,1526,162,3,3187,847,42,25,910,1598,103,0,2613,147,141,4,292,1953,93,7,2349,43,302,0,350,1596,58,3,2005,8,86,0,97,1084,43,3,1228,0,4,0,4,354,23,0,379,3105,802,66,3971,13180,818,28,17993,7,78,0,89,935,53,0,1076,54,76,5,127,1181,66,0,1384,1092,151,37,1277,2176,176,6,3641,1833,93,52,1979,1176,157,5,3319,783,111,26,923,1702,94,4,2724,73,483,13,563,1957,88,11,2620,30,555,4,590,1664,78,11,2342,7,128,0,132,1269,66,0,1469,0,3,0,6,545,30,0,587,3871,1677,135,5686,12610,811,46,19149,8,129,0,139,2025,107,0,2271,63,115,4,182,2498,147,3,2837,1726,226,47,2005,4833,374,8,7221,3247,148,81,3471,2706,321,6,6505,1626,154,55,1830,3298,198,4,5332
SED53902,0,37,0,40,894,27,0,961,18,33,0,48,1159,52,0,1257,427,60,3,493,2596,143,9,3240,1260,62,29,1350,1419,141,3,2919,944,46,25,1013,1498,101,3,2617,177,131,5,315,1899,81,4,2298,21,262,0,283,1392,60,6,1742,3,111,0,115,954,90,4,1161,4,8,0,11,523,49,0,581,2859,747,67,3669,12340,746,25,16780,6,54,0,65,936,39,0,1038,25,53,0,86,1257,48,7,1402,718,143,14,873,2393,146,4,3426,1650,95,82,1828,1154,118,5,3106,892,96,36,1023,1540,75,7,2650,70,356,0,433,1913,71,7,2423,17,504,0,525,1479,76,6,2084,16,149,0,160,1290,132,0,1583,0,16,0,16,917,95,0,1031,3405,1467,134,5014,12882,806,40,18736,8,97,0,102,1831,63,4,1995,43,84,0,128,2418,102,10,2660,1153,196,20,1370,4992,295,10,6660,2907,159,113,3181,2575,261,6,6021,1842,142,59,2040,3037,180,8,5269
SED54006,6,52,0,59,1228,101,0,1383,47,42,0,83,799,57,0,943,659,58,24,742,1096,110,8,1954,1233,45,49,1325,867,144,3,2343,712,95,17,818,1636,168,5,2630,115,233,5,353,2219,151,4,2729,25,227,0,253,2194,138,0,2587,5,48,0,48,1214,104,3,1373,0,4,0,4,332,41,0,384,2794,797,91,3687,11599,1015,18,16320,0,106,0,109,1168,97,0,1374,105,67,6,177,654,58,0,893,1112,90,82,1290,778,121,9,2189,1606,84,123,1816,658,119,3,2602,679,246,38,961,1704,137,3,2807,54,642,5,701,2154,124,0,2981,8,392,0,403,2039,126,0,2565,8,60,0,68,1195,109,3,1371,0,6,0,7,358,76,0,432,3577,1692,264,5531,10705,965,22,17225,10,154,0,163,2394,192,3,2761,152,100,10,265,1452,110,0,1833,1771,147,106,2026,1870,234,18,4148,2839,126,177,3143,1529,264,6,4939,1390,337,57,1779,3339,306,6,5439
SED54104,6,65,0,61,1469,64,7,1602,3,26,0,29,1764,93,14,1900,300,63,7,375,2774,179,17,3347,1492,34,30,1561,1198,169,8,2932,1273,37,33,1343,1258,143,18,2768,266,124,7,401,1964,134,12,2511,67,450,4,521,1682,158,7,2363,11,170,0,178,1146,140,6,1474,0,12,0,12,403,72,5,492,3421,980,78,4481,13660,1145,93,19388,8,110,0,119,1387,82,10,1590,14,93,0,111,1851,87,11,2054,541,147,21,709,2592,209,18,3526,1971,104,90,2168,971,192,5,3338,1339,84,61,1479,1418,121,6,3030,128,368,5,500,2155,109,7,2774,28,787,4,824,1545,150,17,2532,10,206,0,215,1272,147,4,1639,0,9,0,9,668,103,0,777,4035,1907,183,6130,13857,1193,83,21272,9,170,0,178,2851,140,16,3192,16,119,0,134,3616,180,27,3954,842,213,31,1087,5360,395,37,6881,3462,139,122,3726,2167,360,14,6270,2611,121,92,2828,2686,259,28,5796
SED54203,10,56,0,67,419,138,0,623,44,35,0,80,746,334,28,1197,754,91,35,878,2209,1323,85,4493,1490,73,82,1650,1441,1246,28,4359,763,93,32,885,2239,1331,21,4482,109,196,8,307,2896,981,23,4214,26,190,7,217,2562,457,7,3243,0,19,0,25,933,142,0,1100,0,4,0,3,105,17,0,125,3193,755,161,4108,13560,5975,194,23835,12,75,3,91,325,120,0,536,68,65,7,145,623,226,22,1016,676,104,87,864,1358,554,60,2833,994,81,83,1168,688,407,5,2262,290,143,30,461,1289,430,8,2193,31,341,9,381,2099,430,14,2910,14,241,7,263,2090,315,5,2670,0,33,0,37,635,112,0,777,0,0,0,0,79,23,0,102,2090,1084,230,3401,9179,2604,116,15304,17,127,3,154,742,253,0,1154,107,102,7,225,1372,565,55,2210,1424,196,124,1743,3566,1877,140,7326,2490,162,167,2817,2130,1649,30,6627,1059,236,60,1345,3535,1760,30,6670
SED54304,0,23,0,23,753,70,8,850,9,33,0,44,1843,266,69,2222,478,112,3,597,5749,855,183,7382,1547,102,36,1689,3054,626,121,5488,1014,59,26,1099,2126,503,89,3807,200,131,6,342,2378,392,61,3169,26,203,0,231,1502,217,23,1970,3,74,0,77,658,113,6,855,0,4,0,4,236,49,0,290,3284,733,82,4097,18295,3087,559,26037,0,58,0,59,756,71,12,904,19,91,0,110,2034,241,41,2428,778,242,20,1039,5395,595,136,7159,1741,155,100,1994,2053,357,43,4440,893,118,48,1063,1831,250,39,3192,78,344,0,418,1991,198,23,2636,9,395,3,403,1242,180,16,1841,0,70,0,71,675,98,9,851,0,6,0,11,429,56,0,495,3521,1477,168,5170,16409,2057,315,23947,0,80,0,86,1511,147,17,1748,27,122,0,154,3870,513,116,4646,1258,349,25,1638,11143,1445,320,14541,3287,254,142,3680,5113,979,160,9933,1912,174,69,2159,3961,757,125,6998
SED54403,15,95,0,113,992,256,0,1362,78,64,13,155,1226,575,13,1962,1492,163,66,1726,3940,2743,55,8459,2991,151,108,3250,2985,3006,71,9308,1339,156,42,1544,3618,2534,49,7737,168,250,10,425,3348,1773,34,5583,8,131,0,142,1236,458,13,1849,0,15,0,15,309,77,4,402,0,0,0,0,31,9,0,42,6106,1029,241,7371,17683,11421,237,36706,15,142,5,167,719,175,0,1060,110,109,14,239,915,347,22,1524,1534,190,146,1869,2264,1087,33,5257,1956,145,169,2269,1269,741,9,4289,560,227,43,829,1822,667,3,3325,29,331,8,363,1600,486,15,2456,3,152,3,161,852,198,16,1224,0,19,0,18,219,52,0,294,0,0,3,5,24,5,0,42,4213,1316,395,5923,9684,3764,93,19462,30,243,12,279,1705,433,0,2424,188,173,27,397,2139,919,30,3484,3028,352,214,3594,6207,3821,93,13718,4949,298,275,5523,4256,3753,72,13602,1899,382,88,2368,5438,3200,54,11064
SED54505,3,78,0,81,1631,40,0,1755,10,48,0,56,1237,30,3,1329,317,46,3,365,1312,50,5,1733,1880,40,34,1966,857,54,5,2885,1471,34,30,1533,1517,48,10,3106,222,200,0,421,1889,50,21,2379,47,526,0,571,1702,33,16,2317,13,128,0,139,1062,49,3,1253,0,10,0,12,377,30,0,420,3961,1115,76,5150,11574,391,69,17180,5,114,0,117,1553,37,0,1712,18,86,4,109,1064,34,0,1212,601,97,21,717,983,39,7,1746,2576,72,101,2747,723,72,4,3544,1392,97,43,1532,1688,44,3,3263,115,532,0,649,1924,54,23,2645,49,819,0,866,1639,55,21,2586,7,153,0,160,1205,72,3,1444,3,5,0,0,588,55,3,648,4763,1962,167,6892,11373,459,74,18798,7,190,0,200,3189,73,3,3462,30,131,4,165,2301,62,3,2535,917,139,28,1083,2292,89,18,3480,4462,115,131,4712,1576,126,13,6427,2861,130,69,3063,3203,95,13,6369
SED54605,3,55,0,62,957,63,0,1083,40,30,0,68,1021,214,14,1319,569,63,21,653,1501,323,3,2482,903,52,41,990,958,211,11,2164,628,82,17,729,1551,160,3,2447,137,258,4,398,2232,141,9,2782,28,268,0,294,1915,102,9,2324,5,65,0,65,1246,132,6,1448,0,4,0,9,408,103,0,511,2315,874,79,3270,11793,1446,50,16551,9,85,0,97,813,65,0,975,81,78,3,163,812,103,4,1088,910,97,57,1069,996,179,6,2254,1313,82,89,1484,736,128,5,2347,615,224,28,860,1578,117,3,2558,48,677,6,738,2051,98,4,2885,15,501,5,518,1915,124,6,2564,4,75,0,79,1404,168,5,1661,0,3,0,6,603,169,0,777,3004,1812,186,5010,10908,1150,30,17099,16,143,0,161,1766,127,3,2054,121,108,3,235,1836,318,17,2403,1482,160,80,1718,2497,502,12,4736,2219,130,129,2474,1689,333,10,4511,1246,306,41,1587,3126,277,5,4999
SED54701,10,32,0,43,861,156,4,1057,36,23,0,62,790,129,5,992,645,51,16,714,1277,287,29,2301,1142,45,43,1227,851,293,6,2375,613,77,19,707,1640,333,0,2685,120,198,0,319,2284,304,5,2911,19,177,0,199,1750,224,6,2178,3,33,0,33,960,145,4,1142,0,0,0,0,258,50,0,305,2577,644,82,3305,10666,1919,55,15952,12,79,0,86,702,126,0,917,102,57,3,166,590,94,0,846,955,85,53,1099,847,216,10,2176,1307,74,113,1493,534,247,0,2277,469,200,20,691,1430,209,0,2331,46,425,3,473,1853,223,3,2549,5,270,0,280,1501,202,0,1989,8,52,0,61,940,152,0,1152,0,4,0,3,384,79,0,465,2909,1246,202,4356,8782,1540,20,14703,16,116,5,131,1563,276,4,1974,140,86,3,229,1384,222,8,1840,1594,140,72,1809,2118,502,35,4476,2449,115,160,2724,1389,541,11,4657,1083,279,45,1400,3070,544,3,5017
SED54804,5,33,0,39,1000,33,0,1077,3,16,0,25,970,46,0,1039,496,79,5,576,2783,216,15,3588,1702,67,38,1809,1504,159,4,3477,1079,49,20,1149,1468,110,14,2740,165,125,4,296,1780,73,11,2159,21,313,3,334,1218,67,12,1633,9,78,0,88,811,91,3,988,0,0,0,6,352,80,0,438,3481,767,72,4319,11890,876,67,17150,0,67,0,71,970,46,0,1079,15,70,0,88,1160,62,8,1318,867,194,26,1089,3021,201,12,4325,2095,134,109,2335,1249,164,9,3756,1050,116,36,1205,1544,93,7,2845,62,433,0,498,1785,76,15,2371,23,583,3,605,1259,99,9,1968,7,121,0,127,1088,121,7,1338,0,7,0,7,670,135,0,813,4116,1725,181,6030,12751,995,57,19830,6,110,0,113,1970,76,0,2160,19,92,0,112,2139,108,8,2362,1362,272,35,1669,5807,418,25,7917,3793,199,147,4143,2749,325,10,7230,2131,162,61,2352,3016,201,18,5587
SED54905,0,50,0,55,1293,37,3,1388,3,36,0,42,1594,75,6,1720,350,82,10,434,2547,167,22,3181,1334,50,37,1412,1200,112,21,2743,881,37,32,949,1372,95,13,2421,210,140,7,359,1858,78,11,2312,35,423,0,461,1624,89,13,2185,11,95,0,104,903,79,0,1087,0,4,0,4,357,78,0,446,2825,919,81,3823,12757,812,89,17484,0,67,0,72,987,43,3,1102,18,78,0,98,1542,66,5,1717,617,138,28,773,2315,140,19,3252,1590,89,89,1768,987,114,11,2880,909,122,50,1084,1536,87,13,2716,108,464,3,577,2024,98,7,2708,28,691,4,724,1582,112,16,2430,0,131,0,129,1111,126,0,1371,0,3,0,3,614,169,0,789,3275,1787,174,5231,12706,948,71,18958,0,122,0,123,2279,83,3,2492,23,117,0,139,3140,143,13,3436,964,217,33,1209,4864,309,43,6427,2918,135,129,3179,2188,231,23,5620,1798,156,78,2034,2909,176,21,5143
SED55005,11,86,3,99,1641,72,0,1809,28,74,0,104,1513,58,7,1681,800,87,18,900,1947,144,8,3000,2322,60,53,2429,1361,128,8,3933,1089,94,30,1214,1944,114,6,3279,157,194,6,359,1929,61,8,2359,40,255,0,302,1396,58,14,1767,3,41,0,50,625,33,3,712,0,3,0,6,186,30,5,226,4456,899,110,5462,12541,698,59,18759,4,149,0,157,1459,67,0,1691,118,131,6,251,1299,53,4,1602,1473,127,63,1659,1528,167,9,3363,2842,128,125,3095,1124,118,0,4343,972,263,38,1273,2070,89,8,3446,78,557,12,644,1797,56,21,2519,27,436,3,466,1253,70,21,1808,3,58,0,59,732,57,3,862,0,4,0,4,327,47,0,384,5526,1847,245,7618,11594,732,72,20013,20,236,4,254,3101,138,0,3497,143,202,7,357,2811,112,7,3289,2271,212,81,2567,3475,310,14,6364,5162,188,176,5528,2486,251,9,8275,2065,360,65,2486,4014,209,14,6723
SED55102,3,88,0,94,1553,106,0,1749,49,52,0,100,1140,250,48,1533,887,86,26,1008,1464,756,7,3231,1740,70,55,1865,1069,726,3,3660,976,104,32,1115,1769,463,4,3343,176,182,4,361,1960,236,12,2571,25,196,0,224,1431,118,5,1782,8,38,0,42,684,52,4,776,0,0,0,4,144,15,0,161,3862,820,116,4807,11220,2710,77,18808,6,141,0,155,1343,91,0,1588,107,94,3,205,970,67,0,1249,1644,149,110,1902,1166,148,6,3220,2280,108,136,2523,934,181,0,3640,962,257,47,1257,1922,143,0,3327,74,590,10,677,1932,90,4,2707,21,377,0,402,1296,74,12,1781,0,58,0,62,620,39,3,723,0,0,0,0,155,11,0,168,5100,1785,305,7186,10349,841,30,18400,14,226,0,250,2895,201,0,3335,152,145,3,305,2118,314,46,2782,2529,240,139,2908,2635,897,18,6457,4017,177,187,4383,2005,902,4,7304,1942,361,74,2374,3691,607,3,6672
SED55202,6,78,0,85,1253,85,0,1418,52,65,0,126,1347,102,0,1570,715,80,11,806,2089,227,9,3133,1568,60,42,1667,1625,239,5,3541,760,94,19,874,1863,176,10,2916,163,194,6,366,1951,113,5,2437,30,261,5,296,1689,91,10,2080,6,65,0,75,1020,72,0,1166,3,3,0,8,313,64,0,382,3306,906,84,4300,13143,1160,43,18642,18,122,0,140,1170,86,0,1399,157,126,9,290,1100,95,0,1482,1401,148,59,1611,1555,197,4,3368,1890,116,81,2083,1108,202,7,3412,723,226,40,993,1741,136,3,2873,76,574,9,658,1867,111,12,2648,19,449,0,471,1748,108,8,2343,5,71,0,77,1222,108,0,1402,0,5,0,5,523,119,5,647,4290,1829,212,6324,12028,1165,51,19568,25,200,0,226,2420,167,0,2812,210,187,15,418,2440,193,6,3055,2114,227,74,2415,3642,427,14,6501,3456,171,123,3756,2738,443,12,6945,1485,318,58,1864,3601,308,14,5789
SED55306,4,57,0,60,1118,93,0,1264,25,26,0,47,685,34,0,771,529,48,16,596,1179,157,17,1946,1430,43,60,1533,820,173,3,2531,1006,60,32,1102,1456,169,9,2735,162,191,5,361,2105,176,6,2643,27,341,0,362,2203,166,0,2727,4,67,0,75,1277,110,4,1461,0,3,0,4,355,54,0,418,3190,839,113,4139,11192,1121,38,16492,0,93,0,95,985,92,0,1175,43,45,4,97,554,46,0,698,888,93,64,1047,1002,157,12,2220,2020,89,142,2246,709,178,3,3133,1025,168,59,1245,1723,156,4,3130,54,588,3,639,2275,192,7,3116,15,564,6,588,2169,180,5,2937,4,69,0,71,1325,130,0,1524,0,6,0,9,604,50,0,661,4056,1705,277,6033,11353,1175,35,18595,10,148,0,152,2104,185,0,2439,70,71,4,146,1241,82,0,1469,1416,141,86,1644,2181,318,28,4162,3452,128,202,3782,1531,350,7,5665,2037,229,90,2355,3181,322,11,5863
SED55405,3,29,0,32,954,74,0,1058,17,51,0,72,2286,195,12,2564,620,96,16,729,4440,378,19,5564,1541,71,31,1647,1864,241,6,3765,760,49,24,826,1617,151,8,2604,152,132,3,288,1778,128,3,2191,25,178,0,203,1264,132,3,1609,3,51,0,56,709,102,5,871,0,4,0,4,301,112,0,414,3127,648,75,3853,15212,1509,59,20634,6,78,4,90,963,55,5,1108,59,107,3,170,1997,131,6,2310,987,171,29,1191,3458,345,17,5012,1810,100,86,2003,1430,203,8,3647,706,112,39,859,1499,136,6,2502,59,336,3,400,1610,103,17,2121,10,363,0,378,1183,96,12,1666,3,69,0,71,869,165,6,1110,0,5,0,6,555,243,0,807,3644,1348,171,5164,13578,1483,71,20294,14,108,7,129,1919,124,4,2170,81,156,3,244,4287,327,20,4879,1611,265,42,1916,7899,725,40,10580,3361,168,120,3646,3294,446,17,7407,1466,162,57,1683,3120,285,11,5105
