SED_CODE_2021,Aus_Both_prnts_born_os,Aus_Father_only_born_os,Aus_Mother_only_born_os,Aus_Both_prnts_born_Aus,Aus_bp_ns,Aus_Tot_R,Aus_Abor_Both_pare_brn_os,Aus_Abor_Father_only_brn_os,Aus_Abor_Mother_only_brn_os,Aus_Abor_Both_pare_brn_Aus,Aus_Abor_bp_ns,Aus_Aborigin_Tot_R,Chin_Both_prnts_born_os,Chin_Father_only_born_os,Chin_Mother_only_born_os,Chin_Bth_prnts_born_Aus,Chin_bp_ns,Chin_Tot_R,Croat_Both_prnts_born_os,Croat_Father_only_born_os,Croat_Mother_only_born_os,Croat_Bth_parnts_born_Aus,Croat_bp_ns,Croat_Tot_R,Dutch_Both_prnts_born_os,Dutch_Father_only_born_os,Dutch_Mother_only_born_os,Dutch_Both_prnts_born_Aus,Dutch_bp_ns,Dutch_Tot_R,Eng_Both_prnts_born_os,Eng_Father_only_born_os,Eng_Mother_only_born_os,Eng_Both_prnts_born_Aus,Eng_bp_ns,Eng_Tot_R,Fili_Both_prnts_born_os,Fili_Father_only_born_os,Fili_Mother_only_born_os,Fili_Both_prnts_born_Aus,Fili_bp_ns,Fili_Tot_R,Fren_Both_prnts_born_os,Fren_Father_only_born_os,Fren_Mother_only_born_os,Fren_Both_prnts_born_Aus,Fren_bp_ns,Fren_Tot_R,Ger_Both_prnts_born_os,Ger_Father_only_born_os,Ger_Mother_only_born_os,Ger_Both_prnts_born_Aus,Ger_bp_ns,Ger_Tot_R,Greek_Both_prnts_born_os,Greek_Father_only_born_os,Greek_Mother_only_born_os,Greek_Both_prnts_born_Aus,Greek_bp_ns,Greek_Tot_R,Hung_Bth_prnts_born_os,Hung_Father_only_born_os,Hung_Mother_only_born_os,Hung_Bth_prents_brn_Aus,Hung_bp_ns,Hung_Tot_R,Ind_Both_prnts_born_os,Ind_Father_only_born_os,Ind_Mother_only_born_os,Ind_Both_prnts_born_Aus,Ind_bp_ns,Ind_Tot_R,Irish_Both_prnts_born_os,Irish_Father_only_born_os,Irish_Mother_only_born_os,Irish_Both_prnts_born_Aus,Irish_bp_ns,Irish_Tot_R,Ital_Both_prnts_born_os,Ital_Father_only_born_os,Ital_Mother_only_born_os,Ital_Bth_prnts_born_Aus,Ital_bp_ns,Ital_Tot_R,Kor_Both_prnts_born_os,Kor_Father_only_born_os,Kor_Mother_only_born_os,Kor_Both_prnts_born_Aus,Kor_bp_ns,Kor_Tot_R,Leb_Both_prnts_born_os,Leb_Father_only_born_os,Leb_Mother_only_born_os,Leb_Bth_prents_born_Aus,Leb_bp_ns,Leb_Tot_R,Mac_Bth_parnts_born_os,Mac_Father_only_brn_os,Mac_Mother_only_brn_os,Mac_Bth_prnts_brn_Aus,Mac_bp_ns,Mac_Tot_R,Malt_Both_prnts_born_os,Malt_Father_only_born_os,Malt_Mother_only_born_os,Malt_Bth_prnts_born_Aus,Malt_bp_ns,Malt_Tot_R,Maori_Both_prnts_born_os,Maori_Father_only_born_os,Maori_Mother_only_born_os,Maori_Both_prnts_born_Aus,Maori_bp_ns,Maori_Tot_R,NZ_Both_prnts_born_os,NZ_Father_only_born_os,NZ_Mother_only_born_os,NZ_Both_prnts_born_Aus,NZ_bp_ns,NZ_Tot_R,Pol_Both_prnts_born_os,Pol_Father_only_born_os,Pol_Mother_only_born_os,Pol_Both_prnts_born_Aus,Pol_bp_ns,Pol_Tot_R,Russ_Both_prnts_born_os,Russ_Father_only_born_os,Russ_Mother_only_born_os,Russ_Bth_prnts_born_Aus,Russ_bp_ns,Russ_Tot_R,Samoan_Both_prnts_born_os,Samoan_Father_only_born_os,Samoan_Mother_only_born_os,Samoan_Bth_prnts_born_Aus,Samoan_bp_ns,Samoan_Tot_R,Scott_Both_prnts_born_os,Scott_Father_only_born_os,Scott_Mother_only_born_os,Scott_Bth_prnts_brn_Aus,Scott_bp_ns,Scott_Tot_R,Serb_Both_prnts_born_os,Serb_Father_only_born_os,Serb_Mother_only_born_os,Serb_Bth_prnts_born_Aus,Serb_bp_ns,Serb_Tot_R,SthA_Both_prnts_born_os,SthA_Father_only_born_os,SthA_Mother_only_born_os,SthA_Bth_prnts_born_Aus,SthA_bp_ns,SthA_Tot_R,Span_Both_prnts_born_os,Span_Father_only_born_os,Span_Mother_only_born_os,Span_Bth_prnts_born_Aus,Span_bp_ns,Span_Tot_R,Sri_Lkn_Bth_prnts_born_os,Sri_Lkn_Father_only_born_os,Sri_Lkn_Mother_only_born_os,Sri_Lkn_Bth_prents_brn_Aus,Sri_Lkn_bp_ns,Sri_Lkn_Tot_R,Viet_Bth_prnts_brn_os,Viet_Father_only_brn_os,Viet_Mother_only_brn_os,Viet_Bth_prnts_brn_Aus,Viet_bp_ns,Viet_Tot_R,Welsh_Both_prnts_born_os,Welsh_Father_only_born_os,Welsh_Mother_only_born_os,Welsh_Both_prnts_born_Aus,Welsh_bp_ns,Welsh_Tot_R,Oth_Both_prnts_born_os,Oth_Father_only_born_os,Oth_Mother_only_born_os,Oth_Both_prnts_born_Aus,Oth_bp_ns,Oth_Tot_R,Ancest_ns_Bth_parnts_brn_os,Ancest_ns_Fther_only_brn_os,Ancest_ns_Mther_only_brn_os,Ancest_ns_Bth_prnt_brn_Aus,Ancest_ns_bp_ns,Ancest_ns_Tot_R,Tot_P_Bth_parnts_brn_os,Tot_P_Fther_only_brn_os,Tot_P_Mther_only_brn_os,Tot_P_Bth_prnts_brn_Aus,Tot_P_bp_ns,Tot_P_Tot_R
SED53701,266,1593,1342,11733,220,15152,9,77,36,1453,40,1611,171,3,3,53,0,230,50,24,19,80,0,182,391,92,83,177,7,751,4261,1453,1255,9556,231,16752,285,0,17,9,4,309,102,12,11,59,0,180,378,96,103,779,17,1378,38,17,3,37,0,93,33,7,4,11,0,56,115,4,9,16,0,143,752,216,195,2266,45,3468,264,126,54,494,17,958,9,0,0,0,0,9,5,0,0,7,0,13,9,5,0,12,0,29,21,11,0,17,0,58,209,35,30,6,3,285,212,100,61,22,3,401,106,28,19,54,0,202,25,0,14,14,0,49,28,0,0,0,0,29,1029,301,270,2095,37,3729,23,8,3,0,0,29,192,23,16,6,0,238,59,6,7,29,0,99,15,0,3,8,0,21,55,3,4,3,0,67,151,33,26,97,0,309,1174,165,155,308,20,1824,67,21,17,174,4257,4539,8314,2600,2142,21176,4775,39009
SED53802,873,1515,1203,5494,81,9167,23,57,26,567,11,684,3245,54,103,55,12,3468,293,52,44,139,0,524,314,79,51,149,5,595,3906,1278,901,4661,100,10843,787,7,70,11,4,878,196,14,10,32,4,257,456,92,82,337,4,970,458,117,56,241,8,870,79,23,0,24,0,119,2029,64,51,48,9,2200,1228,274,152,1309,13,2980,2598,607,269,1598,31,5095,191,4,10,7,0,210,85,15,3,8,0,100,550,61,60,121,3,800,58,11,10,24,0,103,253,40,23,7,5,325,193,80,40,19,5,338,430,32,51,102,6,615,147,9,14,20,0,187,19,0,3,0,0,30,850,277,200,1219,17,2556,420,33,23,23,0,499,400,41,32,10,3,487,169,23,3,52,0,251,140,17,12,19,0,180,2009,39,56,30,0,2128,115,23,7,70,0,216,7844,436,448,393,63,9186,446,16,17,68,1452,2001,26045,3175,2302,11338,1780,44639
SED53902,581,1806,1445,6225,104,10158,7,44,23,283,14,365,2309,67,95,83,6,2559,294,67,41,195,4,604,348,115,59,167,11,700,4497,1634,1161,5599,81,12963,331,11,44,11,0,396,219,26,16,67,0,341,471,101,97,518,7,1197,400,108,55,298,3,862,93,13,11,24,0,142,1105,58,54,34,3,1257,1383,374,256,1908,22,3952,2157,583,244,1484,16,4488,190,0,21,3,0,213,27,13,3,6,0,50,335,60,33,138,8,571,51,13,10,24,0,105,124,26,14,7,0,169,202,94,49,33,0,378,456,59,50,139,0,712,192,12,30,40,3,274,10,8,3,0,0,16,1182,314,267,1568,29,3365,300,24,23,12,0,360,600,47,55,13,0,727,164,15,11,32,0,232,138,9,8,12,0,173,919,21,45,20,0,1008,159,46,32,105,0,342,5539,509,515,541,51,7152,306,18,6,82,1430,1850,20567,3605,2715,13009,1711,41604
SED54006,363,1911,1601,12982,180,17044,7,79,41,1094,20,1242,228,3,11,20,3,268,62,32,12,70,5,180,408,130,75,247,6,876,5152,1846,1568,10566,216,19347,664,4,37,4,6,717,101,19,16,60,5,200,381,109,87,770,14,1361,21,14,4,70,0,108,24,15,4,18,3,62,134,19,22,32,0,206,953,279,227,2245,19,3733,783,306,123,1457,28,2693,24,0,13,4,0,41,4,7,0,4,0,15,8,3,0,15,0,27,11,9,10,14,0,49,367,76,50,20,8,519,248,151,68,59,5,536,130,26,27,100,3,291,21,3,8,25,0,59,10,3,0,0,0,11,1094,374,305,2331,32,4143,15,8,0,6,0,29,298,30,29,10,0,361,60,12,7,47,0,130,4,0,3,3,0,17,31,0,8,0,0,40,137,37,29,93,0,307,1154,217,209,318,12,1913,98,18,19,198,1943,2284,10268,3394,2636,22974,2395,41660
SED54104,473,2214,1898,8219,81,12874,14,32,40,355,3,445,4409,145,247,153,20,4990,172,55,44,219,5,494,537,137,103,219,0,996,5734,2036,1575,7807,90,17236,308,7,39,5,3,361,411,45,50,97,0,606,708,137,111,711,5,1668,191,105,46,223,0,567,104,18,22,26,0,162,1362,61,58,52,7,1533,1726,478,376,2886,24,5485,874,297,137,866,5,2178,215,8,5,5,0,230,52,4,11,15,0,89,40,22,13,40,0,121,25,16,0,27,0,74,80,9,11,0,0,104,162,82,34,27,0,303,328,56,58,127,7,575,185,18,26,13,0,244,15,0,0,0,0,8,1661,521,375,2437,23,5014,101,8,3,6,0,124,436,48,47,10,0,535,216,14,21,49,3,296,180,25,12,13,0,240,342,6,26,4,0,378,268,62,35,123,3,493,5224,498,569,510,35,6835,137,11,12,69,2349,2581,21353,4070,3340,16671,2600,48038
SED54203,304,1350,1209,9620,145,12629,17,89,64,3684,70,3919,282,14,12,48,6,365,138,35,20,100,0,293,388,117,54,183,0,749,4381,1262,1093,7748,196,14682,343,0,45,5,0,398,153,7,19,42,0,224,463,82,88,705,12,1361,58,31,10,57,3,158,32,6,4,20,0,62,183,15,10,22,6,236,1046,219,178,2116,39,3600,446,140,84,617,10,1296,36,0,4,0,0,39,15,3,0,8,0,33,43,6,3,15,0,69,36,14,4,16,0,70,420,32,32,20,10,512,262,54,45,23,6,394,151,33,11,82,0,282,48,11,6,18,0,70,38,5,0,4,0,47,1059,288,230,1893,28,3501,40,4,3,13,0,59,182,16,16,6,0,223,116,12,9,37,0,169,31,0,0,3,0,43,161,3,13,0,0,178,162,36,16,86,0,295,1930,195,206,420,40,2803,107,17,20,146,8766,9054,10287,2418,2036,20093,9208,44044
SED54304,490,2149,1714,7148,98,11595,14,44,17,465,3,554,4680,98,167,98,25,5071,233,71,49,224,3,575,417,144,107,254,10,929,5938,1941,1456,6803,109,16247,624,18,77,12,0,736,406,47,30,93,4,577,728,155,120,687,15,1699,387,127,68,294,0,870,88,16,25,36,0,165,1636,64,36,42,12,1787,2099,469,363,2580,20,5536,2024,532,238,1371,18,4182,545,11,15,8,0,585,57,9,13,19,0,103,246,33,30,78,0,390,52,34,8,19,0,111,235,35,10,18,0,301,285,94,53,13,5,451,397,80,43,133,3,646,207,15,19,21,0,269,31,5,0,5,0,39,1636,472,359,2077,21,4575,229,11,14,25,0,280,374,48,28,13,0,466,414,13,28,36,6,495,126,16,21,10,5,177,892,33,33,19,0,980,236,59,36,131,4,468,7291,583,550,565,51,9048,278,8,10,71,5022,5388,27248,4223,3218,15273,5345,55310
SED54403,512,1983,1909,12813,109,17333,27,253,166,6015,113,6572,730,21,44,97,7,896,107,51,25,124,4,311,431,179,82,314,9,1016,5408,1828,1631,10009,169,19051,1348,19,132,35,3,1535,217,16,10,72,0,307,454,167,138,1124,7,1894,85,26,14,89,4,218,46,16,10,19,0,92,773,25,17,25,3,847,1498,346,287,2732,42,4905,395,213,108,897,14,1624,56,0,8,0,0,67,21,3,0,5,0,33,57,21,10,14,3,94,30,25,7,46,0,111,1209,120,86,57,15,1485,546,166,112,60,3,883,148,35,37,91,3,318,52,0,12,30,0,98,111,6,9,6,6,134,1517,402,346,2468,26,4756,61,15,4,5,0,83,379,30,57,18,4,487,179,3,8,39,0,224,55,0,4,0,0,68,116,0,7,0,0,129,180,34,29,93,0,330,3912,416,496,1265,62,6149,206,24,24,263,15934,16443,16224,3676,3325,27252,16411,66879
SED54505,562,1442,1249,5954,56,9276,3,17,18,167,4,209,9916,157,286,108,43,10497,78,20,6,89,0,198,372,100,52,149,3,676,4596,1409,965,5414,87,12477,280,16,36,8,0,340,161,20,16,53,0,248,427,61,49,345,11,885,77,18,9,60,0,162,62,7,5,10,0,84,3762,60,45,28,8,3901,922,265,196,1425,18,2827,532,169,72,498,7,1270,774,10,17,3,0,803,28,0,5,6,0,40,15,4,0,16,0,39,32,7,0,10,0,55,84,11,17,3,0,116,176,70,36,8,0,299,170,36,29,58,0,297,110,14,12,8,6,153,27,6,0,0,0,38,1129,339,210,1257,16,2956,34,6,4,6,0,50,372,27,33,9,5,435,125,12,7,11,0,156,482,6,5,6,0,506,276,24,22,8,3,326,170,57,21,87,0,336,6691,301,381,279,23,7680,240,9,8,51,654,968,28225,2665,2187,11056,893,45028
SED54605,433,1961,1653,8884,129,13059,13,67,41,806,16,950,256,15,27,33,0,336,175,24,28,101,4,329,420,141,82,215,5,848,8147,1881,1595,7347,209,19174,447,4,64,11,3,527,125,23,15,57,0,221,530,115,95,610,15,1367,50,10,11,44,4,117,45,8,0,7,0,62,238,15,11,14,0,280,1466,279,248,1826,32,3855,387,162,66,522,11,1151,25,0,0,0,0,25,19,0,3,0,0,28,26,3,0,0,0,37,38,10,9,27,0,89,611,69,48,17,10,757,287,97,69,24,0,480,153,22,14,55,3,247,44,7,11,9,0,72,78,8,3,0,0,91,1899,404,309,1702,42,4357,201,14,4,18,0,234,269,31,23,5,0,329,116,16,6,39,0,183,24,6,0,0,0,27,104,6,4,0,0,113,325,52,27,102,3,512,2052,278,303,385,34,3045,175,22,20,155,2440,2805,15152,3305,2734,15837,2851,39875
SED54701,231,1410,1304,12209,236,15384,5,80,21,1571,59,1747,173,6,12,29,0,221,13,11,4,68,0,96,274,84,69,173,0,605,2908,1244,1137,9600,262,15159,447,4,46,11,8,513,79,3,9,53,0,144,369,87,113,940,17,1522,23,14,6,29,0,71,15,4,0,0,0,23,122,17,9,9,3,164,542,223,150,2086,35,3032,249,135,52,705,9,1149,18,4,4,0,0,23,5,5,0,0,0,4,9,3,5,3,0,21,7,6,0,17,0,28,342,64,45,30,19,501,226,100,64,34,3,424,75,16,18,55,4,175,26,0,7,12,0,44,9,0,0,0,0,10,715,297,237,2192,46,3482,10,0,0,6,0,19,301,16,29,3,0,356,28,10,9,21,0,65,15,0,0,0,0,19,42,0,4,0,3,52,87,15,19,99,0,221,1401,181,202,441,50,2279,85,22,17,243,3671,4040,7068,2393,2078,21975,4251,37766
SED54804,386,2279,1929,9042,71,13707,11,32,15,345,4,406,1472,30,95,50,16,1660,211,80,51,240,4,578,481,138,80,250,5,956,6050,1977,1516,7996,141,17668,221,5,46,24,0,295,353,44,35,65,0,497,694,147,112,645,13,1607,215,57,36,180,3,494,117,22,15,22,0,170,627,44,50,46,4,771,1894,409,320,2661,31,5314,1351,451,204,1294,17,3322,65,0,8,5,0,82,35,6,3,17,0,58,129,39,24,75,0,270,32,19,9,40,0,105,216,30,22,5,0,279,327,116,76,28,0,548,346,80,46,117,6,586,135,9,22,24,4,187,21,12,4,0,0,37,1540,443,344,2059,21,4414,140,10,15,11,6,173,525,63,59,15,0,662,232,12,20,37,0,302,59,13,8,10,0,95,130,14,12,9,0,171,235,48,31,122,0,443,3817,455,591,481,30,5376,201,17,12,125,1772,2124,17380,4047,3266,17583,2079,44359
SED54905,414,1892,1618,7890,80,11887,9,37,26,513,24,601,3803,98,176,101,20,4195,155,51,43,187,9,449,396,133,86,256,3,884,4865,1709,1366,7162,101,15206,323,15,60,8,0,409,254,30,29,71,0,389,454,103,96,621,13,1277,178,38,23,124,5,372,76,12,6,13,0,111,1254,62,49,36,8,1407,1233,341,273,2335,25,4199,883,302,158,1026,12,2380,251,0,12,11,0,263,51,17,0,9,0,76,41,4,10,23,0,86,36,18,11,23,0,84,107,16,17,6,0,149,188,86,45,24,3,347,290,51,42,98,3,486,112,6,26,15,0,161,12,0,0,0,0,13,1278,384,304,1894,15,3874,80,11,6,3,0,102,366,40,40,17,0,467,169,12,15,33,0,230,139,18,10,10,0,177,275,8,16,7,4,310,203,36,30,108,0,373,4953,405,460,506,48,6372,178,10,11,88,1670,1955,18762,3356,2869,15553,1963,42493
SED55005,946,1767,1454,7217,93,11482,18,75,46,824,22,979,5620,82,157,92,15,5973,61,22,19,68,0,172,388,115,77,227,3,812,5625,1618,1293,5499,100,14138,1125,4,58,8,4,1207,158,3,8,35,0,205,367,90,67,388,6,926,38,19,11,38,3,106,33,8,5,21,0,71,4186,63,49,64,8,4376,1008,199,161,1079,15,2462,479,207,118,689,13,1508,241,0,4,0,0,249,115,22,16,24,0,176,16,0,0,4,0,20,46,18,0,25,0,88,434,50,36,17,0,540,279,116,52,31,0,472,163,34,22,80,0,303,57,0,9,5,0,81,59,4,0,0,0,61,1098,297,232,1231,12,2872,65,8,0,7,0,81,597,59,64,12,3,728,146,21,4,32,0,203,304,11,4,0,3,320,203,13,13,0,0,228,186,27,18,46,0,280,10889,530,422,476,64,12377,418,19,35,108,1349,1926,30214,3180,2573,12667,1641,50268
SED55102,622,2310,1988,10976,128,16021,18,99,69,1069,13,1263,468,14,46,39,0,565,199,56,40,203,3,503,508,131,108,285,0,1034,7074,2082,1785,8363,152,19459,565,18,49,6,5,645,165,30,32,58,0,275,534,129,123,647,8,1438,65,34,15,97,0,214,67,17,12,26,0,129,1112,63,32,51,5,1263,1294,308,225,1898,23,3744,698,293,182,1078,11,2271,23,0,3,0,0,29,15,10,0,20,0,46,51,24,11,44,0,133,58,21,22,38,0,139,719,94,70,25,5,910,442,164,89,40,9,742,228,52,38,130,0,453,75,5,14,22,0,112,77,10,5,0,0,95,1570,412,312,1946,15,4257,63,10,0,13,5,94,541,50,44,15,0,656,109,16,11,43,0,176,65,8,3,4,0,87,144,5,12,15,0,175,248,35,40,120,0,450,4684,465,390,479,58,6077,221,14,22,153,3581,3984,17983,3990,3247,19056,3942,48219
SED55202,1000,1826,1439,7051,121,11438,16,89,53,1130,26,1318,2874,39,94,56,27,3078,85,20,24,53,0,180,461,117,79,206,5,863,5755,1622,1288,5920,160,14746,2044,9,80,9,0,2148,147,13,13,51,6,220,398,88,70,417,10,994,53,18,10,52,0,133,48,15,3,13,0,73,2201,52,53,36,6,2344,1057,258,180,1366,20,2876,620,172,89,561,11,1457,217,0,5,0,0,228,75,9,5,3,0,94,11,0,0,12,0,25,41,13,10,16,0,81,557,86,50,8,14,712,218,81,45,31,0,374,160,33,12,79,0,288,53,3,10,15,0,81,98,20,0,0,0,119,1219,338,226,1288,30,3092,77,4,3,10,0,89,229,22,36,18,0,307,154,7,0,21,0,188,182,3,5,0,0,193,261,5,22,4,0,297,164,35,26,65,0,293,10262,465,414,423,78,11651,446,24,27,108,2250,2854,26402,3145,2496,13058,2682,47783
SED55306,366,2199,1913,12669,182,17326,3,58,34,735,10,839,230,17,29,52,0,326,54,16,20,96,4,188,462,128,97,284,7,983,5716,2169,1725,11256,217,21076,159,10,41,23,0,232,211,21,28,82,0,339,510,145,126,780,11,1576,41,22,13,91,0,170,37,17,8,30,0,86,138,21,17,38,0,214,1106,401,266,2880,31,4689,433,181,101,974,15,1707,53,0,9,0,0,69,10,4,3,5,0,16,11,5,8,27,0,48,25,13,8,34,0,76,143,51,33,23,4,253,257,167,92,44,9,565,136,33,32,67,3,276,44,9,13,29,0,94,10,0,0,0,0,10,1199,434,335,2624,24,4616,22,4,0,8,0,31,291,56,40,16,0,403,74,16,6,74,0,170,39,13,5,8,0,56,68,8,7,8,0,81,202,45,29,116,0,393,1566,309,341,398,21,2636,81,28,25,239,2348,2724,10553,3797,3072,23396,2774,43594
SED55405,520,1867,1644,7333,164,11531,11,86,40,853,30,1010,4143,74,164,91,18,4491,118,37,25,129,4,312,363,122,67,238,4,788,4726,1730,1415,6251,150,14274,720,10,87,9,0,836,224,34,23,63,0,343,503,107,107,579,6,1304,98,46,18,89,0,250,47,19,9,16,0,92,1971,49,59,42,8,2125,1343,376,276,1941,29,3968,1059,271,143,951,20,2446,448,7,18,4,0,476,38,19,5,8,0,71,19,5,12,18,0,48,32,16,10,31,0,93,238,31,31,20,8,326,245,94,59,19,0,414,242,49,34,110,0,439,112,9,10,17,0,152,30,0,0,0,0,30,1196,430,335,1706,24,3692,62,10,11,13,0,88,224,36,18,9,0,290,175,8,21,33,0,242,182,12,14,15,0,217,468,3,36,0,0,511,177,41,34,112,0,364,8623,435,545,473,88,10162,284,11,19,105,2750,3170,23933,3410,2940,14131,3236,47660
SED55504,769,2337,2009,8655,78,13842,9,70,23,562,13,678,822,19,42,52,5,950,143,50,30,130,5,348,509,114,69,197,10,893,11230,2048,1801,6141,155,21369,817,13,65,24,3,925,194,29,14,49,0,286,610,118,89,484,6,1311,113,23,20,89,0,241,74,12,8,11,0,103,1650,40,24,30,0,1747,2595,364,272,1480,27,4741,722,305,181,907,8,2119,43,0,8,0,0,48,23,3,0,6,0,36,103,35,23,69,0,222,42,19,9,36,0,101,593,75,38,21,3,731,444,166,102,44,5,757,254,33,32,74,0,399,73,7,15,16,0,113,41,16,0,0,0,56,2726,335,336,1338,31,4764,65,19,3,11,0,103,1072,57,58,7,3,1201,137,14,11,41,0,210,60,9,9,3,0,85,390,14,27,17,0,441,451,45,35,73,0,603,4454,403,331,398,37,5634,321,28,27,144,1191,1712,25054,3893,3235,14464,1508,48157
SED55605,543,2687,2318,11596,121,17271,14,107,73,1148,11,1349,266,8,23,57,0,357,104,42,25,117,0,294,526,158,147,349,12,1197,10283,2408,2117,8873,127,23813,323,12,81,13,8,431,120,16,19,49,0,207,480,143,138,682,9,1442,46,23,17,61,0,146,44,13,6,24,0,83,228,46,13,40,6,331,1729,328,263,1879,35,4227,372,221,111,790,4,1502,36,0,0,0,0,39,6,10,8,7,0,32,23,4,5,17,0,45,37,25,7,42,0,103,1053,143,109,29,0,1329,435,160,119,59,3,777,143,29,24,89,3,287,55,8,19,22,0,104,99,12,4,0,0,109,2275,472,372,1939,25,5076,111,14,0,14,0,141,636,86,52,20,0,796,103,16,6,48,0,181,8,8,3,0,0,19,53,0,4,0,0,65,402,70,41,103,3,613,2285,390,395,441,28,3542,166,37,38,178,1468,1877,17674,4371,3722,19607,1782,47150
SED55706,353,1982,1704,11381,191,15603,7,71,26,722,8,841,197,12,15,40,0,267,90,39,19,118,0,270,491,137,78,251,17,979,5935,2018,1659,10238,282,20128,287,0,40,8,0,343,218,18,29,63,0,334,646,126,152,761,18,1709,56,20,7,56,0,146,47,6,9,15,0,79,151,25,24,22,0,215,1047,382,272,2600,56,4353,609,231,97,876,6,1824,42,0,0,0,0,41,10,0,0,6,0,24,125,20,14,71,0,221,37,12,8,18,0,71,127,48,32,8,0,216,264,119,65,35,6,490,170,28,19,93,3,314,42,3,9,13,0,78,6,0,0,0,0,12,1280,425,321,2558,62,4635,27,6,8,9,0,39,209,41,34,5,0,288,94,3,13,46,0,158,20,7,3,5,0,35,53,0,0,0,3,58,217,48,23,108,7,405,1669,319,308,459,37,2797,104,39,32,232,3358,3769,11387,3606,2869,21160,3894,42917
SED55802,1185,2068,1821,8643,85,13798,18,90,56,1155,15,1340,1471,36,76,59,9,1649,195,53,41,185,4,485,366,113,60,249,5,786,6046,1820,1455,6627,124,16073,2034,20,107,11,10,2185,206,19,21,39,5,298,408,129,104,528,8,1172,108,64,31,110,0,316,73,4,11,27,0,114,3031,82,48,63,4,3228,1262,295,188,1482,24,3255,853,357,195,1201,10,2616,78,0,0,3,0,79,43,9,3,7,0,66,267,48,30,73,6,417,66,24,13,52,0,146,702,83,61,43,3,886,353,122,85,47,3,612,275,48,45,140,7,509,81,3,15,10,0,108,68,20,6,3,0,94,1337,345,285,1409,16,3401,202,10,8,22,0,249,535,54,36,20,0,646,282,7,17,68,0,375,136,13,6,10,0,164,1465,29,37,28,0,1564,181,39,35,71,0,337,9520,482,434,563,62,11070,514,30,35,110,1557,2253,27449,3758,3047,15674,1874,51795
SED55905,502,1954,1578,7776,112,11928,11,46,29,794,15,900,1735,42,91,54,17,1940,720,160,41,312,11,1241,367,90,77,188,6,729,4609,1660,1306,6679,165,14416,614,15,54,15,6,699,218,30,37,50,5,336,457,105,101,504,6,1173,77,43,12,67,3,200,54,8,0,12,0,78,569,36,18,22,3,656,1097,353,242,1836,29,3553,1701,492,204,1314,30,3748,132,0,5,4,0,143,33,0,0,5,0,40,26,8,3,35,0,68,45,3,9,23,0,86,213,45,11,10,4,291,218,96,60,21,5,400,231,30,38,73,3,379,90,7,3,12,0,106,42,11,0,0,0,47,1220,412,279,1718,27,3658,235,10,16,16,0,284,326,56,32,20,0,440,196,21,14,32,3,268,80,18,3,10,6,113,152,0,10,0,0,161,164,42,28,107,4,353,3830,438,441,520,55,5286,180,25,13,89,2410,2724,16367,3596,2669,15020,2824,40478
SED59797,20,58,69,409,3,557,0,0,0,41,0,45,21,0,6,0,0,25,3,0,0,11,0,14,27,11,4,13,0,54,334,60,75,381,3,853,47,0,0,0,0,46,8,0,0,0,0,11,24,11,0,56,0,97,0,3,0,5,0,10,3,0,0,0,0,5,17,0,0,0,0,17,97,8,6,142,0,259,32,12,6,36,0,73,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,5,31,0,0,0,0,36,18,0,4,0,0,29,9,0,0,0,0,14,12,0,0,0,0,12,5,0,0,0,0,5,132,15,11,106,0,266,3,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,7,3,0,7,0,16,139,9,6,16,0,176,17,0,0,7,1357,1376,803,107,119,850,1369,3250
