SED_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_pers_occ_private_dwgs_M,Count_pers_occ_private_dwgs_F,Count_pers_occ_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_inst_0_4_M,Age_per_att_educ_inst_0_4_F,Age_per_att_educ_inst_0_4_P,Age_per_att_educ_inst_5_14_M,Age_per_att_educ_inst_5_14_F,Age_per_att_educ_inst_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_inst_25ov_M,Age_per_att_educ_inst_25ov_F,Age_per_att_educ_inst_25ov_P,Hi_yr_sch_com_Yr_12_equiv_M,Hi_yr_sch_com_Yr_12_equiv_F,Hi_yr_sch_com_Yr_12_equiv_P,Hi_yr_sch_com_Yr_11_equiv_M,Hi_yr_sch_com_Yr_11_equiv_F,Hi_yr_sch_com_Yr_11_equiv_P,Hi_yr_sch_com_Yr_10_equiv_M,Hi_yr_sch_com_Yr_10_equiv_F,Hi_yr_sch_com_Yr_10_equiv_P,Hi_yr_sch_comp_Yr_9_equiv_M,Hi_yr_sch_comp_Yr_9_equiv_F,Hi_yr_sch_comp_Yr_9_equiv_P,Hi_yr_sch_comp_Yr_8_below_M,Hi_yr_sch_comp_Yr_8_below_F,Hi_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
SED53802,21944,22769,44714,1393,1361,2751,2564,2254,4818,1192,1076,2271,1452,1384,2837,3587,3641,7221,3187,3319,6505,2613,2724,5332,2349,2620,4971,2005,2342,4346,1228,1469,2696,379,587,967,25,43,72,21906,22716,44626,37,46,86,314,357,677,3,8,5,16,16,30,329,378,710,11977,12008,23984,9113,9890,19000,13279,13397,26676,7719,8409,16128,18045,18684,36720,366,375,740,2399,2139,4536,948,888,1840,637,581,1224,849,1172,2021,10898,11526,22424,1543,1476,3022,2999,3162,6161,739,761,1506,725,1018,1746,238,291,530
SED53902,19876,21793,41674,1077,1042,2119,2020,2018,4044,961,1038,1995,1257,1402,2660,3240,3426,6660,2919,3106,6021,2617,2650,5269,2298,2423,4725,1742,2084,3824,1161,1583,2737,581,1031,1617,30,45,69,19374,21040,40413,503,754,1259,182,174,360,3,4,8,3,14,14,194,192,383,11925,12958,24889,7171,8012,15185,14335,15406,29746,4710,5534,10244,16803,18422,35222,338,269,605,1916,1939,3856,828,910,1737,614,774,1386,884,1265,2142,11546,12587,24133,1189,1275,2461,2162,2504,4665,514,622,1138,419,681,1101,116,159,275
SED54006,20578,21131,41710,1203,1084,2288,3059,2821,5875,1383,1374,2761,943,893,1833,1954,2189,4148,2343,2602,4939,2630,2807,5439,2729,2981,5710,2587,2565,5150,1373,1371,2746,384,432,816,29,24,52,20243,20917,41156,340,213,550,615,589,1207,12,15,26,7,3,10,629,604,1236,15710,15801,31515,3684,4251,7937,18296,18740,37028,1132,1298,2429,18210,18614,36827,307,278,585,2859,2637,5496,936,981,1915,147,205,351,239,707,943,5785,7203,12990,2068,2324,4389,5363,4994,10355,1251,985,2234,673,561,1236,54,34,90
SED54104,23273,24949,48221,1092,1067,2150,2796,2623,5411,1602,1590,3192,1900,2054,3954,3347,3526,6881,2932,3338,6270,2768,3030,5796,2511,2774,5280,2363,2532,4900,1474,1639,3115,492,777,1271,95,86,188,20813,22207,43023,2462,2740,5201,196,231,429,11,3,14,3,9,16,215,245,453,13514,14317,27829,8456,9381,17835,17515,18326,35842,4405,5285,9690,18857,20109,38964,363,325,685,2631,2517,5150,1444,1431,2877,1254,1377,2628,1177,1504,2685,15280,16633,31918,846,883,1735,1367,1703,3069,434,410,846,158,231,392,45,47,89
SED54203,26579,17778,44356,953,886,1839,1789,1592,3377,623,536,1154,1197,1016,2210,4493,2833,7326,4359,2262,6627,4482,2193,6670,4214,2910,7126,3243,2670,5918,1100,777,1886,125,102,232,197,119,313,15096,14164,29258,11481,3617,15098,2052,2002,4052,30,29,54,26,35,62,2107,2063,4164,15255,11292,26549,4878,3459,8343,17786,12704,30495,2363,2107,4467,18481,13406,31891,192,184,380,1487,1322,2804,260,221,480,73,90,160,351,465,826,8331,6625,14956,2403,1539,3943,5138,3238,8377,1004,616,1620,603,388,986,91,69,161
SED54304,29232,26995,56232,1264,1175,2441,1926,1875,3807,850,904,1748,2222,2428,4646,7382,7159,14541,5488,4440,9933,3807,3192,6998,3169,2636,5806,1970,1841,3811,855,851,1708,290,495,790,578,334,916,25250,24462,49715,3985,2530,6517,367,369,738,8,3,18,5,7,10,382,382,767,14729,13433,28164,11122,11317,22435,18749,16742,35496,6811,7814,14628,20261,18843,39103,366,272,639,1802,1748,3545,672,695,1363,993,1211,2201,1825,2324,4155,17756,17275,35029,1479,1223,2704,2245,1990,4233,448,375,821,346,493,835,116,187,305
SED54403,42424,24793,67221,2009,1758,3769,3710,3571,7284,1362,1060,2424,1962,1524,3484,8459,5257,13718,9308,4289,13602,7737,3325,11064,5583,2456,8037,1849,1224,3070,402,294,695,42,42,77,243,100,345,23125,20891,44017,19308,3898,23203,3531,3180,6708,168,114,282,175,146,320,3871,3435,7306,22263,15377,37638,8262,5068,13331,25459,16740,42196,4658,3496,8155,26492,17694,44189,464,418,882,3109,2979,6092,679,585,1262,170,179,343,818,1025,1841,12964,9400,22368,3884,1984,5871,6689,3259,9951,1141,591,1730,426,311,736,128,75,205
SED54505,21973,23206,45177,982,927,1904,3815,3476,7295,1755,1712,3462,1329,1212,2535,1733,1746,3480,2885,3544,6427,3106,3263,6369,2379,2645,5027,2317,2586,4901,1253,1444,2696,420,648,1068,74,73,150,21851,22943,44791,121,259,380,103,95,204,0,3,5,0,4,3,110,102,213,11072,11137,22205,10458,11580,22039,13120,13390,26516,8355,9255,17609,18155,18782,36941,365,343,710,3739,3383,7124,1562,1576,3147,755,740,1486,618,978,1598,12086,13063,25153,1237,1298,2535,2326,2626,4954,617,655,1271,332,413,740,81,144,221
SED54605,19823,20131,39957,1007,918,1928,2261,2108,4371,1083,975,2054,1319,1088,2403,2482,2254,4736,2164,2347,4511,2447,2558,4999,2782,2885,5672,2324,2564,4886,1448,1661,3108,511,777,1292,50,35,81,18634,19560,38196,1192,573,1766,459,473,929,26,29,51,20,12,31,507,515,1019,12475,12499,24979,5784,6447,12229,16890,17180,34072,1368,1711,3081,16609,17117,33722,266,230,500,2108,1966,4068,735,685,1417,218,309,531,424,783,1205,6753,7660,14409,1985,1996,3985,4712,4536,9245,987,956,1940,507,577,1086,69,74,144
SED54701,19637,18206,37842,1174,1105,2288,2510,2391,4903,1057,917,1974,992,846,1840,2301,2176,4476,2375,2277,4657,2685,2331,5017,2911,2549,5458,2178,1989,4162,1142,1152,2289,305,465,779,55,20,70,18280,17512,35789,1357,698,2052,922,945,1868,22,18,39,12,12,28,953,978,1932,14522,13328,27848,2807,2900,5704,16051,15069,31118,1330,1262,2589,16109,15121,31229,244,253,498,2180,2080,4257,571,589,1166,101,166,266,195,551,742,6179,6697,12876,1730,1734,3465,4231,3290,7513,987,740,1720,622,479,1097,111,89,204
SED54804,20983,23511,44499,1431,1332,2765,2401,2349,4752,1077,1079,2160,1039,1318,2362,3588,4325,7917,3477,3756,7230,2740,2845,5587,2159,2371,4537,1633,1968,3603,988,1338,2330,438,813,1246,70,67,137,20470,22693,43167,512,817,1330,179,201,383,3,0,9,5,0,5,188,203,392,13672,15187,28857,6326,7282,13611,17072,18843,35916,2900,3581,6476,17810,19945,37756,407,394,805,2276,2244,4520,871,941,1813,446,623,1066,777,1261,2034,11651,13662,25316,1353,1357,2706,2289,2625,4920,525,613,1141,289,424,712,54,62,119
SED54905,20774,21887,42668,1033,1003,2037,2262,1928,4191,1388,1102,2492,1720,1717,3436,3181,3252,6427,2743,2880,5620,2421,2716,5143,2312,2708,5016,2185,2430,4614,1087,1371,2457,446,789,1232,98,74,172,19770,20997,40769,1004,892,1898,321,295,618,7,13,15,11,12,24,333,318,652,12769,13106,25871,7086,7785,14866,15677,16062,31740,4100,4777,8875,17379,18128,35506,332,304,635,2171,1829,4001,1192,968,2160,970,961,1932,944,1230,2173,12735,13491,26228,1085,1171,2261,1916,2208,4124,471,476,942,245,313,560,62,100,163
SED55005,24689,25717,50404,1775,1741,3518,4152,3963,8116,1809,1691,3497,1681,1602,3289,3000,3363,6364,3933,4343,8275,3279,3446,6723,2359,2519,4877,1767,1808,3576,712,862,1569,226,384,608,62,76,138,24574,25493,50070,116,220,334,464,491,958,14,6,17,8,10,17,484,506,994,12950,13217,26162,10969,11669,22640,14833,15178,30011,8965,9564,18530,20055,20541,40600,513,531,1043,3971,3787,7760,1403,1378,2778,664,751,1416,718,1141,1857,10952,12081,23032,1763,1780,3548,3658,3600,7261,872,836,1713,521,570,1090,225,305,526
SED55102,24612,23714,48325,1789,1551,3341,4008,3764,7766,1749,1588,3335,1533,1249,2782,3231,3220,6457,3660,3640,7304,3343,3327,6672,2571,2707,5275,1782,1781,3561,776,723,1504,161,168,327,76,33,111,22523,23612,46132,2090,107,2192,1234,652,1888,38,19,59,37,7,47,1311,680,1993,16979,15859,32830,6615,6901,13512,18772,19359,38132,2908,3361,6262,19696,20438,40136,544,440,982,3790,3576,7361,1228,1200,2430,331,394,726,442,1009,1450,8490,10238,18730,2138,2152,4287,5511,3920,9432,928,771,1697,412,338,752,185,114,297
SED55202,23574,24324,47891,1650,1599,3253,3273,3157,6429,1418,1399,2812,1570,1482,3055,3133,3368,6501,3541,3412,6945,2916,2873,5789,2437,2648,5082,2080,2343,4423,1166,1402,2565,382,647,1035,50,56,108,23394,24054,47447,181,268,447,609,695,1302,7,11,16,8,15,14,619,714,1332,12648,12615,25265,9636,10378,20017,14537,14836,29372,7642,8045,15690,18690,19010,37703,376,416,791,3013,2896,5906,1030,1088,2112,546,604,1150,725,1217,1949,9300,9982,19278,1890,1886,3783,4182,4226,8407,959,931,1890,757,846,1598,350,421,775
SED55306,20875,22806,43688,1185,1173,2357,3202,3039,6241,1264,1175,2439,771,698,1469,1946,2220,4162,2531,3133,5665,2735,3130,5863,2643,3116,5756,2727,2937,5666,1461,1524,2983,418,661,1080,49,39,89,20103,21904,42003,776,906,1681,416,405,823,5,12,13,9,3,16,434,418,852,15697,16775,32473,3886,4618,8512,18542,20150,38695,1037,1288,2326,18442,19991,38430,317,319,635,2985,2802,5785,875,839,1711,137,178,308,310,877,1187,7807,9721,17533,1902,1973,3879,4176,4333,8508,872,761,1631,448,447,893,71,43,116
SED55405,24135,23659,47799,1344,1342,2691,2158,2022,4178,1058,1108,2170,2564,2310,4879,5564,5012,10580,3765,3647,7407,2604,2502,5105,2191,2121,4316,1609,1666,3269,871,1110,1984,414,807,1219,66,79,137,23474,22839,46313,661,822,1485,511,533,1041,16,4,21,20,8,20,546,543,1090,12758,12478,25236,9960,9842,19799,15457,14833,30289,7124,7212,14344,17258,17019,34279,359,342,692,2036,1894,3930,786,895,1683,1398,1303,2701,1731,1907,3636,14267,13993,28258,1314,1174,2488,2436,2288,4718,513,535,1048,393,545,935,138,171,307
SED55504,23331,24897,48232,1730,1730,3463,3853,3779,7634,1644,1519,3165,1483,1448,2936,3041,3461,6501,3439,3840,7281,2989,3264,6252,2308,2515,4823,1724,1880,3606,872,1056,1930,232,402,638,35,43,74,23261,24734,47994,73,164,240,303,344,650,16,11,25,5,8,15,329,361,689,13453,14134,27589,9201,10075,19270,19242,20176,39422,3359,3948,7310,20214,21441,41654,539,533,1071,3688,3618,7301,1222,1207,2428,464,562,1026,538,1117,1649,9600,11527,21132,2060,2084,4144,4137,3728,7866,866,768,1635,330,410,739,94,122,208
SED55605,22925,24286,47203,1792,1561,3352,4088,3933,8023,1934,1800,3734,1504,1424,2929,2714,3104,5823,2885,3480,6370,3087,3681,6771,2588,2672,5263,1390,1557,2947,738,792,1535,198,273,470,29,30,55,22864,24200,47061,57,89,144,647,683,1325,10,13,21,13,15,25,670,708,1377,15598,16193,31793,6539,7297,13836,20810,21815,42622,1249,1635,2880,19840,20911,40754,532,420,954,3844,3705,7546,1353,1347,2698,390,453,840,442,1065,1514,7986,9756,17738,2343,2410,4755,4667,4580,9244,951,914,1863,329,360,685,54,43,100
SED55706,21438,21648,43085,1144,1027,2171,2792,2628,5417,1169,1072,2242,765,606,1372,1968,2066,4028,2420,2823,5240,2869,3014,5878,3322,3502,6823,3130,2986,6120,1467,1412,2872,402,514,913,117,50,170,20387,20871,41258,1046,776,1825,446,454,898,15,21,37,0,3,7,460,475,941,15120,15014,30130,4270,4722,8994,18197,18534,36733,1227,1347,2577,18096,18498,36598,273,259,528,2497,2332,4824,761,757,1526,93,96,184,277,753,1036,7680,9274,16952,1835,1936,3762,4543,3854,8402,964,762,1722,547,419,966,94,58,152
SED55802,25297,26595,51891,2278,2127,4412,3817,3616,7434,1674,1574,3245,1685,1752,3427,4135,4701,8841,3847,4006,7847,2860,3266,6129,2539,2719,5264,1509,1608,3115,738,871,1610,215,351,568,34,63,94,25113,26150,51266,178,451,626,642,773,1415,12,15,21,15,26,40,666,813,1481,15075,15606,30679,9501,10242,19747,16986,17381,34367,7431,8046,15473,21552,22209,43763,621,570,1189,3608,3415,7030,1232,1254,2488,529,646,1177,736,1300,2034,10937,12186,23122,2051,2035,4085,3996,4082,8070,854,831,1688,474,611,1081,215,309,527
SED55905,19358,21181,40541,1187,1045,2228,2184,2066,4248,1079,1197,2277,1351,1417,2767,2714,2908,5617,2454,2679,5134,2383,2646,5029,2366,2690,5053,1895,2229,4126,1249,1491,2743,497,807,1310,25,36,64,18587,19976,38557,775,1206,1976,430,478,909,3,13,14,5,10,13,443,500,941,12383,13202,25588,5774,6621,12400,14770,15732,30503,3359,4013,7373,16378,17810,34190,334,290,627,2035,1949,3982,790,935,1721,550,699,1246,600,981,1584,8735,10213,18945,1475,1541,3020,3198,3327,6523,759,755,1518,544,701,1240,99,117,214
SED59797,3003,413,3413,0,0,0,0,4,3,14,8,19,81,37,121,459,94,549,945,55,999,896,57,951,473,86,560,119,61,178,15,17,32,0,3,3,143,16,164,24,15,37,2981,399,3380,40,6,44,0,0,0,0,0,0,39,6,48,1000,174,1179,618,97,717,1404,244,1654,208,22,233,1373,231,1606,0,0,0,0,0,0,0,5,5,10,4,10,63,9,68,944,198,1141,246,22,272,366,40,402,32,6,38,4,0,4,4,0,0
