SED_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85_yr_over_Married,M_85_yr_over_Separated,M_85_yr_over_Divorced,M_85_yr_over_Widowed,M_85_yr_over_Never_married,M_85_yr_over_Tot,M_OS_visitors_Married,M_OS_visitors_Separated,M_OS_visitors_Divorced,M_OS_visitors_Widowed,M_OS_visitors_Never_married,M_OS_visitors_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85_yr_over_Married,F_85_yr_over_Separated,F_85_yr_over_Divorced,F_85_yr_over_Widowed,F_85_yr_over_Never_married,F_85_yr_over_Tot,F_OS_visitors_Married,F_OS_visitors_Separated,F_OS_visitors_Divorced,F_OS_visitors_Widowed,F_OS_visitors_Never_married,F_OS_visitors_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85_yr_over_Married,P_85_yr_over_Separated,P_85_yr_over_Divorced,P_85_yr_over_Widowed,P_85_yr_over_Never_married,P_85_yr_over_Tot,P_OS_vis_Married,P_OS_vis_Separated,P_OS_vis_Divorced,P_OS_vis_Widowed,P_OS_vis_Never_married,P_OS_vis_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
SED53502,0,0,0,0,1393,1399,37,0,0,0,1447,1485,897,60,45,8,2201,3211,1647,153,178,4,1107,3086,1486,169,380,17,820,2878,1509,178,484,49,483,2706,1240,100,372,94,240,2047,756,38,166,130,61,1160,211,12,33,116,18,395,18,0,4,6,7,33,7802,725,1656,434,7788,18398,0,0,0,0,1248,1248,57,4,0,0,1380,1442,1322,105,92,7,1893,3415,1748,204,267,25,954,3191,1612,209,571,54,634,3077,1510,199,633,191,343,2879,1124,94,493,370,143,2230,546,31,243,516,36,1371,118,7,42,482,18,665,18,0,3,17,15,53,8052,856,2344,1655,6659,19572,0,0,0,0,2640,2645,90,3,0,0,2828,2923,2226,163,138,9,4092,6628,3396,356,441,25,2061,6283,3099,379,948,74,1459,5951,3017,386,1115,248,826,5587,2363,199,864,466,388,4280,1304,73,412,646,97,2522,332,19,74,594,35,1061,37,0,6,20,23,87,15854,1579,3998,2084,14446,37971
SED53602,8,0,0,5,1448,1457,61,5,3,0,1726,1799,1168,65,70,5,2343,3656,1780,153,194,5,1089,3215,1549,172,301,18,770,2822,1565,134,369,45,411,2526,1292,117,323,87,159,1977,650,40,151,128,46,1014,151,13,22,100,14,299,20,5,0,0,6,30,8237,709,1441,399,8014,18802,0,0,0,0,1402,1398,149,11,9,0,1483,1653,1541,138,116,11,1824,3629,1943,188,259,34,874,3301,1544,208,450,94,582,2876,1454,185,558,199,310,2702,1082,100,478,388,129,2165,420,33,201,446,34,1138,71,3,40,308,10,429,33,0,6,11,11,58,8233,857,2113,1486,6660,19354,4,3,0,5,2843,2858,206,15,11,0,3211,3448,2713,203,187,15,4168,7286,3727,340,454,41,1967,6520,3096,378,755,113,1355,5697,3021,316,926,243,720,5228,2374,213,798,473,289,4143,1069,70,355,574,79,2153,217,21,61,409,19,726,46,0,6,11,22,83,16474,1565,3553,1886,14676,38152
SED53701,0,0,0,0,896,899,17,0,0,0,819,832,492,40,20,0,1298,1854,1238,101,107,5,768,2219,1548,166,265,27,710,2723,2186,186,480,73,534,3454,2108,164,562,165,232,3226,1047,63,184,159,60,1514,178,3,30,93,7,309,46,6,8,0,55,116,8861,737,1662,521,5370,17155,0,0,0,0,817,819,21,0,0,0,658,687,602,31,42,9,1095,1783,1299,96,127,10,624,2166,1605,105,310,41,481,2540,2162,138,440,147,312,3198,1905,97,407,308,106,2827,715,26,134,357,16,1256,80,0,19,263,0,365,20,3,3,0,35,55,8413,505,1486,1139,4152,15695,4,0,0,0,1713,1719,38,0,0,0,1476,1516,1102,72,65,11,2391,3640,2538,196,235,18,1391,4381,3154,272,572,71,1189,5266,4349,320,919,219,844,6648,4014,263,965,473,338,6051,1759,87,324,519,75,2766,254,6,50,351,10,678,64,10,7,0,95,176,17279,1238,3146,1664,9521,32846
SED53802,0,0,0,0,1187,1192,38,0,0,0,1402,1450,1095,49,50,9,2387,3583,1863,129,159,5,1036,3187,1542,119,332,8,611,2612,1483,111,356,37,363,2342,1414,81,289,79,139,2002,916,33,113,122,37,1227,255,6,16,92,12,379,18,0,0,0,7,28,8630,522,1308,357,7176,17993,3,0,0,0,1072,1076,101,5,4,3,1271,1383,1501,90,70,8,1960,3631,1981,149,287,14,891,3315,1528,178,466,62,482,2716,1480,148,543,148,289,2609,1351,70,432,346,125,2327,677,21,213,520,36,1462,123,4,36,412,7,582,23,0,0,13,5,46,8766,670,2056,1515,6139,19149,7,0,0,0,2260,2271,139,9,4,3,2674,2826,2596,139,122,12,4347,7216,3836,278,444,17,1926,6499,3072,291,797,68,1096,5327,2960,253,891,189,653,4952,2766,155,720,426,265,4335,1594,55,325,641,73,2686,379,9,59,504,16,962,38,0,0,13,16,70,17395,1192,3367,1873,13313,37143
SED53902,0,0,0,0,964,964,20,4,0,0,1238,1254,821,29,43,0,2336,3229,1574,99,152,3,1087,2916,1557,122,269,11,660,2611,1336,110,355,16,468,2296,1058,73,333,62,206,1737,803,29,152,93,77,1156,328,11,33,201,16,581,14,0,5,0,9,25,7512,472,1344,394,7062,16780,0,0,0,0,1036,1036,52,5,3,0,1334,1392,1158,57,73,6,2125,3421,1759,129,272,13,913,3100,1533,125,361,33,595,2640,1286,109,554,98,371,2416,1048,70,490,282,190,2086,622,28,242,610,74,1582,180,3,81,736,31,1032,17,0,0,3,18,40,7660,529,2082,1784,6676,18736,0,0,0,0,1993,1993,74,5,3,0,2566,2648,1983,85,116,7,4461,6650,3331,227,429,25,2007,6018,3088,240,630,44,1248,5256,2626,225,917,112,836,4711,2114,143,826,341,395,3819,1421,66,389,707,149,2733,508,9,114,938,50,1618,30,0,6,4,24,70,15172,998,3432,2176,13735,35519
SED54006,0,0,0,0,1378,1383,34,3,0,0,904,943,627,32,23,0,1256,1949,1250,101,159,4,828,2337,1536,155,313,18,602,2627,1745,132,442,40,361,2729,1765,112,459,107,139,2587,993,47,152,139,40,1372,226,5,23,110,11,384,17,0,0,0,3,18,8193,594,1579,424,5534,16320,0,0,0,0,1374,1378,45,8,0,0,841,887,894,63,55,8,1174,2188,1503,165,232,21,677,2596,1700,174,423,55,452,2804,1924,139,527,137,251,2981,1686,87,400,325,69,2563,728,26,121,478,21,1372,106,0,37,283,6,432,10,0,3,0,8,22,8595,664,1806,1301,4864,17225,0,0,0,0,2758,2759,76,8,0,6,1745,1830,1520,97,75,8,2429,4133,2750,266,389,22,1501,4933,3235,333,736,75,1051,5433,3664,272,974,178,615,5709,3451,196,857,430,205,5146,1719,72,277,614,60,2740,337,3,64,394,18,816,23,0,7,0,13,42,16783,1255,3380,1724,10398,33544
SED54104,0,0,0,0,1589,1593,22,0,0,0,1865,1885,736,16,27,0,2552,3333,1854,83,109,6,875,2924,1899,115,215,11,499,2743,1646,105,331,32,382,2497,1630,82,334,66,244,2358,1071,37,165,110,93,1472,324,14,26,113,15,486,42,0,9,4,40,93,9220,455,1209,337,8159,19388,3,0,0,0,1575,1582,40,0,0,0,2008,2048,996,51,69,10,2384,3505,2224,112,200,18,776,3329,2015,140,366,27,476,3021,1703,108,521,96,342,2763,1506,65,448,262,236,2518,778,33,220,487,118,1638,135,6,73,495,62,779,31,0,4,8,34,83,9430,512,1901,1390,8030,21272,5,0,0,0,3173,3175,56,0,0,0,3871,3927,1730,71,93,10,4939,6839,4081,194,308,18,1649,6256,3908,254,582,41,980,5766,3345,215,850,124,726,5260,3142,147,783,326,481,4872,1847,72,383,598,214,3108,459,15,98,609,86,1264,71,0,16,15,76,177,18652,972,3114,1735,16186,40656
SED54203,9,3,0,0,608,623,59,0,7,0,1098,1168,1135,60,68,6,3140,4405,2314,190,262,10,1560,4337,2485,260,551,31,1123,4456,2673,215,659,66,579,4190,2347,102,466,120,201,3241,828,42,108,88,40,1099,78,3,6,38,5,128,59,5,12,0,118,194,11994,884,2139,353,8461,23835,9,0,0,0,517,533,57,5,3,0,926,988,798,34,69,0,1871,2781,1223,85,127,20,799,2258,1109,153,325,39,557,2183,1883,126,480,118,300,2902,1939,77,350,203,92,2666,523,5,59,165,25,777,38,0,7,58,3,102,20,4,4,0,90,116,7596,493,1429,610,5173,15304,25,3,0,0,1128,1152,113,9,4,0,2023,2152,1928,96,141,12,5009,7188,3542,279,393,28,2354,6589,3599,412,882,71,1676,6638,4556,341,1134,186,876,7092,4286,182,822,322,296,5903,1353,41,173,256,59,1879,113,3,8,94,6,226,79,12,10,0,208,307,19598,1378,3563,963,13635,39132
SED54304,0,0,0,0,845,845,32,0,3,0,2111,2148,1435,85,98,0,5579,7199,2422,190,334,9,2411,5370,1812,274,509,20,1102,3726,1551,197,588,38,736,3109,1062,99,428,58,295,1951,479,30,131,75,128,845,144,5,31,73,34,286,259,14,33,3,253,559,9204,893,2154,288,13493,26037,0,0,0,0,892,890,85,10,9,0,2279,2384,1802,110,176,4,4933,7030,2266,165,346,14,1607,4399,1634,165,559,40,756,3152,1337,131,583,123,442,2613,907,79,434,239,165,1823,313,10,135,329,55,842,67,4,34,374,18,493,119,3,13,8,167,315,8536,673,2281,1139,11312,23947,0,0,0,0,1734,1739,126,10,11,0,4388,4535,3239,197,269,5,10513,14225,4684,358,680,26,4023,9769,3445,441,1074,60,1857,6880,2884,325,1172,163,1183,5717,1973,176,864,300,462,3776,797,42,267,409,185,1692,209,10,65,449,52,783,378,14,48,17,425,875,17742,1572,4438,1429,24811,49990
SED54403,9,0,0,0,1352,1362,58,5,0,0,1892,1950,2158,124,150,10,5965,8407,5086,345,584,19,3204,9241,4447,470,940,31,1799,7688,3437,343,926,72,767,5546,1233,101,297,89,120,1838,263,8,48,60,28,400,12,0,3,13,5,42,109,4,19,3,97,237,16822,1411,2957,291,15227,36706,13,0,0,0,1050,1059,49,7,10,0,1438,1504,1595,115,115,11,3392,5219,2363,169,295,21,1440,4284,1740,242,462,62,812,3322,1335,136,508,101,360,2445,766,45,176,146,76,1206,146,9,29,95,13,292,7,0,0,27,7,42,25,3,5,4,58,93,8035,725,1602,455,8643,19462,20,0,7,0,2396,2423,107,12,10,0,3332,3453,3750,243,260,20,9356,13625,7443,520,881,40,4643,13524,6189,712,1400,93,2611,11009,4780,478,1433,170,1129,7991,2005,146,468,234,195,3043,407,17,74,153,43,693,18,0,6,35,8,77,137,8,29,8,154,334,24853,2135,4560,750,23871,56171
SED54505,0,0,0,0,1751,1753,17,0,0,0,1308,1321,485,13,12,0,1215,1726,2270,75,94,0,428,2877,2555,86,173,16,270,3099,1911,67,192,27,168,2366,1887,47,200,72,97,2303,984,18,112,102,30,1247,266,3,15,133,5,417,50,0,0,3,10,69,10430,307,803,355,5279,17180,0,0,0,0,1706,1711,25,0,0,0,1183,1208,783,20,23,0,910,1735,2838,127,182,16,382,3540,2590,142,275,36,213,3262,1981,67,311,110,154,2621,1745,63,352,309,92,2564,723,17,177,476,49,1443,139,5,33,450,16,647,37,0,3,16,13,74,10866,440,1351,1418,4720,18798,0,0,0,0,3458,3464,42,6,0,0,2487,2534,1274,31,35,0,2126,3462,5110,206,273,19,808,6417,5146,229,454,46,482,6352,3890,136,498,135,322,4987,3631,107,553,382,187,4865,1709,31,286,580,85,2694,404,4,46,587,26,1066,86,0,7,24,25,137,21293,752,2154,1773,10000,35976
SED54605,0,0,0,0,1079,1082,23,0,5,0,1282,1309,512,58,42,0,1859,2477,936,122,184,5,915,2159,1195,168,366,26,685,2447,1565,181,523,50,444,2774,1509,84,438,122,164,2318,981,55,179,185,45,1447,274,12,44,178,13,509,15,7,10,0,22,50,7009,686,1786,565,6505,16551,0,0,0,0,971,972,27,3,4,0,1046,1084,686,75,64,3,1425,2250,1121,180,201,18,817,2343,1311,193,450,54,544,2553,1643,191,637,142,277,2885,1464,114,487,400,102,2557,761,32,230,596,34,1650,146,3,43,569,16,779,12,0,10,5,11,30,7166,782,2116,1797,5234,17099,0,0,6,0,2049,2054,52,4,3,0,2326,2391,1193,133,107,6,3276,4721,2060,305,384,23,1734,4498,2508,361,815,79,1231,4999,3213,368,1165,193,718,5657,2972,191,920,518,269,4876,1741,82,412,782,83,3100,419,14,82,750,21,1287,19,7,14,9,32,79,14176,1466,3908,2364,11743,33659
SED54701,0,0,0,0,1055,1057,26,0,0,0,953,986,670,26,30,5,1550,2272,1307,92,107,5,863,2374,1523,129,286,15,739,2684,1733,155,491,49,480,2905,1442,118,304,92,226,2170,745,42,128,153,72,1137,174,7,21,92,21,305,14,0,0,0,35,55,7640,564,1357,407,5983,15952,4,6,0,0,906,917,57,6,6,0,782,842,849,45,53,0,1219,2164,1369,102,158,22,633,2279,1375,133,268,55,493,2330,1640,97,413,130,266,2545,1265,76,275,295,75,1985,526,30,113,459,16,1152,87,0,23,344,13,465,8,0,0,0,12,20,7178,495,1302,1316,4415,14703,4,6,0,7,1960,1973,81,5,6,4,1738,1831,1514,71,79,6,2770,4437,2679,186,265,23,1497,4650,2896,260,555,71,1231,5018,3372,252,900,178,744,5452,2706,194,574,388,298,4157,1277,73,240,608,85,2291,264,8,43,432,30,779,25,3,0,0,41,70,14815,1054,2659,1718,10397,30651
SED54804,0,0,0,0,1075,1075,6,0,0,0,1034,1040,752,31,50,7,2733,3571,1883,109,186,4,1290,3469,1583,145,330,12,655,2723,1265,105,389,24,362,2151,1044,45,303,56,185,1623,688,24,121,92,56,988,241,6,34,142,13,438,31,0,8,0,24,67,7501,463,1421,341,7423,17150,0,0,0,0,1082,1079,27,0,0,0,1284,1313,1139,72,93,0,3021,4316,2072,141,301,19,1212,3751,1608,163,478,39,550,2841,1227,122,587,116,311,2359,973,64,518,250,157,1965,544,28,252,451,62,1339,140,5,54,571,42,808,18,0,5,6,21,57,7751,600,2289,1455,7736,19830,0,0,0,0,2151,2156,30,0,0,0,2316,2355,1887,105,140,6,5756,7890,3953,247,491,25,2504,7219,3197,306,805,48,1204,5572,2491,225,979,137,671,4512,2021,105,820,306,341,3586,1230,56,370,548,122,2324,385,15,84,711,51,1251,52,5,15,8,46,126,15247,1065,3708,1794,15161,36975
SED54905,5,0,4,0,1375,1384,26,0,0,0,1692,1715,715,25,36,0,2379,3158,1665,72,140,0,844,2727,1562,120,262,3,463,2413,1522,92,317,57,311,2297,1516,66,319,74,197,2174,762,22,135,99,70,1081,247,10,28,141,19,444,47,0,0,0,37,89,8061,418,1232,379,7386,17484,3,0,0,0,1101,1099,36,0,0,0,1668,1706,1021,57,69,3,2081,3233,1777,93,206,12,779,2869,1729,142,360,36,438,2706,1626,124,548,105,300,2696,1359,82,513,283,179,2413,562,31,224,448,106,1367,156,12,62,535,29,789,37,0,4,4,27,71,8302,533,1994,1430,6702,18958,6,0,4,0,2478,2485,62,0,0,0,3361,3422,1733,81,104,3,4458,6384,3438,171,350,11,1626,5600,3290,264,624,43,897,5119,3151,217,862,157,611,4993,2878,140,837,358,376,4585,1325,54,360,544,170,2457,402,12,88,681,46,1234,83,0,9,3,59,164,16364,952,3231,1805,14089,36438
SED55005,3,0,0,0,1807,1809,30,0,3,0,1641,1679,1100,52,44,0,1796,2993,2859,120,139,0,795,3919,2410,104,256,18,477,3269,1739,105,276,34,194,2348,1317,68,202,96,77,1752,530,21,56,80,20,704,125,0,12,77,8,223,43,0,0,0,11,59,10163,475,981,317,6830,18759,4,0,0,0,1682,1683,100,6,0,0,1493,1602,1671,89,76,7,1509,3356,3155,173,261,28,714,4340,2379,164,386,66,439,3438,1709,112,401,123,155,2496,1071,55,333,287,45,1785,386,15,87,357,9,850,80,5,28,272,7,382,43,0,4,17,11,72,10598,618,1581,1152,6057,20013,3,0,6,3,3484,3499,136,6,3,0,3133,3278,2774,145,115,9,3310,6350,6020,298,404,29,1508,8263,4795,272,640,81,916,6710,3449,210,679,157,351,4846,2387,118,534,383,120,3539,912,38,142,439,26,1562,202,3,44,352,12,607,84,0,5,20,23,128,20756,1090,2564,1467,12889,38772
SED55102,0,0,0,0,1750,1749,57,0,0,0,1433,1487,1105,62,43,0,2002,3226,2108,180,194,5,1177,3657,2112,195,324,15,700,3344,1737,144,357,39,282,2557,1300,65,245,72,88,1774,572,28,88,65,21,775,101,4,8,35,8,158,20,0,0,3,52,77,9117,679,1263,234,7522,18808,0,0,0,0,1586,1588,51,5,4,0,1188,1249,1404,125,85,4,1597,3213,2269,237,275,22,834,3639,2069,213,460,70,513,3322,1740,142,515,102,203,2703,1132,58,307,217,58,1776,396,12,87,220,8,720,43,3,15,102,0,167,14,0,0,0,9,30,9129,796,1747,746,5996,18400,0,0,0,0,3328,3335,108,3,4,0,2620,2731,2514,186,132,9,3601,6444,4372,411,468,31,2013,7291,4186,408,778,82,1212,6666,3483,280,870,140,489,5264,2437,123,558,286,147,3553,972,37,176,284,28,1497,147,7,26,133,12,325,27,0,0,8,67,106,18243,1470,3010,977,13513,37217
SED55202,5,0,0,0,1412,1418,40,0,0,0,1520,1565,1051,41,41,3,1989,3121,2087,137,205,11,1097,3534,1722,138,295,14,735,2906,1465,126,418,35,381,2433,1443,87,315,85,143,2075,825,31,121,136,49,1167,213,8,20,128,9,382,21,10,3,3,11,43,8880,580,1417,421,7346,18642,9,0,0,0,1384,1391,117,14,4,0,1345,1483,1569,100,93,8,1593,3361,2135,185,208,25,843,3398,1641,189,421,72,543,2865,1499,158,556,170,251,2634,1276,89,488,388,91,2332,591,27,196,557,29,1398,121,4,39,468,11,644,29,6,4,11,8,51,8987,777,2015,1698,6096,19568,8,0,0,0,2797,2811,158,16,10,3,2867,3055,2623,142,130,5,3584,6485,4222,325,413,38,1938,6935,3364,332,717,82,1281,5777,2963,278,979,206,632,5065,2722,179,801,467,237,4404,1415,61,316,698,71,2567,333,12,59,598,21,1028,50,11,7,14,13,94,17869,1358,3428,2117,13442,38206
SED55306,5,0,0,0,1263,1264,9,0,0,0,757,768,561,23,25,0,1320,1933,1509,108,123,0,787,2526,1676,157,285,15,594,2725,1775,110,373,37,349,2638,2020,65,390,105,143,2727,1099,33,156,138,32,1454,246,4,35,133,3,418,12,0,5,0,20,38,8901,503,1393,435,5264,16492,0,0,0,0,1169,1175,19,3,0,0,674,698,835,54,46,3,1269,2207,1932,169,226,11,791,3130,1855,191,465,47,571,3126,1974,128,590,126,287,3109,1906,84,513,309,119,2935,810,24,184,464,46,1519,134,4,38,461,17,656,13,0,0,3,16,35,9488,651,2079,1429,4957,18595,7,0,0,5,2428,2439,30,6,0,0,1432,1469,1389,70,76,4,2590,4138,3440,273,351,21,1575,5658,3529,345,748,62,1165,5851,3742,234,964,161,637,5748,3931,153,902,412,262,5661,1906,49,340,603,73,2981,383,10,69,592,14,1072,29,0,8,3,35,72,18386,1149,3464,1863,10221,35085
SED55405,0,0,0,0,1059,1059,62,12,0,3,2481,2555,1549,61,54,11,3875,5546,2114,115,206,4,1319,3753,1375,122,328,15,763,2596,1087,85,394,31,592,2190,817,111,370,66,232,1601,439,47,175,83,122,865,212,9,32,137,26,414,23,0,3,0,33,59,7679,554,1566,341,10495,20634,0,0,0,0,1107,1109,142,7,0,0,2153,2305,1943,91,109,5,2846,4995,2130,141,281,14,1076,3639,1356,142,408,45,556,2497,990,111,508,130,374,2113,703,75,454,237,179,1650,358,34,226,413,79,1108,117,3,78,582,28,807,34,3,0,9,25,71,7769,596,2069,1434,8421,20294,0,0,0,0,2163,2167,205,18,4,3,4627,4858,3490,147,166,12,6727,10545,4243,250,483,18,2395,7391,2731,262,739,58,1312,5090,2076,200,902,158,965,4299,1520,193,832,302,410,3253,800,85,395,493,202,1973,334,11,108,719,53,1219,55,3,8,9,60,133,15448,1156,3635,1774,18916,40926
SED55504,0,0,0,0,1642,1649,33,3,0,0,1448,1482,975,49,44,3,1955,3034,2222,122,170,4,915,3436,2049,158,300,9,458,2986,1610,116,342,34,198,2305,1279,75,238,69,66,1725,637,25,86,101,26,873,146,4,14,66,3,232,12,3,0,0,13,29,8963,561,1188,304,6727,17741,4,0,0,0,1516,1519,66,4,0,0,1377,1445,1501,87,91,0,1765,3457,2496,214,315,24,783,3829,2085,195,488,27,450,3256,1593,121,490,114,186,2505,1143,67,327,280,50,1869,475,21,169,367,19,1058,78,3,29,293,0,406,15,0,3,7,11,38,9462,721,1919,1126,6165,19392,0,0,0,0,3158,3164,97,3,0,0,2825,2930,2482,136,137,5,3726,6487,4721,339,487,25,1695,7271,4135,356,792,45,919,6241,3205,240,828,150,381,4806,2423,146,565,351,114,3596,1110,49,250,469,44,1922,223,9,40,363,4,636,24,3,6,10,24,73,18430,1286,3108,1426,12888,37132
SED55605,0,0,0,0,1927,1930,31,0,0,0,1465,1504,741,54,61,3,1849,2708,1614,164,188,3,913,2881,2046,152,345,22,517,3082,1836,124,336,47,247,2589,997,69,193,72,62,1385,559,17,62,83,10,738,112,0,17,60,8,198,7,0,3,0,17,28,7952,576,1205,293,7024,17044,0,0,0,0,1796,1800,60,6,4,0,1357,1424,1143,121,90,0,1741,3104,2031,239,320,25,865,3476,2324,236,547,66,501,3684,1709,152,487,112,202,2667,953,66,304,193,38,1553,378,13,103,287,15,792,59,0,23,182,3,271,7,0,3,3,10,24,8667,843,1871,869,6530,18791,3,0,0,0,3725,3733,94,7,4,0,2821,2929,1891,175,148,5,3593,5819,3640,405,510,27,1776,6359,4371,387,892,91,1021,6760,3542,277,823,155,448,5256,1952,133,497,261,98,2938,942,37,164,371,25,1529,173,0,37,247,11,465,15,0,4,7,25,48,16621,1417,3076,1168,13549,35829
SED55706,0,0,0,0,1165,1169,23,0,0,0,724,747,506,21,20,3,1358,1911,1256,114,105,3,915,2397,1613,137,293,11,810,2868,1923,177,531,60,622,3312,2038,120,557,126,280,3125,1006,40,196,160,64,1463,222,9,19,126,24,402,59,0,3,4,55,116,8643,615,1729,486,6016,17499,3,0,0,0,1070,1069,29,5,0,0,560,601,709,48,42,4,1257,2049,1557,159,156,28,915,2817,1676,169,421,44,700,3011,2089,188,650,137,430,3496,1828,79,577,327,171,2981,725,26,188,421,44,1412,98,0,42,346,17,510,10,0,3,3,26,43,8723,669,2089,1316,5198,17993,5,0,0,0,2236,2238,56,5,0,0,1284,1346,1213,66,64,8,2615,3963,2812,265,268,32,1835,5211,3295,309,721,51,1507,5875,4017,369,1180,192,1053,6815,3862,198,1138,452,458,6106,1726,62,382,583,113,2869,324,4,58,479,35,913,63,0,8,8,76,160,17368,1287,3812,1803,11213,35492
SED55802,0,0,0,0,1667,1671,50,0,0,0,1624,1674,1536,69,68,5,2451,4134,2535,147,188,11,953,3840,1978,140,289,16,438,2862,1791,144,318,35,244,2532,1147,63,175,52,54,1497,554,23,70,71,18,731,135,0,9,61,8,215,18,0,0,0,13,28,9750,584,1123,258,7472,19194,4,0,0,0,1566,1573,104,3,4,0,1631,1747,2256,106,111,8,2215,4697,2624,207,303,21,845,4006,2083,209,489,53,420,3259,1709,132,530,145,178,2698,918,60,290,249,75,1594,431,19,112,299,13,873,82,4,29,232,3,345,28,0,4,14,11,58,10245,747,1876,1028,6960,20848,10,0,0,0,3236,3247,160,3,4,5,3260,3425,3795,180,182,8,4663,8826,5163,359,486,38,1804,7841,4062,343,786,75,857,6122,3502,271,852,178,427,5231,2065,127,473,304,129,3096,986,39,178,365,30,1607,218,4,37,295,8,560,44,0,3,16,22,89,19992,1326,3000,1287,14433,40047
