SA3_CODE_2021,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
50705,2651,3078,6648,7138,7092,4689,824,51,5,32178,1419,652,2203,1959,1679,2841,4674,2929,995,19356,184,236,523,419,367,270,257,285,234,2777,4249,3968,9380,9524,9141,7800,5757,3268,1225,54306,977,3269,8534,9166,9428,6146,816,33,0,38381,3056,2213,3568,3899,3561,2908,907,95,0,20206,111,239,940,654,614,675,141,10,3,3381,75,135,317,220,166,112,25,7,8,1062,4223,5850,13358,13935,13775,9840,1890,143,11,63025,275,357,498,411,410,297,33,0,0,2281,768,217,310,282,210,182,70,7,0,2040,1039,573,806,695,619,485,102,8,3,4327,5264,6424,14162,14629,14392,10328,1987,155,18,67357,3143,1074,2826,2527,2476,4480,8401,5550,1702,32177,384,614,1335,1227,1015,750,509,505,367,6710,8784,8106,18324,18382,17886,15559,10901,6210,2083,106248
50901,944,905,2181,2732,3209,2895,901,114,9,13887,670,232,712,595,670,1456,2913,1976,803,10026,118,75,214,215,272,271,271,197,124,1747,1735,1216,3111,3537,4157,4617,4076,2284,935,25658,523,1150,2744,3084,3814,3175,869,106,9,15472,1173,602,1344,1890,1923,2197,1059,200,20,10403,58,70,300,210,310,387,149,35,4,1517,51,56,92,84,95,92,53,23,6,546,1804,1881,4476,5267,6139,5850,2128,359,38,27938,54,70,122,92,104,105,16,0,0,572,147,40,82,61,66,96,34,0,0,537,203,113,205,152,171,205,56,5,0,1107,2005,1989,4680,5418,6305,6052,2179,366,38,29041,1397,427,1171,1025,1141,2445,5406,3687,1394,18101,245,174,461,485,564,587,537,365,209,3628,3654,2587,6315,6934,8013,9084,8126,4420,1644,50772
50902,657,722,1802,2206,2743,2697,838,145,7,11823,524,182,609,539,584,1351,2580,1494,577,8436,117,106,265,298,375,388,337,259,104,2253,1293,1017,2677,3048,3703,4435,3758,1894,686,22507,450,1040,2531,2775,3607,3495,1004,147,12,15073,671,382,956,1315,1441,1786,878,221,23,7674,48,67,221,203,262,362,169,21,5,1350,41,57,96,82,88,78,61,32,10,541,1211,1547,3808,4375,5399,5720,2116,418,54,24641,65,101,127,121,165,138,32,0,0,736,82,30,54,60,80,68,36,4,0,416,142,135,180,176,245,201,71,4,0,1158,1353,1684,3991,4555,5643,5925,2185,426,52,25800,1172,344,942,892,1001,2276,5132,3025,960,15742,259,264,630,678,892,941,758,505,173,5101,2781,2283,5560,6125,7536,9141,8072,3947,1196,46644
50903,179,265,678,838,921,954,354,65,0,4257,198,67,214,160,195,395,715,498,209,2660,46,47,103,121,127,112,109,94,55,809,425,379,992,1109,1247,1462,1174,659,268,7726,147,389,925,1047,1302,1255,454,89,11,5623,177,156,350,523,503,573,334,97,8,2709,23,27,89,68,92,148,70,15,0,523,20,10,34,26,24,25,14,14,10,178,364,585,1400,1666,1924,1994,872,211,28,9034,17,32,44,40,41,53,6,0,0,230,25,10,20,20,18,29,6,0,0,122,38,37,64,63,54,81,18,0,0,354,398,625,1458,1728,1982,2074,890,212,28,9393,390,109,284,254,334,637,1443,967,361,4776,94,100,199,249,274,281,232,173,84,1690,891,836,1943,2226,2586,2989,2561,1351,471,15859
51001,404,548,1975,1755,1425,1092,283,33,3,7516,558,429,800,638,528,528,457,205,52,4184,144,179,519,391,356,267,147,53,25,2080,1110,1161,3291,2778,2305,1882,885,290,81,13786,189,637,2456,2214,2036,1502,393,31,0,9454,384,251,697,739,540,423,225,34,0,3301,20,39,207,159,123,132,52,0,0,726,29,31,118,70,63,59,16,4,0,390,619,959,3477,3186,2756,2113,679,68,6,13873,64,96,165,119,78,51,3,0,0,577,58,43,71,67,54,33,3,0,0,323,122,141,237,180,132,85,5,0,3,905,745,1098,3711,3368,2894,2194,688,68,5,14777,1127,773,1405,1153,1000,979,947,427,99,7918,313,364,942,743,762,594,320,111,37,4184,2175,2235,6066,5272,4658,3773,1958,607,139,26876
51002,276,449,1625,1371,866,558,88,4,0,5238,206,119,376,289,208,237,169,59,16,1689,72,124,404,301,225,148,49,14,3,1344,556,694,2405,1966,1304,944,308,77,23,8268,207,670,2695,2503,1888,1275,191,11,0,9435,284,137,553,523,286,210,55,0,0,2050,20,61,259,222,141,123,22,0,0,851,11,37,93,87,31,37,0,0,0,304,521,903,3598,3335,2344,1651,272,19,0,12640,36,56,61,68,39,30,5,0,0,299,39,19,39,33,15,19,4,0,0,178,74,80,100,101,56,52,5,5,0,473,597,978,3707,3439,2399,1702,275,19,0,13116,426,198,534,431,327,382,315,117,34,2757,174,310,1154,991,765,566,119,29,3,4112,1200,1489,5394,4851,3497,2645,716,157,39,19985
51003,351,459,1781,1825,1303,655,114,4,0,6493,205,100,463,346,217,185,164,63,7,1743,84,126,426,370,253,173,53,13,0,1490,637,686,2670,2538,1770,1018,330,80,10,9732,219,755,2770,3070,2325,1336,223,6,0,10714,428,169,676,849,481,265,65,8,0,2939,36,42,328,264,177,146,27,0,0,1018,18,27,94,71,58,22,4,0,0,293,705,987,3868,4256,3042,1766,316,18,0,14957,29,36,59,43,41,36,7,0,0,246,57,18,32,23,28,8,4,0,0,161,86,53,94,66,66,40,8,0,0,410,789,1038,3955,4325,3106,1810,329,18,0,15363,452,207,631,500,350,322,304,135,16,2925,214,299,1036,1021,702,478,142,32,5,3934,1455,1542,5629,5841,4161,2611,775,186,19,22223
51101,215,276,656,713,805,654,180,29,0,3529,149,49,215,154,150,313,569,446,170,2217,36,34,78,105,93,88,86,57,19,592,403,359,941,974,1054,1059,832,535,190,6340,178,386,863,921,1153,883,184,39,3,4612,223,129,378,433,419,425,188,41,3,2248,22,24,107,75,82,119,35,7,0,469,21,23,28,39,25,27,6,4,3,176,439,560,1383,1464,1679,1454,420,89,10,7499,17,15,15,23,21,22,3,0,0,104,26,6,11,16,11,20,13,0,0,112,37,20,29,36,30,39,12,0,0,209,479,583,1412,1500,1712,1498,433,88,10,7712,318,72,262,208,239,516,1101,825,272,3806,85,93,179,190,237,210,176,132,37,1338,885,749,1852,1905,2190,2219,1705,1039,315,12856
51102,107,190,536,466,463,393,117,9,0,2281,63,37,128,86,77,145,246,143,40,970,35,56,100,82,75,74,49,32,12,514,203,285,767,632,616,613,411,184,55,3763,74,217,673,615,665,516,145,17,0,2904,118,86,243,240,218,234,81,7,0,1230,11,19,62,42,45,52,29,0,0,267,17,18,28,22,25,20,11,9,0,143,209,337,1009,918,947,823,261,29,0,4545,9,15,14,14,34,21,0,0,0,109,7,4,18,14,12,9,3,0,0,63,14,17,30,29,41,30,3,0,0,173,231,351,1039,953,994,851,267,25,3,4719,134,68,181,132,154,314,576,307,70,1936,77,108,211,191,190,154,115,76,22,1139,445,533,1432,1271,1335,1322,953,410,90,7794
51103,550,799,1926,1809,1740,1306,279,25,0,8442,342,233,606,522,376,514,638,336,129,3684,116,164,375,314,253,245,123,51,25,1661,1013,1194,2906,2638,2373,2064,1041,407,154,13779,420,1285,3182,2932,2857,2171,462,27,0,13337,535,287,797,813,643,612,246,34,0,3960,34,66,223,157,165,189,34,7,0,877,18,64,111,69,68,64,13,6,0,404,1011,1706,4306,3969,3732,3037,749,74,0,18575,62,77,96,99,102,70,11,0,0,512,68,30,46,43,30,36,7,0,0,261,131,110,145,147,127,102,16,0,0,775,1134,1815,4456,4117,3858,3137,765,74,0,19352,733,402,909,784,668,891,1317,674,200,6587,221,427,1013,842,737,634,318,124,37,4349,2092,2642,6379,5744,5261,4655,2404,871,236,30285
51104,883,930,2041,2395,2809,2312,661,85,9,12111,462,243,679,561,571,1112,2137,1339,500,7596,162,155,346,408,341,326,290,181,116,2324,1504,1320,3058,3362,3723,3746,3090,1601,620,22030,450,1132,2748,3015,3541,2905,731,90,7,14614,1033,578,1134,1374,1475,1524,677,129,8,7921,52,79,283,213,275,286,104,13,0,1303,34,37,91,83,106,64,29,25,7,470,1569,1828,4247,4681,5395,4781,1539,252,23,24307,70,101,139,121,146,122,24,0,0,717,132,48,75,75,70,103,29,4,0,543,201,153,210,195,214,225,50,4,0,1259,1773,1978,4458,4881,5615,5006,1592,260,21,25570,1015,431,985,862,1002,1936,4081,2577,886,13780,352,341,848,925,859,792,627,390,196,5329,3142,2738,6293,6665,7469,7731,6302,3224,1108,44672
59797,0,5,8,9,5,0,0,0,0,29,0,0,0,0,0,0,5,0,0,9,0,5,3,3,8,0,0,0,0,19,3,11,14,11,9,3,4,0,0,61,0,20,62,85,56,25,3,0,0,243,0,0,0,3,5,0,0,0,0,18,0,0,4,0,3,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,17,62,95,59,33,5,0,0,277,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,5,17,62,96,59,34,5,0,0,277,0,0,0,0,4,3,7,0,0,18,3,15,46,73,50,21,3,0,0,220,6,31,116,170,109,62,18,0,0,516
59999,43,111,281,177,122,123,23,0,0,875,44,47,155,157,127,200,207,27,5,967,57,104,259,276,224,154,93,16,12,1193,147,256,692,613,468,477,316,38,16,3030,16,90,328,188,158,117,16,0,0,915,33,73,118,102,56,75,26,0,0,484,0,17,45,60,28,25,6,0,0,181,3,4,11,4,5,0,0,0,0,33,53,185,501,355,248,216,45,0,0,1614,13,31,69,68,57,33,5,0,0,274,13,18,24,28,21,16,3,0,0,117,24,48,92,89,75,48,7,0,0,392,72,235,596,442,332,265,57,3,0,2000,89,93,265,290,249,396,465,89,10,1955,98,230,647,802,737,481,235,67,18,3326,261,562,1512,1543,1313,1144,758,155,30,7285
