SA2_CODE_2021,OEI_IndSt_nsP,OEI_TotM,OEI_TotF,OEI_TotP,T_EI_ns_Ind_M,T_EI_ns_Ind_F,T_EI_ns_Ind_P,T_EI_ns_NonInd_M,T_EI_ns_NonInd_F,T_EI_ns_NonInd_P,T_EI_ns_IndSt_nsM,T_EI_ns_IndSt_nsF,T_EI_ns_IndSt_nsP,T_EI_ns_TotM,T_EI_ns_TotF,T_EI_ns_TotP,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_NonInd_M,Tot_NonInd_F,Tot_NonInd_P,Tot_IndigStat_nsM,Tot_IndigStat_nsF,Tot_IndigStat_nsP,Tot_TotM,Tot_TotF,Tot_TotP
507051312,0,65,76,136,0,3,3,39,46,86,338,250,588,379,298,673,79,59,133,1462,1599,3054,347,258,599,1878,1911,3789
507051313,0,108,163,271,0,0,3,84,99,185,610,397,1004,693,495,1190,105,134,238,3768,4156,7924,621,405,1029,4491,4694,9187
507051314,0,6,15,21,0,0,0,0,7,9,58,38,97,60,45,106,8,22,27,244,306,543,58,38,96,307,361,663
509011225,0,39,50,93,5,10,17,102,127,229,303,305,600,413,432,840,64,80,149,1317,1582,2898,307,308,617,1690,1972,3657
509011226,0,11,15,23,0,3,3,28,24,54,154,92,245,184,117,306,15,23,29,403,409,811,159,96,259,575,529,1098
509011227,0,19,22,35,5,3,7,25,26,45,110,91,200,139,119,257,39,45,87,515,577,1090,117,97,211,661,719,1386
509011228,0,17,24,42,0,4,4,47,63,108,253,240,496,303,309,610,18,20,39,631,688,1316,266,251,516,914,958,1866
509011229,0,7,5,15,0,3,5,16,17,37,122,108,230,143,125,263,23,23,46,249,249,498,123,112,236,394,384,779
509011230,0,7,22,25,10,12,24,61,46,102,198,161,356,264,218,483,61,61,121,405,415,822,202,170,368,665,648,1315
509011231,0,4,8,14,14,26,43,39,25,68,158,158,313,206,216,420,42,76,114,334,390,720,157,165,324,535,632,1163
509011232,0,6,19,26,133,6,136,204,23,223,81,50,128,420,75,493,147,6,152,534,335,868,81,50,128,754,386,1144
509011233,0,59,63,120,21,22,47,64,71,133,237,203,440,323,295,618,120,111,225,1299,1302,2601,240,205,445,1662,1620,3276
509011234,0,14,18,30,8,0,5,124,42,163,232,203,440,358,250,609,39,42,76,546,474,1017,245,212,461,830,728,1556
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,17,29,45,0,0,0,40,43,83,231,175,400,270,214,486,50,53,108,589,654,1244,234,186,424,879,896,1777
509021237,0,9,12,19,3,4,4,23,20,49,235,235,472,273,258,531,38,23,63,310,341,642,241,235,477,582,595,1185
509021238,0,6,3,11,10,6,9,26,18,45,157,121,279,189,144,336,31,38,68,320,323,641,157,121,279,506,482,992
509021239,0,14,25,33,9,6,7,73,69,137,410,258,665,487,329,818,42,28,69,665,703,1363,431,261,691,1133,995,2122
509021240,0,5,9,12,9,9,18,29,38,63,314,252,559,347,296,646,42,54,98,414,428,849,315,254,569,777,733,1509
509021241,0,6,12,15,9,12,21,32,31,58,263,253,516,304,291,595,68,75,139,337,366,704,271,257,523,676,697,1367
509021242,0,5,4,11,5,7,9,31,18,48,250,138,384,279,160,438,16,13,29,198,194,398,251,142,390,461,349,809
509021243,0,31,40,65,18,14,29,399,74,468,505,459,957,919,542,1466,139,134,273,1293,1053,2355,510,467,980,1944,1658,3606
509021244,0,17,24,35,0,6,3,41,27,69,259,204,459,301,234,538,32,23,59,337,376,715,267,209,481,641,614,1253
509021245,0,11,16,27,4,0,4,40,35,77,240,185,433,281,226,508,31,33,67,326,393,713,251,202,448,606,624,1235
509031246,0,10,15,19,3,3,11,16,14,31,140,128,267,160,154,313,36,44,78,225,254,473,143,134,281,402,423,824
509031247,0,3,15,16,0,0,0,33,20,47,239,202,445,273,220,494,29,24,56,325,386,705,239,202,445,592,615,1205
509031248,0,7,10,22,0,0,0,13,11,28,111,85,196,124,105,228,11,14,23,224,234,455,111,96,203,345,338,686
509031249,0,5,6,17,11,6,20,50,64,113,188,172,369,255,241,499,48,51,102,405,472,879,199,176,373,653,703,1350
509031250,0,3,13,19,0,0,0,32,32,64,230,237,469,257,272,532,13,18,34,387,417,803,230,240,470,633,676,1313
510011262,0,28,55,85,174,111,290,74,61,131,860,893,1750,1113,1059,2171,686,660,1345,1062,1276,2341,876,905,1779,2624,2837,5460
510011263,0,10,8,16,235,102,339,30,23,47,450,505,958,718,628,1347,727,581,1310,144,146,289,459,505,964,1324,1238,2562
510011264,0,0,0,3,121,116,235,8,5,13,137,115,255,267,238,503,457,409,862,22,31,55,139,122,264,620,565,1185
510011265,0,16,16,36,100,90,186,26,17,42,543,549,1095,668,657,1320,395,425,819,367,392,760,549,554,1108,1309,1378,2686
510011266,0,5,9,12,42,51,88,14,8,17,80,75,159,137,134,267,223,222,448,65,56,123,89,75,165,373,355,728
510021267,0,6,9,23,18,11,29,38,19,57,1469,332,1807,1526,364,1893,166,156,317,158,115,271,1472,332,1805,1794,603,2399
510021268,0,3,25,35,10,17,21,12,11,28,236,222,463,259,250,509,101,110,211,407,420,831,239,232,470,751,761,1510
510021269,3,20,32,54,3,5,7,13,13,32,272,247,521,296,268,561,54,50,102,412,455,871,275,246,526,744,756,1501
510021270,0,40,53,92,72,84,151,57,43,91,865,633,1498,991,763,1753,419,450,862,861,944,1812,868,641,1512,2148,2034,4185
510031271,0,19,28,39,17,12,27,46,25,69,830,451,1284,886,487,1372,108,119,228,632,605,1237,834,459,1295,1577,1182,2757
510031272,0,41,73,112,29,28,62,56,47,101,1318,1038,2354,1403,1114,2521,280,295,575,1820,1900,3721,1329,1046,2371,3434,3241,6673
510031273,0,7,10,23,177,18,193,52,27,78,610,309,919,830,355,1185,295,107,402,466,412,879,610,313,928,1374,835,2209
511011274,0,20,28,50,13,5,20,83,85,166,591,504,1087,678,590,1275,107,99,207,1098,1207,2302,603,515,1113,1803,1820,3624
511011275,0,7,13,18,13,4,11,26,23,53,201,149,348,232,176,410,28,22,45,353,389,742,198,153,352,580,566,1142
511021276,0,9,9,16,25,31,51,44,27,71,428,354,779,498,412,906,119,135,254,317,293,609,432,360,788,868,778,1653
511021277,0,16,15,27,12,6,14,49,46,95,239,193,426,299,240,537,50,35,91,359,385,748,242,204,446,652,634,1289
511031278,0,21,27,50,173,39,210,86,43,126,571,448,1020,833,525,1356,274,133,411,621,639,1261,580,449,1026,1468,1225,2694
511031279,0,47,63,114,58,61,120,80,63,146,493,402,896,633,526,1163,206,186,395,1453,1442,2896,496,409,906,2157,2038,4192
511031280,0,36,45,75,7,3,15,28,32,62,268,213,482,305,256,555,75,93,170,1040,1053,2098,267,213,482,1384,1359,2747
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,3,16,21,14,10,23,37,20,56,525,391,916,575,421,995,48,56,106,292,294,588,536,394,929,869,747,1620
511031283,0,10,8,13,29,35,67,33,14,41,862,286,1151,923,327,1254,239,216,454,162,124,289,868,286,1151,1271,619,1890
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,0,29,35,69,43,37,79,56,59,116,520,499,1018,620,595,1210,204,212,419,837,989,1825,527,506,1029,1573,1704,3274
511041286,0,18,24,45,159,33,191,85,37,120,427,366,790,669,433,1101,335,209,540,711,742,1454,433,367,799,1475,1318,2795
511041287,0,24,29,54,17,11,26,31,21,59,320,296,613,364,328,693,160,149,308,866,972,1844,320,301,617,1349,1421,2771
511041288,0,35,55,89,9,20,30,25,38,61,303,233,531,335,285,623,126,138,266,1148,1281,2430,306,240,550,1582,1660,3244
511041289,0,8,10,17,0,0,4,27,26,51,194,152,351,226,178,400,22,32,50,279,309,586,199,159,348,496,493,986
511041290,0,11,5,17,24,39,64,20,7,29,600,304,906,654,352,1006,122,132,247,80,69,155,605,306,911,808,504,1316
511041291,0,4,10,20,3,10,17,30,23,47,369,273,638,405,301,707,28,35,64,246,267,508,367,273,642,635,574,1208
511041292,0,4,9,17,9,9,17,51,38,86,394,336,732,447,388,833,53,53,106,407,405,816,399,341,744,862,806,1671
597979799,0,0,0,3,0,0,0,0,0,6,191,19,214,193,20,219,0,0,0,16,9,28,191,19,214,209,28,237
599999499,0,23,34,55,603,481,1082,892,362,1248,734,422,1159,2227,1260,3489,637,521,1157,1163,677,1838,736,422,1163,2535,1623,4160
