SA2_CODE_2021,VfDif_SA2_ACT_IndSt_nsP,VfDif_SA2_ACT_TotM,VfDif_SA2_ACT_TotF,VfDif_SA2_ACT_TotP,VfDif_SA2_OT_Indig_M,VfDif_SA2_OT_Indig_F,VfDif_SA2_OT_Indig_P,VfDif_SA2_OT_NonInd_M,VfDif_SA2_OT_NonInd_F,VfDif_SA2_OT_NonInd_P,VfDif_SA2_OT_IndSt_nsM,VfDif_SA2_OT_IndSt_nsF,VfDif_SA2_OT_IndSt_nsP,VfDif_SA2_OT_TotM,VfDif_SA2_OT_TotF,VfDif_SA2_OT_TotP,VfDif_SA2_T_DSA2_Indig_M,VfDif_SA2_T_DSA2_Indig_F,VfDif_SA2_T_DSA2_Indig_P,VfDif_SA2_T_DSA2_NonInd_M,VfDif_SA2_T_DSA2_NonInd_F,VfDif_SA2_T_DSA2_NonInd_P,VfDif_SA2_T_DSA2_IndSt_nsM,VfDif_SA2_T_DSA2_IndSt_nsF,VfDif_SA2_T_DSA2_IndSt_nsP,VfDif_SA2_T_DSA2_TotM,VfDif_SA2_T_DSA2_TotF,VfDif_SA2_T_DSA2_TotP,Vis_Tot_vis_Indig_M,Vis_Tot_vis_Indig_F,Vis_Tot_vis_Indig_P,Vis_Tot_vis_NonInd_M,Vis_Tot_vis_NonInd_F,Vis_Tot_vis_NonInd_P,Vis_Tot_vis_IndigStat_nsM,Vis_Tot_vis_IndigStat_nsF,Vis_Tot_vis_IndigStat_nsP,Vis_Tot_visitors_TotM,Vis_Tot_visitors_TotF,Vis_Tot_visitors_TotP,LuaH_Eng_onl_Indig_M,LuaH_Eng_onl_Indig_F,LuaH_Eng_onl_Indig_P,LuaH_Eng_onl_NonInd_M,LuaH_Eng_onl_NonInd_F,LuaH_Eng_onl_NonInd_P,LuaH_Eng_on_Ind_sta_nsM,LuaH_Eng_on_Ind_sta_nsF,LuaH_Eng_on_Ind_sta_nsP,LuaH_Eng_only_TotM,LuaH_Eng_only_TotF,LuaH_Eng_only_TotP,LuaH_Aus_Ind_Lang_Ind_M,LuaH_Aus_Ind_Lang_Ind_F,LuaH_Aus_Ind_Lang_Ind_P,LuaH_Aus_Ind_Lang_No_Ind_M,LuaH_Aus_Ind_Lang_No_Ind_F,LuaH_Aus_Ind_Lang_No_Ind_P,Luah_Aus_Ind_Lang_IndSt_nsM,Luah_Aus_Ind_Lang_IndSt_nsF,Luah_Aus_Ind_Lang_IndSt_nsP,Luah_Austn_Indig_Lang_TotM,Luah_Austn_Indig_Lang_TotF,Luah_Austn_Indig_Lang_TotP,LuaH_Oth_Lang_Ind_M,LuaH_Oth_Lang_Ind_F,LuaH_Oth_Lang_Ind_P,LuaH_Oth_Lang_No_Ind_M,LuaH_Oth_Lang_No_Ind_F,LuaH_Oth_Lang_No_Ind_P,Luah_Oth_Lang_IndSt_nsM,Luah_Oth_Lang_IndSt_nsF,Luah_Oth_Lang_IndSt_nsP,Luah_Oth_Lang_TotM,Luah_Oth_Lang_TotF,Luah_Oth_Lang_TotP,UAIndL_SE_Nw_Na_In_M,UAIndL_SE_Nw_Na_In_F,UAIndL_SE_Nw_Na_In_P,UAIndL_SE_Nw_Na_No_In_M,UAIndL_SE_Nw_Na_No_In_F,UAIndL_SE_Nw_Na_No_In_P,UAIndL_SE_Nw_Na_In_st_nsM,UAIndL_SE_Nw_Na_In_st_nsF,UAIndL_SE_Nw_Na_In_st_nsP,UAIndL_SE_Nw_Na_TotM,UAIndL_SE_Nw_Na_TotF,UAIndL_SE_Nw_Na_TotP,UAIndL_SE_Vw_wel_In_M,UAIndL_SE_Vw_wel_In_F,UAIndL_SE_Vw_wel_In_P,UAIndL_SE_Vw_we_No_In_M,UAIndL_SE_Vw_we_No_In_F,UAIndL_SE_Vw_we_No_In_P,UAIndL_SE_Vw_we_I_st_nsM,UAIndL_SE_Vw_we_I_st_nsF,UAIndL_SE_Vw_we_I_st_nsP,UAIndL_SE_Vw_we_TotM,UAIndL_SE_Vw_we_TotF,UAIndL_SE_Vw_we_TotP,Rel_a_Bud_Ind_M,Rel_a_Bud_Ind_F,Rel_a_Bud_Ind_P,Rel_a_Bud_No_In_M,Rel_a_Bud_No_In_F,Rel_a_Bud_No_In_P,Rel_a_Bud_In_st_nsM,Rel_a_Bud_In_st_nsF,Rel_a_Bud_In_st_nsP,Rel_a_Bud_TotM,Rel_a_Bud_TotF,Rel_a_Bud_TotP,Rel_a_Chri_Ind_M,Rel_a_Chri_Ind_F,Rel_a_Chri_Ind_P,Rel_a_Chri_No_In_M,Rel_a_Chri_No_In_F,Rel_a_Chri_No_In_P,Rel_a_Chri_In_st_nsM,Rel_a_Chri_In_st_nsF,Rel_a_Chri_In_st_nsP,Rel_a_Chri_TotM,Rel_a_Chri_TotF,Rel_a_Chri_TotP,Rel_a_Hind_Ind_M,Rel_a_Hind_Ind_F,Rel_a_Hind_Ind_P,Rel_a_Hind_No_In_M,Rel_a_Hind_No_In_F,Rel_a_Hind_No_In_P,Rel_a_Hind_In_st_nsM,Rel_a_Hind_In_st_nsF,Rel_a_Hind_In_st_nsP,Rel_a_Hind_TotM,Rel_a_Hind_TotF,Rel_a_Hind_TotP,Rel_a_Isl_Ind_M,Rel_a_Isl_Ind_F,Rel_a_Isl_Ind_P,Rel_a_Isl_No_In_M,Rel_a_Isl_No_In_F,Rel_a_Isl_No_In_P,Rel_a_Isl_In_st_nsM,Rel_a_Isl_In_st_nsF,Rel_a_Isl_In_st_nsP,Rel_a_Isl_TotM,Rel_a_Isl_TotF,Rel_a_Isl_TotP,Rel_a_Jud_Ind_M,Rel_a_Jud_Ind_F,Rel_a_Jud_Ind_P,Rel_a_Jud_No_In_M,Rel_a_Jud_No_In_F,Rel_a_Jud_No_In_P,Rel_a_Jud_In_st_nsM,Rel_a_Jud_In_st_nsF,Rel_a_Jud_In_st_nsP,Rel_a_Jud_TotM,Rel_a_Jud_TotF,Rel_a_Jud_TotP,Rel_a_Oth_Rel_Ind_M,Rel_a_Oth_Rel_Ind_F,Rel_a_Oth_Rel_Ind_P,Rel_a_Oth_Rel_No_In_M,Rel_a_Oth_Rel_No_In_F,Rel_a_Oth_Rel_No_In_P,Rel_a_Oth_Rel_In_st_nsM,Rel_a_Oth_Rel_In_st_nsF,Rel_a_Oth_Rel_In_st_nsP,Rel_a_Oth_Rel_TotM,Rel_a_Oth_Rel_TotF,Rel_a_Oth_Rel_TotP,Rel_a_Oth_Rel_ORG_Ind_M,Rel_a_Oth_Rel_ORG_Ind_F,Rel_a_Oth_Rel_ORG_Ind_P,Rel_a_Oth_Rel_ORG_No_In_M,Rel_a_Oth_Rel_ORG_No_In_F,Rel_a_Oth_Rel_ORG_No_In_P,Rel_a_Oth_Rel_ORG_In_st_nsM,Rel_a_Oth_Rel_ORG_In_st_nsF,Rel_a_Oth_Rel_ORG_In_st_nsP,Rel_a_Oth_Rel_ORG_TotM,Rel_a_Oth_Rel_ORG_TotF,Rel_a_Oth_Rel_ORG_TotP,Rel_a_Oth_Rel_Tor_Ind_M,Rel_a_Oth_Rel_Tor_Ind_F,Rel_a_Oth_Rel_Tor_Ind_P,Rel_a_Oth_Rel_Tor_No_In_M,Rel_a_Oth_Rel_Tor_No_In_F,Rel_a_Oth_Rel_Torud_No_In_P,Rel_a_Oth_Rel_Tor_In_st_nsM,Rel_a_Oth_Rel_Tor_In_st_nsF,Rel_a_Oth_Rel_Tor_In_st_nsP,Rel_a_Oth_Rel_Tor_TotM,Rel_a_Oth_Rel_Tor_TotF,Rel_a_Oth_Rel_Tor_TotP,Rel_a_SecB_OSB_NRA_Ind_M,Rel_a_SecB_OSB_NRA_Ind_F,Rel_a_SecB_OSB_NRA_Ind_P,Rel_a_SecB_OSB_NRA_No_In_M
505011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,56,62,114,5,0,5,58,63,128,0,5,11,61,64,126,5,0,5,62,72,132,34,24,55,4105,4084,8191,5,10,16,4145,4115,8262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,670,1247,0,0,0,590,665,1254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,49,81,0,0,0,35,49,81,20,15,36,2472,2814,5284,6,6,10,2494,2845,5332,0,0,0,82,79,158,0,0,0,82,79,158,0,0,0,50,67,114,0,0,0,50,67,114,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,47,94,0,0,0,44,47,94,0,0,0,44,47,94,0,0,0,44,47,94,15,9,18,1918
505011077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,29,219,194,413,134,152,289,371,359,736,23,9,29,221,200,425,134,152,289,377,365,743,74,64,138,5556,5435,10991,18,18,40,5646,5519,11160,0,5,5,0,0,0,0,0,0,0,3,13,0,0,0,921,1070,1998,0,6,12,927,1080,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,13,0,0,0,94,142,237,0,0,0,94,142,237,30,25,51,2661,3063,5728,10,15,28,2702,3106,5807,0,0,0,85,63,147,0,0,0,85,63,148,0,0,0,124,132,259,0,0,0,128,132,259,0,0,0,5,4,12,0,0,0,5,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,55,90,0,0,0,31,54,92,0,0,0,31,55,90,0,0,0,31,54,92,49,39,89,3314
505011078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,130,153,281,0,0,4,132,157,285,0,0,4,138,170,314,0,0,4,143,173,323,55,61,111,5584,5901,11481,25,24,48,5658,5986,11642,0,8,9,0,0,0,0,0,0,0,8,9,0,0,0,540,667,1209,4,5,5,540,670,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,8,9,0,0,0,41,72,114,0,0,0,41,76,114,22,19,43,2845,3488,6332,16,17,33,2878,3524,6403,0,0,0,47,49,95,0,0,0,47,55,98,0,0,0,28,43,66,0,0,0,28,43,66,0,0,0,14,9,23,0,0,0,14,9,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,33,0,0,0,11,20,33,0,0,0,11,20,33,0,0,0,11,20,33,36,50,83,3049
505011079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,94,97,183,6,4,7,95,96,192,3,0,5,99,101,193,6,4,7,100,100,203,24,24,50,5033,5088,10118,24,15,44,5082,5135,10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,521,923,0,12,11,403,537,938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,60,94,0,5,4,39,66,99,13,10,22,2616,3040,5652,16,13,29,2640,3065,5709,0,0,0,35,19,49,0,0,0,35,19,49,0,0,0,30,27,61,0,0,0,30,27,61,0,0,0,14,6,19,0,0,0,14,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,23,0,0,0,5,9,23,0,0,0,5,9,23,0,0,0,5,9,23,15,23,34,2595
505011080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,68,125,3,0,4,57,70,126,0,7,4,54,69,127,3,0,4,61,72,134,30,22,55,3483,3427,6909,17,21,36,3528,3469,6997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,451,840,0,0,0,394,451,845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54,101,3,3,3,46,59,107,8,8,17,1858,2153,4014,6,10,14,1878,2170,4047,0,0,0,37,40,81,0,0,0,37,40,81,0,0,0,20,16,38,0,0,0,24,16,41,0,0,0,3,7,7,0,0,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,23,0,0,0,8,13,23,0,0,0,8,13,23,0,0,0,8,13,23,19,16,37,1808
505011081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,70,149,0,3,3,82,75,152,0,0,0,84,72,156,0,3,3,78,76,159,43,41,82,3672,3662,7337,8,8,20,3735,3712,7442,6,0,0,0,0,0,0,0,0,6,0,0,0,3,5,406,522,935,0,0,0,409,526,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,6,28,51,79,0,0,0,30,54,84,9,8,20,1635,1887,3525,4,7,11,1648,1908,3554,0,0,0,24,38,63,0,0,0,24,38,63,0,0,0,51,55,101,0,0,0,51,56,104,0,0,0,6,5,8,0,0,0,6,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,32,0,0,0,16,18,32,0,0,0,16,18,32,0,0,0,16,18,32,32,34,64,2256
505011082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,97,200,0,0,7,108,92,202,0,0,0,109,98,210,0,0,7,116,101,217,28,24,54,4401,4593,8987,11,8,16,4444,4622,9059,0,3,4,0,0,0,0,0,0,0,3,6,0,0,0,385,449,836,0,3,4,385,450,836,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,31,49,80,0,0,0,31,49,80,14,10,27,2519,2909,5428,5,10,16,2537,2929,5469,0,0,0,33,31,64,0,0,0,33,31,64,0,0,0,28,39,71,0,0,0,30,39,66,0,0,0,9,7,17,0,0,0,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,27,0,0,0,9,15,27,0,0,0,9,15,27,0,0,0,9,15,27,14,10,32,2061
505011083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,60,67,118,0,0,4,60,67,128,3,0,5,62,70,136,0,0,4,66,71,135,23,23,47,4038,4223,8263,11,11,20,4066,4263,8333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,491,567,1062,0,3,3,495,572,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,88,0,0,0,40,47,90,8,13,15,2060,2498,4557,5,8,15,2074,2519,4593,0,0,0,44,43,89,0,0,0,44,43,89,0,0,0,28,30,58,0,0,0,28,30,58,0,0,0,5,4,10,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,63,0,0,0,29,29,63,0,0,0,29,29,63,0,0,0,29,29,63,18,15,32,2225
505021084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,151,134,281,3,10,14,157,146,305,0,6,9,158,146,300,3,14,15,165,159,324,76,87,166,5191,5469,10664,24,22,48,5290,5585,10876,4,12,14,0,0,0,0,0,0,4,12,14,10,0,11,2070,2333,4402,6,16,24,2086,2349,4434,0,0,0,0,0,0,0,0,0,0,0,0,4,10,16,0,0,0,0,0,0,4,10,16,0,0,6,165,245,412,0,5,5,165,256,415,33,41,77,3690,4366,8052,18,28,39,3740,4431,8171,0,0,0,260,228,493,0,0,5,269,225,490,0,0,0,181,174,352,0,0,3,182,174,352,0,0,0,12,21,30,0,0,0,12,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72,90,162,0,0,0,70,88,166,0,3,0,72,90,162,0,0,0,70,88,166,50,56,105,2754
505021085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,50,171,141,317,16,18,29,214,180,391,25,25,52,192,157,344,18,15,32,235,198,433,286,284,572,4129,4005,8134,31,26,63,4446,4319,8766,20,13,36,0,0,0,0,0,0,20,13,36,0,3,8,5161,5182,10343,25,14,36,5189,5199,10387,0,0,0,0,0,0,0,0,0,0,0,0,21,10,33,0,0,0,0,0,0,21,10,33,3,0,3,571,668,1241,0,3,9,575,672,1247,104,132,238,3741,4198,7938,30,23,52,3872,4361,8225,0,0,0,346,265,608,0,0,0,346,265,611,5,4,6,1626,1431,3059,13,5,12,1637,1436,3077,0,0,0,4,9,13,0,0,0,4,9,13,5,9,8,0,0,0,0,0,0,5,9,8,0,0,3,300,271,577,0,0,0,302,277,579,5,7,6,300,271,577,0,0,0,305,283,588,200,171,373,2633
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,21,163,167,326,5,9,19,178,181,364,8,9,21,169,173,343,5,6,19,191,189,379,107,101,206,6612,7336,13940,29,25,54,6743,7454,14203,6,7,15,0,0,0,0,0,0,7,10,17,0,0,0,1458,1781,3232,6,5,7,1458,1785,3241,0,0,0,0,0,0,0,0,0,0,0,0,6,7,15,0,0,0,0,0,0,7,10,17,0,0,0,130,206,336,0,5,5,130,209,338,44,60,104,3057,4122,7176,9,15,20,3108,4194,7303,0,0,0,138,132,272,0,0,0,138,134,266,0,0,0,118,133,255,0,3,4,120,134,257,0,0,0,21,16,32,0,0,0,21,16,32,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,56,71,129,0,0,0,60,71,130,0,0,0,56,71,129,0,0,0,60,71,129,67,43,109,4382
505021089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,12,187,270,451,11,13,21,202,292,495,5,10,12,197,280,473,11,13,21,211,302,515,57,72,123,9223,9774,18997,21,31,57,9304,9874,19178,6,0,3,0,0,0,0,0,0,6,0,3,6,0,4,1224,1523,2745,0,0,5,1227,1529,2757,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,3,0,0,0,97,150,248,0,0,0,97,150,248,22,21,48,4874,5980,10847,14,17,37,4910,6018,10928,0,0,0,100,99,202,0,0,0,100,99,202,0,0,0,57,60,117,0,0,0,57,60,117,0,0,0,26,22,45,0,0,0,26,22,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68,123,0,0,0,56,70,128,0,0,0,56,68,123,0,0,0,56,70,128,38,48,84,5034
505021090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,173,139,311,9,14,25,186,163,348,3,7,12,179,154,336,10,13,24,203,181,376,118,190,305,4552,4707,9258,34,27,60,4703,4924,9624,3,12,18,0,0,0,0,0,0,3,13,15,6,5,10,4249,4406,8658,11,18,28,4261,4432,8693,0,0,0,0,0,0,0,0,0,0,0,0,3,12,18,0,0,0,0,0,0,3,13,15,0,0,0,382,549,930,0,3,0,385,549,936,54,84,141,3443,4064,7508,20,26,47,3522,4179,7697,0,0,3,605,513,1121,4,0,5,606,517,1127,0,0,0,930,854,1785,6,4,7,937,854,1789,0,0,0,19,25,43,0,0,0,19,25,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,325,693,0,0,0,376,321,695,0,0,0,376,325,693,0,0,0,376,327,695,75,120,189,2902
505021091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,21,12,14,26,29,22,49,0,0,0,15,10,21,12,14,26,29,22,49,0,0,0,68,70,134,0,0,0,64,73,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,45,0,0,0,20,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,0,0,0,27,40,62,0,0,0,26,40,64,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54
505021092,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,9,14,241,242,484,35,27,68,279,282,563,3,9,14,245,244,492,35,27,68,285,287,568,77,78,152,6810,7146,13956,34,26,57,6913,7246,14161,4,0,4,0,0,0,0,0,0,4,0,4,0,0,4,1010,1279,2286,4,0,10,1017,1281,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,87,121,206,0,0,0,87,121,206,23,26,43,2790,3508,6301,22,12,26,2836,3538,6375,0,0,0,31,30,59,0,0,0,24,30,57,0,0,0,42,55,93,0,0,0,42,50,92,0,0,0,22,30,50,0,0,0,22,28,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,49,83,0,0,0,38,48,87,0,0,0,38,49,83,0,0,0,38,48,87,58,53,108,4656
505021093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,153,145,299,14,11,27,172,160,329,5,6,8,156,148,309,14,13,27,175,171,343,48,44,89,4204,4284,8494,14,7,26,4268,4338,8607,0,3,6,0,0,0,0,0,0,0,6,7,0,0,0,2539,2844,5384,4,8,15,2544,2849,5398,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,6,7,0,0,0,379,488,870,0,0,0,379,492,867,14,18,29,3468,3885,7352,14,14,30,3495,3915,7410,0,0,0,363,347,707,0,0,0,363,347,707,5,0,7,166,177,349,0,0,4,176,183,357,0,0,0,17,10,29,0,0,0,17,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,110,204,0,0,0,89,114,201,0,0,0,89,110,204,0,0,0,89,114,201,32,32,63,2151
505021094,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,70,80,151,9,6,16,86,90,171,0,0,0,79,82,163,9,6,16,86,90,176,22,20,44,3442,3626,7068,7,7,15,3471,3653,7121,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,263,308,569,0,0,0,264,314,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,53,0,0,0,24,27,53,10,13,28,1722,2092,3814,0,6,6,1741,2109,3854,0,0,0,4,4,11,0,0,0,4,5,9,0,0,0,20,10,25,0,0,0,13,10,26,0,0,0,7,13,21,0,0,0,7,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,0,5,9,0,0,0,0,5,9,13,8,13,1844
505021095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,97,122,217,9,5,14,113,134,241,6,3,10,101,125,230,9,5,14,113,136,252,45,74,124,3814,4210,8026,16,16,30,3875,4302,8176,0,5,0,0,0,0,0,0,0,3,5,3,0,0,0,1838,2078,3914,6,3,9,1843,2081,3925,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,3,0,0,0,285,382,668,0,0,4,287,388,671,18,37,55,2240,2904,5148,13,11,22,2274,2955,5226,0,0,0,338,294,631,0,0,0,338,294,631,0,0,0,159,123,283,0,0,0,159,123,284,0,0,0,19,16,31,0,0,0,19,18,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,90,180,0,0,0,90,92,181,0,0,0,88,90,180,0,0,0,90,92,181,25,43,66,2432
505021096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,129,248,0,0,0,120,134,253,0,0,3,129,128,259,0,3,3,130,133,270,45,21,64,5790,5708,11499,8,16,28,5840,5748,11585,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1383,1658,3042,0,6,15,1388,1669,3055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,137,201,342,0,0,0,137,201,342,17,10,25,3263,3822,7082,5,16,25,3286,3849,7131,0,0,0,187,165,358,0,0,0,187,165,358,0,0,0,74,89,168,0,0,0,84,89,168,0,0,0,14,12,26,0,0,0,14,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,92,0,0,0,45,45,92,0,0,0,45,45,92,0,0,0,45,45,92,24,15,39,3346
505021097,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,148,145,292,6,5,11,157,149,310,4,0,4,159,153,311,6,5,11,167,161,330,71,74,143,5676,6243,11918,23,19,37,5769,6331,12103,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,1985,2272,4251,3,5,8,1991,2274,4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,253,321,573,0,0,0,253,327,577,22,27,49,3269,4119,7390,17,19,33,3303,4161,7471,0,0,0,216,191,411,0,0,0,216,191,411,0,0,0,176,175,345,0,0,0,180,175,348,0,0,0,480,560,1042,0,0,3,485,562,1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,93,177,0,0,0,86,93,177,0,0,0,86,93,177,0,0,0,86,93,177,44,51,96,3043
505021301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,111,95,206,10,0,16,124,100,229,8,0,10,120,99,223,12,0,18,139,104,244,49,42,92,3421,3422,6847,9,13,26,3479,3476,6959,0,4,7,0,0,0,0,0,0,0,4,7,0,0,0,2170,2417,4591,7,5,13,2175,2428,4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,317,371,688,0,0,0,317,371,688,15,16,35,2873,3243,6113,7,20,24,2897,3277,6174,0,0,0,101,104,204,0,0,0,101,104,204,0,5,3,335,326,666,0,0,0,335,331,670,0,0,0,238,248,478,0,0,0,238,250,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,73,139,0,0,0,66,77,138,0,0,0,66,73,139,0,0,0,66,77,138,34,28,59,1579
505021302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,97,101,201,7,4,13,114,112,228,7,4,14,104,117,221,7,4,13,115,129,242,50,52,105,4156,4423,8573,8,23,29,4213,4495,8706,7,0,6,0,0,0,0,0,0,7,0,6,4,0,4,1641,2001,3643,3,9,10,1650,2008,3661,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,7,0,6,0,0,0,181,294,475,0,0,4,185,297,473,18,28,41,2495,3150,5651,4,20,24,2517,3201,5722,0,0,0,103,110,211,0,0,0,103,110,211,3,0,5,293,264,555,0,0,5,299,261,560,0,0,0,397,411,804,3,7,5,403,414,816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,73,128,0,0,0,60,73,128,0,0,0,60,73,128,0,0,0,60,73,129,36,24,62,2153
505031098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,105,81,183,0,6,7,112,89,204,5,6,12,112,94,203,0,3,8,125,108,229,122,173,296,3144,2981,6126,19,14,31,3285,3170,6451,5,0,3,0,0,0,0,0,0,5,0,3,6,3,12,2278,2346,4624,4,0,12,2283,2362,4644,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,0,393,470,864,0,0,0,395,470,867,43,72,114,2528,2751,5278,10,6,19,2582,2826,5414,0,0,0,80,62,142,0,0,0,80,62,142,0,7,8,537,512,1047,0,4,6,540,518,1061,0,0,0,5,3,8,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,36,69,0,0,0,35,37,72,0,0,0,35,36,69,0,0,0,35,37,72,86,112,195,1773
