SA2_CODE_2021,Negative_Nil_income_M,Negative_Nil_income_F,Negative_Nil_income_P,1_149_M,1_149_F,1_149_P,150_299_M,150_299_F,150_299_P,300_399_M,300_399_F,300_399_P,400_499_M,400_499_F,400_499_P,500_649_M,500_649_F,500_649_P,650_799_M,650_799_F,650_799_P,800_999_M,800_999_F,800_999_P,1000_1249_M,1000_1249_F,1000_1249_P,1250_1499_M,1250_1499_F,1250_1499_P,1500_1749_M,1500_1749_F,1500_1749_P,1750_1999_M,1750_1999_F,1750_1999_P,2000_or_more_M,2000_or_more_F,2000_or_more_P,Personal_income_nsM,Personal_income_nsF,Personal_income_nsP,Tot_M,Tot_F,Tot_P
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,10,15,30,3,3,8,16,12,27,9,20,27,5,13,17,8,9,19,5,11,12,12,8,9,7,11,11,0,11,9,3,4,6,5,3,8,3,5,16,5,7,11,94,130,224
506031128,10,12,19,0,0,5,8,3,18,13,12,27,0,11,16,3,4,12,4,5,12,4,0,7,13,5,18,0,0,5,7,3,11,5,0,4,3,3,9,0,0,0,81,73,157
506031129,6,3,11,0,0,0,0,3,3,0,6,6,3,7,7,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,7,0,5,0,0,0,22,26,47
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031131,3,10,10,0,0,3,0,0,0,0,5,6,4,0,4,0,4,4,0,0,0,0,5,6,0,3,3,0,0,0,0,0,0,0,0,0,9,4,10,0,0,0,23,25,52
506041132,14,24,38,6,9,17,21,21,34,26,23,51,16,25,39,14,36,49,13,17,27,13,11,24,16,15,32,10,14,23,6,15,18,6,5,11,13,4,20,20,13,31,189,228,420
506041133,12,9,16,3,6,7,3,11,8,0,0,0,0,3,4,0,8,10,0,7,8,0,0,5,0,8,11,3,0,7,4,3,13,0,3,3,10,3,18,331,91,428,377,147,529
506041134,19,32,51,11,13,25,27,21,51,34,33,72,7,37,49,16,28,48,9,19,23,22,10,38,20,18,40,12,12,20,13,10,20,10,5,13,18,6,25,12,18,32,236,276,512
506041135,17,21,37,0,3,5,9,3,14,8,16,28,4,5,15,6,13,20,5,10,15,12,10,20,13,6,18,10,9,17,17,6,16,0,4,3,22,6,25,8,5,7,118,125,246
506041136,10,15,31,6,9,15,20,15,39,10,23,36,14,24,31,12,11,23,6,10,20,11,8,24,8,16,25,6,7,13,7,12,18,9,3,8,7,5,11,10,7,15,141,166,307
506041137,21,31,53,7,12,19,19,24,38,14,18,36,9,22,32,18,24,37,13,5,20,8,7,13,16,17,34,15,12,23,4,11,13,7,5,14,13,3,19,6,0,9,171,196,369
506051138,29,24,52,8,5,16,15,22,37,14,24,39,11,13,21,9,15,25,7,9,22,10,19,23,13,18,36,9,13,25,5,12,21,8,7,15,26,13,36,5,3,4,175,195,367
506051139,13,21,38,8,5,9,8,10,17,6,8,13,10,12,23,4,13,14,5,15,16,8,11,15,12,14,24,9,11,24,12,8,19,3,0,8,16,12,30,7,7,13,120,146,261
506051140,5,9,16,0,5,4,5,0,10,7,6,6,0,7,8,0,4,3,6,4,11,10,7,8,7,3,12,0,6,6,9,5,9,4,3,10,16,3,19,0,0,3,63,57,122
506051141,8,27,34,0,5,4,3,0,5,0,3,6,0,0,0,3,3,8,0,0,0,7,4,6,3,0,9,3,3,8,3,3,6,0,0,0,10,3,19,4,0,8,54,58,113
506061142,13,28,45,7,9,15,4,8,16,7,15,17,10,8,16,0,13,14,11,12,21,7,19,28,12,26,36,16,19,29,14,15,30,8,6,14,26,9,37,8,4,6,142,186,329
506061143,0,5,6,0,9,9,4,0,4,4,0,4,0,5,5,0,5,5,8,9,12,0,4,5,0,4,9,0,6,10,6,3,6,3,0,3,5,5,13,5,3,6,40,48,90
506061144,0,0,5,6,3,5,0,0,3,0,0,0,0,0,0,6,3,5,0,0,0,0,0,3,3,0,3,0,6,6,3,0,3,0,6,4,6,3,8,58,0,58,86,22,107
506071145,4,9,12,0,5,3,0,5,10,9,7,14,4,3,3,9,5,15,0,7,7,4,4,12,3,0,5,0,6,6,0,4,3,3,4,5,14,7,22,0,7,8,48,66,118
506071146,35,11,43,3,7,14,14,8,24,9,5,13,4,10,14,3,9,17,4,5,8,0,5,5,4,5,8,4,4,3,0,0,7,5,0,6,15,5,22,7,7,15,101,93,188
506071147,11,7,23,0,0,5,5,5,10,5,4,10,3,4,12,6,0,9,4,7,9,8,6,13,3,4,3,5,0,3,4,8,11,3,0,5,17,8,22,6,6,14,73,70,141
507011148,7,10,22,3,11,14,8,3,11,5,0,9,5,7,10,3,4,11,5,5,9,0,6,10,0,7,8,4,6,12,3,4,8,10,0,8,20,8,31,6,0,9,74,93,165
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,4,3,0,4,8,3,0,3,3,0,3,0,6,6,5,0,8,0,5,5,9,5,14,6,6,4,4,3,5,0,0,0,5,4,8,13,4,13,0,0,0,36,35,72
507011153,16,12,22,4,0,10,8,11,17,4,7,14,4,7,11,3,6,12,4,6,7,5,0,6,5,0,4,6,3,11,0,6,0,0,3,3,4,4,9,0,6,5,66,79,141
507011154,20,19,39,3,4,8,11,3,18,14,17,29,5,13,17,3,4,12,5,9,8,8,8,10,7,8,15,3,4,12,8,0,5,0,4,4,17,6,27,7,8,20,107,109,215
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,5,0,4,0,0,0,6,5,8,0,0,0,13,15,27
507011159,16,18,32,11,4,16,9,8,15,6,11,18,11,8,14,0,9,11,8,13,19,14,10,18,11,12,21,10,7,11,0,0,4,6,3,6,12,5,15,3,3,8,117,113,227
507011160,9,3,14,5,5,8,9,11,15,12,7,19,5,8,10,0,13,10,0,11,11,4,9,10,3,11,14,4,4,12,3,4,11,4,3,3,8,4,12,0,7,4,62,95,157
507011161,12,10,17,6,0,9,6,11,18,9,5,14,0,5,5,5,0,7,3,8,11,3,7,13,4,16,23,7,13,18,8,0,8,3,0,3,15,12,22,3,5,7,77,87,166
507011163,9,5,6,0,5,6,8,8,13,7,6,15,0,8,9,0,3,7,3,0,6,4,6,11,0,0,6,0,5,5,6,3,4,0,0,5,11,0,12,0,0,0,48,53,100
507011259,8,11,18,0,6,9,4,3,11,3,3,14,3,9,12,3,12,19,6,8,7,3,6,7,0,12,14,4,0,5,6,9,13,3,0,5,14,4,14,0,0,3,70,83,149
507011260,0,0,0,0,0,0,3,3,6,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,7,14,19
507021164,3,0,3,0,3,6,6,4,11,8,0,6,7,0,4,0,0,4,0,3,5,0,3,3,0,0,0,6,0,7,0,0,0,0,0,0,5,0,9,0,0,0,29,29,53
507021165,11,11,23,0,7,9,13,6,25,12,16,21,5,7,16,4,9,10,8,4,11,5,7,15,6,4,14,8,6,12,5,5,9,0,0,3,19,4,22,4,0,3,94,92,187
507021166,7,9,16,11,7,19,10,13,24,10,10,19,7,12,15,8,16,15,0,4,9,12,8,15,7,5,12,4,5,9,0,5,7,3,0,5,17,9,26,0,10,17,91,116,205
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031169,24,17,40,10,4,11,8,12,22,9,13,25,4,10,13,8,13,15,3,11,15,4,15,17,12,16,30,11,9,16,15,9,24,12,0,15,20,6,24,0,3,6,135,138,270
507031170,18,20,34,5,12,18,7,8,21,9,12,26,16,14,35,8,11,13,7,11,19,10,11,18,5,13,24,5,3,8,8,5,9,0,0,0,7,4,6,0,4,4,117,123,241
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031174,25,25,54,3,9,15,19,29,46,21,31,56,7,17,24,12,23,32,6,13,22,10,19,29,10,8,21,12,8,21,14,8,19,3,9,13,15,4,15,14,12,26,170,206,377
507031261,4,3,8,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,5,3,0,3,5,4,5,6,7,12,0,3,4,4,0,4,3,3,6,488,0,492,524,33,560
507041175,0,0,0,0,0,0,3,0,7,0,3,4,3,0,4,6,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,8,6,7,0,11,0,0,0,32,23,52
507041176,0,0,0,0,0,0,0,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,9,19
507041177,4,4,3,4,7,3,4,3,8,3,8,16,6,9,8,6,7,14,0,5,5,3,3,3,9,3,5,0,0,3,3,8,9,3,0,6,6,5,16,3,3,6,53,58,112
507041178,7,4,13,6,0,8,7,6,13,6,3,12,0,6,10,0,3,8,3,9,11,4,5,8,0,0,4,0,0,0,3,4,7,4,4,4,13,6,16,0,0,0,59,52,110
507041179,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,4,0,0,0,3,0,3,0,4,6,5,0,3,0,0,3,21,16,39
507041180,0,3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,4,9,0,0,0,18,14,25
507041181,3,3,4,4,0,6,4,0,4,0,0,0,0,0,0,4,0,4,0,4,3,5,3,5,8,0,8,3,0,3,0,4,4,0,0,7,12,3,23,0,0,0,43,25,70
507041182,0,8,9,0,0,3,3,7,10,8,7,17,0,0,0,3,7,16,0,5,6,0,0,0,4,0,3,3,0,3,4,3,3,0,0,4,0,4,0,0,14,10,30,61,91
507041183,15,8,15,3,7,6,6,10,20,4,14,13,5,12,15,0,9,9,0,0,3,0,3,6,4,3,9,3,0,0,3,0,4,0,5,5,4,5,10,4,4,12,62,76,138
507041184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,6,9
507051186,16,20,36,7,3,11,11,7,20,16,10,25,0,19,16,3,13,16,5,13,15,10,10,19,11,14,24,0,0,7,5,5,13,5,0,5,10,0,16,11,7,17,109,122,228
507051187,17,19,34,3,14,18,6,12,21,10,16,22,7,7,17,4,8,12,0,7,10,4,13,13,3,3,6,5,6,13,6,0,10,4,3,10,29,5,32,0,3,3,106,121,228
507051188,10,8,16,6,7,10,13,14,26,6,7,15,9,13,23,4,9,15,5,14,20,10,3,15,16,13,34,15,9,21,8,6,14,3,0,3,21,3,20,7,8,17,126,113,240
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,4,5,15,6,10,18,13,5,17,8,15,20,6,12,19,4,6,10,0,8,9,3,3,6,5,7,8,3,0,7,3,0,6,0,0,0,16,6,20,3,0,6,78,77,155
507051191,18,23,40,7,13,15,14,14,21,7,5,14,6,12,23,8,14,24,8,10,22,6,16,21,5,11,20,16,17,28,7,7,12,3,0,8,45,6,53,3,0,7,143,159,304
507051192,15,24,34,0,3,5,14,8,13,10,14,24,7,11,15,4,17,22,8,16,22,8,11,20,6,12,16,8,0,7,9,5,10,6,0,6,13,10,24,13,13,27,122,141,257
507051193,15,15,35,6,6,17,6,8,19,5,12,18,3,10,15,7,13,23,5,3,13,7,9,18,9,10,23,5,4,8,7,4,15,11,4,17,22,6,29,6,3,10,129,114,236
507051312,8,11,16,0,4,4,0,5,7,3,4,6,4,6,5,8,10,12,3,7,14,4,3,7,8,11,17,9,8,15,11,5,15,5,0,5,24,6,32,4,7,9,88,85,175
507051313,15,24,45,3,7,12,7,6,14,12,11,16,6,9,13,5,18,19,7,19,22,7,19,25,15,16,30,9,15,26,7,9,22,13,0,16,36,18,50,0,5,7,141,163,305
507051314,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,3,3,5,0,4,4,0,3,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,19,25,37
509011225,23,14,40,4,7,16,23,22,42,22,30,53,8,22,27,11,20,30,10,16,26,14,13,32,12,13,24,9,6,12,3,3,10,0,4,0,10,0,12,0,7,11,155,173,329
509011226,3,0,4,0,6,7,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,15,14,31
509011227,13,0,16,0,0,0,7,5,17,0,5,3,10,10,15,6,5,15,0,3,6,0,4,4,6,4,10,6,0,6,5,4,7,4,0,12,5,4,6,4,7,15,60,60,121
509011228,3,7,4,0,5,4,0,0,0,0,0,5,4,5,12,0,4,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,7,3,0,3,0,0,0,14,33,47
509011229,0,10,12,0,0,0,3,8,12,10,3,10,10,3,10,3,0,6,5,5,8,0,3,8,10,0,13,6,0,6,3,0,3,0,0,0,4,0,4,0,3,4,50,45,94
509011230,17,20,37,3,4,14,11,10,25,15,21,29,17,15,32,10,16,24,4,12,19,7,13,18,8,4,17,3,0,5,0,0,0,0,0,6,9,0,9,8,15,22,119,138,254
509011231,6,3,12,3,6,8,6,4,7,6,14,18,7,16,23,6,6,6,4,6,10,5,3,11,6,8,17,3,4,4,0,0,0,0,0,0,3,0,3,21,19,37,72,93,171
509011232,3,0,4,4,4,8,5,0,4,4,0,3,0,4,4,0,0,3,0,0,0,0,0,0,0,3,3,4,0,4,0,0,3,0,0,0,3,0,3,133,5,136,158,19,178
509011233,17,24,39,17,5,19,29,21,48,25,28,49,21,14,34,17,16,28,15,21,29,3,18,25,11,13,23,13,9,18,8,0,14,8,4,12,15,5,18,10,7,12,202,179,384
509011234,9,10,21,0,4,6,5,12,13,4,3,12,6,8,9,9,5,15,0,3,8,5,3,7,8,4,9,5,4,5,3,0,6,0,3,3,4,0,8,8,0,6,59,69,129
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,30,20,48,0,0,0,0,0,0,0,3,0,4,0,3,3,6,10,0,5,5,0,0,3,0,0,0,4,0,4,0,0,0,4,0,4,3,0,8,0,0,0,51,40,91
509021237,13,10,24,4,3,11,18,13,28,20,12,35,9,12,19,6,11,18,0,6,11,3,0,3,3,0,5,6,0,6,0,0,4,0,0,3,0,0,0,5,5,14,95,81,179
509021238,4,0,8,0,0,0,0,3,7,9,11,18,9,8,14,7,11,21,4,8,7,5,0,3,9,3,9,3,0,3,3,5,6,0,0,0,4,0,7,3,7,12,60,55,112
509021239,11,14,18,0,4,3,3,8,12,9,7,18,9,4,15,3,8,8,8,13,19,7,10,9,6,3,8,8,6,8,3,0,9,5,0,8,15,4,22,6,0,6,93,79,169
509021240,9,8,20,4,5,7,9,4,17,3,4,13,13,4,15,6,10,18,0,4,7,4,8,13,10,9,16,4,0,5,3,3,5,4,0,4,4,0,4,7,11,14,79,69,153
509021241,28,18,40,4,5,15,11,16,26,7,14,23,12,16,27,12,14,26,3,12,20,13,13,24,14,8,23,5,5,6,5,3,6,4,0,5,6,3,14,11,9,16,133,134,272
509021242,4,6,10,0,0,0,5,4,6,4,5,9,5,10,11,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,4,3,10,42,37,82
509021243,37,34,76,4,11,16,19,12,36,27,21,51,14,36,49,11,41,58,7,9,17,16,20,33,21,17,36,0,6,10,12,9,12,7,0,7,15,4,18,10,12,25,211,243,452
509021244,11,6,19,0,0,0,0,4,0,3,0,5,9,4,9,10,4,11,0,0,4,4,4,7,4,7,12,0,8,8,0,9,6,4,0,5,7,0,7,0,4,4,50,47,96
509021245,6,13,17,4,0,7,6,9,16,6,13,17,3,8,14,10,14,14,5,4,8,5,7,6,0,5,9,4,4,10,4,0,6,6,3,8,3,0,4,4,4,10,65,71,140
509031246,8,14,18,3,3,8,6,14,20,16,21,32,4,12,20,0,8,10,0,8,6,3,6,8,5,6,7,3,6,6,3,4,9,0,0,0,4,0,4,10,8,14,64,90,156
509031247,3,0,4,0,5,0,9,3,17,5,4,11,0,5,7,0,11,11,0,9,17,0,0,0,4,5,10,4,0,4,5,0,5,0,0,0,3,0,5,5,3,6,45,60,105
509031248,3,5,6,0,0,3,8,0,6,4,4,10,0,6,6,4,8,9,4,0,3,0,0,0,5,0,3,0,0,3,0,6,6,3,0,7,8,3,11,0,0,0,29,26,58
509031249,9,17,25,3,8,9,6,13,19,5,15,14,9,6,20,3,10,12,10,9,17,8,7,12,11,9,14,5,6,4,3,0,4,5,3,8,6,0,3,12,4,12,81,90,172
509031250,9,0,8,0,0,4,6,0,9,4,12,10,0,3,7,4,5,14,0,0,4,6,0,6,7,3,7,0,0,0,3,0,7,3,0,3,0,0,3,0,0,3,39,29,78
510011262,116,101,216,23,42,61,81,101,186,132,186,314,66,101,166,61,105,162,41,56,96,47,70,117,72,75,145,53,78,138,78,86,167,54,39,96,95,86,179,156,94,249,1074,1216,2287
510011263,115,93,210,28,49,73,483,430,916,236,276,511,129,184,316,51,117,160,34,56,96,49,46,92,31,43,75,32,39,73,28,26,54,10,16,29,29,23,48,285,128,411,1540,1518,3057
510011264,100,79,182,25,40,66,319,286,600,180,183,361,57,114,171,43,86,135,24,36,63,24,32,55,22,27,52,12,13,25,6,15,22,6,6,5,11,10,14,124,120,241,944,1046,1991
510011265,90,91,185,31,32,68,149,146,290,98,152,252,51,95,147,63,80,144,21,43,63,47,53,100,39,52,89,35,37,76,28,27,50,18,7,35,44,27,66,73,79,154,784,915,1700
510011266,45,51,97,20,28,43,113,98,213,107,130,232,20,39,64,19,28,48,26,32,52,27,21,49,22,15,34,12,12,17,5,5,8,0,0,4,16,8,26,47,39,81,475,501,974
510021267,52,36,87,10,8,28,247,220,472,42,78,119,11,31,46,16,20,42,11,9,12,5,7,9,8,0,9,4,10,18,10,0,14,15,6,23,82,16,100,19,18,38,543,466,1007
510021268,14,27,43,3,0,6,6,6,12,4,6,8,3,9,9,4,10,11,0,9,14,0,13,20,14,11,29,9,18,24,21,15,34,16,15,29,65,24,90,9,5,10,166,168,338
510021269,15,17,25,5,4,6,4,11,16,9,5,10,3,0,8,0,7,8,6,4,10,4,11,18,5,3,6,9,13,18,8,5,16,7,0,11,46,18,64,11,7,19,124,101,221
510021270,111,141,253,16,25,45,68,59,126,72,106,180,30,63,91,14,54,70,22,44,63,17,41,58,27,54,84,20,67,86,42,44,83,52,22,76,222,74,298,60,75,135,779,868,1651
510031271,26,31,55,5,10,13,23,33,59,13,33,41,8,16,27,4,16,17,3,7,8,9,14,17,13,17,28,17,14,24,16,13,26,17,11,28,121,45,160,17,9,31,288,253,540
510031272,63,89,153,9,17,31,34,34,66,15,37,52,10,32,40,25,34,56,13,27,38,17,35,53,36,33,63,19,17,40,30,21,53,35,28,60,153,69,221,17,28,47,476,505,976
510031273,62,52,118,7,11,15,76,48,118,43,46,91,23,36,52,4,28,33,4,15,18,12,8,19,13,16,29,15,9,22,8,8,18,8,8,11,72,12,81,172,18,192,506,321,825
511011274,37,29,65,7,13,21,9,13,23,24,24,41,17,19,38,11,23,41,5,21,21,10,13,22,9,18,26,3,8,13,7,9,13,8,0,5,18,6,27,14,4,18,176,195,369
511011275,4,6,3,0,0,0,0,4,4,0,4,4,0,5,9,0,5,14,0,3,4,0,3,9,3,0,4,0,3,9,3,0,0,5,5,4,10,0,9,6,5,15,43,42,85
511021276,23,25,47,7,8,18,50,51,92,48,59,105,33,33,64,18,31,49,6,20,31,6,21,30,8,26,31,11,15,20,7,11,20,4,13,18,14,5,24,26,22,46,270,332,599
511021277,14,17,26,3,0,4,16,8,29,7,9,18,15,13,25,3,7,9,3,9,16,8,9,20,9,5,15,3,4,12,0,0,0,9,0,7,18,3,22,12,0,14,125,78,201
511031278,34,30,59,4,12,23,21,13,31,16,24,33,8,16,23,7,18,24,11,17,29,17,10,19,9,22,32,15,10,23,10,12,18,7,9,16,31,12,37,167,36,205,354,232,587
511031279,30,39,67,9,12,17,27,23,49,23,30,49,16,28,41,12,37,48,10,14,27,19,24,41,22,19,37,10,9,24,24,9,32,17,5,22,47,14,62,44,50,92,308,311,614
511031280,21,23,43,5,11,12,15,12,26,10,17,26,3,11,14,8,20,26,0,12,12,4,6,10,7,13,15,8,11,18,8,6,17,11,10,19,22,7,36,16,12,22,143,163,306
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,14,22,38,0,9,7,21,22,43,18,15,28,20,25,46,8,20,21,6,8,14,7,19,22,13,11,28,6,7,11,3,3,8,7,0,7,22,6,27,12,10,23,153,165,316
511031283,40,36,72,10,8,23,180,172,355,141,153,294,57,74,137,39,89,126,7,31,38,8,25,33,4,6,10,12,6,13,10,7,17,4,6,9,30,6,37,60,70,130,610,685,1299
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,61,40,97,19,15,35,54,44,95,58,83,134,33,79,116,24,49,70,19,30,50,18,35,51,16,20,40,8,16,23,13,12,24,8,3,10,20,8,27,25,25,53,372,459,831
511041286,54,43,93,11,9,20,24,24,47,33,41,72,24,41,62,24,49,69,28,39,60,19,29,45,11,19,27,10,12,29,15,11,30,8,4,10,24,18,43,154,34,184,423,359,785
511041287,32,33,63,8,14,22,19,21,41,25,23,50,9,30,41,7,25,33,3,28,28,10,20,34,12,28,45,12,11,25,12,11,23,4,5,12,37,14,56,14,7,21,212,270,482
511041288,19,27,44,8,10,23,18,20,36,19,19,33,8,19,31,11,21,29,12,15,23,16,21,36,12,17,24,9,11,24,9,12,23,16,0,23,29,5,42,3,17,22,189,216,405
511041289,11,11,17,0,4,7,0,10,10,3,4,5,8,7,14,0,9,12,0,4,6,0,0,8,3,3,13,3,0,3,0,0,0,0,0,0,5,0,5,0,3,3,43,59,100
511041290,26,27,52,11,9,17,59,54,111,33,27,65,25,32,52,13,36,49,9,12,21,4,16,22,20,16,30,6,11,15,4,14,15,3,7,8,16,8,19,34,39,74,265,286,549
511041291,3,9,12,0,4,3,5,10,21,12,11,26,10,11,16,10,9,19,0,10,11,4,8,12,9,3,16,5,0,7,5,0,8,0,0,0,3,0,7,3,4,8,78,82,166
511041292,9,13,23,6,4,3,21,14,30,19,18,38,11,12,28,3,11,17,4,10,9,6,15,20,3,3,9,0,4,8,9,4,13,3,3,4,10,0,9,7,4,14,115,113,227
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,3,0,0,0,7,3,9
599999499,27,19,46,23,24,45,215,161,373,121,100,215,50,52,102,19,30,50,15,19,35,3,10,15,6,0,10,0,7,6,9,3,14,0,0,3,12,0,19,238,176,416,749,597,1349
