SA2_CODE_2021,Neg_Nil_inc_Hh_with_Ind_psns,Neg_Nil_inc_Other_households,Neg_Nil_income_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_2499_Hh_with_Indig_psn,2000_2499_Other_households,2000_2499_Tot_hhlds,2500_2999_Hh_with_Indig_psn,2500_2999_Other_households,2500_2999_Tot_hhlds,3000_3499_Hh_with_Indig_psn,3000_3499_Other_households,3000_3499_Tot_hhlds,3500_more_Hh_with_Indig_psn,3500_more_stated_Other_hhds,3500_more_stated_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
509011228,0,36,38,0,22,22,3,43,49,0,73,73,4,212,217,0,145,140,0,196,194,0,196,195,3,206,208,0,166,169,0,108,106,0,112,114,4,158,161,4,130,136,0,93,95,4,173,173,0,228,232,0,40,38,38,2324,2362
509011229,0,22,22,0,6,6,4,16,14,0,25,20,7,37,45,0,43,43,4,54,59,3,56,61,7,88,90,3,90,99,0,41,46,0,54,59,7,112,115,3,61,60,0,63,63,4,95,100,6,92,96,0,20,22,52,980,1033
509011230,5,17,22,3,12,18,0,17,18,3,30,36,17,102,114,9,72,85,14,118,135,14,112,134,15,106,122,6,111,116,10,95,107,6,89,92,8,157,165,8,98,112,8,62,67,6,102,103,15,116,130,3,29,37,154,1461,1614
509011231,0,21,25,0,14,12,4,31,29,0,28,32,8,96,101,3,57,66,9,100,106,8,98,110,4,122,127,8,104,110,9,69,75,3,77,86,3,156,158,3,71,73,10,63,70,4,152,156,3,112,121,16,45,60,100,1423,1520
509011232,0,25,25,0,10,10,0,14,15,0,31,31,0,87,87,0,56,56,0,77,80,0,91,91,4,97,96,6,94,98,0,75,75,0,87,88,4,117,119,0,102,99,0,78,78,3,111,117,4,101,103,0,10,14,23,1263,1289
509011233,4,48,56,0,25,27,3,47,49,23,113,136,18,279,298,16,190,205,18,281,297,18,266,283,20,295,317,17,288,301,9,240,254,9,221,225,26,423,452,18,265,279,11,174,186,18,285,308,22,284,309,0,87,94,252,3823,4071
509011234,0,30,30,0,12,12,0,31,31,5,50,56,4,190,192,7,118,122,3,173,177,11,151,158,0,146,147,6,137,141,8,91,92,0,86,91,10,165,177,5,115,118,4,68,70,4,154,155,10,160,170,0,54,54,82,1919,2001
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,30,31,0,9,9,0,20,20,0,22,22,0,78,78,3,45,43,3,95,98,4,113,115,7,105,107,5,107,112,0,80,83,4,86,91,8,189,193,3,149,151,4,151,155,5,333,342,8,238,243,0,34,34,51,1873,1926
509021237,0,28,31,3,11,15,6,22,26,9,35,36,3,112,115,7,60,69,7,82,94,10,89,101,12,84,96,8,92,96,3,55,61,4,77,78,3,125,130,3,80,81,0,44,47,0,94,94,6,112,121,7,41,48,84,1250,1335
509021238,0,19,19,0,12,12,3,30,36,3,37,45,4,146,150,6,80,87,5,139,145,4,106,107,4,115,123,9,105,112,11,67,77,4,69,72,13,144,154,6,77,77,0,56,56,0,118,121,4,117,122,6,39,42,82,1472,1557
509021239,4,76,80,0,31,34,0,58,58,4,109,108,4,248,253,0,137,138,10,246,257,9,217,223,9,188,193,4,222,226,7,146,152,0,191,196,14,291,299,10,170,182,6,136,143,9,261,276,22,351,362,0,89,90,116,3160,3282
509021240,3,32,32,0,16,16,6,22,29,0,40,43,5,123,126,3,71,75,10,121,124,11,107,110,15,124,138,7,143,148,9,90,96,4,90,93,9,187,194,3,88,95,3,79,78,7,148,158,6,136,139,8,30,38,110,1642,1747
509021241,11,23,30,0,4,4,5,14,17,0,26,29,11,79,90,5,53,58,14,95,104,17,81,98,7,99,108,8,95,104,10,88,96,15,66,79,13,148,165,9,105,114,7,85,96,10,165,172,11,129,141,11,32,40,155,1393,1546
509021242,0,22,23,0,17,17,0,17,17,0,31,29,8,92,96,4,46,50,3,60,67,3,72,74,3,87,90,0,77,80,0,57,57,0,51,54,10,85,96,0,64,66,0,50,50,5,88,91,5,101,110,3,27,37,49,1037,1092
509021243,7,51,57,4,25,27,6,61,67,6,109,119,15,326,337,18,201,221,20,301,317,21,255,278,24,286,307,21,272,292,14,216,234,14,174,184,19,387,405,13,227,240,20,177,191,22,319,341,23,325,345,9,90,104,269,3808,4070
509021244,4,32,38,0,13,13,0,24,24,0,36,42,0,148,155,0,75,79,0,136,135,0,137,141,4,127,134,3,118,122,0,77,80,0,84,86,5,160,164,3,88,95,8,84,88,5,138,142,9,173,182,0,41,43,59,1691,1749
509021245,3,44,50,0,16,14,3,34,36,0,62,70,4,219,228,10,122,127,3,175,185,7,160,169,7,153,156,0,137,141,0,91,92,4,94,102,9,171,183,5,108,111,6,70,70,3,140,140,7,159,162,7,50,53,86,2012,2094
509031246,0,28,28,5,5,10,0,24,27,9,28,39,10,98,114,7,63,67,11,99,106,4,94,95,8,89,95,10,87,97,0,69,68,3,56,62,7,115,124,4,64,70,6,55,62,0,107,106,9,114,119,3,40,45,88,1250,1345
509031247,0,27,28,4,7,12,3,14,17,6,25,22,6,91,99,3,43,46,5,85,87,7,97,109,3,121,124,0,112,105,9,79,88,0,86,95,3,150,150,3,92,97,0,76,76,0,136,138,15,136,151,3,54,55,69,1430,1503
509031248,3,19,18,0,12,12,5,14,20,0,19,18,0,48,48,3,36,40,0,46,46,0,42,43,4,50,58,7,45,47,0,30,33,0,45,45,5,97,100,3,44,45,0,46,46,5,114,112,3,88,97,0,16,16,35,810,837
509031249,4,24,31,0,12,12,10,26,32,4,52,54,11,122,134,8,83,93,9,98,107,13,105,121,15,136,149,0,124,122,9,80,88,3,78,73,11,172,178,7,77,76,9,75,82,4,138,138,7,115,120,6,48,48,109,1568,1678
509031250,0,20,20,0,11,14,0,30,33,0,37,39,7,163,166,4,82,86,4,128,130,3,118,113,6,138,151,6,123,128,3,95,99,0,113,111,5,161,166,3,111,116,4,83,85,0,164,164,0,161,165,0,55,50,60,1789,1849
510011262,15,39,54,6,16,20,41,19,56,88,50,138,55,81,141,53,59,111,51,88,142,55,105,154,54,169,227,56,151,211,58,149,213,44,173,219,113,427,545,76,298,374,67,328,390,142,720,861,151,406,554,65,58,123,1184,3347,4532
510011263,10,5,15,9,4,16,77,3,76,56,6,58,127,23,145,46,13,62,116,12,130,95,25,120,79,53,138,67,65,135,46,73,120,55,58,116,56,122,179,22,54,74,34,64,95,30,100,128,106,66,171,46,18,66,1074,762,1836
510011264,3,5,5,5,0,8,39,0,42,35,5,37,56,3,63,49,10,55,63,8,67,66,10,75,64,14,78,49,21,74,27,21,50,24,28,50,36,42,74,18,17,38,5,21,26,11,24,26,73,17,87,54,14,62,672,240,909
510011265,13,18,35,9,6,16,27,4,37,39,19,56,50,29,76,31,29,63,44,31,77,61,37,98,65,68,132,67,78,140,26,97,124,27,91,120,59,185,244,35,127,160,20,132,155,52,226,278,79,149,221,38,44,85,744,1375,2122
510011266,5,15,11,12,6,14,19,7,31,30,3,29,20,4,24,26,11,34,40,11,59,33,9,40,46,13,59,35,23,52,17,9,28,18,12,28,24,33,54,4,16,19,3,16,26,10,37,46,29,20,51,28,10,35,398,247,640
510021267,5,4,4,0,0,0,12,5,15,13,0,14,21,7,31,17,5,20,36,11,48,29,6,37,25,20,39,21,15,32,16,11,28,10,11,19,9,27,33,5,9,12,3,10,14,8,34,42,18,3,24,8,19,24,243,194,437
510021268,0,8,8,0,0,0,0,3,3,0,5,5,0,7,6,0,4,4,0,9,10,6,16,17,9,19,28,9,51,58,16,52,66,13,71,83,19,148,167,19,100,121,27,122,146,47,386,438,23,97,125,4,12,10,198,1107,1305
510021269,3,13,15,0,3,3,5,3,6,5,8,19,5,12,9,0,12,8,0,9,9,3,10,14,4,21,27,3,27,29,5,48,54,4,47,50,25,149,172,9,67,75,17,145,166,48,545,591,13,105,117,3,17,26,149,1245,1389
510021270,23,15,38,4,4,11,18,14,29,27,18,48,28,16,47,21,29,46,42,24,66,31,39,74,35,75,114,43,97,142,27,125,154,39,153,188,94,383,476,46,209,260,67,291,356,153,776,927,102,206,311,47,42,93,856,2522,3377
510031271,8,5,14,0,4,4,7,5,14,5,5,10,9,13,26,9,4,15,13,16,25,6,15,23,9,29,39,7,35,44,8,27,36,13,67,76,28,243,274,13,96,107,29,176,198,61,426,488,29,128,154,12,19,22,261,1317,1581
510031272,12,20,28,3,3,11,7,14,20,13,23,29,14,33,49,11,27,39,5,42,50,22,51,73,27,90,116,15,134,152,21,186,208,32,238,271,59,589,644,43,308,346,50,497,546,159,1772,1932,65,407,469,20,41,57,577,4486,5062
510031273,4,14,15,0,8,5,7,3,14,12,6,22,16,4,20,14,13,25,23,14,33,25,14,41,22,28,48,19,28,51,9,33,46,14,26,40,24,101,128,13,61,76,6,104,115,51,396,446,6,90,106,6,12,18,284,960,1244
511011274,4,55,59,4,34,39,5,59,69,8,111,120,9,309,322,4,195,203,17,248,268,15,242,252,20,285,305,20,276,299,12,197,211,7,228,233,18,468,491,11,267,281,23,249,270,12,427,444,34,388,420,8,104,105,231,4154,4379
511011275,0,34,33,0,7,7,0,12,15,0,30,30,6,77,80,0,47,53,3,65,71,6,75,76,4,89,90,0,89,92,8,79,86,5,77,85,6,160,166,3,77,79,0,82,88,9,143,159,3,136,136,9,38,38,63,1331,1398
511021276,5,22,25,4,10,14,20,19,41,20,38,57,26,82,112,18,53,74,29,78,113,23,90,114,23,86,112,14,101,117,14,53,72,18,75,95,18,142,163,19,89,110,13,86,89,15,146,167,29,109,137,9,46,57,318,1340,1662
511021277,7,29,32,0,6,6,3,15,19,3,30,34,11,78,87,7,51,52,6,82,85,13,79,93,8,93,102,6,81,94,11,70,74,4,86,91,13,177,187,7,104,116,0,87,92,7,180,189,10,200,203,5,56,66,131,1498,1629
511031278,6,28,38,0,16,16,10,26,33,13,32,46,10,94,97,12,63,70,18,68,86,15,92,110,17,129,145,17,117,138,16,123,138,11,125,139,30,297,319,18,173,189,16,165,179,28,326,356,20,155,176,13,43,50,253,2073,2329
511031279,7,55,63,0,21,25,10,26,36,15,53,65,13,135,147,8,91,97,16,113,127,10,134,149,17,173,195,10,195,201,14,229,236,18,220,232,35,557,593,17,334,346,19,434,452,52,1025,1074,32,339,368,35,88,124,329,4209,4538
511031280,8,29,35,0,11,15,5,18,23,3,31,33,6,71,80,8,48,63,6,80,92,7,85,97,4,100,107,8,133,132,21,122,139,12,160,170,6,403,415,12,248,258,18,291,304,36,804,846,17,241,255,11,39,42,190,2911,3104
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,0,23,28,0,7,9,3,25,28,4,43,49,21,100,123,9,39,50,12,72,87,12,63,77,13,55,68,8,52,58,9,55,63,3,52,59,13,151,168,7,65,68,9,79,86,12,185,198,23,111,132,8,47,54,182,1220,1401
511031283,0,5,5,0,0,0,23,8,26,25,4,28,39,21,62,26,10,37,48,14,64,36,19,57,41,20,61,29,42,69,28,42,70,14,31,47,18,74,91,15,24,38,12,34,47,10,69,74,46,41,84,21,16,36,434,476,905
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,9,81,91,8,35,38,20,111,127,45,168,211,51,403,449,27,300,325,40,345,384,54,321,370,29,364,398,34,295,328,28,245,272,18,214,231,30,405,432,15,228,249,9,168,180,19,360,382,46,265,309,14,95,108,488,4401,4890
511041286,9,34,44,3,9,14,8,31,35,22,41,62,10,118,128,23,99,124,26,143,166,33,149,188,12,130,141,21,146,167,20,118,139,21,114,129,22,223,246,19,147,171,22,148,170,26,241,275,36,239,274,13,42,54,348,2169,2523
511041287,0,46,46,0,16,16,3,28,29,6,34,41,12,147,154,12,80,90,12,149,161,11,125,139,20,125,142,22,156,173,18,130,145,17,126,145,29,318,345,23,246,269,23,181,203,38,344,379,36,312,351,6,38,49,295,2605,2904
511041288,5,51,51,4,20,19,3,40,41,10,57,62,5,126,137,6,106,119,20,184,202,19,162,180,12,214,229,13,226,236,10,176,181,22,186,209,41,464,500,16,297,310,18,282,299,24,512,536,29,316,345,0,49,49,251,3462,3710
511041289,3,39,39,0,5,5,0,20,22,5,55,54,3,112,114,4,97,103,5,107,114,9,93,101,3,83,85,6,82,88,0,57,64,3,62,64,9,110,124,0,67,67,3,59,56,3,127,122,15,144,157,3,47,49,69,1365,1437
511041290,4,17,20,6,3,5,15,4,19,14,16,36,18,42,56,5,19,23,18,37,55,11,19,33,20,30,53,18,35,54,16,26,39,10,27,36,18,55,72,0,19,19,4,23,24,7,34,42,22,32,50,31,20,44,230,448,685
511041291,0,33,33,3,7,12,0,19,20,0,39,39,7,107,122,3,52,55,3,78,85,4,89,102,3,97,104,11,91,105,8,71,84,4,57,62,8,134,145,0,53,60,6,49,55,0,111,119,15,103,114,0,37,39,94,1244,1339
511041292,4,44,41,0,14,12,3,29,32,4,59,66,8,154,164,8,91,96,8,163,171,4,139,141,15,125,143,10,137,145,9,100,114,3,87,96,5,170,177,7,107,113,0,95,98,12,152,161,19,166,189,5,50,55,135,1883,2020
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
