SA2_CODE_2021,Med_ag_pe_In_pe,Me_ag_ps_N_In_ps,Med_age_psns_Tot,Me_p_in_wk_In_pe,Me_ps_in_wk_No_In_pe,Med_psnl_inc_wk_Tot,Me_hh_in_wk_Hh_In_pe,Me_hh_in_wk_No_Ot_hh,Med_hhd_inc_wk_Tot,Me_mo_re_mt_Hh_In_pe,Me_mo_re_mt_Ot_hh,Med_mort_repay_mth_Tot,Me_re_wk_Hh_Ind_psns,Me_re_wk_No_Oth_hh,Med_rent_wk_Tot,Av_N_p_pe_be_Hh_w_In_p,Av_Nu_ps_pe_be_Ot_hh,Avg_Nu_psns_per_bed_Tot,Av_hh_si_Hh_wi_Ind_psns,Avg_hh_si_Othr_hhd,Avg_household_size_Tot,P_d_n_x_b_Hh_w_In_p,P_d_n_x_b_No_Oth_hh,P_d_n_x_b_Tot
507021166,28,42,42,533,881,874,1375,1819,1811,2167,2058,2071,280,350,350,1,0.8,0.8,2.8,2.3,2.3,9,1.7,1.9
507021167,0,50,50,0,1062,1062,0,1062,1062,0,0,0,0,381,381,0,1.1,1.1,0,1.2,1.2,0,16.7,16.7
507031169,20,31,31,729,945,942,1760,2076,2068,1733,1800,1800,350,350,350,0.9,0.8,0.8,3.3,3,3,4.6,2.3,2.4
507031170,22,39,39,465,601,594,1348,1204,1213,1278,1300,1300,270,275,275,0.9,0.7,0.7,3.2,2.3,2.4,10.9,2.6,3
507031172,0,52,52,0,880,880,0,1749,1749,0,833,833,0,350,350,0,0.7,0.7,0,2.8,2.8,0,0,0
507031173,0,56,56,0,450,450,0,1124,1124,0,1334,1334,0,300,300,0,0.8,0.8,0,1.7,1.7,0,0,0
507031174,21,38,37,468,641,632,1208,1298,1293,1300,1343,1333,290,270,270,0.9,0.7,0.7,3.2,2.4,2.5,11.2,2.7,3.2
507031261,30,33,32,1083,1046,1046,2285,2286,2286,2029,2000,2000,370,400,400,0.9,0.8,0.8,3.2,2.9,2.9,3.5,1.1,1.1
507041175,27,43,43,1124,1111,1110,3150,2426,2435,2100,2700,2700,500,475,475,0.8,0.7,0.7,2.9,2.6,2.6,2.3,0.8,0.8
507041176,25,41,41,575,854,852,1187,2297,2284,3000,2200,2200,280,420,420,0.7,0.8,0.8,2.3,2.9,2.9,9.1,1.3,1.4
507041177,27,41,41,612,997,994,1550,1845,1842,2167,2110,2115,288,360,350,0.9,0.7,0.7,2.5,2.3,2.3,7.3,0.8,0.8
507041178,22,43,42,537,959,954,2200,2148,2148,2430,2600,2600,344,420,420,1,0.7,0.7,3.2,2.5,2.5,6.4,1,1
507041179,29,44,44,824,756,756,2291,1879,1880,2517,2167,2167,400,420,420,0.9,0.8,0.8,3,2.7,2.7,3.6,0.9,0.9
507041180,23,43,42,1291,906,907,2583,2328,2330,2075,2167,2167,420,440,440,0.8,0.7,0.7,3.1,2.8,2.8,9.5,0.3,0.3
507041181,21,42,42,1053,994,995,2173,2294,2292,2784,2400,2420,365,420,420,0.9,0.7,0.7,3,2.6,2.6,2.8,0.9,0.9
507041182,24,43,42,521,743,740,2049,1822,1824,1750,2015,2015,370,400,400,0.9,0.7,0.7,3,2.5,2.5,2.4,1.3,1.3
507041183,21,37,37,406,850,829,812,1706,1660,2167,1959,1967,225,300,283,0.9,0.8,0.8,2.9,2.3,2.3,12.8,1.6,2.1
507041184,18,45,45,1312,762,762,3750,2320,2324,3272,2300,2317,400,545,545,0.8,0.7,0.7,3.8,3,3,0,0.7,0.7
507051186,20,43,42,504,599,596,1196,1231,1229,1387,1300,1300,292,300,300,0.9,0.7,0.7,3.5,2.3,2.4,7.6,1.7,2
507051187,18,37,36,523,759,755,2144,1909,1921,1733,1700,1700,350,350,350,0.9,0.7,0.7,3.7,2.8,2.8,4.1,1.3,1.4
507051188,26,48,47,748,691,692,1243,1144,1147,1400,1517,1517,300,300,300,0.9,0.7,0.7,2.6,2,2,5.3,1.4,1.5
507051189,0,77,77,0,274,274,0,450,450,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0
507051190,24,46,46,452,699,695,1523,1352,1355,1733,1668,1674,280,300,300,0.8,0.7,0.7,2.9,2.3,2.3,2.4,1,1.1
507051191,19,33,33,694,943,938,2100,2272,2267,2000,1950,1950,370,360,365,0.9,0.8,0.8,3.5,3,3,4.5,0.8,0.9
507051192,21,39,39,588,745,740,1798,1604,1612,1517,1600,1600,330,320,320,0.9,0.7,0.7,3.5,2.6,2.6,5.3,0.9,1.1
507051193,19,38,38,612,687,685,1577,1497,1502,1300,1517,1517,300,320,320,0.9,0.7,0.7,3.4,2.6,2.6,5.4,1.4,1.6
507051312,16,31,31,1050,947,948,2210,1949,1957,1924,1840,1842,370,350,350,0.9,0.8,0.8,3.4,2.8,2.8,0.7,1.1,1.1
507051313,20,32,32,929,938,938,2338,2156,2161,2067,1907,1915,380,370,370,0.9,0.8,0.8,3.6,3,3,3,1,1
507051314,19,31,30,885,896,895,1958,2130,2122,1733,1863,1857,370,370,370,0.8,0.8,0.8,3.5,3,3,0,1.3,1.2
509011225,26,49,49,450,716,708,1181,1249,1246,1517,1430,1439,270,310,300,0.9,0.7,0.7,2.8,2.1,2.1,5.6,1,1.2
509011226,16,46,45,450,740,738,1312,1557,1552,1661,1800,1800,260,250,250,0.9,0.8,0.8,3.2,2.5,2.5,0,1.8,1.8
509011227,20,45,44,534,720,714,1357,1392,1390,1494,1560,1550,280,350,340,0.9,0.7,0.7,3.3,2.4,2.5,3.6,0.8,0.9
509011228,19,51,50,463,632,630,1375,1131,1134,1050,1517,1517,290,300,300,1,0.7,0.7,3,2.3,2.3,11.1,1.7,1.9
509011229,33,40,39,483,956,931,1100,1512,1484,867,867,867,190,180,180,0.9,0.7,0.8,2.9,2.4,2.5,9.8,1.1,1.6
509011230,24,41,40,454,737,714,980,1388,1347,1200,1040,1076,191,200,200,1,0.8,0.8,3,2.4,2.5,9.7,2.9,3.5
509011231,23,46,44,474,847,829,1125,1401,1385,797,1028,1000,190,175,179,0.9,0.7,0.7,3.2,2.3,2.4,10.3,1.2,1.8
509011232,33,49,48,437,724,721,1875,1494,1495,2000,1695,1700,253,275,275,1,0.7,0.8,3.3,2.4,2.4,4,1.6,1.6
509011233,24,39,39,451,709,697,1164,1401,1387,1674,1550,1560,300,293,295,1,0.8,0.8,3.2,2.6,2.6,9.1,2.2,2.7
509011234,26,49,48,454,633,626,1395,1174,1181,1326,1274,1278,215,225,225,1,0.7,0.8,3.2,2.3,2.3,6.1,1.7,1.8
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,15,45,44,0,814,798,1958,2047,2044,2167,2100,2100,300,320,320,0.9,0.8,0.8,3.5,2.8,2.8,1.9,1.8,1.8
509021237,37,48,47,366,680,638,855,1293,1248,563,1010,1000,150,180,169,0.9,0.7,0.7,2.7,2.3,2.3,11.8,1.4,2.1
509021238,25,49,47,554,749,738,1267,1200,1202,867,867,867,180,160,163,0.9,0.7,0.7,2.8,2.2,2.2,3.6,0.8,1
509021239,30,50,50,669,685,684,1708,1307,1321,1750,1625,1644,320,294,295,0.9,0.7,0.7,3.1,2.3,2.3,6,2,2.1
509021240,22,44,43,512,813,796,1190,1402,1387,1083,910,927,190,200,200,0.9,0.7,0.7,2.9,2.3,2.3,7.3,0.8,1.2
509021241,24,44,43,470,942,892,1192,1627,1583,796,1000,1000,230,210,214,1,0.7,0.7,3,2.3,2.4,11.7,0.9,2
509021242,32,48,47,462,873,853,966,1299,1286,650,768,719,125,140,133,0.8,0.7,0.7,2.5,2.1,2.1,7.8,0.6,0.9
509021243,22,45,43,470,680,660,1239,1322,1316,1365,1399,1393,232,250,250,1,0.7,0.7,3.4,2.3,2.4,12,2.1,2.8
509021244,25,54,54,586,625,624,1625,1256,1272,1401,1575,1564,300,280,285,0.9,0.7,0.7,3.4,2.2,2.3,3.3,1.6,1.7
509021245,33,56,56,509,596,592,1218,1099,1102,1482,1300,1300,250,250,250,1,0.7,0.7,2.9,2.1,2.2,9.6,1.5,1.9
509031246,32,51,50,377,725,693,769,1290,1258,1083,1083,1083,200,200,200,0.9,0.7,0.7,2.9,2.2,2.3,4.4,1.1,1.3
509031247,25,44,44,531,916,897,857,1505,1480,708,743,743,175,155,160,0.9,0.7,0.7,2.8,2.3,2.4,5.7,0.6,0.9
509031248,29,45,45,567,784,774,1312,1685,1644,1662,1733,1733,295,280,280,0.9,0.7,0.7,2.9,2.5,2.5,3.2,1.1,1.2
509031249,23,44,43,452,742,726,981,1324,1294,1300,1153,1170,220,240,240,0.9,0.7,0.7,2.9,2.2,2.2,2.8,1.9,2
509031250,29,48,48,468,789,779,1149,1369,1355,500,1083,1083,234,180,190,0.9,0.7,0.7,2.7,2.3,2.3,5.2,1.2,1.3
510011262,25,36,34,569,1280,1164,1543,2387,2222,2220,2167,2167,250,370,330,1.1,0.8,0.9,3,2.5,2.7,11.6,3,5.3
510011263,27,37,32,324,1348,461,842,2002,1327,1733,1600,1629,90,151,100,1.2,0.7,1,3.5,1.9,2.8,23.3,2.3,14.6
510011264,25,40,29,308,1411,362,867,1916,1096,1300,2084,1600,85,130,90,1.4,0.8,1.3,3.9,1.7,3.3,32.9,3.4,25.3
510011265,26,37,33,393,1303,1016,1135,2224,1858,1799,2000,2000,175,300,230,1.2,0.9,1,3.4,2.3,2.7,21.8,3.7,10.1
510011266,26,40,31,339,1115,471,887,1854,1140,1659,2275,2167,100,200,100,1.2,1.2,1.2,3.4,2.2,3,21.5,11,17.5
510021267,29,38,36,269,2197,1801,851,1850,1159,2370,2502,2435,63,150,70,1.5,0.9,1.3,4.5,1.9,3.3,40.8,4.1,24.5
510021268,20,32,31,1375,1657,1624,2821,3027,2995,1192,932,1032,110,110,110,1,0.8,0.9,3.3,2.6,2.7,2.6,1.5,1.7
510021269,29,34,34,1196,1885,1841,3013,3452,3402,1411,1890,1833,150,220,210,0.9,0.9,0.9,2.7,2.5,2.5,2.7,2,2.1
510021270,25,33,32,631,1558,1415,2021,2821,2586,1517,1333,1387,161,255,240,1,0.9,0.9,3.1,2.6,2.7,9.1,2.6,4.2
510031271,28,34,34,1129,1931,1865,2314,3034,2937,1600,1700,1613,51,46,48,1,0.9,0.9,2.9,2.7,2.7,5.3,1.4,2.1
510031272,22,33,32,910,1615,1570,2491,3255,3194,2000,1950,1972,257,340,320,0.9,0.8,0.9,3.1,2.7,2.8,5.9,1.8,2.2
510031273,30,35,34,371,1717,1425,1352,3354,2983,1517,2167,2167,149,160,150,1.1,0.9,0.9,3.2,2.8,2.9,12.6,2.1,4.5
511011274,21,43,42,472,802,785,1297,1511,1492,1352,1600,1600,250,270,270,1,0.7,0.7,3.1,2.3,2.4,6.9,1.4,1.7
511011275,30,41,41,687,968,960,1781,1646,1653,924,1052,1040,175,240,233,0.8,0.7,0.7,2.7,2.4,2.4,0,1.4,1.4
511021276,30,42,41,418,879,782,933,1534,1416,1300,1303,1300,180,235,215,1,0.8,0.8,2.8,2.2,2.3,12.2,3.3,5
511021277,28,38,37,472,926,905,1204,1783,1727,1729,1993,1950,186,270,263,1,0.9,0.9,2.7,2.4,2.4,9.9,4.3,4.7
511031278,27,36,35,563,1053,1014,1578,2035,2001,1300,1336,1309,277,300,300,1,0.8,0.8,3.2,2.4,2.5,12.6,2.3,3.4
511031279,23,35,34,604,1245,1208,1866,2405,2374,1618,1725,1700,295,300,300,1,0.8,0.8,3.2,2.5,2.6,7.3,2,2.4
511031280,24,34,33,595,1399,1369,1864,2547,2514,1600,1733,1730,300,340,330,0.9,0.8,0.8,3.2,2.6,2.6,7.3,1.1,1.5
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,27,41,39,470,968,893,1042,1731,1627,867,957,944,180,200,200,1,0.7,0.7,2.7,2.2,2.2,7.2,1.6,2.4
511031283,28,37,35,345,1796,900,917,1922,1405,634,634,634,70,70,70,1.2,0.8,1,3.7,2,2.8,28,2.3,14.6
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,27,48,46,420,705,666,884,1176,1143,1300,1300,1300,215,230,230,1,0.7,0.7,2.7,2,2.1,11.6,1.6,2.6
511041286,24,40,37,520,755,721,1287,1597,1553,1517,1517,1517,220,230,225,1,0.7,0.8,3.4,2.6,2.7,15.1,1.4,3.3
511041287,22,38,36,587,896,871,1860,1922,1915,1733,1733,1733,300,310,310,0.9,0.7,0.7,3.5,2.6,2.7,7.4,0.9,1.6
511041288,21,39,38,633,966,947,1818,2000,1982,1636,1666,1661,300,300,300,0.9,0.7,0.7,3.2,2.5,2.6,4,0.8,1
511041289,23,54,53,465,636,626,1149,1169,1168,1250,1566,1537,240,250,250,0.9,0.7,0.7,2.9,2.2,2.2,2.9,1.5,1.6
511041290,26,41,38,386,1361,1024,1012,1312,1202,650,650,650,110,140,120,1.1,0.7,0.8,3.1,1.8,2.2,17.6,0.9,6.6
511041291,30,48,47,480,790,768,1375,1301,1310,690,801,800,170,175,175,0.9,0.7,0.7,2.7,2.2,2.2,8.4,1.1,1.6
511041292,29,51,50,426,682,664,1205,1283,1276,1550,1400,1400,190,250,225,1,0.7,0.8,3.1,2.2,2.3,11.8,1.2,1.9
597979799,37,40,40,1916,2141,2123,0,2250,2250,0,1733,1733,0,0,0,0,0.7,0.7,0,1.7,1.7,0,0,0
599999499,40,40,0,298,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
