SA2_CODE_2021,Neg_nil_inc_Hh_with_Ind_psns,Neg_nil_inc_Other_households,Neg_nil_inc_Tot_hhlds,1_149_Hhd_with_Indig_psns,1_149_Other_households,1_149_Tot_hhlds,150_299_Hhd_with_Indig_psns,150_299_Other_households,150_299_Tot_hhlds,300_399_Hhd_with_Indig_psns,300_399_Other_households,300_399_Tot_hhlds,400_499_Hhd_with_Indig_psns,400_499_Other_households,400_499_Tot_hhlds,500_649_Hhd_with_Indig_psns,500_649_Other_households,500_649_Tot_hhlds,650_799_Hhd_with_Indig_psns,650_799_Other_households,650_799_Tot_hhlds,800_999_Hh_with_Indig_psn,800_999_Other_households,800_999_Tot_hhlds,1000_1249_Hh_with_Indig_psn,1000_1249_Other_households,1000_1249_Tot_hhlds,1250_1499_Hh_with_Indig_psn,1250_1499_Other_households,1250_1499_Tot_hhlds,1500_1749_Hh_with_Indig_psn,1500_1749_Other_households,1500_1749_Tot_hhlds,1750_1999_Hh_with_Indig_psn,1750_1999_Other_households,1750_1999_Tot_hhlds,2000_more_Hh_with_Indig_psn,2000_more_Other_households,2000_more_Tot_hhlds,Part_inc_st_Hh_with_Indig_psn,Partial_inc_stated_Other_hhds,Partial_inc_stated_Tot_hhlds,All_inc_ns_Hh_with_Ind_psns,All_income_ns_Other_household,All_inc_NS_Tot_hhlds,Tot_Household_with_Indig_psns,Tot_Other_households,Tot_Tot_hhlds
506011110,10,134,144,4,49,60,41,240,274,55,459,515,53,991,1043,48,905,947,54,731,786,58,948,999,48,1005,1053,33,693,724,15,485,503,13,311,323,24,455,480,39,570,612,9,186,197,504,8162,8660
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,0,42,44,0,13,16,5,64,76,11,110,115,10,227,240,9,206,215,5,211,222,13,218,236,10,263,267,4,165,179,3,124,127,4,79,78,3,139,146,10,115,127,3,32,32,90,2008,2120
506011114,6,67,72,0,30,30,7,96,105,12,218,226,12,444,454,26,391,418,21,332,358,11,419,434,11,439,458,12,321,335,15,280,301,5,189,190,15,316,335,19,285,300,6,70,78,178,3897,4094
506011115,0,54,54,0,12,12,6,51,55,3,87,95,0,239,239,0,253,260,6,199,204,10,267,274,10,318,322,7,237,238,9,242,248,0,220,220,7,456,460,3,226,229,3,48,52,64,2909,2962
506011116,0,39,37,0,21,21,0,44,44,0,59,59,0,162,161,4,185,190,6,153,155,0,236,236,0,295,295,3,212,213,6,215,217,0,186,193,8,511,515,0,220,215,0,26,26,27,2564,2577
506011117,8,37,48,0,18,17,11,61,69,9,117,127,24,251,275,22,288,301,16,333,349,23,434,466,15,533,550,12,348,360,9,259,263,5,188,192,16,215,226,17,287,309,3,35,38,190,3404,3590
506011307,0,32,28,0,9,9,0,33,38,0,51,56,0,112,111,4,155,163,0,260,259,0,353,356,5,498,510,4,419,425,6,395,402,8,311,317,9,573,580,9,318,326,0,22,22,45,3541,3602
506011308,0,37,39,0,10,10,5,42,43,0,68,69,0,148,149,6,213,220,0,268,270,4,485,486,12,684,695,12,647,653,9,547,559,6,452,461,12,822,833,4,421,427,0,44,44,70,4888,4958
506021118,3,107,114,6,48,45,22,152,168,13,236,250,13,520,532,22,412,432,9,331,341,17,480,492,24,622,645,19,508,528,10,476,485,10,373,386,28,912,939,21,399,422,8,83,93,225,5659,5872
506021119,4,124,134,0,46,46,14,133,153,14,263,275,19,453,471,25,445,472,16,377,387,16,514,540,22,680,701,3,575,579,11,556,566,14,541,554,23,1577,1597,16,441,454,5,70,79,202,6795,7008
506021120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,0,133,133,0,37,37,4,120,123,5,220,223,4,381,386,8,426,433,13,386,400,12,585,598,8,718,728,13,607,620,8,561,568,12,534,546,26,1618,1649,8,406,415,5,69,67,126,6801,6926
506021309,3,67,70,4,18,24,11,93,103,9,140,148,16,320,337,9,264,274,8,251,258,7,319,323,20,406,424,10,325,334,7,254,255,13,199,212,11,323,338,5,239,245,4,45,50,137,3263,3395
506021310,0,57,58,0,27,27,0,62,63,3,114,120,0,277,276,9,228,228,5,209,215,8,282,293,4,325,329,6,268,274,3,223,225,3,181,184,5,337,341,5,176,182,0,46,46,51,2812,2861
506021311,4,73,82,3,31,35,13,97,111,7,164,175,7,344,350,10,311,314,7,256,264,8,367,376,14,547,555,8,477,484,9,446,456,7,366,370,20,894,918,15,294,306,4,59,64,136,4726,4860
506031124,6,164,174,4,81,84,15,234,249,17,330,353,29,766,793,13,733,741,16,541,553,20,720,742,20,805,819,14,626,636,11,577,582,12,412,424,19,846,869,19,513,537,11,118,126,226,7466,7682
506031125,0,63,63,0,27,27,0,49,49,0,94,92,3,159,166,3,201,203,4,201,207,0,295,296,5,363,363,6,307,306,3,290,291,0,241,243,9,571,578,4,299,304,0,23,23,37,3183,3211
506031126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506031127,3,139,139,0,75,75,16,170,186,19,267,283,25,546,567,13,598,612,6,547,556,10,817,822,11,925,936,7,763,773,5,585,592,14,368,383,12,620,635,16,536,552,3,109,115,160,7065,7226
506031128,0,105,107,0,54,54,3,131,140,15,214,229,18,537,557,8,496,505,8,453,462,11,538,550,6,609,618,9,519,521,9,401,409,5,327,329,9,541,546,6,346,354,0,46,46,107,5317,5427
506031129,0,94,89,0,50,50,0,83,87,0,179,178,5,400,405,3,359,365,5,364,372,4,431,433,5,552,557,4,429,433,6,362,363,0,321,322,9,998,1003,6,305,308,0,35,43,47,4962,5008
506031130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3
506031131,0,87,87,0,61,62,0,144,144,0,192,190,5,376,378,3,443,442,0,458,458,4,597,604,3,770,777,5,598,606,5,533,537,5,385,395,4,923,924,5,487,495,0,54,55,39,6108,6154
506041132,10,121,125,6,51,55,13,206,228,20,295,321,28,704,732,26,647,673,16,648,664,30,749,787,18,879,902,17,642,663,10,490,501,6,335,337,17,503,522,30,468,500,4,115,124,251,6853,7134
506041133,0,104,104,0,38,38,4,123,128,5,174,178,5,390,384,7,496,499,14,509,522,11,687,693,3,921,928,8,764,778,3,642,644,7,539,546,4,1104,1108,11,591,605,0,68,74,82,7150,7229
506041134,8,138,144,7,52,58,28,239,270,30,458,497,42,974,1013,31,903,938,30,691,726,35,836,872,42,921,963,25,590,618,12,444,456,16,290,301,16,357,366,28,475,501,16,143,155,366,7511,7878
506041135,3,96,100,0,47,47,7,119,133,7,215,217,14,376,392,14,476,485,15,480,499,16,716,732,25,876,898,23,690,713,9,609,616,7,486,493,11,846,863,18,576,595,0,65,66,169,6673,6849
506041136,3,96,104,9,43,50,10,135,149,15,254,269,16,555,576,21,539,560,11,462,470,15,569,582,27,617,646,12,437,452,7,272,281,6,195,202,12,348,360,17,394,414,0,80,84,181,4996,5199
506041137,4,163,175,3,56,57,11,221,226,11,365,378,31,823,854,23,799,817,20,713,732,22,922,949,24,1025,1053,22,747,773,6,571,575,10,444,458,15,663,681,29,539,564,3,113,120,234,8164,8412
506051138,3,89,91,0,57,62,14,120,145,18,219,242,25,523,546,20,535,549,22,498,516,22,674,694,24,868,894,20,687,708,11,571,582,11,426,441,31,818,856,20,569,584,0,97,96,241,6751,7006
506051139,5,80,85,0,27,33,12,79,92,3,137,145,10,352,362,12,371,383,17,325,341,17,444,464,18,518,540,14,430,443,16,382,400,6,288,290,21,534,553,18,359,374,4,66,70,173,4392,4575
506051140,0,93,93,0,39,39,6,116,117,0,185,184,6,453,467,7,427,431,3,406,415,15,535,543,13,569,584,10,488,495,11,415,434,0,346,346,12,1059,1074,7,431,434,0,93,94,90,5655,5750
506051141,0,50,51,4,32,34,0,76,75,0,122,127,0,292,294,3,295,300,3,266,272,9,359,366,5,421,421,7,367,370,13,334,344,6,239,247,10,664,678,8,295,302,0,44,46,68,3856,3927
506061142,0,56,53,0,27,27,10,107,109,6,154,164,11,312,325,13,378,392,19,494,516,34,677,716,39,821,858,27,700,721,24,572,590,15,461,475,26,758,786,39,654,693,3,64,71,266,6235,6496
506061143,3,30,36,0,19,19,0,42,42,4,49,52,3,133,134,7,143,147,4,131,141,3,174,180,10,250,262,4,222,228,10,185,192,3,156,164,13,384,396,7,244,253,0,26,33,71,2188,2279
506061144,0,22,25,0,9,9,0,24,24,0,53,54,0,102,105,0,122,122,8,90,92,4,106,110,0,137,134,3,149,146,5,95,99,0,78,79,8,215,224,7,182,190,0,38,38,35,1422,1451
506071145,4,108,112,0,62,62,7,127,131,10,209,222,7,447,455,3,455,460,6,369,374,7,510,518,9,610,613,3,533,540,5,510,515,6,466,468,18,1567,1585,6,348,351,9,57,63,100,6378,6469
506071146,0,83,79,5,41,39,10,92,103,7,146,155,10,289,299,5,269,272,0,202,205,3,261,267,8,355,359,3,289,290,4,289,298,7,266,271,16,987,1002,10,264,270,0,48,52,88,3881,3961
506071147,4,183,183,3,63,65,5,117,125,0,187,187,6,336,342,6,433,436,5,322,327,9,493,505,8,637,649,0,564,564,10,526,536,0,547,547,20,2270,2293,5,401,407,3,90,88,84,7169,7254
507011148,0,68,68,3,31,33,9,82,89,3,122,122,0,262,269,3,371,379,8,392,404,11,577,591,7,832,841,14,817,832,10,734,742,3,641,646,26,1409,1434,16,577,589,0,46,46,113,6961,7085
507011150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,0,83,83,0,24,24,0,63,62,0,112,111,0,256,258,3,207,207,7,208,213,0,267,269,11,405,416,4,322,325,4,287,290,8,277,283,7,671,682,7,255,263,0,46,49,51,3483,3535
507011153,0,50,51,0,26,23,9,96,109,6,155,164,9,357,367,10,275,280,10,202,208,5,334,340,13,401,410,6,336,334,4,269,269,4,235,243,10,400,412,11,202,212,0,64,64,97,3402,3486
507011154,6,87,95,5,40,43,11,123,138,15,266,279,16,521,537,11,426,441,9,301,311,8,427,442,15,460,475,9,388,397,8,336,342,6,311,316,14,533,544,11,337,350,10,83,94,154,4639,4804
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,0,28,28,0,12,12,0,13,15,0,32,32,0,60,60,0,45,45,0,63,65,5,86,82,0,128,128,3,111,110,4,126,131,0,115,115,10,544,553,0,93,93,0,10,10,22,1466,1479
507011159,4,65,73,9,39,43,11,95,104,8,135,145,8,419,431,12,343,359,10,288,297,19,386,400,12,565,577,9,447,457,11,390,400,3,339,342,16,571,585,15,303,315,8,58,62,155,4443,4590
507011160,0,75,74,0,33,34,9,111,115,5,204,207,6,522,530,14,389,401,10,337,346,17,407,424,15,515,531,7,376,380,6,353,357,0,269,267,7,541,553,5,299,305,4,64,66,105,4495,4590
507011161,0,58,62,0,21,21,4,71,76,3,125,132,8,264,271,12,310,314,10,334,337,11,517,523,14,755,773,13,665,676,4,608,615,7,540,549,16,1081,1095,9,498,508,0,52,49,111,5899,6001
507011163,0,30,33,0,26,26,9,48,59,10,94,105,3,222,227,8,179,188,7,176,185,11,269,277,11,360,364,3,286,296,4,231,237,3,199,202,6,355,361,10,213,217,0,30,30,85,2718,2807
507011259,0,35,34,0,18,15,3,52,53,4,75,80,13,185,194,7,187,197,6,243,250,10,290,304,12,403,421,3,396,404,8,340,351,7,278,285,24,586,608,9,280,286,0,40,39,106,3408,3521
507011260,0,18,18,0,0,0,0,17,17,0,20,22,0,44,44,0,45,45,0,35,35,0,67,67,0,87,87,0,75,75,0,83,86,0,76,76,4,178,180,3,70,73,0,11,11,7,826,836
507021164,0,50,50,0,18,21,6,44,46,0,77,77,4,177,178,3,162,163,0,156,158,4,204,216,7,231,233,5,230,238,0,201,201,0,196,195,4,914,921,4,203,204,0,25,25,37,2888,2926
507021165,0,121,122,0,50,54,16,175,186,10,258,269,12,492,500,9,409,420,3,371,381,13,446,450,12,575,589,16,550,561,5,480,488,4,493,497,24,1970,1995,8,469,476,0,95,93,132,6954,7081
507021166,0,107,106,7,50,55,16,142,156,13,251,262,10,567,587,13,448,460,8,364,375,3,455,457,6,527,535,15,472,492,7,422,437,7,409,419,21,1230,1248,15,420,437,7,84,95,148,5948,6121
507021167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
507031169,3,49,54,9,24,29,11,74,80,11,131,143,12,272,281,18,367,385,9,376,388,22,603,620,15,832,842,17,640,655,20,549,572,13,382,388,24,640,656,16,623,637,0,54,56,200,5616,5786
507031170,4,45,53,6,25,26,3,115,117,10,138,148,18,403,423,28,318,345,10,229,237,17,288,306,17,283,302,9,213,221,9,156,158,4,101,110,6,173,178,11,187,199,5,47,53,157,2721,2876
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507031173,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,4,0,15,15
507031174,3,61,69,6,35,34,19,129,153,29,240,275,33,479,512,29,427,459,17,354,373,17,441,461,18,496,506,14,319,328,15,261,279,5,181,185,14,232,250,22,318,341,4,80,84,245,4053,4309
507031261,0,17,17,0,9,9,0,27,27,0,55,53,4,96,97,0,128,128,6,149,158,3,227,226,7,337,348,11,316,324,7,287,300,4,247,253,6,431,434,10,253,260,0,23,23,58,2602,2657
507041175,0,90,90,0,47,47,3,70,70,0,81,83,0,204,205,0,226,227,3,232,236,4,314,317,3,408,409,3,321,325,4,300,304,3,322,329,16,1458,1477,0,264,264,0,43,41,39,4380,4424
507041176,0,16,13,0,13,13,0,27,27,0,47,46,0,75,75,0,84,84,0,76,76,0,107,107,3,140,147,0,104,104,0,104,104,0,100,100,0,290,290,0,81,81,0,11,11,3,1275,1278
507041177,3,87,92,5,44,45,5,125,133,9,202,213,7,528,532,7,424,423,3,387,389,4,442,445,7,518,516,4,556,559,13,502,515,6,465,465,18,1344,1365,8,353,360,0,83,83,99,6060,6135
507041178,0,105,107,0,48,48,7,101,114,7,181,190,0,377,377,5,381,383,4,355,360,0,448,450,0,539,546,7,452,457,8,434,437,6,417,421,20,1582,1603,11,349,360,0,64,66,75,5833,5919
507041179,0,55,55,0,35,35,0,57,58,5,99,103,0,251,251,4,229,235,4,219,223,0,289,289,3,247,251,6,231,240,0,214,218,0,185,192,4,507,509,0,181,183,0,41,41,26,2840,2883
507041180,0,43,43,0,30,30,0,54,54,0,96,98,0,212,214,0,252,253,0,228,228,0,332,333,4,406,410,0,372,371,0,357,361,4,309,311,11,809,819,0,257,257,0,34,34,19,3791,3816
507041181,3,109,109,0,64,59,0,97,94,4,175,182,6,404,414,0,402,402,3,350,354,5,437,444,13,573,585,4,529,532,9,494,499,3,474,476,18,1775,1790,6,390,391,0,73,73,74,6346,6404
507041182,0,81,81,3,53,50,0,88,88,0,172,172,5,359,362,5,389,387,4,314,319,4,401,408,9,471,474,8,370,374,0,324,328,0,330,332,9,765,770,0,297,297,0,53,54,47,4467,4496
507041183,3,37,40,0,15,20,11,61,80,16,104,116,15,229,240,10,161,165,7,100,105,5,142,142,6,187,196,0,176,175,7,175,178,7,141,147,4,343,346,3,122,130,0,45,47,94,2038,2127
507041184,0,42,42,0,30,30,0,60,60,0,69,69,0,112,112,0,145,145,0,111,111,0,148,148,0,175,174,0,166,166,0,169,168,0,125,125,4,457,463,0,135,132,0,14,14,4,1958,1959
507051186,0,82,79,0,23,23,23,78,98,12,186,196,9,430,438,17,333,352,19,296,314,13,330,345,11,376,387,8,217,233,0,186,186,5,115,121,3,175,177,16,246,259,6,68,73,142,3141,3281
507051187,0,46,42,0,25,22,8,101,109,4,132,140,9,348,361,14,349,363,12,306,321,20,398,417,18,516,533,11,414,424,13,352,364,14,238,252,20,533,550,21,501,518,0,67,71,164,4326,4487
507051188,0,114,114,0,60,63,10,164,177,11,385,395,16,960,980,13,822,842,18,518,539,16,640,654,19,690,705,7,474,483,11,438,452,11,350,360,11,681,691,11,450,460,5,170,175,159,6916,7090
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,0,94,91,0,31,31,10,118,127,11,246,262,10,582,596,8,456,467,9,398,405,10,415,425,19,463,482,9,363,371,6,327,333,8,233,244,9,566,576,14,375,392,0,94,90,123,4761,4892
507051191,0,79,83,4,30,30,7,121,128,14,172,182,20,331,352,19,357,372,11,423,434,16,586,605,19,844,868,32,668,699,14,628,649,13,552,565,32,1200,1235,33,857,897,0,68,68,234,6916,7167
507051192,0,68,68,0,40,39,5,94,104,18,174,186,12,423,431,11,396,405,17,332,350,16,420,437,20,472,487,13,412,424,8,333,336,3,255,260,13,479,496,30,410,438,4,75,76,170,4383,4537
507051193,0,61,59,5,24,26,11,77,90,19,173,191,14,396,407,17,411,426,13,304,313,26,344,369,17,451,474,13,303,320,4,270,273,7,189,201,18,344,359,13,323,344,7,51,54,184,3721,3906
507051312,3,41,41,0,20,20,0,49,54,8,90,104,11,218,229,9,245,251,11,256,262,12,384,399,18,487,505,15,444,456,14,326,332,15,278,291,24,485,502,22,439,464,0,48,50,162,3810,3960
507051313,0,90,93,0,35,35,0,125,127,14,183,195,15,497,504,17,539,558,17,546,566,18,702,713,34,984,1013,30,876,908,17,746,761,16,588,602,33,1194,1230,26,1006,1037,0,94,95,237,8205,8437
507051314,0,0,0,0,0,0,0,10,10,0,8,8,3,33,36,6,41,44,3,33,38,0,61,58,8,94,105,3,74,77,4,56,64,0,41,40,3,80,85,3,87,92,0,3,3,33,621,660
509011225,4,81,85,0,61,61,13,131,144,29,272,297,29,748,774,19,713,735,18,527,545,27,648,671,17,610,625,9,442,453,6,398,406,7,274,285,10,594,605,9,312,318,5,134,141,202,5945,6145
509011226,0,26,26,0,23,22,0,27,27,0,43,43,0,109,113,0,106,111,0,127,131,0,121,124,0,129,128,4,97,96,0,74,74,0,71,73,5,149,154,4,127,133,0,18,18,13,1247,1273
509011227,4,40,38,0,13,13,7,38,46,6,70,76,7,205,218,7,210,217,3,183,186,6,215,221,0,226,230,0,158,158,6,123,131,9,92,96,3,149,149,16,115,134,4,24,23,78,1861,1936
509011228,0,36,38,0,24,26,4,64,66,3,123,131,3,342,347,5,268,268,4,212,219,0,255,252,5,217,225,4,134,133,0,106,108,0,90,89,4,191,196,0,228,232,0,40,38,32,2330,2368
509011229,0,22,22,0,6,6,7,21,25,4,39,45,8,71,81,3,67,69,7,86,91,12,98,109,3,111,118,0,80,85,0,65,65,3,61,58,0,137,137,6,92,96,0,20,22,53,976,1029
509011230,5,17,22,7,14,18,17,36,46,15,58,72,18,175,196,24,153,173,12,128,141,11,164,175,17,176,191,3,127,132,5,75,84,0,61,58,5,130,130,15,116,130,3,29,37,157,1459,1605
509011231,0,21,25,3,18,18,6,46,57,9,49,56,12,143,154,8,131,145,3,106,106,5,139,147,11,171,180,5,114,118,4,82,85,0,62,65,4,175,178,3,112,121,16,45,60,89,1414,1515
509011232,0,25,25,0,10,10,0,28,27,0,44,47,0,128,133,0,133,135,4,108,114,3,132,133,0,157,157,7,108,108,0,80,83,3,77,81,3,113,114,4,101,103,0,10,14,24,1254,1284
509011233,4,48,56,3,32,37,22,96,121,27,188,214,23,469,498,21,390,414,19,324,341,25,440,463,29,532,555,11,302,318,15,243,256,11,154,164,15,227,243,22,284,309,0,87,94,247,3816,4083
509011234,0,30,30,0,9,9,0,50,56,3,122,128,11,282,288,6,232,241,14,173,188,10,174,184,5,177,181,5,126,135,3,92,97,0,73,79,3,160,165,10,160,170,0,54,54,70,1914,2005
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,0,30,31,0,12,12,0,33,33,3,52,54,4,135,138,9,149,158,6,114,123,0,156,160,6,191,201,5,162,165,0,162,168,0,127,128,4,287,289,8,238,243,0,34,34,45,1882,1937
509021237,0,28,31,0,13,17,5,33,41,13,48,63,15,175,187,17,124,136,17,85,95,3,112,115,4,131,133,6,104,103,0,75,75,0,63,63,0,104,104,6,112,121,7,41,48,93,1248,1332
509021238,0,19,19,0,12,12,5,48,53,7,73,76,8,230,239,19,135,146,5,110,113,7,135,145,11,144,152,4,114,119,4,81,84,0,66,67,4,168,163,4,117,122,6,39,42,84,1491,1552
509021239,4,76,80,0,35,32,0,101,101,4,175,176,10,391,407,10,270,281,6,220,231,13,301,314,18,322,340,4,224,230,13,167,173,3,135,140,8,308,313,22,351,362,0,89,90,115,3165,3270
509021240,3,32,32,0,16,16,6,35,49,8,66,74,7,211,217,17,135,149,9,109,125,12,167,173,8,187,200,9,155,162,6,114,120,0,75,78,4,174,179,6,136,139,8,30,38,103,1642,1751
509021241,11,23,30,0,4,3,4,27,32,7,56,67,18,120,136,17,98,116,15,93,110,20,119,131,12,158,171,5,123,129,6,122,125,3,90,97,8,197,205,11,129,141,11,32,40,148,1391,1533
509021242,0,22,23,0,18,18,0,28,31,0,44,45,9,137,144,5,84,83,9,77,81,5,97,102,0,90,91,0,79,84,5,47,51,0,56,62,3,134,143,5,101,110,3,27,37,44,1041,1105
509021243,7,51,57,5,29,29,16,111,129,23,176,203,39,522,560,32,413,446,23,300,317,19,326,347,27,384,411,9,266,273,14,260,270,0,187,188,20,360,382,23,325,345,9,90,104,266,3800,4061
509021244,4,32,38,0,13,13,6,35,41,4,86,93,0,230,235,7,191,196,6,144,149,3,134,139,5,151,158,4,97,99,3,108,108,0,71,74,10,187,193,9,173,182,0,41,43,61,1693,1761
509021245,3,44,50,0,14,16,8,55,58,9,109,113,10,339,342,11,228,242,0,161,164,4,184,192,6,184,193,4,117,128,11,96,101,0,88,92,3,170,175,7,159,162,7,50,53,83,1998,2081
509031246,0,28,28,5,10,9,9,38,42,12,53,65,16,153,172,9,126,137,6,104,113,0,112,117,7,106,114,4,90,91,6,80,85,0,62,62,4,129,132,9,114,119,3,40,45,90,1245,1331
509031247,0,27,28,4,11,15,6,22,34,6,45,56,12,138,149,3,116,123,8,95,96,4,140,140,4,189,190,4,118,122,5,98,103,0,69,69,0,174,176,15,136,151,3,54,55,74,1432,1507
509031248,3,19,18,0,12,11,0,23,25,0,36,33,0,69,67,5,71,73,3,51,54,0,67,68,5,88,90,5,43,47,0,65,66,0,47,46,0,128,124,3,88,97,0,16,16,24,823,835
509031249,4,24,31,0,9,15,11,43,57,11,65,72,14,170,181,21,159,180,9,134,142,8,169,180,5,170,174,6,129,136,8,88,92,0,72,73,0,178,178,7,115,120,6,48,48,110,1573,1679
509031250,0,20,20,6,17,19,0,48,49,4,74,73,9,236,246,12,157,169,4,143,148,6,170,180,5,178,180,5,139,145,0,106,106,0,84,84,0,205,198,0,161,165,0,55,50,51,1793,1832
510011262,15,39,54,18,16,34,107,27,127,102,74,174,91,114,209,70,104,173,51,141,193,76,207,279,105,315,419,96,343,438,79,359,435,64,331,400,104,819,919,151,406,554,65,58,123,1194,3353,4531
510011263,10,5,15,22,0,22,193,5,199,201,6,205,148,24,175,110,15,127,45,27,71,45,46,93,42,82,127,33,86,121,17,102,120,23,87,108,24,195,224,106,66,171,46,18,66,1065,764,1844
510011264,3,5,5,28,4,25,127,0,127,115,9,122,81,0,85,71,5,82,38,3,43,24,7,36,24,19,36,15,32,49,11,26,35,6,36,41,11,58,69,73,17,87,54,14,62,681,235,904
510011265,13,18,35,23,6,30,78,20,98,81,24,105,80,34,116,77,42,121,48,53,101,55,81,131,48,141,191,33,160,196,24,160,178,22,151,172,43,308,352,79,149,221,38,44,85,742,1391,2132
510011266,5,15,11,24,9,24,60,7,63,64,4,64,58,16,66,40,9,52,26,14,36,20,19,37,16,26,44,9,20,29,8,22,30,0,24,29,11,52,60,29,20,51,28,10,35,398,267,631
510021267,5,4,4,4,0,4,60,5,70,81,6,84,36,9,48,8,5,13,9,12,23,0,8,9,4,17,19,0,16,16,0,16,20,4,19,21,8,58,63,18,3,24,8,19,24,245,197,442
510021268,0,8,8,0,0,0,0,9,10,0,5,8,8,6,17,7,12,16,11,18,28,13,51,64,18,83,100,21,118,138,22,89,113,25,139,164,46,461,509,23,97,125,4,12,10,198,1108,1310
510021269,3,13,15,0,3,3,5,5,7,5,10,13,5,11,13,4,17,12,3,18,22,13,20,29,12,64,78,10,82,86,8,109,121,13,117,127,58,666,723,13,105,117,3,17,26,155,1257,1392
510021270,23,15,38,5,5,15,42,16,56,59,23,80,53,34,85,46,41,85,30,55,84,46,131,181,65,210,270,66,256,323,47,264,308,51,236,285,170,979,1153,102,206,311,47,42,93,852,2513,3367
510031271,8,5,14,4,4,7,14,9,22,25,3,30,4,23,31,7,14,23,10,19,27,10,53,62,20,112,130,18,122,144,19,115,135,13,162,176,73,531,602,29,128,154,12,19,22,266,1319,1579
510031272,12,20,28,8,5,12,16,23,41,22,20,41,22,49,64,33,62,95,26,89,113,29,182,213,44,329,377,37,416,448,54,420,469,52,486,543,150,1941,2089,65,407,469,20,41,57,590,4490,5059
510031273,4,14,15,7,4,15,24,9,36,30,5,43,32,12,44,22,15,37,28,20,48,16,39,55,16,61,80,17,64,75,11,87,103,17,107,126,47,403,456,6,90,106,6,12,18,283,942,1257
511011274,4,55,59,5,36,45,19,108,128,12,151,166,15,438,458,23,352,378,21,314,335,18,368,394,18,462,482,17,347,374,7,303,315,3,217,217,14,489,505,34,388,420,8,104,105,218,4132,4381
511011275,0,34,33,0,12,9,0,27,31,0,56,53,7,112,121,7,98,100,3,86,92,4,104,107,4,138,147,4,110,114,6,99,102,5,78,78,15,211,222,3,136,136,9,38,38,67,1339,1383
511021276,5,22,25,5,12,19,38,27,65,46,53,101,43,122,160,26,92,116,23,79,106,19,157,176,25,140,166,16,133,149,11,85,91,14,76,94,18,189,203,29,109,137,9,46,57,327,1342,1665
511021277,7,29,32,0,6,6,9,22,35,13,51,62,18,112,128,13,97,110,5,101,109,6,128,134,16,161,173,10,125,136,5,114,119,3,95,94,13,207,216,10,200,203,5,56,66,133,1504,1623
511031278,6,28,38,5,20,21,17,35,47,21,53,83,15,129,142,19,102,123,12,97,113,20,164,182,24,267,294,21,202,225,16,211,227,10,175,185,27,399,422,20,155,176,13,43,50,246,2080,2328
511031279,7,55,63,5,24,27,18,46,61,18,80,100,23,188,205,15,160,174,18,151,174,28,225,251,28,372,398,26,382,409,28,460,480,23,442,465,43,1196,1238,32,339,368,35,88,124,347,4208,4537
