SA2_CODE_2021,No_bed_ne_sp_Hw_ATSIP,No_bed_ne_sp_Oth_h,No_bed_ne_sp_Tot,One_m_bn_One_ebn_Hw_ATSIP,One_m_bn_One_ebn_Oth_h,One_m_bn_One_ebn_Tot,One_m_bn_Two_ebn_Hw_ATSIP,One_m_bn_Two_ebn_Oth_h,One_m_bn_Two_ebn_Tot,One_m_bn_Thr_ebn_Hw_ATSIP,One_m_bn_Thr_ebn_Oth_h,One_m_bn_Thr_ebn_Tot,One_m_bn_Fou_m_ebn_Hw_ATSIP,One_m_bn_Fou_m_ebn_Oth_h,One_m_bn_Fou_m_ebn_Tot,One_m_bn_Tot_Hw_ATSIP,One_m_bn_Tot_Oth_h,One_m_bn_Tot_Tot,One_m_bs_One_bs_Hw_ATSIP,One_m_bs_One_bs_Oth_h,One_m_bs_One_bs_Tot,One_m_bs_Two_bs_Hw_ATSIP,One_m_bs_Two_bs_Oth_h,One_m_bs_Two_bs_Tot,One_m_bs_Thr_bs_Hw_ATSIP,One_m_bs_Thr_bs_Oth_h,One_m_bs_Thr_bs_Tot,One_m_bs_Fou_m_bs_Hw_ATSIP,One_m_bs_Fou_m_bs_Oth_h,One_m_bs_Fou_m_bs_Tot,One_m_bs_Tot_Hw_ATSIP,One_m_bs_Tot_Oth_h,One_m_bs_Tot_Tot,Tot_Hw_ATSIP,Tot_Oth_h,Tot_Tot
506041137,49,896,945,23,165,183,3,38,41,0,9,15,0,5,3,26,217,242,68,2125,2194,62,2833,2894,15,1612,1625,0,159,161,145,6729,6874,251,8154,8401
506051138,48,656,711,14,87,102,3,24,27,0,6,6,0,0,0,17,117,135,73,1843,1920,57,2503,2557,32,1197,1228,0,120,120,162,5663,5825,245,6759,7003
506051139,34,353,384,8,49,57,0,9,9,0,0,0,0,0,0,8,58,66,61,1124,1190,40,1695,1735,22,846,868,3,63,67,126,3728,3860,176,4392,4571
506051140,16,389,406,0,40,44,0,6,5,0,3,3,0,0,0,0,49,52,22,1320,1344,36,2083,2120,10,1331,1346,0,259,263,68,4993,5073,97,5648,5750
506051141,10,347,355,0,32,38,0,4,4,0,3,3,0,0,0,0,39,45,26,976,1008,18,1261,1276,9,890,899,0,175,180,53,3302,3363,61,3861,3927
506061142,35,505,542,5,65,66,0,15,16,0,0,0,0,0,0,5,80,82,83,1596,1677,82,2234,2317,29,1414,1450,0,77,80,194,5321,5524,263,6232,6498
506061143,7,174,185,0,25,25,0,12,15,0,0,0,0,0,0,0,37,40,26,471,498,23,712,736,13,580,595,5,107,109,67,1870,1938,77,2197,2274
506061144,5,155,165,0,16,16,0,4,4,0,0,0,0,0,0,0,20,20,8,346,359,11,425,439,9,334,339,0,42,42,28,1147,1179,46,1414,1463
506071145,25,912,933,0,74,78,0,6,6,0,0,0,0,0,0,0,80,84,35,2682,2712,9,1999,2015,4,439,448,0,65,62,48,5185,5237,86,6384,6474
506071146,27,386,408,6,41,46,0,6,8,0,8,8,0,0,0,6,55,62,21,1132,1148,18,1288,1308,8,702,705,0,150,150,47,3272,3311,91,3875,3968
506071147,15,1399,1413,8,75,82,0,7,11,0,0,0,0,0,0,8,82,93,35,2679,2714,11,2137,2154,3,514,521,0,99,106,49,5429,5495,86,7166,7254
507011148,19,540,558,0,43,49,0,11,13,0,5,5,0,0,0,0,59,67,41,2095,2139,37,2574,2610,9,1320,1327,0,96,96,87,6085,6172,121,6959,7077
507011150,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,9,267,269,4,33,37,0,6,6,0,0,0,0,0,0,4,39,43,16,869,882,10,1206,1216,10,840,850,4,109,111,40,3024,3059,58,3483,3540
507011153,19,470,487,8,50,58,0,4,3,0,3,4,0,0,0,8,57,65,28,990,1016,24,1268,1293,3,395,402,0,39,39,55,2692,2750,94,3388,3481
507011154,36,762,798,10,59,65,0,9,12,0,0,3,0,0,0,10,68,80,53,1597,1655,30,1569,1605,0,346,352,0,36,36,83,3548,3648,155,4651,4808
507011155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011158,5,275,281,0,21,21,0,0,0,0,0,0,0,0,0,0,21,21,6,510,519,0,421,428,0,166,172,0,19,19,6,1116,1138,18,1462,1481
507011159,29,615,648,16,71,87,0,7,12,0,0,0,0,0,0,16,78,99,43,1249,1299,27,1389,1413,14,831,843,0,65,68,84,3534,3623,140,4443,4583
507011160,19,559,578,6,59,64,0,20,20,0,6,6,0,0,0,6,85,90,36,1311,1345,31,1681,1715,3,614,615,0,44,44,70,3650,3719,105,4480,4591
507011161,24,601,632,7,78,83,3,8,12,0,0,0,0,0,0,10,86,95,38,1768,1807,32,2093,2124,8,1011,1024,0,44,44,78,4916,4999,119,5892,6014
507011163,15,275,294,6,32,34,0,0,3,0,0,0,0,0,0,6,32,37,18,660,682,13,1103,1118,4,490,493,0,25,28,35,2278,2321,72,2715,2787
507011259,22,323,345,5,54,55,6,3,7,0,0,0,0,0,0,11,57,62,31,906,936,33,1197,1226,9,733,741,0,39,46,73,2875,2949,111,3407,3519
507011260,0,50,57,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,157,164,5,260,265,4,264,271,0,43,43,9,724,743,15,841,849
507021164,8,446,459,0,21,24,0,5,4,0,0,0,0,0,0,0,26,28,15,1018,1031,4,940,941,0,277,277,0,57,63,19,2292,2312,41,2879,2913
507021165,56,1707,1759,7,113,119,0,9,11,4,0,3,0,0,0,11,122,133,33,2691,2726,21,1712,1730,5,338,338,0,54,54,59,4795,4848,132,6958,7087
507021166,54,1063,1113,9,92,96,0,9,14,0,3,3,0,0,0,9,104,113,46,2003,2048,21,1869,1892,5,571,583,0,60,60,72,4503,4583,155,5960,6112
507021167,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
507031169,32,616,644,7,106,112,0,19,17,0,6,3,0,0,0,7,131,132,51,1633,1688,57,1955,2014,22,925,958,0,45,46,130,4558,4706,194,5606,5798
507031170,41,396,434,15,52,69,4,12,17,0,5,5,0,0,0,19,69,91,49,869,920,33,941,972,10,267,278,0,23,24,92,2100,2194,149,2730,2874
507031172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,7,7,0,0,0,0,11,11,0,12,12
507031173,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,3,0,0,0,0,0,0,0,7,7,0,14,14
507031174,58,491,556,18,85,103,11,21,28,0,4,4,0,0,0,29,110,135,73,1101,1176,54,1510,1562,21,584,603,0,38,41,148,3233,3382,260,4051,4305
507031261,6,191,194,0,18,20,0,6,7,0,0,0,0,0,0,0,24,27,20,704,722,25,953,975,0,533,536,0,67,71,45,2257,2304,60,2607,2660
507041175,11,513,527,0,27,32,0,7,7,0,5,5,0,0,0,0,39,44,13,1236,1249,13,1581,1589,3,718,724,0,143,147,29,3678,3709,43,4383,4423
507041176,0,130,128,0,19,17,0,0,0,0,0,0,0,0,0,0,19,17,3,337,341,7,391,392,0,300,304,0,35,32,10,1063,1069,14,1268,1276
507041177,24,788,809,5,46,47,4,0,0,0,0,0,0,0,0,9,46,47,27,2291,2314,22,2062,2083,3,560,560,0,58,61,52,4971,5018,84,6041,6123
507041178,15,708,722,0,55,55,0,0,0,0,0,3,0,0,0,0,55,58,25,1835,1865,19,1953,1972,8,910,916,0,162,165,52,4860,4918,80,5842,5922
507041179,9,323,330,0,21,27,0,0,0,0,0,0,0,0,0,0,21,27,7,831,840,5,846,848,3,624,622,0,90,89,15,2391,2399,26,2848,2874
507041180,0,192,194,0,9,10,0,0,0,0,0,0,0,0,0,0,9,10,3,892,897,8,1243,1249,3,1164,1168,0,144,149,14,3443,3463,20,3799,3817
507041181,18,646,662,4,52,52,0,4,4,0,0,0,0,0,0,4,56,56,25,2079,2099,21,2340,2354,4,865,873,0,139,142,50,5423,5468,73,6334,6404
507041182,13,361,374,0,41,42,0,13,13,0,3,3,0,3,3,0,60,61,13,1189,1200,7,1522,1527,6,1017,1025,0,141,141,26,3869,3893,45,4471,4511
507041183,24,325,348,9,24,35,0,4,3,0,0,0,0,0,0,9,28,38,29,777,801,15,658,673,0,140,142,0,5,5,44,1580,1621,87,2041,2125
507041184,0,109,109,0,9,9,0,3,3,0,0,0,0,0,0,0,12,12,0,386,392,0,565,573,0,668,668,0,149,148,0,1768,1781,4,1958,1966
507051186,31,290,323,7,45,55,0,7,12,0,3,3,0,0,0,7,55,70,44,682,725,35,1345,1380,14,563,579,4,42,46,97,2632,2730,155,3123,3278
507051187,34,266,292,8,45,55,5,5,3,0,4,4,0,0,0,13,54,62,50,1082,1132,48,1320,1364,24,1253,1275,3,82,84,125,3737,3855,168,4316,4488
507051188,29,879,906,3,80,85,3,10,15,0,0,0,0,0,0,6,90,100,68,2170,2236,47,2383,2423,15,966,977,0,69,74,130,5588,5710,172,6922,7091
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,14,393,407,0,38,44,0,7,8,0,0,0,0,0,0,0,45,52,60,1276,1335,28,1777,1802,16,978,994,0,90,90,104,4121,4221,126,4768,4891
507051191,24,475,496,7,51,59,0,8,7,0,0,0,0,0,0,7,59,66,74,1829,1911,76,2357,2435,36,1645,1684,0,129,131,186,5960,6161,246,6912,7160
507051192,34,317,349,10,31,35,5,11,12,0,0,0,0,0,0,15,42,47,48,956,1003,43,1598,1633,15,1180,1197,0,65,68,106,3799,3901,168,4375,4543
507051193,44,333,371,8,44,52,0,3,5,0,0,0,0,0,0,8,47,57,43,750,790,41,1373,1415,26,971,999,3,63,64,113,3157,3268,187,3734,3916
507051312,19,344,367,0,34,34,0,7,5,0,0,0,0,0,0,0,41,39,43,1156,1204,48,1300,1351,23,724,743,0,40,44,114,3220,3342,147,3811,3962
507051313,31,596,623,4,72,73,0,12,12,0,6,4,0,0,0,4,90,89,80,2412,2486,72,2835,2910,33,1733,1766,0,101,101,185,7081,7263,236,8203,8441
507051314,5,28,34,0,5,5,0,3,3,0,0,0,0,0,0,0,8,8,7,170,180,7,206,210,7,162,163,0,21,22,21,559,575,32,637,665
509011225,55,734,788,11,54,68,0,0,0,3,0,5,0,0,0,14,54,73,79,1762,1842,45,2198,2240,11,826,836,0,99,106,135,4885,5024,213,5943,6152
509011226,5,176,179,0,22,22,0,0,0,0,0,0,0,0,0,0,22,22,8,321,332,4,423,424,5,199,206,0,50,50,17,993,1012,20,1254,1275
509011227,18,151,170,0,17,18,4,0,4,0,0,0,0,0,0,4,17,22,27,425,448,23,768,793,7,402,404,0,32,32,57,1627,1677,82,1860,1940
509011228,8,265,277,7,32,34,0,4,4,0,0,0,0,0,0,7,36,38,12,681,690,9,874,876,4,304,309,0,41,41,25,1900,1916,38,2324,2362
509011229,10,85,97,4,10,14,0,0,0,0,0,0,0,0,0,4,10,14,12,223,230,18,344,359,0,171,177,0,38,44,30,776,810,52,980,1033
509011230,35,194,229,11,31,40,3,9,15,0,3,3,0,0,0,14,43,58,45,405,449,31,494,528,5,199,208,3,44,45,84,1142,1230,154,1461,1614
509011231,14,133,146,9,18,24,0,0,0,0,0,0,0,0,0,9,18,24,28,331,357,25,537,565,9,227,235,0,61,61,62,1156,1218,100,1423,1520
509011232,5,181,185,0,14,16,0,8,8,0,0,0,0,0,0,0,22,24,3,275,276,5,440,446,7,272,278,0,22,22,15,1009,1022,23,1263,1289
509011233,58,477,540,21,62,83,0,19,20,0,3,3,0,0,0,21,84,106,66,1028,1097,58,1364,1421,26,625,653,0,67,67,150,3084,3238,252,3823,4071
509011234,17,245,259,5,22,25,0,6,3,0,5,5,0,0,6,5,33,39,24,524,556,20,688,706,4,282,287,0,57,61,48,1551,1610,82,1919,2001
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,7,142,153,0,27,26,0,4,4,0,7,7,0,0,0,0,38,37,17,437,454,11,593,606,10,489,496,0,71,75,38,1590,1631,51,1873,1926
509021237,16,125,143,6,12,21,3,5,4,0,0,0,0,0,0,9,17,25,30,298,332,14,463,480,4,199,198,0,40,45,48,1000,1055,84,1250,1335
509021238,16,126,144,0,10,16,0,0,6,0,0,0,0,0,0,0,10,22,27,390,415,22,567,589,7,216,226,0,34,33,56,1207,1263,82,1472,1557
509021239,20,285,304,8,51,63,0,3,8,0,0,0,0,0,0,8,54,71,35,650,683,29,1122,1152,14,748,760,0,110,112,78,2630,2707,116,3160,3282
509021240,18,174,189,10,11,18,0,0,4,0,0,0,0,0,0,10,11,22,37,432,467,25,633,660,9,235,244,0,47,52,71,1347,1423,110,1642,1747
509021241,33,120,149,15,13,22,0,0,5,3,0,3,0,0,0,18,13,30,40,339,377,36,513,554,3,221,227,0,71,65,79,1144,1223,155,1393,1546
509021242,6,100,103,3,8,8,0,0,0,0,0,0,0,0,0,3,8,8,11,255,262,16,381,395,6,175,179,0,36,36,33,847,872,49,1037,1092
509021243,65,402,466,22,67,86,8,13,22,0,5,5,0,0,0,30,85,113,72,1051,1122,42,1424,1470,17,569,590,5,73,75,136,3117,3257,269,3808,4070
509021244,16,184,196,0,28,27,0,4,4,0,0,0,0,0,0,0,32,31,24,393,415,14,580,594,11,308,318,0,68,68,49,1349,1395,59,1691,1749
509021245,15,201,215,3,22,31,4,3,3,4,0,5,0,0,0,11,25,39,22,548,570,23,754,773,7,312,323,0,41,45,52,1655,1711,86,2012,2094
509031246,22,134,163,0,13,14,0,4,4,0,0,0,0,0,0,0,17,18,21,303,320,26,474,498,7,211,219,0,27,27,54,1015,1064,88,1250,1345
509031247,15,124,142,5,8,11,0,0,0,0,0,0,0,0,0,5,8,11,18,323,349,14,526,545,6,252,257,0,56,56,38,1157,1207,69,1430,1503
509031248,7,93,97,0,7,10,0,4,4,0,0,0,0,0,0,0,11,14,12,195,201,11,296,307,0,147,147,0,14,18,23,652,673,35,810,837
509031249,23,162,191,0,30,29,0,0,5,0,0,0,0,0,0,0,30,34,33,462,493,32,568,595,7,224,237,0,45,45,72,1299,1370,109,1568,1678
509031250,17,170,187,3,18,18,0,3,6,0,0,0,0,0,0,3,21,24,18,434,450,16,676,692,6,289,299,0,62,62,40,1461,1503,60,1789,1849
510011262,371,611,981,91,89,180,28,6,37,10,0,11,3,3,9,132,98,237,319,983,1302,180,962,1141,50,398,446,7,46,51,556,2389,2940,1184,3347,4532
510011263,239,134,378,140,16,157,57,0,65,33,0,34,15,0,15,245,16,271,268,247,516,204,203,406,50,94,144,11,15,22,533,559,1088,1074,762,1836
510011264,179,47,221,100,6,106,65,0,65,26,0,26,28,0,28,219,6,225,157,65,223,56,55,110,18,9,33,3,9,10,234,138,376,672,240,909
510011265,198,298,496,91,42,134,39,7,50,27,0,25,10,0,10,167,49,219,178,373,554,112,377,484,24,136,163,4,23,24,318,909,1225,744,1375,2122
510011266,111,71,185,51,10,64,17,5,24,9,5,19,7,0,7,84,20,114,112,74,186,46,41,88,14,11,25,0,3,3,172,129,302,398,247,640
510021267,56,55,111,35,9,34,32,0,34,17,0,20,23,0,23,107,9,111,42,43,82,31,45,76,10,23,29,5,8,10,88,119,197,243,194,437
510021268,36,152,193,4,16,18,0,0,0,0,0,0,0,0,0,4,16,18,83,437,519,49,336,387,6,79,92,0,12,12,138,864,1010,198,1107,1305
510021269,30,212,238,4,21,22,0,3,3,0,0,0,0,0,0,4,24,25,46,431,482,32,372,409,15,128,138,6,21,28,99,952,1057,149,1245,1389
510021270,197,508,706,52,53,108,18,13,27,4,0,4,5,0,5,79,66,144,261,812,1068,210,773,980,39,213,246,0,17,21,510,1815,2315,856,2522,3377
510031271,59,212,272,10,15,21,5,3,6,0,6,0,0,0,0,15,24,27,80,462,544,61,456,518,26,65,88,0,14,15,167,997,1165,261,1317,1581
510031272,118,623,744,24,76,96,3,3,10,7,0,6,0,0,0,34,79,112,174,1417,1596,159,1480,1638,38,575,611,5,51,54,376,3523,3899,577,4486,5062
510031273,75,139,214,22,18,38,8,5,12,3,0,4,3,0,3,36,23,57,91,353,442,53,316,366,13,64,78,0,12,12,157,745,898,284,960,1244
511011274,56,512,565,10,46,55,6,10,13,0,3,3,0,0,0,16,59,71,62,1103,1167,49,1490,1538,20,671,690,0,90,89,131,3354,3484,231,4154,4379
511011275,12,146,148,0,21,21,0,0,0,0,0,0,0,0,0,0,21,21,22,334,354,21,475,487,9,196,205,0,50,45,52,1055,1091,63,1331,1398
511021276,88,233,321,27,38,64,9,9,17,0,0,0,3,0,3,39,47,84,81,352,432,78,452,531,9,136,149,0,28,30,168,968,1142,318,1340,1662
511021277,38,353,392,3,45,51,5,8,14,5,3,8,0,4,3,13,60,76,30,344,374,41,428,473,7,150,153,0,20,26,78,942,1026,131,1498,1629
511031278,58,325,384,25,47,69,9,3,10,0,0,4,0,0,0,34,50,83,70,592,666,54,750,803,20,213,235,0,25,25,144,1580,1729,253,2073,2329
511031279,72,643,712,21,69,87,3,20,17,0,5,0,0,0,0,24,94,104,91,1196,1282,76,1354,1428,22,617,637,3,86,89,192,3253,3436,329,4209,4538
511031280,30,308,341,12,30,39,0,4,8,3,0,3,0,0,0,15,34,50,59,824,875,58,1062,1124,13,469,484,4,54,50,134,2409,2533,190,2911,3104
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511031282,38,157,197,8,15,26,0,6,3,0,0,3,0,0,0,8,21,32,48,333,379,43,480,524,15,131,143,0,22,22,106,966,1068,182,1220,1401
511031283,97,75,167,69,11,77,26,0,24,14,0,14,12,0,12,121,11,127,99,140,232,83,142,226,12,42,61,3,9,7,197,333,526,434,476,905
511031284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511041285,123,564,686,38,68,107,10,7,11,0,0,4,3,0,3,51,75,125,152,1462,1615,95,1612,1705,19,447,467,0,51,53,266,3572,3840,488,4401,4890
511041286,76,194,268,36,30,68,8,0,7,0,0,3,0,0,0,44,30,78,96,532,628,80,812,894,21,423,449,7,53,64,204,1820,2035,348,2169,2523
511041287,47,216,265,16,22,37,3,3,10,3,0,3,0,0,0,22,25,50,79,596,672,69,939,1014,43,639,677,4,50,52,195,2224,2415,295,2605,2904
511041288,37,243,282,4,23,27,3,9,11,8,0,3,0,0,0,15,32,41,88,815,901,61,1280,1343,37,847,884,0,73,73,186,3015,3201,251,3462,3710
511041289,12,122,138,0,18,20,0,5,5,0,0,0,0,0,0,0,23,25,23,303,328,22,514,534,4,281,283,3,29,31,52,1127,1176,69,1365,1437
511041290,55,78,131,23,3,21,16,0,16,4,0,4,4,0,4,47,3,45,62,113,175,41,143,186,6,35,44,0,30,30,109,321,435,230,448,685
511041291,13,111,127,4,15,13,0,0,4,0,0,0,3,0,4,7,15,21,29,285,311,29,490,518,9,209,217,4,46,40,71,1030,1086,94,1244,1339
511041292,28,226,251,10,20,28,3,3,6,0,0,0,3,0,0,16,23,34,35,491,527,36,665,697,0,295,294,0,65,61,71,1516,1579,135,1883,2020
597979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
599999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
