IARE_CODE_2021,Tot_p_Indig_M,Tot_p_Indig_F,Tot_p_Indig_P,Tot_p_NonInd_M,Tot_p_NonInd_F,Tot_p_NonInd_P,Tot_p_IndigStat_nsM,Tot_p_IndigStat_nsF,Tot_p_IndigStat_nsP,Tot_p_TotM,Tot_p_TotF,Tot_p_TotP,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_NonInd_M,A_0_4_NonInd_F,A_0_4_NonInd_P,A_0_4_IndigStat_nsM,A_0_4_IndigStat_nsF,A_0_4_IndigStat_nsP,A_0_4_TotM,A_0_4_TotF,A_0_4_TotP,A_5_14_Indig_M,A_5_14_Indig_F,A_5_14_Indig_P,A_5_14_NonInd_M,A_5_14_NonInd_F,A_5_14_NonInd_P,A_5_14_IndigStat_nsM,A_5_14_IndigStat_nsF,A_5_14_IndigStat_nsP,A_5_14_TotM,A_5_14_TotF,A_5_14_TotP,A_15_24_Indig_M,A_15_24_Indig_F,A_15_24_Indig_P,A_15_24_NonInd_M,A_15_24_NonInd_F,A_15_24_NonInd_P,A_15_24_IndigStat_nsM,A_15_24_IndigStat_nsF,A_15_24_IndigStat_nsP,A_15_24_TotM,A_15_24_TotF,A_15_24_TotP,A_25_44_Indig_M,A_25_44_Indig_F,A_25_44_Indig_P,A_25_44_NonInd_M,A_25_44_NonInd_F,A_25_44_NonInd_P,A_25_44_IndigStat_nsM,A_25_44_IndigStat_nsF,A_25_44_IndigStat_nsP,A_25_44_TotM,A_25_44_TotF,A_25_44_TotP,A_45_64_Indig_M,A_45_64_Indig_F,A_45_64_Indig_P,A_45_64_NonInd_M,A_45_64_NonInd_F,A_45_64_NonInd_P,A_45_64_IndigStat_nsM,A_45_64_IndigStat_nsF,A_45_64_IndigStat_nsP,A_45_64_TotM,A_45_64_TotF,A_45_64_TotP,A_65_over_Indig_M,A_65_over_Indig_F,A_65_over_Indig_P,A_65_ovr_NonInd_M,A_65_ovr_NonInd_F,A_65_ovr_NonInd_P,A_65ove_IndigStat_nsM,A_65ove_IndigStat_nsF,A_65ove_IndigStat_nsP,A_65_ovr_TotM,A_65_ovr_TotF,A_65_ovr_TotP,Cntd_CN_home_Indig_M,Cntd_CN_home_Indig_F,Cntd_CN_home_Indig_P,Cntd_CN_hme_NonInd_M,Cntd_CN_hme_NonInd_F,Cntd_CN_hme_NonInd_P,ctd_CN_hme_Indig_st_nsM,ctd_CN_hme_Indig_st_nsF,ctd_CN_hme_Indig_st_nsP,Cntd_CN_home_TotM,Cntd_CN_home_TotF,Cntd_CN_home_TotP,VfSme_SA2_Indig_M,VfSme_SA2_Indig_F,VfSme_SA2_Indig_P,VfSme_SA2_NonInd_M,VfSme_SA2_NonInd_F,VfSme_SA2_NonInd_P,VfSme_SA2_Indi_stat_nsM,VfSme_SA2_Indi_stat_nsF,VfSme_SA2_Indi_stat_nsP,VfSme_SA2_TotM,VfSme_SA2_TotF,VfSme_SA2_TotP,VfDif_SA2_NSW_Indig_M,VfDif_SA2_NSW_Indig_F,VfDif_SA2_NSW_Indig_P,VfDif_SA2_NSW_NonInd_M,VfDif_SA2_NSW_NonInd_F,VfDif_SA2_NSW_NonInd_P,VfDif_SA2_NSW_IndSt_nsM,VfDif_SA2_NSW_IndSt_nsF,VfDif_SA2_NSW_IndSt_nsP,VfDif_SA2_NSW_TotM,VfDif_SA2_NSW_TotF,VfDif_SA2_NSW_TotP,VfDif_SA2_Vic_Indig_M,VfDif_SA2_Vic_Indig_F,VfDif_SA2_Vic_Indig_P,VfDif_SA2_Vic_NonInd_M,VfDif_SA2_Vic_NonInd_F,VfDif_SA2_Vic_NonInd_P,VfDif_SA2_Vic_Ind_sta_nsM,VfDif_SA2_Vic_Ind_sta_nsF,VfDif_SA2_Vic_Ind_sta_nsP,VfDif_SA2_Vic_TotM,VfDif_SA2_Vic_TotF,VfDif_SA2_Vic_TotP,VfDif_SA2_Qld_Indig_M,VfDif_SA2_Qld_Indig_F,VfDif_SA2_Qld_Indig_P,VfDif_SA2_Qld_NonInd_M,VfDif_SA2_Qld_NonInd_F,VfDif_SA2_Qld_NonInd_P,VfDif_SA2_Qld_IndSt_nsM,VfDif_SA2_Qld_IndSt_nsF,VfDif_SA2_Qld_IndSt_nsP,VfDif_SA2_Qld_TotM,VfDif_SA2_Qld_TotF,VfDif_SA2_Qld_TotP,VfDif_SA2_SA_Indig_M,VfDif_SA2_SA_Indig_F,VfDif_SA2_SA_Indig_P,VfDif_SA2_SA_NonInd_M,VfDif_SA2_SA_NonInd_F,VfDif_SA2_SA_NonInd_P,VfDif_SA2_SA_IndSt_nsM,VfDif_SA2_SA_IndSt_nsF,VfDif_SA2_SA_IndSt_nsP,VfDif_SA2_SA_TotM,VfDif_SA2_SA_TotF,VfDif_SA2_SA_TotP,VfDif_SA2_WA_Indig_M,VfDif_SA2_WA_Indig_F,VfDif_SA2_WA_Indig_P,VfDif_SA2_WA_NonInd_M,VfDif_SA2_WA_NonInd_F,VfDif_SA2_WA_NonInd_P,VfDif_SA2_WA_IndSt_nsM,VfDif_SA2_WA_IndSt_nsF,VfDif_SA2_WA_IndSt_nsP,VfDif_SA2_WA_TotM,VfDif_SA2_WA_TotF,VfDif_SA2_WA_TotP,VfDif_SA2_Tas_Indig_M,VfDif_SA2_Tas_Indig_F,VfDif_SA2_Tas_Indig_P,VfDif_SA2_Tas_NonInd_M,VfDif_SA2_Tas_NonInd_F,VfDif_SA2_Tas_NonInd_P,VfDif_SA2_Tas_IndSt_nsM,VfDif_SA2_Tas_IndSt_nsF,VfDif_SA2_Tas_IndSt_nsP,VfDif_SA2_Tas_TotM,VfDif_SA2_Tas_TotF,VfDif_SA2_Tas_TotP,VfDif_SA2_NT_Indig_M,VfDif_SA2_NT_Indig_F,VfDif_SA2_NT_Indig_P,VfDif_SA2_NT_NonInd_M,VfDif_SA2_NT_NonInd_F,VfDif_SA2_NT_NonInd_P,VfDif_SA2_NT_IndSt_nsM,VfDif_SA2_NT_IndSt_nsF,VfDif_SA2_NT_IndSt_nsP,VfDif_SA2_NT_TotM,VfDif_SA2_NT_TotF,VfDif_SA2_NT_TotP,VfDif_SA2_ACT_Indig_M,VfDif_SA2_ACT_Indig_F,VfDif_SA2_ACT_Indig_P,VfDif_SA2_ACT_NonInd_M,VfDif_SA2_ACT_NonInd_F,VfDif_SA2_ACT_NonInd_P,VfDif_SA2_ACT_IndSt_nsM,VfDif_SA2_ACT_IndSt_nsF
IARE505011,1267,751,2016,21030,20712,41740,1194,912,2107,23482,22379,45867,102,86,192,1748,1714,3464,86,70,160,1932,1871,3809,215,163,372,3093,2840,5934,155,139,295,3457,3141,6600,258,139,395,2599,2400,4999,137,105,246,2998,2648,5642,510,216,726,7035,7034,14071,465,303,765,8007,7559,15567,142,116,258,4561,4517,9076,272,194,469,4979,4823,9801,41,33,66,1992,2205,4202,77,97,171,2110,2339,4445,1219,724,1941,20140,20133,40274,840,794,1632,22201,21652,43850,0,0,0,16,15,38,0,0,0,16,15,38,0,0,0,8,11,15,0,4,3,12,9,20,0,0,0,0,9,10,0,0,0,4,9,11,0,0,0,5,3,12,0,0,0,5,3,12,0,0,0,10,0,13,0,0,7,14,9,18,27,37,63,333,326,661,36,21,54,395,389,785,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
IARE505012,445,481,927,48779,53262,102037,1693,1469,3163,50918,55210,106127,41,38,89,2495,2416,4914,51,45,98,2593,2505,5099,85,90,175,6549,6268,12826,141,125,262,6775,6489,13260,109,102,211,6271,6304,12574,137,146,292,6518,6551,13069,117,127,238,11370,12470,23844,474,360,839,11962,12953,24919,76,94,169,12418,14063,26483,502,356,863,13000,14521,27518,20,24,46,9667,11740,21400,384,431,814,10071,12193,22261,412,452,867,46754,51665,98417,1027,1177,2207,48201,53292,101495,0,0,0,56,67,125,0,0,3,63,68,127,0,0,0,25,26,52,3,0,7,29,30,59,0,0,0,29,39,77,0,0,0,29,39,77,0,0,0,16,13,31,0,0,0,16,18,29,0,0,0,3,5,8,0,0,0,5,5,10,35,17,48,751,931,1678,372,486,856,1151,1431,2590,0,0,0,7,4,14,3,0,3,10,4,18,0,0,0,6,15,21,0,0,0,9,15,26,0,0,0,4,8,14,0,0
IARE505013,1101,491,1594,19189,18636,37824,980,726,1708,21271,19854,41121,64,63,123,938,874,1809,33,26,54,1032,960,1987,122,115,239,2337,2164,4500,97,69,173,2558,2354,4911,194,97,287,2201,1918,4118,90,71,156,2482,2080,4563,514,101,615,4500,4072,8577,285,166,451,5302,4344,9646,173,94,273,5504,5562,11068,322,203,527,6002,5865,11868,26,22,49,3707,4040,7747,154,187,341,3891,4254,8144,1059,467,1526,18129,17901,36031,554,574,1126,19746,18944,38687,3,0,3,36,30,64,0,3,4,40,30,65,0,0,0,3,4,15,0,0,0,3,4,15,0,0,0,10,9,18,0,0,0,10,10,20,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,7,0,0,0,3,0,7,14,9,26,325,421,750,15,25,42,359,456,816,0,0,0,3,8,8,0,0,0,3,8,8,0,0,0,3,4,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0
IARE505014,564,603,1164,69685,71792,141478,4063,3228,7291,74310,75627,149933,32,37,73,3228,2989,6211,107,91,193,3365,3115,6480,84,96,174,7687,7370,15057,208,203,415,7978,7668,15646,136,166,303,9105,9427,18538,440,474,916,9682,10069,19750,177,161,336,21475,21647,43125,1705,1182,2886,23353,22998,46357,101,107,207,16950,17600,34556,956,649,1607,18009,18357,36370,39,34,75,11228,12756,23987,643,626,1270,11909,13422,25331,510,556,1062,66283,68799,135086,2956,2605,5565,69750,71960,141711,7,3,12,127,138,263,17,12,30,152,152,307,3,5,5,203,100,300,98,22,120,307,125,426,0,0,0,185,127,312,56,15,70,234,149,383,8,3,10,170,48,218,99,17,114,279,70,343,0,0,0,84,19,101,45,7,54,127,26,159,205,232,432,2728,2683,5410,1086,940,2029,4022,3853,7873,0,0,0,36,36,70,13,9,25,51,49,94,7,6,7,38,33,74,19,9,30,63,44,108,0,0,0,19,28,42,12,10
IARE505015,1750,1830,3579,60816,63812,124625,3906,2787,6702,66476,68430,134903,220,235,459,4402,3929,8333,191,165,359,4816,4336,9148,493,478,974,9402,9040,18448,432,432,863,10327,9951,20279,304,317,620,7675,7471,15144,388,329,714,8361,8117,16481,445,457,904,15733,17559,33291,1372,820,2199,17556,18837,36393,225,265,486,15158,16074,31234,1093,602,1694,16477,16939,33420,60,76,131,8445,9734,18184,433,445,876,8943,10253,19194,1631,1741,3370,57259,61575,118828,2290,2334,4620,61176,65646,126822,9,0,12,107,69,175,4,3,7,116,76,190,0,0,5,51,24,79,4,3,6,57,31,87,0,0,0,18,20,43,0,0,0,26,25,50,0,0,0,31,25,57,6,0,4,35,29,63,0,0,0,18,9,27,0,0,0,21,9,29,54,62,115,1125,1178,2298,91,96,178,1261,1331,2593,0,0,0,12,17,30,0,0,0,11,20,31,0,3,4,3,6,10,0,0,0,6,13,16,0,0,0,13,0,13,0,0
IARE505016,472,448,920,14864,15128,29997,770,557,1326,16103,16138,32242,80,62,145,1289,1283,2577,35,26,59,1405,1370,2778,130,120,252,2499,2320,4820,98,81,183,2723,2529,5249,63,79,142,1688,1743,3435,80,59,140,1832,1883,3719,127,119,247,4307,4691,9000,255,177,428,4686,4991,9678,53,58,108,3483,3520,7002,232,135,363,3763,3713,7478,12,6,27,1598,1561,3162,74,75,151,1688,1646,3339,444,425,871,14121,14655,28777,453,448,895,15023,15520,30550,0,0,3,18,15,31,0,0,0,22,20,32,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,10,13,15,0,0,0,10,9,20,0,0,4,4,6,12,0,0,0,6,11,10,0,0,0,0,5,6,0,0,0,0,5,6,9,6,21,229,276,504,13,17,33,248,305,553,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE505017,670,626,1297,37033,38302,75342,1952,1703,3650,39652,40640,80288,42,44,94,1924,1907,3830,68,75,141,2033,2029,4066,135,97,235,3623,3220,6847,117,123,238,3885,3433,7317,170,123,288,4916,4829,9746,228,182,411,5316,5134,10450,165,173,335,12173,12172,24345,754,577,1335,13098,12920,26023,124,140,263,8436,8891,17322,485,376,862,9044,9406,18447,31,47,77,5961,7287,13251,294,373,665,6286,7706,13988,626,590,1216,35393,36840,72232,1380,1403,2781,37403,38825,76223,0,0,0,55,73,125,4,3,9,61,72,136,0,0,0,34,38,77,5,4,10,38,41,84,0,0,0,36,32,65,6,3,16,47,40,81,0,0,3,28,20,49,8,0,13,40,23,63,0,0,0,14,3,22,7,3,12,24,7,32,56,47,105,1079,1138,2216,236,302,541,1369,1493,2857,0,0,0,17,10,23,8,0,9,22,11,36,0,0,0,7,8,8,0,0,0,7,10,11,0,0,0,9,4,9,4,5
IARE505018,1304,1395,2699,110079,117588,227664,5366,4748,10121,116754,123727,240484,144,111,257,6933,6506,13443,248,251,498,7328,6869,14193,253,218,471,12950,12343,25292,470,438,908,13678,13000,26676,256,241,501,12159,12372,24525,495,481,975,12906,13091,26001,347,430,781,35113,37225,72337,2170,1689,3857,37628,39345,76970,241,305,542,25777,27249,53030,1258,921,2174,27274,28473,55745,60,90,152,17157,21886,39039,740,969,1705,17952,22954,40901,1201,1304,2509,105643,113909,219555,3848,3939,7790,110685,119159,229849,8,0,4,124,143,264,4,12,13,133,155,288,4,0,4,59,74,135,9,7,7,66,79,141,4,0,3,85,80,162,4,3,10,89,88,173,0,0,3,45,23,69,17,3,17,60,25,89,0,0,0,24,19,36,4,0,3,24,24,44,83,96,178,1956,2080,4036,145,150,300,2189,2328,4513,0,0,0,17,20,41,4,3,7,23,26,52,0,0,0,9,14,13,4,0,5,6,13,21,0,0,0,12,11,21,0,0
IARE505019,2520,2649,5170,69633,71221,140852,3601,2789,6389,75752,76665,152414,326,271,596,5333,4947,10282,174,171,344,5829,5394,11221,684,624,1302,10222,9549,19772,423,388,807,11327,10559,21881,453,460,916,9056,8438,17499,367,359,729,9876,9257,19134,617,764,1379,20571,21947,42525,1257,865,2123,22445,23572,46023,369,419,787,16459,17509,33970,1007,632,1640,17834,18559,36393,77,113,196,7983,8828,16812,376,380,758,8439,9321,17760,2370,2523,4895,66611,69241,135850,2302,2304,4607,71285,74066,145353,7,6,12,110,99,203,4,3,9,117,108,225,3,4,10,29,21,55,0,0,0,35,26,60,3,6,4,40,39,81,11,0,10,58,46,97,0,0,0,28,18,51,4,0,4,38,18,58,0,0,0,17,11,31,6,0,6,21,15,38,282,283,562,1468,1365,2835,140,138,280,1893,1782,3674,0,0,0,8,8,19,0,0,0,8,8,19,4,0,4,14,4,18,0,0,0,15,4,21,0,0,0,0,3,6,0,0
IARE505020,973,1086,2061,57523,59550,117069,2246,1655,3901,60745,62290,123036,152,145,299,4067,3973,8039,110,96,208,4334,4215,8543,224,237,461,8943,8523,17463,266,254,519,9430,9017,18446,195,211,404,7736,7289,15020,268,183,457,8194,7680,15878,242,262,501,16154,17549,33708,740,488,1228,17140,18298,35433,129,180,307,13793,14310,28103,625,371,1001,14545,14863,29409,31,56,85,6831,7905,14738,238,258,496,7098,8222,15321,931,1045,1977,55396,58173,113563,1417,1400,2822,57747,60618,118359,0,0,0,44,51,95,5,3,9,49,52,101,0,0,0,15,17,31,0,0,0,15,17,31,0,3,3,11,20,27,0,0,0,11,20,28,0,0,0,17,18,30,0,5,5,16,16,33,0,0,0,6,12,12,0,0,0,6,12,12,36,25,61,853,825,1681,23,23,51,913,878,1791,0,0,0,4,3,9,0,0,0,4,3,9,0,0,0,7,4,11,0,0,0,7,8,13,0,0,0,0,3,3,0,0
IARE505021,935,971,1910,38905,41385,80286,2242,1664,3903,42079,44020,86103,127,141,265,2908,2812,5719,125,92,218,3161,3044,6208,295,247,542,6199,5687,11886,262,236,494,6756,6166,12921,173,149,325,5340,5320,10661,260,211,475,5780,5680,11454,202,271,480,10727,12088,22807,771,523,1288,11705,12877,24579,104,131,240,9423,10339,19760,661,391,1053,10189,10867,21051,26,29,57,4309,5150,9455,166,215,377,4497,5391,9892,881,923,1807,36902,40141,77043,1331,1386,2720,39118,42456,81570,0,0,3,63,47,109,0,4,7,67,48,116,0,0,0,14,6,16,0,0,0,14,6,16,0,0,0,10,15,21,0,0,0,10,15,28,0,0,0,10,5,13,0,0,0,11,9,21,0,0,0,4,0,5,0,0,0,4,0,5,37,34,71,569,568,1138,40,26,64,647,629,1278,0,0,0,0,0,5,0,0,0,4,0,6,0,0,0,3,0,4,0,0,0,3,0,4,0,0,0,0,5,4,0,0
IARE506001,916,826,1746,3627,2117,5738,1712,560,2275,6256,3504,9760,92,83,164,190,163,353,16,27,44,296,265,560,181,161,344,287,271,556,56,58,114,519,490,1017,156,151,308,290,229,517,130,73,201,577,448,1026,306,286,584,1656,935,2593,903,264,1165,2864,1485,4348,156,117,273,1085,453,1541,570,127,699,1814,698,2509,31,38,66,116,69,186,38,16,50,180,123,303,871,781,1650,3447,1975,5422,1682,530,2207,5998,3287,9286,10,7,14,19,10,22,9,3,12,27,21,45,3,0,3,109,40,142,57,4,57,160,39,207,0,0,0,119,47,166,53,9,62,178,57,229,5,3,11,226,46,267,142,7,150,376,57,430,0,0,4,86,28,116,45,4,42,133,28,162,198,101,302,4888,1313,6203,3038,588,3624,8131,1997,10128,0,0,0,36,10,44,20,0,20,52,10,61,5,0,6,21,3,25,9,9,19,34,10,47,0,0,0,7,6,16,0,0
IARE506002,460,400,862,4407,3567,7978,1036,607,1643,5907,4576,10482,53,34,88,314,335,650,57,40,99,431,410,836,83,92,176,585,498,1075,105,92,192,768,675,1448,58,60,124,365,308,673,101,67,164,522,438,957,147,114,265,1659,1435,3099,438,250,686,2250,1798,4048,100,74,172,1196,771,1966,299,138,429,1589,978,2571,12,21,39,284,220,509,42,28,66,348,275,619,428,366,796,4067,3320,7384,942,553,1497,5444,4233,9673,0,4,4,10,5,14,0,0,0,12,8,21,10,0,10,218,164,384,53,16,71,273,181,462,0,0,0,228,204,437,36,13,57,272,222,492,7,7,12,237,99,333,100,14,108,339,113,455,0,0,4,144,95,236,43,6,49,184,103,288,156,94,254,4914,2545,7458,2036,583,2622,7108,3217,10328,0,0,0,56,35,93,16,3,20,71,39,111,4,0,5,22,11,31,0,0,8,34,13,43,0,0,0,12,6,24,6,0
IARE506003,755,773,1530,6820,6167,12984,1405,1096,2500,8976,8036,17013,89,89,177,618,535,1154,103,67,179,815,697,1508,189,182,368,1118,1088,2199,211,209,422,1517,1478,2990,139,124,263,689,581,1269,167,120,281,992,820,1816,220,242,456,2574,2514,5090,547,450,997,3337,3202,6546,101,118,221,1620,1287,2909,326,227,548,2044,1633,3677,12,24,34,206,159,365,44,25,69,263,209,474,692,698,1391,6476,5853,12327,1304,1035,2335,8472,7587,16056,5,3,7,12,8,21,0,0,0,23,18,35,8,6,16,55,27,82,25,5,25,93,40,128,3,0,3,72,50,121,36,15,50,110,68,172,9,3,10,85,33,114,77,17,87,164,50,211,0,0,0,49,30,67,22,4,26,64,30,92,35,26,63,1129,498,1620,793,179,969,1951,698,2646,0,0,0,9,3,13,0,5,9,16,6,20,0,0,0,8,0,12,3,0,3,17,0,16,0,0,0,0,0,0,0,0
IARE506004,1435,1476,2916,5554,5008,10559,1243,965,2207,8229,7449,15684,170,151,318,489,486,979,62,57,118,722,692,1411,306,309,617,773,785,1556,152,142,291,1228,1237,2469,251,234,483,475,447,929,133,118,253,858,803,1663,406,397,804,2124,2109,4229,482,384,861,3008,2883,5895,248,298,550,1474,1015,2487,363,231,593,2083,1548,3633,57,90,146,218,163,382,53,35,86,325,283,616,1339,1368,2702,5221,4723,9937,1146,883,2032,7706,6972,14671,0,10,8,16,14,32,0,3,4,24,20,43,5,0,5,81,48,128,32,11,42,117,57,177,0,0,0,83,50,130,53,15,69,134,64,201,9,0,10,120,44,167,77,17,95,205,65,265,0,0,0,56,27,83,32,14,43,90,42,134,124,114,232,1233,438,1669,1019,223,1246,2373,768,3147,0,3,4,26,11,37,10,5,8,32,16,51,0,0,3,12,0,13,13,0,13,25,0,25,0,0,0,3,0,4,3,0
IARE506005,637,427,1070,1792,1376,3164,629,328,956,3058,2130,5187,44,40,84,133,115,248,17,13,33,196,169,367,89,71,157,268,237,505,55,54,107,411,363,775,123,70,193,150,120,270,51,39,89,328,223,553,223,112,341,645,511,1159,297,123,423,1167,755,1921,126,98,232,499,339,835,176,82,257,806,522,1325,24,38,62,92,57,147,34,8,36,151,101,252,616,402,1023,1707,1303,3009,607,308,915,2933,2012,4946,3,3,10,0,0,0,0,0,0,3,3,9,0,0,0,37,19,53,18,0,18,57,19,72,0,0,0,46,38,83,15,7,19,56,46,105,0,0,4,74,33,104,48,7,51,120,44,162,0,0,5,30,14,45,21,3,22,54,23,70,30,28,65,1087,399,1486,996,201,1201,2121,633,2751,0,0,0,4,3,7,0,0,3,7,10,11,0,0,0,6,0,4,6,0,6,9,0,11,0,0,0,0,0,0,0,0
IARE507001,811,667,1476,17231,18189,35424,992,874,1865,19033,19732,38763,71,75,139,878,842,1724,30,32,65,982,949,1932,143,146,292,2237,2122,4360,106,103,207,2489,2374,4864,158,107,262,1926,1764,3693,97,83,178,2175,1955,4134,267,138,401,3677,3859,7536,261,178,437,4205,4174,8379,143,152,291,4487,5112,9602,280,238,519,4913,5503,10415,30,55,86,4020,4485,8504,221,234,459,4266,4775,9047,755,633,1387,15922,17069,32988,696,705,1395,17374,18399,35772,0,0,0,50,56,108,0,3,6,53,55,111,0,0,0,16,24,43,0,0,3,21,19,45,0,0,0,21,12,36,4,0,7,25,14,33,0,0,0,15,20,34,0,0,0,16,20,30,0,0,0,5,8,14,3,0,3,3,8,12,41,40,82,853,798,1650,178,105,284,1074,949,2024,0,0,0,5,6,13,0,0,0,9,6,9,0,0,0,3,4,5,0,0,0,3,3,3,0,0,0,0,0,0,0,0
IARE507002,499,478,976,10307,9707,20015,1300,1116,2415,12111,11302,23409,34,40,74,437,433,876,55,49,95,530,528,1054,107,106,213,1110,1063,2169,137,139,283,1358,1314,2672,90,61,149,868,734,1595,101,89,194,1060,879,1938,105,92,200,2060,1908,3967,249,228,478,2416,2224,4638,107,126,233,3027,3002,6029,446,340,789,3583,3467,7048,47,54,106,2807,2562,5372,306,273,580,3162,2892,6058,450,431,882,9500,9104,18604,1064,1025,2090,11014,10559,21574,5,7,11,42,29,71,4,0,6,56,38,90,0,0,0,3,6,5,0,0,0,3,6,5,0,0,0,6,9,20,0,0,0,9,9,23,0,0,0,10,4,16,4,0,4,12,3,19,3,0,3,12,6,16,6,0,6,12,12,27,29,16,47,489,380,873,85,54,136,602,451,1053,0,0,0,3,7,11,0,0,0,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE507003,703,701,1402,14517,15212,29725,974,881,1853,16194,16790,32987,87,68,156,739,713,1459,37,43,79,864,837,1693,142,120,262,1702,1576,3277,119,91,209,1958,1791,3752,119,156,276,1547,1534,3081,91,99,185,1757,1789,3544,209,165,372,3691,3667,7359,297,244,542,4194,4071,8268,118,138,254,3849,4166,8018,267,196,461,4231,4501,8733,37,46,92,2988,3555,6541,171,208,370,3188,3809,6997,654,648,1299,13564,14434,27997,703,746,1448,14919,15820,30744,4,0,6,36,44,81,0,0,0,41,42,83,0,0,0,10,12,20,0,0,0,14,10,21,0,0,0,20,20,38,4,0,6,21,18,44,0,0,0,13,5,20,0,0,0,13,6,24,0,0,0,8,3,10,0,0,5,8,4,11,27,47,72,681,491,1173,128,95,223,835,627,1467,0,3,3,4,3,8,0,0,0,4,6,13,0,0,0,4,0,7,5,0,5,5,6,10,0,0,0,0,0,0,0,0
IARE507004,418,383,797,18108,19456,37565,1170,1011,2181,19696,20852,40544,67,31,99,884,950,1841,50,39,88,1005,1030,2030,112,104,214,2643,2464,5104,110,137,252,2860,2707,5567,75,67,145,1767,1576,3338,84,84,171,1927,1731,3654,88,81,168,3812,4377,8186,344,255,597,4251,4710,8953,58,64,122,4743,5389,10134,343,233,577,5147,5685,10834,17,29,43,4264,4708,8966,236,257,493,4511,4989,9507,384,367,743,16420,18120,34535,710,810,1521,17508,19295,36803,0,0,0,64,63,127,0,0,4,65,67,131,0,0,0,19,19,33,0,0,0,19,19,33,0,0,0,14,18,28,5,3,6,16,19,35,0,0,0,22,21,46,4,5,14,26,29,54,0,0,0,9,13,15,0,10,7,14,16,28,40,27,64,1136,1223,2357,205,219,422,1381,1470,2852,0,0,0,7,3,11,0,0,0,11,3,14,0,0,0,3,7,6,0,0,0,3,7,6,0,0,0,0,6,7,0,0
IARE507005,175,160,337,3440,3090,6531,609,425,1029,4227,3670,7898,23,12,34,183,189,372,22,17,41,222,217,446,32,42,74,375,352,724,57,43,99,460,438,896,38,29,63,293,240,535,58,37,92,386,307,686,30,34,68,801,700,1503,171,106,274,1009,834,1842,44,39,82,1035,918,1954,194,123,317,1274,1079,2349,11,10,30,755,686,1442,111,96,205,881,795,1674,167,148,317,3142,2849,5987,524,380,906,3835,3374,7208,0,0,0,24,16,39,0,0,0,21,23,40,0,0,0,12,8,20,0,0,0,11,8,20,0,0,0,15,5,23,4,0,10,24,3,28,0,0,0,19,5,18,5,0,5,20,5,23,0,0,4,31,13,43,13,0,19,44,11,67,21,10,30,651,210,861,348,67,417,1017,286,1303,0,0,0,6,0,4,0,0,6,5,5,12,0,0,0,0,3,5,4,0,4,8,3,9,0,0,0,0,0,0,0,0
IARE507006,410,408,815,13097,13304,26403,775,576,1354,14285,14286,28567,41,52,91,861,707,1563,33,29,62,937,783,1723,115,92,208,2030,1854,3880,87,68,160,2234,2016,4247,85,75,163,1459,1394,2851,78,57,141,1620,1526,3146,97,99,192,3120,3342,6463,199,137,337,3422,3573,6993,58,74,136,3368,3624,6988,261,149,410,3690,3846,7530,14,19,29,2269,2383,4648,112,138,246,2393,2540,4929,388,382,773,12192,12656,24849,465,456,928,13050,13495,26543,0,0,0,33,26,56,5,0,5,35,26,62,0,0,0,3,3,13,0,0,0,3,3,13,0,0,0,9,13,20,0,0,0,9,13,20,0,0,0,13,8,20,0,0,0,13,8,20,0,0,0,5,6,10,0,0,0,5,5,11,13,19,32,414,310,730,70,24,99,510,356,862,0,0,0,8,6,10,0,0,0,10,9,11,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0
IARE507007,176,214,385,3458,3126,6589,417,368,782,4045,3708,7752,16,17,33,206,198,403,18,16,34,234,236,471,47,43,91,372,375,748,55,44,96,473,462,932,25,27,55,293,195,485,45,28,71,354,253,609,23,45,74,735,710,1451,80,87,169,842,844,1686,45,49,89,1021,907,1929,138,111,251,1205,1064,2270,15,25,47,829,739,1572,86,79,161,938,848,1782,161,195,353,3136,2834,5964,371,332,701,3663,3358,7021,0,0,0,23,12,34,0,0,0,24,17,39,0,0,0,3,6,12,0,0,0,6,6,11,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,7,7,19,0,0,0,13,7,14,0,0,0,8,3,7,0,0,0,8,3,7,15,20,43,376,152,530,74,21,99,473,190,669,0,0,0,5,0,6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
