IARE_CODE_2021,Ind_15_19_PD_GD_GCL_M,Ind_15_19_BDL_M,Ind_15_19_ADip_DipL_M,Ind_15_19_Ct_III_IV_M,Ind_15_19_Ct_I_II_M,Ind_15_19_CL_nfd_M,Ind_15_19_LoE_NS_M,Ind_15_19_Tot_M,Ind_20_24_PD_GD_GCL_M,Ind_20_24_BDL_M,Ind_20_24_ADip_DipL_M,Ind_20_24_Ct_III_IV_M,Ind_20_24_Ct_I_II_M,Ind_20_24_CL_nfd_M,Ind_20_24_LoE_NS_M,Ind_20_24_Tot_M,Ind_25_34_PD_GD_GCL_M,Ind_25_34_BDL_M,Ind_25_34_ADip_DipL_M,Ind_25_34_Ct_III_IV_M,Ind_25_34_Ct_I_II_M,Ind_25_34_CL_nfd_M,Ind_25_34_LoE_NS_M,Ind_25_34_Tot_M,Ind_35_44_PD_GD_GCL_M,Ind_35_44_BDL_M,Ind_35_44_ADip_DipL_M,Ind_35_44_Ct_III_IV_M,Ind_35_44_Ct_I_II_M,Ind_35_44_CL_nfd_M,Ind_35_44_LoE_NS_M,Ind_35_44_Tot_M,Ind_45_54_PD_GD_GCL_M,Ind_45_54_BDL_M,Ind_45_54_ADip_DipL_M,Ind_45_54_Ct_III_IV_M,Ind_45_54_Ct_I_II_M,Ind_45_54_CL_nfd_M,Ind_45_54_LoE_NS_M,Ind_45_54_Tot_M,Ind_55_64_PD_GD_GCL_M,Ind_55_64_BDL_M,Ind_55_64_ADip_DipL_M,Ind_55_64_Ct_III_IV_M,Ind_55_64_Ct_I_II_M,Ind_55_64_CL_nfd_M,Ind_55_64_LoE_NS_M,Ind_55_64_Tot_M,Ind_65ov_PtgdDe_GdDp_GdCt_M,Ind_65ov_BDL_M,Ind_65ov_ADip_DipL_M,Ind_65ov_Ct_III_IV_M,Ind_65ov_Ct_I_II_M,Ind_65ov_CL_nfd_M,Ind_65ov_LoE_NS_M,Ind_65ov_Tot_M,Ind_Tot_PD_GD_GCL_M,Ind_Tot_BDL_M,Ind_Tot_ADip_DipL_M,Ind_Tot_Ct_III_IV_M,Ind_Tot_Ct_I_II_M,Ind_tot_CL_nfd_M,Ind_Tot_LoE_NS_M,Ind_Tot_Tot_M,NonI_15_19_PD_GD_GCL_M,NonI_15_19_BDL_M,NonI_15_19_ADip_DipL_M,NonI_15_19_Ct_III_IV_M,NonI_15_19_Ct_I_II_M,NonI_15_19_CL_nfd_M,NonI_15_19_LoE_NS_M,NonI_15_19_Tot_M,NonI_20_24_PD_GD_GCL_M,NonI_20_24_BDL_M,NonI_20_24_ADip_DipL_M,NonI_20_24_Ct_III_IV_M,NonI_20_24_Ct_I_II_M,NonI_20_24_CL_nfd_M,NonI_20_24_LoE_NS_M,NonI_20_24_Tot_M,NonI_25_34_PD_GD_GCL_M,NonI_25_34_BDL_M,NonI_25_34_ADip_DipL_M,NonI_25_34_Ct_III_IV_M,NonI_25_34_Ct_I_II_M,NonI_25_34_CL_nfd_M,NonI_25_34_LoE_NS_M,NonI_25_34_Tot_M,NonI_35_44_PD_GD_GCL_M,NonI_35_44_BDL_M,NonI_35_44_ADip_DipL_M,NonI_35_44_Ct_III_IV_M,NonI_35_44_Ct_I_II_M,NonI_35_44_CL_nfd_M,NonI_35_44_LoE_NS_M,NonI_35_44_Tot_M,NonI_45_54_PD_GD_GCL_M,NonI_45_54_BDL_M,NonI_45_54_ADip_DipL_M,NonI_45_54_Ct_III_IV_M,NonI_45_54_Ct_I_II_M,NonI_45_54_CL_nfd_M,NonI_45_54_LoE_NS_M,NonI_45_54_Tot_M,NonI_55_64_PD_GD_GCL_M,NonI_55_64_BDL_M,NonI_55_64_ADip_DipL_M,NonI_55_64_Ct_III_IV_M,NonI_55_64_Ct_I_II_M,NonI_55_64_CL_nfd_M,NonI_55_64_LoE_NS_M,NonI_55_64_Tot_M,NonI_65ov_PtgdDe_GdDp_GdCt_M,NonI_65ov_BDL_M,NonI_65ov_ADip_DipL_M,NonI_65ov_Ct_III_IV_M,NonI_65ov_Ct_I_II_M,NonI_65ov_CL_nfd_M,NonI_65ov_LoE_NS_M,NonI_65ov_Tot_M,NonI_Tot_PD_GD_GCL_M,NonI_Tot_BDL_M,NonI_Tot_ADip_DipL_M,NonI_Tot_Ct_III_IV_M,NonI_Tot_Ct_I_II_M,NonI_tot_CL_nfd_M,NonI_Tot_LoE_NS_M,NonI_Tot_Tot_M,IS_NS_15_19_PD_GD_GCL_M,IS_NS_15_19_BDL_M,IS_NS_15_19_ADip_DipL_M,IS_NS_15_19_Ct_III_IV_M,IS_NS_15_19_Ct_I_II_M,IS_NS_15_19_CL_nfd_M,IS_NS_15_19_LoE_NS_M,IS_NS_15_19_Tot_M,IS_NS_20_24_PD_GD_GCL_M,IS_NS_20_24_BDL_M,IS_NS_20_24_ADip_DipL_M,IS_NS_20_24_Ct_III_IV_M,IS_NS_20_24_Ct_I_II_M,IS_NS_20_24_CL_nfd_M,IS_NS_20_24_LoE_NS_M,IS_NS_20_24_Tot_M,IS_NS_25_34_PD_GD_GCL_M,IS_NS_25_34_BDL_M,IS_NS_25_34_ADip_DipL_M,IS_NS_25_34_Ct_III_IV_M,IS_NS_25_34_Ct_I_II_M,IS_NS_25_34_CL_nfd_M,IS_NS_25_34_LoE_NS_M,IS_NS_25_34_Tot_M,IS_NS_35_44_PD_GD_GCL_M,IS_NS_35_44_BDL_M,IS_NS_35_44_ADip_DipL_M,IS_NS_35_44_Ct_III_IV_M,IS_NS_35_44_Ct_I_II_M,IS_NS_35_44_CL_nfd_M,IS_NS_35_44_LoE_NS_M,IS_NS_35_44_Tot_M,IS_NS_45_54_PD_GD_GCL_M,IS_NS_45_54_BDL_M,IS_NS_45_54_ADip_DipL_M,IS_NS_45_54_Ct_III_IV_M,IS_NS_45_54_Ct_I_II_M,IS_NS_45_54_CL_nfd_M,IS_NS_45_54_LoE_NS_M,IS_NS_45_54_Tot_M,IS_NS_55_64_PD_GD_GCL_M,IS_NS_55_64_BDL_M,IS_NS_55_64_ADip_DipL_M,IS_NS_55_64_Ct_III_IV_M,IS_NS_55_64_Ct_I_II_M,IS_NS_55_64_CL_nfd_M,IS_NS_55_64_LoE_NS_M,IS_NS_55_64_Tot_M,IS_NS_65ov_PtgdDe_GdDp_GdCt_M,IS_NS_65ov_BDL_M,IS_NS_65ov_ADip_DipL_M,IS_NS_65ov_Ct_III_IV_M,IS_NS_65ov_Ct_I_II_M,IS_NS_65ov_CL_nfd_M,IS_NS_65ov_LoE_NS_M,IS_NS_65ov_Tot_M,IS_NS_Tot_PD_GD_GCL_M,IS_NS_Tot_BDL_M,IS_NS_Tot_ADip_DipL_M,IS_NS_Tot_Ct_III_IV_M,IS_NS_Tot_Ct_I_II_M,IS_NS_tot_CL_nfd_M,IS_NS_Tot_LoE_NS_M,IS_NS_Tot_Tot_M,Tot_15_19_PD_GD_GCL_M,Tot_15_19_BDL_M,Tot_15_19_ADip_DipL_M,Tot_15_19_Ct_III_IV_M,Tot_15_19_Ct_I_II_M,Tot_15_19_CL_nfd_M,Tot_15_19_LoE_NS_M,Tot_15_19_Tot_M
IARE505012,0,0,0,8,5,0,7,15,0,0,3,9,4,0,0,17,0,8,4,15,0,0,9,39,7,3,7,10,0,0,0,27,3,3,9,8,0,0,0,20,5,3,6,12,0,3,4,26,0,0,3,8,0,0,0,14,14,23,31,60,8,4,21,157,0,0,16,164,104,7,35,329,71,657,161,388,97,33,69,1468,716,1965,407,991,46,35,140,4298,1185,2281,616,1013,44,68,147,5359,1214,1921,781,1130,37,96,169,5342,996,1482,698,1261,22,109,176,4737,1109,1913,1235,1782,49,195,521,6810,5284,10217,3912,6722,401,541,1264,28348,0,0,0,0,0,0,56,56,0,0,0,3,0,0,70,69,0,3,0,0,0,0,209,216,0,4,0,0,0,0,247,258,0,5,5,10,0,0,243,257,0,0,0,3,0,0,231,236,0,4,9,18,0,0,332,361,4,11,9,28,0,0,1391,1458,0,0,16,166,107,7,98,404
IARE505013,0,0,0,3,0,0,0,4,0,0,0,10,5,0,5,17,0,0,0,34,5,0,8,45,4,0,4,22,4,0,3,33,0,4,7,19,0,0,0,37,0,3,3,9,0,0,3,19,0,0,4,4,0,0,3,10,0,16,23,97,9,0,19,176,0,0,4,69,52,3,25,158,8,66,39,252,48,8,18,436,69,240,119,791,39,21,59,1338,153,357,205,753,29,33,55,1576,186,386,292,841,18,37,68,1830,198,302,286,882,8,51,86,1816,213,374,415,1064,13,83,216,2378,828,1721,1357,4663,204,239,528,9537,0,0,0,0,0,0,42,42,0,0,0,0,0,0,35,38,0,0,0,7,0,0,117,121,0,0,0,0,0,0,155,159,0,0,0,3,0,0,146,155,0,0,0,4,0,0,155,159,0,0,0,8,0,0,133,144,0,6,7,22,0,0,782,814,0,0,4,78,56,3,69,204
IARE505014,0,0,0,6,3,0,5,8,0,13,4,17,4,0,4,41,8,19,6,17,4,0,3,68,5,20,9,18,0,0,4,51,14,6,11,13,0,0,4,46,3,5,4,3,0,0,4,22,0,9,0,3,0,0,10,22,31,80,31,80,15,0,23,258,0,3,18,152,90,10,46,327,183,1546,302,458,88,22,109,2707,2500,4911,851,1265,87,67,286,9968,2642,3903,882,955,45,74,260,8767,2330,3406,797,848,22,101,227,7725,1894,2723,778,893,32,86,207,6613,2095,3188,1231,1069,21,166,695,8461,11639,19684,4860,5638,397,531,1831,44580,0,0,0,0,0,0,123,121,0,7,0,0,0,0,294,304,0,6,7,0,0,0,1013,1026,0,4,3,3,0,0,659,674,0,7,0,7,0,0,496,506,4,7,0,9,0,0,419,436,7,17,5,4,0,0,589,619,10,44,18,18,0,3,3593,3691,0,8,18,155,97,7,168,457
IARE505015,0,0,0,12,11,0,5,29,0,5,6,35,8,0,9,63,0,13,6,101,10,6,7,143,6,6,19,71,4,4,15,118,0,4,14,50,5,0,13,77,0,3,10,21,0,0,13,51,0,0,5,15,0,0,9,30,11,27,54,308,32,11,71,513,0,0,25,312,231,28,87,677,11,176,137,997,235,47,93,1688,190,637,588,3353,191,96,172,5226,319,854,949,3073,72,118,222,5605,351,737,1015,3026,54,134,252,5581,275,442,866,2676,40,120,219,4646,226,456,653,2634,32,195,577,4775,1370,3298,4234,16073,863,738,1628,28202,0,0,0,0,0,0,159,160,0,0,0,6,0,0,192,201,0,0,0,9,0,0,637,644,0,0,4,13,0,0,696,712,0,0,0,15,0,0,587,607,0,0,0,15,0,0,436,458,4,0,4,17,0,4,375,403,8,7,12,71,4,3,3090,3188,0,0,23,325,241,28,253,867
IARE505016,0,0,0,4,0,0,0,5,0,0,0,7,6,0,0,9,0,0,5,16,0,0,0,24,0,4,6,19,0,0,0,34,0,0,4,14,0,0,0,19,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,4,0,9,6,64,11,3,8,93,0,0,5,65,46,8,20,142,5,38,28,269,43,12,31,420,40,177,135,986,27,19,46,1431,95,264,228,833,24,25,73,1548,81,153,193,680,7,36,62,1206,61,109,144,585,9,34,51,989,37,91,117,480,3,35,69,838,319,831,854,3901,161,160,343,6570,0,0,0,4,0,0,36,36,0,0,3,6,0,0,35,39,0,0,0,0,0,0,123,121,0,0,0,4,0,0,119,124,0,0,0,6,0,0,126,133,0,0,0,5,0,0,90,92,0,0,0,10,0,0,67,73,0,0,3,24,0,0,591,625,0,0,5,80,44,8,55,191
IARE505017,0,0,0,7,6,6,15,30,0,0,5,13,8,0,4,32,6,21,16,28,6,0,5,69,0,14,3,14,4,4,5,41,7,8,3,5,0,0,8,34,3,3,7,10,0,3,15,48,3,3,3,4,0,0,9,20,18,48,29,88,19,8,55,266,0,0,16,116,72,8,26,239,81,636,241,356,90,16,90,1506,1154,2496,545,1020,65,48,191,5538,1176,1997,524,807,27,51,167,4753,847,1293,508,665,19,58,135,3523,622,956,455,758,14,62,140,3014,617,1057,702,966,25,109,584,4061,4501,8440,2989,4689,317,356,1332,22625,0,0,0,0,0,0,56,56,0,0,0,0,0,0,167,172,0,0,0,5,0,0,439,447,0,0,0,0,0,0,300,302,0,0,0,0,0,0,261,266,0,0,4,4,0,0,205,206,3,5,0,4,0,0,267,278,8,11,4,11,0,0,1690,1729,0,0,16,129,74,9,96,326
IARE505018,0,0,0,11,3,0,9,25,0,7,4,24,10,0,4,51,5,25,6,71,0,3,8,120,8,17,6,30,4,3,3,78,9,15,7,31,0,0,9,73,5,6,9,22,0,3,10,57,4,6,3,9,0,0,10,30,35,77,38,190,25,9,49,433,0,4,36,289,152,24,55,571,175,1259,505,982,200,71,168,3361,2498,5598,1821,3560,179,142,544,14344,2838,5455,1998,3025,125,174,523,14142,1994,3706,1652,2501,72,213,406,10543,1322,2527,1320,2495,64,195,344,8271,1287,2559,1911,3346,67,306,1082,10548,10111,21104,9248,16200,860,1125,3131,61782,0,0,0,0,0,0,161,166,0,0,0,0,0,0,306,308,4,7,3,9,0,4,1104,1121,4,8,8,14,0,0,988,1026,0,5,6,3,0,0,689,705,0,3,3,11,0,0,490,512,6,9,6,19,0,0,648,689,13,31,30,63,0,4,4384,4523,0,4,31,302,160,24,229,762
IARE505019,0,0,0,21,9,0,12,49,0,3,3,53,15,0,10,87,3,12,13,131,15,5,17,192,0,10,13,76,4,0,14,115,5,8,18,45,3,9,10,93,0,0,10,30,5,6,20,74,0,0,6,13,0,0,12,28,15,32,63,376,50,13,94,636,0,0,21,334,205,29,95,688,27,373,218,1007,225,55,136,2039,487,1460,955,3488,201,116,304,7003,780,1659,1278,3151,126,138,343,7470,450,1078,966,2759,76,143,274,5739,305,688,766,2453,54,136,213,4615,272,600,631,2127,36,157,511,4337,2326,5853,4829,15319,919,768,1882,31901,0,0,0,0,0,0,151,152,0,0,0,5,0,0,185,191,0,0,3,5,0,0,618,630,0,3,4,3,0,0,596,606,0,0,0,5,0,0,565,575,0,4,4,5,0,0,385,402,0,0,4,7,0,0,324,340,0,11,11,43,0,5,2825,2891,0,0,21,359,222,30,259,889
IARE505020,0,0,0,5,5,0,3,11,0,0,0,10,3,3,5,26,3,10,3,40,10,6,6,68,4,3,4,35,0,0,0,56,0,4,4,19,0,0,0,30,0,0,0,15,0,0,7,19,0,0,0,8,0,0,4,18,12,18,14,129,18,9,24,221,0,3,19,254,173,28,81,555,42,372,206,823,172,39,116,1773,347,1231,630,2521,119,80,233,5156,690,1551,1015,2525,72,127,276,6250,436,1012,880,2208,55,144,270,5014,247,539,593,1935,36,104,200,3649,177,412,563,1937,26,132,434,3680,1936,5128,3914,12201,653,647,1606,26087,0,0,0,0,0,0,93,94,0,6,0,0,0,0,152,154,0,0,0,9,0,0,363,369,0,0,3,4,0,0,347,354,0,4,5,3,5,0,334,346,0,0,0,6,0,0,248,257,0,3,0,13,0,0,201,221,0,6,8,37,5,0,1732,1793,0,3,19,258,171,28,181,666
IARE505021,0,0,0,3,7,0,0,20,0,0,0,12,3,0,4,22,0,8,5,41,8,0,3,65,0,0,8,38,0,0,0,50,0,3,8,17,0,0,0,30,0,0,0,16,0,0,3,17,0,0,3,3,0,0,3,16,4,10,22,136,22,4,20,219,0,3,23,181,127,14,38,394,13,186,134,575,131,30,66,1122,181,637,451,2067,120,80,157,3688,297,757,607,1886,53,104,158,3860,336,608,712,1917,47,83,151,3850,211,355,463,1509,27,74,126,2765,147,286,436,1255,22,87,305,2528,1187,2826,2814,9393,506,472,1010,18207,0,0,0,4,0,0,106,111,0,0,0,4,0,0,128,134,0,0,0,6,0,0,351,359,0,0,0,7,0,0,395,395,0,0,4,10,0,0,375,388,0,4,5,8,0,0,246,260,0,0,5,7,0,0,143,152,4,0,10,42,0,0,1740,1799,0,3,23,196,133,14,148,521
IARE506001,0,0,0,0,0,0,4,8,0,0,0,12,3,0,3,15,0,0,0,41,5,4,5,63,0,0,0,19,3,9,8,42,0,0,0,13,0,0,4,21,0,0,0,10,3,0,0,18,0,0,0,0,0,0,0,0,0,4,6,105,22,8,31,178,0,0,0,9,7,0,0,17,0,19,4,75,14,4,3,117,35,116,48,407,15,3,24,656,27,85,71,377,19,11,18,609,18,46,59,276,13,6,17,434,16,20,41,169,3,9,14,265,6,5,11,30,0,0,16,66,113,285,233,1337,66,30,88,2157,0,0,0,0,0,0,33,33,0,0,0,0,0,0,98,98,0,0,0,0,0,0,463,463,0,0,0,0,0,0,432,432,0,0,0,0,0,0,329,331,0,0,0,3,0,0,224,231,0,0,0,0,0,0,32,34,0,0,0,8,0,0,1610,1623,0,0,0,10,7,0,41,57
IARE506002,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,12,0,3,0,27,0,0,3,37,3,0,4,31,0,0,7,45,0,0,0,12,0,0,9,24,0,0,0,7,0,0,5,14,0,0,3,3,0,0,0,10,3,5,8,91,11,0,24,149,0,0,0,4,10,0,12,26,0,15,5,76,5,7,11,123,36,91,52,414,11,6,24,634,28,91,73,441,10,13,19,676,24,51,61,286,3,7,29,462,15,34,49,203,4,9,18,320,0,12,16,97,0,9,19,154,96,301,255,1514,56,45,134,2399,0,0,0,0,0,0,34,31,0,0,0,0,0,0,66,66,0,0,0,0,0,0,213,213,0,0,0,0,0,0,220,221,0,0,0,0,0,0,164,167,0,0,0,0,0,0,123,121,0,0,0,0,0,0,40,40,0,4,0,5,0,0,860,869,0,0,0,4,12,0,51,69
IARE506003,0,0,0,9,3,0,0,12,0,0,0,18,3,0,0,20,0,0,0,53,6,0,5,64,5,6,0,47,0,0,4,57,3,0,0,25,0,0,3,34,0,3,4,6,0,0,3,18,0,0,0,4,0,0,0,5,3,3,8,157,18,4,21,219,0,0,0,30,23,4,14,62,3,12,0,110,28,0,10,168,64,153,62,595,16,6,34,933,91,168,161,608,15,17,39,1095,48,113,117,431,8,19,29,772,19,46,77,256,4,5,25,435,11,11,11,73,0,6,13,127,228,506,439,2108,94,61,155,3592,0,0,0,0,0,0,67,70,0,0,0,0,0,0,93,98,0,0,0,0,0,0,249,250,0,0,0,3,0,0,288,291,0,0,0,3,0,0,198,199,0,0,0,0,0,0,119,119,0,0,0,0,0,0,44,44,0,0,0,8,5,0,1065,1080,0,0,0,35,28,4,79,148
IARE506004,0,0,0,10,4,0,12,35,0,0,0,22,5,0,5,37,0,0,8,86,10,0,19,124,0,6,8,71,5,0,10,97,0,4,4,40,4,0,11,60,0,3,3,29,0,0,9,40,0,0,6,3,0,0,10,22,3,12,21,254,31,7,79,407,0,0,0,11,3,0,3,24,0,6,3,84,11,7,12,131,37,104,73,508,14,14,22,775,56,123,125,526,11,12,24,878,35,45,80,353,4,17,31,558,26,35,67,261,3,15,26,430,3,12,23,84,0,4,14,138,159,325,369,1824,50,66,141,2931,0,0,0,0,0,0,61,61,0,0,0,0,0,0,73,73,0,0,0,5,0,0,247,247,0,0,0,0,0,0,225,229,0,0,0,0,0,0,184,184,0,0,0,0,0,0,166,165,0,0,0,0,0,0,51,53,0,0,4,9,0,0,1005,1009,0,0,0,19,13,0,78,117
IARE506005,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,0,0,0,20,4,0,5,30,0,0,3,21,0,0,6,27,0,0,5,14,0,0,6,19,0,0,0,4,0,0,6,16,0,0,0,0,0,0,3,5,0,0,3,57,11,4,23,105,0,0,0,0,8,0,7,13,0,0,0,23,9,0,0,29,6,27,17,151,0,3,11,219,11,34,44,191,4,6,16,304,6,23,27,140,3,3,7,211,3,13,16,95,0,0,0,134,3,0,3,32,0,5,10,46,34,106,103,621,24,17,50,962,0,0,0,0,0,0,27,27,0,0,0,0,0,0,21,21,0,0,0,3,0,0,148,152,0,0,0,0,0,0,144,144,0,0,0,0,0,0,101,101,0,0,0,0,0,0,72,77,0,0,0,0,0,0,34,34,0,0,0,3,0,0,545,552,0,0,0,0,8,0,36,39
IARE507001,0,0,0,0,7,0,3,16,0,0,0,17,3,0,0,24,0,4,0,29,0,0,8,54,0,0,3,19,0,0,6,36,0,0,6,21,0,0,4,41,0,4,6,8,0,0,9,33,0,0,0,3,0,0,3,7,0,8,23,101,16,8,38,202,0,0,0,93,94,5,22,211,11,28,24,263,52,12,23,407,67,166,113,771,46,19,49,1226,87,221,169,690,35,20,31,1254,106,259,201,712,19,30,52,1391,99,240,253,718,25,38,65,1433,165,329,354,881,14,93,270,2109,532,1238,1111,4133,285,213,514,8030,0,0,0,0,0,0,48,48,0,0,0,0,0,0,38,40,0,0,0,0,0,0,133,133,0,0,0,0,0,0,112,115,3,0,6,4,0,0,118,127,0,0,4,4,0,0,132,142,0,3,0,8,0,0,188,201,0,8,4,23,0,0,781,814,0,0,0,100,96,5,74,271
IARE507002,0,0,0,3,0,0,3,9,0,0,0,6,0,0,0,11,0,0,4,14,5,0,0,22,0,0,5,9,0,0,4,22,0,3,0,3,0,0,0,7,0,3,0,20,0,0,11,25,0,0,0,7,0,0,10,14,0,6,7,55,5,4,30,113,0,0,0,30,18,0,25,80,0,11,15,97,25,3,39,188,17,74,28,350,21,11,144,646,30,86,45,347,6,9,127,656,23,85,86,374,13,17,99,694,47,91,117,518,12,30,74,875,53,132,196,649,18,57,203,1321,171,485,490,2368,113,126,698,4460,0,0,0,0,0,0,50,55,0,0,0,0,0,0,45,45,0,0,0,0,0,0,103,105,0,0,4,3,0,0,131,137,0,4,0,0,0,0,199,199,0,0,0,5,0,0,230,237,0,0,6,8,0,0,273,289,4,3,6,18,0,0,1037,1067,0,0,0,34,23,0,79,137
IARE507003,0,0,0,0,0,0,0,9,0,0,0,19,6,0,3,29,0,0,8,30,0,0,8,48,0,0,9,10,4,0,3,21,0,0,5,21,4,0,3,34,0,0,0,6,0,3,5,19,0,0,3,5,0,0,7,19,4,4,18,91,16,8,32,174,0,0,3,57,44,7,12,119,4,29,22,221,72,10,15,378,58,226,113,650,65,18,41,1169,103,204,166,650,18,25,62,1224,114,215,157,595,20,24,60,1185,103,190,160,633,14,39,61,1196,106,226,221,780,11,43,216,1602,486,1087,841,3589,235,158,477,6873,0,0,0,3,0,0,28,32,0,0,0,0,0,0,51,51,0,0,0,0,0,0,167,166,0,0,0,0,0,0,127,127,0,0,0,4,0,0,144,140,0,0,0,3,0,0,111,116,0,0,0,3,0,3,144,153,0,0,4,17,0,3,771,794,0,0,3,61,50,7,44,160
IARE507004,0,0,0,6,3,0,0,9,0,0,0,7,4,0,0,14,0,0,0,22,0,0,0,25,3,0,4,15,0,0,0,25,0,0,6,10,0,0,0,15,0,0,4,9,0,0,3,16,0,0,0,3,0,0,0,5,3,0,10,68,11,4,13,107,0,0,0,52,59,5,35,156,0,15,12,237,47,8,12,336,52,202,123,688,45,20,53,1174,102,312,215,896,23,28,51,1622,130,330,246,844,26,47,71,1698,96,285,263,766,13,46,73,1541,183,437,446,1087,24,77,206,2453,560,1579,1314,4566,223,238,502,8985,0,0,0,0,0,0,45,45,0,0,0,0,0,0,28,32,0,0,0,0,0,0,151,151,0,0,0,0,0,0,182,186,0,0,0,5,0,0,187,192,0,0,0,4,0,0,143,149,0,0,5,10,0,0,211,228,0,5,4,18,3,0,944,978,0,0,0,56,60,5,81,207
IARE507005,0,0,0,3,0,0,4,7,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,3,0,0,4,5,0,0,0,6,0,0,3,10,0,0,0,0,0,0,4,4,0,0,0,14,7,3,10,38,0,0,0,18,8,0,0,22,0,7,4,52,9,0,6,85,16,34,16,168,11,0,16,259,0,44,24,139,7,0,12,238,17,33,32,115,4,11,13,234,6,22,24,130,4,9,19,219,14,11,19,118,3,10,45,225,62,160,124,742,39,35,124,1276,0,0,0,0,0,0,23,23,0,0,0,0,0,0,30,29,0,0,0,0,0,0,86,86,0,0,0,0,0,0,84,79,0,0,0,0,0,0,91,93,0,0,0,3,0,0,90,93,0,0,0,0,0,0,107,112,0,0,0,3,0,0,504,513,0,0,0,16,8,0,25,50
IARE507006,0,0,0,7,3,0,4,12,0,0,0,5,0,0,0,14,0,0,0,18,0,0,5,26,0,0,3,16,0,0,0,20,0,0,4,11,0,0,0,17,0,4,4,5,0,0,0,10,0,0,0,0,0,0,0,6,5,3,6,71,8,0,13,109,0,0,0,77,55,3,9,153,0,20,19,198,47,5,18,313,26,132,72,641,33,13,38,962,53,180,125,754,16,30,60,1210,55,137,171,696,6,24,47,1135,59,125,163,620,10,32,41,1061,69,151,153,607,13,42,142,1170,256,748,701,3602,192,149,365,6014,0,0,0,0,0,0,40,44,0,0,0,0,0,0,32,32,0,0,0,0,0,0,89,91,0,0,0,0,0,0,108,111,0,0,0,0,0,0,120,123,0,0,0,3,0,0,129,129,3,0,0,0,0,0,93,95,3,0,0,5,0,0,610,622,0,0,0,85,60,4,60,210
IARE507007,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,3,10,0,0,0,0,0,0,3,3,0,0,0,11,3,3,14,32,0,0,0,13,6,0,5,21,0,8,4,49,12,3,4,82,4,31,13,130,8,4,9,200,4,50,31,126,4,9,11,233,5,23,24,118,0,5,13,188,8,20,23,116,6,13,24,197,5,14,32,133,5,10,49,250,29,144,139,680,45,43,108,1179,0,0,0,0,0,0,17,17,0,0,0,0,0,0,20,20,0,0,0,0,0,0,26,33,0,0,0,0,0,0,47,44,0,0,0,0,0,0,57,59,0,0,0,4,0,0,76,76,0,0,0,0,0,0,76,83,0,0,0,3,0,0,321,333,0,0,0,13,6,0,19,41
IARE507008,0,0,0,0,0,0,3,4,0,0,0,0,4,0,5,5,0,0,0,7,0,0,0,7,0,0,0,4,0,0,6,7,0,0,0,5,0,3,3,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,16,3,3,22,48,0,0,0,14,10,0,3,32,0,14,4,31,5,0,3,60,0,46,17,120,11,3,11,201,8,47,26,110,3,5,7,213,3,43,28,85,3,6,18,193,9,27,31,105,0,6,38,223,7,16,40,97,6,13,52,227,34,185,152,565,37,43,129,1150,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,22,22,0,0,0,0,0,0,41,41,0,0,0,0,0,0,41,41,0,0,0,0,0,0,51,48,0,0,0,3,0,0,54,55,0,0,0,5,0,0,229,231,0,0,0,15,10,0,21,42
IARE507009,0,0,0,3,9,3,7,23,0,0,0,21,10,0,0,32,0,0,4,64,3,0,7,87,0,4,10,41,5,0,4,56,0,0,5,26,5,0,7,44,0,0,10,35,0,0,4,61,0,4,3,23,0,3,8,37,11,15,33,208,31,6,43,349,0,0,16,188,142,8,61,420,12,112,89,589,129,18,47,989,75,366,266,1723,95,41,109,2671,183,436,435,1726,50,62,150,3041,211,445,523,1928,32,77,144,3369,229,439,606,2060,33,87,167,3621,317,710,990,3180,49,224,811,6272,1025,2499,2917,11378,540,521,1497,20386,0,0,0,3,0,0,90,95,0,0,0,0,0,0,154,155,0,0,5,3,0,0,357,366,0,5,0,5,0,0,417,428,0,0,3,9,0,0,448,461,0,0,0,9,0,0,349,358,0,3,4,28,0,0,463,502,3,5,12,61,0,6,2277,2365,0,0,16,194,149,10,164,544
