IARE_CODE_2021,IS_NS_25_34_PD_GD_GCL_F,IS_NS_25_34_BDL_F,IS_NS_25_34_ADip_DipL_F,IS_NS_25_34_Ct_III_IV_F,IS_NS_25_34_Ct_I_II_F,IS_NS_25_34_CL_nfd_F,IS_NS_25_34_LoE_NS_F,IS_NS_25_34_Tot_F,IS_NS_35_44_PD_GD_GCL_F,IS_NS_35_44_BDL_F,IS_NS_35_44_ADip_DipL_F,IS_NS_35_44_Ct_III_IV_F,IS_NS_35_44_Ct_I_II_F,IS_NS_35_44_CL_nfd_F,IS_NS_35_44_LoE_NS_F,IS_NS_35_44_Tot_F,IS_NS_45_54_PD_GD_GCL_F,IS_NS_45_54_BDL_F,IS_NS_45_54_ADip_DipL_F,IS_NS_45_54_Ct_III_IV_F,IS_NS_45_54_Ct_I_II_F,IS_NS_45_54_CL_nfd_F,IS_NS_45_54_LoE_NS_F,IS_NS_45_54_Tot_F,IS_NS_55_64_PD_GD_GCL_F,IS_NS_55_64_BDL_F,IS_NS_55_64_ADip_DipL_F,IS_NS_55_64_Ct_III_IV_F,IS_NS_55_64_Ct_I_II_F,IS_NS_55_64_CL_nfd_F,IS_NS_55_64_LoE_NS_F,IS_NS_55_64_Tot_F,IS_NS_65ov_PtgdDe_GdDp_GdCt_F,IS_NS_65ov_BDL_F,IS_NS_65ov_ADip_DipL_F,IS_NS_65ov_Ct_III_IV_F,IS_NS_65ov_Ct_I_II_F,IS_NS_65ov_CL_nfd_F,IS_NS_65ov_LoE_NS_F,IS_NS_65ov_Tot_F,IS_NS_Tot_PD_GD_GCL_F,IS_NS_Tot_BDL_F,IS_NS_Tot_ADip_DipL_F,IS_NS_Tot_Ct_III_IV_F,IS_NS_Tot_Ct_I_II_F,IS_NS_tot_CL_nfd_F,IS_NS_Tot_LoE_NS_F,IS_NS_Tot_Tot_F,Tot_15_19_PD_GD_GCL_F,Tot_15_19_BDL_F,Tot_15_19_ADip_DipL_F,Tot_15_19_Ct_III_IV_F,Tot_15_19_Ct_I_II_F,Tot_15_19_CL_nfd_F,Tot_15_19_LoE_NS_F,Tot_15_19_Tot_F,Tot_20_24_PD_GD_GCL_F,Tot_20_24_BDL_F,Tot_20_24_ADip_DipL_F,Tot_20_24_Ct_III_IV_F,Tot_20_24_Ct_I_II_F,Tot_20_24_CL_nfd_F,Tot_20_24_LoE_NS_F,Tot_20_24_Tot_F,Tot_25_34_PD_GD_GCL_F,Tot_25_34_BDL_F,Tot_25_34_ADip_DipL_F,Tot_25_34_Ct_III_IV_F,Tot_25_34_Ct_I_II_F,Tot_25_34_CL_nfd_F,Tot_25_34_LoE_NS_F,Tot_25_34_Tot_F,Tot_35_44_PD_GD_GCL_F,Tot_35_44_BDL_F,Tot_35_44_ADip_DipL_F,Tot_35_44_Ct_III_IV_F,Tot_35_44_Ct_I_II_F,Tot_35_44_CL_nfd_F,Tot_35_44_LoE_NS_F,Tot_35_44_Tot_F,Tot_45_54_PD_GD_GCL_F,Tot_45_54_BDL_F,Tot_45_54_ADip_DipL_F,Tot_45_54_Ct_III_IV_F,Tot_45_54_Ct_I_II_F,Tot_45_54_CL_nfd_F,Tot_45_54_LoE_NS_F,Tot_45_54_Tot_F,Tot_55_64_PD_GD_GCL_F,Tot_55_64_BDL_F,Tot_55_64_ADip_DipL_F,Tot_55_64_Ct_III_IV_F,Tot_55_64_Ct_I_II_F,Tot_55_64_CL_nfd_F,Tot_55_64_LoE_NS_F,Tot_55_64_Tot_F,Tot_65ov_PtgdDe_GdDp_GdCt_F,Tot_65ov_BDL_F,Tot_65ov_ADip_DipL_F,Tot_65ov_Ct_III_IV_F,Tot_65ov_Ct_I_II_F,Tot_65ov_CL_nfd_F,Tot_65ov_LoE_NS_F,Tot_65ov_Tot_F,Tot_Tot_PD_GD_GCL_F,Tot_Tot_BDL_F,Tot_Tot_ADip_DipL_F,Tot_Tot_Ct_III_IV_F,Tot_Tot_Ct_I_II_F,Tot_tot_CL_nfd_F,Tot_Tot_LoE_NS_F,Tot_Tot_Tot_F,Ind_15_19_PD_GD_GCL_P,Ind_15_19_BDL_P,Ind_15_19_ADip_DipL_P,Ind_15_19_Ct_III_IV_P,Ind_15_19_Ct_I_II_P,Ind_15_19_CL_nfd_P,Ind_15_19_LoE_NS_P,Ind_15_19_Tot_P,Ind_20_24_PD_GD_GCL_P,Ind_20_24_BDL_P,Ind_20_24_ADip_DipL_P,Ind_20_24_Ct_III_IV_P,Ind_20_24_Ct_I_II_P,Ind_20_24_CL_nfd_P,Ind_20_24_LoE_NS_P,Ind_20_24_Tot_P,Ind_25_34_PD_GD_GCL_P,Ind_25_34_BDL_P,Ind_25_34_ADip_DipL_P,Ind_25_34_Ct_III_IV_P,Ind_25_34_Ct_I_II_P,Ind_25_34_CL_nfd_P,Ind_25_34_LoE_NS_P,Ind_25_34_Tot_P,Ind_35_44_PD_GD_GCL_P,Ind_35_44_BDL_P,Ind_35_44_ADip_DipL_P,Ind_35_44_Ct_III_IV_P,Ind_35_44_Ct_I_II_P,Ind_35_44_CL_nfd_P,Ind_35_44_LoE_NS_P,Ind_35_44_Tot_P,Ind_45_54_PD_GD_GCL_P,Ind_45_54_BDL_P,Ind_45_54_ADip_DipL_P,Ind_45_54_Ct_III_IV_P,Ind_45_54_Ct_I_II_P,Ind_45_54_CL_nfd_P,Ind_45_54_LoE_NS_P,Ind_45_54_Tot_P,Ind_55_64_PD_GD_GCL_P,Ind_55_64_BDL_P,Ind_55_64_ADip_DipL_P,Ind_55_64_Ct_III_IV_P,Ind_55_64_Ct_I_II_P,Ind_55_64_CL_nfd_P,Ind_55_64_LoE_NS_P,Ind_55_64_Tot_P,Ind_65ov_PtgdDe_GdDp_GdCt_P,Ind_65ov_BDL_P,Ind_65ov_ADip_DipL_P,Ind_65ov_Ct_III_IV_P,Ind_65ov_Ct_I_II_P,Ind_65ov_CL_nfd_P,Ind_65ov_LoE_NS_P,Ind_65ov_Tot_P,Ind_Tot_PD_GD_GCL_P,Ind_Tot_BDL_P,Ind_Tot_ADip_DipL_P,Ind_Tot_Ct_III_IV_P,Ind_Tot_Ct_I_II_P,Ind_tot_CL_nfd_P,Ind_Tot_LoE_NS_P,Ind_Tot_Tot_P,NonI_15_19_PD_GD_GCL_P,NonI_15_19_BDL_P,NonI_15_19_ADip_DipL_P,NonI_15_19_Ct_III_IV_P,NonI_15_19_Ct_I_II_P,NonI_15_19_CL_nfd_P,NonI_15_19_LoE_NS_P,NonI_15_19_Tot_P,NonI_20_24_PD_GD_GCL_P,NonI_20_24_BDL_P,NonI_20_24_ADip_DipL_P,NonI_20_24_Ct_III_IV_P,NonI_20_24_Ct_I_II_P,NonI_20_24_CL_nfd_P,NonI_20_24_LoE_NS_P,NonI_20_24_Tot_P,NonI_25_34_PD_GD_GCL_P,NonI_25_34_BDL_P,NonI_25_34_ADip_DipL_P,NonI_25_34_Ct_III_IV_P,NonI_25_34_Ct_I_II_P,NonI_25_34_CL_nfd_P,NonI_25_34_LoE_NS_P,NonI_25_34_Tot_P
IARE505012,0,3,0,0,0,0,189,193,0,8,0,3,0,0,161,166,0,0,5,0,0,0,167,180,0,3,0,3,0,3,160,171,3,4,9,7,0,0,369,388,4,27,14,11,0,3,1175,1237,0,0,33,201,121,19,129,504,75,872,179,353,86,24,148,1737,1077,2591,438,487,64,43,292,4988,1564,3057,782,554,78,95,319,6445,1313,2422,996,661,70,207,366,6033,947,1605,1069,591,83,273,404,4965,744,1744,1446,510,102,414,1383,6350,5719,12292,4939,3356,598,1071,3043,31024,0,0,0,12,6,0,16,23,0,5,5,11,5,3,4,39,3,19,10,24,3,0,10,73,12,11,13,18,3,0,8,66,6,11,11,8,0,0,12,50,14,13,17,9,0,7,8,61,0,11,3,10,0,0,0,23,40,71,60,94,18,6,52,338,0,9,53,362,220,31,92,758,143,1514,339,737,183,51,144,3108,1785,4540,842,1467,102,78,246,9066
IARE505013,0,0,0,0,0,0,82,82,0,0,0,0,0,0,74,74,0,0,3,0,0,0,94,93,0,0,3,0,0,0,93,102,0,3,0,3,0,0,165,174,0,8,5,6,0,0,566,590,0,0,8,88,63,6,50,210,8,124,70,190,46,15,47,501,153,451,208,454,48,25,127,1464,266,613,339,429,39,64,144,1893,300,607,401,463,53,82,171,2075,258,410,416,395,32,115,209,1831,178,513,470,243,46,139,553,2140,1173,2709,1911,2261,326,446,1297,10125,0,0,0,6,3,0,3,16,0,3,5,22,7,0,4,41,0,7,14,54,3,0,5,89,6,6,11,27,6,3,4,64,3,16,19,23,4,0,8,71,0,6,8,14,0,0,6,39,0,4,9,11,0,0,8,24,14,44,61,158,24,8,35,338,0,0,11,158,113,8,37,327,17,186,104,426,95,23,37,882,230,678,313,1228,79,49,98,2674
IARE505014,0,5,0,4,0,0,738,743,4,9,0,0,0,0,425,436,4,4,3,0,0,0,313,326,0,9,4,0,0,0,298,313,3,20,5,4,0,7,562,603,13,43,22,7,0,8,2794,2885,0,4,34,229,124,18,175,589,227,1870,388,424,90,39,430,3474,2948,5683,937,700,67,71,997,11402,2815,4467,879,503,54,97,655,9470,2500,3756,1055,469,50,187,557,8574,1777,2586,1240,403,66,224,555,6847,1579,2938,1679,377,99,427,1700,8803,11849,21297,6215,3108,551,1066,5070,49152,0,0,0,16,16,5,0,33,0,21,10,34,7,0,4,82,23,52,16,42,6,5,3,146,11,37,10,23,3,0,9,92,20,20,14,21,0,0,5,87,9,12,10,6,0,0,5,46,9,13,0,10,0,0,8,37,75,156,66,143,34,12,42,522,3,8,52,367,212,29,84,759,411,3402,680,866,175,58,211,5808,5434,10561,1784,1937,150,140,545,20548
IARE505015,0,0,0,8,0,0,439,441,0,3,5,3,0,0,356,364,0,0,3,3,0,0,312,325,0,0,0,0,0,0,234,241,0,0,3,4,0,0,362,378,6,7,10,25,3,3,2010,2065,4,0,33,390,239,33,226,925,49,396,327,936,229,74,261,2262,458,1515,1135,2498,292,144,684,6720,680,1743,1376,2133,199,244,633,7008,520,1287,1392,1822,162,285,585,6053,336,740,971,1233,138,274,575,4267,194,599,708,632,93,270,1449,3939,2230,6279,5946,9636,1352,1312,4415,31182,0,0,3,32,18,0,8,61,0,4,16,81,21,3,13,150,5,27,42,173,28,6,15,303,8,22,32,122,6,10,19,221,12,22,25,94,8,0,17,170,0,15,13,41,0,0,18,98,0,10,8,24,0,0,29,66,29,102,146,566,91,23,127,1079,4,0,52,683,462,61,160,1419,54,562,450,1879,448,116,178,3695,640,2138,1688,5774,465,236,412,11346
IARE505016,0,0,0,0,0,0,86,90,0,0,0,0,0,0,86,88,0,0,4,0,0,0,64,72,0,0,0,3,0,0,57,62,0,0,5,0,0,3,59,65,0,0,4,8,0,3,412,426,0,0,10,97,54,9,40,211,13,76,71,250,43,17,51,520,137,457,359,708,59,40,154,1918,186,420,363,505,46,56,154,1726,102,256,294,350,38,80,136,1251,71,163,243,210,31,58,117,887,35,121,140,106,13,47,183,651,542,1490,1478,2223,277,310,832,7162,0,0,0,9,7,0,0,15,0,0,0,12,9,0,0,25,5,8,9,46,0,0,8,73,4,13,7,37,0,5,0,68,0,4,7,21,0,0,0,33,0,4,5,6,0,0,0,13,0,0,0,4,0,0,0,8,9,22,31,131,22,13,10,240,0,0,18,163,91,20,35,323,15,113,96,504,82,26,45,885,177,624,489,1661,88,62,110,3212
IARE505017,0,0,6,0,0,0,335,343,0,3,0,0,0,0,229,232,0,7,0,0,0,0,176,189,0,4,0,5,0,0,171,181,0,0,3,5,0,0,337,345,3,20,7,9,0,0,1428,1471,0,0,25,135,72,7,87,336,123,856,282,410,105,18,191,1982,1475,3009,583,590,56,44,491,6253,1357,2259,603,462,53,64,360,5149,868,1521,612,436,51,111,304,3909,658,1034,630,368,53,125,357,3225,495,954,764,290,49,216,1516,4286,4982,9636,3490,2680,435,600,3303,25134,0,0,0,14,6,6,16,49,0,7,11,29,8,4,6,65,6,37,26,47,9,0,11,135,6,20,7,28,3,4,5,70,9,15,14,21,0,0,16,90,6,19,12,14,0,3,19,70,5,8,6,4,0,0,29,51,41,107,74,162,32,14,111,534,0,0,42,242,140,13,53,495,204,1485,517,744,193,29,155,3326,2628,5489,1120,1593,123,94,335,11380
IARE505018,4,9,0,0,0,0,921,934,0,11,3,3,3,0,713,739,4,6,3,9,0,0,452,477,4,9,0,5,0,4,378,402,4,8,9,6,0,0,845,873,24,36,20,29,4,7,3765,3887,3,5,47,332,180,41,252,857,231,1739,596,952,229,72,452,4280,3521,7847,2144,2066,225,218,1510,17534,3538,6740,2201,1710,201,305,1214,15915,2202,4182,2056,1479,175,481,892,11470,1414,2522,1786,1245,150,457,887,8466,1061,2658,2156,1048,195,656,2789,10566,11976,25703,10986,8836,1359,2230,8002,69088,0,0,4,16,7,0,15,41,0,18,13,46,17,0,11,104,18,68,29,131,11,5,19,278,25,41,23,72,4,9,17,197,23,26,27,53,0,13,19,163,10,14,25,36,0,8,20,117,6,11,9,16,0,0,17,62,85,182,135,366,56,36,110,969,3,14,79,614,330,64,126,1232,402,2988,1096,1912,425,141,349,7309,6003,13398,3938,5571,391,353,1126,30784
IARE505019,0,0,0,3,0,0,458,461,0,4,0,3,3,0,372,386,0,0,0,6,0,0,334,351,0,0,0,4,0,0,238,248,0,3,7,5,0,3,324,338,9,8,10,21,5,10,2065,2129,0,4,28,339,196,53,238,864,84,599,380,1023,208,82,309,2672,938,2719,1457,2434,255,182,833,8821,1087,2478,1581,1952,226,279,742,8353,620,1511,1339,1598,173,353,661,6241,391,841,972,1101,102,315,615,4341,231,641,658,564,89,230,1221,3636,3347,8801,6419,9018,1249,1483,4619,34925,0,0,0,38,24,3,26,89,3,11,8,99,27,0,25,173,11,38,55,276,26,3,39,445,9,28,37,133,3,3,31,251,12,27,38,84,9,14,28,208,4,13,23,64,3,6,35,157,0,12,19,25,0,3,26,76,43,131,184,715,100,36,200,1405,0,10,42,656,389,75,170,1345,111,960,593,1975,418,131,265,4457,1417,4149,2374,5779,443,297,653,15109
IARE505020,0,0,0,0,0,0,234,239,0,0,0,0,0,0,231,234,0,5,0,6,0,0,193,199,0,5,0,0,0,0,140,148,0,0,0,6,0,0,214,224,0,12,4,21,0,0,1189,1219,5,0,41,285,173,42,157,706,63,554,347,714,171,80,193,2123,708,2287,1116,1599,177,132,504,6528,963,2388,1341,1471,163,225,564,7108,526,1374,1180,1277,156,282,518,5306,267,642,828,823,126,233,407,3319,135,503,597,449,74,240,1037,3043,2660,7753,5444,6622,1036,1228,3384,28128,0,0,0,8,8,3,9,33,0,4,5,38,13,8,5,74,4,27,20,82,17,11,13,168,7,11,15,46,0,4,5,95,6,11,17,31,4,4,7,77,0,12,12,26,0,0,13,67,0,10,3,8,0,4,18,42,25,67,67,249,46,28,73,556,5,5,61,534,339,68,161,1166,101,924,548,1516,333,116,211,3754,1052,3494,1731,4082,288,204,494,11339
IARE505021,0,0,0,0,0,0,268,270,0,4,9,7,0,0,230,247,0,3,0,0,0,0,209,223,0,3,0,0,0,0,148,157,0,0,0,0,0,3,179,183,4,15,8,17,5,5,1229,1278,0,3,14,193,151,26,145,527,42,330,247,586,143,46,180,1585,404,1341,925,1440,142,99,440,4785,520,1362,1016,1154,129,162,446,4784,414,1019,1065,1086,107,223,426,4328,212,519,697,665,71,146,333,2637,142,342,423,332,60,154,770,2223,1729,4911,4379,5457,804,856,2734,20871,0,0,0,18,15,0,4,34,0,3,3,27,4,0,4,37,5,12,26,86,24,0,12,158,3,8,12,62,5,5,7,109,3,11,19,28,3,0,10,77,0,3,9,19,0,0,6,42,7,0,4,5,0,0,5,24,20,35,64,249,53,12,39,476,0,5,31,370,277,40,90,811,51,512,382,1138,273,77,148,2582,577,1973,1348,3461,248,178,325,8115
IARE506001,0,0,0,0,0,0,162,163,0,0,0,0,0,0,97,97,0,0,0,0,0,0,70,70,0,0,0,0,0,0,53,55,0,0,0,0,0,0,16,16,0,3,4,0,0,0,472,474,0,0,0,6,12,0,21,45,5,21,12,42,19,3,58,153,39,134,71,117,24,17,187,582,28,69,57,112,13,12,125,419,10,42,45,48,6,5,82,247,3,24,24,28,0,3,70,160,0,5,6,4,0,0,22,44,90,287,219,361,71,44,566,1645,0,0,0,4,4,0,9,18,0,0,0,20,8,0,0,33,0,4,10,57,17,4,11,101,0,3,6,41,13,9,19,89,0,5,6,11,3,4,5,40,0,0,3,15,3,0,5,24,0,0,3,0,0,0,0,12,0,11,30,150,50,20,58,312,0,0,0,13,9,0,6,32,3,36,12,105,21,7,11,201,74,241,116,510,29,19,42,1032
IARE506002,0,0,0,0,0,0,129,131,0,0,0,4,0,0,112,116,0,0,0,0,0,0,74,71,0,0,0,0,0,0,64,64,0,0,0,0,0,0,23,23,0,0,0,7,0,0,458,471,0,0,0,13,6,0,36,58,0,30,9,45,15,4,49,163,53,226,105,178,21,9,141,739,48,149,97,163,18,9,132,618,28,66,64,86,13,17,97,372,21,37,47,59,12,10,89,259,13,18,5,22,0,8,54,128,170,530,332,567,86,61,598,2338,0,0,0,6,4,0,13,14,0,0,3,13,4,4,4,32,0,7,5,39,6,4,9,68,3,0,12,44,4,0,6,72,4,4,3,17,3,0,9,42,0,3,3,6,4,0,3,28,0,0,0,3,0,0,6,16,8,19,27,139,23,11,41,264,0,0,4,18,15,0,16,56,0,46,17,118,21,10,23,231,84,312,151,577,34,13,39,1211
IARE506003,0,0,0,0,0,0,232,234,0,0,0,4,0,0,209,211,0,0,0,5,0,0,137,139,0,0,0,0,0,0,78,78,0,0,0,0,0,0,25,25,0,0,0,8,0,0,800,815,0,0,3,16,27,3,57,111,12,49,26,82,24,4,77,273,135,359,151,273,40,17,281,1263,128,332,175,253,34,27,239,1191,84,158,131,160,24,31,178,766,27,57,63,55,16,22,100,333,9,21,19,13,5,6,39,102,388,974,563,856,166,109,978,4039,0,0,0,7,9,5,12,34,0,0,0,32,5,0,0,40,3,8,10,85,11,0,17,132,4,9,9,74,4,4,7,109,4,10,9,38,3,5,13,74,0,7,8,9,0,0,6,32,0,0,0,4,0,0,5,11,18,27,32,252,35,14,54,429,0,0,3,46,44,7,16,112,13,62,30,183,42,4,19,350,199,510,203,835,53,25,67,1888
IARE506004,0,0,0,0,0,0,207,207,0,0,0,0,0,0,168,175,0,0,0,0,0,0,137,136,0,0,0,5,0,0,83,88,0,0,0,0,0,0,32,32,0,0,0,5,0,0,744,753,0,0,0,17,22,0,62,103,3,49,12,59,29,5,80,244,80,289,139,268,49,17,265,1117,78,251,148,205,45,25,214,958,40,107,98,113,22,24,176,577,32,61,65,69,8,16,116,366,13,17,13,17,5,3,59,122,235,772,484,747,170,96,984,3494,0,0,0,12,11,0,29,54,0,4,3,31,20,0,13,68,0,7,16,136,24,0,35,225,3,6,23,100,13,0,30,176,4,10,18,62,11,5,30,138,4,15,15,33,3,0,21,97,5,3,5,9,0,0,29,52,13,51,81,388,85,16,179,810,0,0,0,27,22,4,10,61,3,56,20,133,29,6,18,270,115,386,204,728,49,34,65,1579
IARE506005,0,0,0,0,0,0,70,70,0,0,0,0,0,0,53,58,0,0,0,0,0,0,41,39,0,0,0,0,0,0,43,43,0,0,0,0,0,0,5,5,0,0,0,0,0,0,251,250,0,0,0,5,7,0,16,26,0,4,3,24,11,0,24,73,22,53,25,69,12,6,73,258,25,73,28,70,7,0,70,278,13,39,31,56,5,3,49,195,7,13,27,26,3,8,45,129,0,3,6,9,0,0,25,42,62,188,129,246,46,16,306,995,0,0,0,0,5,0,0,5,0,0,0,13,7,0,3,23,0,0,0,28,6,0,5,44,0,0,3,23,0,0,6,40,0,0,7,24,0,0,4,41,0,4,0,6,3,4,6,29,0,0,0,3,0,0,4,10,0,5,14,99,26,9,31,190,0,0,0,9,9,0,5,24,0,9,8,37,19,0,0,68,26,88,42,210,13,7,17,400
IARE507001,0,0,0,0,0,0,86,96,0,0,0,0,0,0,81,86,0,4,0,0,0,0,109,113,0,0,0,3,0,0,108,119,0,5,3,4,0,3,189,202,0,10,7,11,3,0,656,687,0,0,9,93,73,16,72,260,17,78,49,210,94,9,49,510,119,383,208,518,69,28,131,1472,161,482,302,460,52,37,144,1638,192,480,365,490,55,93,178,1849,213,406,404,406,50,113,230,1825,170,466,495,283,41,111,704,2274,878,2301,1836,2456,441,403,1520,9830,0,0,0,4,14,0,14,36,3,0,5,23,5,0,7,46,3,4,10,48,15,4,15,93,0,3,6,36,4,0,10,66,0,14,23,38,3,0,17,92,0,4,14,22,0,3,15,66,0,4,0,10,0,3,13,34,8,31,59,190,39,10,90,428,0,0,15,189,159,15,35,415,25,103,73,461,145,20,38,863,186,551,317,1275,102,43,87,2559
IARE507002,0,0,0,0,0,0,96,96,0,0,0,0,0,0,120,127,0,0,0,4,0,0,145,149,0,0,4,0,0,0,172,178,0,0,0,0,0,0,248,249,3,0,6,5,0,0,866,879,0,0,0,36,27,0,60,126,5,35,12,75,24,10,60,219,56,181,91,188,37,13,120,685,65,224,119,240,35,23,165,869,62,200,173,221,39,32,197,933,83,169,222,241,32,49,254,1041,91,173,268,166,24,69,539,1344,359,981,886,1176,222,197,1396,5217,0,0,0,5,0,0,4,13,0,0,0,9,0,0,5,21,0,0,5,28,3,0,5,43,0,0,8,16,0,6,6,35,0,6,11,11,3,0,8,45,3,3,4,27,0,0,12,55,0,4,3,10,0,0,23,41,4,21,32,100,13,6,67,241,0,0,0,65,48,0,42,162,5,50,24,166,47,7,52,355,72,256,115,533,56,21,163,1214
IARE507003,0,0,0,0,4,0,131,132,0,0,0,0,0,0,100,105,0,0,0,0,0,0,91,94,0,4,0,0,0,0,85,94,0,0,0,0,0,0,169,176,0,9,7,3,4,0,678,697,0,0,8,121,50,7,60,242,9,93,30,295,60,15,67,573,134,417,186,476,85,26,184,1511,152,413,213,432,38,53,165,1463,152,344,237,423,43,67,158,1422,120,266,281,337,30,89,184,1315,103,278,323,228,46,77,508,1562,671,1811,1278,2304,349,341,1330,8091,0,0,0,15,10,0,5,27,0,0,4,38,15,0,8,60,4,4,8,45,13,3,8,90,5,9,8,23,4,0,10,53,4,8,3,30,10,7,12,66,3,8,10,12,5,0,6,47,0,4,5,12,0,4,9,40,16,35,40,172,45,18,60,392,0,0,10,166,91,7,24,301,12,119,53,492,127,23,33,861,195,636,293,1106,136,36,92,2502
IARE507004,0,0,0,4,0,0,116,123,0,0,0,6,0,0,118,126,0,3,0,0,0,0,96,103,0,0,0,3,0,0,115,118,0,0,4,4,0,0,216,225,0,4,6,18,0,4,747,778,0,0,6,87,56,9,90,252,9,60,49,159,52,16,50,385,123,428,234,446,44,39,188,1499,223,732,370,532,55,64,197,2169,243,576,419,516,56,85,175,2076,171,417,406,403,52,94,239,1777,173,495,474,292,55,140,665,2301,947,2705,1955,2439,371,452,1597,10459,0,0,0,3,12,0,4,20,0,0,0,15,6,0,0,26,7,0,0,32,3,0,3,50,8,4,9,28,0,0,0,53,4,0,11,19,0,3,7,46,3,3,4,11,0,0,3,20,0,0,0,10,0,0,6,17,15,16,25,116,20,5,22,224,0,0,11,137,107,12,76,344,9,75,59,392,95,19,30,682,170,629,356,1115,80,50,126,2525
IARE507005,0,0,0,0,0,0,52,56,0,0,0,0,0,0,46,45,0,0,0,0,0,0,57,62,0,3,0,0,0,0,60,60,0,0,0,0,0,0,87,89,0,0,0,0,0,0,338,347,0,0,0,23,0,3,25,52,0,17,6,31,12,0,16,91,28,82,26,72,22,0,61,292,24,86,30,71,12,8,72,295,27,61,49,58,14,15,74,293,14,44,55,53,8,17,79,278,9,32,53,26,3,18,175,306,90,324,225,332,79,60,509,1611,0,0,0,4,0,0,5,12,0,0,0,5,4,0,0,13,0,0,0,6,8,0,4,14,0,0,0,6,0,0,6,11,0,0,3,4,0,0,3,8,0,0,4,6,0,0,0,15,0,0,3,0,0,0,8,8,3,3,7,30,9,3,31,88,0,0,3,37,9,0,7,47,0,27,6,86,20,4,10,151,38,114,42,234,24,4,22,487
IARE507006,0,0,0,0,0,0,72,72,0,0,0,0,0,0,56,59,0,0,0,0,0,0,61,58,0,0,0,5,0,0,73,77,0,0,0,0,0,0,115,117,0,3,0,7,0,0,430,442,0,0,3,111,56,4,48,227,10,48,27,189,48,8,39,367,71,289,165,435,65,22,105,1161,120,364,228,483,58,46,104,1399,100,302,222,419,36,70,108,1253,92,207,248,319,44,63,133,1096,69,198,212,179,24,62,340,1078,452,1404,1109,2129,333,278,878,6576,0,0,0,5,10,0,10,19,0,0,3,17,0,0,3,25,0,5,3,33,0,0,9,49,0,3,3,34,0,0,0,51,0,11,6,18,0,0,3,40,0,6,4,10,4,0,0,20,0,0,5,8,0,4,9,20,4,20,22,133,17,5,29,230,0,0,6,187,114,7,36,345,10,67,46,376,97,9,36,633,96,417,232,1064,102,40,67,2028
IARE507007,0,0,0,0,0,0,36,36,0,0,0,0,0,0,48,48,0,0,0,3,0,0,49,56,0,0,0,0,0,0,51,55,0,0,0,0,0,0,67,73,0,0,4,6,0,0,281,294,0,0,0,12,0,0,16,32,0,17,9,21,9,0,16,77,17,99,44,78,7,9,34,295,22,113,40,77,14,15,59,337,15,73,66,66,16,12,64,308,17,52,69,60,3,18,72,293,9,54,61,36,3,21,142,324,79,411,290,350,58,74,410,1671,0,0,0,0,0,0,3,10,0,0,0,7,0,0,3,10,0,0,0,3,0,3,0,15,0,0,0,8,3,0,0,17,0,3,4,6,0,0,0,15,0,6,4,7,0,3,3,20,0,0,0,0,0,0,5,8,0,7,7,30,11,9,23,85,0,0,0,26,11,0,9,39,0,28,11,64,23,3,3,140,21,133,53,198,19,7,11,446
IARE507008,0,0,0,0,0,0,29,29,0,0,0,0,0,0,32,32,0,0,0,0,0,0,40,40,0,0,0,0,0,0,42,42,0,0,0,0,0,0,56,56,0,0,0,0,0,0,221,221,0,0,0,5,3,0,23,34,3,23,3,23,7,0,7,73,17,107,29,78,10,0,41,286,25,111,40,67,11,7,45,308,14,68,37,54,12,13,60,261,12,56,54,45,4,8,72,246,12,37,46,37,4,8,117,257,77,407,218,311,56,41,363,1473,0,0,0,3,0,0,10,13,0,0,0,6,4,0,8,8,0,0,3,10,0,0,8,22,0,0,0,5,3,0,9,17,0,0,0,9,0,3,3,12,0,0,0,4,0,0,7,17,0,0,0,0,0,0,6,13,0,3,4,35,8,3,49,106,0,0,0,17,8,4,9,42,5,32,11,53,14,0,3,123,21,145,43,193,24,4,16,445
IARE507009,0,0,0,0,0,0,243,248,0,0,3,0,0,0,241,245,0,6,5,0,0,0,261,276,4,0,3,9,0,0,242,262,0,3,10,11,3,3,436,461,0,10,18,17,4,6,1653,1716,5,0,24,246,115,36,156,584,23,218,170,570,155,43,207,1386,236,886,582,1284,161,104,393,3651,352,1029,768,1230,135,153,423,4093,370,888,864,1213,107,189,458,4089,320,655,938,1054,112,238,554,3871,271,804,1023,790,140,338,1945,5312,1575,4483,4368,6388,928,1098,4135,22979,3,0,4,19,18,4,8,55,0,9,7,43,16,3,9,91,4,13,18,124,8,4,16,184,6,15,14,91,5,4,8,143,3,5,13,61,3,0,9,106,8,8,22,50,0,4,10,116,3,13,12,28,0,5,9,65,24,62,96,415,61,27,79,756,0,0,35,423,253,43,116,877,36,319,247,1131,277,56,108,2184,310,1240,837,2945,254,147,250,5979
