IARE_CODE_2021,NonI_35_44_PD_GD_GCL_P,NonI_35_44_BDL_P,NonI_35_44_ADip_DipL_P,NonI_35_44_Ct_III_IV_P,NonI_35_44_Ct_I_II_P,NonI_35_44_CL_nfd_P,NonI_35_44_LoE_NS_P,NonI_35_44_Tot_P,NonI_45_54_PD_GD_GCL_P,NonI_45_54_BDL_P,NonI_45_54_ADip_DipL_P,NonI_45_54_Ct_III_IV_P,NonI_45_54_Ct_I_II_P,NonI_45_54_CL_nfd_P,NonI_45_54_LoE_NS_P,NonI_45_54_Tot_P,NonI_55_64_PD_GD_GCL_P,NonI_55_64_BDL_P,NonI_55_64_ADip_DipL_P,NonI_55_64_Ct_III_IV_P,NonI_55_64_Ct_I_II_P,NonI_55_64_CL_nfd_P,NonI_55_64_LoE_NS_P,NonI_55_64_Tot_P,NonI_65ov_PtgdDe_GdDp_GdCt_P,NonI_65ov_BDL_P,NonI_65ov_ADip_DipL_P,NonI_65ov_Ct_III_IV_P,NonI_65ov_Ct_I_II_P,NonI_65ov_CL_nfd_P,NonI_65ov_LoE_NS_P,NonI_65ov_Tot_P,NonI_Tot_PD_GD_GCL_P,NonI_Tot_BDL_P,NonI_Tot_ADip_DipL_P,NonI_Tot_Ct_III_IV_P,NonI_Tot_Ct_I_II_P,NonI_tot_CL_nfd_P,NonI_Tot_LoE_NS_P,NonI_Tot_Tot_P,IS_NS_15_19_PD_GD_GCL_P,IS_NS_15_19_BDL_P,IS_NS_15_19_ADip_DipL_P,IS_NS_15_19_Ct_III_IV_P,IS_NS_15_19_Ct_I_II_P,IS_NS_15_19_CL_nfd_P,IS_NS_15_19_LoE_NS_P,IS_NS_15_19_Tot_P,IS_NS_20_24_PD_GD_GCL_P,IS_NS_20_24_BDL_P,IS_NS_20_24_ADip_DipL_P,IS_NS_20_24_Ct_III_IV_P,IS_NS_20_24_Ct_I_II_P,IS_NS_20_24_CL_nfd_P,IS_NS_20_24_LoE_NS_P,IS_NS_20_24_Tot_P,IS_NS_25_34_PD_GD_GCL_P,IS_NS_25_34_BDL_P,IS_NS_25_34_ADip_DipL_P,IS_NS_25_34_Ct_III_IV_P,IS_NS_25_34_Ct_I_II_P,IS_NS_25_34_CL_nfd_P,IS_NS_25_34_LoE_NS_P,IS_NS_25_34_Tot_P,IS_NS_35_44_PD_GD_GCL_P,IS_NS_35_44_BDL_P,IS_NS_35_44_ADip_DipL_P,IS_NS_35_44_Ct_III_IV_P,IS_NS_35_44_Ct_I_II_P,IS_NS_35_44_CL_nfd_P,IS_NS_35_44_LoE_NS_P,IS_NS_35_44_Tot_P,IS_NS_45_54_PD_GD_GCL_P,IS_NS_45_54_BDL_P,IS_NS_45_54_ADip_DipL_P,IS_NS_45_54_Ct_III_IV_P,IS_NS_45_54_Ct_I_II_P,IS_NS_45_54_CL_nfd_P,IS_NS_45_54_LoE_NS_P,IS_NS_45_54_Tot_P,IS_NS_55_64_PD_GD_GCL_P,IS_NS_55_64_BDL_P,IS_NS_55_64_ADip_DipL_P,IS_NS_55_64_Ct_III_IV_P,IS_NS_55_64_Ct_I_II_P,IS_NS_55_64_CL_nfd_P,IS_NS_55_64_LoE_NS_P,IS_NS_55_64_Tot_P,IS_NS_65ov_PtgdDe_GdDp_GdCt_P,IS_NS_65ov_BDL_P,IS_NS_65ov_ADip_DipL_P,IS_NS_65ov_Ct_III_IV_P,IS_NS_65ov_Ct_I_II_P,IS_NS_65ov_CL_nfd_P,IS_NS_65ov_LoE_NS_P,IS_NS_65ov_Tot_P,IS_NS_Tot_PD_GD_GCL_P,IS_NS_Tot_BDL_P,IS_NS_Tot_ADip_DipL_P,IS_NS_Tot_Ct_III_IV_P,IS_NS_Tot_Ct_I_II_P,IS_NS_tot_CL_nfd_P,IS_NS_Tot_LoE_NS_P,IS_NS_Tot_Tot_P,Tot_15_19_PD_GD_GCL_P,Tot_15_19_BDL_P,Tot_15_19_ADip_DipL_P,Tot_15_19_Ct_III_IV_P,Tot_15_19_Ct_I_II_P,Tot_15_19_CL_nfd_P,Tot_15_19_LoE_NS_P,Tot_15_19_Tot_P,Tot_20_24_PD_GD_GCL_P,Tot_20_24_BDL_P,Tot_20_24_ADip_DipL_P,Tot_20_24_Ct_III_IV_P,Tot_20_24_Ct_I_II_P,Tot_20_24_CL_nfd_P,Tot_20_24_LoE_NS_P,Tot_20_24_Tot_P,Tot_25_34_PD_GD_GCL_P,Tot_25_34_BDL_P,Tot_25_34_ADip_DipL_P,Tot_25_34_Ct_III_IV_P,Tot_25_34_Ct_I_II_P,Tot_25_34_CL_nfd_P,Tot_25_34_LoE_NS_P,Tot_25_34_Tot_P,Tot_35_44_PD_GD_GCL_P,Tot_35_44_BDL_P,Tot_35_44_ADip_DipL_P,Tot_35_44_Ct_III_IV_P,Tot_35_44_Ct_I_II_P,Tot_35_44_CL_nfd_P,Tot_35_44_LoE_NS_P,Tot_35_44_Tot_P,Tot_45_54_PD_GD_GCL_P,Tot_45_54_BDL_P,Tot_45_54_ADip_DipL_P,Tot_45_54_Ct_III_IV_P,Tot_45_54_Ct_I_II_P,Tot_45_54_CL_nfd_P,Tot_45_54_LoE_NS_P,Tot_45_54_Tot_P,Tot_55_64_PD_GD_GCL_P,Tot_55_64_BDL_P,Tot_55_64_ADip_DipL_P,Tot_55_64_Ct_III_IV_P,Tot_55_64_Ct_I_II_P,Tot_55_64_CL_nfd_P,Tot_55_64_LoE_NS_P,Tot_55_64_Tot_P,Tot_65ov_PtgdDe_GdDp_GdCt_P,Tot_65ov_BDL_P,Tot_65ov_ADip_DipL_P,Tot_65ov_Ct_III_IV_P,Tot_65ov_Ct_I_II_P,Tot_65ov_CL_nfd_P,Tot_65ov_LoE_NS_P,Tot_65ov_Tot_P,Tot_Tot_PD_GD_GCL_P,Tot_Tot_BDL_P,Tot_Tot_ADip_DipL_P,Tot_Tot_Ct_III_IV_P,Tot_Tot_Ct_I_II_P,Tot_tot_CL_nfd_P,Tot_Tot_LoE_NS_P,Tot_Tot_Tot_P
IARE504007,12,29,10,32,0,0,3,84,10,25,20,50,0,3,3,113,8,16,25,30,5,5,0,87,4,9,8,16,0,0,5,46,46,97,74,160,7,9,24,412,0,0,0,0,0,0,9,9,0,0,0,0,0,0,16,16,0,0,0,0,0,0,28,29,0,0,0,0,0,3,34,41,0,0,0,0,0,0,46,46,0,0,0,0,0,0,34,33,0,0,0,0,0,0,27,29,0,0,3,0,0,3,188,197,0,0,0,4,0,0,9,16,0,3,0,6,4,0,22,36,5,19,10,29,0,0,37,96,12,29,11,44,0,3,45,138,10,25,20,49,0,3,59,171,15,19,29,30,0,5,31,129,4,12,14,24,3,0,34,83,50,98,80,179,13,16,240,674
IARE504008,3,3,5,7,0,0,0,24,3,6,0,13,0,0,0,22,0,3,0,4,0,0,5,14,0,0,3,3,0,0,0,12,4,27,11,39,4,0,8,103,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,21,21,0,0,0,0,0,0,23,23,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,15,0,0,0,0,0,0,10,10,0,0,0,0,0,0,91,91,0,0,0,4,3,0,6,15,0,0,0,0,3,0,6,9,4,9,0,17,3,0,23,58,3,3,6,16,3,0,34,68,7,6,6,20,3,0,22,58,0,9,0,9,4,3,29,52,0,0,4,9,0,3,13,29,5,33,20,75,16,9,132,294
IARE505001,1748,3470,1938,3150,184,233,446,11179,779,1612,1248,2366,132,237,316,6695,428,875,1016,2015,101,206,328,4961,317,781,845,1858,82,259,956,5099,4276,9887,6859,14357,1356,1200,2626,40558,0,0,0,3,0,0,238,242,0,0,0,3,0,0,262,270,0,3,4,3,0,0,696,710,5,5,4,0,0,0,694,707,3,0,3,7,0,4,536,554,0,0,0,12,0,0,405,419,0,6,8,13,0,0,360,381,8,13,17,42,4,4,3199,3289,5,0,33,395,269,35,356,1087,54,467,339,1222,317,75,401,2871,948,2703,1479,3549,326,162,1084,10249,1762,3492,1964,3224,190,247,1163,12028,782,1625,1280,2417,138,240,860,7348,434,881,1032,2050,107,204,752,5457,319,790,860,1884,85,260,1328,5518,4303,9949,6994,14742,1416,1227,5936,44561
IARE505002,341,618,257,456,32,37,39,1776,258,412,250,393,18,46,39,1416,181,263,226,361,13,57,58,1159,100,220,221,421,16,59,184,1220,1114,2288,1211,2248,198,221,409,7683,0,0,0,0,0,0,25,26,0,0,0,0,0,0,41,41,0,0,0,0,0,0,126,132,0,0,0,0,0,0,110,116,0,0,0,4,0,0,109,119,0,0,0,4,0,0,83,89,0,0,0,6,0,0,122,128,3,3,0,9,4,0,627,648,0,0,0,48,26,3,30,117,20,121,55,155,44,12,68,475,214,654,214,447,42,13,193,1772,347,615,257,460,35,37,155,1910,258,419,253,402,18,50,154,1553,183,264,226,370,13,56,144,1259,107,223,222,424,19,59,310,1354,1124,2303,1225,2304,212,230,1044,8444
IARE505003,1614,3148,1137,1527,84,151,290,7953,948,1842,1038,1327,94,173,239,5661,617,1116,857,1261,84,186,260,4381,512,1077,1003,1497,79,280,732,5173,5261,11555,5561,8198,736,943,1931,34193,0,0,0,0,0,0,101,101,0,0,0,3,0,0,149,148,0,0,4,4,0,0,494,498,0,3,0,0,0,0,440,447,0,0,0,3,0,0,308,315,0,0,5,3,0,4,247,257,0,3,5,6,0,0,456,472,3,12,17,16,0,4,2187,2239,0,0,32,163,111,22,134,460,101,714,369,620,167,33,259,2260,1477,3696,1144,1882,137,112,778,9231,1622,3166,1148,1553,87,154,734,8477,951,1852,1055,1347,100,175,549,6030,617,1130,863,1280,84,193,519,4677,509,1084,1020,1511,79,280,1190,5671,5284,11637,5632,8370,757,963,4166,36799
IARE505004,907,1648,782,995,70,95,219,4718,425,845,575,857,44,102,170,3026,237,491,497,760,47,117,164,2315,177,422,404,826,41,117,575,2562,2772,6282,3499,5371,530,545,1530,20533,0,0,0,0,0,0,96,96,0,0,0,0,0,0,185,185,0,4,0,0,0,0,547,549,0,0,0,6,0,0,430,441,0,0,3,5,0,0,319,328,0,0,0,0,0,0,255,253,0,3,0,8,0,0,230,238,3,3,3,21,0,0,2054,2087,0,3,22,136,101,4,120,394,65,459,276,541,135,30,294,1803,969,2428,960,1358,123,85,828,6746,911,1670,796,1025,70,100,661,5229,432,856,591,882,48,108,503,3412,238,495,501,783,45,118,429,2616,177,430,409,838,45,118,814,2834,2793,6345,3560,5555,564,564,3659,23035
IARE505005,2694,4604,1587,1614,98,154,407,11154,1784,3112,1296,1650,99,211,339,8491,1094,1821,1184,1524,90,229,318,6256,783,1752,1374,1757,103,322,902,6981,9126,17793,7671,9459,999,1127,2793,48962,0,0,0,0,0,0,131,129,0,0,0,3,0,0,310,318,4,5,0,0,0,0,688,706,0,4,3,0,0,0,494,504,0,5,3,0,0,0,377,384,3,4,4,6,0,0,302,326,7,9,7,11,0,4,326,361,11,29,23,32,0,5,2630,2731,5,10,47,329,214,33,208,842,205,1607,703,962,255,50,543,4325,2572,4915,1499,1732,164,134,1233,12247,2696,4624,1604,1639,104,154,907,11727,1788,3117,1309,1668,101,215,719,8920,1104,1828,1190,1545,90,233,622,6614,790,1764,1389,1773,104,328,1235,7379,9154,17865,7730,9649,1028,1149,5472,52046
IARE505006,2210,4617,2230,3750,211,281,518,13815,1365,2758,1965,3285,179,378,474,10411,827,1513,1421,2655,127,343,431,7321,503,1045,1218,2272,107,356,1214,6709,6760,15822,9093,17828,1477,1666,3315,55963,0,0,0,0,0,0,197,195,0,0,0,3,0,0,466,471,0,3,0,6,0,0,889,902,0,6,0,9,0,0,788,806,0,6,5,12,4,0,577,599,0,3,7,3,0,0,420,437,0,5,4,7,0,0,608,632,10,23,13,45,6,0,3946,4048,6,0,54,437,281,37,290,1105,122,1064,493,1564,331,92,617,4280,1759,4887,1743,4035,274,191,1340,14235,2224,4636,2263,3818,214,287,1309,14756,1368,2775,1988,3337,187,385,1060,11105,828,1530,1438,2680,133,348,867,7822,509,1053,1225,2285,107,357,1832,7375,6810,15946,9206,18161,1531,1700,7318,60667
IARE505007,1114,1840,511,666,46,61,131,4362,1084,1595,622,642,34,90,133,4213,1018,1303,662,676,46,142,179,4019,900,1327,808,704,46,173,696,4653,4920,8501,3133,3696,347,550,1324,22465,0,0,0,0,0,0,71,75,0,0,0,0,0,0,114,114,0,0,0,0,0,0,360,366,0,0,3,0,0,0,305,319,0,0,0,0,0,0,304,307,0,0,3,0,4,0,226,235,6,8,4,9,0,0,332,355,5,21,17,12,4,4,1718,1772,0,0,10,90,67,12,91,277,35,476,108,250,68,24,165,1128,773,1975,411,709,41,53,488,4458,1116,1850,518,678,50,63,442,4723,1089,1599,639,659,37,90,445,4560,1024,1305,672,681,53,138,408,4289,907,1338,817,712,49,175,1037,5026,4946,8556,3178,3779,364,563,3076,24458
IARE505008,2343,4490,2137,3413,225,285,641,13535,1167,2416,1832,3037,189,347,518,9507,639,1328,1244,2505,118,279,490,6602,428,1083,1152,2633,100,381,1391,7165,6224,14072,8815,16740,1619,1640,3954,53058,0,0,0,0,0,0,263,263,0,0,0,4,0,0,315,329,3,9,3,8,0,0,797,812,0,10,3,7,3,0,821,852,0,4,3,7,0,0,709,731,0,3,4,4,0,0,432,438,0,9,6,16,0,3,534,574,11,29,19,46,7,9,3880,3992,0,3,51,533,346,42,420,1394,111,986,592,1583,395,108,530,4300,1541,3799,1836,3254,290,210,1414,12342,2349,4519,2161,3512,239,296,1492,14565,1177,2436,1867,3101,193,353,1249,10374,644,1341,1263,2536,119,283,943,7137,435,1097,1166,2665,101,381,1947,7802,6265,14184,8938,17187,1691,1669,7983,57919
IARE505009,2721,6119,2627,4433,194,360,535,16997,2672,5280,3246,4394,164,592,632,16977,1972,3612,3157,4487,200,606,640,14676,1395,3188,3242,4527,233,828,1900,15315,10467,24484,14499,23846,1633,2720,4359,82009,0,0,0,4,0,0,168,174,0,0,0,7,0,0,225,233,0,5,4,3,0,0,566,575,4,14,3,10,0,0,642,674,6,10,3,14,0,0,663,693,0,6,3,10,0,0,575,604,4,8,13,18,0,3,787,831,15,37,29,69,0,6,3631,3788,3,3,80,724,376,46,292,1524,142,1625,590,1534,290,102,388,4675,1562,4679,1570,3856,193,191,951,12999,2728,6155,2651,4481,209,368,1188,17775,2696,5304,3269,4435,164,599,1304,17769,1985,3628,3171,4520,202,608,1217,15336,1407,3201,3255,4561,233,830,2685,16183,10521,24595,14598,24116,1660,2740,8035,86272
IARE505010,743,1683,951,1837,103,120,199,5635,616,1292,973,1765,84,195,210,5134,431,861,851,1545,66,191,238,4186,477,1157,1132,1731,60,280,897,5734,2697,6552,4674,9620,782,897,1813,27039,0,0,0,0,0,0,95,94,0,0,0,5,0,0,108,118,0,0,0,3,0,0,300,308,0,3,0,0,0,0,339,346,0,0,0,4,0,0,286,296,0,0,0,10,0,0,268,283,0,5,4,5,0,0,293,309,3,6,9,29,5,0,1697,1748,0,0,31,273,185,17,159,670,37,336,206,676,176,36,168,1637,399,1225,566,1890,127,74,467,4747,750,1695,960,1882,110,124,543,6052,619,1304,984,1798,95,195,499,5497,435,872,856,1568,67,197,512,4507,477,1161,1136,1747,62,280,1204,6065,2718,6602,4737,9836,821,920,3548,29184
IARE505011,688,1514,839,1632,106,122,245,5146,272,711,621,1234,71,164,201,3278,150,305,349,893,59,88,155,1998,88,235,265,689,31,94,321,1723,1662,4312,2977,7211,775,613,1230,18781,0,0,0,0,0,0,115,119,0,0,0,0,0,0,109,113,0,0,0,0,0,0,400,403,0,3,0,6,0,0,350,354,0,0,0,10,0,0,247,256,0,0,0,6,0,0,184,191,0,0,3,6,0,0,150,162,0,3,9,23,0,0,1558,1604,0,0,12,202,130,20,171,539,30,243,181,700,199,32,202,1586,436,1317,729,1992,212,95,588,5376,687,1530,857,1685,107,124,603,5592,277,725,631,1259,77,164,464,3594,153,309,354,918,60,89,337,2230,86,246,268,704,31,98,475,1906,1678,4364,3028,7451,825,622,2843,20817
IARE505012,2747,5324,1383,1555,115,159,303,11596,2519,4333,1763,1787,103,296,356,11171,1935,3074,1754,1849,102,375,413,9499,1850,3646,2680,2292,152,609,1539,12762,10980,22440,8814,10043,985,1604,3095,57956,0,0,0,0,0,0,122,125,0,4,0,3,0,0,142,146,0,9,0,0,0,0,399,403,0,7,0,4,0,0,405,424,0,9,3,7,0,0,413,434,0,5,5,3,0,3,390,405,4,9,12,19,0,0,697,750,8,36,28,44,0,9,2574,2692,0,9,53,368,228,31,225,910,147,1528,339,751,184,53,287,3300,1791,4570,855,1494,106,77,649,9541,2757,5346,1402,1576,115,162,722,12086,2532,4347,1781,1801,107,296,782,11654,1944,3095,1769,1862,105,382,813,9968,1858,3661,2696,2320,152,612,2237,13536,11027,22551,8895,10172,1011,1620,5718,60988
IARE505013,422,959,538,1176,64,88,124,3368,480,987,678,1293,67,117,147,3775,455,702,691,1275,41,171,199,3533,390,878,880,1310,62,220,604,4341,1989,4393,3217,6864,516,679,1242,18900,0,0,0,0,0,0,69,69,0,4,0,0,0,0,65,68,0,0,0,6,0,0,196,211,0,0,0,0,0,0,229,236,0,6,3,7,0,0,237,248,0,0,5,8,0,0,247,262,0,6,0,9,0,0,300,318,6,14,9,27,0,0,1344,1407,0,0,11,163,113,8,111,417,19,192,109,451,95,26,99,989,226,692,323,1284,90,44,301,2970,423,967,546,1201,73,95,360,3668,487,1001,700,1321,69,123,395,4099,457,713,709,1294,43,166,453,3829,390,888,884,1323,60,220,908,4679,2002,4451,3285,7047,543,687,2624,20649
IARE505014,5445,8348,1754,1457,99,173,485,17760,4814,7149,1843,1302,72,287,464,15933,3663,5300,2008,1289,99,310,467,13126,3670,6098,2906,1442,125,581,1827,16649,23438,40865,11020,8669,929,1581,4086,90586,0,0,0,0,0,0,253,257,0,11,0,0,0,0,623,637,0,8,7,5,0,0,1750,1769,5,14,4,3,0,0,1091,1109,4,5,3,9,0,0,811,835,7,18,8,8,0,0,711,751,6,35,18,9,0,9,1154,1221,23,91,39,28,0,13,6391,6577,3,9,53,379,225,34,345,1048,414,3432,689,903,181,64,838,6526,5452,10621,1803,1982,158,143,2303,22456,5460,8395,1764,1481,99,169,1579,18964,4841,7181,1863,1330,74,286,1280,16849,3676,5323,2025,1304,100,307,1184,13922,3680,6147,2921,1457,125,593,2990,17910,23532,41109,11119,8838,961,1598,10522,97685
IARE505015,996,2576,2311,5148,261,354,496,12149,866,2014,2390,4802,210,417,518,11207,605,1169,1831,3891,179,397,556,8621,417,1045,1353,3255,124,458,1647,8307,3578,9497,10074,25431,2159,2034,3974,56746,0,0,0,0,0,0,310,313,0,3,0,6,0,0,357,372,0,0,0,14,0,0,1069,1089,0,4,4,11,0,0,1052,1069,4,0,4,19,0,0,906,934,0,0,3,21,0,0,672,699,0,0,9,17,0,6,737,777,9,9,25,91,5,8,5101,5251,4,0,51,715,478,57,486,1798,62,573,466,1970,475,115,554,4214,642,2167,1728,5957,495,248,1500,12742,1005,2602,2349,5286,275,365,1564,13449,875,2028,2422,4912,222,421,1436,12320,609,1184,1848,3947,184,394,1247,9416,420,1056,1372,3294,124,465,2411,9147,3617,9614,10244,26087,2252,2066,9199,63081
IARE505016,277,678,582,1324,66,78,142,3150,180,407,481,1022,46,114,124,2366,133,268,384,781,36,92,110,1800,73,210,251,586,20,80,191,1419,857,2297,2303,6047,421,467,765,13154,0,0,0,4,0,0,58,61,0,0,3,6,0,0,72,78,0,0,0,0,0,0,208,211,0,0,0,5,0,0,206,210,0,0,4,3,0,0,190,202,0,0,0,4,0,0,148,156,0,0,5,8,0,3,127,137,0,0,11,31,0,0,1000,1050,0,0,18,174,96,20,93,402,15,113,95,524,89,30,112,985,180,628,504,1712,91,61,328,3501,282,687,598,1362,67,80,352,3423,179,415,487,1045,47,116,318,2606,133,272,382,797,36,91,253,1967,73,211,261,592,20,84,320,1560,869,2323,2344,6209,446,483,1774,14449
IARE505017,2534,4242,1120,1255,71,118,298,9637,1709,2803,1100,1087,64,173,253,7189,1272,1977,1077,1123,74,191,320,6027,1106,2004,1458,1254,74,328,1743,7972,9451,18002,6427,7295,749,945,3157,46029,0,0,0,0,0,0,112,112,0,5,0,0,0,0,289,294,6,0,6,4,0,0,777,788,0,8,0,0,0,0,524,534,0,6,0,0,0,0,442,449,3,5,0,8,0,0,372,391,3,6,3,6,0,0,604,628,16,36,9,24,0,0,3121,3198,0,0,42,263,151,17,184,657,206,1500,527,775,202,33,451,3687,2638,5522,1144,1642,128,94,1126,12302,2538,4271,1125,1286,79,118,826,10242,1728,2825,1124,1111,66,176,715,7729,1283,1996,1092,1137,74,190,714,6492,1118,2020,1466,1263,76,328,2375,8645,9511,18136,6512,7475,780,960,6391,49757
IARE505018,6357,12166,4183,4689,323,479,1006,29194,4187,7871,3689,3953,244,683,824,21448,2729,5033,3084,3716,212,645,845,16267,2337,5203,4048,4378,259,960,3023,20201,22019,46667,20118,24831,2183,3318,7306,126440,0,0,0,0,0,0,340,343,0,3,0,0,0,0,574,577,6,10,3,9,0,4,2024,2060,7,12,13,20,3,0,1704,1760,5,12,14,12,0,0,1141,1190,8,9,8,19,0,4,866,913,6,17,11,32,0,3,1493,1569,34,67,55,92,7,8,8151,8410,3,14,82,632,338,65,477,1615,403,3009,1106,1960,445,145,936,7998,6021,13475,3976,5708,409,361,3169,33117,6388,12217,4216,4776,329,486,2730,31156,4213,7907,3729,4015,254,693,1988,22800,2745,5059,3121,3771,217,653,1732,17299,2360,5237,4076,4421,261,967,4528,21836,22131,46915,20304,25282,2243,3369,15568,135820
IARE505019,1855,4116,2827,5046,344,410,694,15298,1061,2567,2273,4313,244,485,576,11518,691,1513,1727,3518,154,441,575,8620,502,1235,1275,2684,124,383,1395,7589,5644,14550,11113,23973,2107,2218,4329,63937,0,0,0,3,5,0,307,319,0,0,0,3,0,0,358,367,0,0,3,12,0,0,1072,1092,0,8,5,7,3,0,968,993,0,6,0,13,0,0,902,926,0,4,3,9,0,0,630,652,0,5,9,11,0,6,647,675,7,19,24,64,4,11,4889,5016,0,10,47,700,414,81,498,1753,116,971,604,2081,450,133,643,4994,1426,4187,2433,6062,473,300,1763,16650,1868,4149,2872,5186,353,421,1697,16540,1078,2599,2318,4411,251,498,1505,12648,700,1538,1751,3592,161,449,1245,9433,504,1245,1297,2714,122,389,2065,8344,5691,14693,11323,24746,2216,2268,9418,70357
IARE505020,1644,3931,2344,3985,229,352,601,13087,962,2376,2050,3457,211,423,594,10075,506,1168,1408,2735,163,328,457,6774,312,913,1151,2375,104,370,1241,6469,4577,12822,9300,18689,1658,1858,3761,52671,0,0,0,0,0,0,168,169,0,6,0,0,0,0,245,247,0,0,0,7,0,0,595,605,0,4,3,9,0,0,583,594,0,5,5,8,5,0,527,545,0,5,0,7,0,0,392,404,0,4,0,23,0,0,419,443,0,19,13,55,5,0,2916,3012,5,5,61,543,344,74,339,1366,108,930,557,1559,344,115,463,4076,1052,3521,1750,4169,302,212,1097,12116,1655,3948,2363,4035,232,352,1185,13774,966,2391,2072,3501,213,429,1123,10695,507,1182,1425,2776,166,334,859,7248,318,925,1156,2400,101,369,1676,6958,4604,12902,9384,18993,1713,1888,6749,56235
IARE505021,815,2108,1606,3011,174,261,364,8341,741,1611,1765,2991,150,303,362,7911,417,868,1153,2173,90,216,313,5230,293,622,851,1581,75,237,897,4558,2895,7696,7140,14719,1278,1317,2497,37545,0,0,0,3,0,0,203,209,0,0,0,8,0,0,227,238,0,0,0,8,3,0,617,633,0,4,9,7,0,0,624,645,3,3,4,10,0,0,589,606,4,4,4,12,0,0,388,412,0,0,4,11,0,3,318,339,5,19,20,57,8,5,2968,3077,0,3,31,385,287,43,295,1048,53,517,380,1176,271,77,379,2861,582,1979,1372,3560,270,177,955,8897,823,2118,1622,3086,181,265,993,9088,744,1621,1783,3026,153,309,953,8597,422,878,1160,2200,88,221,715,5687,296,630,860,1599,78,244,1222,4919,2923,7753,7225,15026,1334,1331,5509,41100
IARE506001,55,148,121,474,28,18,31,880,26,89,105,317,14,16,25,595,21,43,60,193,3,9,27,367,13,10,12,33,0,0,22,91,198,570,427,1650,117,71,160,3195,0,0,0,0,0,0,46,46,0,0,0,0,0,0,149,149,0,0,0,0,0,0,628,630,0,0,0,0,0,0,532,532,0,0,0,0,0,0,404,402,0,0,0,3,0,0,276,287,0,0,0,0,0,0,48,46,0,3,3,8,0,0,2083,2097,0,0,0,19,16,0,65,98,3,36,14,125,31,9,158,386,74,246,126,567,47,21,681,1761,55,151,131,514,42,22,582,1503,26,92,110,338,17,21,434,1042,24,45,65,218,8,9,305,672,9,11,17,33,0,0,72,147,205,583,462,1807,160,87,2296,5602
IARE506002,78,240,164,582,27,26,36,1151,48,118,127,363,13,21,49,747,35,67,93,248,8,19,42,517,14,31,16,119,0,14,48,249,264,818,570,2028,120,98,260,4155,0,0,0,0,0,0,61,64,0,0,0,0,0,0,103,103,0,0,0,7,0,0,342,348,0,0,0,4,0,0,329,336,0,0,0,5,0,0,239,243,0,0,0,0,0,0,184,183,0,0,0,0,0,0,64,64,0,4,0,7,0,0,1317,1334,0,0,4,21,19,0,81,128,0,47,15,132,28,10,129,362,90,319,153,628,36,13,382,1619,76,244,178,631,31,26,377,1560,53,124,132,384,15,23,294,1026,38,71,95,261,12,15,230,724,14,35,26,119,0,16,118,331,273,837,600,2181,145,108,1616,5753
IARE506003,214,487,330,830,46,44,67,2023,127,268,240,585,31,47,63,1357,41,98,133,311,17,25,40,672,13,30,32,82,5,12,25,195,611,1460,973,2874,238,163,291,6608,0,0,0,0,0,0,112,115,0,0,0,0,0,0,163,165,0,0,0,0,0,0,483,490,0,0,3,7,0,0,500,508,0,0,0,7,0,0,330,336,0,0,0,0,0,0,202,205,0,0,0,0,0,0,69,69,0,0,3,14,5,0,1868,1887,0,0,3,47,57,10,139,255,13,62,30,214,52,4,182,560,200,512,214,918,65,24,572,2508,218,498,337,914,49,49,570,2639,133,271,246,626,30,49,405,1769,43,105,138,322,20,31,248,907,13,29,33,86,5,12,100,278,623,1485,1010,3135,278,177,2212,8921
IARE506004,125,371,257,698,37,37,54,1583,68,146,165,445,16,33,48,922,53,82,124,324,3,22,42,654,13,23,31,96,0,8,32,199,382,1059,791,2440,165,151,281,5271,0,0,0,0,0,0,108,108,0,0,0,0,0,0,141,139,0,0,0,5,0,0,452,458,0,0,3,3,0,0,394,402,0,0,0,0,0,0,316,323,0,0,0,3,0,0,251,256,0,0,0,0,0,0,85,84,0,0,3,12,0,0,1742,1763,0,0,0,34,35,3,139,221,7,58,19,164,46,12,173,483,115,398,218,864,70,38,553,2261,127,378,283,800,54,41,479,2165,71,155,182,507,23,40,401,1379,63,97,134,357,8,28,318,1009,15,29,42,104,3,7,137,335,399,1112,879,2837,250,168,2199,7840
IARE506005,37,102,70,251,7,8,30,507,21,59,62,182,7,4,13,354,11,28,47,108,7,5,11,208,4,5,5,34,0,3,16,72,98,290,226,827,55,31,98,1621,0,0,0,0,0,0,40,40,0,0,0,0,0,0,47,47,0,0,0,3,0,0,214,222,0,0,0,0,0,0,204,203,0,0,0,0,0,0,141,140,0,0,0,0,0,0,117,117,0,0,0,0,0,0,39,39,0,0,0,10,0,0,791,803,0,0,0,9,10,0,47,68,0,9,3,48,22,0,48,133,26,83,42,241,19,5,240,659,37,105,73,279,11,9,236,746,21,62,64,199,9,4,164,532,11,29,47,120,9,7,132,351,4,5,9,37,0,4,62,128,98,295,239,932,80,36,926,2611
