IARE_CODE_2021,Tot_20_24_PD_GD_GCL_M,Tot_20_24_BDL_M,Tot_20_24_ADip_DipL_M,Tot_20_24_Ct_III_IV_M,Tot_20_24_Ct_I_II_M,Tot_20_24_CL_nfd_M,Tot_20_24_LoE_NS_M,Tot_20_24_Tot_M,Tot_25_34_PD_GD_GCL_M,Tot_25_34_BDL_M,Tot_25_34_ADip_DipL_M,Tot_25_34_Ct_III_IV_M,Tot_25_34_Ct_I_II_M,Tot_25_34_CL_nfd_M,Tot_25_34_LoE_NS_M,Tot_25_34_Tot_M,Tot_35_44_PD_GD_GCL_M,Tot_35_44_BDL_M,Tot_35_44_ADip_DipL_M,Tot_35_44_Ct_III_IV_M,Tot_35_44_Ct_I_II_M,Tot_35_44_CL_nfd_M,Tot_35_44_LoE_NS_M,Tot_35_44_Tot_M,Tot_45_54_PD_GD_GCL_M,Tot_45_54_BDL_M,Tot_45_54_ADip_DipL_M,Tot_45_54_Ct_III_IV_M,Tot_45_54_Ct_I_II_M,Tot_45_54_CL_nfd_M,Tot_45_54_LoE_NS_M,Tot_45_54_Tot_M,Tot_55_64_PD_GD_GCL_M,Tot_55_64_BDL_M,Tot_55_64_ADip_DipL_M,Tot_55_64_Ct_III_IV_M,Tot_55_64_Ct_I_II_M,Tot_55_64_CL_nfd_M,Tot_55_64_LoE_NS_M,Tot_55_64_Tot_M,Tot_65ov_PtgdDe_GdDp_GdCt_M,Tot_65ov_BDL_M,Tot_65ov_ADip_DipL_M,Tot_65ov_Ct_III_IV_M,Tot_65ov_Ct_I_II_M,Tot_65ov_CL_nfd_M,Tot_65ov_LoE_NS_M,Tot_65ov_Tot_M,Tot_Tot_PD_GD_GCL_M,Tot_Tot_BDL_M,Tot_Tot_ADip_DipL_M,Tot_Tot_Ct_III_IV_M,Tot_Tot_Ct_I_II_M,Tot_tot_CL_nfd_M,Tot_Tot_LoE_NS_M,Tot_Tot_Tot_M,Ind_15_19_PD_GD_GCL_F,Ind_15_19_BDL_F,Ind_15_19_ADip_DipL_F,Ind_15_19_Ct_III_IV_F,Ind_15_19_Ct_I_II_F,Ind_15_19_CL_nfd_F,Ind_15_19_LoE_NS_F,Ind_15_19_Tot_F,Ind_20_24_PD_GD_GCL_F,Ind_20_24_BDL_F,Ind_20_24_ADip_DipL_F,Ind_20_24_Ct_III_IV_F,Ind_20_24_Ct_I_II_F,Ind_20_24_CL_nfd_F,Ind_20_24_LoE_NS_F,Ind_20_24_Tot_F,Ind_25_34_PD_GD_GCL_F,Ind_25_34_BDL_F,Ind_25_34_ADip_DipL_F,Ind_25_34_Ct_III_IV_F,Ind_25_34_Ct_I_II_F,Ind_25_34_CL_nfd_F,Ind_25_34_LoE_NS_F,Ind_25_34_Tot_F,Ind_35_44_PD_GD_GCL_F,Ind_35_44_BDL_F,Ind_35_44_ADip_DipL_F,Ind_35_44_Ct_III_IV_F,Ind_35_44_Ct_I_II_F,Ind_35_44_CL_nfd_F,Ind_35_44_LoE_NS_F,Ind_35_44_Tot_F,Ind_45_54_PD_GD_GCL_F,Ind_45_54_BDL_F,Ind_45_54_ADip_DipL_F,Ind_45_54_Ct_III_IV_F,Ind_45_54_Ct_I_II_F,Ind_45_54_CL_nfd_F,Ind_45_54_LoE_NS_F,Ind_45_54_Tot_F,Ind_55_64_PD_GD_GCL_F,Ind_55_64_BDL_F,Ind_55_64_ADip_DipL_F,Ind_55_64_Ct_III_IV_F,Ind_55_64_Ct_I_II_F,Ind_55_64_CL_nfd_F,Ind_55_64_LoE_NS_F,Ind_55_64_Tot_F,Ind_65ov_PtgdDe_GdDp_GdCt_F,Ind_65ov_BDL_F,Ind_65ov_ADip_DipL_F,Ind_65ov_Ct_III_IV_F,Ind_65ov_Ct_I_II_F,Ind_65ov_CL_nfd_F,Ind_65ov_LoE_NS_F,Ind_65ov_Tot_F,Ind_Tot_PD_GD_GCL_F,Ind_Tot_BDL_F,Ind_Tot_ADip_DipL_F,Ind_Tot_Ct_III_IV_F,Ind_Tot_Ct_I_II_F,Ind_tot_CL_nfd_F,Ind_Tot_LoE_NS_F,Ind_Tot_Tot_F,NonI_15_19_PD_GD_GCL_F,NonI_15_19_BDL_F,NonI_15_19_ADip_DipL_F,NonI_15_19_Ct_III_IV_F,NonI_15_19_Ct_I_II_F,NonI_15_19_CL_nfd_F,NonI_15_19_LoE_NS_F,NonI_15_19_Tot_F,NonI_20_24_PD_GD_GCL_F,NonI_20_24_BDL_F,NonI_20_24_ADip_DipL_F,NonI_20_24_Ct_III_IV_F,NonI_20_24_Ct_I_II_F,NonI_20_24_CL_nfd_F,NonI_20_24_LoE_NS_F,NonI_20_24_Tot_F,NonI_25_34_PD_GD_GCL_F,NonI_25_34_BDL_F,NonI_25_34_ADip_DipL_F,NonI_25_34_Ct_III_IV_F,NonI_25_34_Ct_I_II_F,NonI_25_34_CL_nfd_F,NonI_25_34_LoE_NS_F,NonI_25_34_Tot_F,NonI_35_44_PD_GD_GCL_F,NonI_35_44_BDL_F,NonI_35_44_ADip_DipL_F,NonI_35_44_Ct_III_IV_F,NonI_35_44_Ct_I_II_F,NonI_35_44_CL_nfd_F,NonI_35_44_LoE_NS_F,NonI_35_44_Tot_F,NonI_45_54_PD_GD_GCL_F,NonI_45_54_BDL_F,NonI_45_54_ADip_DipL_F,NonI_45_54_Ct_III_IV_F,NonI_45_54_Ct_I_II_F,NonI_45_54_CL_nfd_F,NonI_45_54_LoE_NS_F,NonI_45_54_Tot_F,NonI_55_64_PD_GD_GCL_F,NonI_55_64_BDL_F,NonI_55_64_ADip_DipL_F,NonI_55_64_Ct_III_IV_F,NonI_55_64_Ct_I_II_F,NonI_55_64_CL_nfd_F,NonI_55_64_LoE_NS_F,NonI_55_64_Tot_F,NonI_65ov_PtgdDe_GdDp_GdCt_F,NonI_65ov_BDL_F,NonI_65ov_ADip_DipL_F,NonI_65ov_Ct_III_IV_F,NonI_65ov_Ct_I_II_F,NonI_65ov_CL_nfd_F,NonI_65ov_LoE_NS_F,NonI_65ov_Tot_F,NonI_Tot_PD_GD_GCL_F,NonI_Tot_BDL_F,NonI_Tot_ADip_DipL_F,NonI_Tot_Ct_III_IV_F,NonI_Tot_Ct_I_II_F,NonI_tot_CL_nfd_F,NonI_Tot_LoE_NS_F,NonI_Tot_Tot_F,IS_NS_15_19_PD_GD_GCL_F,IS_NS_15_19_BDL_F,IS_NS_15_19_ADip_DipL_F,IS_NS_15_19_Ct_III_IV_F,IS_NS_15_19_Ct_I_II_F,IS_NS_15_19_CL_nfd_F,IS_NS_15_19_LoE_NS_F,IS_NS_15_19_Tot_F,IS_NS_20_24_PD_GD_GCL_F,IS_NS_20_24_BDL_F,IS_NS_20_24_ADip_DipL_F,IS_NS_20_24_Ct_III_IV_F,IS_NS_20_24_Ct_I_II_F,IS_NS_20_24_CL_nfd_F,IS_NS_20_24_LoE_NS_F,IS_NS_20_24_Tot_F
IARE507010,0,12,5,116,28,0,39,195,14,83,41,278,24,14,96,547,47,113,74,314,13,18,125,695,57,147,82,377,10,21,185,879,71,161,132,458,19,37,172,1038,116,222,198,501,10,47,349,1435,296,732,520,2091,132,142,1033,4947,0,0,0,4,0,0,7,10,0,0,0,3,4,0,0,7,0,0,6,7,3,0,0,15,0,4,3,17,0,0,4,21,0,0,0,6,4,0,3,19,0,0,3,5,0,0,0,13,0,4,0,0,0,0,7,16,0,11,12,45,12,3,20,101,0,0,3,31,40,3,19,98,3,27,14,81,30,9,3,162,57,166,79,183,37,11,27,558,99,231,129,197,36,22,36,749,107,220,168,224,34,34,43,825,100,242,212,220,29,61,69,924,100,267,273,155,29,58,247,1124,463,1152,874,1090,220,193,450,4448,0,0,0,0,0,0,49,49,0,0,0,0,0,0,25,31
IARE507011,0,16,5,90,14,4,52,182,10,66,45,317,9,14,131,591,18,70,66,339,8,10,127,635,18,85,98,447,9,19,204,872,32,72,101,471,7,26,195,902,28,88,148,545,8,37,304,1171,105,393,473,2228,78,113,1075,4464,0,0,0,0,0,0,3,5,0,0,0,0,5,0,0,6,0,0,0,11,4,0,0,16,0,0,0,0,0,0,3,16,0,0,5,12,0,0,10,16,0,0,0,4,3,0,5,15,0,0,0,0,0,0,3,8,0,4,13,24,14,0,21,86,0,0,0,29,22,3,25,84,0,27,20,53,22,7,11,138,52,166,81,168,26,10,30,536,52,201,112,173,13,19,37,606,53,176,145,183,11,43,47,650,53,131,180,161,29,43,62,640,39,109,157,125,22,50,193,701,249,814,699,888,148,171,397,3357,0,0,0,0,0,0,31,31,0,0,0,0,0,0,21,22
IARE507012,0,8,4,111,25,5,34,194,12,35,29,336,18,9,94,526,14,33,56,355,14,14,134,614,18,51,80,350,8,12,130,650,18,46,61,406,9,14,135,689,32,77,106,440,4,37,258,952,94,253,339,2016,106,92,824,3731,0,0,0,5,0,0,3,10,0,0,0,8,3,0,0,12,0,0,4,13,3,0,0,23,0,0,3,0,0,0,0,12,0,0,3,0,0,0,5,17,0,3,6,4,0,0,5,16,0,0,0,4,0,0,4,5,5,8,8,32,14,6,17,88,0,0,7,47,26,3,17,92,5,16,12,89,32,6,10,168,26,110,77,250,28,15,35,534,46,144,118,251,25,22,37,641,38,109,111,210,19,34,43,567,31,65,107,177,24,32,43,483,29,98,140,89,28,47,254,684,171,545,572,1106,176,159,437,3168,0,0,0,0,0,0,45,49,0,0,0,0,0,0,18,18
IARE507013,0,16,8,95,25,4,46,189,13,78,27,256,10,4,109,499,12,76,43,205,9,5,128,477,19,60,64,197,8,10,114,475,19,61,52,230,13,16,114,505,18,54,78,247,7,21,232,657,90,332,270,1260,86,63,806,2909,0,0,0,3,3,0,4,9,0,0,0,4,4,0,0,10,0,0,0,6,0,4,0,10,0,0,0,3,0,0,3,9,0,0,0,8,4,0,3,19,0,5,0,3,0,0,3,12,0,3,0,0,0,0,8,6,0,11,4,27,12,3,21,75,0,0,0,25,13,5,13,48,6,43,13,60,27,5,14,166,33,142,59,132,25,10,21,426,35,147,73,136,17,22,18,449,51,99,76,101,17,15,27,396,38,107,101,127,18,13,37,439,28,84,101,79,12,27,185,509,183,626,429,662,123,99,316,2432,0,0,0,0,0,0,34,34,0,0,0,0,0,0,30,35
IARE507014,0,11,0,42,10,0,32,94,3,18,15,115,14,0,54,225,14,32,26,84,4,6,54,221,16,23,16,113,6,7,61,232,17,21,26,127,3,8,64,270,13,29,26,125,0,18,103,321,67,135,105,621,49,45,393,1414,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,9,0,0,0,6,4,0,4,12,0,0,4,3,4,0,0,10,0,0,0,6,0,0,0,10,0,0,5,4,6,0,8,18,0,0,0,0,0,0,4,9,0,6,7,23,7,0,19,62,0,0,0,6,10,0,4,22,4,10,12,28,18,0,5,78,17,41,23,56,10,4,13,167,37,52,38,65,10,10,12,208,16,45,35,72,9,12,18,208,18,32,56,42,11,5,18,186,16,42,43,42,6,13,81,240,103,223,204,317,73,44,144,1118,0,0,0,0,0,0,15,15,0,0,0,0,0,0,20,20
IARE507015,0,48,41,488,114,19,123,829,80,342,209,1499,73,31,344,2580,170,536,373,1703,53,68,471,3372,199,547,424,1670,34,77,568,3520,174,433,412,1646,27,75,465,3225,255,543,573,1623,26,151,855,4020,883,2442,2031,8751,435,427,3004,17980,0,0,0,14,5,0,6,16,0,0,0,18,5,0,3,31,0,7,16,37,6,0,6,69,5,11,10,23,4,5,8,62,0,9,4,21,0,3,9,48,3,6,8,15,3,3,6,42,4,4,10,3,0,0,8,28,11,36,44,126,32,14,35,300,3,0,18,225,113,17,43,422,14,85,66,397,116,27,25,732,192,792,391,986,132,70,92,2647,381,1164,593,1046,122,116,155,3573,300,966,606,925,114,174,135,3209,300,642,642,718,83,144,204,2732,252,650,691,402,73,176,653,2880,1441,4298,3009,4696,744,722,1304,16209,0,0,0,4,0,0,90,97,0,0,0,0,0,0,84,86
IARE508001,0,8,3,15,5,0,22,58,10,23,11,38,0,0,55,140,4,13,8,28,3,0,44,109,9,3,6,49,0,0,47,117,7,10,6,56,0,0,57,135,9,9,13,42,0,0,51,121,34,58,49,241,12,9,304,709,0,0,0,0,0,0,7,8,0,0,0,4,5,0,5,10,0,3,0,11,7,0,7,31,6,0,7,11,6,0,5,33,0,0,4,14,5,0,5,28,3,0,0,6,0,3,4,18,0,0,0,0,0,0,7,14,8,5,21,44,20,4,40,146,0,0,0,0,0,0,4,6,0,20,0,0,6,0,0,30,10,42,11,17,3,0,0,88,14,24,5,8,0,0,0,54,9,12,11,11,0,3,3,55,6,15,11,14,0,4,5,54,8,10,16,7,0,4,9,45,47,123,56,58,12,12,19,321,0,0,0,0,0,0,22,22,0,0,0,0,0,0,31,33
IARE508003,0,0,0,3,0,0,6,4,0,0,0,11,0,0,0,20,0,0,0,14,0,7,3,25,0,0,0,11,0,3,5,21,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,4,5,7,6,43,3,7,20,92,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,4,17,0,0,4,4,5,11,4,19,0,0,0,0,3,8,0,13,0,0,0,3,0,0,0,9,0,0,0,0,0,0,5,5,0,3,4,25,8,18,10,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IARE508005,0,0,0,4,0,4,8,17,4,9,3,29,3,3,13,62,3,3,8,20,0,5,13,45,5,10,0,11,3,0,9,39,4,0,0,17,0,0,18,34,0,0,0,3,0,0,3,11,12,21,11,74,4,12,83,229,0,0,0,0,0,0,5,5,0,0,0,0,0,0,9,7,0,0,3,4,4,0,4,16,0,0,0,13,4,0,4,26,0,3,5,4,4,0,5,22,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,7,27,11,9,31,97,0,0,0,3,0,0,0,3,0,10,0,5,0,0,0,16,11,29,3,4,0,0,4,50,11,7,4,4,0,0,0,34,3,3,0,3,0,0,3,19,12,6,4,0,4,3,0,19,0,0,4,0,0,0,0,5,38,59,13,18,3,3,9,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
IARE508006,0,0,4,9,0,0,8,19,0,7,3,16,0,0,29,57,4,3,3,21,0,0,20,46,0,5,3,16,0,0,18,40,0,5,4,9,0,0,19,32,3,0,0,6,0,0,10,20,8,12,10,77,10,4,123,245,0,0,0,0,3,0,9,10,0,0,0,5,0,0,6,13,0,0,0,7,5,0,10,21,0,0,0,3,4,0,11,19,0,0,0,4,4,0,9,16,0,0,0,0,3,0,4,4,0,0,0,0,0,0,7,7,0,0,0,19,15,0,57,92,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14,3,13,0,8,0,0,0,26,8,4,3,3,0,0,0,16,0,6,0,3,0,0,0,12,0,0,5,5,0,0,0,14,0,0,3,0,0,0,0,3,11,37,14,15,0,0,5,84,0,0,0,0,0,0,7,7,0,0,0,0,0,0,3,3
IARE594994,0,12,10,43,11,4,135,204,23,81,37,131,8,4,402,676,17,53,33,132,10,3,529,786,17,28,21,113,6,7,525,712,16,24,25,114,0,9,343,533,11,27,28,115,0,7,218,411,89,227,143,662,39,26,2194,3376,0,0,0,0,0,0,20,23,0,0,3,6,0,0,32,36,0,0,0,4,0,0,96,105,0,4,0,0,0,0,120,133,0,0,0,3,0,0,98,102,0,0,3,0,0,0,51,56,0,0,0,0,0,0,36,38,3,3,4,15,6,0,460,495,0,0,0,3,4,0,20,34,0,40,7,24,12,0,26,108,53,141,45,57,16,0,74,384,27,70,43,66,4,8,95,317,16,32,28,43,4,5,75,200,21,34,45,46,4,19,47,213,16,13,20,25,0,8,49,132,134,333,182,268,45,38,392,1385,0,0,0,0,0,0,13,13,0,0,0,0,0,0,48,48
IARE597997,0,4,0,7,0,0,10,18,0,9,5,27,0,6,40,82,0,10,6,39,0,4,74,135,3,10,3,15,0,0,47,83,0,6,0,7,0,3,20,47,0,0,3,0,0,0,3,7,7,36,24,100,3,8,210,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,4,3,0,0,0,10,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
