LGA_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
LGA57770,0,0,20,0,0,0,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,7,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,17,6,6,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,7,18,26,24,8,5,8,6,16,125,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,0,0,5,0,0,0,3,0,0,0,10,0,0,0,0,0,0,8,6,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,0,0,0,0,22,0,0
LGA57840,368,24,1182,0,0,5,12,11,68,56,30,27,15,34,4,256,0,0,0,0,5,28,149,106,96,95,116,5,606,0,0,0,0,0,9,10,14,16,24,19,8,94,0,0,7,4,9,80,137,89,42,78,79,12,523,0,9,11,28,32,76,74,31,22,22,28,8,336,0,0,0,6,0,12,13,5,4,3,8,9,58,0,0,0,0,0,0,0,6,0,8,11,0,21,79,27,31,90,193,279,227,64,40,42,50,32,1144,0,0,0,0,0,0,4,0,0,0,0,386,399,80,29,45,151,250,569,759,540,447,570,709,480,4626,0,0,0,5,0,5,40,60,67,163,410,44,794,0,0,0,3,5,9,25,13,19,30,44,15,161,4,0,0,0,0,18,93,131,161,222,569,60,1266,0,0,0,0,0,6,21,10,15,36,61,9,154,5,0,0,0,11,67,168,139,50,224,239,44,957,5,0
LGA57910,1145,66,5634,3,0,3,39,106,341,339,144,65,51,76,21,1194,6,0,6,15,19,269,944,602,412,389,364,39,3068,0,0,0,0,11,42,67,74,60,97,80,31,461,0,0,8,39,91,445,632,315,142,214,194,28,2113,4,14,76,189,204,386,327,108,61,45,68,26,1511,3,0,4,10,16,48,51,30,5,11,10,7,201,0,0,0,0,0,9,21,27,19,23,27,20,145,300,126,117,750,1571,1577,957,247,97,83,111,246,6180,5,0,0,15,19,23,18,8,4,8,3,1708,1812,325,147,218,1079,2047,3163,3988,2722,1946,2413,2077,2192,22316,3,0,4,9,12,48,325,423,471,828,1436,283,3842,0,0,7,17,36,163,254,162,92,95,137,79,1047,3,3,3,11,27,239,1137,1019,1100,1289,1978,390,7212,4,0,0,3,9,34,118,128,140,223,297,71,1024,15,9,18,66,112,677,1205,796,257,753,747,243,4892,13,9
LGA57980,177,8,491,0,0,0,0,8,13,20,14,13,13,20,0,105,0,0,0,0,0,11,39,45,28,36,67,3,225,0,0,0,0,0,0,0,6,0,3,7,0,22,0,0,0,0,0,22,44,37,12,49,43,4,212,4,0,3,10,7,29,50,18,10,11,11,0,166,0,3,0,0,0,5,0,0,0,3,0,0,13,0,0,0,0,0,0,3,0,0,4,6,0,19,17,7,6,31,56,102,91,33,26,29,39,4,443,0,0,0,0,0,0,0,0,0,0,0,146,155,18,11,12,50,80,184,280,216,185,267,368,171,1848,0,0,0,0,0,0,5,25,20,38,160,23,268,0,0,0,0,0,5,12,0,7,13,22,8,74,0,0,0,0,0,0,39,36,55,87,255,27,495,0,0,0,0,0,0,3,4,12,15,36,5,73,0,0,0,3,4,22,50,62,14,127,116,15,422,0,0
LGA58050,261,56,3118,0,0,3,25,35,127,149,60,20,21,8,6,462,0,0,0,4,10,128,634,398,222,155,105,21,1693,0,0,0,8,3,17,75,68,30,39,25,15,278,4,3,0,37,50,322,498,215,57,82,55,41,1366,4,11,32,99,104,215,132,35,11,14,7,16,681,0,0,3,8,12,26,38,15,4,6,3,7,125,0,0,0,0,0,6,20,23,18,16,4,17,101,167,56,60,467,932,617,327,75,20,15,22,113,2855,0,0,0,6,18,13,18,0,0,6,0,935,1002,191,71,99,656,1176,1519,2402,1763,1045,1033,500,1228,11682,5,0,3,0,10,45,393,650,570,795,564,254,3285,0,0,0,11,23,88,180,110,65,48,32,49,618,0,8,7,8,19,211,1230,1021,811,666,464,320,4753,0,0,0,0,5,29,161,152,118,127,91,32,718,10,3,5,46,80,632,1395,703,244,342,190,168,3810,6,0
LGA58190,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,3,0,0,4,6,36,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0
LGA58260,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,5,11,15,17,4,4,3,5,9,70,0,0,0,0,0,0,4,0,0,7,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,12,0,0
LGA58330,10,3,94,0,0,0,0,9,8,10,5,3,0,0,0,36,0,0,0,5,0,12,27,10,10,0,3,5,74,0,0,0,0,0,0,4,0,3,3,0,0,15,0,0,0,3,3,17,33,13,3,10,5,0,89,0,0,0,12,6,19,11,3,0,0,0,0,47,0,0,0,0,0,4,5,5,0,0,0,0,16,0,0,0,0,0,4,0,0,0,0,0,3,9,16,8,6,40,82,54,32,4,6,0,0,11,256,0,0,0,0,0,0,0,0,0,0,0,75,84,17,8,6,66,104,127,140,51,49,40,34,92,727,0,0,0,0,0,0,9,11,13,12,7,9,67,0,0,0,0,0,3,5,3,0,3,0,0,15,0,0,0,0,3,0,16,15,14,11,9,7,84,0,0,0,0,0,4,0,6,3,0,3,0,16,0,0,0,0,0,9,27,16,8,3,7,6,72,0,0
LGA58400,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,3,8,19,0,3,0,0,10,48,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,260,15,1182,0,0,0,11,16,68,73,20,11,12,8,0,221,0,0,0,6,0,54,181,96,73,88,56,0,553,0,0,0,7,0,14,20,12,12,20,21,3,117,0,0,0,15,26,98,115,92,22,54,27,3,465,4,0,15,40,34,62,44,10,3,7,4,5,228,0,3,0,3,3,3,13,4,0,6,0,3,39,0,0,0,0,0,0,5,3,3,5,0,6,33,56,22,19,90,179,173,86,29,6,10,8,21,699,0,0,0,0,4,0,0,0,0,0,0,320,330,63,27,33,173,274,497,657,490,372,504,389,377,3859,0,0,0,0,0,3,57,55,58,122,181,35,509,0,0,5,3,4,27,31,15,11,13,16,5,133,0,0,0,5,0,52,144,116,146,164,194,39,853,0,0,0,0,0,4,18,28,22,42,28,3,145,0,0,6,11,12,94,184,156,34,106,56,26,681,0,0
LGA58540,3,0,23,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,3,0,3,4,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,9,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,15,15,12,15,11,5,9,9,13,110,0,0,0,0,0,0,0,6,3,4,6,7,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,15,4,3,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,11,4,0,4,0,0,25,0,0
LGA58570,496,17,1435,4,0,5,12,24,49,43,19,13,10,14,3,197,0,0,0,0,5,31,153,110,88,78,113,3,585,0,0,0,6,0,12,11,6,5,18,28,0,75,0,0,5,8,14,51,97,76,25,66,48,13,400,0,4,9,29,22,46,37,13,6,17,12,6,203,0,0,0,4,0,5,3,3,0,3,3,0,21,0,0,0,0,0,0,0,3,0,3,14,6,27,41,17,12,77,136,111,66,29,13,15,15,28,551,0,0,0,0,0,0,0,0,0,0,0,316,322,50,18,24,135,206,319,522,488,348,585,737,390,3829,0,0,0,0,0,7,20,35,61,111,244,34,517,0,0,0,0,5,16,17,19,11,17,34,3,131,0,0,0,0,3,27,86,118,158,204,425,45,1068,0,0,0,0,0,0,18,13,23,43,72,10,184,5,0,0,9,3,36,102,116,41,138,124,21,586,0,0
LGA58610,3,0,45,0,0,0,0,0,5,3,6,0,0,0,0,14,0,0,0,0,0,5,11,10,4,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,3,0,0,0,0,0,18,0,0,0,3,4,8,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,13,28,20,10,0,0,0,0,9,82,0,0,0,0,0,4,0,0,0,0,0,29,25,0,0,4,18,39,50,45,37,6,9,5,37,255,0,0,0,0,0,0,7,3,3,4,4,4,30,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,18,9,4,0,3,8,50,0,0,0,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,3,5,3,0,0,0,0,16,0,0
LGA58680,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,10,11,9,11,0,6,3,7,11,72,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,16,0,0
LGA58760,405,75,4049,4,0,6,16,38,167,197,88,35,23,20,17,622,3,0,3,16,9,175,807,522,352,175,112,44,2211,0,0,0,3,8,26,72,91,62,74,50,9,397,0,0,9,36,80,436,610,278,77,120,55,39,1732,9,19,42,148,137,283,162,58,24,17,22,27,936,0,0,11,8,24,31,45,21,3,13,11,8,171,0,0,0,5,3,7,25,30,27,13,17,14,140,240,88,120,652,1332,1052,492,101,25,32,36,194,4358,0,0,0,6,15,18,10,12,0,0,0,1203,1267,262,114,183,893,1646,2252,3056,2302,1495,1339,725,1625,15896,0,0,3,4,7,64,475,868,849,1239,896,371,4784,0,4,0,11,36,159,345,157,89,88,52,82,1027,4,0,9,15,28,288,1873,1647,1453,1166,857,466,7790,0,0,0,6,6,39,247,236,215,199,139,83,1177,14,3,19,77,119,747,1775,1083,345,585,316,288,5362,3,16
LGA58820,14,3,60,0,0,0,0,0,10,0,0,3,0,0,0,14,0,0,0,0,0,6,18,14,16,0,0,0,53,0,0,0,0,0,0,0,0,3,7,0,0,13,0,0,0,0,0,7,15,15,7,3,0,3,49,0,0,0,10,5,3,6,0,0,0,0,6,26,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,5,4,6,35,61,44,22,0,0,4,0,12,195,0,0,0,0,0,0,0,0,0,0,0,44,43,11,4,6,50,60,84,83,39,34,22,20,67,481,0,0,0,0,0,0,7,6,11,14,11,9,51,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,3,0,25,16,26,16,15,21,119,0,0,0,0,0,0,0,4,5,3,4,0,17,0,0,0,0,0,13,24,23,10,13,7,14,98,0,0
LGA58890,6,0,34,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,4,4,8,7,5,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,8,3,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,16,16,24,30,11,3,7,9,5,120,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,9,5,8,4,3,6,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0
LGA59030,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,4,8,4,0,3,3,33,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
LGA59100,0,0,21,0,0,0,0,6,0,6,0,0,0,0,0,6,0,0,0,0,0,3,10,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,12,6,9,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,10,10,0,3,0,3,18,11,29,9,3,5,8,15,104,0,0,0,0,0,0,3,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,6,9,0,0,0,0,0,16,0,0
LGA59170,4,4,48,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,11,9,5,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,7,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,5,8,13,25,28,17,12,17,5,13,139,0,0,0,0,0,0,0,4,0,9,0,5,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,12,5,5,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,6,0,0,0,0,0,14,0,0
LGA59250,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,6,5,0,0,4,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0
LGA59310,3,0,47,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,10,4,5,0,3,3,0,24,0,0,0,0,4,0,3,0,0,0,0,4,13,0,0,0,0,0,8,0,0,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,16,7,3,0,0,0,0,4,42,0,0,0,0,0,0,0,0,0,0,0,11,7,0,3,0,15,16,24,32,21,12,11,7,16,168,0,0,0,0,0,0,0,3,5,6,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,20,8,6,6,9,8,56,0,0,0,0,0,0,0,0,3,0,0,3,14,0,0,0,0,0,6,17,3,0,0,0,0,33,0,0
LGA59320,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,6,4,14,5,4,6,0,5,51,0,0,0,0,0,0,3,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0
LGA59330,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,5,9,8,10,5,5,3,0,9,61,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,7,0,0
