LGA_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
LGA52380,0,0,4,9,5,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,3,0,0,4,5,3,0,10,7,0,0,0,4,0,0,0,4,3,3,13,0,0,0,0,3,0,0,0,3,7,4,14,0,0,0,0,5,0,0,0,5,8,4,10,0,0,0,0,0,0,0,0,0,0,0,7,23,9,5,0,39,6,3,6,38,24,25,95,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,13,0,0,0,14,0,0,0,14,0,3,17,4,5,0,0,8,0,0,0,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
LGA52450,34,0,6,42,32,0,0,0,39,0,0,0,39,4,3,42,38,6,0,0,37,0,0,0,37,3,3,49,30,9,0,0,42,0,0,4,38,4,3,50,22,6,0,0,32,0,0,0,30,6,3,39,32,0,0,0,38,0,4,5,40,4,5,51,33,4,0,0,37,3,0,3,43,15,3,61,23,5,6,0,34,3,0,3,31,9,3,48,15,4,0,0,19,0,0,0,19,18,8,47,6,5,0,0,9,0,0,0,9,20,4,32,0,0,0,0,0,0,0,0,0,29,9,44,301,48,13,9,373,15,11,21,394,209,60,661,12,16,0,0,26,6,3,7,33,41,0,78,22,0,0,0,28,0,0,0,24,0,0,26,38,0,0,0,40,5,0,5,41,0,4,42,33,0,0,0,36,6,0,6,38,0,0,41,28,0,0,0,32,0,0,0,31,0,6,33,27,0,0,0
LGA52520,56,0,12,68,39,0,0,0,42,0,0,0,42,0,5,47,53,4,0,0,50,0,0,0,50,4,9,64,32,0,5,0,37,3,0,3,42,4,5,51,31,0,0,0,31,0,0,0,32,6,5,36,37,3,0,0,47,0,0,0,47,3,5,59,34,4,3,0,39,4,0,4,45,12,5,60,27,9,0,0,45,4,0,3,45,11,3,59,18,0,0,0,17,0,0,0,25,9,0,30,8,5,0,0,10,0,0,0,10,13,4,29,4,10,0,4,14,0,0,0,14,19,8,44,365,39,12,10,434,14,3,13,448,99,65,615,7,6,0,0,16,0,0,0,18,12,4,28,25,0,0,0,23,0,0,0,23,5,7,36,31,0,0,0,31,0,0,0,31,0,5,40,38,0,0,0,34,0,0,0,38,0,9,47,33,0,0,3,36,0,0,0,36,3,6,46,42,4,3,0
LGA52590,79,9,11,104,53,6,7,4,67,3,0,8,69,4,11,89,56,5,3,3,69,0,0,3,73,7,9,83,76,3,4,4,83,8,0,7,93,7,5,105,64,13,6,0,82,0,0,0,85,16,3,112,84,7,5,0,104,7,0,7,111,15,17,135,77,12,5,0,94,5,0,5,96,32,15,138,39,26,5,0,66,6,0,3,71,66,11,148,22,16,3,0,41,0,0,0,41,96,13,151,8,9,0,0,21,0,0,0,21,75,4,103,11,8,0,0,21,0,0,0,21,102,14,136,592,151,46,15,805,32,3,33,842,464,123,1429,19,15,0,0,37,0,3,3,33,19,9,64,33,5,4,3,43,4,0,6,47,5,12,57,59,10,3,3,77,0,0,0,77,0,18,96,49,5,6,0,66,0,0,4,64,4,16,88,64,8,3,3,78,3,0,3,84,3,19,108,42,6,0,8
LGA52660,405,26,19,454,307,35,21,4,371,23,0,24,392,23,21,436,333,37,18,6,397,12,5,13,414,20,40,467,309,30,12,6,358,10,4,15,368,20,30,417,327,30,20,6,380,20,0,21,400,24,31,461,313,35,20,5,377,22,8,28,405,41,27,476,254,34,24,6,323,17,3,21,343,52,36,430,150,44,18,8,216,5,4,11,232,111,25,362,51,38,9,0,97,3,0,3,102,239,28,370,12,16,0,0,28,0,4,0,29,192,21,246,4,15,0,0,23,0,0,0,23,356,44,425,2677,531,180,69,3457,199,62,260,3713,1315,387,5417,80,134,9,0,222,12,20,35,260,153,11,421,212,69,12,4,294,17,9,22,322,29,20,366,283,48,18,8,360,17,4,23,378,31,33,441,349,38,13,7,405,15,0,17,426,20,25,468,327,47,14,7,399,9,0,11,407,17,32,460,354,43,22,5
LGA52730,58,8,6,72,47,12,5,0,62,5,0,3,75,8,11,93,78,20,8,3,111,0,3,3,108,11,15,138,70,27,4,0,103,3,7,6,106,19,14,140,105,41,11,0,157,6,4,8,166,19,22,210,92,47,7,4,157,6,0,5,158,29,22,208,95,53,13,0,162,11,3,15,172,57,30,267,67,41,11,0,123,0,0,6,126,92,19,231,36,48,7,0,100,0,0,5,101,148,22,274,13,29,0,0,44,0,0,0,44,131,12,191,13,9,0,0,25,0,0,0,25,208,29,262,719,404,84,17,1230,46,20,66,1295,855,217,2369,17,67,6,0,94,0,6,11,104,90,20,212,38,5,5,0,45,6,0,7,52,5,9,61,28,6,4,3,42,0,0,0,42,6,4,48,66,17,3,0,90,4,0,3,96,4,21,120,75,29,9,0,112,0,0,6,112,16,8,132,83,40,7,3
LGA52800,190,124,31,353,117,20,8,4,148,29,11,37,188,99,32,318,96,19,7,0,124,25,10,31,151,106,18,277,88,15,10,3,117,25,0,23,139,88,24,244,85,17,3,4,113,17,4,21,136,78,28,236,79,24,0,6,109,17,3,20,128,74,27,234,80,14,10,3,109,14,5,12,119,60,22,202,80,26,11,9,115,0,0,5,124,58,22,201,44,15,0,0,60,0,0,0,60,59,13,131,3,3,0,0,10,4,0,4,10,45,13,61,0,3,0,0,6,0,0,0,6,55,5,67,897,206,48,53,1197,201,54,254,1450,1128,307,2889,11,17,0,3,24,5,5,9,34,161,40,234,52,15,0,7,71,5,0,9,85,145,39,262,96,9,4,3,113,8,0,13,125,124,41,288,111,19,4,3,140,5,3,12,153,136,45,335,74,18,4,3,102,0,3,4,107,116,33,252,69,15,0,0
LGA52870,101,13,9,120,80,17,5,4,113,3,0,3,115,5,8,132,82,15,4,3,107,5,0,5,114,4,7,127,113,29,8,5,154,8,5,14,166,12,19,196,120,13,14,5,153,6,0,8,158,15,19,193,128,23,6,0,156,9,3,12,171,24,21,211,123,22,10,0,161,8,4,8,171,32,17,220,101,39,13,4,154,4,3,8,165,80,29,273,34,34,3,0,75,0,0,0,71,128,23,231,24,21,4,0,42,0,0,0,42,131,21,196,12,9,0,0,19,0,0,0,19,158,22,198,962,269,90,29,1349,79,22,105,1452,698,221,2372,37,46,0,3,84,3,7,3,88,71,11,172,60,15,8,5,82,10,5,17,102,13,8,125,59,9,3,4,80,3,0,3,83,11,8,103,82,19,6,3,107,4,3,5,115,3,13,127,102,16,9,8,135,0,0,0,139,11,17,161,112,13,7,3
LGA52940,11,0,0,14,12,4,0,0,15,0,0,0,19,0,0,15,17,0,0,0,17,0,0,0,17,0,0,19,20,5,0,0,21,0,0,0,25,0,4,26,21,0,0,0,21,3,0,3,27,5,3,29,14,3,0,0,20,0,0,0,20,5,0,21,12,0,0,0,13,0,0,0,13,0,0,12,15,4,0,0,18,3,0,5,26,11,0,32,12,5,0,0,13,0,0,0,13,10,3,33,0,3,0,0,4,0,0,0,4,16,0,21,3,0,0,0,5,0,0,0,5,13,0,20,145,27,4,3,176,6,0,10,185,68,14,269,0,0,0,0,6,0,0,0,8,13,0,15,11,3,0,3,14,0,0,0,17,5,5,25,4,0,0,0,8,0,0,0,8,0,5,9,15,0,0,0,11,0,0,0,11,0,0,13,9,0,0,0,9,0,0,0,12,0,0,11,15,4,5,0
LGA53010,18,0,5,18,18,0,0,0,23,6,0,6,24,4,0,28,15,0,0,0,16,0,0,0,16,3,0,22,17,0,0,0,15,0,0,0,20,0,4,23,17,0,0,0,17,0,0,0,21,0,4,19,17,0,0,0,20,0,0,0,20,3,0,22,22,4,0,0,28,0,0,0,28,6,12,38,11,0,0,0,12,0,0,0,14,6,0,25,11,3,0,0,12,0,0,0,12,11,0,25,0,0,0,0,5,0,0,0,4,10,0,13,0,0,0,0,4,0,0,0,4,16,5,25,160,13,5,4,184,7,5,13,191,60,36,287,0,0,0,0,3,0,0,0,4,3,3,12,9,0,0,0,11,0,0,0,11,0,0,12,12,0,0,0,12,0,0,0,12,0,4,20,18,0,0,0,18,0,0,0,18,0,0,19,17,3,0,0,23,0,0,0,27,0,6,32,15,0,0,0
LGA53080,29,3,7,39,7,0,0,0,7,0,0,0,13,4,0,19,11,0,0,0,12,0,0,0,13,0,4,22,9,0,0,0,9,3,0,3,8,3,5,18,29,0,0,0,35,5,0,5,34,5,11,48,16,5,0,3,19,0,0,0,26,5,13,39,22,0,5,0,24,0,0,0,23,7,5,42,14,3,0,0,21,4,0,4,23,6,12,45,4,3,0,0,5,0,0,0,5,16,9,28,0,3,0,0,4,0,0,0,4,23,4,28,0,0,0,0,0,0,0,0,0,14,0,14,140,23,10,4,178,18,4,21,200,98,78,371,3,0,0,0,3,0,0,0,6,4,3,14,5,0,0,0,13,0,0,0,13,5,3,24,13,0,0,0,13,0,0,0,17,4,10,24,8,5,0,0,12,0,0,0,15,5,14,26,8,0,0,0,7,0,0,0,7,3,0,11,3,0,0,0
LGA53150,151,20,18,190,98,14,5,0,118,4,0,3,125,15,11,146,157,11,0,0,172,9,3,13,188,17,18,219,178,18,0,0,208,8,0,13,219,14,22,251,214,32,9,0,253,9,0,7,262,23,16,307,203,29,4,3,238,18,3,18,256,29,25,306,166,39,10,4,218,11,6,9,226,18,16,259,116,39,11,0,168,15,0,13,185,62,12,258,30,34,0,0,70,3,0,4,75,106,10,188,9,25,0,3,35,0,3,0,41,67,6,117,3,11,0,0,17,0,0,0,17,181,51,243,1345,426,66,22,1857,85,44,130,1988,681,216,2890,17,81,6,0,101,5,16,20,124,129,5,256,52,97,4,0,150,8,3,14,165,22,0,190,95,30,3,4,131,0,5,0,132,14,7,159,120,21,4,4,155,10,5,9,159,17,12,190,136,16,4,0,154,5,6,3,163,13,15,185,167,18,5,3
LGA53220,681,27,244,951,665,36,59,17,776,14,0,14,787,37,251,1079,549,28,29,11,615,13,5,13,625,32,188,849,467,36,39,15,554,15,0,16,573,25,189,784,390,18,24,7,441,11,0,12,453,20,147,621,348,17,28,5,401,8,0,7,408,24,137,562,253,15,23,6,289,9,0,9,295,29,101,429,124,7,26,0,157,4,0,4,159,19,58,240,38,9,0,3,54,0,0,0,54,24,17,86,10,8,3,0,22,0,0,0,23,9,5,41,4,0,0,0,4,0,0,0,4,12,0,15,3664,252,267,93,4273,113,20,135,4408,379,1449,6231,38,33,3,0,80,11,7,17,94,75,33,206,182,20,19,7,228,8,5,13,240,37,100,370,331,35,20,8,392,5,3,16,406,42,227,679,432,44,30,9,511,9,0,7,514,32,254,805,378,21,47,12,449,8,3,14,465,34,245,744,329,22,25,11
LGA53290,318,29,56,409,260,25,15,3,309,15,0,12,322,15,53,397,253,22,10,7,292,12,0,20,312,21,48,379,306,38,17,13,368,10,0,10,380,25,60,467,364,24,16,7,420,22,3,23,442,18,61,522,336,60,24,4,424,23,4,23,453,49,76,574,269,44,21,8,347,14,3,10,362,72,60,496,154,53,26,3,240,4,0,4,248,109,44,400,72,49,15,7,141,0,0,0,145,214,48,407,26,23,0,0,59,0,0,3,62,180,36,282,14,30,3,0,50,0,0,0,50,327,53,423,2641,558,178,77,3465,151,36,179,3643,1319,706,5665,110,95,13,12,220,12,16,29,250,157,43,453,229,24,9,8,268,4,0,10,277,15,48,350,235,39,19,8,304,0,3,5,315,21,40,376,257,35,21,8,315,3,0,4,318,22,43,384,289,29,16,7,343,0,4,7,347,16,43,405,262,28,13,12
LGA53360,70,0,11,80,78,16,4,0,99,0,0,0,103,3,16,121,65,11,7,0,86,5,0,5,94,9,14,109,76,8,5,0,93,4,0,4,90,5,10,114,86,11,3,0,99,3,0,4,103,9,12,121,57,12,7,0,79,3,0,5,81,9,10,99,48,13,7,0,68,3,0,3,76,17,7,97,28,12,3,7,43,0,0,0,44,27,5,78,11,7,0,0,17,0,0,0,20,69,10,92,0,5,0,0,8,0,0,0,8,38,0,46,0,3,0,0,4,0,0,0,4,36,6,45,550,135,51,18,754,28,3,35,785,236,107,1131,25,29,0,0,60,0,4,5,66,10,9,82,49,8,0,7,63,0,0,0,67,3,14,83,73,12,8,0,85,0,0,4,92,0,15,112,81,20,6,5,114,0,0,4,117,11,9,135,89,11,9,4,107,0,0,0,107,7,15,130,85,14,3,3
LGA53430,817,95,109,1022,736,156,29,11,935,41,15,59,993,89,116,1197,635,107,24,16,788,29,12,46,833,78,86,995,595,105,29,16,740,53,8,61,798,103,109,1010,576,111,20,15,725,61,6,70,795,127,101,1026,622,115,30,10,767,60,6,66,839,131,88,1053,494,120,19,4,633,47,14,58,694,203,83,977,307,145,29,12,491,46,11,60,552,289,76,920,144,122,11,0,278,3,6,10,287,411,77,777,39,68,7,4,116,0,4,4,116,396,47,561,18,29,4,0,49,0,0,0,51,812,149,1009,4923,1700,255,112,6983,462,188,650,7638,3143,1131,11911,64,221,13,8,308,14,64,76,381,286,37,705,236,331,21,5,596,21,29,48,644,108,52,806,573,195,25,19,814,17,7,29,845,78,99,1024,704,162,40,15,925,33,14,45,966,68,104,1139,778,142,52,16,980,21,10,38,1012,81,76,1174,691,145,38,15
LGA53570,99,9,12,122,75,11,0,6,91,8,0,8,97,11,6,115,63,14,7,0,88,3,0,4,94,18,20,125,95,21,4,5,119,8,0,6,132,13,21,155,94,20,15,5,137,9,0,12,143,10,16,173,112,22,8,0,150,11,0,15,161,26,17,200,96,24,0,4,123,13,4,14,144,54,26,214,78,31,17,5,127,8,4,14,139,89,27,253,37,21,9,0,65,0,0,3,64,160,31,261,19,18,0,3,38,0,0,0,45,119,12,173,7,16,0,0,28,0,0,0,28,167,33,220,832,248,69,32,1183,79,13,92,1275,748,234,2253,18,26,7,3,55,0,5,5,60,73,4,134,62,18,7,3,92,3,0,8,99,7,15,119,69,22,3,12,113,0,0,0,113,6,18,128,74,19,5,6,105,0,0,3,111,13,11,136,80,17,9,5,110,0,0,0,115,9,18,137,88,9,6,8
LGA53640,36,9,7,46,35,4,0,0,39,3,0,3,36,5,5,45,20,4,0,3,24,0,0,0,30,0,0,29,30,3,0,0,37,0,0,0,35,7,4,49,30,0,0,3,37,0,0,0,37,5,14,55,22,6,6,3,33,0,0,0,34,4,9,52,25,0,4,0,31,0,0,0,30,13,9,52,36,8,5,0,49,0,0,0,45,12,8,61,14,9,4,0,22,0,0,0,22,12,3,35,6,4,0,0,11,0,0,0,11,16,5,23,3,0,0,0,5,0,0,0,5,18,4,24,295,42,12,10,358,12,0,13,367,102,64,535,10,6,0,0,13,0,0,4,12,9,0,27,21,5,0,0,25,0,0,0,25,0,6,28,28,0,0,0,30,0,0,0,30,0,0,31,37,4,0,0,39,0,0,0,42,6,0,45,29,4,0,0,36,3,0,5,35,0,3,44,26,7,0,0
LGA53710,15,0,0,17,29,0,0,0,30,0,0,0,30,3,0,31,16,5,0,0,19,0,0,0,19,4,3,27,16,0,0,0,21,0,0,0,24,0,4,28,30,3,0,0,35,0,0,0,39,5,4,46,16,0,3,0,22,0,0,0,22,4,4,30,23,0,0,0,24,0,0,0,26,10,4,36,25,3,0,0,27,0,0,0,32,8,3,45,9,9,0,0,11,0,0,0,11,20,6,39,3,0,0,0,3,0,0,0,3,16,3,21,3,8,0,0,13,0,0,0,13,32,6,54,193,37,9,8,249,8,0,10,252,115,43,415,5,0,0,0,11,0,0,3,10,6,3,22,13,0,0,0,15,0,0,0,15,5,4,17,12,3,0,0,16,5,0,5,18,0,0,22,17,0,0,0,13,0,0,0,13,0,3,17,24,0,0,0,24,0,0,0,24,0,5,32,14,3,0,0
LGA53780,3707,605,278,4594,3365,550,107,83,4100,280,53,329,4434,537,255,5230,3046,466,99,86,3690,260,31,294,3983,503,242,4722,2769,397,80,72,3311,242,19,264,3576,506,230,4307,2503,403,84,70,3056,252,15,266,3325,410,219,3957,2289,389,78,49,2798,190,25,208,3012,450,193,3649,1669,364,81,28,2145,166,28,193,2336,490,142,2968,1242,404,70,26,1741,141,45,192,1930,807,173,2910,441,270,44,13,766,10,20,35,802,1508,143,2453,74,96,4,7,186,4,3,13,194,1319,96,1603,27,54,10,5,95,0,4,4,100,2068,262,2424,21840,6004,841,660,29336,2333,869,3204,32544,12116,2596,47252,446,1096,49,27,1621,109,281,389,2013,1857,176,4043,1679,1276,58,85,3101,231,157,383,3486,716,218,4420,2263,721,76,113,3168,172,59,234,3406,605,242,4251,2681,556,108,108,3451,164,41,201,3658,551,301,4507,3516,571,127,88,4300,161,37,197,4497,528,318,5338,3152,534,87,76
LGA53800,882,156,80,1122,695,98,45,19,859,76,14,94,948,133,106,1187,675,96,37,18,827,62,19,83,911,122,89,1120,799,102,26,15,944,64,12,86,1032,145,117,1292,846,135,50,20,1052,75,8,80,1135,147,142,1420,784,136,49,18,988,85,18,101,1090,173,110,1367,644,139,63,17,858,69,10,79,934,220,120,1274,446,144,33,13,630,40,21,66,697,291,97,1089,160,89,20,11,274,11,12,21,299,585,72,958,32,53,6,0,96,4,0,3,102,512,71,679,26,27,0,6,65,0,5,5,70,904,168,1140,6442,1576,420,171,8617,757,217,979,9590,4180,1368,15132,245,357,17,18,635,36,68,103,740,421,129,1287,506,186,26,15,730,53,13,67,800,139,92,1030,668,155,42,26,886,35,11,42,935,111,122,1168,675,110,37,20,845,40,9,47,892,120,134,1149,731,113,43,17,901,32,10,42,949,119,138,1206,708,98,31,13
LGA53920,69,61,29,156,38,5,0,0,43,9,0,9,56,31,49,136,31,5,0,0,39,3,3,9,51,32,35,112,28,5,0,3,32,6,0,7,42,20,32,92,21,7,0,0,32,0,4,5,37,18,19,78,27,8,0,5,39,0,5,4,45,22,15,85,28,0,0,0,30,7,0,9,36,22,10,71,23,9,0,0,26,0,0,0,33,22,12,65,3,0,0,0,6,0,0,0,6,21,12,40,6,0,0,0,7,0,0,0,10,14,0,27,0,0,0,0,0,0,0,0,0,18,3,21,273,61,9,18,360,65,24,88,455,396,308,1157,8,0,3,0,9,17,10,25,38,131,15,181,23,12,4,0,33,22,6,27,64,59,17,144,32,8,3,8,53,19,4,20,69,55,19,148,34,14,0,3,50,19,0,22,68,50,20,135,32,10,0,0,45,13,0,13,58,46,23,131,26,9,0,7
LGA53990,591,30,55,676,542,77,29,18,673,39,3,44,718,41,66,825,578,62,30,14,681,50,5,54,737,52,63,855,622,61,24,12,728,28,10,32,755,52,74,888,659,69,35,12,771,41,4,47,820,65,77,965,589,49,39,16,694,37,7,43,736,70,76,889,502,76,42,11,633,42,9,46,679,114,66,860,314,84,36,4,434,22,10,32,464,253,60,779,96,69,8,6,183,10,4,11,192,478,54,731,31,36,0,3,71,0,0,0,78,341,51,476,12,36,8,0,47,0,0,0,47,554,70,671,4881,975,310,120,6284,416,132,547,6836,2566,821,10223,191,241,27,9,463,22,44,69,528,381,45,957,381,104,20,13,519,32,12,40,558,65,39,662,463,93,24,17,594,26,6,29,627,44,68,731,616,65,31,18,726,22,0,21,747,44,42,837,690,74,22,13,803,18,3,22,828,57,58,938,627,82,45,15
LGA54060,38,3,3,47,61,5,3,0,70,5,0,5,76,3,12,89,52,3,6,0,58,3,0,4,70,3,5,79,58,14,8,8,79,6,0,5,84,5,9,92,61,17,8,0,83,5,0,5,90,4,6,99,84,17,4,0,105,4,0,4,111,14,12,151,63,10,6,4,77,4,0,6,79,33,14,127,63,15,4,0,91,6,3,9,98,49,14,162,13,16,7,4,38,0,0,0,43,105,8,153,5,10,0,0,15,0,0,0,15,88,7,117,7,6,0,0,13,0,0,0,13,159,20,190,527,145,40,25,743,56,14,70,809,547,125,1481,14,24,5,0,50,3,4,6,54,40,7,104,35,7,3,3,47,5,0,5,57,5,8,70,28,7,0,0,36,4,0,4,40,5,4,54,26,4,3,0,42,0,0,0,42,4,6,56,52,9,4,0,65,0,0,0,65,3,10,78,42,7,0,4
LGA54130,29,3,0,34,35,3,0,0,42,0,0,4,39,0,10,56,21,3,0,0,27,0,0,0,27,0,3,37,21,5,0,0,23,0,0,0,23,0,8,25,34,7,0,0,39,0,0,0,39,0,0,39,34,0,0,0,43,0,0,0,43,3,7,53,39,7,0,0,50,0,0,0,47,7,6,57,21,6,0,0,27,3,0,3,33,10,7,47,11,4,0,0,21,0,0,0,21,15,4,34,0,3,0,0,7,0,0,0,7,12,0,23,0,4,0,0,8,0,0,0,8,19,5,34,275,46,6,4,339,7,0,10,347,85,63,485,5,0,0,0,6,0,0,0,9,11,3,28,18,5,0,0,29,0,0,0,29,0,3,32,21,4,0,0,26,0,0,0,26,0,0,28,26,0,0,0,26,0,0,0,26,0,3,30,33,3,3,0,38,0,0,0,38,3,3,46,23,3,0,0
