LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA52450,0,0,0,0,0,5,4,0,0,0,0,4,5,0,0,0,0,9,3,0,10,0,0,13,4,0,0,0,0,4,0,0,6,0,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,21,0,19,6,0,47,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,5,0,0,4,0,0,0,0,0,0,8,0,8,0,0,20,4,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,23,3,25,0,3,56,0,0,0,0,0,0,0,0
LGA52520,0,0,5,0,0,5,4,0,0,0,0,4,13,4,8,0,0,21,4,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,27,3,18,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,12,4,0,4,0,0,7,3,3,5,0,0,16,7,4,8,0,4,18,11,0,3,0,0,16,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,32,10,34,6,8,83,0,0,0,0,0,0,0,0
LGA52590,4,0,6,0,0,8,0,0,0,0,0,0,7,0,3,0,0,12,9,0,14,0,0,27,16,0,10,0,0,23,10,0,12,0,0,23,14,0,22,0,0,33,3,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,16,66,0,80,0,3,150,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,4,0,0,0,0,4,7,0,6,0,0,8,7,0,9,0,0,20,8,3,15,6,5,37,9,0,19,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,12,50,7,57,4,7,125,0,0,0,0,0,0,0,0
LGA52660,3,0,0,0,0,3,0,0,0,0,0,0,11,0,3,0,0,17,11,0,9,0,0,19,7,0,7,0,0,13,28,3,32,0,6,70,88,19,94,10,11,219,43,10,83,11,10,148,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,5,0,0,13,213,35,232,17,21,515,0,0,0,0,0,0,4,0,0,0,0,6,5,0,0,0,0,7,10,0,4,0,0,17,8,0,5,0,0,15,21,0,17,0,0,39,60,7,65,7,4,145,73,22,130,6,22,248,6,0,18,0,0,30,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,5,11,201,31,246,13,35,526,0,0,0,0,0,3,0,0
LGA52730,0,0,0,0,0,0,3,0,0,0,0,5,7,0,3,0,0,13,18,0,10,0,0,29,14,0,12,0,0,28,17,4,28,4,0,60,23,0,33,3,0,58,4,0,5,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,94,14,96,9,0,220,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,18,13,0,5,0,0,21,17,0,6,0,0,26,30,8,32,0,4,75,18,3,43,0,5,64,0,0,5,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,88,19,100,5,12,230,0,0,0,0,0,0,0,0
LGA52800,68,11,180,0,13,264,16,0,22,4,5,44,48,0,47,0,3,99,10,0,32,0,0,45,5,0,7,0,5,19,3,0,7,0,0,8,3,0,12,0,0,18,0,0,5,0,0,16,3,0,3,4,0,13,5,0,8,0,0,9,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,4,14,5,21,0,0,42,197,15,343,7,28,586,70,8,96,0,12,189,48,6,77,7,11,139,51,15,89,0,11,160,28,7,40,0,3,81,15,0,17,0,0,34,12,5,31,0,6,56,14,3,14,0,0,37,14,4,18,0,0,33,9,0,0,0,0,8,3,0,3,0,0,5,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,40,4,24,0,8,78,297,53,418,14,49,827,76,11,91,3,14,199,27,0
LGA52870,0,0,0,0,0,5,0,0,0,0,0,0,6,0,6,0,0,15,4,0,4,0,0,17,12,0,0,0,0,12,3,5,17,0,0,28,11,0,17,0,4,34,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,8,42,5,68,6,7,126,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,11,6,0,0,0,0,13,6,0,12,0,0,20,3,0,7,0,3,17,12,5,14,0,0,38,14,3,21,0,0,33,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,5,65,0,9,138,0,0,0,0,0,0,0,0
LGA52940,5,0,3,0,0,4,4,0,3,0,0,4,11,0,5,0,0,10,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,16,0,0,31,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,10,0,0,26,4,0,0,0,0,5,0,0
LGA53010,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,15,0,0,3,0,0,5,0,0,0,0,0,0,4,0,6,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,11,0,0,25,0,0,0,0,0,0,0,0
LGA53080,0,0,3,0,0,7,3,0,0,0,0,0,7,0,10,0,0,21,9,0,6,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,26,5,19,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,4,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,0,16,0,0,28,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,9,5,0,0,0,0,5,5,0,4,0,0,9,11,0,6,0,0,14,15,0,15,0,0,34,41,4,23,3,5,75,22,0,16,0,4,43,5,0,12,4,0,21,10,4,13,0,0,25,4,0,6,0,0,9,0,0,4,0,0,6,0,0,0,0,0,6,0,0,3,0,0,3,128,12,100,10,15,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,5,19,0,5,0,0,25,32,0,16,0,0,50,26,0,16,3,0,50,11,0,12,3,0,27,9,0,20,5,0,33,3,0,10,0,0,15,0,0,5,0,0,7,5,0,6,0,3,11,0,0,0,0,0,3,114,15,93,9,4,241,0,0,0,0,0,0,0,0
LGA53220,86,7,92,0,19,203,35,0,18,0,0,60,56,16,163,4,16,255,5,5,14,0,0,30,6,0,15,0,4,28,4,0,7,0,0,10,9,0,4,0,0,20,0,0,0,0,0,4,0,0,3,0,0,5,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,26,36,3,60,5,4,113,258,39,400,14,46,756,82,6,102,6,16,214,15,3,27,0,0,49,52,23,148,8,8,239,25,4,40,0,3,78,21,0,28,0,0,51,13,5,10,0,0,36,19,0,23,0,0,43,25,5,20,3,0,49,14,0,14,0,3,32,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,9,30,0,7,78,303,50,445,29,40,865,78,10,81,5,20,190,8,4
LGA53290,10,0,9,0,5,23,3,0,6,0,4,13,49,3,37,0,4,94,53,4,38,0,3,98,31,0,41,3,7,78,36,3,39,0,5,85,38,11,62,5,4,122,21,9,43,5,3,81,4,3,9,0,3,17,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,3,23,6,0,33,257,44,299,18,35,653,6,0,3,0,0,9,0,0,0,0,0,4,14,0,13,0,0,27,40,8,25,0,4,75,17,0,12,0,4,35,47,8,40,7,0,97,86,11,55,0,9,158,45,15,58,7,7,141,12,10,16,9,4,38,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,19,0,0,28,269,49,241,30,31,615,6,0,0,0,0,6,3,0
LGA53360,3,0,0,0,0,3,11,0,0,0,0,12,23,4,8,0,0,32,12,0,3,0,0,22,6,0,0,0,0,16,6,0,4,0,0,14,14,0,9,0,0,21,17,0,19,3,0,46,10,0,12,0,0,28,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,108,5,76,11,5,207,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,12,16,0,0,0,0,19,4,0,0,0,0,10,5,0,14,0,0,23,16,0,9,0,0,20,20,0,6,0,0,31,21,0,24,0,0,53,8,6,5,0,0,13,3,0,3,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,104,12,77,6,6,202,0,0,0,0,0,0,0,0
LGA53430,4,0,0,0,0,5,5,0,4,0,0,6,58,0,17,0,0,73,36,0,10,4,6,63,31,5,12,0,8,52,56,0,27,0,0,94,141,8,54,8,3,212,195,9,90,3,6,310,130,6,51,4,8,202,60,3,30,5,5,95,11,4,15,3,5,35,15,0,8,4,0,32,3,0,4,0,5,9,7,0,18,6,0,28,18,0,5,0,0,30,775,38,343,31,48,1233,4,0,0,0,0,4,0,0,0,0,0,0,15,0,3,0,0,19,39,0,11,0,3,54,16,0,6,0,0,26,28,0,16,0,0,47,90,8,41,5,13,147,201,10,81,6,6,302,187,0,91,3,0,287,115,3,68,7,4,191,38,8,29,3,5,78,24,3,17,0,3,45,24,3,10,0,0,29,16,0,6,6,0,35,23,0,4,0,4,28,811,35,369,37,50,1302,0,0,0,0,0,0,3,0
LGA53570,0,0,0,0,4,8,0,0,0,0,0,5,6,0,5,0,0,15,14,0,8,0,0,20,8,3,0,0,0,10,4,0,12,0,0,21,7,0,23,0,4,36,6,0,12,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,66,9,65,0,10,154,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,7,0,3,0,0,16,5,0,8,0,0,15,7,0,11,0,0,16,15,0,12,5,0,29,8,0,22,0,0,39,6,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,12,59,8,66,9,5,139,3,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,3,0,0,0,0,0,0,6,0,6,0,0,13,6,0,6,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,23,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,5,14,6,0,4,0,0,12,4,0,10,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,17,0,34,0,5,49,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,3,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,5,14,0,0,32,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,3,0,0,5,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,23,0,0,0,0,0,0,0,0
LGA53780,16,3,9,6,0,28,3,0,3,0,0,7,83,3,37,7,7,141,70,13,52,5,17,155,58,0,54,4,15,139,131,22,119,13,13,303,424,64,619,44,59,1209,415,105,646,56,85,1315,89,45,192,25,36,388,4,6,18,6,0,45,4,0,0,0,0,8,4,0,0,0,0,9,0,0,0,0,0,3,5,3,11,0,4,21,34,9,44,3,8,98,1358,278,1817,172,250,3868,4,0,3,0,0,10,11,0,0,0,3,18,34,3,18,0,4,58,79,8,41,3,7,135,57,8,29,3,3,97,88,21,76,4,10,203,357,53,497,26,30,965,633,158,944,84,90,1907,211,96,390,49,65,808,30,13,52,7,9,117,6,5,3,0,0,11,3,0,5,0,0,8,0,0,0,0,0,0,3,0,9,0,5,18,41,11,49,3,6,113,1558,379,2117,185,238,4467,9,0,4,0,0,6,8,0
LGA53800,5,0,13,0,0,16,8,0,7,0,0,15,73,5,35,0,6,119,86,8,88,11,14,204,76,6,71,0,12,166,123,17,103,11,12,262,145,23,169,12,10,357,138,36,216,18,25,435,28,8,41,3,0,83,3,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,27,4,23,0,0,61,722,98,790,58,83,1751,4,0,3,0,0,6,7,0,5,0,0,5,33,5,18,0,4,50,71,6,33,0,8,124,74,9,64,6,5,152,103,9,91,9,13,221,251,25,247,19,29,569,165,32,202,25,34,462,35,11,26,3,5,78,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,5,17,3,8,48,759,110,703,70,98,1737,8,0,0,0,0,8,8,0
LGA53920,48,16,129,0,14,210,0,0,13,0,0,20,15,0,21,0,0,39,3,0,3,0,0,8,0,0,3,0,0,5,0,0,0,0,0,8,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,0,24,86,21,186,0,23,315,31,0,33,0,4,75,8,0,18,0,0,32,15,3,37,0,10,68,7,0,12,0,0,16,4,0,7,0,0,10,0,0,3,0,0,3,0,0,5,0,0,5,6,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,23,0,4,49,93,13,136,6,20,258,29,7,75,0,9,117,21,5
LGA53990,4,0,0,0,0,9,9,0,0,0,0,7,38,0,22,0,11,70,41,7,41,0,12,94,32,9,27,4,9,74,64,5,58,0,7,134,95,20,138,3,17,282,63,26,139,3,12,245,0,3,12,0,3,19,0,0,4,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,10,4,10,0,0,22,358,72,452,24,67,969,0,0,5,0,0,7,0,0,0,0,0,3,9,0,6,0,5,17,13,0,12,3,6,41,19,0,20,6,5,55,41,6,37,4,0,89,80,13,116,10,12,230,95,38,258,15,19,425,16,4,27,4,3,57,0,0,3,0,4,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,6,15,297,74,477,44,56,951,3,0,0,0,0,3,0,0
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,14,0,6,0,0,17,19,0,14,0,0,37,0,0,6,0,3,16,23,0,22,0,0,43,10,0,27,3,3,48,4,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,70,8,90,7,14,192,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,22,0,6,0,0,28,5,0,5,0,0,11,12,0,10,0,0,19,20,0,18,0,4,46,6,4,13,6,0,29,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,70,10,47,6,9,141,0,0,0,0,0,0,0,0
LGA54130,0,0,3,0,0,8,3,0,0,0,0,4,3,0,8,0,0,17,8,0,3,0,0,11,0,0,6,0,0,6,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,6,25,0,23,0,0,55,0,0,0,0,0,4,4,0,0,0,0,4,3,0,4,0,0,9,3,0,6,0,0,6,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,19,0,17,0,5,41,0,0,0,0,0,5,0,0
LGA54170,11,0,5,0,3,13,11,0,3,0,0,16,57,0,8,0,4,70,57,3,28,0,0,93,47,0,27,0,6,79,87,9,56,9,12,163,387,23,259,23,29,718,803,118,940,90,133,2087,193,105,412,67,50,832,70,42,197,29,13,355,33,19,86,19,14,163,15,11,30,13,3,78,14,11,25,6,7,66,14,8,40,3,0,64,40,7,31,3,11,90,1855,355,2140,268,276,4890,7,0,0,0,0,10,4,0,3,0,0,7,24,0,4,0,3,30,56,0,10,0,4,71,46,9,8,0,4,62,35,5,32,0,5,77,169,5,61,7,11,252,829,68,640,60,66,1662,456,121,607,90,86,1357,112,82,298,51,49,593,58,39,138,50,14,304,31,16,61,29,12,156,18,11,28,3,6,63,9,11,25,4,3,49,42,3,32,3,3,84,1896,369,1952,295,265,4777,3,0,0,0,0,3,6,0
LGA54200,7,0,0,0,0,8,0,0,0,0,0,3,33,0,12,0,0,43,29,5,14,4,3,51,37,0,14,3,9,64,38,3,33,4,6,81,133,20,128,13,17,311,181,42,269,23,31,546,43,18,74,5,17,160,13,0,12,5,0,25,0,3,7,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,5,0,0,0,0,7,14,4,11,3,4,37,532,94,582,65,86,1360,5,0,0,0,0,9,0,0,0,0,0,0,16,0,8,0,0,29,29,0,12,4,0,48,16,0,11,0,3,27,32,6,17,4,0,59,91,11,63,6,10,182,259,41,284,24,34,644,117,45,191,20,35,405,16,3,32,4,10,69,5,0,11,0,0,21,6,5,5,0,0,9,0,0,0,0,0,4,0,0,4,0,0,4,16,4,7,0,4,30,606,116,637,63,105,1535,0,0,0,0,0,3,6,0
