LGA_CODE_2021,C11_Aus_BP_B_OS,C11_Aus_Fa_O_B_OS,C11_Aus_Mo_O_B_OS,C11_Aus_BP_B_Aus,C11_Aus_Bplace_NS,C11_Aus_Tot_resp,C11_Aus_Ab_BP_B_OS,C11_Aus_Ab_Fa_O_B_OS,C11_Aus_Ab_Mo_O_B_OS,C11_Aus_Ab_BP_B_Aus,C11_Aus_Abor_Bplace_NS,C11_Aus_Abor_Tot_respons,C11_Chi_BP_B_OS,C11_Chi_Fa_O_B_OS,C11_Chi_Mo_O_B_OS,C11_Chi_BP_B_Aus,C11_Chi_Bplace_NS,C11_Chi_Tot_resp,C11_Cro_BP_B_OS,C11_Cro_Fa_O_B_OS,C11_Cro_Mo_O_B_OS,C11_Cro_BP_B_Aus,C11_Cro_Bplace_NS,C11_Cro_Tot_resp,C11_Dut_BP_B_OS,C11_Dut_Fa_O_B_OS,C11_Dut_Mo_O_B_OS,C11_Dut_BP_B_Aus,C11_Dut_Bplace_NS,C11_Dut_Tot_resp,C11_Eng_BP_B_OS,C11_Eng_Fa_O_B_OS,C11_Eng_Mo_O_B_OS,C11_Eng_BP_B_Aus,C11_Eng_Bplace_NS,C11_Eng_Tot_resp,C11_Fil_BP_B_OS,C11_Fil_Fa_O_B_OS,C11_Fil_Mo_O_B_OS,C11_Fil_BP_B_Aus,C11_Fil_Bplace_NS,C11_Fil_Tot_resp,C11_Fre_BP_B_OS,C11_Fre_Fa_O_B_OS,C11_Fre_Mo_O_B_OS,C11_Fre_BP_B_Aus,C11_Fre_Bplace_NS,C11_Fre_Tot_resp,C11_Ger_BP_B_OS,C11_Ger_Fa_O_B_OS,C11_Ger_Mo_O_B_OS,C11_Ger_BP_B_Aus,C11_Ger_Bplace_NS,C11_Ger_Tot_resp,C11_Gre_BP_B_OS,C11_Gre_Fa_O_B_OS,C11_Gre_Mo_O_B_OS,C11_Gre_BP_B_Aus,C11_Gre_Bplace_NS,C11_Gre_Tot_resp,C11_Hun_BP_B_OS,C11_Hun_Fa_O_B_OS,C11_Hun_Mo_O_B_OS,C11_Hun_BP_B_Aus,C11_Hun_Bplace_NS,C11_Hun_Tot_resp,C11_Ind_BP_B_OS,C11_Ind_Fa_O_B_OS,C11_Ind_Mo_O_B_OS,C11_Ind_BP_B_Aus,C11_Ind_Bplace_NS,C11_Ind_Tot_resp,C11_Iri_BP_B_OS,C11_Iri_Fa_O_B_OS,C11_Iri_Mo_O_B_OS,C11_Iri_BP_B_Aus,C11_Iri_Bplace_NS,C11_Iri_Tot_resp,C11_Ita_BP_B_OS,C11_Ita_Fa_O_B_OS,C11_Ita_Mo_O_B_OS,C11_Ita_BP_B_Aus,C11_Ita_Bplace_NS,C11_Ita_Tot_resp,C11_Kor_BP_B_OS,C11_Kor_Fa_O_B_OS,C11_Kor_Mo_O_B_OS,C11_Kor_BP_B_Aus,C11_Kor_Bplace_NS,C11_Kor_Tot_resp,C11_Leb_BP_B_OS,C11_Leb_Fa_O_B_OS,C11_Leb_Mo_O_B_OS,C11_Leb_BP_B_Aus,C11_Leb_Bplace_NS,C11_Leb_Tot_resp,C11_Mac_BP_B_OS,C11_Mac_Fa_O_B_OS,C11_Mac_Mo_O_B_OS,C11_Mac_BP_B_Aus,C11_Mac_Bplace_NS,C11_Mac_Tot_resp,C11_Mal_BP_B_OS,C11_Mal_Fa_O_B_OS,C11_Mal_Mo_O_B_OS,C11_Mal_BP_B_Aus,C11_Mal_Bplace_NS,C11_Mal_Tot_resp,C11_Mao_BP_B_OS,C11_Mao_Fa_O_B_OS,C11_Mao_Mo_O_B_OS,C11_Mao_BP_B_Aus,C11_Mao_Bplace_NS,C11_Mao_Tot_resp,C11_NZ_BP_B_OS,C11_NZ_Fa_O_B_OS,C11_NZ_Mo_O_B_OS,C11_NZ_BP_B_Aus,C11_NZ_Bplace_NS,C11_NZ_Tot_resp,C11_Pol_BP_B_OS,C11_Pol_Fa_O_B_OS,C11_Pol_Mo_O_B_OS,C11_Pol_BP_B_Aus,C11_Pol_Bplace_NS,C11_Pol_Tot_resp,C11_Rus_BP_B_OS,C11_Rus_Fa_O_B_OS,C11_Rus_Mo_O_B_OS,C11_Rus_BP_B_Aus,C11_Rus_Birthplac_ns,C11_Rus_Tot_resp,C11_Sam_BP_B_OS,C11_Sam_Fa_O_B_OS,C11_Sam_Mo_O_B_OS,C11_Sam_BP_B_Aus,C11_Sam_Birthplac_ns,C11_Sam_Tot_resp,C11_Sco_BP_B_OS,C11_Sco_Fa_O_B_OS,C11_Sco_Mo_O_B_OS,C11_Sco_BP_B_Aus,C11_Sco_Birthplac_ns,C11_Sco_Tot_resp,C11_Ser_BP_B_OS,C11_Ser_Fa_O_B_OS,C11_Ser_Mo_O_B_OS,C11_Ser_BP_B_Aus,C11_Ser_Bplace_NS,C11_Ser_Tot_resp,C11_SAf_BP_B_OS,C11_SAf_Fa_O_B_OS,C11_SAf_Mo_O_B_OS,C11_SAf_BP_B_Aus,C11_SAf_Bplace_NS,C11_SAf_Tot_resp,C11_Span_BP_B_OS,C11_Span_Fa_O_B_OS,C11_Span_Mo_O_B_OS,C11_Span_BP_B_Aus,C11_Span_Bplace_NS,C11_Span_Tot_resp,C11_SriL_BP_B_OS,C11_SriL_Fa_O_B_OS,C11_SriL_Mo_O_B_OS,C11_SriL_BP_B_Aus,C11_SriL_Bplace_NS,C11_SriL_Tot_resp,C11_Viet_BP_B_OS,C11_Viet_Fa_O_B_OS,C11_Viet_Mo_O_B_OS,C11_Viet_BP_B_Aus,C11_Viet_Bplace_NS,C11_Viet_Tot_resp,C11_Wel_BP_B_OS,C11_Wel_Fa_O_B_OS,C11_Wel_Mo_O_B_OS,C11_Wel_BP_B_Aus,C11_Wel_Bplace_NS,C11_Wel_Tot_resp,C11_Oth_BP_B_OS,C11_Oth_Fa_O_B_OS,C11_Oth_Mo_O_B_OS,C11_Oth_BP_B_Aus,C11_Oth_Bplace_NS,C11_Oth_Tot_resp,C11_Anc_ns_BP_B_OS,C11_Anc_ns_Fa_O_B_OS,C11_Anc_ns_Mo_O_B_OS,C11_Anc_ns_BP_B_Aus,C11_Anc_ns_Bplace_NS,C11_Anc_NS_Tot_resp,C11_Tot_P_BP_B_OS,C11_Tot_P_Fa_O_B_OS,C11_Tot_P_Mo_O_B_OS,C11_Tot_P_BP_B_Aus,C11_Tot_P_Bplace_NS,C11_Tot_P_Tot_resp,C16_Aus_BP_B_OS,C16_Aus_Fa_O_B_OS
LGA52380,0,10,4,87,6,110,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,16,11,7,53,5,91,0,0,3,0,0,4,0,0,0,0,0,0,6,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,27,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,4,0,12,0,0,6,3,40,52,35,20,13,154,54,267,0,4
LGA52450,10,50,53,494,23,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,3,4,0,16,108,46,50,361,26,586,41,0,0,0,0,43,0,0,0,0,0,0,7,3,3,31,0,48,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,20,5,10,98,0,132,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,4,4,0,0,0,8,5,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,13,8,58,0,100,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,8,16,4,0,14,0,30,4,0,0,8,53,62,236,77,84,826,92,1306,8,44
LGA52520,6,60,53,489,10,629,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,7,9,4,0,6,0,19,100,50,31,368,6,557,5,0,0,0,0,5,0,0,0,0,0,0,11,3,0,22,0,30,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,86,0,107,6,4,0,14,0,26,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,6,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,71,0,98,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,9,27,9,4,8,0,45,3,0,0,16,40,58,202,91,80,837,53,1268,11,55
LGA52590,20,156,92,1051,19,1336,0,0,0,25,0,25,12,0,0,0,0,12,3,0,0,3,0,10,22,8,0,13,0,44,233,134,98,778,31,1280,4,0,0,0,0,4,7,0,0,4,0,12,24,13,10,54,0,100,4,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,40,14,17,187,5,265,8,12,4,31,0,56,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,22,27,3,3,6,0,42,10,0,0,0,0,10,4,0,0,0,0,6,0,0,0,0,0,0,77,41,22,170,4,312,0,0,0,0,0,0,21,3,0,0,0,29,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,7,0,21,68,12,13,17,4,117,4,4,3,30,292,330,553,251,165,1864,347,3183,21,140
LGA52660,81,506,421,4281,178,5472,0,0,0,11,0,12,36,0,7,9,0,54,5,0,4,14,0,20,157,32,39,74,6,301,1322,516,428,3183,131,5586,34,0,6,4,5,52,12,3,4,13,0,35,71,38,29,193,3,336,7,4,4,26,0,42,4,4,0,0,0,13,23,4,0,0,0,32,135,64,67,734,21,1030,131,88,33,441,15,712,4,0,0,0,0,3,3,0,0,3,0,11,0,0,0,4,0,4,0,3,0,0,0,4,163,7,9,6,3,191,94,21,13,8,3,139,44,12,10,21,0,86,13,6,0,3,0,32,3,0,3,0,0,6,240,121,80,705,16,1166,0,0,0,0,0,0,85,10,9,0,0,100,10,0,0,11,0,19,4,0,0,0,0,4,7,0,0,0,0,7,38,11,3,31,8,81,289,52,47,98,13,489,33,16,23,147,483,701,2511,941,752,7396,809,12403,89,588
LGA52730,37,273,231,1333,38,1912,0,0,0,3,0,3,11,4,0,6,0,16,10,8,0,4,0,28,75,15,16,23,0,127,961,313,229,1122,41,2658,10,0,0,0,0,10,16,0,9,0,0,27,98,18,22,84,0,221,0,7,4,24,0,37,3,0,0,0,0,11,3,3,0,3,0,13,140,33,45,319,12,555,40,28,4,80,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,7,12,0,0,0,0,16,44,13,3,0,0,63,18,6,3,10,0,36,9,4,0,3,0,13,6,3,0,0,0,3,180,57,44,295,10,593,4,0,0,0,0,4,45,3,4,0,0,51,7,0,0,3,0,16,4,0,0,0,0,3,4,0,0,0,0,4,30,5,5,15,0,47,153,40,25,39,4,265,24,7,3,36,210,279,1555,520,385,2444,295,5197,42,286
LGA52800,16,134,82,1490,41,1755,0,24,0,3040,8,3074,30,4,0,19,3,59,0,0,0,4,0,10,20,4,5,3,0,38,238,104,72,726,20,1157,12,3,0,0,0,15,6,0,0,6,0,18,30,6,4,80,0,120,0,0,4,7,0,17,3,0,0,0,0,6,16,5,0,0,0,18,60,27,16,215,3,324,15,9,5,34,0,57,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,39,6,0,0,0,44,38,0,7,0,0,51,4,0,0,4,0,7,0,0,0,0,0,3,0,0,0,0,0,0,67,22,11,187,5,289,0,0,0,0,0,0,18,0,0,0,0,18,6,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,14,0,19,122,35,14,93,4,267,5,4,4,96,2148,2260,612,240,148,5215,2222,8433,20,132
LGA52870,30,248,189,1720,37,2222,0,0,0,14,0,14,25,0,0,3,0,30,5,5,0,3,0,13,48,22,7,14,0,91,707,240,155,1183,46,2330,7,0,3,0,0,14,12,4,0,13,0,18,53,20,18,97,3,191,5,0,0,12,0,16,6,0,0,4,0,10,10,0,0,0,0,15,85,42,26,304,8,467,135,49,16,175,10,387,17,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,0,3,15,0,4,0,0,19,35,11,13,3,0,56,12,0,4,0,0,23,3,0,0,5,0,6,0,0,0,0,0,0,138,56,49,312,7,563,0,4,0,0,0,7,14,0,0,0,0,14,3,3,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,9,4,15,0,48,116,33,18,39,6,207,24,4,8,58,210,305,1301,455,326,2941,305,5325,38,265
LGA52940,6,28,21,298,9,360,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,4,11,0,23,44,25,18,204,11,296,0,0,0,0,0,3,0,0,0,10,0,14,0,0,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,25,7,41,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,9,58,0,86,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,0,21,0,0,0,12,13,24,80,37,47,486,34,677,3,22
LGA53010,0,22,26,249,15,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,10,42,19,17,204,5,283,5,0,0,5,0,7,0,0,0,0,0,0,5,0,8,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,34,0,50,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,4,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,38,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,0,11,0,0,0,8,10,21,83,39,38,422,24,605,0,19
LGA53080,5,39,34,350,18,441,0,0,0,7,0,7,3,0,0,3,0,7,0,0,0,0,0,3,16,0,5,0,0,22,104,29,21,205,7,369,10,0,0,0,0,16,0,0,0,3,0,3,15,0,3,18,6,34,0,0,0,5,0,4,0,0,0,0,0,0,7,0,0,0,0,6,26,4,3,71,9,113,7,5,0,29,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,6,5,0,46,14,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,9,6,45,4,86,0,0,0,0,0,0,3,6,0,0,0,8,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,53,0,7,9,3,70,6,3,4,22,147,182,273,62,49,574,184,1142,7,31
LGA53150,41,371,272,1701,63,2442,0,0,0,11,0,10,37,10,8,13,0,65,44,19,5,29,4,99,68,25,8,29,3,145,949,296,246,1202,60,2754,16,0,6,0,0,28,39,8,0,13,0,61,78,9,11,104,3,203,10,0,4,18,0,36,15,0,0,0,0,17,48,6,0,0,0,61,230,81,68,522,21,921,306,81,33,213,7,642,4,0,0,0,0,4,12,0,0,0,0,11,0,0,0,0,0,0,9,4,0,0,0,14,26,5,0,3,0,38,68,10,22,4,0,101,28,8,8,6,0,50,9,0,0,0,0,8,0,0,0,0,0,0,225,74,59,385,15,765,5,0,0,0,0,6,34,10,0,0,0,44,14,0,12,11,0,38,0,0,4,0,0,3,11,0,0,0,0,11,45,13,8,24,0,82,298,56,51,46,11,472,25,5,13,40,315,400,2217,664,488,3102,462,6931,42,416
LGA53220,74,328,280,2727,83,3494,0,4,3,1263,8,1276,76,0,6,17,4,100,27,7,7,11,0,49,85,36,16,43,0,185,1054,277,241,1724,52,3354,118,8,18,0,3,146,26,0,0,14,0,40,71,19,24,177,4,297,6,0,0,11,0,21,10,3,0,0,0,17,75,3,3,3,0,86,293,48,50,475,15,873,67,36,19,129,0,255,0,0,0,0,0,0,11,0,0,0,0,7,11,3,0,0,0,23,6,5,3,10,0,29,208,10,16,4,0,240,174,34,8,4,6,229,33,4,5,24,0,64,5,0,0,10,0,11,12,5,0,0,0,22,365,70,48,381,8,873,12,0,0,3,0,16,72,4,4,0,0,80,12,0,0,11,0,25,3,0,0,0,0,6,11,0,0,0,0,11,46,3,3,25,0,76,548,64,41,94,8,758,42,8,8,86,2228,2376,2870,608,495,5584,2393,11949,66,281
LGA53290,59,585,426,4990,129,6186,0,0,0,60,4,68,27,3,3,14,3,47,8,9,0,18,3,35,91,32,30,58,8,217,1050,509,353,3341,132,5384,29,0,7,0,0,35,14,3,3,14,0,33,123,43,35,411,13,616,5,5,3,3,0,23,11,6,0,8,0,17,24,3,0,4,0,33,161,80,59,835,28,1169,68,51,24,227,17,381,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,74,6,16,9,7,107,102,35,34,6,3,190,23,10,7,14,0,58,4,0,6,0,0,15,3,0,0,0,0,3,281,113,75,758,31,1254,4,0,0,5,0,3,107,4,3,0,0,120,8,0,0,8,3,21,4,0,0,0,0,7,12,0,0,0,0,12,32,5,12,30,0,77,278,73,46,97,12,504,41,26,11,224,783,1078,2172,1000,716,8506,1084,13478,67,620
LGA53360,18,91,108,793,29,1032,0,0,0,6,0,6,9,0,3,0,0,19,0,0,6,3,0,5,21,4,6,15,0,45,243,80,83,528,12,947,21,0,0,0,0,21,10,0,0,0,0,11,42,11,6,50,0,108,8,4,0,4,0,10,4,0,0,4,0,6,3,0,0,0,0,7,36,23,9,139,3,204,21,17,4,43,0,86,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,8,0,3,0,0,9,8,8,4,3,0,27,14,0,4,0,0,19,0,0,0,0,0,4,4,0,7,0,0,9,49,16,19,117,0,199,0,0,0,0,0,0,4,0,3,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,9,5,6,0,16,55,20,7,17,0,101,5,3,0,28,159,200,499,170,167,1355,197,2389,32,92
LGA53430,224,1256,923,5099,196,7690,0,0,4,38,0,42,248,26,19,41,0,329,326,60,15,129,9,538,283,81,64,90,10,520,3696,1139,809,4140,227,10002,135,0,9,0,0,142,176,23,32,52,0,284,393,87,67,410,22,977,69,28,8,58,4,168,56,6,11,14,0,85,149,20,19,7,5,191,865,306,201,1761,61,3195,1635,285,116,630,67,2727,32,0,0,0,0,34,15,5,0,3,0,29,27,3,5,5,0,33,30,8,0,9,4,52,91,10,15,10,0,125,192,49,32,7,0,281,189,24,20,22,3,253,43,8,5,7,0,62,5,0,0,0,0,6,935,290,189,1223,52,2688,96,11,3,9,0,116,118,12,14,3,0,155,105,11,3,18,0,145,29,10,0,11,0,44,33,0,0,4,5,35,132,40,19,69,5,267,1901,278,190,249,41,2654,172,29,37,162,1518,1915,10270,2471,1654,10097,2087,26583,267,1393
LGA53570,31,196,198,1357,33,1822,0,0,0,5,0,5,17,0,0,7,0,23,11,0,0,10,0,20,58,7,9,13,3,87,629,216,160,974,36,2016,91,0,3,0,6,96,24,0,3,12,0,37,69,6,13,74,0,161,7,0,0,6,0,10,0,3,0,4,0,6,7,4,0,0,0,9,89,35,23,188,12,343,55,13,6,69,7,155,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,7,7,3,0,0,0,10,26,0,0,0,0,27,21,3,17,0,0,40,19,0,0,0,0,18,0,0,0,7,0,13,0,0,0,0,0,3,132,33,43,214,8,424,13,0,0,0,0,13,15,0,0,0,0,16,7,0,0,3,0,13,0,0,0,0,0,0,25,0,0,0,0,29,19,0,3,4,0,21,113,12,16,41,4,198,36,5,8,52,326,437,1295,349,310,2329,410,4686,42,224
LGA53640,9,42,36,556,23,670,0,0,0,11,4,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,16,74,42,44,346,12,520,5,0,0,0,0,5,0,0,0,0,0,3,3,0,0,24,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,8,70,0,106,4,6,6,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,4,17,10,0,4,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,7,15,104,4,133,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,4,0,3,13,8,9,8,0,38,0,3,4,16,56,74,141,75,74,888,92,1272,4,37
LGA53710,0,24,36,451,6,525,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,4,19,3,3,3,0,29,58,15,30,237,12,350,0,0,3,0,0,4,0,0,0,0,0,0,4,0,3,14,0,24,3,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,10,5,7,59,5,83,0,0,0,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,4,6,42,0,71,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,11,0,12,15,5,7,7,0,24,3,0,0,11,41,59,120,42,60,696,63,984,4,20
LGA53780,1119,4491,3459,20323,796,30192,0,22,10,320,30,388,6876,97,155,94,134,7354,225,41,33,100,5,402,1272,320,219,502,46,2353,15324,4000,3188,13230,878,36624,1348,12,81,11,36,1480,274,22,28,81,6,413,886,228,188,946,46,2292,138,48,32,82,10,304,135,29,3,25,3,190,3576,103,74,69,55,3879,2379,598,406,3142,130,6652,1575,544,252,1475,91,3933,201,3,3,3,3,208,262,42,23,12,5,343,48,6,6,32,0,90,98,31,10,35,0,174,1220,90,58,24,49,1444,827,238,130,31,37,1263,408,78,51,141,18,690,108,5,9,22,3,146,105,5,0,0,19,137,3002,821,580,2785,112,7299,157,12,7,14,5,187,1182,49,25,15,17,1295,240,29,19,57,10,349,354,19,5,12,8,391,381,20,13,0,12,430,468,74,63,140,8,758,12539,777,572,694,381,14965,1070,153,93,832,6439,8588,50328,7867,5902,33696,8798,106587,1727,4307
LGA53800,208,1396,1094,13734,488,16922,0,7,0,351,32,388,115,14,16,64,8,208,24,11,7,36,4,78,278,106,68,163,12,625,2814,1276,1020,9005,392,14510,299,3,45,12,14,369,71,10,3,64,0,148,242,79,79,748,16,1170,24,19,10,43,0,98,32,12,9,15,0,63,132,16,15,14,5,189,456,251,170,2554,75,3501,407,156,63,763,25,1426,3,0,0,0,0,3,3,0,0,3,0,9,37,11,9,22,0,84,21,20,0,10,4,51,197,29,26,23,5,276,219,72,56,15,10,368,76,22,14,38,7,162,16,10,0,23,0,49,3,0,0,0,0,7,673,291,203,1816,53,3038,4,0,3,0,0,7,210,15,12,3,3,242,52,15,3,71,3,143,14,0,0,0,0,20,75,0,5,0,4,82,90,42,6,79,9,224,961,178,143,489,64,1827,117,49,34,598,2046,2842,6510,2528,1881,23226,3012,37157,224,1419
LGA53920,5,23,11,376,24,449,11,14,7,2428,10,2463,8,0,0,5,0,8,0,0,0,5,0,10,9,3,0,3,0,16,68,27,14,243,11,357,4,0,0,0,0,4,10,0,0,0,0,5,11,9,3,32,0,55,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,28,4,0,93,0,121,0,3,0,8,4,16,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,19,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,14,5,54,0,101,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,42,13,8,53,0,111,3,3,0,51,118,174,219,69,34,3085,152,3561,0,25
LGA53990,152,1036,771,7184,187,9330,0,4,0,37,13,49,88,0,4,22,3,112,26,5,0,20,0,57,235,65,54,125,12,486,2777,1022,745,5368,221,10134,188,7,9,0,0,203,33,7,0,23,0,64,203,56,50,379,9,694,10,14,8,73,0,104,14,0,5,0,0,24,51,8,3,12,3,70,408,145,106,1284,39,1979,596,206,84,989,37,1900,26,0,5,0,0,37,11,0,4,3,0,19,8,5,0,6,0,12,8,4,3,12,0,25,372,27,21,9,13,448,180,63,47,15,3,308,68,18,7,34,3,135,15,0,0,3,0,20,6,0,3,0,0,8,505,182,153,1102,26,1978,9,0,0,3,0,14,188,9,17,4,0,214,20,5,7,13,0,47,8,0,4,0,0,11,8,0,0,3,0,9,73,12,12,46,0,138,465,88,68,151,18,797,78,24,20,256,1179,1562,5619,1870,1346,12754,1645,23239,168,1185
LGA54060,15,181,136,1304,38,1679,0,0,0,3,0,3,3,5,0,3,0,12,0,5,0,7,0,14,32,19,0,26,0,81,339,127,135,886,21,1507,4,0,0,0,0,7,6,0,0,7,0,15,16,11,10,75,6,108,0,0,0,9,0,11,4,0,0,0,0,3,3,0,0,0,0,4,45,13,16,230,8,305,14,12,0,43,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,42,0,7,3,3,57,33,10,3,0,0,40,15,8,0,14,0,32,0,0,0,0,0,0,0,0,0,0,0,0,93,28,25,212,3,371,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,6,3,3,0,0,0,8,8,0,0,0,0,8,6,4,0,19,0,33,65,24,13,26,0,126,18,7,12,50,156,236,637,284,213,2208,218,3569,25,167
LGA54130,3,33,20,420,3,475,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,10,0,20,69,37,31,316,4,457,0,0,0,0,0,0,5,0,0,3,0,4,8,6,0,31,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,77,0,96,3,8,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,24,8,0,0,0,0,16,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,63,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,11,0,0,6,0,22,4,3,0,27,38,73,138,70,46,746,52,1054,6,23
