LGA_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
LGA54280,3749,2218,2481,2808,2817,1790,747,343,135,17093,49,23,100,40,9,6,5,0,0,226,40,21,43,32,13,9,5,0,0,157,3,4,5,0,0,0,0,0,0,23,8,0,0,4,0,0,0,0,0,17,10,4,9,0,0,0,0,0,0,30,7,7,31,12,15,5,0,5,0,85,27,13,43,20,17,10,0,5,0,126,2177,1490,1767,1241,857,436,129,30,9,8131,1211,789,997,814,654,391,160,63,21,5103,7288,4596,5489,5016,4400,2655,1046,450,162,31107,43,33,69,73,45,24,0,3,0,283,460,298,396,460,649,587,304,109,26,3297,0,0,0,0,0,0,0,0,0,0,158,109,76,96,100,56,16,8,5,631,0,0,0,0,0,0,0,0,0,0,1573,880,1004,1012,948,697,314,152,37,6620,82,50,47,38,37,33,22,4,3,323,15,11,7,11,14,7,8,3,0,68,28,16,14,26,29,16,14,10,6,161
LGA54310,2068,1097,1867,2134,1847,1008,215,45,13,10290,42,10,49,35,24,9,0,0,0,178,39,5,42,31,15,4,0,0,0,139,4,0,9,6,3,0,0,0,0,18,21,11,10,9,0,0,0,0,0,51,5,0,7,6,0,0,0,0,0,13,9,5,15,25,14,8,0,0,0,73,31,22,26,34,17,8,0,0,0,137,1507,966,1592,1122,728,298,50,10,0,6276,980,733,1248,1167,906,445,88,14,4,5574,4702,2857,4892,4604,3608,1811,351,69,15,22903,44,33,96,71,66,28,6,0,0,346,527,203,369,500,480,313,99,18,6,2514,0,0,0,0,0,0,0,0,0,0,110,28,72,61,56,21,3,0,0,356,0,0,0,4,0,0,0,0,0,4,1222,459,905,857,650,327,88,19,4,4529,10,11,0,15,9,9,3,0,0,59,9,15,11,13,17,8,0,0,0,66,22,8,19,17,13,13,13,0,0,99
LGA54340,550,256,245,327,364,315,239,155,53,2498,0,0,5,0,0,0,0,0,0,12,98,60,43,37,54,47,36,4,3,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,4,0,0,0,6,0,0,0,0,8,267,135,144,129,102,68,33,12,7,900,89,36,47,39,44,48,19,12,5,330,1020,485,480,559,584,484,323,184,62,4182,12,0,8,19,16,10,0,0,0,73,50,37,41,42,87,97,76,60,17,507,0,0,0,0,0,0,0,0,0,0,94,58,43,49,45,43,24,20,15,398,0,0,0,0,0,0,0,0,0,0,95,60,53,70,77,78,44,36,13,531,0,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,5,4,0,3,7,0,4,11,0,3,37
LGA54410,145,52,66,99,119,112,108,77,32,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,84,38,33,23,32,26,15,6,0,256,30,16,7,9,17,13,11,5,6,106,261,105,113,128,173,153,133,83,31,1178,0,0,0,0,0,0,0,0,0,3,32,10,18,31,40,40,38,37,13,269,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,31,9,18,20,36,29,27,14,9,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,72,15,45,56,53,58,23,6,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,13,30,24,15,13,3,0,0,149,3,0,3,0,8,3,0,0,0,16,124,31,81,87,75,72,33,6,0,514,0,0,0,0,0,0,0,0,0,0,15,6,10,18,16,15,14,5,0,93,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,23,5,13,14,11,12,0,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LGA54550,262,94,133,173,233,211,157,102,30,1390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,118,64,68,54,51,28,10,10,0,411,42,16,11,13,22,27,10,12,0,154,423,186,217,250,308,262,175,127,36,1981,0,0,0,0,0,0,0,0,0,3,87,14,36,60,77,86,77,52,17,511,0,0,0,0,0,0,0,0,0,0,18,7,12,7,4,9,8,0,0,64,0,0,0,0,0,0,0,0,0,0,70,18,35,32,63,41,37,17,14,317,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,12
LGA54620,124,38,88,109,121,103,61,19,8,681,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,34,47,31,28,18,7,0,0,224,20,8,29,19,17,13,3,6,3,125,195,92,174,164,168,133,75,27,8,1043,0,0,0,0,0,0,0,0,0,5,18,9,21,22,25,49,30,10,3,194,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,22,5,21,19,30,19,10,11,4,148,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54690,44,7,35,30,42,50,40,21,3,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,15,24,15,12,13,8,0,0,131,3,6,0,0,0,3,5,0,0,19,100,31,58,49,63,64,48,27,3,438,0,0,0,0,0,0,0,0,0,0,3,5,8,5,17,30,16,16,3,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,4,12,11,8,16,10,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,126,12,63,89,84,112,53,29,11,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,14,32,31,28,11,5,0,0,179,17,0,9,10,10,9,0,4,0,55,206,27,102,138,120,132,62,34,11,826,0,0,0,0,0,0,0,0,0,3,43,0,21,33,27,44,34,17,7,229,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,10,19,19,31,17,11,4,3,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA54830,3101,1807,2282,2358,2110,1818,1242,650,185,15554,38,9,78,22,17,0,0,0,0,165,66,35,51,38,27,9,4,0,0,225,0,0,3,0,3,7,0,0,0,20,3,0,0,0,0,0,0,0,0,8,14,3,28,8,0,3,0,0,0,58,16,24,34,36,27,9,7,3,0,154,36,31,62,49,27,10,7,3,0,215,2427,1535,1791,1185,786,430,210,85,34,8486,969,656,818,695,442,320,177,93,39,4216,6702,4115,5169,4418,3452,2627,1650,841,253,29227,76,60,116,121,73,56,21,0,0,519,685,461,472,617,783,724,577,398,121,4845,0,0,0,0,0,0,0,0,0,0,132,64,131,87,61,56,37,17,6,583,0,0,0,0,3,0,0,0,0,4,1754,934,1253,1259,944,620,433,207,50,7451,13,15,5,15,14,9,7,0,6,81,53,30,56,58,28,22,20,5,3,269,66,39,44,58,40,27,44,28,8,363
LGA54900,163,54,104,157,197,152,72,45,8,949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,36,56,43,31,29,9,4,0,305,30,6,6,12,14,17,10,3,0,97,295,97,169,211,235,195,90,52,12,1358,0,0,0,0,0,0,0,0,0,0,34,11,21,41,52,69,32,21,5,277,0,0,0,0,0,0,0,0,0,0,8,0,5,6,0,4,0,3,0,18,0,0,0,0,0,0,0,0,0,0,47,10,44,27,35,42,23,10,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
LGA54970,108,100,113,141,135,79,39,12,0,727,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,23,50,71,66,44,22,7,0,0,292,25,24,34,40,32,27,4,0,0,191,155,181,232,245,213,139,55,16,0,1231,0,5,6,3,3,6,0,0,0,14,0,5,11,16,38,23,11,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,14,34,32,29,20,14,7,0,160,57,16,33,15,19,9,3,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
LGA55040,161,99,225,200,214,105,31,7,3,1049,0,0,3,0,0,0,0,0,0,9,0,0,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,0,9,7,0,5,0,0,4,0,0,0,15,119,122,185,112,71,50,4,5,0,679,114,119,215,123,105,40,10,4,4,731,406,350,640,442,397,205,51,15,10,2510,4,5,3,9,0,0,0,0,0,22,21,5,27,28,33,23,11,6,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,34,11,48,41,23,26,9,0,0,193,7,0,6,0,0,4,6,0,0,24,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3
LGA55110,6737,4304,3423,4959,6081,6674,6302,3818,1203,43504,39,15,49,40,10,5,0,0,0,153,50,22,35,32,27,17,0,0,0,185,4,4,4,4,7,6,5,0,0,34,4,0,0,0,0,0,0,0,0,9,9,6,22,8,0,0,0,0,0,42,23,28,54,57,52,35,23,0,6,281,38,36,76,63,52,35,23,0,3,334,4626,3089,2669,2410,1946,1508,959,508,159,17876,1574,952,885,904,818,783,586,459,179,7144,13148,8501,7260,8548,9077,9099,7910,4804,1553,69909,150,106,156,198,164,105,57,14,7,941,1726,1248,876,1547,2358,2893,3638,2317,852,17460,0,0,0,0,0,0,0,0,0,0,368,206,163,189,188,182,179,136,30,1640,0,0,0,0,0,0,0,0,0,7,2890,1738,1501,1671,2077,1899,1789,1041,299,14914,26,10,17,20,24,17,49,24,13,205,36,18,20,38,35,35,30,13,7,239,95,51,83,55,80,98,91,38,24,608
LGA55180,891,411,329,650,904,863,647,368,138,5196,7,0,5,6,0,0,0,0,0,25,3,6,0,3,5,0,0,0,0,21,6,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,8,0,0,0,40,0,0,8,6,12,8,0,0,0,40,850,421,367,397,393,295,121,35,11,2877,217,108,88,126,144,129,72,57,12,940,1987,953,809,1204,1472,1301,840,456,156,9182,3,0,6,10,25,17,9,0,0,70,129,102,70,132,260,315,313,173,59,1562,0,0,0,0,0,0,0,0,0,0,27,19,4,15,27,26,20,7,0,151,0,0,0,0,0,0,0,0,0,0,388,204,166,205,298,284,191,104,48,1891,0,0,0,0,0,0,8,3,0,7,8,3,0,5,10,20,11,28,0,83,7,3,3,8,4,16,4,5,0,55
LGA55250,65,52,102,77,121,97,45,10,6,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,5,0,0,0,0,0,12,80,69,94,62,49,30,4,6,3,395,104,41,71,53,55,34,8,6,0,381,250,173,278,200,228,156,60,16,3,1380,0,0,3,0,0,0,0,0,0,10,5,5,13,11,18,23,8,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,15,11,32,32,30,22,14,3,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA55320,9547,7797,5274,7408,9089,8475,5585,4368,2004,59538,205,237,207,204,191,107,43,20,7,1220,197,208,211,163,106,62,33,10,4,1002,10,11,8,22,11,29,8,11,4,102,0,0,0,0,0,0,0,0,0,4,27,54,64,23,27,37,9,11,0,246,74,87,75,72,89,65,27,25,13,521,96,146,134,94,114,97,42,29,13,765,4551,4298,3431,3214,3181,2390,973,553,227,22830,1290,1150,921,996,955,809,499,423,273,7319,16195,14381,10614,12531,14109,12476,7371,5482,2539,95700,309,372,380,460,428,467,286,83,22,2803,1445,1090,730,1300,2122,2352,2308,1625,963,13929,0,0,0,0,0,0,0,0,0,0,327,290,156,213,309,286,191,130,41,1940,23,23,19,16,11,17,3,8,6,122,5019,3506,2351,3069,3571,3125,2317,1349,603,24922,12,14,5,17,29,31,40,27,14,202,118,98,59,131,139,103,73,53,17,801,32,36,20,36,30,38,27,14,7,224
LGA55390,30,21,14,8,25,34,7,4,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,14,25,17,27,21,16,11,7,0,0,120,26,18,18,20,23,9,7,0,0,107,77,55,59,50,63,55,22,8,0,386,0,0,0,3,0,0,0,0,0,0,0,0,4,4,6,13,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,12,12,27,3,6,0,0,71,20,17,13,15,10,3,9,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,377,185,207,283,306,284,188,124,31,1981,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,19,4,0,0,7,0,4,0,0,0,19,240,202,159,117,105,73,30,13,4,933,84,71,33,49,49,16,15,9,7,324,711,467,396,458,462,376,232,149,41,3286,0,0,5,3,0,3,0,0,0,12,54,46,30,45,92,123,84,47,21,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,175,70,98,73,73,81,69,24,14,678,17,3,9,7,7,6,8,3,0,55,0,0,0,0,0,0,0,0,0,4,0,4,0,0,4,4,0,3,0,17
LGA55530,66,24,27,48,47,57,31,14,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,13,24,17,15,11,6,0,0,119,18,3,0,6,3,3,0,5,0,41,117,38,52,69,67,77,35,21,0,477,0,0,0,0,0,0,0,0,0,5,13,10,9,21,12,27,13,4,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,9,8,12,18,9,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,334,152,180,235,270,250,151,76,38,1696,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,159,102,75,72,60,41,15,9,0,532,61,36,36,32,23,23,18,11,5,232,553,293,292,345,359,320,177,96,46,2478,0,0,0,0,0,0,0,0,0,4,83,33,33,84,120,98,89,45,18,605,0,0,0,0,0,0,0,0,0,0,12,3,11,4,0,7,5,4,0,44,0,0,0,0,0,0,0,0,0,0,128,75,60,66,90,67,53,25,5,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,4,0,0,3,0,0,0,16
LGA55670,117,55,44,81,94,69,50,42,14,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,81,62,21,31,21,14,7,4,0,236,24,12,8,10,15,6,3,0,0,80,222,133,78,124,133,83,60,44,17,892,0,0,0,0,0,0,0,0,0,8,19,15,11,23,17,32,19,21,8,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,30,35,25,22,27,17,11,11,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55740,924,686,506,619,766,697,532,300,174,5202,19,14,42,16,4,8,0,0,0,94,11,24,23,13,9,3,0,0,0,78,6,0,0,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,3,10,16,8,0,7,0,0,57,15,7,10,12,8,0,7,0,0,58,367,425,396,309,276,214,117,43,23,2170,119,120,132,119,111,101,64,39,26,833,1475,1287,1137,1115,1193,1046,727,392,222,8595,13,16,49,26,17,23,15,4,0,153,321,182,89,149,287,233,305,151,59,1774,0,0,0,0,0,0,0,0,0,0,11,5,9,3,7,19,6,0,0,57,0,0,0,0,0,0,0,0,0,0,326,263,180,227,278,188,166,95,17,1747,0,3,0,0,0,0,3,0,0,11,20,17,15,11,21,11,12,4,0,112,0,0,0,0,5,0,0,0,0,4
LGA55810,87,57,37,64,71,50,38,7,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,44,23,19,8,8,0,0,146,14,13,15,22,25,4,4,0,0,94,125,78,96,112,107,66,50,12,5,643,0,0,0,0,0,0,0,0,0,5,6,3,0,3,7,7,12,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,10,13,11,15,14,0,0,77,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
LGA55880,67,16,46,71,61,56,30,17,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,15,8,14,7,0,0,0,90,4,0,0,0,6,7,0,5,0,29,108,29,61,77,85,65,33,21,0,485,0,0,0,0,0,0,0,0,0,0,25,8,6,16,26,21,22,15,3,140,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,21,11,21,16,6,3,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,62,31,32,39,69,49,47,26,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,13,12,10,11,4,3,0,96,3,4,3,8,0,0,7,4,0,32,93,51,45,67,83,69,54,35,0,490,3,0,0,3,0,0,0,0,0,6,9,5,13,9,5,21,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,5,11,6,9,6,16,4,0,83,15,3,8,7,5,10,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
