LGA_CODE_2021,C11_P_FoodHos_PS_15_19,C11_P_FoodHos_PS_20_24,C11_P_FoodHos_PS_25_34,C11_P_FoodHos_PS_35_44,C11_P_FoodHos_PS_45_54,C11_P_FoodHos_PS_55_64,C11_P_FoodHos_PS_65_74,C11_P_FoodHos_PS_75_84,C11_P_FoodHos_PS_85over,C11_P_FoodHos_PS_Tot,C11_P_MixFld_pr_15_19,C11_P_MixFld_pr_20_24,C11_P_MixFld_pr_25_34,C11_P_MixFld_pr_35_44,C11_P_MixFld_pr_45_54,C11_P_MixFld_pr_55_64,C11_P_MixFld_pr_65_74,C11_P_MixFld_pr_75_84,C11_P_MixFld_pr_85over,C11_P_MixFld_pr_Tot,C11_P_FldStu_ID_15_19,C11_P_FldStu_ID_20_24,C11_P_FldStu_ID_25_34,C11_P_FldStu_ID_35_44,C11_P_FldStu_ID_45_54,C11_P_FldStu_ID_55_64,C11_P_FldStu_ID_65_74,C11_P_FldStu_ID_75_84,C11_P_FldStu_ID_85over,C11_P_FldStu_ID_Tot,C11_P_FldStu_NS_15_19,C11_P_FldStu_NS_20_24,C11_P_FldStu_NS_25_34,C11_P_FldStu_NS_35_44,C11_P_FldStu_NS_45_54,C11_P_FldStu_NS_55_64,C11_P_FldStu_NS_65_74,C11_P_FldStu_NS_75_84,C11_P_FldStu_NS_85over,C11_P_FldStu_NS_Tot,C11_P_Tot_15_19,C11_P_Tot_20_24,C11_P_Tot_25_34,C11_P_Tot_35_44,C11_P_Tot_45_54,C11_P_Tot_55_64,C11_P_Tot_65_74,C11_P_Tot_75_84,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_NatPhy_sci_15_19,C16_P_NatPhy_sci_20_24,C16_P_NatPhy_sci_25_34,C16_P_NatPhy_sci_35_44,C16_P_NatPhy_sci_45_54,C16_P_NatPhy_sci_55_64,C16_P_NatPhy_sci_65_74,C16_P_NatPhy_sci_75_84,C16_P_NatPhy_sci_85over,C16_P_NatPhy_sci_Tot,C16_P_InfTec_15_19,C16_P_InfTec_20_24,C16_P_InfTec_25_34,C16_P_InfTec_35_44,C16_P_InfTec_45_54,C16_P_InfTec_55_64,C16_P_InfTec_65_74,C16_P_InfTec_75_84,C16_P_InfTec_85over,C16_P_InfTec_Tot,C16_P_EngRT_15_19,C16_P_EngRT_20_24,C16_P_EngRT_25_34,C16_P_EngRT_35_44,C16_P_EngRT_45_54,C16_P_EngRT_55_64,C16_P_EngRT_65_74,C16_P_EngRT_75_84,C16_P_EngRT_85over,C16_P_EngRT_Tot,C16_P_ArchBuild_15_19,C16_P_ArchBuild_20_24,C16_P_ArchBuild_25_34,C16_P_ArchBuild_35_44,C16_P_ArchBuild_45_54,C16_P_ArchBuild_55_64,C16_P_ArchBuild_65_74,C16_P_ArchBuild_75_84,C16_P_ArchBuild_85over,C16_P_ArchBuild_Tot,C16_P_AgEnv_RS_15_19,C16_P_AgEnv_RS_20_24,C16_P_AgEnv_RS_25_34,C16_P_AgEnv_RS_35_44,C16_P_AgEnv_RS_45_54,C16_P_AgEnv_RS_55_64,C16_P_AgEnv_RS_65_74,C16_P_AgEnv_RS_75_84,C16_P_AgEnv_RS_85over,C16_P_AgEnv_RS_Tot,C16_P_Health_15_19,C16_P_Health_20_24,C16_P_Health_25_34,C16_P_Health_35_44,C16_P_Health_45_54,C16_P_Health_55_64,C16_P_Health_65_74,C16_P_Health_75_84,C16_P_Health_85over,C16_P_Health_Tot,C16_P_Educ_15_19,C16_P_Educ_20_24,C16_P_Educ_25_34,C16_P_Educ_35_44,C16_P_Educ_45_54,C16_P_Educ_55_64,C16_P_Educ_65_74,C16_P_Educ_75_84,C16_P_Educ_85over,C16_P_Educ_Tot,C16_P_MngtCom_15_19,C16_P_MngtCom_20_24,C16_P_MngtCom_25_34,C16_P_MngtCom_35_44,C16_P_MngtCom_45_54,C16_P_MngtCom_55_64,C16_P_MngtCom_65_74,C16_P_MngtCom_75_84,C16_P_MngtCom_85over,C16_P_MngtCom_Tot,C16_P_Soc_cult_15_19,C16_P_Soc_cult_20_24,C16_P_Soc_cult_25_34,C16_P_Soc_cult_35_44,C16_P_Soc_cult_45_54,C16_P_Soc_cult_55_64,C16_P_Soc_cult_65_74,C16_P_Soc_cult_75_84,C16_P_Soc_cult_85over,C16_P_Soc_cult_Tot,C16_P_Creative_art_15_19,C16_P_Creative_art_20_24,C16_P_Creative_art_25_34,C16_P_Creative_art_35_44,C16_P_Creative_art_45_54,C16_P_Creative_art_55_64,C16_P_Creative_art_65_74,C16_P_Creative_art_75_84,C16_P_Creative_art_85over,C16_P_Creative_art_Tot,C16_P_FoodHos_PS_15_19,C16_P_FoodHos_PS_20_24,C16_P_FoodHos_PS_25_34,C16_P_FoodHos_PS_35_44,C16_P_FoodHos_PS_45_54,C16_P_FoodHos_PS_55_64,C16_P_FoodHos_PS_65_74,C16_P_FoodHos_PS_75_84,C16_P_FoodHos_PS_85over,C16_P_FoodHos_PS_Tot,C16_P_MixFld_pr_15_19,C16_P_MixFld_pr_20_24,C16_P_MixFld_pr_25_34,C16_P_MixFld_pr_35_44,C16_P_MixFld_pr_45_54,C16_P_MixFld_pr_55_64,C16_P_MixFld_pr_65_74,C16_P_MixFld_pr_75_84,C16_P_MixFld_pr_85over,C16_P_MixFld_pr_Tot,C16_P_FldStu_ID_15_19,C16_P_FldStu_ID_20_24,C16_P_FldStu_ID_25_34,C16_P_FldStu_ID_35_44,C16_P_FldStu_ID_45_54,C16_P_FldStu_ID_55_64,C16_P_FldStu_ID_65_74,C16_P_FldStu_ID_75_84,C16_P_FldStu_ID_85over,C16_P_FldStu_ID_Tot,C16_P_FldStu_NS_15_19,C16_P_FldStu_NS_20_24,C16_P_FldStu_NS_25_34,C16_P_FldStu_NS_35_44,C16_P_FldStu_NS_45_54,C16_P_FldStu_NS_55_64,C16_P_FldStu_NS_65_74,C16_P_FldStu_NS_75_84,C16_P_FldStu_NS_85over,C16_P_FldStu_NS_Tot,C16_P_Tot_15_19,C16_P_Tot_20_24,C16_P_Tot_25_34,C16_P_Tot_35_44,C16_P_Tot_45_54,C16_P_Tot_55_64,C16_P_Tot_65_74,C16_P_Tot_75_84,C16_P_Tot_85over,C16_P_Tot_Tot
LGA56090,30,92,127,193,142,90,40,24,5,751,5,0,0,0,0,0,0,0,0,7,0,10,22,34,42,32,24,8,0,168,295,373,712,725,539,453,308,233,103,3743,565,1184,2405,3664,3862,3208,1746,727,216,17568,6,36,67,153,160,125,72,24,9,642,19,24,53,72,76,42,16,7,0,305,41,203,504,620,762,747,624,213,41,3750,17,73,169,172,186,184,128,52,12,991,12,22,64,111,123,88,35,21,5,476,14,75,231,289,411,401,255,116,22,1819,5,42,165,314,417,425,268,96,21,1738,34,121,348,493,618,485,307,92,28,2523,27,96,255,323,408,350,228,55,10,1756,14,71,107,140,118,102,64,19,4,641,27,74,187,148,168,104,82,27,13,825,7,0,0,5,3,5,7,0,0,34,3,11,35,38,61,33,23,10,8,220,214,377,922,825,693,446,376,247,136,4222,432,1224,3109,3709,4194,3519,2490,965,302,19942
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,5,6,4,8,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,14,5,0,0,0,46,4,6,14,12,24,9,0,0,0,71
LGA56230,14,20,75,60,59,32,36,10,0,315,0,0,0,0,0,0,0,0,0,3,0,0,5,13,13,12,4,4,0,57,113,61,110,150,157,218,182,158,50,1201,199,321,739,952,1028,950,743,399,82,5413,0,3,16,16,19,9,8,3,0,84,3,8,16,17,16,8,0,3,0,76,18,89,263,267,275,272,253,119,40,1585,5,25,68,68,74,58,78,43,3,429,11,8,32,47,50,33,28,7,6,214,13,33,85,79,113,119,94,52,11,596,4,16,72,113,125,111,67,22,5,538,8,53,128,172,178,161,134,43,9,889,20,40,92,104,119,96,57,24,3,558,4,12,20,16,10,16,9,8,3,106,16,44,78,77,72,66,34,20,6,411,7,5,0,4,0,0,7,7,0,23,0,5,11,16,16,14,11,10,4,77,115,71,143,193,231,240,243,173,46,1451,208,426,1029,1196,1291,1214,1021,538,128,7046
LGA56300,0,0,0,8,3,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,9,7,20,18,14,7,0,85,15,11,53,83,105,161,80,28,3,547,0,0,0,6,4,0,0,0,0,12,0,0,0,0,0,6,0,0,0,5,0,5,3,18,25,22,26,14,3,108,0,0,3,7,7,7,12,3,0,38,0,0,0,3,5,6,0,3,0,26,0,0,3,12,17,24,14,3,0,76,0,0,3,8,8,20,17,0,0,51,0,4,9,10,8,14,14,0,0,68,0,0,7,7,18,20,8,3,0,63,0,0,0,4,0,4,3,0,0,15,0,0,4,4,8,6,4,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,6,7,11,26,24,28,9,4,125,5,25,43,77,125,155,145,43,8,626
LGA56370,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,7,5,15,5,9,17,75,10,14,45,39,37,34,22,21,20,237,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,14,10,4,7,0,0,0,42,0,0,0,0,0,0,0,0,0,3,0,0,10,8,0,5,0,0,0,23,0,0,9,6,7,7,0,6,0,21,0,0,7,0,6,10,0,5,4,35,0,0,7,3,7,3,5,0,0,22,0,0,4,3,0,8,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,7,4,10,14,18,10,4,76,5,14,61,36,29,54,34,18,8,260
LGA56460,3,9,23,17,8,11,3,0,0,82,0,0,0,0,0,0,4,0,0,3,0,3,3,0,0,0,0,0,0,9,26,27,37,55,45,52,45,59,21,367,82,155,294,368,356,278,167,101,37,1829,0,0,0,3,7,6,0,0,0,23,0,0,9,4,3,0,0,0,0,19,14,36,58,56,61,56,36,16,6,329,0,11,11,25,8,22,11,13,0,102,10,16,35,28,33,21,11,4,0,158,4,17,48,48,37,59,29,13,10,262,0,7,25,35,50,53,16,15,0,207,7,19,68,39,51,32,20,4,0,234,15,12,23,39,45,40,20,4,0,192,0,0,3,4,0,7,9,0,0,30,0,11,22,22,10,13,6,3,0,85,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,7,71,32,71,66,82,111,94,59,22,606,124,163,369,367,388,414,257,135,46,2264
LGA56580,7,15,31,49,44,37,18,6,0,208,5,0,0,0,0,0,0,0,3,11,0,6,12,23,31,33,12,5,5,133,90,73,96,119,144,123,105,88,122,962,138,689,1372,2100,2675,2175,1216,624,299,11299,0,133,128,116,195,161,122,49,15,915,4,7,33,53,56,30,11,3,0,193,5,100,186,241,299,240,152,92,29,1334,4,29,61,60,73,55,46,16,11,363,0,16,24,26,37,16,14,13,4,152,3,82,251,411,516,454,351,161,63,2294,0,17,64,113,193,283,234,89,28,1015,11,140,322,535,710,449,287,110,36,2592,16,109,207,321,381,344,249,104,41,1770,9,46,78,86,64,60,41,17,10,413,10,18,36,36,40,30,29,13,5,217,6,6,0,0,0,0,0,3,0,18,0,13,10,24,38,25,17,16,4,156,58,68,112,144,162,164,109,69,75,965,125,794,1511,2156,2751,2314,1666,751,310,12386
LGA56620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,23,33,17,16,0,0,0,125,22,22,67,61,59,60,15,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,0,9,0,0,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,11,6,0,0,28,0,0,17,3,4,8,0,0,0,31,0,5,3,0,4,4,0,0,0,15,0,0,7,7,11,0,0,0,0,29,0,0,5,6,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,44,41,81,64,53,26,29,10,0,357,48,53,131,94,85,65,36,10,0,520
LGA56730,11,18,47,52,34,23,17,0,0,201,0,0,0,0,0,0,0,0,0,3,0,0,5,15,10,11,3,0,0,50,99,64,115,151,150,188,140,119,54,1087,156,270,618,740,734,752,417,208,76,3968,0,5,10,11,13,17,4,6,0,68,3,10,7,10,5,7,0,0,0,53,6,52,132,129,153,173,128,57,14,844,7,15,45,35,42,37,31,20,0,228,5,12,37,23,35,36,15,4,0,163,4,16,68,64,54,94,52,18,6,379,0,15,43,58,69,77,49,10,4,328,21,33,117,105,109,92,47,14,3,540,5,20,57,85,77,96,46,8,0,395,3,5,18,18,10,17,7,0,0,75,9,14,42,42,47,25,25,4,3,219,0,4,0,0,0,0,4,0,4,6,0,0,9,12,16,12,7,0,0,59,82,130,321,265,229,219,175,113,63,1603,151,328,913,860,850,906,590,266,98,4962
LGA56790,0,0,15,23,12,11,8,3,0,78,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,3,0,0,0,10,21,7,17,27,54,45,45,37,18,276,37,41,131,240,259,245,170,75,23,1221,0,0,0,0,0,3,0,0,0,12,0,3,4,0,0,0,0,0,0,6,0,13,24,33,54,89,63,21,0,305,0,9,10,11,13,24,14,7,0,95,0,3,12,9,19,10,8,0,0,65,4,4,12,12,23,33,26,3,0,121,0,3,14,29,29,26,20,11,4,139,0,9,15,22,40,32,24,9,0,146,0,5,14,6,16,14,11,4,0,72,0,0,0,3,8,5,3,0,0,19,5,9,12,22,20,14,7,3,0,88,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,0,0,16,17,16,35,44,67,78,72,52,24,401,24,73,152,201,289,341,252,102,35,1478
LGA56860,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,0,3,0,12,0,3,11,16,19,13,0,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,8,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,9,0,0,0,4,0,8,0,0,0,9,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,7,4,17,4,6,8,18,17,20,11,3,3,88
LGA56930,0,3,0,0,4,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,8,14,11,18,24,19,9,5,133,33,49,96,105,190,173,90,57,32,820,0,7,6,6,7,12,4,3,5,40,0,0,0,0,0,0,0,0,0,8,0,0,14,4,10,18,8,3,5,60,0,0,9,4,9,6,5,6,0,38,0,0,6,0,0,0,0,0,0,7,0,7,23,17,34,32,18,25,9,160,0,0,0,9,15,23,6,0,4,67,0,20,25,33,56,44,27,7,0,214,0,7,12,17,43,32,24,6,0,143,0,6,5,4,5,4,5,0,0,28,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,11,15,11,17,12,18,10,13,7,0,100,18,72,112,111,198,184,111,71,25,894
LGA57000,0,0,7,6,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,19,11,13,5,10,0,92,3,16,125,88,73,52,15,16,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,14,16,12,0,0,0,99,0,0,6,0,0,0,0,0,0,14,0,0,0,3,4,3,0,0,0,15,0,0,0,3,0,3,0,0,0,10,0,0,9,3,7,4,0,0,0,21,0,0,5,6,4,3,0,0,0,22,4,0,5,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,5,0,0,6,0,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,16,17,5,5,3,75,6,17,85,52,62,45,17,8,3,297
LGA57080,7,87,179,65,44,46,10,8,0,444,3,18,0,0,0,0,0,0,0,29,0,11,43,23,16,11,5,0,0,113,117,397,1123,412,323,312,174,85,35,2991,199,1618,5667,2063,1541,1425,717,272,100,13602,5,220,480,166,79,66,43,13,6,1092,3,40,274,155,47,27,10,3,0,553,3,270,1108,451,251,219,147,44,15,2510,3,47,241,98,65,54,35,17,5,564,3,17,89,31,17,12,13,11,0,187,8,134,668,209,123,139,119,47,21,1474,4,22,147,86,75,119,82,30,10,577,41,389,1571,669,383,271,178,54,10,3561,16,198,848,335,189,206,115,52,13,1970,14,95,262,89,32,29,28,7,6,561,6,99,310,112,56,35,20,7,0,651,16,26,17,3,5,9,6,0,0,72,3,28,67,39,27,16,16,7,0,193,112,493,1428,569,389,343,227,136,36,3730,238,2084,7515,2997,1743,1546,1026,431,112,17691
LGA57140,0,0,6,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,8,10,12,18,10,8,8,7,80,14,27,54,56,74,63,40,25,15,356,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,4,6,12,17,13,0,0,59,0,0,4,0,6,7,0,0,0,28,0,0,7,0,4,0,4,0,0,29,0,5,4,7,3,10,10,0,0,40,0,0,6,7,3,7,0,3,0,33,0,0,8,8,7,9,5,0,0,47,0,0,3,9,7,10,3,0,0,33,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,5,0,0,0,13,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,4,3,0,0,8,11,9,10,9,18,33,25,14,3,144,18,19,52,55,69,112,74,30,9,452
LGA57210,5,8,25,23,7,15,3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,13,35,26,60,66,58,61,42,33,15,395,72,90,266,320,383,387,231,90,36,1876,0,0,5,6,8,4,10,5,0,45,0,4,5,4,0,6,0,0,0,17,8,15,37,46,53,73,53,24,3,315,5,7,16,19,17,21,18,9,0,109,3,9,28,37,38,32,16,15,3,187,5,8,27,26,44,55,32,14,4,210,0,0,8,23,48,51,30,8,0,185,3,12,28,54,61,57,39,8,4,260,5,12,23,36,52,46,29,9,0,222,3,7,8,7,11,12,9,3,0,55,4,10,12,30,26,8,13,0,0,101,4,0,0,0,0,0,0,0,0,10,0,0,0,4,3,5,0,0,0,14,36,26,63,85,109,91,100,50,25,584,77,114,257,385,466,476,343,146,48,2322
LGA57280,8,49,95,76,44,19,3,0,0,292,0,0,0,0,0,0,0,0,0,0,0,3,21,20,20,9,0,4,0,78,218,313,721,601,538,285,78,24,3,2767,293,822,2432,1863,1479,761,136,34,7,7821,0,3,30,22,16,13,0,0,0,84,0,7,17,28,5,0,0,0,0,62,14,117,686,530,380,201,37,0,6,1959,14,16,133,59,65,46,6,4,0,345,0,4,29,33,15,11,0,0,0,93,5,21,165,117,100,61,17,4,0,493,0,28,122,120,73,46,11,6,0,399,12,56,320,257,149,79,11,3,0,886,5,35,160,112,72,42,15,3,0,452,0,11,35,14,12,9,0,0,0,84,6,29,99,64,43,15,8,0,0,266,0,0,5,3,0,5,0,0,0,17,0,0,25,19,17,10,0,0,0,72,136,172,575,422,396,253,82,28,15,2082,197,494,2403,1803,1346,769,196,45,21,7287
LGA57350,0,0,0,4,3,8,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,10,14,9,7,3,58,9,18,40,56,76,67,41,28,7,336,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,10,8,13,13,10,7,0,61,0,0,3,0,8,9,0,3,0,17,0,0,5,0,6,9,4,0,0,27,0,0,3,4,9,12,7,4,0,39,0,0,6,3,8,10,3,6,0,41,0,0,9,5,7,8,7,3,0,40,0,0,4,0,4,7,3,0,0,24,0,0,0,4,3,0,0,0,0,10,0,0,0,4,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,11,19,31,20,18,6,136,11,6,53,41,81,97,61,37,13,410
LGA57420,0,9,9,11,4,3,3,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,9,8,28,22,23,27,29,12,7,155,15,50,189,202,172,124,89,29,7,874,0,0,4,6,6,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,6,31,31,30,40,12,9,0,159,0,0,12,3,3,9,6,0,0,32,3,0,5,6,10,13,15,0,0,59,0,0,12,10,15,10,19,4,0,70,0,0,9,8,14,11,10,3,0,62,0,5,15,19,17,14,5,4,0,84,0,0,11,6,5,9,6,0,0,43,0,0,0,3,0,3,0,0,0,12,0,0,10,0,8,3,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,5,0,5,0,0,0,0,14,10,3,33,41,27,42,37,14,3,219,15,26,145,142,128,151,125,39,8,786
LGA57490,141,371,716,698,434,245,129,44,12,2792,8,6,8,14,6,5,0,5,0,58,8,30,95,129,89,54,35,13,4,447,759,621,1025,1289,1112,863,807,855,380,7703,1682,3672,8470,9787,8321,5106,3160,1836,599,42632,14,85,258,273,212,136,55,23,3,1057,41,131,298,291,176,67,36,3,0,1037,164,783,2520,2527,2635,1855,1173,559,143,12370,80,303,827,685,700,411,314,203,46,3567,13,76,213,214,154,90,75,18,12,868,71,329,939,1039,1089,717,393,158,47,4784,29,177,774,988,940,597,281,131,27,3941,162,630,1949,1937,1648,959,509,192,50,8049,188,510,1368,1301,1050,682,317,73,11,5499,54,177,312,231,157,95,54,21,9,1118,135,460,1012,775,649,324,200,75,18,3640,16,17,18,7,16,19,28,22,5,147,13,48,120,124,131,92,42,19,5,589,725,904,1797,1477,1481,1066,933,882,445,9713,1714,4629,12404,11865,11030,7113,4412,2374,822,56363
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,15,0,6,4,3,16,9,3,0,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,17,0,0,0,6,11,16,9,4,0,49
LGA57700,22,68,91,118,75,46,27,10,0,453,0,3,6,0,5,5,0,0,0,10,0,3,8,23,21,10,0,0,0,68,103,79,163,258,201,189,103,88,49,1229,266,623,1280,1670,1465,1047,517,192,62,7120,4,13,73,72,53,25,13,3,0,264,4,22,92,39,19,6,3,0,0,188,36,218,655,527,565,377,226,74,21,2702,15,93,196,126,117,91,69,12,5,724,3,23,79,59,60,38,25,10,0,307,12,79,260,215,198,162,72,26,9,1024,7,47,179,185,154,125,69,14,0,778,36,139,507,417,334,187,92,26,6,1753,42,97,336,249,202,126,43,10,6,1104,15,35,67,51,29,25,14,3,0,227,23,92,267,157,136,76,39,14,6,807,4,0,3,4,3,0,0,3,0,27,0,3,34,38,33,13,5,0,0,124,136,142,382,371,366,227,141,85,34,1889,346,1003,3135,2513,2277,1481,804,280,78,11916
LGA57770,0,0,3,9,8,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,9,12,12,9,0,52,8,15,79,72,68,72,38,17,6,376,0,3,9,0,0,9,0,0,0,23,0,0,0,3,0,0,0,0,0,7,0,6,14,18,24,22,18,4,0,108,0,0,7,0,4,9,3,0,0,24,0,0,5,6,6,0,0,0,0,28,0,0,0,3,3,4,6,0,0,25,0,0,8,5,7,5,0,0,0,24,0,0,3,14,10,11,3,5,0,47,0,0,13,4,6,5,4,0,0,32,0,0,5,4,0,0,3,0,0,17,0,0,4,10,10,8,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,16,19,9,22,8,5,103,3,28,87,89,77,73,74,15,4,461
LGA57840,13,97,200,136,112,97,32,15,3,704,4,12,4,0,3,0,5,0,0,31,0,12,49,53,45,36,16,6,6,227,201,343,558,390,379,389,290,345,309,3211,359,2224,5693,4219,3942,3350,1630,906,569,22905,5,134,334,302,261,186,108,39,15,1382,6,47,188,188,116,69,22,0,0,632,20,263,932,695,556,562,338,160,55,3589,8,88,327,159,144,138,104,39,17,1022,4,31,76,75,59,39,38,19,3,349,7,201,802,506,492,457,249,126,50,2898,4,42,268,287,343,470,250,125,36,1821,52,419,1290,1119,1053,801,478,159,78,5446,19,209,683,486,470,422,244,80,22,2632,26,114,275,176,92,84,53,19,8,854,23,76,214,137,110,94,73,17,3,752,8,5,7,4,5,4,10,6,6,59,0,19,59,55,50,43,25,14,5,270,166,247,595,442,395,370,343,285,350,3186,348,1903,6049,4626,4134,3751,2350,1079,655,24892
LGA57910,117,663,1404,974,655,399,224,99,34,4565,12,32,21,30,16,19,7,12,7,149,3,76,241,221,191,118,82,41,13,989,1068,1446,3191,2251,1867,1773,1605,1737,1075,16005,1728,8102,25822,20367,16177,12329,7417,4616,1943,98500,6,386,1270,1077,804,512,299,113,33,4499,31,193,1125,950,500,247,74,10,0,3123,87,923,4237,3266,2658,2290,1553,1036,326,16373,52,453,2076,1201,911,793,478,368,88,6414,5,63,401,351,240,173,87,45,11,1380,46,711,3440,2343,1855,1538,948,475,153,11519,27,234,1632,1543,1763,1748,1076,477,127,8628,185,1331,6731,5566,4156,2530,1622,775,259,23156,93,820,3350,2755,1957,1643,889,319,79,11911,81,561,1556,934,539,325,198,101,20,4312,106,467,1750,1038,813,489,319,126,54,5157,19,27,48,44,34,40,48,47,21,322,18,83,362,288,215,165,92,63,16,1295,691,1008,3392,2243,1881,1623,1488,1425,1156,14904,1431,7253,31368,23610,18326,14110,9175,5379,2334,112990
LGA57980,7,22,48,47,34,23,9,9,5,195,0,0,3,0,0,0,3,0,0,9,0,6,24,20,18,18,11,0,0,101,55,64,234,153,146,164,127,116,90,1151,82,565,2269,1812,1664,1470,881,406,174,9327,0,66,161,117,145,97,64,24,8,690,3,11,62,69,42,29,14,3,0,233,0,73,276,268,178,142,121,66,19,1141,3,25,93,57,76,61,44,26,7,392,0,11,36,25,17,15,14,14,0,134,0,72,421,261,275,252,166,106,36,1592,4,12,75,81,123,172,158,65,18,705,6,94,460,492,388,277,187,85,31,2010,8,76,379,292,255,236,210,59,11,1533,5,58,126,99,79,54,33,7,7,465,3,23,65,46,40,20,20,7,4,232,4,0,4,0,5,4,3,0,0,14,0,6,22,26,27,22,10,7,0,119,43,66,265,191,141,166,163,135,98,1270,87,582,2449,2029,1794,1535,1214,611,239,10534
