LGA_CODE_2021,C21_P_NatPhy_sci_15_19,C21_P_NatPhy_sci_20_24,C21_P_NatPhy_sci_25_34,C21_P_NatPhy_sci_35_44,C21_P_NatPhy_sci_45_54,C21_P_NatPhy_sci_55_64,C21_P_NatPhy_sci_65_74,C21_P_NatPhy_sci_75_84,C21_P_NatPhy_sci_85over,C21_P_NatPhy_sci_Tot,C21_P_InfTec_15_19,C21_P_InfTec_20_24,C21_P_InfTec_25_34,C21_P_InfTec_35_44,C21_P_InfTec_45_54,C21_P_InfTec_55_64,C21_P_InfTec_65_74,C21_P_InfTec_75_84,C21_P_InfTec_85over,C21_P_InfTec_Tot,C21_P_EngRT_15_19,C21_P_EngRT_20_24,C21_P_EngRT_25_34,C21_P_EngRT_35_44,C21_P_EngRT_45_54,C21_P_EngRT_55_64,C21_P_EngRT_65_74,C21_P_EngRT_75_84,C21_P_EngRT_85over,C21_P_EngRT_Tot,C21_P_ArchBuild_15_19,C21_P_ArchBuild_20_24,C21_P_ArchBuild_25_34,C21_P_ArchBuild_35_44,C21_P_ArchBuild_45_54,C21_P_ArchBuild_55_64,C21_P_ArchBuild_65_74,C21_P_ArchBuild_75_84,C21_P_ArchBuild_85over,C21_P_ArchBuild_Tot,C21_P_AgEnv_RS_15_19,C21_P_AgEnv_RS_20_24,C21_P_AgEnv_RS_25_34,C21_P_AgEnv_RS_35_44,C21_P_AgEnv_RS_45_54,C21_P_AgEnv_RS_55_64,C21_P_AgEnv_RS_65_74,C21_P_AgEnv_RS_75_84,C21_P_AgEnv_RS_85over,C21_P_AgEnv_RS_Tot,C21_P_Health_15_19,C21_P_Health_20_24,C21_P_Health_25_34,C21_P_Health_35_44,C21_P_Health_45_54,C21_P_Health_55_64,C21_P_Health_65_74,C21_P_Health_75_84,C21_P_Health_85over,C21_P_Health_Tot,C21_P_Educ_15_19,C21_P_Educ_20_24,C21_P_Educ_25_34,C21_P_Educ_35_44,C21_P_Educ_45_54,C21_P_Educ_55_64,C21_P_Educ_65_74,C21_P_Educ_75_84,C21_P_Educ_85over,C21_P_Educ_Tot,C21_P_MngtCom_15_19,C21_P_MngtCom_20_24,C21_P_MngtCom_25_34,C21_P_MngtCom_35_44,C21_P_MngtCom_45_54,C21_P_MngtCom_55_64,C21_P_MngtCom_65_74,C21_P_MngtCom_75_84,C21_P_MngtCom_85over,C21_P_MngtCom_Tot,C21_P_Soc_cult_15_19,C21_P_Soc_cult_20_24,C21_P_Soc_cult_25_34,C21_P_Soc_cult_35_44,C21_P_Soc_cult_45_54,C21_P_Soc_cult_55_64,C21_P_Soc_cult_65_74,C21_P_Soc_cult_75_84,C21_P_Soc_cult_85over,C21_P_Soc_cult_Tot,C21_P_Creative_art_15_19,C21_P_Creative_art_20_24,C21_P_Creative_art_25_34,C21_P_Creative_art_35_44,C21_P_Creative_art_45_54,C21_P_Creative_art_55_64,C21_P_Creative_art_65_74,C21_P_Creative_art_75_84,C21_P_Creative_art_85over,C21_P_Creative_art_Tot,C21_P_FoodHos_PS_15_19,C21_P_FoodHos_PS_20_24,C21_P_FoodHos_PS_25_34,C21_P_FoodHos_PS_35_44,C21_P_FoodHos_PS_45_54,C21_P_FoodHos_PS_55_64,C21_P_FoodHos_PS_65_74,C21_P_FoodHos_PS_75_84,C21_P_FoodHos_PS_85over,C21_P_FoodHos_PS_Tot,C21_P_MixFld_pr_15_19,C21_P_MixFld_pr_20_24,C21_P_MixFld_pr_25_34,C21_P_MixFld_pr_35_44,C21_P_MixFld_pr_45_54,C21_P_MixFld_pr_55_64,C21_P_MixFld_pr_65_74,C21_P_MixFld_pr_75_84,C21_P_MixFld_pr_85over,C21_P_MixFld_pr_Tot,C21_P_FldStu_ID_15_19,C21_P_FldStu_ID_20_24,C21_P_FldStu_ID_25_34,C21_P_FldStu_ID_35_44,C21_P_FldStu_ID_45_54,C21_P_FldStu_ID_55_64,C21_P_FldStu_ID_65_74,C21_P_FldStu_ID_75_84,C21_P_FldStu_ID_85over,C21_P_FldStu_ID_Tot,C21_P_FldStu_NS_15_19,C21_P_FldStu_NS_20_24,C21_P_FldStu_NS_25_34,C21_P_FldStu_NS_35_44,C21_P_FldStu_NS_45_54,C21_P_FldStu_NS_55_64,C21_P_FldStu_NS_65_74,C21_P_FldStu_NS_75_84,C21_P_FldStu_NS_85over,C21_P_FldStu_NS_Tot,C21_P_Tot_15_19,C21_P_Tot_20_24,C21_P_Tot_25_34,C21_P_Tot_35_44,C21_P_Tot_45_54,C21_P_Tot_55_64,C21_P_Tot_65_74,C21_P_Tot_75_84,C21_P_Tot_85over,C21_P_Tot_Tot
LGA54480,0,0,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,27,0,0,0,0,0,0,0,0,0,6,0,5,3,11,14,3,0,5,0,42,0,0,4,0,0,6,3,0,0,13,0,0,8,3,8,5,0,0,0,16,0,4,0,5,6,0,0,0,0,15,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,14,10,4,8,3,0,53,9,9,40,50,48,25,20,7,0,204
LGA54550,0,0,3,3,3,5,0,0,0,15,0,0,3,0,0,0,0,0,0,9,4,8,17,24,11,14,3,6,0,87,0,0,4,7,0,5,4,0,0,22,9,15,17,37,30,22,20,7,0,151,0,0,12,14,13,21,9,9,6,98,5,3,10,19,17,14,21,0,0,89,0,8,16,23,10,14,10,8,0,83,0,0,8,11,8,8,4,3,0,42,0,3,8,0,0,0,0,0,0,14,0,0,0,3,8,3,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,8,19,24,22,40,14,32,18,184,19,41,122,170,135,141,98,67,29,824
LGA54620,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,12,3,0,0,42,4,4,9,0,0,0,0,0,0,19,0,4,3,8,7,5,0,0,0,24,0,0,8,4,6,4,6,4,0,27,0,0,9,6,7,5,10,0,0,34,0,3,11,13,8,4,0,0,0,36,0,0,4,7,5,6,3,0,0,24,0,0,0,0,0,0,0,0,0,6,0,3,0,4,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,5,8,15,14,17,10,9,6,96,8,20,55,82,47,55,38,21,6,331
LGA54690,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,7,3,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,10,0,0,3,5,3,5,0,0,0,17,0,0,3,0,6,0,3,0,0,13,0,7,4,5,7,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,8,5,3,0,31,0,5,21,18,33,24,23,12,0,128
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,9,5,5,5,0,0,42,0,0,0,6,5,0,0,0,0,11,0,0,3,12,11,7,7,0,0,44,0,0,0,3,3,8,0,4,0,24,0,0,7,16,9,11,11,0,0,54,0,4,5,4,13,3,4,0,0,37,0,0,3,4,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,10,15,12,8,15,9,4,79,5,11,53,75,67,51,38,8,3,326
LGA54830,0,38,157,157,107,53,23,5,0,535,12,51,249,309,101,40,14,3,0,775,63,258,850,1025,751,487,290,113,43,3896,20,78,258,203,148,116,82,35,9,952,3,20,93,98,70,42,25,9,3,374,28,168,598,513,322,222,118,55,5,2032,24,78,340,339,222,184,104,27,7,1317,60,216,855,1113,626,308,143,52,7,3387,51,211,620,637,488,280,138,40,0,2466,32,74,159,141,72,38,23,4,0,546,46,155,442,365,201,113,53,26,0,1398,8,9,13,5,4,5,0,0,0,41,6,21,90,97,61,50,26,4,0,361,172,207,647,592,425,302,235,118,43,2743,539,1586,5376,5592,3594,2230,1278,492,145,20817
LGA54900,0,0,0,4,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,23,18,14,8,3,3,0,83,0,3,5,4,6,5,3,0,0,30,4,5,10,15,14,7,5,3,0,59,0,7,6,3,5,3,7,0,0,40,4,0,13,9,8,9,8,0,0,58,0,3,11,16,11,8,5,3,0,61,0,0,10,14,7,6,3,0,0,43,0,0,0,4,5,0,0,0,0,15,0,0,7,5,9,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,11,19,20,11,8,4,97,18,37,100,117,90,85,43,24,6,519
LGA54970,0,0,6,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,36,21,22,18,6,0,0,105,0,0,10,4,0,3,4,0,0,22,0,4,6,7,0,4,0,0,0,14,0,6,6,9,6,10,5,0,0,36,0,0,3,9,8,10,0,3,0,24,0,4,9,11,3,11,0,0,0,38,0,0,5,5,3,3,0,0,0,21,0,0,4,0,0,0,0,0,0,3,0,0,5,7,9,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,39,141,100,92,70,16,0,0,473,16,57,234,172,143,134,29,4,0,794
LGA55040,0,0,8,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,9,41,35,16,15,9,0,0,129,0,0,10,6,7,4,3,0,0,28,0,0,0,6,0,0,0,0,0,12,0,0,12,9,14,4,7,0,0,40,0,0,20,6,4,4,0,0,0,45,0,10,14,16,19,6,3,0,0,60,0,5,7,0,8,9,3,0,0,32,0,0,3,5,0,0,0,0,0,10,0,7,14,12,12,4,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,12,73,142,98,72,61,16,8,0,485,20,107,276,200,151,109,43,12,0,909
LGA55110,0,54,98,170,124,141,117,46,7,754,23,83,158,153,93,82,51,17,0,666,117,357,1154,1274,1347,1528,1523,814,194,8310,44,128,424,370,438,443,398,265,57,2560,18,44,106,160,159,128,89,57,18,774,73,201,628,657,712,829,650,322,88,4157,45,137,509,667,781,743,642,282,73,3883,129,308,846,1100,1211,1153,950,518,85,6298,119,333,788,889,836,846,551,180,39,4582,45,113,168,145,124,98,112,56,25,881,80,232,598,537,511,370,308,141,21,2804,25,9,5,3,0,4,6,0,0,76,11,25,60,91,114,104,64,48,14,536,302,357,787,892,917,808,869,890,625,6451,1036,2367,6336,7117,7378,7286,6336,3627,1245,42731
LGA55180,0,3,12,13,36,26,13,0,0,103,0,3,8,8,6,7,0,0,0,38,11,28,90,77,112,164,101,51,14,644,3,14,52,25,28,34,27,16,8,213,15,12,49,58,64,63,22,11,0,302,6,14,43,43,58,78,77,34,5,370,4,13,40,68,89,93,74,19,6,405,14,24,79,90,85,76,52,17,3,442,6,14,54,56,65,73,56,15,0,346,5,6,30,22,12,19,11,4,0,104,4,22,47,52,43,31,13,6,0,223,3,0,3,0,0,0,0,0,0,11,0,3,6,10,9,16,15,4,5,56,69,37,84,86,146,134,120,90,38,814,146,208,598,614,755,813,592,272,83,4071
LGA55250,0,0,5,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,10,35,19,8,17,6,0,0,91,0,0,8,3,0,4,0,0,0,16,0,0,5,7,0,0,0,0,0,14,0,0,8,5,5,6,0,0,0,19,0,0,11,0,9,6,0,0,0,30,0,3,15,0,6,5,0,0,0,38,0,3,12,4,8,8,5,0,0,34,0,0,5,0,0,0,0,0,0,11,0,6,9,3,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,19,33,84,56,54,42,18,14,0,319,20,56,202,103,90,96,35,12,0,619
LGA55320,5,253,456,565,568,476,417,170,47,2952,18,100,269,499,381,259,86,22,0,1639,71,323,1396,1753,1661,1623,1532,734,253,9339,19,124,446,451,402,371,294,162,74,2346,11,69,147,218,197,129,82,51,20,917,55,419,1576,1617,1324,1227,878,478,204,7782,60,135,679,821,1065,1132,1059,503,169,5619,162,634,1798,2997,2983,2192,1611,652,218,13263,106,400,1065,1195,1279,1047,796,369,88,6342,101,291,497,467,343,217,153,58,28,2161,44,147,319,395,394,270,184,112,27,1888,11,9,12,0,0,6,14,8,5,71,15,41,93,158,149,117,109,60,26,773,224,252,603,671,624,618,549,476,480,4493,886,3216,9356,11800,11374,9679,7769,3867,1635,59574
LGA55390,0,4,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,24,20,19,6,7,0,0,76,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,9,0,0,0,11,0,0,0,3,0,8,0,0,0,11,0,3,6,0,5,0,0,0,0,16,0,0,4,0,0,0,3,0,0,10,0,3,0,4,0,0,0,0,0,4,0,6,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,26,41,41,22,19,12,3,0,163,8,42,92,74,51,46,20,6,0,337
LGA55460,0,4,0,0,4,4,0,0,0,15,0,4,0,0,0,0,0,0,0,11,4,19,59,44,39,47,26,4,7,238,0,8,12,8,6,10,12,5,0,56,4,5,10,15,16,17,7,0,0,79,7,15,22,17,21,21,22,9,5,129,0,0,24,18,22,23,11,3,4,114,0,11,37,41,29,31,16,0,0,165,0,0,18,17,18,10,11,0,0,78,0,4,4,0,3,5,0,0,0,17,0,3,19,10,6,9,4,5,0,58,0,0,0,4,0,0,0,0,0,7,0,4,0,0,6,0,0,0,0,15,28,22,55,71,61,56,53,32,11,386,52,97,259,259,228,226,163,66,22,1366
LGA55530,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,11,0,0,27,0,0,0,0,0,5,0,0,0,5,0,4,4,6,3,0,0,0,0,16,0,0,3,7,0,0,5,3,0,14,0,0,4,5,7,3,0,0,0,15,0,0,3,8,0,0,0,5,0,18,0,0,0,5,0,0,0,6,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,10,23,12,7,4,69,3,11,25,34,30,33,28,16,4,190
LGA55600,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,15,37,26,26,20,19,8,0,157,0,4,7,6,4,7,12,0,0,40,5,0,14,15,27,17,4,0,0,81,0,4,14,9,7,20,15,0,0,64,0,3,17,26,22,16,16,3,3,102,0,8,20,22,18,13,11,6,3,99,0,3,4,16,11,18,8,0,0,71,0,0,0,0,0,3,3,0,0,8,0,4,5,3,14,4,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,16,36,34,49,46,45,29,18,290,30,56,158,159,186,167,140,56,23,970
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,6,0,0,34,0,0,3,0,0,0,0,0,0,5,0,0,5,6,6,4,5,0,0,23,0,0,12,5,0,6,3,0,0,24,0,3,12,3,9,8,8,0,0,38,0,0,4,0,3,6,4,4,0,27,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,3,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,9,13,9,9,27,10,4,117,21,13,48,38,45,46,55,20,7,303
LGA55740,0,25,75,78,60,61,40,19,4,354,0,4,3,21,23,11,3,0,0,77,4,29,104,93,111,114,84,54,12,599,0,5,34,37,38,35,29,10,10,204,0,3,13,24,26,21,15,4,4,109,4,29,129,147,185,141,109,61,15,821,6,13,35,71,79,94,97,55,16,466,10,46,176,247,286,174,131,61,9,1132,7,45,118,148,165,135,121,57,11,798,4,36,63,49,42,27,21,15,4,257,4,11,34,28,26,11,14,9,4,143,0,0,0,0,0,0,0,0,0,8,0,4,20,11,17,15,16,9,3,97,20,33,84,77,74,79,71,62,44,546,60,279,883,1039,1138,916,746,415,128,5604
LGA55810,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,6,4,3,0,41,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,3,0,0,0,6,0,0,0,4,6,6,3,0,0,17,0,0,0,10,0,7,0,0,0,15,0,3,4,3,0,5,3,0,0,20,0,0,0,7,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,39,51,55,44,34,12,0,265,12,22,54,85,81,77,45,18,4,404
LGA55880,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,5,5,10,6,0,0,0,22,0,0,0,0,0,6,5,0,0,13,0,0,4,3,8,0,0,0,0,17,0,0,3,7,3,4,6,0,0,26,0,0,4,0,4,6,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,9,7,11,0,3,0,43,3,11,25,37,44,36,14,3,3,181
LGA55950,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,11,8,3,4,5,0,0,36,0,0,0,0,0,0,0,0,0,8,5,0,0,6,3,7,0,0,0,31,0,0,4,0,0,4,0,4,0,12,0,0,3,6,7,6,0,0,0,29,0,0,3,5,4,0,0,0,0,16,0,0,0,4,0,3,3,0,0,19,0,5,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,8,13,9,8,7,4,60,16,10,43,40,39,38,19,11,4,223
LGA56090,0,42,84,154,180,121,85,42,6,723,3,29,44,65,90,58,31,6,0,320,46,142,578,619,714,770,668,301,55,3895,8,54,178,175,189,179,144,70,20,1005,9,33,75,100,133,96,60,30,5,530,10,84,318,364,377,429,300,151,35,2073,10,42,226,303,427,383,368,170,37,1959,55,128,333,575,642,572,351,138,31,2821,58,110,281,401,434,423,307,97,9,2111,30,65,121,157,130,102,91,33,5,731,37,83,182,164,180,130,76,33,11,891,3,0,4,9,0,6,5,0,0,26,7,10,40,59,73,53,39,30,5,309,112,108,342,376,367,361,236,244,167,2315,395,927,2799,3504,3932,3681,2757,1339,387,19721
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,10,0,0,8,11,13,4,4,0,0,36
LGA56230,0,7,21,21,21,16,19,4,3,111,0,12,12,17,20,14,7,0,0,81,29,82,266,286,301,372,287,130,38,1790,12,15,58,69,69,64,71,43,14,414,9,17,37,58,55,33,28,10,0,243,16,48,115,98,124,126,121,59,17,721,10,31,75,115,128,120,111,29,12,636,27,45,144,200,210,171,145,74,9,1022,23,54,123,150,136,139,86,31,0,730,12,28,19,20,17,16,12,9,8,135,24,44,112,105,84,73,50,27,0,529,5,0,3,0,0,0,0,0,0,21,0,0,15,20,19,17,12,8,4,95,105,81,175,216,229,207,244,212,93,1553,267,452,1187,1384,1404,1370,1188,631,205,8084
LGA56300,0,0,0,5,3,0,5,0,0,10,0,0,0,0,0,0,7,0,0,14,0,0,3,12,8,37,44,12,6,127,0,0,4,10,8,5,17,4,0,53,0,0,0,7,8,4,7,0,0,38,0,0,6,12,13,19,28,15,0,86,0,0,5,17,13,18,20,0,0,68,0,0,16,12,11,17,17,4,0,80,0,0,0,17,9,16,16,6,0,69,0,0,0,9,0,3,6,0,0,24,0,6,9,4,8,8,7,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,10,0,11,34,34,43,34,36,3,205,20,5,65,135,112,175,211,83,12,821
LGA56370,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,13,5,9,7,4,3,0,46,0,0,0,3,0,0,0,4,0,7,0,3,0,9,0,0,0,3,0,25,0,0,3,4,0,3,4,0,0,25,0,0,0,11,4,6,0,4,4,36,0,0,10,3,8,7,4,3,0,35,0,0,4,6,5,4,3,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,18,10,16,24,12,18,13,116,5,15,58,47,50,56,30,32,20,310
LGA56460,0,3,3,5,6,6,0,0,0,26,0,6,0,9,3,0,0,0,0,13,4,27,65,42,46,55,44,15,5,307,4,7,14,8,21,11,18,8,0,87,3,4,28,22,31,22,18,5,8,140,0,19,48,41,38,55,36,19,15,270,0,8,31,28,45,47,31,20,8,221,11,13,48,58,41,40,17,11,3,237,3,11,42,33,38,44,22,9,0,200,0,0,10,4,0,10,8,0,3,36,0,7,25,29,13,5,11,3,0,101,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,10,3,0,0,23,47,38,69,70,76,63,74,64,43,544,77,149,394,357,365,367,289,151,77,2218
LGA56580,0,136,123,123,168,193,158,92,19,1010,0,16,28,51,56,58,14,6,0,237,6,68,172,291,331,271,226,100,37,1508,0,22,69,45,90,59,47,24,7,378,4,16,22,21,43,26,24,19,5,179,11,77,358,443,532,525,375,236,91,2642,3,5,75,109,138,223,253,147,68,1015,12,156,323,614,792,536,358,165,57,3020,18,119,242,293,443,307,334,147,46,1950,13,52,92,84,81,46,48,30,11,469,5,16,29,49,43,38,30,18,3,223,0,0,0,0,0,4,0,0,0,9,3,16,19,23,36,28,31,17,4,169,49,30,93,108,112,98,127,110,95,815,125,728,1643,2260,2866,2411,2028,1097,447,13617
LGA56620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,4,0,0,5,0,6,0,0,0,0,18,0,0,8,10,6,11,4,0,0,33,0,0,0,7,0,0,0,0,0,12,0,0,5,7,4,5,0,0,0,23,0,0,3,3,0,5,0,0,0,9,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,12,32,15,24,28,5,0,0,142,20,22,54,56,54,58,12,0,0,272
LGA56730,0,9,12,19,18,17,8,0,0,78,0,4,10,4,18,6,4,0,0,53,11,30,111,129,156,168,148,45,14,820,4,13,51,38,40,53,34,12,3,247,3,9,22,38,33,33,23,8,0,166,6,23,56,71,59,97,78,30,4,424,0,16,47,56,72,69,68,27,0,360,18,47,109,126,128,125,56,15,5,629,7,21,75,74,94,73,78,19,0,434,3,12,19,18,14,18,17,7,0,104,14,29,44,45,44,31,28,7,0,238,4,5,6,0,0,6,0,0,0,8,0,0,8,10,12,13,9,9,0,55,76,94,248,263,229,204,175,124,61,1472,154,298,812,892,920,910,725,305,92,5101
LGA56790,0,5,3,3,4,6,0,0,0,21,0,0,0,6,0,0,0,0,0,10,0,9,21,25,44,69,68,26,4,262,0,3,11,15,14,17,18,9,0,94,4,4,9,11,17,12,4,0,0,57,0,0,16,17,19,29,22,10,6,126,0,7,3,22,31,30,30,5,0,126,0,3,17,17,33,32,24,11,0,139,0,4,9,15,13,15,25,5,4,84,0,0,0,7,0,7,0,0,0,23,3,9,13,14,14,12,13,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,13,20,22,46,60,67,83,90,48,12,443,29,50,156,205,258,318,310,113,28,1473
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,6,15,7,12,7,0,57,9,7,14,15,26,28,23,6,0,118
LGA56930,0,9,6,7,4,8,10,5,4,42,0,0,0,0,0,0,0,0,0,5,0,0,4,9,7,16,20,3,3,63,0,0,14,6,11,7,3,5,0,33,0,0,0,3,0,0,0,0,0,6,0,3,21,12,39,30,29,14,8,155,0,0,7,4,8,16,15,6,3,63,3,9,21,31,69,54,30,12,3,235,0,14,14,28,33,37,27,9,7,168,0,4,3,4,0,3,4,0,0,25,0,0,5,0,4,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,0,0,10,5,3,0,12,7,7,10,8,3,56,12,45,98,106,187,184,143,69,30,881
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,10,11,13,3,0,0,50,0,0,4,5,6,0,0,0,0,11,0,0,0,0,3,4,0,0,0,13,0,0,3,0,4,3,4,0,3,17,0,0,0,3,3,0,0,0,0,17,0,3,5,4,3,4,3,0,0,26,0,0,0,6,3,3,0,0,0,13,0,0,4,0,0,0,0,0,0,3,0,0,0,3,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,26,40,29,35,13,3,4,173,15,22,53,75,66,73,27,7,5,347
LGA57080,6,298,499,241,104,84,81,28,3,1354,6,89,350,293,99,36,22,0,0,895,14,229,1233,703,296,293,174,77,17,3030,0,47,226,106,75,77,67,18,11,627,0,40,93,51,17,16,12,9,3,242,18,132,890,365,198,209,114,79,34,2028,8,29,179,117,116,130,139,59,16,787,76,464,1541,1009,496,411,244,100,27,4376,26,247,873,496,278,241,177,74,10,2426,38,143,317,164,61,40,36,8,0,814,20,127,325,177,86,54,35,15,0,841,0,9,6,5,3,0,0,4,0,25,7,30,72,62,40,21,18,7,4,267,107,394,936,562,335,277,205,94,28,2941,338,2283,7547,4343,2202,1897,1308,576,153,20650
LGA57140,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,6,0,9,9,13,9,13,19,6,0,68,0,0,0,3,5,4,3,0,0,16,0,0,4,9,0,12,0,0,0,34,0,0,9,8,4,6,9,6,0,42,0,0,3,6,9,5,11,0,0,37,0,5,7,9,11,11,12,4,0,55,0,0,5,0,8,9,5,3,0,35,0,0,0,3,0,3,3,0,0,12,0,0,7,0,4,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,3,10,14,13,13,19,6,94,8,27,56,62,64,85,75,37,8,416
