LGA_CODE_2021,C11_70_74_Married_P,C11_70_74_Sep_M,C11_70_74_Sep_F,C11_70_74_Sep_P,C11_70_74_Div_M,C11_70_74_Div_F,C11_70_74_Div_P,C11_70_74_Wid_M,C11_70_74_Wid_F,C11_70_74_Wid_P,C11_70_74_Nvr_marrd_M,C11_70_74_Nvr_marrd_F,C11_70_74_Nvr_marrd_P,C11_70_74_Tot_M,C11_70_74_Tot_F,C11_70_74_Tot_P,C11_75_79_Married_M,C11_75_79_Married_F,C11_75_79_Married_P,C11_75_79_Sep_M,C11_75_79_Sep_F,C11_75_79_Sep_P,C11_75_79_Div_M,C11_75_79_Div_F,C11_75_79_Div_P,C11_75_79_Wid_M,C11_75_79_Wid_F,C11_75_79_Wid_P,C11_75_79_Nvr_marrd_M,C11_75_79_Nvr_marrd_F,C11_75_79_Nvr_marrd_P,C11_75_79_Tot_M,C11_75_79_Tot_F,C11_75_79_Tot_P,C11_80_84_Married_M,C11_80_84_Married_F,C11_80_84_Married_P,C11_80_84_Sep_M,C11_80_84_Sep_F,C11_80_84_Sep_P,C11_80_84_Div_M,C11_80_84_Div_F,C11_80_84_Div_P,C11_80_84_Wid_M,C11_80_84_Wid_F,C11_80_84_Wid_P,C11_80_84_Nvr_marrd_M,C11_80_84_Nvr_marrd_F,C11_80_84_Nvr_marrd_P,C11_80_84_Tot_M,C11_80_84_Tot_F,C11_80_84_Tot_P,C11_85_over_Married_M,C11_85_over_Married_F,C11_85_over_Married_P,C11_85_over_Seprtd_M,C11_85_over_Seprtd_F,C11_85_over_Seprtd_P,C11_85_over_Divorce_M,C11_85_over_Divorce_F,C11_85_over_Divorce_P,C11_85_over_Wid_M,C11_85_over_Wid_F,C11_85_over_Wid_P,C11_85_over_Nvr_mard_M,C11_85_over_Nvr_mard_F,C11_85_over_Nvr_mard_P,C11_85_over_Tot_M,C11_85_over_Tot_F,C11_85_over_Tot_P,C11_Tot_Married_M,C11_Tot_Married_F,C11_Tot_Married_P,C11_Tot_Sep_M,C11_Tot_Sep_F,C11_Tot_Sep_P,C11_Tot_Div_M,C11_Tot_Div_F,C11_Tot_Div_P,C11_Tot_Wid_M,C11_Tot_Wid_F,C11_Tot_Wid_P,C11_Tot_nver_marrie_M,C11_Tot_nver_marrie_F,C11_Tot_nver_marrie_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_15_19_Married_M,C16_15_19_Married_F,C16_15_19_Married_P,C16_15_19_Sep_M,C16_15_19_Sep_F,C16_15_19_Sep_P,C16_15_19_Div_M,C16_15_19_Div_F,C16_15_19_Div_P,C16_15_19_Wid_M,C16_15_19_Wid_F,C16_15_19_Wid_P,C16_15_19_Nvr_marrd_M,C16_15_19_Nvr_marrd_F,C16_15_19_Nvr_marrd_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Married_M,C16_20_24_Married_F,C16_20_24_Married_P,C16_20_24_Sep_M,C16_20_24_Sep_F,C16_20_24_Sep_P,C16_20_24_Div_M,C16_20_24_Div_F,C16_20_24_Div_P,C16_20_24_Wid_M,C16_20_24_Wid_F,C16_20_24_Wid_P,C16_20_24_Nvr_marrd_M,C16_20_24_Nvr_marrd_F,C16_20_24_Nvr_marrd_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_29_Married_M,C16_25_29_Married_F,C16_25_29_Married_P,C16_25_29_Sep_M,C16_25_29_Sep_F,C16_25_29_Sep_P,C16_25_29_Div_M,C16_25_29_Div_F,C16_25_29_Div_P,C16_25_29_Wid_M,C16_25_29_Wid_F,C16_25_29_Wid_P,C16_25_29_Nvr_marrd_M,C16_25_29_Nvr_marrd_F,C16_25_29_Nvr_marrd_P,C16_25_29_Tot_M,C16_25_29_Tot_F,C16_25_29_Tot_P,C16_30_34_Married_M,C16_30_34_Married_F,C16_30_34_Married_P,C16_30_34_Sep_M,C16_30_34_Sep_F,C16_30_34_Sep_P,C16_30_34_Div_M,C16_30_34_Div_F,C16_30_34_Div_P,C16_30_34_Wid_M,C16_30_34_Wid_F,C16_30_34_Wid_P,C16_30_34_Nvr_marrd_M,C16_30_34_Nvr_marrd_F,C16_30_34_Nvr_marrd_P,C16_30_34_Tot_M,C16_30_34_Tot_F,C16_30_34_Tot_P,C16_35_39_Married_M,C16_35_39_Married_F,C16_35_39_Married_P,C16_35_39_Sep_M,C16_35_39_Sep_F,C16_35_39_Sep_P,C16_35_39_Div_M,C16_35_39_Div_F,C16_35_39_Div_P,C16_35_39_Wid_M,C16_35_39_Wid_F,C16_35_39_Wid_P,C16_35_39_Nvr_marrd_M,C16_35_39_Nvr_marrd_F,C16_35_39_Nvr_marrd_P,C16_35_39_Tot_M,C16_35_39_Tot_F,C16_35_39_Tot_P,C16_40_44_Married_M,C16_40_44_Married_F,C16_40_44_Married_P,C16_40_44_Sep_M,C16_40_44_Sep_F,C16_40_44_Sep_P,C16_40_44_Div_M,C16_40_44_Div_F,C16_40_44_Div_P,C16_40_44_Wid_M,C16_40_44_Wid_F,C16_40_44_Wid_P,C16_40_44_Nvr_marrd_M,C16_40_44_Nvr_marrd_F,C16_40_44_Nvr_marrd_P,C16_40_44_Tot_M,C16_40_44_Tot_F,C16_40_44_Tot_P,C16_45_49_Married_M,C16_45_49_Married_F,C16_45_49_Married_P,C16_45_49_Sep_M
LGA54310,61,8,5,9,11,3,18,9,6,17,10,0,5,73,34,107,14,9,22,0,0,0,5,5,6,0,4,6,4,7,10,25,22,46,8,4,10,0,0,0,6,0,6,0,3,9,0,0,0,12,6,19,5,0,3,0,0,0,0,3,3,5,10,9,0,0,0,3,11,15,5121,3461,8578,400,205,610,843,443,1290,70,81,150,4800,2769,7569,11237,6958,18197,4,4,7,0,0,0,0,0,0,0,0,0,602,481,1088,608,484,1097,32,46,82,0,4,4,0,0,3,0,0,0,669,569,1237,703,617,1322,263,353,617,20,18,29,9,15,16,0,4,4,849,553,1399,1133,934,2073,666,649,1311,40,26,68,20,31,52,0,5,4,645,438,1083,1370,1143,2516,728,567,1296,29,21,52,50,36,81,5,3,7,368,238,608,1181,866,2049,687,554,1245,37,26,58,70,61,134,0,4,9,292,198,491,1102,834,1933,578,424,1002,54
LGA54340,106,3,0,4,0,4,4,9,25,33,0,0,4,74,80,153,36,29,69,0,0,0,4,10,8,5,25,30,0,0,0,46,62,105,28,12,36,3,0,5,0,0,0,5,30,38,0,0,0,32,42,81,15,9,19,0,0,0,0,0,0,12,34,46,0,0,3,21,40,62,830,822,1657,49,70,117,103,117,223,38,150,192,525,448,972,1551,1608,3159,0,0,0,0,0,0,0,0,0,0,0,0,130,99,230,130,99,234,11,11,21,0,0,0,0,0,0,0,0,0,136,84,215,148,95,243,33,57,83,0,3,3,0,0,0,0,0,0,95,87,180,129,141,265,52,53,108,6,6,11,0,0,7,0,0,0,56,55,111,119,118,240,80,84,166,4,0,0,0,4,5,0,4,4,39,39,80,123,133,255,81,77,156,7,12,22,3,11,13,0,0,0,28,30,54,124,131,251,73,73,145,7
LGA54410,36,0,3,3,5,5,5,6,3,6,3,0,3,37,27,60,16,17,30,4,0,4,0,0,3,5,10,11,0,0,4,27,28,52,9,6,14,0,0,0,0,0,6,0,8,8,0,0,0,11,16,30,0,0,4,0,0,0,0,0,0,4,25,30,0,0,0,14,25,31,237,229,468,17,8,30,44,44,84,18,62,79,135,124,263,445,475,921,0,0,0,0,0,0,0,0,0,0,0,0,31,34,58,31,34,58,0,0,0,0,0,0,0,0,0,0,0,0,19,22,46,19,22,45,5,6,12,0,0,0,0,0,0,0,0,0,30,16,40,31,24,54,19,20,37,0,4,4,0,0,0,0,0,0,12,16,25,28,33,67,12,12,25,0,0,3,0,0,0,0,0,0,13,12,29,28,34,57,11,19,31,5,0,0,4,0,3,0,0,0,20,8,23,32,32,61,30,29,58,0
LGA54480,8,0,0,0,0,0,3,0,0,0,0,0,0,10,4,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,131,258,4,4,5,20,12,29,3,9,9,62,27,89,214,176,388,0,0,0,0,0,0,0,0,0,0,0,0,14,7,17,14,7,17,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14,10,6,15,6,7,12,0,0,0,0,0,0,0,0,0,5,3,9,8,14,21,16,16,31,0,0,0,5,0,5,0,0,0,6,0,9,19,21,41,20,21,44,0,0,0,0,3,0,0,0,0,12,0,9,29,25,58,9,22,33,0,0,0,0,0,0,0,0,0,9,5,9,19,19,42,20,12,32,0
LGA54550,66,0,0,0,0,3,7,7,9,11,0,0,0,48,41,83,24,24,46,0,0,0,0,0,0,4,16,15,0,0,0,29,39,68,22,12,34,0,0,0,0,0,0,7,23,25,0,0,0,26,35,58,8,3,9,0,0,0,0,0,3,3,18,22,0,0,0,15,22,36,458,443,904,24,16,42,40,44,84,26,71,101,242,193,435,787,773,1560,0,0,0,0,0,0,0,0,0,0,0,0,27,27,60,27,27,60,0,0,0,0,0,0,0,0,0,0,0,0,41,34,77,42,33,76,10,10,20,3,0,0,0,0,0,0,0,0,28,32,69,43,52,89,31,44,74,0,0,0,0,0,0,0,0,0,41,25,64,70,73,144,43,28,74,0,0,0,0,7,7,0,0,0,10,17,26,56,49,111,23,41,61,5,0,5,3,0,3,0,0,4,13,14,26,43,54,100,41,48,91,6
LGA54620,27,4,0,4,0,0,4,4,0,5,0,0,0,18,19,40,9,3,17,0,0,0,0,4,4,3,0,3,0,0,0,13,8,23,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,7,5,8,232,197,431,18,13,32,37,18,54,10,17,32,199,100,298,506,341,849,0,0,0,0,0,0,0,0,0,0,0,0,14,9,28,14,9,28,0,0,0,0,0,0,0,0,0,0,0,0,4,7,20,8,12,21,7,11,17,0,0,3,0,0,0,0,0,0,18,14,32,27,19,48,16,19,37,0,3,4,0,0,0,0,0,0,15,11,30,35,34,68,14,9,26,5,0,5,0,0,0,0,0,0,14,9,22,35,19,54,22,12,40,0,0,4,0,5,5,0,0,0,10,8,18,36,32,67,25,21,51,5
LGA54690,12,0,0,0,0,0,3,3,0,3,6,0,6,14,4,21,4,5,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,3,0,5,0,0,0,0,0,0,0,3,3,0,0,0,3,5,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,98,91,186,10,0,6,17,19,33,6,15,25,55,29,86,181,153,335,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,4,9,9,3,0,3,0,0,0,0,0,0,0,0,0,7,4,12,6,14,16,5,8,14,0,0,0,0,0,0,0,0,0,6,3,6,9,13,20,10,8,14,0,0,0,0,0,0,0,0,0,4,3,5,10,12,22,9,9,18,3,0,3,0,0,0,0,0,0,6,3,9,16,10,28,4,8,10,0
LGA54760,21,0,0,0,3,0,7,0,5,0,0,0,0,22,13,28,8,9,13,0,0,0,0,0,0,0,7,7,0,0,0,6,11,18,4,4,10,0,0,0,0,0,0,0,4,7,0,0,0,10,8,16,5,4,9,0,0,0,0,0,0,0,4,3,0,0,0,7,9,11,205,197,404,5,7,12,24,22,45,6,17,30,92,40,133,332,290,620,0,0,0,0,0,0,0,0,0,0,0,0,16,6,20,16,6,20,0,0,0,0,0,0,0,0,0,0,0,0,21,14,30,21,16,33,0,3,6,0,0,0,0,0,0,0,0,0,19,9,27,24,13,33,17,14,28,0,0,0,0,0,0,0,0,0,10,9,12,23,19,46,17,17,30,3,0,3,0,3,5,0,0,0,12,6,20,32,27,55,21,18,37,0,0,0,0,3,3,0,0,0,5,7,10,27,28,51,23,17,37,0
LGA54830,454,13,12,28,54,43,96,41,95,132,15,3,22,366,357,729,176,114,290,12,7,16,20,32,47,38,117,158,6,0,13,259,264,520,109,67,173,6,4,10,6,10,14,28,94,118,3,0,8,149,172,325,49,33,77,0,0,0,4,6,14,29,130,158,5,0,6,86,173,253,5052,4824,9873,453,474,930,913,1138,2051,214,668,882,4844,3947,8790,11475,11056,22529,5,0,5,0,0,0,0,0,0,0,0,0,1194,1101,2286,1199,1103,2300,98,139,232,6,10,15,0,3,0,0,3,0,1376,1240,2620,1484,1398,2876,532,737,1271,24,47,73,9,22,29,0,0,0,1198,975,2176,1765,1781,3547,1118,1181,2295,48,66,113,44,67,110,0,7,7,839,669,1506,2041,1984,4030,1022,888,1916,66,69,138,86,117,202,0,7,7,553,358,912,1724,1445,3167,845,789,1628,73,95,172,96,139,232,3,17,26,434,303,738,1453,1344,2789,770,682,1454,85
LGA54900,29,0,0,0,0,0,0,3,3,5,3,0,3,18,21,42,7,6,17,0,0,0,0,0,0,3,0,3,0,0,0,13,12,24,9,5,12,4,0,4,4,0,3,0,7,9,0,0,0,12,13,26,3,0,3,0,0,0,0,0,0,6,0,10,0,0,0,7,0,12,315,307,623,17,14,27,52,25,80,20,32,46,180,110,288,582,481,1065,0,0,0,0,0,0,0,0,0,0,0,0,17,19,40,17,19,40,0,0,6,0,0,0,0,0,0,0,0,0,19,16,37,20,19,39,8,9,20,0,0,4,0,0,0,0,0,0,28,23,55,40,37,75,17,33,49,0,4,3,0,0,0,0,0,0,12,20,30,36,52,86,26,30,55,0,0,0,0,5,6,0,0,0,16,7,19,40,35,77,41,20,60,0,0,0,5,0,6,0,0,0,18,13,30,67,33,99,23,29,52,4
LGA54970,11,0,0,0,0,0,6,0,5,5,3,0,3,16,11,24,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,85,371,36,9,50,71,28,101,9,13,18,360,183,540,763,312,1071,0,0,0,0,0,0,0,0,0,0,0,0,12,15,35,12,18,31,0,3,5,0,0,0,0,0,0,0,0,0,49,26,66,49,29,76,10,7,21,0,0,5,0,0,0,0,0,0,89,36,130,104,49,151,34,13,46,9,0,9,0,0,0,0,0,0,68,25,97,109,38,146,28,3,32,8,0,8,5,0,3,0,0,0,32,3,37,65,14,82,34,3,39,4,5,6,10,0,10,0,0,0,21,15,33,59,23,88,42,15,57,8
LGA55040,9,0,0,0,0,0,0,0,3,5,0,0,0,12,8,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,3,6,0,6,6,3,9,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,4,10,556,253,811,57,12,65,113,46,155,8,18,22,735,308,1044,1468,639,2101,0,0,0,0,0,0,0,0,0,0,0,0,26,10,38,26,11,36,0,0,3,0,0,0,0,0,0,0,0,0,46,28,72,47,32,78,21,23,45,0,0,0,0,0,0,0,0,0,85,47,130,107,65,178,48,18,66,4,0,7,5,0,3,0,0,0,65,37,96,122,58,175,35,20,52,3,0,6,9,0,7,0,0,3,46,14,60,94,38,133,33,16,46,11,0,16,11,9,20,0,0,0,22,9,35,76,34,113,32,21,48,10
LGA55110,2652,60,36,97,194,186,375,99,386,489,53,16,66,1869,1808,3680,1023,815,1841,21,19,41,106,92,198,133,501,633,29,16,44,1311,1438,2754,702,437,1141,17,7,25,58,51,107,149,605,753,13,11,27,936,1116,2049,354,197,554,9,3,11,25,37,63,203,692,899,11,14,24,598,948,1553,14388,14668,29062,929,1145,2074,2455,3169,5632,793,2856,3651,8747,7597,16340,27315,29438,56756,6,4,7,0,3,4,0,0,5,0,0,0,2451,2379,4831,2463,2393,4848,85,152,234,5,21,22,0,5,6,0,0,3,2109,1964,4069,2202,2139,4334,461,748,1208,28,78,107,14,42,58,0,7,3,1497,1332,2827,2010,2200,4212,991,1189,2179,79,132,212,48,110,163,3,3,7,1086,949,2035,2202,2386,4594,1100,1317,2419,110,149,255,112,172,285,3,11,16,747,632,1381,2071,2278,4353,1404,1525,2927,142,170,310,163,296,460,13,22,27,661,542,1206,2376,2559,4928,1493,1549,3042,166
LGA55180,270,10,3,14,17,14,27,8,33,35,13,0,15,190,169,363,105,61,166,6,3,4,9,8,18,8,55,64,6,0,12,138,129,264,63,39,104,0,0,4,9,4,8,15,52,69,6,0,9,94,93,194,37,14,47,0,0,0,4,4,8,15,82,98,3,0,9,55,100,156,1935,1926,3864,130,128,259,303,318,622,69,315,384,1172,891,2063,3612,3580,7195,0,0,0,0,0,0,0,0,0,0,0,0,327,258,583,327,258,583,10,14,21,0,0,0,0,0,0,0,0,0,213,170,387,218,189,407,48,65,111,0,3,6,0,0,0,0,0,0,172,140,309,216,212,430,87,122,205,3,7,14,0,4,8,0,0,0,101,92,186,197,224,421,117,133,249,17,5,20,17,9,26,0,4,4,76,73,146,217,224,443,151,174,327,5,16,24,19,19,43,0,4,4,100,85,180,270,290,571,163,199,371,19
LGA55250,10,0,0,0,4,0,6,0,0,0,0,0,0,14,6,21,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,5,3,239,130,367,27,13,46,51,36,88,14,29,41,362,225,583,694,424,1125,0,0,0,0,0,0,0,0,0,0,0,0,19,39,55,19,39,55,0,0,4,0,0,0,0,0,0,0,0,0,28,15,52,33,18,53,8,6,14,0,3,3,3,0,3,0,0,0,61,38,94,73,46,118,19,6,29,5,0,5,6,0,5,0,0,0,52,24,75,77,37,114,21,18,38,0,0,3,3,0,7,0,0,0,28,13,40,54,33,93,13,7,21,0,3,3,7,0,5,0,3,0,28,16,38,49,29,81,10,14,21,4
LGA55320,2215,28,41,65,119,215,339,89,377,468,41,82,120,1459,1749,3211,1019,851,1874,13,22,36,60,144,205,133,570,703,44,38,77,1270,1630,2902,778,538,1317,17,9,30,35,95,134,190,861,1045,24,32,52,1040,1536,2585,531,312,838,12,11,29,25,62,89,259,1268,1523,14,46,62,837,1707,2539,20523,21025,41548,738,972,1711,2141,3641,5785,862,3821,4687,13403,12370,25773,37676,41834,79501,3,10,12,0,0,0,0,0,0,0,0,0,3281,3199,6483,3286,3211,6495,35,91,128,0,6,5,3,3,4,3,3,8,3402,3128,6529,3443,3225,6666,442,677,1120,10,29,38,5,19,29,0,0,6,2498,2027,4523,2957,2758,5713,1312,1667,2979,34,80,113,34,91,128,3,3,6,1349,1033,2379,2733,2873,5604,1879,2171,4050,54,95,147,84,157,246,3,15,14,702,673,1374,2720,3108,5833,2253,2412,4667,98,155,251,160,290,451,5,17,22,583,528,1110,3101,3393,6495,2373,2555,4926,129
LGA55390,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,62,136,5,9,12,16,9,21,8,13,16,74,52,121,169,141,305,0,0,0,0,0,0,0,0,0,0,0,0,15,15,26,15,15,26,3,3,9,0,0,0,0,0,0,0,0,0,20,11,30,24,16,35,8,7,16,0,0,0,0,0,0,0,0,0,25,11,34,30,19,51,14,3,21,0,0,0,0,0,0,0,0,0,13,6,26,38,13,51,10,4,17,0,0,4,0,0,4,0,0,0,4,9,10,22,13,29,14,3,21,3,3,3,3,0,3,0,0,0,9,11,23,31,15,48,23,4,24,4
LGA55460,56,0,3,3,9,3,12,6,17,26,9,0,4,44,53,99,27,14,42,3,0,3,6,5,8,3,7,12,5,0,6,42,37,75,24,16,38,0,0,0,3,0,4,6,18,26,3,0,3,37,35,68,9,0,8,0,0,0,4,0,4,5,21,23,0,0,0,13,22,41,652,633,1287,43,46,85,114,98,212,30,90,120,531,331,866,1374,1205,2577,0,0,0,0,0,0,0,0,0,0,0,0,111,93,203,115,93,202,0,11,11,0,0,0,0,0,0,0,0,0,205,86,295,205,95,301,31,34,64,0,0,0,0,0,3,0,0,0,67,61,129,101,96,198,35,61,94,0,4,3,0,3,0,0,0,0,55,47,99,89,112,206,50,46,95,0,7,8,4,7,11,0,0,0,31,33,64,88,88,174,50,63,117,9,5,14,7,6,14,0,0,0,31,18,44,93,101,195,65,63,126,8
LGA55530,9,0,0,0,0,0,0,0,4,4,0,0,0,5,11,16,5,0,3,0,0,0,0,0,0,0,5,5,0,0,0,3,6,13,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,93,188,7,7,17,22,13,29,7,14,17,67,38,110,198,162,363,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,10,8,20,0,4,8,0,0,0,0,0,0,0,0,0,5,6,17,10,10,21,3,3,10,0,0,0,0,0,0,0,0,0,18,11,28,20,15,36,7,12,14,0,0,0,0,0,0,0,0,0,11,5,15,19,10,31,4,6,17,0,0,0,0,0,0,0,0,0,3,6,5,10,15,23,10,13,22,0,0,0,0,0,0,0,0,0,5,9,14,13,19,33,8,5,13,0
LGA55600,44,0,0,0,4,4,10,4,3,16,3,0,3,42,27,74,17,19,36,0,0,3,3,0,0,3,3,4,5,0,5,24,25,51,8,3,13,0,0,0,0,3,4,5,10,15,0,0,7,18,17,39,12,6,12,0,0,0,0,0,0,9,22,29,0,0,3,14,28,46,498,492,989,26,22,48,75,68,141,32,69,100,345,299,644,977,950,1929,0,0,0,0,0,0,0,0,0,0,0,0,71,53,125,71,53,125,0,0,0,0,0,0,0,0,0,0,0,0,76,56,138,78,56,138,8,10,21,0,3,3,0,0,0,0,0,0,45,47,86,52,62,109,19,32,53,0,11,10,4,0,8,0,0,0,40,25,66,65,64,138,37,37,75,4,0,7,0,4,6,0,3,3,24,21,51,68,71,138,59,53,114,4,0,4,6,5,8,0,3,3,32,22,52,97,85,183,56,60,115,0
LGA55670,14,0,0,0,3,0,7,0,4,4,0,0,0,8,16,21,19,7,28,0,0,0,0,0,0,0,0,0,0,0,0,18,10,28,4,4,10,0,0,0,0,0,0,0,3,5,0,0,0,3,7,14,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,5,9,17,159,150,313,11,13,26,35,25,59,7,24,32,145,105,251,357,310,665,0,0,0,0,0,0,0,0,0,0,0,0,52,22,75,52,22,75,0,0,0,0,0,0,0,0,0,0,0,0,16,19,33,19,19,33,0,3,8,0,0,3,0,0,0,0,0,0,16,11,31,21,20,39,8,11,20,0,3,3,0,0,0,0,0,0,9,16,24,17,28,46,8,5,13,0,0,0,0,0,0,0,0,0,8,14,16,15,18,29,12,12,30,3,0,3,0,3,3,0,0,0,10,3,14,30,24,53,14,8,26,3
LGA55740,160,3,0,3,24,33,57,10,37,44,12,16,28,136,147,288,64,51,110,0,0,5,15,14,25,14,48,54,11,13,24,94,125,220,43,31,69,4,0,4,7,10,18,14,47,63,10,10,16,73,98,171,27,22,47,0,0,0,3,3,13,25,132,158,8,8,12,62,160,222,1506,1577,3080,83,89,180,262,396,656,76,337,413,1375,1419,2795,3300,3816,7120,0,0,0,0,0,0,0,0,0,0,0,0,286,355,641,286,356,637,5,3,3,0,0,0,0,0,0,0,0,0,228,251,478,230,256,488,43,82,122,0,6,6,0,7,7,0,0,0,200,240,436,240,331,570,130,160,290,5,9,11,0,10,15,0,0,0,137,155,299,275,332,612,152,170,319,10,10,15,11,11,22,0,0,0,89,65,154,264,250,514,176,200,376,16,10,24,11,24,40,0,3,3,45,58,104,249,300,545,233,259,491,9
LGA55810,10,0,0,0,3,0,3,0,0,0,3,0,0,12,3,19,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,63,153,13,9,25,43,22,67,9,10,18,148,111,262,299,220,520,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24,15,12,24,0,0,0,0,0,0,0,0,0,0,0,0,7,14,18,7,14,18,0,0,0,0,0,0,0,0,0,0,0,0,11,7,20,11,7,20,8,10,14,5,0,5,0,3,3,0,0,0,9,6,17,18,17,38,4,5,11,0,0,0,0,0,0,0,0,0,7,6,13,14,17,30,8,12,20,0,0,0,0,0,0,0,5,5,5,5,9,16,15,30,15,3,11,0
LGA55880,7,0,0,0,5,0,5,0,0,0,0,0,0,6,9,15,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,113,228,6,0,4,19,4,23,0,9,14,59,38,101,205,167,373,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,5,7,13,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,3,8,14,3,6,4,0,0,0,0,0,0,0,0,0,11,11,19,12,14,26,7,13,24,0,0,0,0,0,0,0,0,0,13,10,19,20,18,44,11,9,13,3,0,4,0,0,0,0,0,0,4,5,12,14,17,33,14,21,39,5,0,5,3,3,4,0,0,0,4,4,12,24,30,47,16,9,29,0
LGA55950,19,0,0,0,0,0,0,0,3,3,0,0,0,11,15,28,12,8,14,0,0,0,0,0,0,0,0,0,0,0,0,8,4,17,8,0,12,0,0,0,0,0,0,0,3,7,0,0,0,11,3,17,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,0,131,127,257,3,4,9,12,10,24,6,12,20,61,39,97,213,191,400,0,0,0,0,0,0,0,0,0,0,0,0,5,4,12,5,4,12,0,6,5,0,0,0,0,0,0,0,0,0,5,9,12,7,11,18,10,7,14,0,0,0,0,0,0,0,0,0,19,12,33,22,19,43,15,20,31,0,0,0,0,0,0,0,0,0,3,4,8,19,17,39,13,5,19,0,0,0,0,0,0,0,0,0,8,3,13,22,10,32,12,15,28,0,0,3,0,0,0,0,0,0,9,0,9,22,13,38,14,12,27,0
LGA56090,835,16,16,30,67,70,138,31,132,167,15,16,30,582,606,1187,309,230,535,12,8,22,36,42,80,45,126,172,10,5,13,409,412,821,203,102,304,4,0,7,13,21,38,38,176,217,8,11,10,273,307,584,93,39,132,0,0,4,13,19,26,47,248,296,8,4,11,169,306,472,8001,7673,15672,475,481,959,1089,1437,2524,271,996,1265,5317,3825,9142,15152,14407,29563,6,0,10,0,0,5,0,0,0,0,0,0,1322,1178,2501,1334,1177,2509,86,40,132,3,3,8,0,3,3,0,0,0,1175,832,2004,1265,881,2142,293,280,573,14,16,28,4,11,16,0,3,0,863,540,1401,1175,848,2016,522,525,1047,27,40,65,18,26,49,0,4,5,656,339,993,1226,934,2161,649,646,1298,46,50,105,56,58,110,0,11,11,477,285,760,1236,1051,2285,806,825,1634,65,72,133,82,105,189,10,3,19,409,258,667,1372,1264,2635,1014,978,1990,74
LGA56160,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,38,3,0,3,10,0,5,0,0,0,16,20,37,51,42,87,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,3,3,11,0,0,4,0,0,0,0,0,0,0,0,0,13,4,14,6,7,14,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,9,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,0,0,3,3,3,0,3,8,5,8,3,0,4,0,0,0,0,0,0,0,0,0,3,0,6,9,3,11,6,7,15,0
