LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA54340,3,14,6,9,6,0,35,4,26,6,0,6,0,39,51,45,3,27,17,0,151,58,37,4,38,18,0,148,14,0,0,21,5,0,38,29,0,0,9,7,0,45,10,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,0,0,25,172,131,23,112,58,0,492,0,6,0,3,3,0,16,0,5,0,0,5,0,14,27,21,11,21,9,0,94,42,22,0,21,8,0,102,17,8,0,14,5,0,45,35,11,0,26,9,0,74,19,3,0,23,7,0,48,10,0,0,4,3,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54410,0,8,12,7,3,0,31,0,5,0,5,4,0,10,0,14,0,13,4,0,36,0,0,0,10,0,0,17,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,29,13,39,21,3,104,0,0,0,0,7,0,7,0,4,3,0,0,0,11,0,12,3,11,0,0,30,0,3,0,12,0,0,21,3,0,0,8,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,9,0,3,0,6,5,0,7,0,8,0,3,3,0,13,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,18,11,0,37,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,4,5,0,0,0,10,0,13,0,4,3,0,18,8,13,0,25,14,0,53,9,4,0,19,4,0,35,4,0,0,9,3,0,15,3,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,23,23,31,8,70,41,3,176,0,0,0,0,0,0,6,0,4,3,0,0,0,8,4,12,0,15,10,0,40,4,5,0,22,5,0,37,5,0,0,8,3,0,20,4,4,0,13,4,0,21,3,0,0,11,0,0,17,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,11,0,10,0,4,3,3,0,0,10,0,11,9,11,13,0,42,0,0,0,6,3,0,13,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,16,14,42,24,0,100,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,5,7,9,7,0,24,0,9,3,6,6,0,19,3,4,0,0,0,0,9,0,5,0,3,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,5,0,5,0,9,0,3,0,0,10,0,0,0,3,0,0,7,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,9,0,36,0,0,0,0,3,0,10,0,6,0,0,3,0,7,0,3,0,3,0,0,10,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,7,0,11,0,6,0,4,0,0,14,0,8,0,3,0,0,14,5,4,0,6,0,0,12,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,20,4,19,12,0,55,0,0,0,0,7,0,9,0,0,5,0,0,0,0,0,0,0,0,6,0,4,0,5,4,8,6,0,21,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,58,0,12,3,0,71,3,129,0,4,0,0,138,6,175,16,38,0,4,232,21,95,7,73,4,3,203,86,28,3,96,8,0,230,380,16,0,179,16,0,590,478,7,0,207,19,6,710,341,0,0,100,10,0,448,24,0,0,9,0,0,36,4,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,10,17,33,3,25,9,10,97,1360,531,33,755,67,28,2778,0,22,3,0,0,0,27,0,24,4,3,0,0,35,3,174,6,22,3,0,213,3,122,21,34,3,4,187,22,52,11,49,10,0,141,169,36,7,107,19,4,339,606,26,5,268,25,0,933,939,3,0,277,21,5,1245,97,0,3,36,0,0,140,11,0,0,9,0,0,26,9,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,6
LGA54900,0,0,0,7,13,0,21,0,6,0,3,0,0,6,0,26,0,19,12,0,55,0,10,0,9,4,0,19,0,0,0,7,4,0,4,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,20,0,30,0,48,53,3,144,0,0,0,0,4,0,9,0,4,0,4,0,0,3,0,7,0,13,6,0,20,0,8,0,13,7,0,31,0,5,0,4,10,0,20,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,36,0,13,0,49,0,0,14,0,0,0,13,0,0,22,4,3,3,30,3,0,0,3,0,0,6,0,0,0,9,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,64,16,23,3,122,0,28,0,0,14,0,44,0,15,0,0,0,0,18,0,19,0,4,0,0,21,0,6,0,4,0,0,15,0,5,0,4,0,0,3,0,0,0,3,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,3,0,15,0,20,0,5,5,0,0,0,10,0,9,0,5,8,0,30,5,6,0,0,0,0,11,0,3,0,0,0,0,8,0,0,0,4,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,32,0,40,4,38,5,24,63,0,139,0,4,0,0,8,0,15,0,0,0,0,4,0,8,0,12,0,5,13,0,27,0,8,0,3,3,0,15,0,5,0,11,6,0,17,0,0,0,6,0,0,13,3,4,0,4,0,0,8,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55110,11,88,24,16,5,0,151,0,174,26,8,10,5,219,35,238,52,159,22,5,517,198,146,47,286,32,11,716,301,42,9,306,39,5,695,1119,29,12,522,41,10,1731,1768,3,12,570,59,16,2431,917,4,4,254,17,5,1199,134,0,0,37,0,0,172,44,0,0,7,0,0,52,14,4,0,4,0,0,16,0,0,0,4,0,0,9,0,0,0,0,0,0,4,21,0,0,14,3,8,40,50,42,8,66,18,18,201,4618,776,184,2247,246,81,8148,0,22,3,16,0,0,42,6,41,14,6,6,3,72,16,266,22,74,12,8,396,50,234,75,145,18,4,526,88,94,27,153,17,3,383,458,74,22,323,37,7,920,1599,40,8,670,57,16,2389,1825,8,18,643,41,9,2548,353,0,5,119,14,6,501,76,0,0,18,4,0,102,28,0,0,10,0,0,37,0,0,0,5,0,0,6,0,0,0,0
LGA55180,4,19,0,13,9,0,38,5,37,16,15,12,3,88,84,53,0,64,32,0,236,103,29,7,58,18,0,219,47,5,0,28,8,0,89,57,3,0,22,5,0,82,52,0,0,13,0,0,66,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,11,3,3,4,10,12,0,39,355,149,27,241,91,11,875,0,11,6,6,6,0,18,0,7,0,4,6,0,18,29,65,17,44,14,0,167,70,31,6,54,20,4,179,28,12,5,36,12,0,94,73,8,0,48,12,0,133,102,5,0,42,0,0,148,27,0,0,8,0,0,37,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA55250,0,18,3,0,12,0,32,0,8,7,0,5,0,29,0,28,8,9,4,0,46,3,21,0,3,0,0,24,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,6,14,4,23,3,82,23,16,36,3,168,0,4,0,0,9,0,12,0,10,0,0,10,0,20,0,24,0,6,10,0,40,0,10,0,7,4,0,21,0,3,0,0,3,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55320,4,151,17,28,4,0,199,0,245,21,17,15,6,303,18,211,32,120,7,0,381,51,93,31,167,36,6,378,76,28,0,136,18,5,272,178,25,5,225,14,5,451,804,20,4,580,26,3,1445,1520,5,5,737,34,8,2313,709,0,5,268,18,3,1004,261,3,4,102,0,3,372,117,3,0,49,0,0,169,83,0,3,33,4,0,130,50,0,0,15,5,0,71,120,4,0,45,6,0,176,55,54,16,101,15,15,256,4052,839,137,2614,218,62,7920,3,31,6,16,0,0,59,4,49,9,13,3,0,73,11,375,24,83,9,3,498,29,140,17,97,11,3,295,60,48,0,70,3,0,193,80,35,9,115,25,5,264,422,34,11,294,22,5,795,1435,24,5,690,31,4,2182,1133,4,3,467,20,3,1630,558,0,0,175,6,0,739,241,0,0,65,3,0,310,133,0,0,36,0,0,168,70,0,0,16
LGA55390,0,0,9,0,3,0,14,0,0,8,0,0,0,4,0,0,6,0,0,0,15,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,0,11,0,53,0,0,7,0,11,0,19,0,0,4,0,0,0,5,0,0,15,0,0,0,15,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55460,0,14,4,9,18,0,40,5,20,8,7,5,0,36,4,38,5,17,29,0,90,3,18,0,32,9,0,65,6,0,0,19,0,0,29,6,0,0,18,0,0,22,6,0,0,7,5,0,12,0,0,0,11,4,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,4,9,0,34,38,100,14,126,79,3,359,0,6,0,5,5,0,14,0,12,0,0,7,0,21,6,31,0,17,8,0,66,0,30,3,24,16,0,71,4,3,0,21,9,0,32,13,6,0,38,12,0,72,5,3,0,24,6,0,41,8,0,0,13,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55530,0,0,0,3,0,0,8,0,0,0,3,4,0,6,0,5,0,11,3,0,14,4,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,3,6,0,21,27,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,13,0,0,0,8,3,0,11,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55600,0,8,0,3,5,0,18,0,15,0,4,0,0,20,5,18,0,14,9,0,55,7,19,3,21,4,0,53,3,0,0,11,4,0,21,9,0,0,9,0,0,21,4,0,0,0,0,0,4,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,19,39,76,9,67,29,0,229,0,0,0,0,0,0,4,0,4,0,7,4,0,11,0,26,5,12,8,0,49,6,10,0,11,10,0,34,7,7,0,10,6,0,25,9,14,0,21,5,0,45,3,8,0,14,0,0,23,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55670,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,12,5,0,19,9,3,0,7,3,0,22,4,0,0,3,0,0,9,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,10,12,12,0,27,19,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,13,0,3,0,3,0,0,12,0,0,0,5,4,0,9,0,3,0,10,3,0,20,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA55740,0,38,0,3,0,0,44,0,65,3,0,0,0,75,9,46,3,14,3,0,78,28,16,4,24,3,0,73,63,15,3,23,3,0,102,109,3,0,52,4,3,174,126,5,0,65,0,0,204,152,0,0,61,0,0,213,70,5,0,20,0,0,94,29,0,0,9,0,0,41,17,0,0,3,0,0,24,25,0,0,4,0,0,29,6,0,0,5,0,0,5,44,0,0,18,0,0,65,10,3,0,10,0,0,30,690,200,22,318,20,6,1255,3,8,0,0,0,0,11,0,10,0,0,0,0,13,0,94,0,9,0,0,103,6,29,3,13,5,0,58,13,19,0,8,0,0,42,112,8,0,35,3,0,155,154,0,3,50,4,0,213,134,0,0,58,3,0,192,53,0,0,27,0,0,79,49,0,0,15,5,0,73,29,0,0,8,0,0,35,38,0,0,10,0,0,50,19,0,0,4
LGA55810,0,8,0,0,6,0,13,0,5,0,0,0,0,4,6,14,0,7,6,0,27,3,10,0,15,7,0,27,0,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,6,33,0,31,20,0,100,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,3,0,0,5,0,13,0,3,0,8,0,0,13,0,3,0,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55880,0,5,0,3,4,0,17,0,0,0,3,3,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,11,3,16,11,0,42,0,3,0,0,8,0,12,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA55950,0,4,0,3,6,0,15,0,6,0,0,0,0,9,0,0,0,3,0,0,9,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,12,0,11,15,5,46,0,4,0,0,0,0,5,0,0,4,0,4,0,8,0,0,0,5,3,0,9,0,7,0,4,0,0,9,0,3,0,0,0,0,3,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56090,0,21,4,7,4,0,38,0,37,5,4,0,0,45,8,36,4,52,4,3,113,17,20,5,65,6,0,115,16,6,0,52,3,0,83,52,8,0,80,6,0,143,181,0,0,171,13,0,366,228,5,0,150,3,0,385,109,0,0,24,0,0,141,25,0,0,6,0,0,28,7,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,19,3,27,12,3,74,665,149,34,634,54,11,1547,0,7,0,3,0,0,15,0,7,0,4,0,0,8,0,54,4,26,8,0,101,5,26,10,40,3,0,95,4,3,0,37,0,0,47,26,11,0,51,0,0,89,99,3,3,127,8,0,245,283,3,0,182,11,0,476,163,0,0,77,5,0,249,59,0,0,20,0,0,80,23,0,0,4,0,0,28,3,0,0,0,0,0,3,0,0,0,3
LGA56160,0,7,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,7,0,18,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,8,0,4,8,0,17,0,13,0,3,0,0,17,6,32,3,36,28,0,110,27,9,3,51,22,0,118,48,4,0,54,16,0,118,84,0,0,53,17,0,165,147,13,9,69,9,0,244,92,0,0,48,8,0,144,16,0,0,5,0,0,25,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,16,3,0,16,15,5,53,436,92,16,349,127,12,1029,0,7,0,9,0,0,19,0,0,0,3,0,0,0,0,17,0,26,12,0,52,11,32,9,28,19,0,101,24,5,0,35,7,0,73,54,8,0,64,20,0,146,211,3,0,96,8,0,320,247,3,0,98,12,0,352,29,0,0,14,4,0,55,14,0,0,9,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
