LGA_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
LGA53430,1053,5197,109,8023,0,10,9,56,3,71,311,31,31,56,5,437,306,56,26,141,4,532,301,97,62,97,4,553,4081,1384,1024,4881,125,11499,161,0,13,0,13,187,270,35,28,55,6,391,470,112,68,423,9,1092,79,30,11,84,3,209,52,3,12,10,6,84,209,18,12,14,6,253,1089,385,250,2105,33,3865,1591,277,127,654,41,2691,43,0,4,0,0,51,12,6,0,5,0,27,28,7,4,14,0,46,26,6,4,3,0,52,90,16,7,6,0,119,213,60,39,22,4,333,195,20,28,41,0,291,50,6,12,8,0,77,8,0,0,0,0,8,1044,375,217,1498,28,3162,71,0,0,4,3,79,133,11,20,8,3,174,128,18,6,37,0,187,29,8,4,0,0,41,41,0,4,0,0,47,204,27,25,95,0,354,2037,274,253,336,24,2924,79,13,10,100,2349,2544,10829,2694,1900,10789,2682,28893,326,1699,1314,5571
LGA53570,184,1580,32,2066,0,0,0,6,0,6,78,6,3,8,0,92,5,6,0,6,3,22,52,10,21,14,0,94,649,184,175,1079,32,2116,74,0,3,0,0,84,23,5,0,10,0,39,58,5,18,85,3,182,8,0,0,0,0,11,5,4,0,0,0,8,9,0,0,0,0,14,118,36,34,240,3,434,59,12,15,64,3,157,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,15,21,0,4,0,0,28,35,8,6,3,0,54,24,4,3,4,0,35,4,0,0,3,0,9,0,0,4,0,0,4,142,43,37,210,0,433,7,0,0,0,0,10,26,4,0,5,0,42,12,3,0,9,0,22,0,0,0,0,0,0,30,0,0,0,0,29,19,0,3,15,0,37,213,25,22,28,0,288,20,0,4,33,437,489,1464,338,312,2598,505,5218,51,237,184,1503
LGA53640,43,477,6,571,0,0,0,4,0,4,7,0,0,3,0,8,0,0,0,0,0,0,13,0,8,5,0,24,89,41,36,328,11,503,33,0,0,0,4,38,0,0,0,0,0,0,12,0,5,28,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,6,54,3,85,0,4,0,17,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,18,15,4,4,0,0,17,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,7,6,78,0,111,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,6,10,11,0,34,9,0,0,13,108,134,196,54,71,761,128,1219,3,41,49,422
LGA53710,49,420,9,493,0,0,0,5,0,5,0,0,0,3,0,7,0,0,0,0,0,0,15,0,3,3,0,27,66,26,30,286,11,426,0,0,0,0,0,3,0,0,0,4,0,4,6,0,0,12,0,20,0,0,0,0,0,3,0,0,0,0,0,4,7,0,0,0,0,7,10,3,4,66,0,89,0,0,3,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,48,5,76,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,11,3,9,4,9,0,26,0,0,0,5,95,98,129,34,64,689,109,1036,0,22,32,311
LGA53780,3534,19051,404,29028,12,29,14,390,3,441,10708,156,264,149,65,11339,192,40,31,118,8,379,1188,278,193,496,20,2173,14484,3871,3210,13904,504,35970,3016,20,131,10,18,3196,405,32,20,97,6,559,1020,239,199,1054,44,2548,114,49,37,85,9,288,123,19,9,24,0,186,7363,126,108,100,40,7744,2629,628,473,3406,89,7223,1511,520,256,1488,45,3819,596,3,12,6,3,621,239,41,31,10,0,318,45,4,11,23,0,81,85,28,7,39,0,165,1389,107,64,34,22,1614,906,222,182,63,13,1385,409,59,55,150,0,679,141,10,7,20,0,177,209,16,0,0,3,231,2995,827,609,3100,88,7619,149,3,7,6,0,172,1091,55,57,20,7,1230,372,25,18,47,0,470,848,19,7,3,8,880,634,19,28,10,0,688,444,61,54,138,3,701,19859,901,846,796,172,22561,803,57,41,353,6355,7616,64668,7455,6109,32216,7617,118073,2433,4375,3588,17612
LGA53800,1164,13590,265,16659,3,20,13,424,7,472,188,5,7,65,12,273,23,19,8,40,0,83,293,79,68,170,0,612,2902,1323,998,9823,248,15295,517,15,68,15,5,619,67,11,12,63,3,156,312,91,81,734,24,1243,31,21,6,49,3,108,27,7,5,4,3,50,282,14,8,18,6,329,493,282,168,2690,47,3686,407,165,62,843,21,1491,4,8,0,0,0,16,4,0,0,3,3,7,39,10,7,25,0,84,33,19,3,9,0,65,178,31,25,33,6,280,172,91,46,35,6,351,76,20,19,64,3,179,28,10,4,10,0,52,13,0,5,5,0,23,713,310,200,2029,48,3307,11,4,0,3,0,17,298,16,14,11,0,337,59,6,6,44,5,123,43,0,0,0,0,44,109,6,7,4,0,124,111,27,21,110,0,273,1135,200,192,620,25,2179,73,16,8,288,3253,3637,7142,2512,1870,23276,3826,38632,239,1527,1221,12173
LGA53920,15,395,16,450,0,0,0,1707,45,1762,10,0,0,0,0,14,0,0,0,0,0,0,3,0,0,4,0,8,62,19,16,156,8,262,4,0,0,0,0,4,3,0,0,0,0,8,9,4,3,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,19,3,0,65,8,99,16,7,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,11,8,3,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,46,7,78,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,13,56,4,0,35,3,95,0,0,0,61,607,668,225,50,27,2285,686,3267,13,16,13,183
LGA53990,930,8072,160,10516,0,8,4,84,0,93,176,8,4,11,0,204,21,4,3,39,4,71,294,91,51,149,3,591,3001,1184,883,6437,148,11657,407,5,11,3,3,426,51,10,0,49,0,110,216,57,49,453,16,794,12,17,5,77,4,115,13,3,3,6,0,28,114,8,5,6,0,126,597,182,176,1538,31,2519,585,231,102,1126,30,2077,28,0,7,0,0,34,6,0,3,6,0,13,9,0,0,6,0,12,0,5,0,10,0,21,395,46,23,13,4,479,220,90,52,22,7,390,71,24,16,79,0,192,13,0,0,13,0,27,13,0,0,0,0,17,641,210,175,1336,19,2380,8,0,0,0,0,16,251,13,16,5,4,277,48,7,10,25,0,88,12,0,0,0,0,14,10,0,0,0,0,12,93,15,11,75,0,200,638,125,104,196,12,1070,56,17,11,162,1814,2067,6517,2093,1558,14241,2143,26549,235,1299,1109,8733
LGA54060,116,1316,20,1646,0,0,0,9,0,9,8,0,0,8,0,9,7,3,0,3,0,17,32,7,0,14,0,60,331,134,117,981,20,1586,8,0,3,0,0,7,8,4,0,0,0,13,30,5,8,92,6,140,0,4,0,11,0,17,0,0,0,0,0,4,0,0,0,0,0,3,63,27,22,230,7,348,12,6,0,58,0,76,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,3,0,41,24,11,3,3,0,39,8,8,7,13,0,32,4,0,0,0,0,6,0,0,0,0,0,0,81,29,20,204,3,344,0,0,0,0,0,0,5,0,3,0,0,6,4,0,0,0,0,8,3,0,0,0,0,7,3,0,0,0,0,3,12,7,0,13,0,31,63,22,15,32,0,125,8,0,0,25,212,247,621,277,187,2230,258,3569,22,152,134,1283
LGA54130,39,390,9,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,9,0,0,14,65,26,24,335,12,463,5,0,0,0,0,5,0,0,0,0,0,3,11,4,0,40,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,64,0,81,6,11,0,19,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,5,25,6,5,4,4,0,18,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,20,9,8,62,5,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,16,0,0,11,0,29,0,0,0,9,133,149,145,55,58,693,159,1106,6,24,38,464
LGA54170,6082,30615,455,45928,5,19,8,106,4,146,3117,111,149,172,32,3578,491,168,74,372,8,1106,2093,425,248,608,27,3402,35512,6669,5467,22573,656,70874,735,19,123,15,0,903,790,74,66,238,12,1184,2521,410,357,1790,38,5118,571,174,82,348,19,1195,283,47,28,49,7,414,2271,120,71,104,18,2574,8425,1361,1051,7224,174,18227,2708,943,466,2464,54,6635,153,8,12,3,0,180,115,23,3,31,5,175,348,87,39,194,3,674,165,39,29,89,0,329,756,80,54,22,12,920,1552,440,277,98,14,2380,1246,128,133,257,18,1783,311,21,34,31,0,394,77,3,0,5,3,88,8063,1391,1092,5798,130,16468,267,39,6,12,0,331,3388,137,133,30,17,3702,484,59,43,136,8,718,181,35,25,23,0,268,462,3,39,13,4,530,1637,139,125,326,15,2242,9834,1073,1096,1085,95,13184,439,58,60,402,5475,6435,71963,12500,9970,53151,6861,154443,1891,8286,6924,31200
LGA54200,2177,13576,207,19448,0,12,8,115,8,138,959,32,64,69,6,1128,125,50,26,149,0,345,759,171,138,294,9,1368,9370,2765,2044,10437,294,24911,758,5,48,10,5,823,240,27,26,60,8,365,679,203,148,913,30,1974,79,22,11,79,3,194,108,15,12,18,0,151,1266,54,39,60,16,1430,1881,546,389,2818,68,5702,1220,439,226,1377,41,3308,50,3,12,3,0,74,42,16,10,5,0,73,24,4,3,12,0,40,44,15,12,36,6,107,587,32,30,8,15,670,571,170,93,33,4,871,301,47,29,125,6,503,89,10,19,24,0,144,74,6,3,0,0,81,1994,551,404,2557,67,5576,66,14,9,4,3,94,408,48,30,10,4,496,110,17,7,57,3,196,122,12,11,0,0,145,78,0,6,4,0,91,330,63,33,118,0,547,3926,362,363,505,41,5202,169,31,20,203,2917,3342,21573,5029,3734,23568,3549,57451,721,3079,2377,13507
LGA54280,891,8737,151,11057,3,22,3,465,14,511,312,4,37,36,9,394,81,21,6,69,0,181,224,60,29,86,0,401,2668,870,763,5981,177,10448,627,7,63,11,10,713,85,10,0,37,0,127,321,106,77,639,13,1159,27,11,4,44,0,86,17,0,4,10,0,31,453,10,0,7,0,481,736,196,140,1744,30,2843,203,112,53,648,18,1033,23,0,3,0,0,31,10,4,0,4,0,22,10,4,0,9,0,18,9,10,0,18,0,34,949,57,50,10,33,1092,438,101,77,33,4,650,90,21,5,59,0,184,32,0,3,12,0,50,111,4,0,0,0,114,859,220,145,1392,37,2643,10,0,0,5,0,11,336,14,19,6,0,380,58,5,9,19,5,88,32,3,3,0,0,38,38,0,0,0,0,40,89,35,8,79,3,213,1856,138,156,251,19,2426,119,29,15,208,2870,3243,8544,1848,1490,14911,3268,30053,259,1045,995,7448
LGA54310,732,6923,152,8669,5,17,8,733,5,768,287,4,15,25,0,342,29,5,8,35,4,84,135,56,40,110,5,338,1648,538,580,3685,116,6572,550,4,35,4,9,599,70,4,15,25,3,117,173,47,49,374,8,646,18,7,5,29,0,58,14,7,4,6,0,25,306,15,15,20,3,354,472,92,119,916,19,1622,84,80,30,313,4,515,14,5,0,0,0,18,9,0,0,0,0,12,31,3,3,3,0,37,20,10,3,20,0,51,400,17,23,10,8,460,244,56,47,19,9,365,53,15,13,38,0,120,12,0,5,11,0,29,41,0,0,3,0,45,474,135,126,863,27,1624,14,0,0,0,0,16,188,5,23,13,0,221,71,3,3,13,0,88,41,0,3,8,0,49,33,0,5,0,0,37,48,14,12,43,0,117,1058,105,108,208,19,1501,92,24,16,167,2595,2893,5344,1159,1181,10884,2905,21472,192,785,847,5410
LGA54340,94,1231,57,1565,0,3,0,43,0,48,42,0,0,4,3,52,0,0,0,4,0,7,23,8,0,6,0,49,232,98,88,774,57,1252,31,0,0,0,0,27,5,0,0,10,0,13,17,9,7,112,4,157,0,0,0,0,0,5,0,0,0,0,0,0,30,9,0,0,0,36,31,8,14,152,3,203,36,24,4,44,0,106,3,0,3,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,8,5,0,0,76,33,11,9,0,0,54,8,0,3,3,0,13,0,0,0,0,0,6,0,0,0,0,0,0,49,19,21,153,8,246,5,0,0,0,0,10,24,5,3,6,0,36,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,4,4,0,8,0,22,471,52,32,164,19,738,20,3,0,35,497,559,1029,247,189,2074,619,4150,20,160,113,1061
LGA54410,27,483,21,595,0,0,0,10,0,10,0,0,0,0,0,0,5,0,0,0,0,4,6,0,0,0,0,15,88,43,22,283,19,463,10,0,0,0,0,13,0,0,0,4,0,4,4,6,0,19,0,29,4,0,0,4,0,5,0,0,0,0,0,0,6,0,0,0,0,6,9,10,5,58,7,87,11,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,3,0,19,5,0,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,19,14,4,61,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,14,32,3,0,6,0,34,5,0,0,13,108,141,182,89,52,748,159,1224,10,44,32,366
LGA54480,20,202,3,239,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,8,0,0,6,28,9,18,165,3,227,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,42,0,3,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,0,6,37,0,55,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,15,0,0,3,4,73,78,63,19,45,361,78,563,3,9,22,201
LGA54550,71,673,21,852,0,4,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,14,138,79,59,577,12,865,29,0,4,0,0,32,6,0,0,3,0,9,6,5,3,41,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,6,23,9,7,105,8,146,29,14,7,45,3,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,10,3,0,77,15,10,6,0,0,34,5,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,29,13,9,137,0,193,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,9,19,3,6,10,3,45,3,0,4,17,174,198,305,146,107,1210,214,1981,6,63,71,661
LGA54620,24,305,0,351,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,5,0,0,3,0,6,3,0,12,60,31,25,256,4,374,8,0,5,0,0,8,0,0,0,0,0,0,4,0,4,22,0,22,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,3,20,4,4,62,0,98,4,3,5,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,6,6,0,3,0,14,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,10,3,54,0,86,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,8,34,0,9,5,0,50,0,0,0,12,64,79,152,47,49,557,73,875,6,27,34,282
LGA54690,19,157,5,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,12,13,107,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,24,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,37,0,51,4,9,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,34,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,0,4,0,3,22,34,57,29,32,262,25,415,0,10,16,127
LGA54760,32,330,8,388,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,9,44,24,24,229,0,321,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,47,0,66,14,7,0,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,7,9,47,0,69,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,4,0,0,4,0,10,0,0,0,4,50,53,99,37,48,524,64,764,0,21,29,304
LGA54830,1399,7883,201,11741,0,16,16,107,0,130,845,23,36,38,7,947,97,24,10,82,0,220,342,92,66,162,0,668,5418,1559,1308,5882,202,14366,1827,23,55,11,11,1922,132,13,8,40,0,189,437,110,69,481,12,1106,41,12,9,37,0,101,16,4,0,9,0,28,1499,26,27,22,3,1580,964,229,195,1304,39,2726,349,192,102,656,12,1310,126,6,6,3,0,142,16,3,0,3,0,23,22,0,5,7,0,35,24,13,10,17,4,69,968,58,61,28,12,1126,423,111,75,23,13,643,139,17,19,42,3,228,75,4,10,5,0,99,62,8,3,0,0,81,1227,298,214,1188,26,2952,145,5,6,14,0,174,378,26,23,4,6,432,266,14,5,36,3,328,122,0,3,4,0,129,103,5,11,0,0,121,199,32,28,53,0,319,3655,307,235,282,49,4532,212,15,25,169,3469,3882,16684,2874,2337,13067,3958,38921,726,2070,1692,8765
LGA54900,40,511,10,607,0,0,0,3,0,3,6,0,0,0,0,6,7,0,0,5,0,6,12,0,5,7,0,24,84,40,38,355,7,522,7,0,0,0,0,12,0,0,0,3,0,3,10,6,0,29,0,44,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,10,10,0,72,0,91,3,0,0,13,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,9,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,11,4,76,0,109,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,13,0,0,18,0,34,0,0,0,15,108,126,182,60,55,837,130,1266,13,41,37,461
LGA54970,25,224,3,294,0,3,0,231,0,237,5,0,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,18,117,25,21,124,5,292,5,0,0,0,0,6,3,0,0,3,0,9,11,5,0,13,0,34,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,28,5,0,58,0,89,9,0,4,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,34,18,3,0,0,0,22,8,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,5,35,3,0,56,0,94,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,0,0,17,0,62,3,0,0,6,206,210,266,55,33,582,219,1156,11,15,14,135
LGA55040,23,395,8,493,0,0,0,51,0,57,6,0,0,0,0,9,0,0,0,0,0,3,10,4,3,4,0,25,115,31,24,249,7,432,14,0,0,0,0,14,3,0,0,0,0,3,13,7,5,18,0,44,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,10,24,3,4,53,0,89,3,3,0,17,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,36,20,3,3,0,0,30,3,0,0,4,0,10,0,0,0,0,0,0,6,0,0,0,0,6,30,6,4,40,0,86,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,55,10,5,12,0,81,3,0,0,13,316,337,302,85,47,643,333,1406,9,62,33,277
