LGA_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
LGA52520,0,0,16,17,10,6,11,8,3,70,4,17,56,36,13,37,11,5,0,174,3,9,0,3,5,0,0,0,0,14,0,4,8,8,8,0,0,0,0,29,4,20,61,46,26,36,12,0,0,211,0,0,0,0,5,0,0,0,0,0,3,6,27,34,19,18,17,12,6,147,15,35,145,133,69,72,43,21,9,542,0,0,3,0,3,3,0,0,0,13,0,0,3,0,0,0,0,0,0,5,0,7,34,34,20,4,0,0,3,109,0,0,5,16,5,20,3,6,0,60,3,10,35,45,16,22,13,0,0,147,0,3,7,4,3,0,0,0,0,22,0,0,0,0,3,3,0,0,0,7,7,15,41,47,21,25,16,0,0,179,0,0,0,3,4,0,0,0,0,10,6,13,27,46,35,35,21,10,5,192,11,34,115,149,90,92,43,24,12,569
LGA52590,0,0,24,34,34,47,39,7,0,190,9,29,100,99,106,110,66,24,3,536,10,4,9,6,0,0,5,0,0,34,0,3,4,14,17,17,7,0,0,70,18,34,107,115,121,133,79,31,0,651,0,0,5,0,0,5,12,0,0,18,18,12,47,37,50,74,55,49,10,352,37,59,246,245,251,300,212,98,19,1459,0,0,10,0,3,5,8,0,0,31,0,0,7,10,11,8,9,0,0,38,0,9,54,44,52,40,31,9,0,239,0,3,30,28,41,53,56,15,3,234,12,21,98,81,100,122,105,31,0,574,8,6,11,5,4,9,7,0,0,34,0,0,3,7,12,17,14,3,4,60,13,29,113,99,113,145,122,38,4,668,0,0,0,0,4,5,11,0,0,19,22,14,61,59,50,59,78,39,11,395,32,58,276,241,269,311,304,112,18,1623
LGA52660,7,38,142,164,179,176,81,37,4,820,84,262,664,522,501,336,193,74,14,2655,38,39,43,27,28,17,13,0,0,197,8,13,33,47,57,45,25,17,4,246,123,310,738,595,581,405,230,95,21,3099,3,0,12,12,9,6,5,9,8,59,67,46,130,135,135,155,162,165,127,1116,206,436,1250,1193,1117,906,553,340,164,6168,0,0,29,36,25,16,25,3,0,140,0,0,21,36,35,40,17,3,0,159,0,31,221,271,244,149,98,33,14,1058,7,32,143,208,173,185,122,59,23,939,82,213,721,655,518,411,275,99,30,2996,59,65,55,35,29,30,12,0,3,285,0,14,18,35,53,39,37,16,4,217,143,292,793,727,595,474,317,116,36,3496,0,5,9,8,4,14,15,12,0,69,34,34,117,131,147,158,131,148,98,994,184,395,1339,1424,1216,1033,723,374,175,6854
LGA52730,3,0,39,58,104,115,112,43,15,480,22,40,102,138,185,163,112,46,8,821,14,11,14,14,5,13,3,4,5,64,0,4,11,23,27,38,32,10,0,136,35,47,122,171,218,213,145,57,15,1026,0,6,5,0,11,18,15,0,3,53,44,11,43,82,109,110,131,79,22,615,83,71,275,495,643,676,597,244,62,3134,0,0,12,42,48,59,49,28,6,243,0,0,16,26,31,35,35,13,4,165,0,4,76,147,177,188,152,67,8,818,0,5,36,84,82,124,152,65,20,556,26,35,101,163,156,234,149,49,9,929,20,9,6,17,9,11,10,5,0,83,0,0,4,13,10,25,27,15,6,100,44,40,116,193,182,273,186,68,13,1107,0,0,7,5,11,8,13,11,0,40,46,15,55,73,104,100,106,83,34,614,88,71,317,569,630,783,682,333,80,3553
LGA52800,3,11,42,46,54,56,20,6,0,234,20,63,201,161,123,115,38,9,0,733,13,22,61,41,25,9,0,0,0,170,4,5,22,12,12,9,9,0,0,76,31,95,280,214,167,139,42,9,0,979,0,4,3,4,5,5,0,0,0,22,144,147,312,223,205,139,80,18,10,1285,181,276,818,628,523,432,176,40,18,3091,0,0,24,33,23,15,9,0,0,94,0,0,18,14,14,8,9,0,0,69,0,42,138,55,46,49,21,4,0,352,0,12,39,40,33,40,41,0,0,200,10,40,151,137,131,111,51,12,0,642,9,24,21,27,14,9,0,0,0,108,3,11,7,21,17,18,4,0,0,79,25,75,184,181,168,139,50,12,0,834,0,0,0,0,3,0,0,0,0,8,115,107,235,178,166,160,106,26,8,1098,138,240,631,506,444,413,236,46,6,2655
LGA52870,0,9,35,59,93,118,74,27,5,411,9,52,155,181,187,188,92,45,9,923,13,14,10,15,8,14,3,0,0,73,5,6,17,10,17,29,20,3,0,111,28,70,188,211,213,225,117,49,11,1101,0,0,0,8,4,6,10,5,0,36,44,29,53,78,86,134,124,73,39,659,77,114,360,468,503,625,434,172,56,2805,0,0,13,25,17,22,24,16,0,110,0,4,8,21,25,28,17,6,0,100,0,10,64,100,112,94,112,38,0,538,4,3,37,76,85,113,97,34,6,468,45,68,150,209,205,221,140,54,18,1112,29,8,13,13,12,15,10,0,0,105,0,0,10,15,19,23,22,10,0,96,78,86,176,239,231,252,169,69,17,1311,0,0,0,0,0,3,10,7,0,24,26,13,46,60,63,80,92,65,21,466,105,117,340,518,548,593,528,229,49,3021
LGA52940,0,0,7,10,7,9,9,5,0,39,0,4,16,11,8,19,6,3,0,70,0,3,0,0,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,3,5,9,18,17,12,20,15,0,0,95,0,0,0,0,0,0,0,0,0,4,0,4,4,12,10,9,13,5,6,64,3,10,45,48,30,41,38,10,6,239,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,7,0,0,5,19,12,4,0,0,0,41,0,0,5,8,8,6,12,0,0,47,0,6,14,17,22,8,14,0,0,89,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,14,0,9,15,16,26,10,20,3,0,107,0,0,0,0,0,0,0,0,0,5,3,7,3,5,14,8,20,5,0,61,5,18,31,52,58,32,60,14,6,271
LGA53010,0,0,6,8,3,8,5,5,0,30,0,6,20,8,15,13,7,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,12,0,10,23,7,18,16,12,4,0,95,0,0,0,0,0,0,0,0,0,0,3,3,9,8,8,17,10,8,0,74,4,20,58,45,39,55,28,18,0,269,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,18,27,7,5,4,0,0,62,0,0,3,7,6,0,3,4,0,29,0,9,20,12,10,17,12,3,0,79,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,6,0,9,22,20,12,15,9,4,0,91,0,0,0,0,0,0,0,0,0,0,5,3,16,18,21,25,26,9,0,111,5,14,54,65,52,51,45,14,0,301
LGA53080,0,0,4,5,3,8,3,0,0,22,0,5,15,5,20,21,21,0,0,93,0,0,3,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,13,0,3,25,6,30,26,21,0,0,113,0,0,0,0,0,0,0,0,0,3,6,10,29,20,37,31,24,7,0,154,3,17,65,34,78,73,50,14,0,338,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,12,3,0,8,4,0,0,29,0,0,4,7,0,11,5,0,0,21,0,3,9,6,16,20,15,5,0,75,5,5,0,0,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,4,3,9,12,6,16,16,19,5,0,83,0,0,0,0,0,0,0,0,0,3,7,8,28,9,31,26,14,12,0,137,10,18,58,28,51,66,37,16,0,292
LGA53150,0,27,65,116,151,129,82,44,12,631,12,58,104,100,141,110,61,25,13,607,5,10,7,7,11,9,5,0,0,46,0,4,13,14,29,12,22,13,4,110,17,69,121,117,179,129,81,29,17,764,0,3,4,13,13,14,3,3,4,57,33,20,62,76,87,78,49,66,72,545,49,219,590,833,1053,848,452,216,106,4363,0,7,82,126,164,130,99,26,0,639,0,4,25,68,78,93,47,17,0,332,0,97,292,373,424,317,221,86,16,1814,4,9,54,85,143,136,107,47,9,598,20,34,98,97,117,115,71,35,14,607,15,16,4,9,3,4,7,11,0,69,6,3,3,5,30,34,32,12,5,123,40,57,103,111,151,158,111,52,20,795,0,0,7,4,5,6,6,6,5,34,7,11,47,63,59,52,61,77,111,488,48,185,611,833,1022,884,655,308,166,4705
LGA53220,0,27,135,132,117,54,8,0,0,478,20,158,863,594,447,206,33,0,0,2315,4,20,58,23,14,8,5,0,0,130,0,7,28,33,22,15,3,0,0,110,23,187,957,652,484,221,33,0,0,2555,0,3,18,8,7,6,0,0,0,44,72,150,689,496,414,239,45,3,4,2104,93,410,2144,1505,1137,587,103,11,3,5985,0,5,60,36,26,11,9,0,0,143,0,0,15,21,8,13,5,0,0,61,0,36,246,151,92,45,15,0,0,583,0,14,126,131,110,65,10,3,0,462,19,125,567,514,338,218,29,3,0,1807,16,31,47,42,17,8,0,0,0,160,0,9,21,22,21,9,0,0,0,87,37,167,636,579,371,236,33,3,0,2061,0,0,3,0,0,5,0,0,0,8,65,156,678,580,436,303,56,14,0,2290,98,386,1761,1503,1042,672,122,21,0,5602
LGA53290,0,21,122,143,161,159,77,45,11,737,57,183,430,418,444,322,143,63,14,2081,22,42,49,32,36,28,14,0,0,218,4,15,24,51,50,47,30,17,8,239,84,236,499,507,528,398,187,84,20,2539,0,5,7,8,16,19,14,7,0,73,165,97,229,227,318,266,237,169,83,1785,249,404,1115,1159,1243,995,604,331,119,6219,0,0,25,32,31,19,21,4,0,135,0,4,23,39,38,32,14,3,6,160,0,38,244,217,214,131,92,49,16,1003,0,21,93,145,167,165,107,65,16,774,51,188,481,461,433,373,186,85,15,2268,38,41,54,40,21,15,12,4,0,232,8,11,11,22,39,36,19,9,3,159,92,239,552,522,492,423,217,103,14,2658,0,4,5,4,12,17,9,9,4,66,105,91,169,201,251,212,203,191,50,1475,205,399,1111,1153,1200,1006,668,431,104,6269
LGA53360,0,3,39,48,53,28,13,6,0,178,7,28,111,121,104,78,66,13,0,531,4,4,11,13,5,9,0,0,0,51,0,6,12,13,6,17,8,3,0,61,16,36,137,144,116,103,73,20,0,646,5,0,0,0,6,5,0,0,0,14,18,18,51,56,45,37,38,9,5,275,42,73,318,345,279,211,139,33,9,1433,0,0,24,24,11,5,3,0,0,71,0,0,8,10,10,5,0,0,0,39,0,18,132,85,54,24,12,4,0,341,0,6,45,59,44,36,5,3,0,205,8,42,154,138,118,94,47,20,4,627,6,12,9,9,9,7,0,0,0,56,0,0,3,3,9,6,5,7,0,42,17,51,164,155,129,110,53,27,4,724,0,0,3,0,5,5,0,0,0,17,19,25,52,55,54,59,43,16,3,330,44,112,432,387,312,249,131,54,9,1724
LGA53430,13,94,379,382,474,444,289,91,14,2178,47,178,646,482,562,497,268,187,39,2914,25,25,35,27,32,25,19,0,3,185,8,20,52,53,90,89,73,28,14,425,79,219,735,569,684,618,360,214,51,3528,0,3,29,33,37,47,37,21,10,217,103,163,490,430,399,412,346,286,185,2804,193,813,3720,3299,3283,2829,1776,807,316,17041,0,14,501,675,603,541,358,125,23,2845,0,4,165,240,245,263,163,48,5,1130,0,381,1685,1483,1178,992,716,263,38,6736,13,101,354,443,496,541,436,186,20,2582,69,215,611,579,542,573,382,158,48,3177,48,51,37,41,32,47,22,11,0,291,12,20,51,57,63,104,73,43,17,440,135,288,700,683,634,723,471,216,69,3914,0,11,34,30,31,50,37,21,3,222,80,140,405,338,352,299,295,211,203,2321,225,946,3841,3887,3539,3404,2473,1064,367,19746
LGA53570,3,5,36,45,56,53,54,14,6,269,11,33,114,146,181,211,148,50,9,895,4,11,9,15,4,14,0,0,0,56,3,5,8,16,18,27,20,10,0,100,16,45,124,167,209,242,169,58,13,1059,0,0,14,10,4,8,10,3,0,54,33,14,49,65,93,111,121,71,21,575,54,87,297,361,418,483,415,164,37,2316,0,0,17,9,10,14,15,0,0,64,0,4,8,9,5,8,8,0,0,50,0,10,81,80,69,61,43,24,4,368,0,7,46,47,62,87,76,35,4,360,8,40,133,138,196,192,182,79,13,989,10,11,9,10,4,11,8,4,0,68,3,4,6,10,14,26,25,6,0,89,24,56,147,157,215,225,222,86,18,1148,0,0,11,4,3,7,16,6,0,40,16,31,65,57,102,93,118,91,16,589,39,104,373,361,475,495,491,245,37,2614
LGA53640,0,6,6,12,18,19,6,0,0,63,5,19,34,29,29,28,13,0,0,149,0,3,6,0,3,3,0,0,0,17,0,0,3,9,4,3,3,0,0,24,5,18,42,32,33,39,16,0,0,190,0,0,0,0,3,0,0,0,0,10,6,11,17,12,32,25,21,11,4,140,15,38,94,85,105,95,49,13,10,494,0,0,6,4,0,3,0,0,0,13,0,0,4,4,3,0,0,0,0,15,0,7,30,17,21,17,3,0,0,101,0,0,6,6,15,13,9,0,0,55,0,5,50,31,29,34,21,0,0,163,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,3,3,0,0,10,0,8,52,31,30,36,24,5,0,187,0,0,0,0,0,0,0,0,0,0,9,3,16,18,14,20,25,0,3,105,5,21,109,83,80,89,63,8,6,472
LGA53710,0,0,7,8,15,11,11,0,0,49,3,8,20,27,21,32,15,3,0,133,0,0,4,0,0,0,0,0,0,10,0,0,0,3,3,0,0,0,0,6,3,7,29,25,29,37,11,3,0,154,0,0,0,0,5,0,0,0,0,3,11,7,8,18,14,22,20,9,6,119,18,17,75,70,71,82,52,17,12,406,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,7,0,0,14,15,13,7,3,0,0,54,0,0,0,5,6,5,10,0,0,41,3,7,23,36,22,26,23,6,0,141,3,5,5,0,0,0,3,0,0,11,0,0,0,3,4,4,0,0,0,7,6,11,29,44,20,31,30,6,0,163,0,0,0,0,0,0,0,0,0,3,14,10,8,10,23,24,29,11,5,133,18,25,44,81,68,81,75,19,3,412
LGA53780,82,566,1913,1900,1480,1084,579,203,50,7852,383,1420,3423,3140,2925,2346,1390,610,139,15788,216,214,286,214,187,123,48,16,4,1299,46,107,274,384,368,296,195,90,20,1787,646,1739,3991,3739,3480,2763,1636,718,162,18871,10,57,168,175,132,99,107,48,23,817,504,721,1589,1431,1103,995,835,715,381,8276,1257,4076,13298,11943,8696,6327,3828,1923,641,51982,0,66,1259,1904,850,418,197,65,7,4775,0,45,278,450,328,223,127,33,3,1488,3,986,3799,4519,2436,1341,766,280,54,14184,51,592,1836,2161,1867,1263,785,306,77,8938,533,1583,3254,3512,3101,2536,1753,756,155,17187,346,395,290,239,193,119,80,23,4,1691,42,108,210,296,353,283,225,125,31,1669,916,2084,3755,4048,3648,2947,2059,902,191,20546,13,35,141,182,155,122,119,50,21,826,406,489,1278,1315,1094,822,736,606,418,7153,1394,4300,12342,14565,10374,7137,4788,2252,768,57919
LGA53800,15,116,354,480,487,431,220,71,9,2199,156,600,1326,1190,1311,971,493,195,31,6271,98,117,113,95,85,58,32,10,0,611,21,25,76,126,118,110,75,32,5,591,271,744,1517,1407,1517,1143,600,233,43,7474,4,7,28,35,36,35,27,14,7,198,315,284,584,552,641,522,448,365,151,3871,612,1270,3230,3329,3407,2608,1508,758,222,16949,0,16,94,168,133,92,46,11,7,563,0,9,96,124,125,92,56,14,0,522,0,138,614,681,649,382,238,89,15,2797,18,100,365,481,516,520,337,103,29,2463,159,496,1411,1280,1354,1142,674,256,65,6834,127,172,166,111,88,81,40,13,4,801,11,25,47,82,114,105,78,37,10,514,299,697,1625,1471,1562,1331,796,302,72,8152,0,11,24,21,39,36,26,25,18,195,249,218,538,590,572,525,433,360,235,3710,566,1181,3356,3539,3594,2981,1925,890,370,18394
LGA53920,0,5,17,21,10,11,3,0,0,71,5,19,55,40,38,27,5,0,0,197,0,4,7,7,10,0,0,0,0,29,3,7,10,11,12,10,0,0,0,46,14,27,74,49,58,36,10,4,0,279,0,0,0,0,0,4,0,0,0,4,110,75,202,149,97,67,36,16,7,750,116,123,362,253,203,152,57,19,9,1296,0,0,12,8,5,9,0,0,0,35,0,0,4,4,9,9,5,0,0,27,0,13,37,18,32,22,10,0,0,132,0,0,5,11,11,14,8,0,0,56,13,21,77,78,62,38,11,0,0,292,3,9,21,20,5,5,0,0,0,61,0,0,14,12,9,4,5,0,0,37,13,32,106,106,68,42,18,0,0,390,0,0,0,0,0,0,0,0,0,0,51,46,94,92,77,53,29,22,3,471,61,96,267,238,198,150,70,27,3,1110
LGA53990,9,60,263,323,384,309,189,61,22,1619,116,336,987,1016,987,687,382,119,24,4651,64,46,91,52,32,38,14,4,0,354,4,22,74,81,99,93,68,20,6,471,190,410,1148,1149,1122,819,464,144,28,5474,0,3,25,28,30,19,20,12,6,144,234,97,289,320,351,341,347,213,63,2247,435,635,2163,2432,2318,1909,1220,489,123,11722,0,3,45,82,74,67,58,10,0,351,0,6,53,83,77,78,45,20,4,368,0,67,424,546,442,328,245,88,20,2154,6,48,239,353,398,415,264,82,18,1821,196,396,1102,1259,1123,942,564,188,35,5807,120,96,105,74,45,55,31,4,5,531,9,11,40,73,100,99,75,22,7,433,324,501,1248,1404,1266,1096,673,218,43,6770,0,9,16,26,25,21,39,18,3,161,100,90,220,244,251,280,256,189,73,1694,438,725,2241,2742,2531,2297,1573,624,153,13320
LGA54060,4,5,17,34,47,53,38,17,4,211,3,35,99,106,123,129,93,40,4,635,7,5,12,14,6,13,5,0,0,56,0,4,6,14,14,16,15,8,5,75,9,42,114,133,137,157,111,53,5,762,0,0,0,0,0,3,4,6,0,10,27,3,30,42,50,63,92,46,12,376,41,61,190,267,285,304,271,119,25,1570,0,0,3,0,0,11,7,0,0,24,0,0,0,10,3,11,6,4,0,30,0,4,21,45,52,28,27,11,5,190,0,9,9,25,54,56,52,18,8,226,12,32,63,97,118,137,122,45,0,630,6,5,6,7,12,7,9,5,0,69,3,3,0,4,9,8,3,3,0,35,18,41,68,106,139,160,139,56,11,737,0,0,0,3,4,5,6,5,0,24,20,15,41,57,52,84,86,68,18,439,45,69,146,247,311,346,316,165,33,1682
LGA54130,0,0,13,9,8,9,8,0,0,55,0,15,37,26,31,33,13,8,3,164,3,0,3,0,4,0,4,0,0,10,0,0,5,0,0,5,8,0,0,22,4,15,43,35,32,35,13,8,3,201,0,0,0,0,4,0,0,0,0,7,7,6,28,17,18,24,11,10,0,125,12,32,109,86,90,83,40,28,6,482,0,0,3,0,0,7,4,0,0,13,0,0,0,7,4,0,0,0,0,13,0,7,34,20,13,15,9,0,0,101,0,0,10,15,12,16,7,3,0,58,4,10,42,39,18,32,11,8,0,171,0,8,4,3,3,0,0,0,0,20,0,0,5,6,4,0,0,0,0,17,6,12,50,47,32,31,19,7,0,207,0,0,0,6,0,0,0,0,0,15,11,7,11,14,19,25,21,6,4,106,13,29,104,104,85,95,46,16,5,500
LGA54170,131,592,1781,2660,3412,2860,1656,479,123,13704,504,1685,3963,4089,4815,4136,2396,811,202,22601,257,178,215,227,190,196,113,22,9,1400,45,118,257,495,604,642,428,154,60,2808,805,1979,4438,4807,5604,4973,2941,987,266,26805,21,54,154,181,246,210,220,77,34,1189,542,458,985,1109,1184,1270,1107,757,498,7909,1510,5013,13140,16404,17078,13904,8052,2839,1065,79002,0,88,1031,1774,1694,1184,645,162,29,6602,3,55,534,954,1001,796,462,104,13,3920,3,1625,4679,6155,5304,3628,2361,722,124,24595,80,590,1570,2651,3269,3171,2326,763,166,14598,724,1534,3856,4481,4435,4520,3155,1159,246,24116,376,290,193,209,164,202,172,57,7,1660,46,102,191,368,599,608,541,241,48,2740,1148,1925,4231,5056,5197,5332,3869,1452,302,28520,21,40,97,154,205,195,255,134,34,1131,274,355,851,1029,1101,1029,996,735,534,6903,1524,4675,12999,17775,17769,15336,10911,4069,1205,86272
LGA54200,29,197,642,866,975,773,602,242,54,4381,198,780,1829,1704,1778,1359,893,414,82,9039,93,79,104,111,78,52,42,12,0,569,19,45,117,203,210,189,140,82,17,1022,310,906,2053,2023,2060,1593,1074,500,100,10624,10,12,44,54,50,62,88,44,9,370,261,211,531,484,512,587,545,474,228,3837,617,1688,4959,5353,5096,4196,3121,1581,458,27061,0,17,262,497,386,236,190,89,13,1700,0,17,141,242,233,204,138,46,4,1017,0,336,1225,1695,1304,872,740,321,105,6602,31,206,566,960,984,856,686,368,87,4737,273,676,1890,1882,1798,1568,1089,522,131,9836,185,176,127,110,95,67,43,19,3,821,17,36,74,124,195,197,170,74,31,920,475,891,2089,2116,2092,1832,1301,617,173,11579,3,10,39,38,54,52,75,61,17,353,161,161,425,501,438,458,426,379,237,3195,670,1637,4747,6052,5497,4507,3549,1883,633,29184
LGA54280,3,65,372,393,338,209,58,22,0,1466,102,475,1401,1094,989,664,210,52,7,4999,74,56,89,51,39,20,7,7,0,342,7,39,78,106,78,72,30,5,0,424,180,572,1570,1254,1113,756,244,64,6,5757,5,6,25,28,21,21,12,3,4,121,209,240,651,569,526,492,242,116,38,3089,398,1053,3632,3024,2454,1752,643,228,55,13232,0,22,207,203,111,58,14,7,0,631,0,12,75,91,69,55,17,3,0,310,0,172,720,610,357,228,93,27,5,2203,3,53,284,376,311,260,102,17,3,1406,99,422,1349,1180,1013,754,299,87,11,5219,82,140,101,62,51,23,13,7,0,471,3,21,64,67,81,61,39,5,0,345,193,591,1514,1316,1142,834,346,94,13,6040,4,13,27,17,21,19,14,8,0,117,160,248,577,501,452,437,300,127,71,2869,354,1098,3396,3113,2472,1889,876,284,92,13572
