LGA_CODE_2021,C21_F_Tot_Em_Tot,C21_F_Tot_Unem_Look_FT,C21_F_Tot_Unem_Look_PT,C21_F_Tot_Unem_Tot,C21_F_Tot_Tot_labo_for,C21_F_Tot_Not_LF,C21_F_Tot_LF_NS,C21_F_Tot_Tot,C11_P_15_19_Em_FT,C11_P_15_19_Em_PT,C11_P_15_19_Em_AFW,C11_P_15_19_Em_Hrs_NS,C11_P_15_19_Em_Tot,C11_P_15_19_Unem_Look_FT,C11_P_15_19_Unem_Look_PT,C11_P_15_19_Unem_Tot,C11_P_15_19_Tot_LF,C11_P_15_19_Not_LF,C11_P_15_19_LF_NS,C11_P_15_19_Tot,C11_P_20_24_Em_FT,C11_P_20_24_Em_PT,C11_P_20_24_Em_AFW,C11_P_20_24_Em_Hrs_NS,C11_P_20_24_Em_Tot,C11_P_20_24_Unem_Look_FT,C11_P_20_24_Unem_Look_PT,C11_P_20_24_Unem_Tot,C11_P_20_24_Tot_LF,C11_P_20_24_Not_LF,C11_P_20_24_LF_NS,C11_P_20_24_Tot,C11_P_25_29_Em_FT,C11_P_25_29_Em_PT,C11_P_25_29_Em_AFW,C11_P_25_29_Em_Hrs_NS,C11_P_25_29_Em_Tot,C11_P_25_29_Unem_Look_FT,C11_P_25_29_Unem_Look_PT,C11_P_25_29_Unem_Tot,C11_P_25_29_Tot_LF,C11_P_25_29_Not_LF,C11_P_25_29_LF_NS,C11_P_25_29_Tot,C11_P_30_34_Em_FT,C11_P_30_34_Em_PT,C11_P_30_34_Em_AFW,C11_P_30_34_Em_Hrs_NS,C11_P_30_34_Em_Tot,C11_P_30_34_Unem_Look_FT,C11_P_30_34_Unem_Look_PT,C11_P_30_34_Unem_Tot,C11_P_30_34_Tot_LF,C11_P_30_34_Not_LF,C11_P_30_34_LF_NS,C11_P_30_34_Tot,C11_P_35_39_Em_FT,C11_P_35_39_Em_PT,C11_P_35_39_Em_AFW,C11_P_35_39_Em_Hrs_NS,C11_P_35_39_Em_Tot,C11_P_35_39_Unem_Look_FT,C11_P_35_39_Unem_Look_PT,C11_P_35_39_Unem_Tot,C11_P_35_39_Tot_LF,C11_P_35_39_Not_LF,C11_P_35_39_LF_NS,C11_P_35_39_Tot,C11_P_40_44_Em_FT,C11_P_40_44_Em_PT,C11_P_40_44_Em_AFW,C11_P_40_44_Em_Hrs_NS,C11_P_40_44_Em_Tot,C11_P_40_44_Unem_Look_FT,C11_P_40_44_Unem_Look_PT,C11_P_40_44_Unem_Tot,C11_P_40_44_Tot_LF,C11_P_40_44_Not_LF,C11_P_40_44_LF_NS,C11_P_40_44_Tot,C11_P_45_49_Em_FT,C11_P_45_49_Em_PT,C11_P_45_49_Em_AFW,C11_P_45_49_Em_Hrs_NS,C11_P_45_49_Em_Tot,C11_P_45_49_Unem_Look_FT,C11_P_45_49_Unem_Look_PT,C11_P_45_49_Unem_Tot,C11_P_45_49_Tot_LF,C11_P_45_49_Not_LF,C11_P_45_49_LF_NS,C11_P_45_49_Tot,C11_P_50_54_Em_FT,C11_P_50_54_Em_PT,C11_P_50_54_Em_AFW,C11_P_50_54_Em_Hrs_NS,C11_P_50_54_Em_Tot,C11_P_50_54_Unem_Look_FT,C11_P_50_54_Unem_Look_PT,C11_P_50_54_Unem_Tot,C11_P_50_54_Tot_LF,C11_P_50_54_Not_LF,C11_P_50_54_LF_NS,C11_P_50_54_Tot,C11_P_55_59_Em_FT,C11_P_55_59_Em_PT,C11_P_55_59_Em_AFW,C11_P_55_59_Em_Hrs_NS,C11_P_55_59_Em_Tot,C11_P_55_59_Unem_Look_FT,C11_P_55_59_Unem_Look_PT,C11_P_55_59_Unem_Tot,C11_P_55_59_Tot_LF,C11_P_55_59_Not_LF,C11_P_55_59_LF_NS,C11_P_55_59_Tot,C11_P_60_64_Em_FT,C11_P_60_64_Em_PT,C11_P_60_64_Em_AFW,C11_P_60_64_Em_Hrs_NS,C11_P_60_64_Em_Tot,C11_P_60_64_Unem_Look_FT,C11_P_60_64_Unem_Look_PT,C11_P_60_64_Unem_Tot,C11_P_60_64_Tot_LF,C11_P_60_64_Not_LF,C11_P_60_64_LF_NS,C11_P_60_64_Tot,C11_P_65_69_Em_FT,C11_P_65_69_Em_PT,C11_P_65_69_Em_AFW,C11_P_65_69_Em_Hrs_NS,C11_P_65_69_Em_Tot,C11_P_65_69_Unem_Look_FT,C11_P_65_69_Unem_Look_PT,C11_P_65_69_Unem_Tot,C11_P_65_69_Tot_LF,C11_P_65_69_Not_LF,C11_P_65_69_LF_NS,C11_P_65_69_Tot,C11_P_70_74_Em_FT,C11_P_70_74_Em_PT,C11_P_70_74_Em_AFW,C11_P_70_74_Em_Hrs_NS,C11_P_70_74_Em_Tot,C11_P_70_74_Unem_Look_FT,C11_P_70_74_Unem_Look_PT,C11_P_70_74_Unem_Tot,C11_P_70_74_Tot_LF,C11_P_70_74_Not_LF,C11_P_70_74_LF_NS,C11_P_70_74_Tot,C11_P_75over_Em_FT,C11_P_75over_Em_PT,C11_P_75over_Em_Aw_fr_w,C11_P_75over_Emp_H_wor_ns,C11_P_75over_Em_Tot,C11_P_75over_Unem_Lo_ft_wor,C11_P_75over_Unem_Lo_pt_wor,C11_P_75over_Unemp_Tot,C11_P_75over_Tot_lab_for,C11_P_75over_N_lab_forc,C11_P_75over_LF_NS,C11_P_75over_Tot,C11_P_Tot_Em_FT,C11_P_Tot_Em_PT,C11_P_Tot_Em_AFW,C11_P_Tot_Em_Hrs_NS,C11_P_Tot_Em_Tot,C11_P_Tot_Unem_Look_FT,C11_P_Tot_Unem_Look_PT,C11_P_Tot_Unem_Tot,C11_P_Tot_Tot_labo_for,C11_P_Tot_Not_LF,C11_P_Tot_LF_NS,C11_P_Tot_Tot,C16_P_15_19_Em_FT,C16_P_15_19_Em_PT,C16_P_15_19_Em_AFW,C16_P_15_19_Em_Hrs_NS,C16_P_15_19_Em_Tot,C16_P_15_19_Unem_Look_FT,C16_P_15_19_Unem_Look_PT,C16_P_15_19_Unem_Tot,C16_P_15_19_Tot_LF,C16_P_15_19_Not_LF,C16_P_15_19_LF_NS,C16_P_15_19_Tot,C16_P_20_24_Em_FT,C16_P_20_24_Em_PT,C16_P_20_24_Em_AFW,C16_P_20_24_Em_Hrs_NS,C16_P_20_24_Em_Tot,C16_P_20_24_Unem_Look_FT,C16_P_20_24_Unem_Look_PT,C16_P_20_24_Unem_Tot,C16_P_20_24_Tot_LF,C16_P_20_24_Not_LF,C16_P_20_24_LF_NS,C16_P_20_24_Tot
LGA52380,25,4,0,4,29,28,9,70,0,0,0,0,0,0,0,4,0,5,0,9,3,0,0,0,9,0,0,0,4,6,3,9,3,0,0,0,3,0,0,0,9,3,4,9,0,0,0,6,8,0,0,0,6,0,0,10,6,0,0,0,6,0,0,0,6,0,5,15,5,0,0,0,3,0,0,0,3,0,8,10,6,0,0,0,5,0,0,0,9,5,6,18,11,6,0,0,16,0,0,0,16,8,9,32,17,3,0,0,14,0,0,0,13,14,4,33,7,6,3,0,15,4,0,4,15,12,10,35,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,0,0,13,5,13,0,0,0,0,0,0,0,0,0,9,0,7,54,22,3,5,84,8,4,9,94,81,48,221,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,4,0,0,7
LGA52450,239,7,5,11,256,197,41,489,16,10,3,0,28,6,5,8,38,103,6,138,39,11,0,0,51,0,0,0,51,5,4,58,42,12,0,0,56,0,0,0,57,15,0,73,36,14,4,0,50,0,0,0,52,16,6,77,28,26,0,0,58,0,0,0,61,7,0,67,42,15,0,0,57,0,0,4,62,15,4,80,51,16,0,5,69,0,3,4,71,9,5,82,59,13,3,0,78,4,0,5,80,16,3,95,44,12,8,0,65,0,0,0,68,25,0,94,29,18,0,0,50,0,0,0,50,28,3,88,10,8,0,0,14,0,0,0,14,28,3,50,0,12,0,0,13,0,0,0,13,38,3,54,3,4,0,5,10,0,0,0,10,78,6,97,407,171,25,8,610,14,7,24,632,380,43,1060,14,11,7,11,29,9,3,7,42,125,13,175,36,5,4,0,46,5,0,9,49,9,3,61
LGA52520,281,3,0,3,281,136,77,500,21,9,0,0,26,0,0,0,28,25,0,54,67,12,5,6,79,3,0,3,82,13,4,98,52,11,4,4,77,0,0,0,76,16,3,95,43,14,5,0,60,0,0,0,57,18,0,80,38,15,3,0,54,0,0,0,57,6,6,71,40,10,5,0,64,0,0,0,64,3,0,73,63,26,9,4,97,0,0,0,97,13,3,117,52,17,5,3,80,0,0,0,83,15,13,107,54,17,0,0,70,0,0,0,70,6,0,82,28,10,5,0,47,0,0,0,47,17,3,68,17,12,6,0,32,0,0,0,30,23,6,55,13,10,0,0,28,0,0,0,28,18,3,43,11,6,0,0,14,0,0,0,14,59,3,82,498,162,36,25,724,7,4,12,732,243,41,1018,11,5,0,0,12,0,0,0,18,31,9,51,44,13,0,3,57,0,0,4,60,8,12,81
LGA52590,730,10,11,28,749,499,121,1373,26,18,0,4,54,0,5,3,55,27,21,108,62,13,0,5,81,0,0,0,81,13,14,111,96,29,10,4,138,9,0,8,146,18,16,182,74,40,12,3,128,3,5,9,134,31,19,185,98,53,12,5,171,6,0,9,179,25,21,224,97,47,8,3,151,4,3,10,161,19,23,206,118,60,8,3,185,4,3,13,199,30,16,246,124,42,8,0,171,0,3,8,179,34,23,230,105,50,6,0,160,0,5,3,162,66,22,252,66,36,3,0,117,4,3,6,118,123,30,270,27,18,10,0,52,0,0,0,55,129,23,202,12,4,0,0,21,0,0,0,21,105,14,141,9,11,0,0,16,0,0,0,16,162,29,212,921,421,78,26,1446,37,28,66,1511,787,272,2574,22,21,0,3,53,3,7,8,57,54,8,118,59,26,5,4,91,3,0,5,100,13,7,115
LGA52660,3314,49,101,153,3466,2164,328,5961,185,246,17,16,469,37,27,71,541,271,35,846,417,124,29,15,589,28,9,35,619,94,42,759,415,136,36,12,595,18,6,25,618,139,28,787,452,150,29,16,640,14,12,28,670,138,42,849,420,178,30,12,642,15,14,26,666,131,40,828,510,218,31,10,774,14,15,27,799,113,36,951,467,195,36,13,716,14,0,18,729,100,39,866,433,189,46,18,680,12,3,18,696,108,47,846,316,133,38,18,502,10,3,10,519,154,25,696,182,125,18,4,334,10,4,11,345,254,21,615,44,42,11,6,103,3,0,3,104,312,31,446,17,18,3,0,40,0,0,0,40,300,36,372,4,10,3,10,26,0,0,0,26,506,152,686,3868,1768,329,138,6102,172,90,264,6373,2614,571,9548,124,310,8,11,458,28,50,80,537,337,48,918,369,165,26,13,569,51,9,61,633,103,46,779
LGA52730,1284,16,29,39,1323,1133,237,2695,28,73,9,3,114,9,3,15,131,146,12,285,62,38,5,5,103,11,7,14,116,27,11,155,59,41,3,0,107,0,0,8,110,36,10,158,86,57,14,6,166,4,8,9,167,42,10,228,96,75,15,5,189,4,9,9,202,50,8,257,138,124,23,7,282,9,6,14,295,67,18,380,159,151,19,7,334,13,5,15,349,59,17,428,159,121,23,5,304,7,0,10,311,91,27,433,138,107,23,7,274,5,5,11,280,93,15,390,85,107,11,4,215,5,7,6,219,201,19,445,34,56,0,3,94,0,0,0,94,272,9,376,14,15,3,3,39,0,0,0,42,205,10,258,5,4,10,0,21,0,0,0,21,347,34,397,1064,969,161,45,2240,66,45,112,2357,1640,204,4191,40,105,7,5,151,7,12,13,163,208,15,395,42,44,3,4,87,5,0,5,99,11,8,113
LGA52800,1008,30,29,58,1061,1201,459,2723,66,46,8,14,128,10,11,18,151,275,64,482,175,106,14,22,316,21,7,25,342,407,77,832,229,87,13,16,348,17,8,21,365,497,93,958,222,81,20,12,332,8,8,13,352,432,77,853,195,99,16,4,318,15,0,17,332,324,84,739,173,71,13,7,259,11,8,17,277,245,69,590,181,54,12,12,254,5,4,13,267,205,56,530,200,45,16,3,264,9,0,7,267,146,56,467,135,34,14,4,192,3,0,5,196,146,47,387,81,30,8,11,126,3,0,3,135,107,29,271,29,12,3,3,45,0,0,0,44,81,20,147,3,4,0,0,13,0,0,0,13,59,9,83,3,4,0,0,5,0,0,0,8,129,17,151,1711,670,128,106,2614,95,39,135,2754,3041,697,6495,42,29,0,0,68,31,8,43,112,324,70,509,141,40,9,19,204,41,12,49,257,268,60,594
LGA52870,1308,22,24,48,1354,1115,144,2609,49,72,3,7,133,3,3,14,143,130,10,287,91,36,4,0,138,7,7,18,146,36,0,184,96,23,7,3,136,3,3,8,147,52,16,212,91,53,5,3,156,5,6,8,158,49,9,214,132,95,9,0,241,7,0,10,249,65,14,327,188,96,19,10,324,0,3,8,330,54,21,397,193,83,18,3,295,3,6,12,304,75,21,395,236,110,23,10,373,9,0,13,393,77,12,479,189,108,11,5,312,9,0,11,328,128,25,480,90,92,12,6,207,0,0,5,208,208,25,440,47,45,6,0,101,0,0,5,102,227,13,346,16,17,0,4,32,0,0,0,32,178,10,220,14,11,0,0,22,0,0,0,24,242,31,296,1428,845,123,67,2468,66,36,100,2563,1511,202,4280,43,68,4,4,125,11,8,16,138,158,16,311,79,35,8,3,123,14,3,20,139,42,27,200
LGA52940,139,3,0,5,147,104,22,265,0,0,0,0,3,0,0,0,3,5,0,13,11,3,0,0,15,0,0,0,15,0,4,17,18,7,0,0,34,0,0,0,34,5,0,40,22,9,0,0,30,0,5,0,34,10,0,42,16,15,0,0,32,0,0,0,38,4,0,40,28,4,0,0,36,0,0,0,38,10,0,46,20,3,3,0,33,0,0,0,35,6,0,44,20,3,0,0,29,0,0,0,29,6,0,35,27,10,0,0,43,0,0,0,43,19,0,65,22,13,0,3,32,4,0,4,34,16,0,54,15,4,0,0,20,0,0,0,20,14,0,36,0,6,0,0,6,0,0,0,9,23,0,32,3,9,0,0,8,0,0,0,8,43,3,58,209,88,12,11,321,5,5,12,334,164,18,517,5,3,0,0,12,3,0,0,16,8,0,23,9,6,4,0,15,0,0,0,20,5,0,22
LGA53010,137,0,3,4,144,68,42,252,5,3,0,0,8,0,0,0,10,8,0,19,6,4,0,0,15,0,0,0,11,0,0,17,27,11,0,0,38,0,0,0,38,3,0,42,21,5,0,0,32,0,0,0,35,3,0,48,27,13,0,0,39,0,0,0,46,9,0,47,16,9,5,0,33,3,0,3,31,0,0,32,28,13,0,0,35,0,4,0,38,8,0,41,29,12,5,0,45,0,0,3,49,12,0,57,32,11,0,0,42,0,0,0,42,5,4,49,18,9,0,0,25,0,0,0,26,5,0,31,7,0,0,0,8,0,0,0,8,18,0,30,0,9,0,0,6,0,0,0,9,23,0,36,0,0,0,0,5,0,0,0,5,24,0,31,227,89,15,6,335,10,3,13,351,121,12,484,6,0,0,0,6,0,0,7,8,5,0,15,12,6,0,0,21,0,0,0,22,0,3,20
LGA53080,128,8,0,8,134,90,51,278,8,6,0,0,14,0,0,0,20,11,4,34,35,3,0,0,43,4,0,4,50,28,16,91,47,7,9,4,64,4,0,3,74,15,16,106,44,8,9,0,53,0,0,6,59,9,23,87,34,3,0,3,47,5,0,5,51,7,17,75,52,15,3,6,66,0,0,4,69,13,15,97,38,12,6,0,55,4,0,4,62,11,15,85,48,13,6,0,67,0,0,0,66,14,7,89,37,7,4,0,48,0,0,0,54,14,7,72,15,4,4,0,25,0,0,0,30,19,13,59,14,8,0,0,18,0,0,0,25,39,4,61,0,4,0,0,5,0,0,0,5,26,10,40,0,0,0,0,0,0,0,0,0,23,4,33,378,89,34,18,515,21,3,29,547,231,142,927,4,7,0,5,14,0,4,4,13,4,0,24,11,0,0,0,13,5,0,5,18,3,5,32
LGA53150,2060,24,54,73,2131,1123,136,3394,27,149,5,10,181,0,19,21,201,200,12,416,143,132,10,0,284,7,18,27,310,59,28,400,180,47,16,5,247,6,4,11,254,46,20,323,188,51,22,4,263,7,3,12,273,43,18,335,227,93,27,5,347,0,7,14,355,73,25,453,267,141,20,11,439,9,8,14,455,80,23,557,328,142,19,8,497,15,3,15,512,65,31,610,319,152,14,7,497,3,3,8,499,49,25,576,262,108,20,3,396,4,0,9,403,97,23,526,141,110,16,4,273,4,3,7,276,149,12,440,33,59,11,5,93,0,0,0,97,159,14,275,10,22,0,4,30,0,3,3,34,189,8,230,5,9,0,0,11,0,0,0,7,455,41,502,2116,1209,187,58,3566,57,69,130,3692,1646,291,5632,8,148,10,5,172,13,42,51,219,194,16,432,115,181,16,5,312,7,14,21,336,59,16,412
LGA53220,1590,51,39,91,1682,557,508,2746,118,40,8,11,174,14,8,24,199,174,91,466,616,85,40,20,763,27,9,30,798,110,263,1168,1000,90,70,22,1176,11,10,14,1193,133,385,1701,785,96,62,29,972,13,0,12,982,95,295,1366,721,93,52,16,889,10,3,11,900,97,266,1262,726,80,48,9,864,11,10,11,877,74,264,1215,583,61,40,18,700,5,4,11,707,56,186,951,531,46,48,11,636,11,0,13,647,42,213,898,327,33,38,10,408,4,0,8,416,53,122,590,156,24,11,7,200,3,0,9,203,43,58,300,42,4,3,4,55,0,0,0,55,40,14,110,15,5,0,0,17,0,0,0,17,25,4,49,3,0,0,0,3,0,0,0,3,30,4,39,5613,664,410,155,6843,103,41,142,6990,965,2162,10122,47,49,3,0,105,13,8,22,124,171,34,325,333,47,17,6,406,35,7,46,451,88,137,675
LGA53290,3022,26,47,76,3103,1925,526,5553,198,254,27,15,485,32,29,57,548,406,63,1017,312,118,22,19,468,30,6,37,506,113,48,663,332,121,27,11,486,23,8,31,516,123,58,700,333,160,34,10,533,24,6,33,559,145,43,753,427,251,29,21,722,12,12,24,745,132,57,931,500,223,46,13,788,15,10,24,810,110,62,979,546,228,55,8,838,18,10,30,873,114,57,1041,500,202,39,15,758,20,11,27,781,122,62,971,315,182,53,11,566,10,3,12,579,176,43,791,216,138,40,6,399,8,3,10,409,292,45,746,81,98,18,11,209,3,4,0,210,363,44,615,29,28,3,8,70,0,0,0,69,371,52,490,20,25,0,5,44,0,0,0,43,648,93,782,3810,2017,393,141,6360,196,97,292,6657,3104,730,10490,132,242,20,16,401,22,33,55,459,441,109,1010,347,141,16,10,509,28,6,37,544,88,87,719
LGA53360,836,5,8,16,849,259,104,1217,21,26,0,0,53,4,0,9,55,27,6,89,50,23,0,3,75,4,0,4,85,14,10,107,91,26,10,0,126,3,3,7,136,27,14,182,106,42,12,0,166,5,0,3,169,28,15,210,96,51,17,6,166,4,0,4,170,18,22,214,120,42,11,8,178,5,0,4,185,15,19,213,97,40,7,0,142,6,0,3,148,9,21,173,91,45,7,0,139,0,0,0,143,27,9,179,69,28,9,4,107,4,0,4,108,30,5,149,46,21,6,3,75,0,0,0,70,81,16,164,17,10,0,0,25,0,0,0,25,73,5,99,3,0,0,0,7,0,0,0,7,56,6,72,5,0,6,0,10,0,0,0,10,55,4,67,809,348,82,26,1267,31,13,47,1314,451,154,1919,19,40,4,7,73,0,0,6,76,38,16,131,56,35,9,8,103,7,0,8,107,7,13,123
LGA53430,8363,132,228,360,8721,4649,801,14176,133,349,21,20,524,33,72,104,629,509,86,1216,569,544,60,26,1200,60,44,99,1295,270,98,1659,1077,330,68,27,1492,47,32,73,1572,274,162,2004,1051,321,98,17,1484,53,26,77,1562,270,120,1948,911,415,79,24,1431,44,22,63,1493,288,104,1885,984,478,53,18,1538,46,24,69,1602,299,106,2012,949,460,54,22,1490,43,17,65,1547,290,110,1946,931,440,50,28,1449,31,13,52,1501,356,112,1966,805,413,69,21,1312,42,24,67,1376,447,95,1924,466,361,54,15,895,13,15,28,923,677,110,1708,134,191,12,5,348,3,4,6,355,768,81,1204,30,66,10,0,107,0,0,0,107,843,74,1018,4,35,3,3,46,0,0,3,53,1881,209,2146,8047,4410,629,225,13316,402,300,699,14014,7159,1464,22632,62,459,18,10,546,32,106,141,690,572,70,1331,431,551,32,24,1042,66,58,122,1167,239,138,1545
LGA53570,1137,15,17,32,1166,929,165,2264,38,44,3,4,89,6,3,12,100,107,19,216,79,26,7,7,115,5,0,9,121,28,17,164,70,36,4,0,120,3,3,8,125,46,16,182,89,33,10,4,128,6,6,10,143,50,11,207,121,57,10,6,197,6,0,11,201,49,29,279,162,81,13,15,273,8,4,6,279,61,31,369,151,62,17,8,244,10,0,10,251,50,22,321,137,58,15,4,215,10,0,11,230,72,20,319,127,75,24,0,228,6,5,9,243,107,36,384,100,67,18,6,197,4,7,9,204,204,27,436,43,49,9,0,93,0,0,0,94,241,20,357,23,17,3,0,42,0,0,0,43,200,10,257,8,9,0,3,18,0,0,0,18,220,34,276,1140,612,141,64,1955,62,21,92,2045,1424,299,3770,33,47,3,4,90,8,9,16,106,120,19,243,86,42,6,3,132,11,3,11,149,36,16,194
LGA53640,252,6,3,9,261,141,37,439,19,4,0,4,24,0,0,0,27,15,0,39,33,3,3,3,44,6,0,4,47,15,10,72,44,8,0,0,49,0,0,0,54,15,0,75,36,19,6,0,52,0,0,0,55,25,0,88,44,11,4,0,65,0,0,0,67,17,4,83,39,19,0,3,66,0,0,0,62,8,4,78,48,16,0,0,62,5,3,9,68,8,11,88,54,21,0,3,78,5,0,3,82,16,5,105,59,14,4,0,77,4,0,4,82,21,0,105,33,13,0,7,45,0,3,8,51,22,3,76,13,10,4,6,29,0,0,0,29,13,5,52,4,4,0,0,4,0,0,0,4,19,0,25,5,0,0,0,9,0,0,0,9,39,4,54,431,144,25,26,624,26,12,32,651,245,43,942,8,4,0,0,12,0,0,0,15,17,11,36,42,12,0,0,48,0,0,0,55,10,9,63
LGA53710,200,3,3,9,206,132,44,386,8,8,0,0,19,0,0,0,19,23,6,43,5,10,0,0,15,0,0,0,19,8,0,29,29,11,3,0,41,0,0,0,43,10,0,51,17,11,0,0,26,0,0,0,26,12,5,43,29,12,0,0,44,0,0,0,52,10,5,68,33,22,0,0,57,0,0,0,59,8,4,68,33,17,3,3,53,0,0,0,56,10,0,66,36,16,0,0,54,0,0,3,55,15,3,71,32,11,0,0,45,0,0,3,48,23,0,71,22,17,0,0,49,0,0,0,49,25,0,71,14,4,0,0,18,0,0,0,18,34,3,51,8,6,0,0,15,0,0,0,15,36,4,48,4,0,0,0,4,0,0,0,4,53,6,66,270,146,17,11,444,12,4,16,458,259,29,754,0,7,0,0,9,0,0,0,14,27,8,43,12,6,0,0,22,0,0,0,21,6,3,33
LGA53780,26460,852,1218,2067,28530,19108,2414,50054,1179,1928,139,109,3351,288,322,612,3958,3319,444,7722,3316,1626,194,187,5323,348,168,513,5839,1616,478,7934,4519,1245,271,135,6173,258,102,363,6535,1521,537,8589,4091,1348,303,133,5873,166,103,271,6137,1528,518,8187,3973,1468,225,144,5809,179,109,287,6093,1459,493,8042,3952,1499,205,148,5801,151,102,251,6052,1232,405,7687,3783,1351,217,110,5462,136,67,197,5658,982,413,7049,3352,1239,228,78,4900,114,51,166,5071,1071,318,6455,2793,1091,223,91,4199,107,49,156,4352,1361,334,6053,1722,991,143,56,2912,49,41,100,3008,2100,288,5390,444,442,57,20,965,4,19,19,992,2525,197,3706,82,122,12,12,230,4,6,12,242,2428,180,2853,16,47,0,16,76,5,0,6,80,3665,566,4315,33227,14404,2216,1224,51071,1801,1144,2940,54017,24807,5165,83991,561,2031,87,74,2746,273,678,945,3697,3738,280,7709,2663,2192,133,141,5130,495,358,858,5985,1822,400,8216
LGA53800,8820,174,252,428,9245,5481,1389,16116,635,645,76,48,1397,106,86,184,1589,1079,138,2797,1144,294,65,34,1544,108,36,141,1688,441,144,2278,1063,310,101,31,1499,77,24,103,1606,448,144,2194,961,406,83,35,1488,69,32,101,1588,471,118,2180,1194,539,109,44,1882,70,27,99,1987,443,124,2551,1388,642,98,44,2163,66,28,95,2260,379,129,2769,1445,540,121,36,2147,68,29,94,2244,345,149,2735,1316,518,100,39,1973,53,23,74,2042,400,112,2555,1039,439,86,30,1594,34,18,51,1645,527,118,2290,562,331,66,20,981,21,16,45,1025,824,109,1958,160,161,24,7,352,0,4,6,363,928,83,1379,57,89,11,3,159,0,4,4,161,924,87,1175,19,34,10,7,71,0,0,0,71,1694,232,2000,10969,4955,947,383,17250,686,322,1008,18257,8909,1686,28860,307,773,29,19,1125,100,143,245,1373,1099,208,2679,914,377,63,23,1374,164,65,225,1603,422,180,2200
LGA53920,393,54,43,97,487,712,172,1372,10,17,4,6,31,22,11,33,66,212,14,301,64,30,3,6,113,10,11,26,136,158,16,305,100,41,3,7,147,11,6,24,175,134,21,323,87,33,5,7,127,17,0,19,149,134,15,296,64,31,3,4,107,3,0,3,110,98,13,222,50,35,9,0,91,7,6,13,103,88,10,198,52,20,0,4,75,6,3,7,90,62,18,169,81,12,5,5,106,9,0,7,116,75,14,203,78,18,0,0,98,6,0,7,102,61,6,178,47,6,3,0,62,0,0,3,64,56,5,123,11,7,3,0,26,0,0,0,29,48,4,79,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,3,5,0,0,0,5,49,5,57,656,255,49,44,995,98,50,149,1145,1215,131,2492,12,5,0,0,19,11,3,18,36,156,68,253,50,13,0,12,73,21,8,37,110,115,57,284
LGA53990,6372,120,186,306,6678,4296,509,11485,298,467,34,25,820,66,55,117,933,680,72,1684,591,193,32,18,835,60,18,74,904,196,63,1166,637,226,50,27,931,51,14,62,1005,243,96,1338,635,263,68,30,996,18,13,32,1029,298,101,1429,767,357,56,19,1201,24,25,45,1244,289,97,1630,903,434,61,36,1431,38,15,56,1481,224,93,1796,948,371,45,36,1392,33,12,49,1442,209,86,1736,910,362,66,22,1362,20,9,36,1395,229,93,1718,652,290,58,17,1017,23,11,26,1047,332,75,1458,330,225,47,12,616,14,9,23,636,620,84,1333,75,103,8,12,202,7,3,9,208,662,56,925,24,57,11,3,96,0,0,0,91,597,47,739,16,25,0,8,48,0,0,0,48,792,97,941,6782,3371,535,254,10937,356,180,535,11474,5362,1054,17894,212,510,35,15,776,67,102,170,939,770,154,1869,542,245,31,29,846,91,36,128,967,146,82,1193
LGA54060,709,13,14,32,737,667,149,1564,40,38,9,0,89,4,7,8,96,79,6,188,56,22,6,4,95,6,0,6,99,22,3,125,58,10,14,0,80,6,0,3,88,32,3,123,67,39,11,0,116,3,0,0,127,30,11,166,101,59,8,3,171,0,5,5,182,38,12,227,105,62,9,6,183,4,0,4,185,34,16,235,147,66,12,0,229,7,0,10,237,29,12,279,99,65,7,6,179,0,0,10,192,54,12,253,108,51,12,0,175,4,5,11,188,71,7,270,53,53,12,0,118,10,6,11,124,134,15,271,15,23,3,0,49,0,0,0,51,176,11,239,4,13,0,0,21,0,0,0,21,148,6,178,5,0,0,0,5,0,0,0,5,224,24,260,871,518,102,29,1511,48,33,83,1595,1079,146,2808,17,39,3,0,65,11,7,15,81,99,12,193,36,27,0,5,69,9,5,11,80,20,9,104
LGA54130,262,4,6,4,265,119,41,422,6,3,0,0,13,0,0,0,14,13,6,34,24,9,6,0,37,0,0,0,35,4,0,43,43,11,0,0,55,4,0,4,56,17,8,80,32,12,3,3,50,0,0,0,50,9,0,58,31,18,0,3,55,0,0,0,55,5,0,63,48,15,4,0,69,0,0,0,70,8,7,89,66,14,4,4,84,0,0,5,86,11,7,108,55,18,0,0,75,0,0,0,69,11,3,88,54,11,4,0,65,0,0,0,65,12,6,86,30,13,4,3,49,0,0,0,54,18,4,73,8,4,0,0,15,0,0,0,15,29,0,42,0,0,0,0,5,0,0,0,5,18,4,23,3,0,0,0,3,0,0,0,3,27,6,33,406,138,19,11,579,8,5,10,589,188,39,811,3,4,0,0,8,0,0,0,8,18,0,27,28,4,0,0,33,0,0,0,34,9,6,45
