LGA_CODE_2021,C11_M_15_19_Em_FT,C11_M_15_19_Em_PT,C11_M_15_19_Em_AFW,C11_M_15_19_Em_Hrs_NS,C11_M_15_19_Em_Tot,C11_M_15_19_Unem_Look_FT,C11_M_15_19_Unem_Look_PT,C11_M_15_19_Unem_Tot,C11_M_15_19_Tot_LF,C11_M_15_19_Not_LF,C11_M_15_19_LF_NS,C11_M_15_19_Tot,C11_M_20_24_Em_FT,C11_M_20_24_Em_PT,C11_M_20_24_Em_AFW,C11_M_20_24_Em_Hrs_NS,C11_M_20_24_Em_Tot,C11_M_20_24_Unem_Look_FT,C11_M_20_24_Unem_Look_PT,C11_M_20_24_Unem_Tot,C11_M_20_24_Tot_LF,C11_M_20_24_Not_LF,C11_M_20_24_LF_NS,C11_M_20_24_Tot,C11_M_25_29_Em_FT,C11_M_25_29_Em_PT,C11_M_25_29_Em_AFW,C11_M_25_29_Em_Hrs_NS,C11_M_25_29_Em_Tot,C11_M_25_29_Unem_Look_FT,C11_M_25_29_Unem_Look_PT,C11_M_25_29_Unem_Tot,C11_M_25_29_Tot_LF,C11_M_25_29_Not_LF,C11_M_25_29_LF_NS,C11_M_25_29_Tot,C11_M_30_34_Em_FT,C11_M_30_34_Em_PT,C11_M_30_34_Em_AFW,C11_M_30_34_Em_Hrs_NS,C11_M_30_34_Em_Tot,C11_M_30_34_Unem_Look_FT,C11_M_30_34_Unem_Look_PT,C11_M_30_34_Unem_Tot,C11_M_30_34_Tot_LF,C11_M_30_34_Not_LF,C11_M_30_34_LF_NS,C11_M_30_34_Tot,C11_M_35_39_Em_FT,C11_M_35_39_Em_PT,C11_M_35_39_Em_AFW,C11_M_35_39_Em_Hrs_NS,C11_M_35_39_Em_Tot,C11_M_35_39_Unem_Look_FT,C11_M_35_39_Unem_Look_PT,C11_M_35_39_Unem_Tot,C11_M_35_39_Tot_LF,C11_M_35_39_Not_LF,C11_M_35_39_LF_NS,C11_M_35_39_Tot,C11_M_40_44_Em_FT,C11_M_40_44_Em_PT,C11_M_40_44_Em_AFW,C11_M_40_44_Em_Hrs_NS,C11_M_40_44_Em_Tot,C11_M_40_44_Unem_Look_FT,C11_M_40_44_Unem_Look_PT,C11_M_40_44_Unem_Tot,C11_M_40_44_Tot_LF,C11_M_40_44_Not_LF,C11_M_40_44_LF_NS,C11_M_40_44_Tot,C11_M_45_49_Em_FT,C11_M_45_49_Em_PT,C11_M_45_49_Em_AFW,C11_M_45_49_Em_Hrs_NS,C11_M_45_49_Em_Tot,C11_M_45_49_Unem_Look_FT,C11_M_45_49_Unem_Look_PT,C11_M_45_49_Unem_Tot,C11_M_45_49_Tot_LF,C11_M_45_49_Not_LF,C11_M_45_49_LF_NS,C11_M_45_49_Tot,C11_M_50_54_Em_FT,C11_M_50_54_Em_PT,C11_M_50_54_Em_AFW,C11_M_50_54_Em_Hrs_NS,C11_M_50_54_Em_Tot,C11_M_50_54_Unem_Look_FT,C11_M_50_54_Unem_Look_PT,C11_M_50_54_Unem_Tot,C11_M_50_54_Tot_LF,C11_M_50_54_Not_LF,C11_M_50_54_LF_NS,C11_M_50_54_Tot,C11_M_55_59_Em_FT,C11_M_55_59_Em_PT,C11_M_55_59_Em_AFW,C11_M_55_59_Em_Hrs_NS,C11_M_55_59_Em_Tot,C11_M_55_59_Unem_Look_FT,C11_M_55_59_Unem_Look_PT,C11_M_55_59_Unem_Tot,C11_M_55_59_Tot_LF,C11_M_55_59_Not_LF,C11_M_55_59_LF_NS,C11_M_55_59_Tot,C11_M_60_64_Em_FT,C11_M_60_64_Em_PT,C11_M_60_64_Em_AFW,C11_M_60_64_Em_Hrs_NS,C11_M_60_64_Em_Tot,C11_M_60_64_Unem_Look_FT,C11_M_60_64_Unem_Look_PT,C11_M_60_64_Unem_Tot,C11_M_60_64_Tot_LF,C11_M_60_64_Not_LF,C11_M_60_64_LF_NS,C11_M_60_64_Tot,C11_M_65_69_Em_FT,C11_M_65_69_Em_PT,C11_M_65_69_Em_AFW,C11_M_65_69_Em_Hrs_NS,C11_M_65_69_Em_Tot,C11_M_65_69_Unem_Look_FT,C11_M_65_69_Unem_Look_PT,C11_M_65_69_Unem_Tot,C11_M_65_69_Tot_LF,C11_M_65_69_Not_LF,C11_M_65_69_LF_NS,C11_M_65_69_Tot,C11_M_70_74_Em_FT,C11_M_70_74_Em_PT,C11_M_70_74_Em_AFW,C11_M_70_74_Em_Hrs_NS,C11_M_70_74_Em_Tot,C11_M_70_74_Unem_Look_FT,C11_M_70_74_Unem_Look_PT,C11_M_70_74_Unem_Tot,C11_M_70_74_Tot_LF,C11_M_70_74_Not_LF,C11_M_70_74_LF_NS,C11_M_70_74_Tot,C11_M_75over_Em_FT,C11_M_75over_Em_PT,C11_M_75over_Em_AFW,C11_M_75over_Em_Hrs_NS,C11_M_75over_Em_Tot,C11_M_75over_Unem_Look_FT,C11_M_75over_Unem_Look_PT,C11_M_75over_Unem_Tot,C11_M_75over_Tot_LF,C11_M_75ove_Not_LF,C11_M_75over_LF_NS,C11_M_75over_Tot,C11_M_Tot_Em_FT,C11_M_Tot_Em_PT,C11_M_Tot_Em_AFW,C11_M_Tot_Em_Hrs_NS,C11_M_Tot_Em_Tot,C11_M_Tot_Unem_Look_FT,C11_M_Tot_Unem_Look_PT,C11_M_Tot_Unem_Tot,C11_M_Tot_Tot_labo_for,C11_M_Tot_Not_LF,C11_M_Tot_LF_NS,C11_M_Tot_Tot,C16_M_15_19_Em_FT,C16_M_15_19_Em_PT,C16_M_15_19_Em_AFW,C16_M_15_19_Em_Hrs_NS,C16_M_15_19_Em_Tot,C16_M_15_19_Unem_Look_FT,C16_M_15_19_Unem_Look_PT,C16_M_15_19_Unem_Tot,C16_M_15_19_Tot_LF,C16_M_15_19_Not_LF,C16_M_15_19_LF_NS,C16_M_15_19_Tot,C16_M_20_24_Em_FT,C16_M_20_24_Em_PT,C16_M_20_24_Em_AFW,C16_M_20_24_Em_Hrs_NS,C16_M_20_24_Em_Tot,C16_M_20_24_Unem_Look_FT,C16_M_20_24_Unem_Look_PT,C16_M_20_24_Unem_Tot,C16_M_20_24_Tot_LF,C16_M_20_24_Not_LF,C16_M_20_24_LF_NS,C16_M_20_24_Tot,C16_M_25_29_Em_FT,C16_M_25_29_Em_PT,C16_M_25_29_Em_AFW,C16_M_25_29_Em_Hrs_NS,C16_M_25_29_Em_Tot,C16_M_25_29_Unem_Look_FT,C16_M_25_29_Unem_Look_PT,C16_M_25_29_Unem_Tot
LGA52380,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,6,0,5,15,6,0,0,0,6,0,0,0,6,0,6,10,0,0,0,0,0,0,0,0,4,0,0,8,3,3,0,0,9,0,0,0,9,9,9,18,8,0,0,0,8,0,0,0,13,10,0,17,5,0,0,0,11,4,0,4,9,8,5,27,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,3,32,6,0,6,41,5,3,9,51,40,33,127,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA52450,15,0,3,0,19,4,5,6,28,70,0,103,26,5,0,0,31,0,0,0,31,0,0,31,32,3,0,0,30,0,0,0,29,0,0,29,31,3,0,0,31,0,0,0,31,4,5,39,25,12,0,0,31,0,0,0,32,0,0,35,27,0,0,0,29,0,0,3,32,7,0,43,38,0,0,0,42,0,0,0,42,0,0,42,33,7,3,0,45,0,0,0,44,9,4,58,31,4,3,0,37,0,0,0,36,12,0,46,26,8,0,0,29,0,0,0,29,12,0,47,7,9,0,0,11,0,0,0,11,15,3,31,0,3,0,0,3,0,0,0,3,19,3,20,3,0,0,5,10,0,0,0,10,33,0,44,293,44,10,4,355,11,5,13,369,181,20,573,6,11,6,6,29,4,5,5,29,94,3,128,23,0,0,0,25,3,0,3,32,3,7,37,28,0,0,0,35,0,0,0
LGA52520,15,0,0,0,14,0,0,0,14,14,0,29,44,0,0,6,51,3,0,3,55,0,3,54,40,3,0,0,47,0,0,0,47,0,0,44,36,0,0,0,41,0,0,0,41,3,0,46,29,0,0,0,31,3,0,3,32,0,4,39,29,0,3,0,34,0,0,0,34,3,0,37,41,3,6,3,51,0,0,0,51,3,0,59,38,0,0,3,50,0,0,0,50,3,6,60,38,3,0,0,43,0,0,0,41,6,0,49,17,0,0,0,21,0,0,0,21,10,0,35,12,3,3,0,15,0,0,0,16,14,6,26,12,0,0,0,11,0,0,0,11,7,3,17,4,8,0,0,10,0,0,0,10,25,3,40,352,33,22,15,421,3,0,10,427,91,25,546,5,0,0,0,6,0,0,0,6,19,3,29,31,3,0,3,31,0,0,3,39,3,3,43,51,0,0,0,58,0,0,0
LGA52590,26,12,0,5,36,0,3,4,39,18,15,70,42,7,0,0,52,0,0,0,52,5,10,64,62,11,8,3,83,7,0,11,88,3,8,102,56,6,4,3,69,0,0,0,72,7,8,84,75,11,5,3,95,0,0,3,98,0,15,112,69,14,6,0,88,4,3,8,93,4,12,111,77,19,6,0,106,4,0,4,111,11,11,130,78,3,8,0,89,0,0,4,89,17,9,113,68,19,0,0,90,0,0,0,92,29,14,135,51,12,5,0,68,4,3,7,73,59,21,150,17,9,3,0,30,0,0,0,30,72,12,114,12,5,0,0,16,0,0,0,16,61,7,86,9,4,0,0,18,0,0,0,18,85,17,111,638,125,51,15,831,25,13,35,869,357,157,1381,19,12,0,0,25,4,0,4,32,31,0,62,39,9,0,0,50,3,0,6,57,4,4,60,53,15,7,0,77,0,0,0
LGA52660,122,102,13,10,246,26,13,37,285,147,23,456,246,33,16,5,302,17,3,25,328,14,21,364,272,29,10,9,325,13,0,13,339,18,18,371,347,20,20,10,393,9,3,13,406,4,25,436,319,20,15,7,358,8,0,8,366,10,19,392,350,24,22,6,397,9,0,8,410,13,21,439,327,30,23,11,388,7,0,8,391,28,22,443,300,33,24,8,362,13,0,8,375,19,31,419,214,31,26,6,273,7,0,13,281,53,12,343,152,49,14,0,215,10,0,6,225,95,19,334,32,28,7,0,65,3,0,3,71,147,16,229,13,13,0,0,23,0,0,0,23,135,18,174,4,5,3,3,20,0,0,0,20,241,53,309,2692,411,183,81,3369,114,22,146,3513,911,283,4712,72,120,6,5,206,23,26,46,253,191,28,473,225,59,18,8,311,30,4,35,346,28,26,398,311,33,21,8,365,31,10,37
LGA52730,17,28,4,0,50,10,3,11,58,89,13,158,41,19,0,5,60,9,0,11,70,11,10,90,35,9,4,0,45,0,0,6,50,13,5,70,57,13,9,6,86,5,0,3,93,7,3,102,58,19,6,0,83,6,4,3,89,10,7,107,88,36,8,3,137,3,0,3,135,22,11,175,100,54,10,0,172,3,4,7,179,21,10,210,100,41,11,0,160,3,0,5,163,36,17,217,94,41,14,0,146,3,5,10,153,35,13,202,64,47,9,5,121,4,0,6,123,85,6,217,28,31,0,0,59,0,0,0,59,119,3,184,13,15,4,3,30,0,0,0,30,106,9,139,9,5,6,0,16,0,0,0,16,152,14,177,703,359,79,26,1166,47,20,61,1230,701,112,2036,28,50,6,0,78,3,8,8,87,113,4,206,31,18,3,4,55,4,0,4,62,4,6,70,36,10,4,0,58,3,0,3
LGA52800,40,22,3,13,79,5,4,10,89,137,31,262,92,65,6,11,179,12,6,17,194,280,47,520,133,46,7,3,189,16,0,12,200,397,59,655,123,39,8,10,181,7,0,7,187,337,31,552,114,52,6,6,181,8,0,5,191,240,41,472,97,33,4,9,138,4,4,10,148,183,37,367,102,18,5,7,136,3,0,11,145,142,35,323,109,24,8,0,146,0,0,0,150,80,30,258,77,14,9,0,102,3,0,5,105,84,21,208,59,14,5,10,81,0,0,0,84,59,25,167,18,9,3,0,30,0,0,0,30,41,16,91,3,0,0,0,8,0,0,0,8,29,5,43,5,0,0,0,4,0,0,0,5,69,14,87,986,343,67,61,1456,60,11,73,1533,2081,384,3997,27,13,0,0,42,26,0,24,71,176,35,278,70,19,3,10,101,27,10,38,141,116,28,288,129,20,5,0,157,28,7,37
LGA52870,37,26,3,3,74,3,6,10,78,80,9,167,52,11,0,0,68,4,0,8,77,9,0,87,62,7,4,3,80,3,0,3,83,14,12,112,71,10,0,3,87,0,0,0,88,8,3,100,92,23,7,0,127,7,0,8,132,11,8,148,143,12,8,7,179,0,0,0,175,8,11,199,125,13,9,0,151,0,0,0,152,24,10,182,150,23,11,3,191,8,0,6,194,20,8,227,142,39,9,0,191,3,0,3,199,48,12,257,70,47,9,4,122,0,0,5,127,79,18,221,38,22,4,0,67,0,0,0,68,115,6,190,11,10,0,3,20,0,0,0,20,85,5,112,14,5,0,0,21,0,0,0,23,105,16,143,1001,256,70,39,1361,41,10,50,1413,607,119,2140,32,24,0,3,62,8,3,12,70,88,6,174,49,10,0,7,62,11,0,13,78,10,15,101,65,17,9,0,88,8,5,17
LGA52940,0,0,0,0,3,0,0,0,3,4,0,3,12,0,0,0,11,0,0,0,11,0,4,17,15,0,0,0,18,0,0,0,18,0,0,16,19,4,0,0,23,0,0,0,25,0,0,28,15,0,0,0,13,0,0,0,16,0,0,16,21,0,0,0,23,0,0,0,26,3,0,29,15,0,0,0,12,0,0,0,12,6,0,23,10,0,0,0,12,0,0,0,12,0,0,15,21,3,0,0,21,0,0,0,21,11,0,27,18,5,0,0,19,0,0,0,22,3,0,24,7,0,0,0,7,0,0,0,13,14,0,23,0,3,0,0,5,0,0,0,8,14,0,17,3,6,0,0,11,0,0,0,11,15,0,24,152,22,3,9,185,5,0,10,192,62,14,263,7,5,0,0,13,0,0,0,12,3,0,18,9,0,0,0,9,0,0,0,9,3,0,11,8,0,0,0,11,0,0,0
LGA53010,5,0,0,0,8,0,0,0,3,3,0,15,11,0,0,0,11,0,0,0,11,0,0,10,20,0,0,0,20,0,0,0,20,0,0,20,20,0,0,0,20,0,0,0,21,0,0,24,22,0,0,0,27,0,0,0,27,0,0,23,17,5,7,0,25,0,0,0,22,0,0,22,16,0,0,0,16,0,0,0,16,4,0,15,22,0,0,0,27,0,0,3,29,0,0,35,19,0,0,0,18,0,0,0,18,4,0,23,19,0,0,0,17,0,0,0,17,0,0,20,5,0,0,0,10,0,0,0,10,9,0,19,0,6,0,0,7,0,0,0,8,17,0,17,0,0,0,0,3,0,0,0,3,12,0,16,166,22,8,0,203,4,0,8,206,54,5,264,0,0,0,0,0,0,0,0,9,3,0,10,8,0,0,0,10,0,0,0,12,0,3,12,18,0,0,0,18,0,0,0
LGA53080,3,5,0,0,7,0,0,0,8,5,0,14,22,0,0,0,23,4,0,4,26,4,9,44,24,0,5,0,30,3,0,5,31,4,11,54,32,0,4,0,42,0,0,0,42,0,19,54,24,0,0,4,34,5,0,5,38,0,10,52,34,6,3,0,45,0,0,0,47,4,13,65,20,0,0,0,28,4,0,4,30,4,7,43,34,3,6,0,43,0,0,0,43,5,7,57,24,4,0,0,31,0,0,0,32,7,8,42,9,6,4,0,15,0,0,0,17,11,9,35,11,3,0,0,11,0,0,0,13,21,5,35,3,0,0,0,4,0,0,0,4,15,7,24,0,0,0,0,0,0,0,0,0,12,0,14,253,30,22,13,319,19,3,24,338,102,102,548,0,0,0,0,4,0,0,0,4,3,0,7,5,0,0,0,8,5,0,5,6,0,0,10,17,6,0,0,24,5,0,5
LGA53150,10,69,3,3,83,0,13,9,97,111,3,207,63,52,9,0,132,5,11,11,148,33,10,190,92,19,5,4,119,0,0,5,118,17,16,151,106,16,12,0,136,9,0,12,143,10,17,166,151,11,10,5,178,0,0,0,181,11,10,201,200,20,15,7,242,0,0,0,244,15,18,281,208,22,6,3,245,10,0,10,255,13,16,287,197,32,14,0,242,3,0,3,245,15,15,274,178,32,15,0,220,4,0,4,222,37,20,275,95,41,10,0,151,7,3,9,155,61,4,229,18,34,4,0,57,0,0,0,56,69,11,131,10,15,0,0,23,0,3,3,26,74,4,98,0,9,0,0,6,0,0,0,6,178,17,200,1325,367,94,28,1825,39,28,66,1889,643,153,2690,6,61,4,0,72,5,22,28,101,103,3,207,60,76,6,0,141,6,3,13,159,34,6,195,101,36,8,0,145,6,0,4
LGA53220,78,15,5,9,103,15,0,14,114,86,52,248,438,50,31,11,529,11,3,19,549,35,207,791,725,45,44,13,831,6,0,9,835,30,292,1160,606,37,42,21,701,10,0,6,709,23,217,947,586,46,43,17,679,7,0,7,687,24,194,905,586,23,38,4,657,0,0,3,663,29,201,890,458,29,29,11,527,0,0,0,529,18,149,696,425,23,39,10,491,5,0,9,498,13,175,689,269,13,28,8,318,5,0,5,318,9,100,425,130,15,11,3,159,3,0,3,161,9,37,216,31,3,3,4,40,0,0,0,40,16,8,70,14,4,0,0,12,0,0,0,12,12,0,29,3,0,0,0,6,0,0,0,6,12,0,19,4334,301,308,108,5051,67,10,78,5129,327,1631,7084,29,20,3,0,51,8,0,9,62,84,17,159,221,27,10,4,257,21,0,24,281,32,95,407,575,37,36,10,664,14,4,16
LGA53290,132,93,12,5,245,20,14,27,278,202,38,514,185,35,10,13,244,28,3,25,272,30,25,324,227,20,11,6,273,14,3,18,289,35,36,359,241,32,17,3,294,12,0,15,306,21,27,357,310,48,11,11,388,4,4,11,399,24,35,459,354,38,24,6,428,10,6,12,437,27,38,501,372,35,34,3,444,11,0,11,456,28,34,525,325,52,17,4,394,13,0,11,405,42,40,492,215,48,29,7,307,7,6,12,314,65,19,396,161,61,27,6,245,7,3,10,258,117,26,398,62,52,11,3,133,3,4,0,135,145,23,309,22,13,4,3,47,0,0,0,46,195,28,267,15,19,0,0,36,0,0,0,36,261,37,334,2630,560,199,83,3464,122,36,162,3627,1190,408,5225,92,104,4,6,208,12,15,29,236,232,60,525,237,47,7,8,298,23,4,26,324,23,49,396,249,32,17,3,304,17,0,17
LGA53360,10,15,0,0,30,0,0,3,33,16,3,46,26,3,0,3,34,4,0,4,34,4,7,48,56,8,6,0,72,3,0,3,71,3,12,90,71,18,10,0,91,3,0,3,101,3,8,107,71,7,10,6,87,4,0,4,97,5,10,103,81,18,6,3,105,5,0,4,114,6,14,131,59,8,4,0,70,6,5,4,75,3,13,98,54,16,3,5,79,0,0,0,77,8,4,93,47,10,5,0,59,4,0,4,63,12,4,79,35,6,6,0,44,0,0,0,44,42,5,93,12,3,0,0,14,0,0,0,14,33,3,48,0,0,0,0,3,0,0,0,3,40,4,49,0,0,3,0,7,0,0,0,7,32,0,41,525,112,54,20,695,29,0,29,732,209,93,1035,19,20,3,0,37,0,0,0,36,21,5,68,36,14,0,4,51,4,0,4,60,0,9,70,54,6,4,0,66,6,0,6
LGA53430,88,139,12,10,244,15,29,46,292,268,40,605,304,226,24,14,575,32,19,52,631,118,58,807,587,132,32,16,767,22,14,39,805,109,97,1017,628,98,49,13,786,33,14,45,827,82,73,991,613,96,41,16,765,34,3,42,803,82,47,932,646,104,27,10,793,32,3,33,827,100,61,985,607,107,32,14,757,28,4,31,790,107,64,957,553,107,24,14,698,26,7,34,729,158,67,952,482,130,39,13,662,33,12,53,709,186,56,954,304,136,28,8,476,13,8,12,492,271,64,828,99,110,13,3,224,0,6,5,228,337,33,595,25,39,4,0,69,0,0,0,69,368,39,477,4,21,7,0,32,0,0,0,37,793,91,921,4948,1450,325,131,6847,276,110,387,7237,2979,799,11015,39,206,3,6,252,17,41,63,313,295,32,643,212,229,20,9,471,43,27,71,541,119,58,726,509,188,24,16,737,57,30,87
LGA53570,22,16,0,0,39,0,6,3,41,48,9,100,51,13,5,4,66,0,0,0,74,9,15,97,49,12,0,0,66,0,3,3,70,0,4,80,64,6,8,3,78,4,0,4,78,12,9,100,95,16,3,3,121,5,0,4,130,7,20,156,113,15,8,5,143,4,0,5,149,19,16,184,98,17,11,3,129,8,0,8,135,16,13,167,91,22,5,4,118,6,0,6,125,21,14,163,84,23,12,0,126,0,3,9,131,42,21,195,71,30,15,0,119,4,3,7,123,96,10,231,35,27,0,0,61,0,0,0,64,113,10,190,16,12,3,0,34,0,0,0,28,119,7,156,3,9,0,0,11,0,0,0,11,112,18,147,789,211,79,32,1106,36,14,48,1160,622,186,1963,32,15,0,0,47,8,4,14,61,66,16,137,52,17,4,3,72,6,4,12,80,7,10,97,69,22,5,3,96,3,0,3
LGA53640,7,4,0,0,15,0,0,0,15,8,0,24,26,0,4,3,30,6,0,3,36,0,9,44,37,0,0,0,37,3,0,3,35,3,0,35,28,3,3,0,31,0,0,0,38,7,0,42,36,0,0,0,41,0,0,0,40,0,0,43,26,4,0,3,28,0,0,0,35,3,3,36,33,4,0,0,42,0,0,0,43,3,7,45,36,7,0,0,47,5,0,7,50,6,4,56,41,3,0,0,46,4,0,4,45,7,4,57,26,3,0,0,32,3,3,5,37,6,3,44,15,9,0,0,20,0,0,0,20,7,5,35,4,0,0,0,5,0,0,0,5,12,0,14,3,0,0,0,8,0,0,0,8,19,0,26,317,30,7,12,373,17,3,25,395,82,29,507,7,5,0,0,13,0,0,0,12,9,3,26,29,5,0,0,31,0,0,0,35,0,0,34,32,0,0,0,36,0,0,0
LGA53710,10,0,0,0,8,0,0,0,7,5,4,22,3,0,0,0,8,0,0,0,10,4,0,12,13,4,0,0,18,0,0,0,18,0,0,17,19,0,0,0,20,0,0,0,20,0,5,25,27,5,0,0,26,0,0,0,24,0,0,33,30,3,0,0,33,0,0,0,32,3,0,36,20,0,3,3,31,0,0,0,32,3,0,36,24,7,0,0,24,0,0,3,30,8,0,37,25,4,0,0,27,0,0,0,27,7,0,38,20,6,0,0,25,0,0,0,25,13,0,36,7,3,0,0,6,0,0,0,6,10,3,28,5,9,0,0,14,0,0,0,14,11,0,23,3,0,0,0,3,0,0,0,3,31,0,39,195,37,9,5,243,6,0,10,254,102,19,367,0,4,0,0,6,0,0,0,6,11,0,15,6,3,0,0,13,0,0,0,12,0,4,16,17,0,0,0,18,0,0,0
LGA53780,738,805,79,56,1671,176,141,323,2001,1736,243,3981,1937,704,97,113,2854,195,88,279,3136,717,307,4156,2767,463,125,99,3459,165,24,189,3642,456,305,4407,2856,313,117,79,3366,95,17,113,3475,349,268,4099,2844,302,106,90,3346,104,12,119,3468,351,275,4094,2662,288,108,84,3140,93,18,114,3246,336,216,3800,2437,309,118,68,2929,89,6,93,3027,309,221,3553,2075,293,133,44,2542,77,16,99,2642,310,189,3134,1849,287,108,54,2301,76,24,97,2398,433,174,3006,1241,379,88,36,1740,38,20,57,1803,737,152,2691,354,233,33,12,640,4,9,13,651,1113,97,1865,68,87,9,6,172,0,5,9,173,1115,79,1366,15,32,0,11,59,0,0,6,55,1557,224,1841,21835,4488,1118,763,28207,1118,378,1507,29715,9526,2757,41995,372,906,43,34,1354,173,365,538,1891,1994,155,4040,1573,1044,61,93,2770,316,166,477,3250,923,215,4386,2469,662,91,93,3319,306,85,393
LGA53800,400,233,41,27,707,52,41,93,799,537,72,1404,675,116,39,22,850,70,17,86,934,155,74,1159,682,87,45,29,842,44,9,55,899,125,79,1106,675,71,39,27,814,47,8,58,866,111,67,1053,845,89,56,26,1015,43,0,49,1066,137,69,1268,909,127,52,30,1112,34,3,43,1158,121,74,1355,924,98,71,21,1117,38,13,42,1167,135,86,1380,805,117,55,18,1000,35,8,39,1042,146,68,1254,686,121,45,19,870,23,8,33,901,178,74,1150,406,115,43,14,577,22,12,32,606,329,62,1001,123,82,16,9,232,4,4,4,239,422,39,697,42,44,8,0,99,0,4,4,100,429,42,577,13,24,9,0,53,0,0,0,53,767,99,917,7197,1325,522,242,9288,410,130,540,9828,3596,914,14338,178,310,14,10,513,67,60,127,642,599,109,1348,542,139,32,10,725,108,31,141,863,181,86,1127,617,110,41,13,779,82,13,100
LGA53920,3,10,0,3,16,16,8,26,45,108,9,161,38,16,3,4,62,6,7,6,68,67,6,150,59,18,0,7,78,7,4,8,90,56,7,157,52,20,0,0,76,14,0,10,90,44,11,142,37,9,6,4,58,5,0,5,59,48,6,112,29,20,4,0,50,3,3,8,58,40,0,102,31,12,0,0,47,5,4,3,54,31,15,93,42,3,0,3,55,4,0,3,61,24,10,98,40,9,0,0,51,8,0,8,59,31,3,94,26,3,0,0,29,0,0,0,32,27,0,58,10,4,3,0,18,0,0,0,21,31,6,57,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,3,3,0,0,0,3,26,0,26,375,129,23,26,547,60,24,86,635,545,85,1262,7,4,0,0,7,10,0,14,20,66,46,131,26,5,0,8,38,12,9,21,59,52,28,136,40,7,4,4,50,10,4,17
LGA53990,194,196,15,17,420,44,26,72,487,408,46,939,366,62,14,15,458,31,7,36,493,44,25,569,423,56,30,18,520,37,5,40,562,32,59,654,510,48,37,22,610,11,0,15,623,42,54,719,572,49,24,17,656,13,8,17,675,32,58,768,656,51,29,26,770,19,0,22,792,36,54,881,641,47,20,18,724,17,0,17,737,56,44,844,635,63,33,13,747,18,3,16,764,55,48,867,464,61,40,7,579,20,0,22,600,95,41,737,250,81,27,7,368,10,6,17,384,249,38,666,65,57,10,8,137,7,3,9,143,298,31,468,23,32,3,0,63,0,0,0,63,281,23,369,14,22,0,0,38,0,0,0,38,366,47,450,4808,820,288,165,6085,219,56,275,6366,1998,565,8925,150,197,11,7,356,53,59,114,473,443,77,993,353,84,11,10,460,61,16,76,537,56,32,621,436,81,27,8,545,35,6,42
LGA54060,25,9,7,0,44,0,0,7,47,51,3,105,36,7,0,0,50,3,0,3,53,5,8,64,37,5,6,0,52,3,0,3,50,5,3,63,50,8,5,0,68,3,0,3,66,4,12,80,71,5,4,3,89,0,0,0,91,5,3,104,70,17,4,0,90,0,0,0,95,6,9,107,100,14,12,0,127,3,0,3,131,13,10,149,72,16,4,7,94,0,0,0,98,21,9,122,71,16,7,0,99,4,4,12,104,29,3,139,34,22,0,0,61,3,6,8,71,53,6,134,11,11,3,0,29,0,0,0,29,76,7,114,7,7,0,0,17,0,0,0,17,87,4,105,5,0,0,0,3,0,0,0,3,121,13,133,597,143,64,15,819,33,9,45,863,459,88,1403,18,14,0,0,36,9,0,12,43,59,10,110,25,10,0,0,39,9,4,11,51,6,0,56,19,5,0,0,31,8,0,8
LGA54130,5,3,0,0,7,0,0,0,7,12,0,17,16,6,0,0,20,0,0,0,20,0,0,22,30,0,0,0,31,4,0,4,34,5,0,36,28,0,0,3,34,0,0,0,34,0,0,36,17,3,0,0,24,0,0,0,24,0,0,24,37,5,0,0,42,0,0,0,43,0,0,46,44,8,0,4,53,0,0,5,56,0,9,59,34,4,0,0,40,0,0,0,36,4,3,45,36,8,0,0,40,0,0,0,40,5,5,52,24,9,3,0,34,0,0,0,32,0,0,44,7,0,0,0,9,0,0,0,9,18,0,26,0,0,0,0,0,0,0,0,0,12,3,13,0,0,0,0,0,0,0,0,0,11,5,15,278,41,8,6,336,7,0,7,345,72,23,442,6,4,0,0,6,0,0,0,6,11,0,21,21,0,0,0,27,0,0,0,27,3,0,32,28,0,0,0,24,4,0,4
