LGA_CODE_2021,C11_M_NatPhy_sci_15_19,C11_M_NatPhy_sci_20_24,C11_M_NatPhy_sci_25_34,C11_M_NatPhy_sci_35_44,C11_M_NatPhy_sci_45_54,C11_M_NatPhy_sci_55_64,C11_M_NatPhy_sci_65_74,C11_M_NatPhy_sci_75_84,C11_M_NatPhy_sci_85over,C11_M_NatPhy_sci_Tot,C11_M_InfTec_15_19,C11_M_InfTec_20_24,C11_M_InfTec_25_34,C11_M_InfTec_35_44,C11_M_InfTec_45_54,C11_M_InfTec_55_64,C11_M_InfTec_65_74,C11_M_InfTec_75_84,C11_M_InfTec_85over,C11_M_InfTec_Tot,C11_M_EngRT_15_19,C11_M_EngRT_20_24,C11_M_EngRT_25_34,C11_M_EngRT_35_44,C11_M_EngRT_45_54,C11_M_EngRT_55_64,C11_M_EngRT_65_74,C11_M_EngRT_75_84,C11_M_EngRT_85over,C11_M_EngRT_Tot,C11_M_ArchBuild_15_19,C11_M_ArchBuild_20_24,C11_M_ArchBuild_25_34,C11_M_ArchBuild_35_44,C11_M_ArchBuild_45_54,C11_M_ArchBuild_55_64,C11_M_ArchBuild_65_74,C11_M_ArchBuild_75_84,C11_M_ArchBuild_85over,C11_M_ArchBuild_Tot,C11_M_AgEnv_RS_15_19,C11_M_AgEnv_RS_20_24,C11_M_AgEnv_RS_25_34,C11_M_AgEnv_RS_35_44,C11_M_AgEnv_RS_45_54,C11_M_AgEnv_RS_55_64,C11_M_AgEnv_RS_65_74,C11_M_AgEnv_RS_75_84,C11_M_AgEnv_RS_85over,C11_M_AgEnv_RS_Tot,C11_M_Health_15_19,C11_M_Health_20_24,C11_M_Health_25_34,C11_M_Health_35_44,C11_M_Health_45_54,C11_M_Health_55_64,C11_M_Health_65_74,C11_M_Health_75_84,C11_M_Health_85over,C11_M_Health_Tot,C11_M_Educ_15_19,C11_M_Educ_20_24,C11_M_Educ_25_34,C11_M_Educ_35_44,C11_M_Educ_45_54,C11_M_Educ_55_64,C11_M_Educ_65_74,C11_M_Educ_75_84,C11_M_Educ_85over,C11_M_Educ_Tot,C11_M_MngtCom_15_19,C11_M_MngtCom_20_24,C11_M_MngtCom_25_34,C11_M_MngtCom_35_44,C11_M_MngtCom_45_54,C11_M_MngtCom_55_64,C11_M_MngtCom_65_74,C11_M_MngtCom_75_84,C11_M_MngtCom_85over,C11_M_MngtCom_Tot,C11_M_Soc_cult_15_19,C11_M_Soc_cult_20_24,C11_M_Soc_cult_25_34,C11_M_Soc_cult_35_44,C11_M_Soc_cult_45_54,C11_M_Soc_cult_55_64,C11_M_Soc_cult_65_74,C11_M_Soc_cult_75_84,C11_M_Soc_cult_85over,C11_M_Soc_cult_Tot,C11_M_Creative_art_15_19,C11_M_Creative_art_20_24,C11_M_Creative_art_25_34,C11_M_Creative_art_35_44,C11_M_Creative_art_45_54,C11_M_Creative_art_55_64,C11_M_Creative_art_65_74,C11_M_Creative_art_75_84,C11_M_Creative_art_85over,C11_M_Creative_art_Tot,C11_M_FoodHos_PS_15_19,C11_M_FoodHos_PS_20_24,C11_M_FoodHos_PS_25_34,C11_M_FoodHos_PS_35_44,C11_M_FoodHos_PS_45_54,C11_M_FoodHos_PS_55_64,C11_M_FoodHos_PS_65_74,C11_M_FoodHos_PS_75_84,C11_M_FoodHos_PS_85over,C11_M_FoodHos_PS_Tot,C11_M_MixFld_pr_15_19,C11_M_MixFld_pr_20_24,C11_M_MixFld_pr_25_34,C11_M_MixFld_pr_35_44,C11_M_MixFld_pr_45_54,C11_M_MixFld_pr_55_64,C11_M_MixFld_pr_65_74,C11_M_MixFld_pr_75_84,C11_M_MixFld_pr_85over,C11_M_MixFld_pr_Tot,C11_M_FldStu_ID_15_19,C11_M_FldStu_ID_20_24,C11_M_FldStu_ID_25_34,C11_M_FldStu_ID_35_44,C11_M_FldStu_ID_45_54,C11_M_FldStu_ID_55_64,C11_M_FldStu_ID_65_74,C11_M_FldStu_ID_75_84,C11_M_FldStu_ID_85over,C11_M_FldStu_ID_Tot,C11_M_FldStu_NS_15_19,C11_M_FldStu_NS_20_24,C11_M_FldStu_NS_25_34,C11_M_FldStu_NS_35_44,C11_M_FldStu_NS_45_54,C11_M_FldStu_NS_55_64,C11_M_FldStu_NS_65_74,C11_M_FldStu_NS_75_84,C11_M_FldStu_NS_85over,C11_M_FldStu_NS_Tot,C11_M_Tot_15_19,C11_M_Tot_20_24,C11_M_Tot_25_34,C11_M_Tot_35_44,C11_M_Tot_45_54,C11_M_Tot_55_64,C11_M_Tot_65_74,C11_M_Tot_75_84,C11_M_Tot_85over,C11_M_Tot_Tot,C16_M_NatPhy_sci_15_19,C16_M_NatPhy_sci_20_24,C16_M_NatPhy_sci_25_34,C16_M_NatPhy_sci_35_44,C16_M_NatPhy_sci_45_54,C16_M_NatPhy_sci_55_64,C16_M_NatPhy_sci_65_74,C16_M_NatPhy_sci_75_84,C16_M_NatPhy_sci_85over,C16_M_NatPhy_sci_Tot,C16_M_InfTec_15_19,C16_M_InfTec_20_24,C16_M_InfTec_25_34,C16_M_InfTec_35_44,C16_M_InfTec_45_54,C16_M_InfTec_55_64,C16_M_InfTec_65_74,C16_M_InfTec_75_84,C16_M_InfTec_85over,C16_M_InfTec_Tot,C16_M_EngRT_15_19,C16_M_EngRT_20_24,C16_M_EngRT_25_34,C16_M_EngRT_35_44,C16_M_EngRT_45_54,C16_M_EngRT_55_64,C16_M_EngRT_65_74,C16_M_EngRT_75_84,C16_M_EngRT_85over,C16_M_EngRT_Tot,C16_M_ArchBuild_15_19,C16_M_ArchBuild_20_24,C16_M_ArchBuild_25_34,C16_M_ArchBuild_35_44,C16_M_ArchBuild_45_54,C16_M_ArchBuild_55_64,C16_M_ArchBuild_65_74,C16_M_ArchBuild_75_84,C16_M_ArchBuild_85over,C16_M_ArchBuild_Tot,C16_M_AgEnv_RS_15_19,C16_M_AgEnv_RS_20_24,C16_M_AgEnv_RS_25_34,C16_M_AgEnv_RS_35_44,C16_M_AgEnv_RS_45_54,C16_M_AgEnv_RS_55_64,C16_M_AgEnv_RS_65_74,C16_M_AgEnv_RS_75_84,C16_M_AgEnv_RS_85over,C16_M_AgEnv_RS_Tot
LGA56090,0,7,26,73,87,79,42,10,0,323,16,20,48,57,48,24,7,0,0,230,50,177,353,622,788,712,424,124,29,3266,18,74,104,146,180,169,89,39,5,829,3,18,33,57,53,39,19,13,0,239,0,14,23,46,58,53,39,12,6,242,0,3,17,53,78,105,59,25,5,346,6,34,67,170,211,157,75,29,3,761,14,29,42,78,110,101,60,22,10,470,12,23,31,35,46,35,16,6,0,214,5,23,35,54,52,31,13,16,0,228,0,0,0,0,0,0,0,0,0,0,0,5,7,21,22,20,18,10,0,102,174,319,631,566,352,251,164,106,32,2585,299,740,1424,1983,2080,1773,1037,412,87,9843,0,17,26,53,92,77,53,21,3,346,17,19,44,54,55,33,13,0,0,238,36,195,462,585,726,719,602,196,39,3560,20,67,158,154,172,171,128,52,11,926,5,14,29,55,66,55,27,16,0,269
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,0,4,6,4,8,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,4,0,9,5,7,0,0,32,0,3,8,10,5,3,0,0,0,33,12,76,161,220,258,223,179,96,10,1235,0,23,40,63,59,66,72,31,4,353,0,7,17,22,22,17,13,3,0,103,0,0,12,5,23,14,11,0,0,73,0,4,3,13,18,18,12,8,0,73,3,3,18,17,34,42,33,10,3,163,3,9,17,9,19,18,13,10,0,100,0,0,5,4,8,6,7,0,0,26,0,0,26,19,26,15,15,9,0,111,0,0,0,0,0,0,0,0,0,3,0,0,5,6,9,11,8,4,0,39,60,34,64,80,96,123,96,75,32,651,98,165,370,477,588,562,461,249,53,3014,0,0,8,3,10,8,7,0,0,37,3,9,11,12,9,6,0,0,0,46,18,87,248,245,270,264,242,116,32,1515,5,26,60,65,75,61,78,41,3,413,6,0,20,28,33,19,29,6,6,146
LGA56300,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,5,7,17,34,20,6,0,90,0,0,3,3,0,11,6,0,0,30,0,0,6,6,8,3,0,0,0,23,0,0,0,4,0,7,4,0,0,18,0,0,0,7,3,4,5,0,0,14,0,3,4,3,5,5,0,0,0,20,0,0,0,0,0,7,7,0,0,18,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,6,13,9,5,4,0,59,13,4,30,38,55,82,50,17,0,289,0,0,0,4,3,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,5,3,13,19,22,23,14,3,103,0,0,3,4,7,7,12,3,0,36,0,0,0,3,6,4,0,3,0,19
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,14,4,3,0,5,0,33,0,0,4,0,0,0,0,0,0,9,0,3,9,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,13,0,3,10,34,0,8,25,18,14,21,7,9,10,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,11,10,4,9,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,3,0,0,0,17
LGA56460,0,0,3,5,5,5,0,0,0,11,0,0,0,0,0,0,0,0,0,8,11,38,46,55,57,56,27,11,5,304,9,8,10,21,15,22,9,9,0,94,0,5,14,22,21,15,7,0,0,89,0,0,0,7,10,5,4,0,0,29,0,0,8,16,13,10,4,0,0,54,0,3,12,18,16,5,3,3,0,70,0,0,5,14,3,10,6,0,0,36,0,0,0,0,0,0,0,0,0,5,0,0,11,8,4,9,0,0,0,28,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,17,15,23,31,23,28,25,27,6,186,41,72,129,190,174,160,92,56,14,926,0,0,0,0,4,7,0,0,0,9,0,0,7,3,3,0,0,0,0,8,9,27,57,50,56,52,36,21,5,308,0,11,14,25,8,22,11,13,0,99,5,12,24,21,25,21,12,4,0,115
LGA56580,0,22,54,49,125,96,58,29,9,445,0,6,24,19,33,12,4,0,0,113,6,70,147,192,250,220,107,60,20,1067,8,19,31,49,44,67,38,24,3,284,0,0,11,11,18,14,14,11,3,85,0,20,54,136,200,166,123,52,8,761,0,3,15,10,33,32,30,15,6,149,7,68,161,255,327,247,114,45,12,1235,0,52,81,126,129,154,79,32,12,664,7,14,30,15,20,12,7,3,5,106,0,8,10,7,12,12,5,0,0,62,5,0,0,0,0,0,0,0,0,5,0,3,8,9,13,10,13,0,0,52,55,34,60,72,70,66,55,35,31,484,85,326,690,952,1275,1107,651,313,112,5507,0,55,72,55,105,106,86,34,7,521,4,9,27,30,32,19,5,3,0,125,5,81,160,193,250,221,146,82,26,1159,4,21,50,42,50,43,37,12,9,271,0,7,8,9,22,9,15,13,4,94
LGA56620,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,6,3,0,0,23,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,7,5,0,5,0,0,0,17,0,0,5,0,0,3,0,0,0,8,0,0,3,0,5,4,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,16,5,6,0,0,0,64,9,10,37,38,30,30,7,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,9,0,0,0,19,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,6,7,8,0,3,4,0,25,0,8,7,6,5,4,0,0,0,30,8,42,92,136,143,148,80,29,3,689,4,24,30,23,47,27,24,9,0,196,0,7,17,16,21,16,8,3,0,97,0,3,5,5,14,12,10,0,0,55,0,3,9,7,11,12,9,0,0,57,8,3,24,23,36,25,15,4,0,139,0,3,12,18,11,23,3,0,0,68,0,0,7,5,3,3,6,0,0,25,4,6,12,30,16,11,5,5,0,86,0,0,0,0,0,0,0,0,0,0,0,0,5,9,7,3,7,0,0,37,53,45,47,79,93,102,64,61,21,561,85,153,276,366,415,403,235,112,31,2065,0,0,0,0,5,4,5,0,0,25,3,10,7,11,6,5,0,0,0,36,6,46,126,115,144,169,124,53,10,793,7,15,43,30,38,40,31,14,0,219,0,6,13,7,19,26,15,5,0,96
LGA56790,0,0,0,8,4,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6,0,10,13,51,60,52,42,10,0,249,0,0,10,14,16,28,14,9,0,86,0,0,4,8,14,9,4,0,0,39,0,0,5,5,4,4,0,3,0,19,0,0,0,8,4,4,4,5,0,24,0,0,0,7,6,10,5,0,0,25,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,4,0,0,0,11,0,4,5,10,3,6,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,9,3,11,16,32,24,22,12,13,150,18,28,56,127,143,147,98,45,13,671,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,5,0,13,26,33,53,84,60,15,0,288,0,9,8,9,13,24,17,7,0,87,0,0,9,4,6,7,8,0,0,44
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,8,0,3,7,9,11,5,0,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
LGA56930,0,0,3,0,5,9,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,5,7,8,18,16,3,0,5,51,0,0,3,3,3,4,0,0,3,19,0,0,0,0,0,0,6,0,0,7,0,0,4,5,8,11,7,12,3,47,0,0,0,0,3,0,0,0,0,3,0,0,9,16,34,21,10,7,0,101,0,8,0,10,21,12,8,0,4,55,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,3,3,7,10,9,7,0,64,16,25,37,42,100,83,55,34,15,396,0,3,0,0,3,3,3,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,10,4,10,16,8,4,5,50,0,0,4,0,4,4,0,6,0,21,0,0,0,0,0,0,0,0,0,7
LGA57000,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,7,34,23,18,15,9,0,0,102,0,0,16,9,4,6,3,0,0,40,0,0,8,7,6,3,0,0,0,18,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,6,3,9,3,0,0,0,15,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,15,12,12,5,3,0,69,0,10,90,69,55,36,15,9,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,35,19,16,12,0,0,0,102,0,0,6,0,0,0,0,0,0,14,0,0,0,3,4,3,0,0,0,11
LGA57080,0,60,176,68,53,44,21,5,4,419,0,28,221,60,30,8,5,0,0,355,5,162,719,289,249,230,102,25,8,1786,4,66,147,64,35,57,23,15,0,411,0,5,38,17,11,6,10,0,0,89,0,17,129,66,43,35,33,21,0,352,0,3,24,23,16,25,19,3,0,119,10,142,541,236,158,122,51,16,4,1279,5,37,212,119,88,101,53,7,5,633,3,24,73,30,4,7,7,4,0,152,6,26,94,33,17,19,5,0,0,205,3,8,0,0,0,0,0,0,0,13,0,3,22,12,9,4,0,0,0,50,71,219,656,275,191,180,106,47,20,1761,105,801,3054,1287,910,843,429,162,46,7631,5,93,246,95,51,49,33,12,3,577,0,33,206,118,36,19,3,4,0,415,7,211,907,386,232,204,135,41,13,2132,0,30,174,62,44,50,28,17,4,412,0,11,43,21,11,10,13,9,0,121
LGA57140,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,11,10,9,5,6,3,47,0,0,0,0,6,3,0,3,0,25,0,3,0,0,6,5,4,0,0,21,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,3,6,3,13,9,4,5,0,42,5,7,21,31,37,30,20,16,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,7,17,17,0,0,59,0,0,4,0,6,7,0,0,0,28,0,4,5,3,4,0,0,0,0,20
LGA57210,0,0,4,7,3,12,3,0,0,22,4,0,0,0,0,0,0,0,0,14,8,16,41,38,51,59,44,9,4,262,9,0,13,16,24,18,19,3,5,107,4,9,13,22,19,21,21,12,0,121,0,0,0,0,8,9,5,0,5,30,0,0,0,3,7,13,4,0,0,39,0,0,10,8,14,22,7,3,0,64,0,3,3,7,12,7,9,5,0,44,3,0,0,4,0,0,0,0,0,16,0,0,6,6,9,6,5,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,12,15,24,41,53,32,41,22,14,5,251,37,60,135,158,198,210,141,45,21,1010,0,0,3,3,3,3,5,0,0,22,0,4,5,0,0,0,0,0,0,13,8,15,37,47,54,67,48,17,5,294,5,7,16,19,17,20,18,9,0,106,4,13,19,25,25,28,17,16,3,141
LGA57280,0,3,15,13,6,10,0,0,0,48,0,5,20,10,3,0,0,0,0,34,20,169,619,447,379,190,19,5,0,1853,5,42,119,66,63,39,12,0,0,356,0,10,26,16,11,6,0,0,0,72,0,6,16,51,26,12,0,0,0,121,0,0,15,20,14,11,0,0,0,65,0,16,78,82,49,42,4,0,0,276,0,5,15,25,24,8,6,0,0,85,0,4,14,8,8,0,0,0,0,30,3,14,39,32,21,8,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,5,12,13,12,8,0,4,0,53,120,193,429,387,355,203,52,14,6,1751,150,466,1413,1177,977,544,94,23,8,4855,0,0,9,8,10,8,0,0,0,39,0,7,10,15,4,0,0,0,0,37,11,95,634,504,373,193,31,0,6,1848,12,15,128,58,64,43,6,4,0,327,0,4,19,15,9,14,0,0,0,59
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,12,9,3,9,0,49,0,3,0,7,0,3,3,0,0,21,0,0,5,3,9,8,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,11,4,0,0,36,4,7,13,25,39,39,21,14,3,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,16,8,10,3,0,57,0,0,3,0,8,9,0,3,0,17,0,0,4,3,5,9,4,0,0,18
LGA57420,0,0,7,7,3,0,0,5,0,15,0,0,0,3,0,0,0,0,0,5,0,15,47,61,59,35,9,0,0,239,0,3,3,4,10,8,0,0,0,31,0,5,11,12,11,11,8,0,0,53,0,0,0,0,6,0,0,0,0,9,0,0,0,5,3,3,0,0,0,10,0,0,7,3,5,3,0,0,0,21,0,0,0,4,3,4,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,6,17,15,9,12,16,5,0,97,10,31,98,122,110,82,38,10,0,507,0,0,0,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,6,29,30,29,37,14,9,0,149,0,0,13,3,3,9,6,0,0,27,0,5,10,0,5,7,16,0,0,44
LGA57490,6,28,70,112,67,56,16,16,7,368,39,91,198,126,71,25,5,0,0,554,149,702,1762,2236,2193,1351,817,350,75,9633,78,257,481,556,519,325,297,136,25,2680,9,34,104,96,76,53,33,14,4,413,9,29,116,165,167,101,39,13,0,645,4,12,91,119,153,123,75,24,0,598,28,128,317,440,398,229,106,44,12,1707,45,117,194,226,169,123,61,24,7,960,25,43,80,60,41,37,18,7,0,316,27,82,221,211,162,104,59,18,4,890,4,3,4,8,6,4,0,0,4,23,5,22,54,77,66,41,26,11,0,293,388,379,623,737,656,474,378,332,150,4117,825,1917,4310,5166,4731,3040,1924,1001,286,23209,7,43,99,120,109,77,34,15,0,508,30,108,247,219,121,47,17,0,0,795,146,739,2395,2401,2546,1804,1135,524,126,11825,80,277,767,652,666,404,313,198,47,3399,7,38,128,145,96,74,66,13,11,572
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,5,0,0,7,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,14,23,14,10,13,0,0,78,9,12,26,23,7,0,0,0,0,77,27,135,242,373,399,255,137,35,3,1609,17,55,99,97,98,70,36,17,4,494,8,7,27,31,24,22,11,8,0,135,0,4,13,24,25,20,11,0,0,99,0,4,14,17,19,25,11,3,0,99,0,21,44,65,60,47,21,8,0,263,3,7,14,25,31,25,11,6,0,121,8,8,15,5,0,9,6,0,0,46,4,11,23,33,29,15,7,4,0,122,0,0,0,0,0,0,0,0,0,0,0,0,8,12,9,4,0,0,0,41,53,56,129,173,137,121,55,40,17,772,124,320,664,902,856,633,332,110,23,3964,0,0,19,28,29,14,10,3,0,110,4,22,67,32,10,5,0,0,0,140,34,214,628,501,544,368,218,69,12,2593,8,87,178,123,115,91,69,12,5,690,0,12,28,26,38,31,16,10,0,171
LGA57770,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,3,16,21,20,14,14,0,0,93,0,0,3,7,3,6,5,6,0,28,0,0,5,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,13,0,0,3,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,5,3,8,11,3,0,33,6,3,36,44,39,50,28,11,6,226,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,4,16,18,24,22,18,4,0,106,0,0,3,0,4,9,3,0,0,23,0,0,6,4,6,0,0,0,0,19
LGA57840,3,61,151,148,145,117,50,23,3,695,10,40,190,116,59,36,8,0,0,458,13,246,700,506,566,514,219,85,42,2889,8,99,191,114,127,132,70,30,24,783,0,19,59,45,39,32,23,10,6,233,0,38,200,136,116,80,60,31,7,665,0,18,58,40,78,110,57,23,3,392,26,207,594,501,432,400,160,49,24,2401,5,72,205,164,148,162,61,20,3,842,11,61,117,39,24,24,13,4,4,291,4,36,83,39,36,33,12,4,0,249,0,3,4,0,0,0,0,0,0,13,0,7,23,24,22,15,9,0,4,109,117,177,319,217,201,217,132,124,78,1582,205,1085,2890,2089,1988,1868,874,402,207,11606,0,58,164,148,137,129,88,27,10,764,3,37,139,147,72,51,22,0,0,478,12,228,771,587,506,529,332,145,51,3156,8,70,252,127,125,124,101,34,13,851,0,18,38,25,42,34,29,16,3,210
LGA57910,3,109,547,513,442,307,154,57,21,2142,25,192,914,578,265,109,26,0,0,2111,66,818,3035,2636,2460,1988,1267,756,195,13225,61,500,1116,804,820,646,464,279,63,4755,4,50,224,186,142,98,58,31,7,798,9,138,549,540,421,288,169,83,34,2222,9,45,252,324,392,409,233,119,22,1805,41,543,2326,2037,1430,1053,618,236,87,8372,28,233,847,720,601,481,231,111,27,3278,27,251,551,317,178,123,45,24,3,1523,23,200,551,386,272,147,96,40,13,1715,4,10,12,7,8,8,7,3,3,74,3,37,120,120,92,71,49,23,10,524,549,843,1873,1263,1053,887,715,686,321,8191,852,3956,12929,10431,8568,6610,4143,2439,807,50744,4,153,578,537,449,320,227,83,22,2380,22,138,872,743,376,169,58,4,0,2381,73,811,3752,2895,2448,2151,1481,942,274,14831,43,373,1785,1018,804,718,467,361,88,5653,4,37,239,211,161,138,71,34,6,897
LGA57980,0,17,109,77,75,62,38,15,0,400,0,9,55,35,28,9,5,0,0,142,5,51,196,180,145,153,87,39,18,860,4,19,64,40,59,49,43,5,5,287,0,0,23,13,13,8,11,7,0,83,0,18,102,77,83,61,53,6,3,406,0,0,17,14,29,45,28,9,3,154,0,35,202,195,167,131,75,30,5,844,3,22,135,98,97,108,54,17,7,528,0,26,40,23,30,21,5,4,0,151,0,8,24,18,17,12,5,0,4,83,0,0,0,0,0,0,0,0,0,4,0,9,10,3,10,12,0,0,0,44,33,31,125,88,77,87,60,46,27,568,44,241,1118,858,831,745,458,182,63,4549,0,26,86,60,80,68,51,23,7,397,3,4,44,47,33,16,8,0,0,166,0,58,218,217,148,130,116,59,20,971,3,16,73,32,52,47,40,25,7,290,0,9,16,7,11,10,8,13,0,78
