LGA_CODE_2021,C11_CF_1F1NW_800_1249,C11_CF_1F1NW_1250_1999,C11_CF_1F1NW_2000_2499,C11_CF_1F1NW_2500_2999,C11_CF_1F1NW_3000_3999,C11_CF_1F1NW_4000more,C11_CF_1F1NW_Ns,C11_CF_1F1NW_Tot,C11_CF_1P1NW_Neg_ni_inc,C11_CF_1P1NW_1_149,C11_CF_1P1NW_150_399,C11_CF_1P1NW_400_649,C11_CF_1P1NW_650_799,C11_CF_1P1NW_800_1249,C11_CF_1P1NW_1250_1999,C11_CF_1P1NW_2000_2499,C11_CF_1P1NW_2500_2999,C11_CF_1P1NW_3000_3999,C11_CF_1P1NW_4000more,C11_CF_1P1NW_Ns,C11_CF_1P1NW_Tot,C11_CF_1A1NW_Neg_ni_inc,C11_CF_1A1NW_1_149,C11_CF_1A1NW_150_399,C11_CF_1A1NW_400_649,C11_CF_1A1NW_650_799,C11_CF_1A1NW_800_1249,C11_CF_1A1NW_1250_1999,C11_CF_1A1NW_2000_2499,C11_CF_1A1NW_2500_2999,C11_CF_1A1NW_3000_3999,C11_CF_1A1NW_4000more,C11_CF_1A1NW_Ns,C11_CF_1A1NW_Tot,C11_CF_BA_Neg_ni_inc,C11_CF_BA_1_149,C11_CF_BA_150_399,C11_CF_BA_400_649,C11_CF_BA_650_799,C11_CF_BA_800_1249,C11_CF_BA_1250_1999,C11_CF_BA_2000_2499,C11_CF_BA_2500_2999,C11_CF_BA_3000_3999,C11_CF_BA_4000more,C11_CF_BA_Ns,C11_fc_BA_Tot,C11_CF_BNW_Neg_ni_inc,C11_CF_BNW_1_149,C11_CF_BNW_150_399,C11_CF_BNW_400_649,C11_CF_BNW_650_799,C11_CF_BNW_800_1249,C11_CF_BNW_1250_1999,C11_CF_BNW_2000_2499,C11_CF_BNW_2500_2999,C11_CF_BNW_3000_3999,C11_CF_BNW_4000more,C11_CF_BNW_Ns,C11_CF_BNW_Tot,C11_CF_LFns_Neg_ni_inc,C11_CF_LFns_1_149,C11_CF_LFns_150_399,C11_CF_LFns_400_649,C11_CF_LFns_650_799,C11_CF_LFns_800_1249,C11_CF_LFns_1250_1999,C11_CF_LFns_2000_2499,C11_CF_LFns_2500_2999,C11_CF_LFns_3000_3999,C11_CF_LFns_4000more,C11_CF_LFns_Ns,C11_CF_LFns_Tot,C11_CF_Tot_Neg_ni_inc,C11_CF_Tot_1_149,C11_CF_Tot_150_399,C11_CF_Tot_400_649,C11_CF_Tot_650_799,C11_CF_Tot_800_1249,C11_CF_Tot_1250_1999,C11_CF_Tot_2000_2499,C11_CF_Tot_2500_2999,C11_CF_Tot_3000_3999,C11_CF_Tot_4000more,C11_CF_TotFI_Ns,C11_CF_Tot_Tot,C11_1PF_F_Neg_ni_inc,C11_1PF_F_1_149,C11_1PF_F_150_399,C11_1PF_F_400_649,C11_1PF_F_650_799,C11_1PF_F_800_1249,C11_1PF_F_1250_1999,C11_1PF_F_2000_2499,C11_1PF_F_2500_2999,C11_1PF_F_3000_3999,C11_1PF_F_4000more,C11_1PF_F_Ns,C11_1PF_F_Tot,C11_1PF_P_Neg_ni_inc,C11_1PF_P_1_149,C11_1PF_P_150_399,C11_1PF_P_400_649,C11_1PF_P_650_799,C11_1PF_P_800_1249,C11_1PF_P_1250_1999,C11_1PF_P_2000_2499,C11_1PF_P_2500_2999,C11_1PF_P_3000_3999,C11_1PF_P_4000more,C11_1PF_P_Ns,C11_1PF_P_Tot,C11_1PF_A_Neg_ni_inc,C11_1PF_A_1_149,C11_1PF_A_150_399,C11_1PF_A_400_649,C11_1PF_A_650_799,C11_1PF_A_800_1249,C11_1PF_A_1250_1999,C11_1PF_A_2000_2499,C11_1PF_A_2500_2999,C11_1PF_A_3000_3999,C11_1PF_A_4000more,C11_1PF_A_Ns,C11_1PF_A_Tot,C11_1PF_U_Neg_ni_inc,C11_1PF_U_1_149,C11_1PF_U_150_399,C11_1PF_U_400_649,C11_1PF_U_650_799,C11_1PF_U_800_1249,C11_1PF_U_1250_1999,C11_1PF_U_2000_2499,C11_1PF_U_2500_2999,C11_1PF_U_3000_3999,C11_1PF_U_4000more,C11_1PF_U_Ns,C11_1PF_U_Tot,C11_1PF_N_lf_Fi_Neg_ni_inc,C11_1PF_N_lf_Fi_1_149,C11_1PF_N_lf_Fi_150_399,C11_1PF_N_lf_Fi_400_649,C11_1PF_N_lf_Fi_650_799,C11_1PF_N_lf_Fi_800_1249,C11_1PF_N_lf_Fi_1250_1999,C11_1PF_N_lf_Fi_2000_2499,C11_1PF_N_lf_Fi_2500_2999,C11_1PF_N_lf_Fi_3000_3999,C11_1PF_N_lf_Fi_4000more,C11_1PF_N_lf_Fi_Ns,C11_1PF_N_lf_Tot,C11_1PF_LFns_Neg_ni_inc,C11_1PF_LFns_1_149,C11_1PF_LFns_150_399,C11_1PF_LFns_400_649,C11_1PF_LFns_650_799,C11_1PF_LFns_800_1249,C11_1PF_LFns_1250_1999,C11_1PF_LFns_2000_2499,C11_1PF_LFns_2500_2999,C11_1PF_LFns_3000_3999,C11_1PF_LFns_4000more,C11_1PF_LFns_Ns,C11_1PF_LF_NS_Tot,C11_1PF_TotFI_Neg_ni_inc,C11_1PF_TotFI_1_149,C11_1PF_TotFI_150_399,C11_1PF_TotFI_400_649,C11_1PF_TotFI_650_799,C11_1PF_TotFI_800_1249,C11_1PF_TotFI_1250_1999,C11_1PF_TotFI_2000_2499,C11_1PF_TotFI_2500_2999,C11_1PF_TotFI_3000_3999,C11_1PF_TotFI_4000more,C11_1PF_TotFI_Ns,C11_1PF_TotFI_Tot,C11_TotFI_Neg_ni_inc,C11_TotFI_1_149,C11_TotFI_150_399,C11_TotFI_400_649,C11_TotFI_650_799,C11_TotFI_800_1249,C11_TotFI_1250_1999,C11_TotFI_2000_2499,C11_TotFI_2500_2999,C11_TotFI_3000_3999,C11_TotFI_4000more,C11_TotFI_Ns,C11_Tot_Tot,C16_CFNC_BF_Neg_ni_inc,C16_CFNC_BF_1_149,C16_CFNC_BF_150_399,C16_CFNC_BF_400_649,C16_CFNC_BF_650_799,C16_CFNC_BF_800_1249,C16_CFNC_BF_1250_1999,C16_CFNC_BF_2000_2499,C16_CFNC_BF_2500_2999,C16_CFNC_BF_3000_3999
LGA52450,11,10,0,3,4,0,3,37,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,7,5,23,29,12,11,9,3,36,142,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,9,6,0,0,0,0,5,32,3,0,8,47,27,54,75,20,17,15,9,56,341,0,0,0,0,0,0,7,7,4,3
LGA52520,5,10,4,5,3,0,11,44,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,6,11,19,34,10,7,15,10,39,158,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,28,4,4,9,24,26,48,71,29,16,22,13,63,330,3,0,0,0,0,3,8,14,11,0
LGA52590,8,25,0,6,4,0,3,55,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,40,40,3,0,3,7,5,30,80,36,28,19,5,72,294,0,0,0,0,3,3,9,0,0,0,0,5,22,0,0,0,11,3,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,10,3,3,0,0,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,3,21,9,15,14,0,0,0,0,10,78,23,5,29,99,47,131,172,67,55,37,5,137,811,0,0,0,3,5,6,24,15,9,16
LGA52660,61,138,40,121,15,8,29,406,0,0,0,3,4,15,12,0,4,0,0,0,44,0,0,0,0,0,4,5,3,16,0,0,5,36,0,0,0,0,0,0,11,5,0,4,0,6,33,0,0,0,3,6,8,15,5,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,167,170,3,0,9,14,18,151,409,226,253,173,38,302,1591,0,0,0,9,15,41,46,11,16,5,0,25,173,0,0,7,27,24,28,15,4,0,0,0,14,112,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,0,8,6,0,0,0,0,0,0,0,17,0,4,24,38,15,13,17,3,4,0,0,13,125,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,33,84,59,86,75,21,15,5,0,58,447,12,7,74,312,169,439,731,430,364,304,76,491,3418,3,0,0,0,0,3,54,76,66,65
LGA52730,19,23,5,12,5,0,4,76,0,0,0,6,10,17,4,0,0,0,0,5,37,0,0,0,0,3,5,3,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,4,7,0,0,3,7,6,6,5,4,0,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,69,69,0,0,9,16,22,87,134,47,33,25,13,92,486,0,0,0,0,11,29,4,0,0,0,0,0,45,0,0,5,19,20,16,4,0,0,0,0,5,71,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,12,27,15,10,3,0,0,0,0,9,76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,49,40,49,17,0,0,0,0,17,212,18,11,59,190,130,319,264,97,69,51,19,191,1431,0,0,0,4,0,5,12,20,16,14
LGA52800,24,14,6,6,3,0,0,70,0,0,8,19,6,17,7,0,0,0,0,0,63,0,0,0,0,0,6,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,13,0,0,12,29,19,12,13,0,0,0,0,3,95,0,0,0,0,0,3,0,0,0,0,0,54,58,0,0,28,73,50,92,86,39,28,46,10,97,551,0,0,8,12,6,18,12,5,0,4,0,6,79,0,0,14,5,11,9,7,3,0,0,0,3,54,0,0,3,0,0,0,4,0,0,0,0,4,15,0,0,3,4,0,5,0,0,0,0,0,0,15,4,12,65,49,17,24,20,5,0,0,0,19,217,0,0,0,0,0,0,0,0,0,0,0,11,15,3,11,97,69,36,52,45,16,8,0,0,44,382,6,12,148,182,108,184,188,103,78,97,19,204,1326,0,0,0,0,0,5,21,38,29,35
LGA52870,23,45,4,16,3,0,7,118,0,0,0,4,3,15,10,0,0,4,0,3,37,0,0,0,3,0,0,5,0,5,0,0,0,18,0,0,0,0,0,0,5,6,0,0,0,3,13,0,0,0,11,3,12,6,0,0,0,0,3,34,0,0,0,0,0,0,3,0,0,0,0,64,66,0,0,3,22,20,77,166,56,64,52,12,119,591,0,0,0,0,7,14,10,3,3,0,0,0,47,0,0,3,15,7,9,0,0,0,0,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,15,24,5,13,4,0,0,0,0,6,68,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,16,43,20,40,16,6,0,0,0,9,168,17,9,47,199,119,244,312,123,110,96,24,220,1511,0,6,0,0,0,10,22,16,20,28
LGA52940,10,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,3,11,17,12,3,4,3,3,16,74,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,16,0,0,8,26,19,35,40,14,3,7,7,22,196,0,0,0,0,0,0,6,4,5,0
LGA53010,3,5,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,6,10,4,16,11,4,3,3,0,17,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,12,7,0,8,22,16,36,30,13,3,8,0,21,171,0,0,0,3,0,10,5,4,0,6
LGA53080,4,4,0,14,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,3,5,0,4,15,8,19,11,3,13,74,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,10,10,3,12,0,0,0,0,0,12,52,0,0,18,25,10,29,40,20,27,17,4,42,220,0,0,0,0,0,3,4,3,0,3
LGA53150,9,23,8,72,22,12,8,162,0,0,0,3,0,3,0,0,0,6,0,11,27,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,4,8,0,4,0,0,0,0,9,0,3,4,3,7,31,0,0,0,0,0,0,0,0,0,0,0,70,70,5,4,0,5,4,34,88,74,170,202,150,144,882,0,0,0,0,4,10,22,3,12,4,0,15,67,0,0,4,11,12,11,11,9,3,0,0,11,66,0,0,0,3,0,6,0,0,0,0,0,4,12,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,4,7,3,13,11,0,0,7,0,10,55,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,16,23,18,31,45,12,18,10,0,34,210,12,10,31,79,65,165,241,149,253,317,213,250,1789,0,0,0,0,0,0,13,12,24,45
LGA53220,3,18,13,96,17,10,10,174,0,0,0,4,5,4,8,0,5,0,0,5,29,0,0,0,0,0,0,4,0,10,0,0,0,16,0,0,0,0,0,0,0,0,4,3,5,3,17,0,0,9,12,7,6,10,0,6,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,95,100,7,0,16,30,16,25,67,47,181,154,91,149,778,0,0,0,0,6,10,15,0,12,10,3,9,51,0,0,7,3,5,0,3,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,5,3,4,20,12,10,7,0,0,0,4,0,6,72,0,0,0,0,0,0,0,0,0,0,0,15,15,4,4,24,23,19,19,18,4,14,11,3,26,170,12,6,46,61,38,56,115,103,247,290,154,236,1363,0,0,0,0,0,0,12,24,31,58
LGA53290,77,112,11,33,10,8,19,292,0,0,0,4,5,19,14,0,6,0,0,6,47,0,0,5,0,0,6,7,0,5,0,0,0,27,0,0,0,0,0,0,6,4,0,6,0,4,22,0,0,7,18,11,6,15,0,0,0,0,5,67,0,0,0,0,0,0,0,0,0,0,0,148,158,19,0,25,44,48,202,406,185,142,129,40,277,1519,0,0,0,11,19,31,34,7,6,5,0,19,142,0,0,16,49,26,17,5,3,0,0,0,11,131,0,0,0,0,0,0,3,0,4,0,0,5,23,0,0,3,9,4,0,3,0,0,0,0,0,24,5,0,32,48,32,17,7,6,0,0,0,27,172,0,0,0,0,0,0,0,0,0,0,0,6,10,7,12,57,115,81,76,58,12,10,4,0,73,500,40,9,121,345,236,514,766,367,221,230,67,539,3456,0,3,0,4,0,16,60,66,67,69
LGA53360,6,10,0,14,4,0,3,41,0,0,0,0,4,5,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38,38,4,0,0,7,3,22,55,27,39,29,9,58,245,0,0,0,0,4,9,10,0,5,0,0,0,20,0,0,0,0,5,4,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,7,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,10,6,10,4,5,0,0,3,62,5,0,14,42,31,74,133,78,65,62,14,92,605,0,0,0,0,0,0,16,12,16,11
LGA53430,42,104,33,188,49,19,20,467,0,0,7,10,16,19,22,11,5,5,7,12,115,0,0,0,0,4,4,9,0,8,0,4,3,30,0,0,0,0,0,0,11,3,7,8,3,8,31,3,4,3,22,19,44,36,12,4,3,5,22,185,0,0,0,0,0,0,3,0,0,0,0,233,234,8,5,13,44,49,180,389,289,417,441,219,416,2468,0,0,8,6,18,55,99,29,39,19,0,48,317,0,9,12,55,59,74,54,8,12,0,0,33,314,0,0,3,8,3,11,3,0,0,0,0,0,32,5,0,14,9,7,3,8,0,0,0,0,7,49,17,3,88,81,44,74,40,21,12,11,0,59,434,0,0,0,0,0,0,0,0,0,0,0,9,13,16,14,121,160,132,214,204,56,61,25,0,154,1168,52,32,218,563,358,760,1010,640,748,863,443,925,6609,0,0,0,0,4,0,57,122,113,209
LGA53570,23,47,6,16,6,0,14,120,0,0,3,3,0,4,6,5,0,0,0,0,24,0,0,0,0,0,3,0,0,4,0,0,3,7,0,0,0,0,0,3,4,0,0,0,0,0,5,0,0,0,4,3,4,3,4,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,62,64,0,0,13,12,12,58,133,43,43,29,3,115,469,0,0,0,0,5,9,7,0,6,5,0,3,27,0,0,0,9,4,3,0,0,0,0,0,5,28,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,7,15,9,7,4,0,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,27,21,16,12,0,8,5,0,19,117,14,7,63,178,112,197,255,91,71,47,18,228,1288,0,0,0,0,0,4,20,18,17,11
LGA53640,10,15,0,0,0,3,5,36,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,7,6,5,28,35,12,10,11,5,31,149,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,4,4,0,0,0,0,7,32,14,4,13,33,19,57,71,36,14,14,15,47,326,0,0,0,0,0,6,8,8,3,3
LGA53710,8,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,4,8,5,15,27,5,14,3,0,19,108,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,0,0,0,0,0,0,6,27,0,6,16,43,18,44,60,15,15,11,0,43,270,0,0,0,0,0,0,4,9,0,6
LGA53780,695,1148,235,575,133,42,189,3266,5,11,20,68,59,145,153,36,39,14,4,73,619,0,3,7,10,16,53,74,16,38,11,3,42,279,0,0,0,0,0,10,43,36,20,27,9,42,190,29,10,69,152,99,208,197,67,39,25,8,138,1038,0,0,0,5,0,10,13,0,0,0,0,1145,1178,69,40,132,318,369,1592,3436,1907,1652,1406,503,2181,13605,6,0,12,43,117,377,419,150,81,67,11,157,1444,0,12,86,226,179,249,147,31,18,7,6,85,1051,4,0,8,28,19,36,34,10,9,3,0,17,161,17,12,64,65,27,23,6,5,4,0,0,28,254,53,40,276,348,215,301,173,30,21,10,3,217,1691,6,6,6,6,0,4,4,0,0,0,0,58,86,84,64,459,714,554,987,782,228,129,95,25,568,4688,277,131,822,2353,1675,4045,6162,3376,2435,2165,699,3713,27846,5,0,0,3,8,40,378,610,414,386
LGA53800,150,275,51,138,47,16,62,782,0,0,5,20,15,44,32,6,8,7,0,23,156,0,0,3,0,7,24,32,5,25,9,0,7,115,0,0,0,0,0,6,9,10,4,10,7,3,44,8,7,13,42,19,55,46,10,5,7,0,42,248,0,0,0,0,0,0,3,0,0,0,0,552,567,21,5,27,81,94,442,956,533,486,403,190,918,4161,0,4,3,27,40,125,137,27,36,14,0,54,470,0,3,40,86,73,92,39,7,4,0,0,53,391,0,0,4,11,8,13,9,0,8,0,0,13,62,0,5,33,31,8,10,5,0,0,0,0,17,111,16,18,121,150,82,74,25,13,13,0,0,92,594,0,0,4,5,0,0,0,0,0,0,0,39,49,20,30,206,308,204,316,218,40,54,20,0,263,1690,94,39,338,941,561,1307,1913,1000,818,673,272,1693,9650,3,3,0,0,8,20,160,174,172,168
LGA53920,7,4,0,0,0,0,0,20,0,0,4,7,0,9,0,0,0,0,0,5,33,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,41,17,26,17,0,0,0,0,7,137,0,0,0,0,0,0,0,0,0,0,0,11,16,4,4,23,71,26,60,31,6,7,11,4,21,265,0,0,0,0,4,9,9,0,0,0,0,5,32,0,0,9,9,7,8,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,0,0,0,9,3,3,10,0,0,6,0,0,0,0,0,0,21,5,0,52,19,13,26,3,0,0,0,0,4,134,0,0,0,0,0,0,0,0,0,0,0,5,5,7,7,70,30,24,47,11,0,0,4,0,16,226,22,10,99,122,67,123,64,34,22,27,10,49,638,0,0,0,0,0,0,3,8,11,8
LGA53990,90,252,27,178,36,14,57,692,0,0,0,3,8,21,25,6,14,4,0,10,93,0,0,0,0,0,9,26,9,18,3,0,3,73,0,0,0,0,0,3,3,3,9,3,4,13,40,3,0,3,17,17,30,21,4,8,5,0,23,137,0,0,0,0,0,3,0,0,0,0,0,294,302,14,3,11,41,49,248,717,384,477,394,116,554,3009,0,0,3,3,24,50,71,8,17,9,3,30,225,0,3,24,52,47,47,20,7,0,0,0,22,228,0,0,0,4,5,7,5,0,0,0,0,5,24,0,0,11,13,4,9,3,0,0,0,0,3,41,11,5,51,76,37,47,19,4,4,6,0,33,289,0,0,0,0,0,0,0,0,0,0,0,12,12,16,12,94,146,111,160,120,21,20,9,6,105,822,47,18,179,560,354,779,1302,665,692,652,180,941,6366,3,0,0,5,0,11,85,106,81,116
LGA54060,22,36,3,5,4,5,10,84,0,0,0,4,4,3,3,0,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,8,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,53,54,3,0,0,12,9,51,111,27,37,31,14,93,391,0,0,0,0,0,10,8,0,0,0,0,0,18,0,0,3,10,12,4,0,0,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,12,6,0,5,9,9,3,0,0,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,24,13,17,9,0,0,0,0,16,103,14,5,25,129,62,144,198,50,58,58,28,201,983,0,0,0,3,0,8,13,8,8,6
LGA54130,8,4,0,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,3,0,4,8,8,21,33,12,4,5,3,33,135,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,18,8,0,11,25,18,46,60,23,13,6,7,57,267,0,0,0,0,3,3,7,9,3,13
LGA54170,434,1211,273,1573,392,167,330,4500,0,0,16,47,50,140,189,64,84,48,19,83,736,0,0,6,5,7,25,70,23,74,27,19,48,304,3,0,0,0,3,13,40,32,36,51,31,43,241,16,3,35,61,55,150,189,70,41,32,21,111,790,0,0,0,0,0,8,10,4,3,0,5,2010,2048,69,26,87,167,222,1215,3991,2845,3862,3959,1941,3834,22212,10,9,12,32,74,390,647,224,254,86,26,300,2059,8,22,94,234,259,383,235,62,38,25,6,157,1521,0,0,17,16,21,33,38,25,14,6,3,28,201,8,4,43,54,20,32,15,0,5,3,0,14,195,54,25,199,264,148,266,177,41,22,13,4,153,1367,0,0,0,0,4,6,0,0,0,0,0,32,37,70,61,359,608,520,1116,1107,357,331,135,45,685,5386,290,107,753,2309,1791,4699,7985,5080,5606,5687,2563,6004,42883,0,0,4,0,3,44,309,635,657,858
LGA54200,208,464,75,376,101,51,110,1429,0,0,8,17,13,44,66,32,22,15,9,28,250,0,0,0,0,0,22,38,9,23,5,0,24,131,0,0,0,0,0,3,12,17,11,13,8,18,80,10,0,4,24,24,72,64,26,9,9,6,39,301,0,0,0,0,0,0,7,3,0,0,0,666,684,19,17,26,53,93,551,1443,920,1025,955,466,1234,6810,4,0,3,17,48,196,249,91,77,36,7,100,827,0,0,33,80,88,118,63,10,11,4,0,39,458,0,0,5,5,6,16,12,3,8,4,0,4,72,5,0,23,22,4,8,3,0,0,0,0,7,85,12,17,99,134,69,98,70,13,15,6,0,73,615,0,0,0,0,0,6,0,0,0,0,0,24,26,21,23,165,259,222,435,393,127,105,58,16,257,2089,103,49,345,1060,784,1974,2919,1763,1635,1523,655,2096,14921,0,0,0,0,6,28,165,289,262,281
