LGA_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
LGA52310,75,136,34,48,17,10,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,81,139,34,48,17,10,334,83,133,32,30,17,10,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,37,30,8,0,0,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,41,39,10,0,0,7,102,31,22,3,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA52450,110,190,60,58,30,9,455,4,4,0,0,0,0,9,0,0,0,0,0,0,0,4,4,0,0,0,0,13,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,125,193,69,61,30,8,479,108,151,70,60,32,15,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,10,3,0,0,0,0,13,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
LGA52520,126,159,72,51,43,18,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,132,164,72,51,43,18,470,117,163,66,56,39,19,457,8,4,0,0,0,0,16,0,0,0,0,0,0,0,8,4,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0
LGA52590,259,455,136,123,53,28,1053,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,9,15,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,15,0,4,0,0,0,19,15,6,0,0,0,0,30,5,3,5,0,0,0,19,4,0,0,0,0,0,3,29,17,5,0,0,0,53,0,0,0,0,0,0,3,300,473,145,127,60,28,1135,299,511,130,142,46,18,1145,11,5,0,0,0,0,22,0,0,0,0,0,0,5,13,13,6,4,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,9,0,0,0,0,24,9,5,0,0,0,0,21,0,0,0,0
LGA52660,617,1433,689,768,317,133,3955,93,105,8,0,0,0,205,0,0,0,0,0,0,4,90,105,9,3,0,0,212,11,9,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,9,6,0,0,0,28,50,23,5,5,0,0,84,0,5,0,0,0,0,3,0,5,0,0,0,0,5,55,33,5,5,0,0,91,0,0,0,0,0,0,0,772,1585,706,775,317,134,4289,773,1659,766,823,325,148,4495,111,90,24,13,3,0,243,0,0,0,0,0,0,4,115,93,24,13,3,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,23,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
LGA52730,490,803,246,245,84,31,1903,59,20,6,3,0,0,88,0,4,0,0,0,0,3,59,18,6,4,0,0,95,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,4,5,7,0,0,0,0,10,15,7,6,0,0,0,26,0,0,3,3,0,0,3,4,0,0,0,0,0,9,14,12,3,0,0,0,37,0,0,0,0,0,0,0,565,843,256,249,84,31,2039,531,876,282,263,89,34,2071,56,18,8,0,0,0,83,0,0,0,0,0,0,0,59,18,8,0,0,0,84,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,6,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0
LGA52800,274,337,180,208,164,246,1421,23,9,5,4,0,0,44,3,3,4,0,0,0,6,28,14,8,4,0,0,51,23,26,0,5,4,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,23,26,0,5,4,0,60,50,42,3,5,0,0,101,4,3,0,0,0,0,7,0,4,0,0,0,0,6,56,49,3,6,0,0,114,5,9,0,0,0,0,16,397,429,204,221,166,247,1660,296,411,253,249,155,252,1624,100,57,21,9,6,0,194,4,3,0,0,0,0,9,104,57,21,9,10,4,205,33,29,3,4,5,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,33,29,3,4,5,5,84,32,24,0,3,0,0,63,21,7,0,0,0,4,37,3,5,7,0
LGA52870,393,817,251,277,112,58,1910,4,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,7,22,7,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,22,7,0,0,0,0,36,3,0,0,0,0,0,7,3,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,4,0,0,17,0,0,0,0,0,0,0,432,830,253,283,112,58,1968,462,883,239,280,116,56,2032,37,13,5,0,0,0,58,0,0,0,0,0,0,0,37,15,5,0,0,0,56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,14,0,0,0,0
LGA52940,74,116,34,18,17,12,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,120,34,18,21,12,283,76,96,30,23,23,4,259,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA53010,74,104,27,22,21,6,250,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,5,0,0,0,0,4,0,0,0,0,0,0,0,80,106,27,25,17,6,255,86,98,32,26,13,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,113,114,42,31,12,7,325,3,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,17,0,0,0,0,0,0,0,0,3,0,3,0,0,3,8,12,0,3,0,0,21,0,0,0,0,0,0,4,125,124,46,36,13,13,352,117,88,26,18,9,9,266,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,0,0,0,0,0,12,5,0,0,0,0,0,5,0,0,0,0
LGA53150,345,595,294,409,182,29,1857,72,75,23,8,4,0,185,91,106,31,15,4,0,239,163,178,56,24,4,5,424,34,28,8,4,0,0,74,102,27,7,5,0,0,140,49,45,11,0,0,0,108,..,..,..,..,..,..,..,0,0,0,0,0,0,0,182,104,28,9,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,0,0,0,0,0,694,878,377,437,193,33,2612,281,554,323,451,170,36,1810,77,83,24,7,3,4,205,98,145,50,27,5,0,322,177,224,74,37,6,4,526,42,20,3,3,0,0,62,96,31,3,0,0,0,129,75,80,12,0,0,0,166,..,..,..,..,..,..,..,0,0,0,0,0,0,0,208,129,19,3,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0
LGA53220,228,353,234,305,159,171,1452,39,24,8,0,0,0,75,0,0,0,0,0,0,0,39,24,8,0,0,0,75,46,41,4,0,0,0,92,0,3,0,0,0,0,0,5,4,0,0,0,0,7,..,..,..,..,..,..,..,8,4,4,0,0,0,13,56,47,6,9,0,0,114,6,14,0,4,0,0,32,0,0,0,0,0,0,8,4,0,0,0,0,0,6,13,13,4,4,0,6,35,7,10,0,0,0,0,14,344,455,249,312,164,170,1695,269,381,212,270,156,141,1428,25,16,0,0,5,6,51,9,0,0,0,0,0,12,38,16,4,0,5,6,63,11,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,3,3,0,0,0,21,23,11,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,4
LGA53290,827,1479,620,653,314,139,4033,142,38,9,7,5,0,202,36,59,26,22,8,0,152,174,102,30,29,8,5,353,112,54,10,10,0,0,187,0,0,0,0,0,0,0,17,9,0,0,0,0,20,..,..,..,..,..,..,..,0,0,0,0,0,0,5,127,66,10,12,7,0,213,47,28,12,4,0,0,87,6,4,0,0,0,0,15,5,6,4,0,0,0,15,63,34,18,7,0,0,123,4,4,0,0,0,0,7,1188,1686,681,704,332,144,4731,947,1572,637,646,300,142,4239,237,86,16,12,4,0,362,11,11,4,5,0,0,29,243,94,23,20,4,4,388,33,22,5,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,33,24,5,4,0,0,69,17,10,0,0,0,0,34,3,3,3,0,0,0,12,4,0,0,0
LGA53360,123,266,105,107,33,14,649,23,21,7,0,0,0,46,0,0,0,0,0,0,4,21,20,7,6,0,0,51,38,15,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,15,0,0,0,0,52,32,44,5,7,0,0,84,0,5,0,0,0,0,9,7,7,0,4,0,0,23,41,53,3,3,3,5,112,0,3,0,3,0,0,3,224,355,117,122,39,19,875,171,291,131,144,55,19,808,27,16,4,3,0,0,44,0,0,0,0,0,0,0,27,18,4,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,25,3,4,0,0,72,9,8,0,5,0,0,17,0,0,0,0
LGA53430,1670,2560,1203,1061,400,140,7029,651,443,162,67,11,9,1351,351,403,143,69,16,4,988,1011,845,302,133,29,11,2335,363,170,43,15,3,0,593,273,188,33,8,0,0,495,241,123,25,10,0,0,397,..,..,..,..,..,..,..,0,4,0,0,0,0,3,877,483,95,29,5,0,1487,71,54,4,3,0,0,125,0,0,0,0,0,0,0,16,10,9,3,6,0,39,88,63,8,9,6,0,167,0,3,0,0,0,0,5,3645,3950,1614,1224,431,154,11028,1612,2509,1298,1151,403,111,7085,695,472,172,91,14,6,1457,519,573,194,105,23,9,1420,1214,1048,362,197,37,15,2876,201,90,21,4,0,3,328,258,164,30,16,3,0,471,272,218,46,12,0,0,556,..,..,..,..,..,..,..,5,3,0,0,0,0,3,740,484,94,31,6,3,1356,46,39,5,0,0,0,94,0,0,0,0,0,0,3,9,4,8,0
LGA53570,349,706,184,209,95,53,1602,6,10,0,0,0,0,13,0,4,4,0,0,0,11,8,9,4,0,0,0,20,20,13,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,20,13,0,0,0,0,38,3,11,3,0,0,0,16,5,0,0,4,0,0,14,0,3,0,0,0,0,3,7,20,3,4,0,0,32,0,0,3,0,0,0,3,387,749,197,218,95,53,1699,432,731,210,218,109,62,1767,16,15,6,0,0,0,39,0,3,0,0,0,0,5,13,15,7,0,0,0,45,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,7,3,0,0,0,0,5,6,7,0,0,0,0,12,0,3,0,0,0,0,12,0,3,0,0
LGA53640,128,158,46,63,39,18,453,5,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,140,164,50,60,39,18,473,107,154,59,46,32,13,407,3,4,0,0,0,0,12,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,108,153,47,43,22,11,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,111,153,47,43,22,11,392,104,140,52,38,21,13,365,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA53780,5585,10484,6133,6257,2718,1652,32821,793,562,175,85,30,12,1664,18,27,15,9,8,3,82,812,594,196,91,33,22,1742,695,388,129,82,23,12,1331,18,9,5,5,0,0,39,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,5,0,0,0,10,723,397,139,82,20,12,1378,84,25,0,0,0,0,111,0,0,0,0,0,0,0,13,16,5,12,0,0,39,87,37,9,11,0,0,149,9,9,0,0,0,0,16,7220,11515,6475,6437,2778,1679,36100,5830,10155,6457,6610,3197,2070,34319,1493,1087,518,336,134,67,3642,88,95,56,39,13,3,294,1581,1184,579,374,146,70,3933,139,137,48,29,12,9,369,46,27,21,6,0,3,98,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,190,164,65,39,12,8,470,80,22,3,5,0,0,110,0,0,0,3,0,0,3,15,26,14,9
LGA53800,2299,4058,1899,1890,865,475,11484,355,201,56,40,9,6,658,15,18,9,7,0,0,56,372,220,63,41,12,9,718,472,206,53,16,7,0,757,19,5,4,0,0,0,33,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,4,497,214,57,20,7,0,799,138,91,16,4,3,0,250,4,4,0,0,0,0,9,3,9,0,0,0,0,19,144,101,17,6,7,0,269,5,3,0,0,0,0,9,3318,4598,2033,1955,890,486,13280,2391,4287,1896,1889,828,405,11692,670,312,75,49,18,5,1121,98,110,46,33,20,0,302,763,419,119,79,39,9,1425,142,68,13,12,3,0,234,10,3,0,0,0,0,15,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,154,68,13,16,3,0,251,114,54,0,0,0,0,171,10,14,3,4,0,0,28,14,25,19,15
LGA53920,104,120,70,66,56,184,593,14,5,4,0,0,0,22,3,7,0,0,0,0,6,14,7,4,0,0,0,34,5,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,5,4,0,0,0,0,5,24,17,8,3,4,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,18,8,3,9,0,67,18,10,5,0,0,3,31,165,155,89,63,61,187,732,116,108,66,77,46,114,531,40,21,17,0,7,5,86,7,4,0,0,0,0,18,43,29,18,8,7,5,100,11,6,9,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,11,4,9,4,0,0,21,15,4,0,0,0,0,17,11,0,3,0,0,0,16,4,0,3,0
LGA53990,1195,2707,1274,1395,619,242,7436,77,68,8,3,0,3,170,5,0,0,0,0,0,13,81,72,15,5,0,3,177,83,40,20,16,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,83,42,21,16,6,0,167,75,47,5,0,0,0,122,6,0,0,0,0,0,3,0,3,0,0,0,0,4,78,50,6,0,0,0,140,3,9,0,0,0,0,9,1442,2880,1311,1421,625,247,7931,1473,3008,1370,1590,679,309,8420,178,122,28,18,7,4,348,0,0,0,4,0,0,8,178,121,27,26,7,4,356,28,14,4,0,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,28,14,4,0,3,0,50,53,16,6,4,0,0,80,3,0,0,0,0,0,3,3,0,0,0
