LGA_CODE_2021,Age_74_C21_P,Age_70_74_C11_M,Age_70_74_C11_F,Age_70_74_C11_P,Age_70_74_C16_M,Age_70_74_C16_F,Age_70_74_C16_P,Age_70_74_C21_M,Age_70_74_C21_F,Age_70_74_C21_P,Age_75_C11_M,Age_75_C11_F,Age_75_C11_P,Age_75_C16_M,Age_75_C16_F,Age_75_C16_P,Age_75_C21_M,Age_75_C21_F,Age_75_C21_P,Age_76_C11_M,Age_76_C11_F,Age_76_C11_P,Age_76_C16_M,Age_76_C16_F,Age_76_C16_P,Age_76_C21_M,Age_76_C21_F,Age_76_C21_P,Age_77_C11_M,Age_77_C11_F,Age_77_C11_P,Age_77_C16_M,Age_77_C16_F,Age_77_C16_P,Age_77_C21_M,Age_77_C21_F,Age_77_C21_P,Age_78_C11_M,Age_78_C11_F,Age_78_C11_P,Age_78_C16_M,Age_78_C16_F,Age_78_C16_P,Age_78_C21_M,Age_78_C21_F,Age_78_C21_P,Age_79_C11_M,Age_79_C11_F,Age_79_C11_P,Age_79_C16_M,Age_79_C16_F,Age_79_C16_P,Age_79_C21_M,Age_79_C21_F,Age_79_C21_P,Age_75_79_C11_M,Age_75_79_C11_F,Age_75_79_C11_P,Age_75_79_C16_M,Age_75_79_C16_F,Age_75_79_C16_P,Age_75_79_C21_M,Age_75_79_C21_F,Age_75_79_C21_P,Age_80_84_C11_M,Age_80_84_C11_F,Age_80_84_C11_P,Age_80_84_C16_M,Age_80_84_C16_F,Age_80_84_C16_P,Age_80_84_C21_M,Age_80_84_C21_F,Age_80_84_C21_P,Age_85over_C11_M,Age_85over_C11_F,Age_85over_C11_P,Age_85over_C16_M,Age_85over_C16_F,Age_85over_C16_P,Age_85over_C21_M,Age_85over_C21_F,Age_85over_C21_P,Tot_C11_M,Tot_C11_F,Tot_C11_P,Tot_C16_M,Tot_C16_F,Tot_C16_P,Tot_C21_M,Tot_C21_F,Tot_C21_P
LGA54200,630,885,1006,1892,1122,1189,2313,1496,1627,3126,148,177,325,178,188,361,214,236,449,116,176,296,176,202,376,219,223,436,144,156,296,150,189,339,187,229,415,129,126,257,141,182,321,199,198,401,135,136,274,155,157,316,210,181,395,673,774,1448,793,925,1718,1023,1070,2099,400,464,863,559,653,1214,657,832,1493,287,483,770,366,559,921,539,750,1292,26533,27035,53566,28458,28990,57451,29108,29654,58762
LGA54280,136,225,209,436,286,214,494,410,325,734,41,24,63,44,42,89,50,35,84,28,32,59,35,51,88,53,32,84,30,27,57,24,37,59,47,41,90,23,32,48,30,34,62,32,27,66,16,33,53,19,22,37,38,41,86,129,147,277,160,185,342,228,175,408,72,102,170,91,124,215,125,143,268,44,114,162,50,102,149,60,138,202,16284,14817,31107,15672,14378,30053,15441,13864,29306
LGA54310,42,73,34,107,71,54,117,108,87,190,8,5,16,9,10,15,15,9,18,5,4,10,15,0,19,6,6,13,3,5,7,5,5,9,8,13,18,4,0,10,4,5,10,6,8,14,0,3,3,7,3,10,7,4,13,25,22,46,31,24,55,44,39,78,12,6,19,9,13,27,29,22,56,3,11,15,15,8,17,7,8,12,13748,9148,22903,11939,9533,21472,12032,10166,22199
LGA54340,37,74,80,153,92,83,168,85,91,175,13,10,23,15,15,29,16,17,31,15,15,31,10,15,20,23,6,29,7,12,17,18,22,41,7,9,24,10,3,13,13,15,22,13,20,28,9,14,27,12,11,24,8,11,17,46,62,105,70,75,144,68,63,133,32,42,81,36,55,96,44,54,101,21,40,62,32,67,94,32,64,100,2083,2101,4182,2126,2030,4150,2085,1970,4057
LGA54410,11,37,27,60,33,35,72,43,38,81,4,3,12,3,5,12,3,5,8,3,5,7,8,7,14,6,12,16,6,7,14,5,4,10,8,8,10,4,3,10,8,6,16,3,6,10,6,3,10,4,4,13,10,8,18,27,28,52,29,31,60,30,31,67,11,16,30,23,30,52,19,23,45,14,25,31,17,30,51,12,34,46,597,584,1178,614,614,1224,584,554,1138
LGA54480,5,10,4,10,9,7,17,10,9,16,0,0,0,5,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,6,8,3,14,8,4,8,3,0,4,0,0,0,8,0,7,0,0,0,4,0,4,0,0,0,278,237,514,316,248,563,275,219,491
LGA54550,15,48,41,83,42,54,90,55,38,97,10,13,19,5,9,13,13,10,18,7,8,18,6,10,18,11,10,19,5,5,14,14,6,21,4,6,7,4,11,12,11,6,18,10,10,15,4,5,10,5,0,9,7,14,24,29,39,68,39,32,71,43,45,87,26,35,58,21,28,50,34,28,64,15,22,36,19,37,58,20,32,54,982,998,1981,1003,979,1981,981,921,1901
LGA54620,8,18,19,40,21,15,34,33,16,42,6,4,3,3,3,7,3,0,10,5,0,5,0,4,4,3,5,4,4,0,0,5,3,4,0,0,4,3,3,5,5,3,8,0,0,0,0,0,3,6,6,4,5,0,5,13,8,23,18,16,34,14,11,25,3,3,6,13,5,17,11,13,25,7,5,8,5,9,12,11,11,18,599,446,1043,476,396,875,457,388,847
LGA54690,10,14,4,21,16,11,22,14,12,27,0,0,0,0,5,4,0,0,0,4,0,3,0,3,3,0,0,5,0,0,3,0,3,3,0,0,0,0,0,6,0,0,0,8,0,3,0,0,0,0,0,5,3,0,5,7,8,16,8,5,17,9,6,17,3,5,11,6,7,12,10,0,11,4,0,3,5,7,9,0,7,6,237,198,438,219,194,415,201,159,361
LGA54760,14,22,13,28,16,11,30,21,20,46,3,0,4,3,0,7,5,4,8,0,0,3,0,5,5,0,3,3,0,0,5,0,0,0,5,0,5,4,4,6,4,4,8,0,6,6,0,0,0,3,0,3,3,0,6,6,11,18,17,5,23,12,12,26,10,8,16,8,9,19,13,9,17,7,9,11,7,7,13,9,4,11,435,396,826,400,369,764,398,373,769
LGA54830,216,366,357,729,458,445,910,574,586,1165,65,59,124,77,72,147,80,71,154,47,64,108,69,64,134,73,102,177,59,52,113,70,68,133,79,98,179,46,41,85,43,83,127,67,71,136,41,50,87,64,55,117,76,64,139,259,264,520,320,342,660,380,403,788,149,172,325,214,226,434,248,281,523,86,173,253,121,203,325,179,236,416,14875,14354,29227,19971,18943,38921,23482,22379,45867
LGA54900,8,18,21,42,20,19,40,26,26,56,0,4,6,4,3,11,10,3,9,3,5,6,0,4,7,0,4,0,4,0,9,3,9,13,3,5,11,0,0,7,4,4,3,5,8,10,0,0,0,3,0,5,0,0,5,13,12,24,15,22,38,16,13,32,12,13,26,6,9,15,15,14,34,7,0,12,3,11,11,3,10,13,726,637,1358,666,600,1266,680,582,1265
LGA54970,0,16,11,24,3,9,11,8,7,14,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,3,0,3,4,0,4,7,0,3,4,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,7,12,8,0,18,5,4,6,0,4,4,5,0,4,0,6,9,0,0,0,0,4,4,0,0,5,849,379,1231,788,365,1156,916,419,1333
LGA55040,0,12,8,17,11,10,17,15,12,33,0,0,0,0,0,3,0,4,7,0,0,0,0,0,0,0,4,4,0,0,0,5,0,5,3,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,4,0,7,8,6,17,6,3,9,3,0,6,3,6,6,6,4,10,4,3,7,4,0,3,1673,835,2510,884,528,1406,979,606,1588
LGA55110,1427,1869,1808,3680,2241,2378,4614,3052,3220,6274,290,320,603,421,409,826,469,522,993,259,345,605,377,404,782,478,534,1009,281,270,550,351,376,728,466,485,950,245,255,500,362,347,706,428,439,867,242,256,497,285,348,634,397,426,822,1311,1438,2754,1798,1876,3669,2233,2404,4635,936,1116,2049,1086,1326,2409,1564,1656,3215,598,948,1553,881,1245,2123,1108,1605,2707,34090,35815,69909,39187,41619,80808,43372,46934,90306
LGA55180,95,190,169,363,254,229,479,277,254,535,32,18,52,42,33,77,54,47,100,28,26,57,46,41,86,50,44,94,26,35,56,37,32,61,37,35,74,30,27,60,28,31,58,41,25,63,21,25,46,23,19,45,37,31,67,138,129,264,176,156,331,221,185,400,94,93,194,111,134,239,125,129,250,55,100,156,80,119,198,98,122,221,4642,4546,9182,4664,4592,9253,4574,4522,9093
LGA55250,5,14,6,21,21,11,32,17,11,27,3,0,3,0,0,0,3,5,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,5,8,0,0,0,4,0,4,4,0,6,9,4,7,5,0,6,16,14,27,3,7,8,0,0,0,0,0,0,3,5,3,3,3,6,0,0,0,824,552,1380,629,434,1066,717,485,1200
LGA55320,1102,1459,1749,3211,1924,1987,3908,2598,2915,5509,280,359,639,296,374,669,445,419,864,276,322,599,249,341,589,432,403,835,234,307,543,296,378,673,383,439,823,212,322,536,276,353,629,320,371,694,266,316,585,236,289,526,317,376,698,1270,1630,2902,1347,1732,3083,1909,2010,3920,1040,1536,2585,1056,1519,2582,1172,1582,2757,837,1707,2539,1118,2106,3221,1248,2089,3336,46059,49643,95700,47299,50779,98076,49641,53880,103523
LGA55390,0,3,0,5,6,4,5,11,3,11,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,4,7,3,0,9,6,0,6,5,0,3,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,207,180,386,310,177,490,394,128,524
LGA55460,30,44,53,99,78,52,130,96,81,175,17,11,22,10,8,19,14,3,18,14,3,15,10,8,23,16,4,20,6,9,13,3,12,22,13,5,18,10,3,14,8,12,12,4,8,10,4,3,8,3,10,15,9,7,19,42,37,75,37,51,82,52,37,86,37,35,68,30,30,63,32,44,74,13,22,41,30,37,68,31,40,65,1742,1544,3286,1762,1585,3353,1603,1517,3119
LGA55530,6,5,11,16,7,12,20,13,7,19,0,0,0,0,0,0,0,4,4,0,0,5,0,0,0,0,4,4,6,0,6,0,0,0,6,5,8,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,10,0,7,3,6,13,4,7,9,14,11,23,7,9,13,4,5,10,0,5,7,0,0,0,5,0,5,8,3,9,259,223,477,255,203,459,230,185,407
LGA55600,20,42,27,74,50,64,114,67,60,126,6,5,12,16,6,29,4,10,18,10,5,12,8,9,12,7,15,21,5,3,5,4,5,10,12,13,27,4,8,16,4,7,14,3,4,8,8,0,12,5,5,7,16,7,25,24,25,51,32,35,65,44,54,97,18,17,39,27,21,50,33,22,47,14,28,46,24,27,47,17,40,57,1245,1229,2478,1262,1170,2433,1153,1133,2292
LGA55670,4,8,16,21,14,17,27,20,19,37,3,0,7,4,0,0,0,5,9,7,4,11,5,5,5,0,0,0,3,0,4,0,0,0,6,0,10,3,3,5,0,0,5,0,3,6,5,0,7,0,0,5,0,0,7,18,10,28,9,9,19,6,18,28,3,7,14,12,10,29,5,10,12,5,9,17,10,3,16,12,8,18,470,418,892,396,350,746,333,327,660
LGA55740,96,136,147,288,221,218,441,236,252,487,25,27,47,25,45,69,43,44,86,21,32,52,25,20,43,43,28,69,18,24,41,40,30,69,44,51,92,15,25,42,11,25,45,41,23,61,15,23,33,15,19,39,30,37,68,94,125,220,118,140,257,189,188,374,73,98,171,85,111,192,97,123,223,62,160,222,68,110,177,82,126,211,3940,4656,8595,4058,4692,8755,4355,4818,9169
LGA55810,6,12,3,19,19,8,24,22,10,31,0,0,0,0,0,0,4,3,6,0,0,4,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,8,3,0,4,3,3,9,13,5,22,0,3,4,3,0,0,0,4,5,0,0,5,0,0,0,0,0,9,371,277,643,265,222,482,363,290,653
LGA55880,10,6,9,15,12,4,16,7,10,16,0,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,0,4,4,0,0,5,0,0,0,0,0,0,0,0,3,4,0,5,0,0,3,3,0,3,0,0,0,4,4,4,7,5,15,11,5,12,6,6,10,0,5,5,6,3,9,0,0,0,3,0,11,4,12,16,263,222,485,287,243,526,244,219,459
LGA55950,3,11,15,28,14,12,24,19,21,32,0,0,3,3,3,6,4,0,5,0,0,5,0,0,3,4,3,6,4,0,0,5,0,3,0,0,3,4,0,4,5,3,6,0,3,3,4,3,5,0,0,0,3,4,7,8,4,17,13,13,19,9,8,17,11,3,17,10,9,13,14,14,27,0,5,0,4,4,10,6,3,11,255,231,490,293,261,553,313,265,579
LGA56090,456,582,606,1187,848,821,1666,1062,1112,2170,94,81,172,132,125,259,190,184,368,98,97,192,133,100,233,170,164,340,97,84,188,99,118,221,161,144,306,73,78,153,99,89,186,124,138,262,50,71,119,75,94,168,118,134,254,409,412,821,540,525,1062,761,764,1526,273,307,584,312,352,664,426,480,903,169,306,472,250,352,602,318,457,775,18767,17764,36533,19901,18256,38159,20336,18832,39166
LGA56160,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,51,117,87,68,153,49,50,101
LGA56230,237,394,360,759,487,439,926,648,595,1247,87,69,162,69,73,146,118,80,200,73,57,127,72,53,126,102,79,179,55,41,87,70,86,156,74,84,160,39,31,73,69,76,148,72,83,150,33,27,58,68,57,131,88,78,162,293,222,509,356,347,704,449,399,849,177,159,341,230,205,440,283,304,583,92,93,180,153,150,300,204,203,409,7174,6975,14150,8364,8335,16696,8975,9090,18068
LGA56300,30,32,24,53,65,52,108,86,73,163,5,0,5,9,7,15,11,7,21,0,9,5,7,4,16,8,13,24,0,0,3,10,3,14,13,11,23,3,4,10,3,0,11,17,7,21,4,5,10,0,0,6,6,11,16,15,16,31,32,23,51,61,49,107,11,10,22,10,11,25,24,24,45,6,9,15,10,13,13,15,14,30,675,582,1260,692,636,1329,790,751,1538
LGA56370,3,13,15,31,31,30,57,25,12,40,0,6,6,0,0,8,4,6,8,5,4,9,0,4,6,4,9,11,0,4,4,6,0,0,6,4,4,5,11,9,4,3,5,4,3,6,4,3,8,0,0,0,6,5,13,13,20,36,15,13,26,21,19,40,16,15,28,15,17,32,7,17,32,12,19,29,11,15,27,17,27,41,415,395,809,409,398,810,415,371,787
LGA56460,46,76,83,159,116,103,221,143,126,265,23,14,39,21,22,36,30,26,58,10,20,25,16,16,32,22,10,33,13,13,29,10,18,27,12,17,31,10,21,28,9,22,38,16,20,39,9,14,27,16,15,33,17,19,40,59,80,142,76,91,162,104,96,196,44,64,111,59,66,127,53,75,129,38,76,115,51,83,132,59,100,159,2511,2583,5099,2521,2643,5158,2350,2427,4779
LGA56580,255,351,334,686,446,449,895,604,663,1265,63,58,121,72,78,145,99,112,213,46,45,91,62,49,116,94,89,190,42,49,90,53,58,111,93,92,191,60,68,125,45,80,125,77,102,182,43,55,100,64,54,117,66,85,151,244,274,522,293,323,621,432,484,917,183,254,436,200,258,453,287,295,581,168,388,556,185,377,562,257,397,650,9961,10471,20432,10398,10663,21061,10920,11211,22132
LGA56620,6,3,8,17,13,12,20,10,8,22,0,0,0,0,4,4,0,0,0,0,3,3,0,9,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,3,12,19,4,6,8,3,3,8,0,0,3,5,8,7,0,4,3,4,0,4,0,0,3,701,737,1442,781,823,1606,656,697,1358
LGA56730,144,190,180,374,243,265,504,340,326,670,42,34,73,39,41,84,61,47,109,34,31,64,34,35,68,47,43,95,25,19,47,21,30,52,35,52,86,35,28,60,37,27,62,38,35,72,26,24,53,37,27,62,37,43,80,162,134,293,167,161,332,221,222,443,97,124,227,110,110,227,126,139,262,62,113,182,71,126,200,91,147,237,5203,5357,10559,5725,5387,11115,5744,5619,11358
LGA56790,38,93,73,162,134,93,226,158,119,275,15,7,21,30,6,36,18,21,38,10,15,25,12,14,26,16,16,34,7,12,16,15,11,26,20,20,41,10,11,19,8,12,21,24,9,35,11,16,27,5,12,18,24,21,39,57,60,112,72,59,133,106,83,185,36,32,71,37,40,74,58,35,95,25,21,44,27,30,60,37,50,86,1632,1554,3193,1728,1591,3322,1708,1522,3227
LGA56860,3,4,5,3,6,4,10,13,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,3,0,9,9,3,11,4,5,4,9,3,7,0,5,9,0,4,4,7,0,7,5,0,4,130,103,234,135,117,251,136,120,255
LGA56930,15,29,26,54,34,37,74,36,40,68,8,7,18,5,6,17,11,9,21,10,4,6,0,5,10,8,12,24,3,3,9,5,8,8,6,8,8,3,7,13,3,3,7,4,5,10,4,4,5,8,7,9,7,5,14,29,25,52,29,32,55,36,35,73,16,20,33,20,17,39,18,22,39,20,25,41,15,29,42,23,26,41,689,840,1530,691,945,1637,684,912,1597
LGA57000,3,4,5,13,15,0,17,4,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,6,3,0,3,0,0,0,3,0,7,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,3,11,4,4,9,10,3,20,5,4,8,0,0,4,3,0,7,0,5,5,3,5,5,4,3,11,610,293,904,395,218,616,390,239,629
LGA57080,152,235,205,440,355,287,645,443,425,863,38,31,71,43,48,92,75,56,135,33,22,50,69,39,111,59,56,111,40,28,67,58,34,91,62,52,115,25,20,44,37,34,68,48,34,87,18,21,38,38,42,74,54,50,103,155,116,268,240,202,435,307,248,554,83,101,185,118,109,231,184,164,349,72,122,197,83,115,197,123,151,268,10664,8981,19645,13126,11900,25027,14996,13471,28463
LGA57140,11,33,34,63,45,40,78,40,35,73,9,0,8,6,8,16,4,9,15,7,0,11,9,4,11,10,4,15,7,5,7,6,8,12,4,6,11,3,6,3,5,8,10,10,0,8,5,5,12,8,7,12,3,5,8,23,19,42,32,31,62,32,28,60,13,13,23,16,18,34,24,26,49,9,22,27,10,10,27,10,13,23,593,569,1163,577,568,1150,534,502,1037
LGA57210,79,115,95,214,137,128,263,191,183,370,20,14,36,37,18,54,29,27,54,17,11,26,21,23,43,31,18,46,16,12,27,18,14,31,21,13,37,7,15,18,16,10,26,18,15,37,6,8,14,21,20,38,16,24,36,65,59,123,113,84,196,110,102,210,44,59,100,47,54,104,80,60,142,38,49,84,33,64,95,49,61,117,2496,2385,4880,2614,2465,5078,2775,2610,5388
LGA57280,22,64,49,105,66,45,108,82,74,158,8,5,14,7,8,18,9,5,14,0,0,6,9,8,20,9,3,12,0,3,3,7,4,14,4,6,8,7,0,8,0,6,12,5,4,6,0,0,6,7,0,7,3,6,6,22,21,40,36,32,66,33,27,57,17,16,34,17,18,35,32,21,54,14,15,24,18,17,33,13,16,33,8570,6470,15040,7728,6744,14465,8229,7449,15684
LGA57350,23,32,25,61,37,37,72,48,41,89,3,0,12,9,4,17,5,8,11,0,3,3,3,9,11,6,7,14,6,4,13,3,4,8,0,4,8,0,6,11,8,5,17,6,5,8,0,5,7,3,0,5,8,4,14,21,29,46,27,25,55,27,23,50,12,18,28,14,23,33,17,16,36,9,20,28,8,23,31,16,23,39,505,535,1044,506,517,1020,459,504,961
LGA57420,20,35,36,68,74,52,126,54,45,103,6,3,15,3,6,14,9,9,20,0,0,3,0,9,9,11,9,20,7,7,12,4,5,13,11,5,14,7,9,16,7,10,18,7,6,14,9,0,9,5,0,9,10,11,22,37,22,54,27,29,58,43,40,84,7,12,23,22,16,37,15,25,44,4,5,9,10,6,20,11,18,32,1178,951,2127,939,794,1732,1095,987,2085
LGA57490,1070,1445,1550,2999,1897,2017,3914,2425,2648,5071,241,289,533,310,363,669,405,444,846,228,247,470,291,323,617,367,428,800,186,249,433,274,304,580,389,408,805,222,209,426,250,240,490,314,349,658,162,218,381,247,286,525,338,306,643,1037,1205,2245,1367,1527,2888,1814,1939,3754,768,970,1735,896,1074,1966,1128,1329,2460,490,734,1226,684,1025,1716,853,1225,2083,51856,52251,104105,62027,63081,125112,67085,68591,135678
LGA57630,0,4,0,11,12,0,7,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,12,0,12,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,56,49,105,53,33,89,70,37,109
LGA57700,209,223,212,434,343,282,623,513,450,967,15,22,35,50,59,113,81,65,149,30,28,54,45,40,91,73,72,149,20,30,48,51,49,106,55,58,112,20,23,46,31,33,68,51,43,91,23,20,50,38,27,63,49,35,87,115,123,234,218,212,432,314,267,580,93,85,177,105,111,217,183,186,370,55,76,126,89,99,191,113,138,249,9019,8727,17747,13609,13221,26831,16069,16102,32173
LGA57770,14,19,10,31,40,16,54,32,39,71,0,6,10,6,4,11,6,0,6,0,3,4,0,0,0,0,6,10,4,0,3,6,0,6,7,6,8,0,0,0,0,0,3,4,0,6,0,5,3,6,0,4,6,4,11,13,12,20,17,7,21,21,15,40,14,8,27,4,5,12,12,12,26,8,3,9,7,5,12,0,3,8,458,401,861,513,434,947,520,507,1031
LGA57840,409,515,582,1097,678,790,1466,1073,1118,2194,97,87,179,90,133,222,148,177,324,57,116,177,122,129,247,170,151,319,60,94,162,86,123,205,125,172,296,69,111,182,80,114,194,126,144,273,62,120,180,88,108,193,104,139,248,351,530,876,463,603,1065,680,781,1462,300,545,847,298,462,761,445,596,1045,320,781,1109,361,776,1136,439,794,1233,19904,20836,40741,20546,21440,41989,21244,22163,43405
LGA57910,1928,3052,3559,6611,3312,4041,7355,4321,5167,9488,537,682,1218,532,712,1241,677,797,1475,520,627,1154,579,738,1318,643,847,1494,468,590,1053,585,636,1224,685,818,1509,432,583,1017,559,698,1259,576,709,1287,438,598,1033,487,641,1127,611,781,1390,2400,3079,5476,2736,3429,6166,3197,3949,7144,1861,2616,4478,1995,2698,4696,2349,3156,5500,1446,2773,4217,1774,3126,4898,2235,3659,5894,96171,99531,195701,102664,107544,210209,109870,116500,226369
LGA57980,208,258,279,536,333,357,692,496,455,949,32,37,77,69,49,118,65,80,145,37,69,106,51,65,119,64,62,125,23,24,48,43,70,111,56,72,132,32,30,61,47,67,111,51,56,107,30,48,72,53,50,107,65,78,139,154,209,369,261,301,568,301,350,650,113,177,294,150,203,356,228,275,503,101,203,304,149,262,407,157,287,439,7164,7654,14820,7828,8435,16259,8219,9044,17267
LGA58050,973,1208,1315,2518,1625,1746,3373,2303,2513,4820,207,194,400,241,276,519,354,370,724,183,207,389,258,261,514,325,356,682,157,177,329,227,237,466,272,314,586,151,166,322,197,248,448,269,302,565,124,129,250,200,208,407,269,288,548,816,873,1685,1124,1233,2355,1485,1625,3102,561,735,1305,714,809,1521,964,1133,2090,361,631,990,513,839,1356,712,1055,1767,53323,53737,107055,65772,66670,132446,75992,76981,152974
LGA58190,4,5,4,17,10,13,20,6,10,16,3,5,3,0,0,5,0,6,9,0,3,5,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,0,0,0,3,3,3,4,0,8,0,0,0,0,4,3,10,10,19,3,3,11,5,13,19,6,3,5,4,6,11,5,3,9,4,0,4,0,4,4,0,5,6,229,172,402,215,187,401,217,172,386
LGA58260,5,5,0,7,25,12,39,22,8,32,3,0,3,0,0,0,0,5,7,3,0,0,4,0,4,7,3,14,0,0,4,0,0,0,7,0,5,0,0,0,0,0,0,6,6,12,4,0,0,0,0,4,9,0,4,10,3,18,11,3,12,22,14,40,8,11,13,4,0,3,5,5,8,6,9,13,5,13,18,4,3,6,316,303,617,306,290,592,296,274,575
LGA58330,69,112,102,215,139,128,268,221,175,395,21,3,29,24,24,47,24,34,63,18,3,26,20,18,45,19,18,32,9,14,14,13,15,32,26,19,45,21,10,26,14,17,32,34,17,52,10,13,22,14,13,27,14,21,29,71,45,121,95,79,176,118,107,224,25,30,54,47,38,84,69,60,127,20,15,39,17,20,34,34,35,72,2185,2207,4387,2252,2188,4442,2370,2229,4601
LGA58400,0,16,10,25,12,11,25,18,8,28,0,0,0,0,4,4,4,0,5,0,0,0,0,4,0,3,0,3,0,0,0,3,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,3,6,7,5,11,15,12,10,23,0,5,3,0,3,4,6,3,8,9,4,6,3,6,11,0,0,0,186,161,349,194,153,348,151,137,298
LGA58470,0,9,3,7,5,0,11,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,113,250,161,119,280,95,79,170
LGA58510,279,372,392,762,448,459,910,652,672,1324,55,70,123,73,80,156,106,100,208,68,90,154,67,78,146,88,95,185,56,61,114,73,80,156,83,97,183,61,97,152,64,82,144,57,94,156,41,93,134,78,86,167,81,97,181,278,406,681,355,403,761,416,488,906,291,510,800,247,401,654,291,428,715,319,786,1105,340,792,1129,343,677,1022,16307,16129,32436,17429,17560,34990,18416,18477,36889
LGA58540,13,17,16,32,23,27,50,21,27,50,5,0,4,8,3,13,0,4,4,5,0,5,0,0,6,3,7,15,4,0,4,9,5,11,3,6,6,0,0,0,3,0,3,3,0,3,0,3,8,0,0,0,0,0,8,20,0,23,16,9,29,12,17,35,6,4,11,18,3,18,15,9,20,3,3,6,3,3,7,6,3,12,502,399,900,494,415,913,424,381,802
LGA58570,193,309,400,707,390,325,715,540,557,1096,51,74,128,49,61,108,82,78,160,60,83,140,54,69,119,81,56,140,57,69,124,55,84,139,55,72,123,59,63,124,45,72,123,68,61,124,49,64,107,49,79,123,61,65,127,270,350,627,247,356,608,343,332,674,253,346,596,202,287,490,211,309,524,200,402,608,213,448,660,221,438,667,16067,15482,31543,16807,16891,33696,18240,18293,36537
LGA58610,29,44,45,95,73,40,112,76,67,144,13,3,15,15,5,20,13,6,22,9,7,22,15,9,21,12,3,16,5,0,7,7,10,19,14,10,24,0,3,6,10,5,16,5,8,16,0,0,3,0,16,16,11,11,14,36,19,52,40,45,84,55,40,90,19,27,53,21,21,44,30,31,59,14,37,51,23,36,58,14,31,47,937,910,1848,913,943,1850,888,869,1761
LGA58680,4,7,13,21,10,6,18,20,15,37,0,0,3,0,0,0,9,0,9,0,0,0,0,0,5,4,4,8,0,0,0,0,6,5,4,4,11,0,0,0,0,0,0,0,5,5,5,0,5,0,0,5,5,0,8,8,0,13,4,11,21,17,8,29,4,5,7,6,3,10,10,13,16,3,0,9,0,0,4,6,3,9,224,207,437,229,214,448,290,250,535
LGA58760,1362,1678,1843,3522,2171,2393,4565,3303,3552,6849,262,294,557,337,416,752,497,558,1061,234,242,474,350,411,764,455,539,993,197,244,441,320,388,705,443,515,959,222,268,493,303,342,647,386,419,804,231,229,461,273,302,575,399,431,830,1151,1289,2430,1593,1861,3451,2182,2468,4650,734,947,1673,972,1225,2197,1401,1753,3153,530,914,1443,728,1165,1894,1028,1597,2623,75221,76854,152080,93021,95197,188216,102807,106304,209111
LGA58820,65,92,87,175,85,98,184,167,142,308,11,12,20,18,19,38,22,15,37,5,10,12,19,23,43,8,13,19,11,12,25,22,15,32,22,15,41,9,14,23,16,20,37,16,19,35,11,13,20,16,20,37,18,21,35,45,56,101,95,94,186,88,77,165,38,36,67,49,57,98,65,73,138,15,42,58,40,61,99,47,61,106,1778,1809,3586,2073,2071,4150,2114,2120,4234
