LGA_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,9,5,4,0,0,8,7,4,3,0,16,0,5,0,0,6,9,0,0,0,8,0,3,5,0,6,3,0,0,0,6,0,0,0,0,0,8,11,3,0,22,3,0,0,0,3,42,36,15,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,5,0,0,8,9,0,0,0,11,3,3,0,4,9,0,4,3,0,7,3,4,0,0,7,0,0,0,0,5,0,5,0,0,6,3,7,0,7,13,4,0,0,0,4,36,32,10,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,9,3,0,0,17,13,0,4,3,15,12,8,7,3,32,41,45,16,5,110,56,64,20,10,155,37,35,10,10,86,72,76,41,11,201,54,71,32,8,169,28,36,4,0,72,40,44,20,15,125,9,4,4,0,17,378,391,166,72,1006,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,5,0,0,13,5,7,5,0,13,12,10,5,3,21,8,5,4,0,13,53,30,12,4,101,37,40,18,5,109,54,55,37,6,153,39,40,16,3,105,34,42,13,3,97,35,51,14,4,108,53,65,45,10,172,4,7,5,0,16,352,350,181,51,925,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
LGA51960,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,6,3,0,4,0,6,14,8,3,4,30,24,19,15,6,64,11,17,7,4,34,29,58,20,7,115,29,22,11,0,69,7,11,4,0,26,17,23,9,12,67,3,0,0,3,5,151,160,84,44,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,3,8,0,5,0,14,13,6,8,7,29,18,23,8,0,48,25,35,14,5,77,10,22,4,0,39,30,15,10,10,68,16,8,13,3,44,16,20,10,0,53,0,0,0,0,0,144,138,75,28,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,6,9,8,0,21,0,9,0,0,13,4,0,3,0,9,0,3,0,0,10,0,5,0,0,7,0,0,0,0,0,8,8,4,0,26,0,0,0,0,5,29,47,21,4,97,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,3,0,0,3,6,3,3,0,13,0,3,0,0,4,0,3,4,0,12,3,3,0,0,10,0,3,0,0,3,3,0,3,0,5,0,3,3,0,8,0,0,0,0,0,21,29,14,3,71,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,7,0,0,0,7,0,4,0,0,8,0,0,3,0,7,5,8,8,0,18,4,0,0,0,13,4,6,0,0,7,3,0,0,0,3,0,0,0,0,9,0,0,0,0,4,10,13,3,3,22,0,0,0,0,0,31,35,17,6,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,0,0,7,11,0,4,0,17,6,4,3,0,13,3,3,0,0,10,5,6,0,0,6,0,3,0,0,6,8,9,7,3,22,0,0,0,0,3,38,33,22,7,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,5,5,0,0,0,5,3,0,0,0,0,9,12,4,0,31,16,14,6,3,33,20,19,8,0,49,40,87,39,13,181,66,86,49,8,210,63,81,33,13,188,50,71,34,11,158,0,0,3,0,0,278,364,173,47,865,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,3,0,0,6,11,3,4,0,14,13,16,8,0,29,28,22,10,4,62,14,10,7,0,40,48,54,24,4,133,124,180,120,24,449,47,49,43,9,145,5,3,0,0,9,286,357,216,40,901,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,8
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,10,7,4,0,0,14,0,4,3,0,8,10,6,8,8,30,0,8,4,0,12,5,7,3,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,9,7,9,6,27,0,3,5,0,3,39,42,22,10,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,5,3,0,15,4,6,3,0,19,8,5,3,0,19,3,5,3,0,9,4,0,0,0,3,3,3,0,0,7,4,0,3,0,3,6,3,4,3,17,0,0,0,0,0,39,44,22,11,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,11,4,4,5,0,15,13,4,0,0,21,4,7,5,0,11,6,8,0,0,13,3,5,0,0,9,0,7,0,0,5,0,0,0,0,0,3,3,8,0,17,0,0,0,0,0,35,41,19,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,3,0,3,0,12,3,5,0,0,10,5,7,0,0,11,0,5,0,0,5,0,0,0,0,3,0,4,0,0,6,10,4,4,0,19,0,0,0,0,0,33,30,13,6,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,5,5,4,0,6,14,7,6,3,0,17,10,10,0,0,18,5,3,3,0,12,3,5,0,0,11,3,5,4,0,9,5,6,0,0,3,10,12,6,0,38,0,0,0,0,0,51,54,25,11,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,5,3,7,5,4,4,19,7,17,9,4,29,9,7,7,0,25,8,3,0,0,7,6,7,3,0,13,4,4,8,0,16,9,4,5,5,22,5,0,0,0,5,54,47,31,11,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,11,3,4,0,0,6,11,5,9,0,25,8,9,6,0,24,0,4,0,0,10,0,4,3,0,7,3,8,4,0,15,0,5,4,3,10,15,12,13,0,39,0,0,0,0,3,63,40,42,15,158,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,14,9,4,3,22,13,8,10,0,27,7,8,3,0,30,7,7,5,0,21,5,0,6,0,7,6,0,5,4,18,4,12,5,3,22,0,0,0,0,3,57,55,40,16,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,5,0,0,7,4,4,0,0,5,0,0,8,0,12,20,18,13,3,51,18,21,8,7,56,11,12,0,3,36,6,15,7,0,28,12,7,3,0,19,0,0,0,0,5,29,18,15,0,61,5,3,0,0,12,103,107,53,19,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,3,6,3,0,9,9,22,3,0,32,13,18,10,0,37,12,19,5,0,33,14,16,0,0,32,11,15,5,0,31,8,10,3,0,26,26,23,8,9,60,0,4,0,0,3,108,125,36,11,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52660,4,0,0,0,3,0,3,0,0,0,0,3,0,0,4,0,0,0,0,4,0,0,0,0,4,3,4,0,0,7,6,10,0,0,18,15,29,7,0,51,80,91,48,12,229,96,112,48,20,277,86,97,28,11,226,79,104,49,15,253,50,88,28,9,173,9,21,3,3,38,93,117,50,25,288,7,4,0,7,17,528,691,266,108,1591,0,6,0,3,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,3,0,0,11,5,3,0,0,3,11,10,3,0,27,22,8,5,8,41,73,78,29,10,192,108,110,50,22,286,83,140,41,11,279,76,107,36,3,229,74,82,47,9,216,40,67,22,9,130,94,103,42,25,267,6,13,0,0,18,595,736,285,102,1703,4,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6
LGA52730,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,3,0,0,4,12,4,4,0,14,8,13,4,0,22,16,20,9,0,47,35,44,23,7,104,28,24,12,4,70,17,21,5,4,47,13,17,3,3,33,14,9,3,0,25,0,8,0,0,13,32,40,11,5,95,3,3,0,0,3,178,211,69,29,486,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,3,5,3,0,0,8,10,4,0,0,18,13,17,6,0,29,41,32,11,3,96,22,24,17,8,77,23,28,15,0,68,15,25,6,3,51,15,23,4,0,46,10,12,0,0,27,50,47,15,4,108,0,0,0,0,3,216,224,82,26,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5
LGA52800,0,0,0,0,0,0,0,0,0,0,7,5,4,0,15,6,4,5,0,17,0,3,9,0,13,19,27,11,7,59,6,19,13,12,50,10,13,12,9,40,23,26,15,15,77,21,14,8,11,52,11,14,11,5,39,4,9,13,4,28,14,18,10,5,46,4,7,5,0,10,23,25,13,12,79,3,11,3,5,19,161,193,114,83,551,0,0,0,0,0,3,0,0,0,3,3,3,0,4,10,0,0,0,0,4,14,20,7,5,53,19,5,5,8,31,33,11,10,3,57,12,15,9,15,53,33,22,17,12,83,16,10,11,13,51,17,33,9,8,61,12,14,9,0,36,19,25,5,8,50,14,11,3,3,29,24,30,16,30,105,10,7,9,10,25,226,215,112,106,657,0,0,0,0,3,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,23,14,14,7,54,8,4,7,0,19
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,4,12,5,0,0,19,8,9,0,0,20,12,12,4,0,32,29,42,22,10,107,32,43,17,8,103,23,25,7,4,56,23,29,7,3,64,14,39,3,0,52,4,3,0,0,12,37,36,28,3,113,5,5,0,0,12,190,259,94,41,591,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,3,0,0,8,10,5,0,0,19,11,6,4,0,26,28,37,11,4,77,32,41,16,12,96,18,30,10,7,72,18,17,6,4,44,24,19,13,5,65,17,28,6,3,46,29,53,19,11,115,0,4,0,0,3,189,249,99,45,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,7,5,0,0,9,11,3,9,4,21,0,0,0,0,4,4,6,0,0,3,0,0,0,0,4,0,0,4,0,3,0,0,3,0,3,3,3,4,0,13,0,0,0,0,3,30,17,18,6,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,5,0,0,3,3,6,4,0,10,5,3,5,0,14,0,4,7,3,10,0,0,0,0,0,0,4,0,0,4,4,0,0,0,9,3,3,6,0,9,0,0,0,0,3,26,22,25,8,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,0,0,0,4,11,5,0,0,8,8,6,4,0,13,0,0,0,0,8,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,8,0,17,0,0,0,0,0,25,19,19,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,10,0,3,0,17,5,3,0,0,11,3,3,0,0,12,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,7,10,0,0,18,0,0,0,0,0,30,26,16,4,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,7,0,0,0,6,3,5,6,0,8,6,3,0,0,8,4,10,0,0,19,4,8,0,0,11,0,0,0,0,3,3,5,3,0,10,0,6,0,0,3,27,29,7,9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,3,0,0,3,4,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,14,0,0,0,0,5,16,11,7,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,4,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,6,4,0,0,4,4,3,0,0,3,24,26,10,6,65,18,33,8,0,52,28,30,12,3,74,38,90,36,3,170,65,90,40,3,202,47,73,23,0,150,46,62,24,6,139,0,5,6,0,9,280,410,161,25,882,0,8,4,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,3,0,12,6,3,3,0,7,25,12,3,0,39,28,21,10,0,64,21,39,9,3,70,20,36,6,0,60,58,83,26,6,174,97,180,77,13,368,39,69,19,11,139,0,3,0,0,3,312,454,154,34,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53220,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5,0,5,0,0,7,0,4,4,0,3,6,10,3,5,24,0,8,3,6,16,8,0,0,3,11,6,8,6,9,28,12,20,10,3,47,14,22,10,3,47,40,87,41,14,181,53,59,32,8,154,34,35,15,3,91,37,50,15,14,118,11,6,6,6,33,229,310,160,83,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,21,0,5,3,0,10,8,9,0,3,23,0,0,0,3,9,12,22,9,5,44,15,11,8,4,39,31,40,26,7,101,27,24,27,4,85,35,40,30,3,112,38,69,22,4,142,29,27,19,10,76,3,6,3,3,19,208,270,153,59,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,13,8,0,0,5,13
LGA53290,8,7,0,0,19,0,0,0,0,0,3,3,0,0,14,0,4,0,0,11,9,4,0,0,12,8,15,11,0,35,16,18,8,7,48,21,41,15,4,81,95,111,53,18,282,77,104,51,14,257,62,80,38,4,185,46,60,19,13,142,44,66,19,3,129,9,20,8,3,40,69,108,51,14,246,13,7,6,3,29,490,644,283,100,1519,0,0,0,0,0,0,7,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,5,5,4,3,5,17,11,3,3,0,22,14,19,11,0,46,78,77,30,18,204,64,80,49,19,215,59,106,47,11,217,58,74,39,9,180,61,65,27,6,159,52,59,16,7,127,84,102,51,22,260,11,10,0,3,19,497,601,270,108,1477,0,0,3,0,12,0,0,0,0,3,4,0,0,0,4,0,0,0,0,4,0,0,0,0,7,5,3,0,0,14
LGA53360,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,3,3,0,0,0,6,10,19,3,0,33,12,20,6,0,36,15,11,0,0,27,10,19,9,0,39,14,12,4,0,29,3,3,0,0,9,18,21,13,3,53,0,0,0,0,6,88,108,32,11,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,7,17,5,0,33,19,14,5,6,41,6,23,6,0,43,19,19,7,0,41,19,10,3,0,29,9,17,6,3,32,12,26,3,4,49,0,0,0,0,0,105,132,41,16,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,0,3,3,0,8,0,6,0,0,5,4,4,0,0,7,0,3,0,0,5,6,0,0,0,9,16,16,3,3,38,28,16,3,9,49,43,20,4,0,68,129,76,34,5,243,109,99,42,13,254,120,115,45,10,289,154,193,54,9,417,176,201,52,11,441,80,104,26,5,219,147,156,65,27,396,7,13,7,0,26,1024,1024,336,92,2468,9,3,0,0,11,0,0,0,0,7,7,5,0,0,15,8,5,0,0,8,4,3,0,0,9,3,11,3,0,17,25,11,7,0,40,27,10,0,6,32,107,60,16,9,189,130,109,31,9,284,143,132,50,13,339,123,137,42,0,300,187,222,51,8,470,235,286,89,11,615,164,167,45,14,391,7,11,7,5,21,1166,1168,342,67,2743,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,7,6,5,0,0,8,10,9,0,3,16
LGA53570,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,3,0,0,0,0,0,0,6,0,3,16,5,3,5,0,12,7,12,0,0,20,26,41,21,13,91,25,35,16,3,79,20,21,0,3,43,13,19,8,0,43,9,13,3,0,29,3,0,0,0,3,35,42,18,12,107,0,3,0,0,6,152,195,77,44,469,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,7,3,0,0,9,8,6,0,0,13,8,8,3,4,22,23,27,13,9,71,21,24,16,7,66,21,30,16,3,71,8,17,5,3,34,12,19,8,0,33,6,14,7,3,30,50,40,18,6,120,0,5,0,0,8,168,194,87,30,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,3,0,4,0,6,0,0,0,0,5,6,0,7,0,11,9,8,8,9,34,9,9,0,0,18,3,7,8,0,12,3,3,0,0,10,4,5,0,0,11,0,0,0,7,5,9,10,5,0,28,3,0,0,0,4,44,54,34,18,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,0,0,0,0,7,4,3,0,0,8,3,9,0,0,18,7,10,4,0,20,13,5,0,0,18,7,5,3,0,12,0,3,0,0,3,15,5,4,0,15,7,6,9,3,21,0,0,0,0,0,48,45,28,7,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,4,5,0,0,0,5,0,3,0,0,9,4,11,0,0,18,3,9,3,0,19,3,0,0,0,5,3,3,0,0,14,0,0,5,0,3,0,0,0,0,0,6,8,3,0,17,0,0,0,0,0,33,38,17,13,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,6,0,0,10,7,5,0,3,14,7,11,4,0,16,7,0,4,0,8,7,3,5,0,14,3,3,0,3,11,5,0,0,3,5,9,3,0,0,18,0,0,0,0,0,42,37,15,10,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
