LGA_CODE_2021,C11_Neg_Ni_inc_1PF_1C,C11_Neg_Ni_inc_1PF_2C,C11_Neg_Ni_inc_1PF_3C,C11_Neg_Ni_inc_1PF_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_1PF_1C,C11_1_149_1PF_2C,C11_1_149_1PF_3C,C11_1_149_1PF_4mC,C11_1_149_Tot,C11_150_299_1PF_1C,C11_150_299_1PF_2C,C11_150_299_1PF_3C,C11_150_299_1PF_4mC,C11_150_299_Tot,C11_300_399_1PF_1C,C11_300_399_1PF_2C,C11_300_399_1PF_3C,C11_300_399_1PF_4mC,C11_300_399_Tot,C11_400_499_1PF_1C,C11_400_499_1PF_2C,C11_400_499_1PF_3C,C11_400_499_1PF_4mC,C11_400_499_Tot,C11_500_649_1PF_1C,C11_500_649_1PF_2C,C11_500_649_1PF_3C,C11_500_649_1PF_4mC,C11_500_649_Tot,C11_650_799_1PF_1C,C11_650_799_1PF_2C,C11_650_799_1PF_3C,C11_650_799_1PF_4mC,C11_650_799_Tot,C11_800_999_1PF_1C,C11_800_999_1PF_2C,C11_800_999_1PF_3C,C11_800_999_1PF_4mC,C11_800_999_Tot,C11_1000_1499_1PF_1C,C11_1000_1499_1PF_2C,C11_1000_1499_1PF_3C,C11_1000_1499_1PF_4mC,C11_1000_1499_Tot,C11_1500_1999_1PF_1C,C11_1500_1999_1PF_2C,C11_1500_1999_1PF_3C,C11_1500_1999_1PF_4mC,C11_1500_1999_Tot,C11_2000_2499_1PF_1C,C11_2000_2499_1PF_2C,C11_2000_2499_1PF_3C,C11_2000_2499_1PF_4mC,C11_2000_2499_Tot,C11_2500_2999_1PF_1C,C11_2500_2999_1PF_2C,C11_2500_2999_1PF_3C,C11_2500_2999_1PF_4mC,C11_2500_2999_Tot,C11_3000_3999_1PF_1C,C11_3000_3999_1PF_2C,C11_3000_3999_1PF_3C,C11_3000_3999_1PF_4mC,C11_3000_3999_Tot,C11_4000more_1PF_1C,C11_4000more_1PF_2C,C11_4000more_1PF_3C,C11_4000more_1PF_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_1PF_1C,C11_Par_inc_st_1PF_2C,C11_Par_inc_st_1PF_3C,C11_Par_inc_st_1PF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_1PF_1Ch,C11_All_inc_ns_1PF_2C,C11_All_inc_ns_1PF_3C,C11_All_inc_ns_1PF_4mC,C11_All_inc_ns_Tot,C11_Tot_1PF_1C,C11_Tot_1PF_2C,C11_Tot_1PF_3C,C11_Tot_1PF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_1PF_1C,C16_Neg_Ni_inc_1PF_2C,C16_Neg_Ni_inc_1PF_3C,C16_Neg_Ni_inc_1PF_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_1PF_1C,C16_1_149_1PF_2C,C16_1_149_1PF_3C,C16_1_149_1PF_4mC,C16_1_149_Tot,C16_150_299_1PF_1C,C16_150_299_1PF_2C,C16_150_299_1PF_3C,C16_150_299_1PF_4mC,C16_150_299_Tot,C16_300_399_1PF_1C,C16_300_399_1PF_2C,C16_300_399_1PF_3C,C16_300_399_1PF_4mC,C16_300_399_Tot,C16_400_499_1PF_1C,C16_400_499_1PF_2C,C16_400_499_1PF_3C,C16_400_499_1PF_4mC,C16_400_499_Tot,C16_500_649_1PF_1C,C16_500_649_1PF_2C,C16_500_649_1PF_3C,C16_500_649_1PF_4mC,C16_500_649_Tot,C16_650_799_1PF_1C,C16_650_799_1PF_2C,C16_650_799_1PF_3C,C16_650_799_1PF_4mC,C16_650_799_Tot,C16_800_999_1PF_1C,C16_800_999_1PF_2C,C16_800_999_1PF_3C,C16_800_999_1PF_4mC,C16_800_999_Tot,C16_1000_1499_1PF_1C,C16_1000_1499_1PF_2C,C16_1000_1499_1PF_3C,C16_1000_1499_1PF_4mC,C16_1000_1499_Tot,C16_1500_1999_1PF_1C,C16_1500_1999_1PF_2C,C16_1500_1999_1PF_3C,C16_1500_1999_1PF_4mC,C16_1500_1999_Tot,C16_2000_2499_1PF_1C,C16_2000_2499_1PF_2C,C16_2000_2499_1PF_3C,C16_2000_2499_1PF_4mC,C16_2000_2499_Tot,C16_2500_2999_1PF_1C,C16_2500_2999_1PF_2C,C16_2500_2999_1PF_3C,C16_2500_2999_1PF_4mC,C16_2500_2999_Tot,C16_3000_3999_1PF_1C,C16_3000_3999_1PF_2C,C16_3000_3999_1PF_3C,C16_3000_3999_1PF_4mC,C16_3000_3999_Tot,C16_4000more_1PF_1C,C16_4000more_1PF_2C,C16_4000more_1PF_3C,C16_4000more_1PF_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_1PF_1C,C16_Par_inc_st_1PF_2C,C16_Par_inc_st_1PF_3C,C16_Par_inc_st_1PF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_1PF_1Ch,C16_All_inc_ns_1PF_2C,C16_All_inc_ns_1PF_3C,C16_All_inc_ns_1PF_4mC,C16_All_inc_ns_Tot,C16_Tot_1PF_1C,C16_Tot_1PF_2C,C16_Tot_1PF_3C,C16_Tot_1PF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_1PF_1C,C21_Neg_Ni_inc_1PF_2C,C21_Neg_Ni_inc_1PF_3C,C21_Neg_Ni_inc_1PF_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_1PF_1C,C21_1_149_1PF_2C,C21_1_149_1PF_3C,C21_1_149_1PF_4mC,C21_1_149_Tot,C21_150_299_1PF_1C,C21_150_299_1PF_2C,C21_150_299_1PF_3C,C21_150_299_1PF_4mC,C21_150_299_Tot,C21_300_399_1PF_1C,C21_300_399_1PF_2C,C21_300_399_1PF_3C,C21_300_399_1PF_4mC,C21_300_399_Tot,C21_400_499_1PF_1C,C21_400_499_1PF_2C,C21_400_499_1PF_3C,C21_400_499_1PF_4mC,C21_400_499_Tot,C21_500_649_1PF_1C,C21_500_649_1PF_2C,C21_500_649_1PF_3C,C21_500_649_1PF_4mC,C21_500_649_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,0,0,0,0,0,4,0,0,5,0,0,0,0,3,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,5,0,0,0,0,0,24,9,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,4,0,5,0,8,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,22,12,5,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,13,8,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13,0,9,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA52590,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,9,12,0,0,18,0,0,0,0,0,7,3,0,0,9,6,0,0,0,7,5,0,0,0,6,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,41,28,7,0,78,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,3,0,0,12,7,6,0,0,8,10,0,0,0,11,0,0,4,0,9,13,0,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,0,0,13,0,0,0,0,0,58,17,5,4,89,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,3,0,0,4
LGA52660,0,0,0,0,0,0,0,0,0,4,3,3,0,0,7,15,4,4,0,25,28,36,7,0,71,11,4,0,0,15,30,23,8,0,59,25,12,7,5,48,43,20,7,0,70,21,21,0,0,46,9,6,4,0,21,14,4,0,0,15,4,3,0,0,5,0,0,0,0,0,20,20,14,3,50,5,0,0,0,6,217,157,56,10,447,3,4,4,0,14,0,0,0,0,0,14,9,0,0,22,8,5,0,0,20,28,14,3,0,43,34,34,5,0,71,35,12,10,5,63,27,18,0,0,50,44,21,6,5,86,29,12,6,0,42,24,11,7,0,37,0,0,0,0,9,9,8,0,0,13,0,0,0,0,0,18,19,11,3,55,0,5,0,0,4,277,177,63,24,544,5,0,0,3,9,0,0,0,0,0,3,3,0,0,4,8,6,0,0,16,14,4,0,0,16,16,17,6,3,44
LGA52730,0,0,0,0,3,0,0,0,0,3,3,3,0,0,10,16,4,0,0,21,18,19,5,0,42,5,6,0,0,8,26,11,7,0,40,14,6,5,0,26,17,11,3,0,28,6,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12,4,0,0,0,6,107,73,26,3,212,0,0,0,0,6,0,0,0,0,0,4,3,0,0,10,8,6,0,0,6,13,8,0,0,24,23,10,4,0,39,7,8,3,0,24,10,6,0,0,24,25,5,0,0,31,4,4,5,0,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,9,13,0,19,0,0,0,0,3,113,62,25,4,207,0,0,0,0,0,0,0,0,0,0,6,5,0,0,10,0,4,0,0,4,6,0,4,0,11,12,9,8,0,27
LGA52800,4,0,0,0,3,10,3,0,0,11,30,19,7,3,58,20,10,7,6,35,10,12,3,6,37,18,8,3,6,39,11,8,8,7,36,6,9,8,3,28,20,16,6,3,44,8,8,5,5,24,8,4,4,0,16,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,13,10,6,5,26,3,6,3,3,16,170,105,63,43,382,0,0,0,0,3,9,3,0,0,14,43,13,11,7,64,17,9,4,6,40,10,9,7,4,33,18,12,7,8,36,22,9,7,3,47,7,10,3,0,24,16,11,5,8,40,18,8,6,0,28,5,3,0,0,15,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,12,12,7,18,52,5,7,0,4,20,212,105,65,56,430,0,0,0,0,6,0,0,0,0,0,23,5,6,3,39,23,13,5,0,36,28,8,4,4,50,19,8,4,0,28
LGA52870,0,0,0,0,4,4,0,0,0,4,0,4,0,0,3,5,3,3,0,18,20,11,3,0,37,4,3,0,0,10,13,8,0,0,20,14,3,0,0,25,19,4,5,0,31,0,0,0,0,3,5,3,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,97,51,18,5,168,0,0,4,0,4,5,0,0,0,6,3,0,0,0,7,10,0,0,0,13,4,9,0,0,14,8,7,3,0,15,23,5,0,0,32,9,9,0,0,15,13,5,0,3,19,5,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,5,6,0,11,0,0,0,0,3,102,43,17,7,166,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,5,6,6,0,0,14,16,7,6,0,22
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,3,0,0,13,8,0,0,0,9,0,0,0,0,0,4,0,0,0,3,3,0,0,0,3,4,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,9,28,8,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,3,21,11,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53150,0,0,0,0,3,3,0,0,0,3,3,3,0,0,4,4,6,0,0,8,9,6,0,0,10,3,5,0,0,5,10,9,0,0,18,15,3,0,0,22,22,5,4,0,26,18,9,4,0,31,8,0,0,0,12,5,5,0,0,18,12,0,0,0,10,0,0,0,0,0,23,4,5,0,38,0,0,0,0,0,131,50,18,7,210,5,0,0,0,6,3,0,0,0,0,0,0,0,0,4,3,0,0,0,3,10,0,0,0,11,8,3,0,0,16,12,11,0,0,24,10,3,6,0,21,12,9,3,0,24,21,12,5,0,36,13,8,8,0,31,4,0,0,0,4,6,11,0,0,15,6,0,4,0,7,10,10,0,0,23,0,0,0,0,0,136,72,19,4,227,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,10,4,0,0,6,7,4,0,0,15
LGA53220,3,5,0,0,4,0,0,0,0,4,9,5,8,0,15,4,6,0,0,11,0,4,0,0,7,9,0,3,0,10,12,6,0,0,19,3,3,0,4,13,8,7,0,3,15,4,0,0,0,13,0,0,0,0,4,9,6,0,0,14,5,0,0,0,11,0,0,0,0,3,3,5,0,0,13,5,4,3,4,15,84,43,22,18,170,0,0,0,0,0,0,0,0,0,0,8,6,0,0,13,9,0,0,0,11,5,4,0,7,13,0,3,0,0,8,6,3,0,0,10,6,7,0,0,14,9,8,4,0,15,9,9,5,4,20,9,4,4,0,9,4,0,0,0,4,3,0,0,0,7,6,0,0,0,6,4,0,0,4,10,6,5,0,0,12,85,36,24,14,163,6,0,0,0,6,0,0,0,0,0,3,6,0,0,12,4,4,3,0,14,10,3,5,0,20,6,7,0,0,13
LGA53290,0,3,0,0,7,6,0,0,0,12,9,8,0,3,19,24,10,3,0,40,42,30,3,5,83,23,9,4,0,33,45,26,4,9,81,19,18,0,0,37,35,15,10,7,64,21,7,0,0,24,11,3,0,0,12,4,4,0,0,10,0,4,0,0,4,0,0,0,0,0,19,19,9,7,52,10,5,0,0,21,275,156,34,36,500,4,5,0,0,6,6,3,0,0,3,10,5,3,0,13,11,7,7,0,30,16,10,0,0,26,26,19,4,6,55,27,22,7,3,59,26,13,9,5,49,69,19,5,6,101,20,12,3,5,38,14,5,0,0,22,10,0,0,0,12,8,9,0,0,12,0,3,0,0,11,17,13,0,0,36,14,8,6,0,21,263,143,46,23,485,6,8,0,0,12,3,0,0,0,5,13,4,0,0,10,3,9,0,0,18,14,19,3,0,37,11,12,9,0,32
LGA53360,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,10,0,0,0,12,0,0,0,0,0,6,3,0,0,10,0,0,0,0,4,5,6,0,0,8,5,0,0,0,8,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,43,14,9,0,62,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,3,0,7,5,0,0,0,8,5,0,0,0,5,0,0,0,0,0,6,7,0,0,13,0,5,0,0,8,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,7,38,20,9,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,3,0,0,0,3
LGA53430,9,5,0,0,16,9,5,0,0,14,49,14,0,0,60,39,23,10,0,68,63,33,12,0,109,35,12,0,0,46,88,24,14,4,132,66,28,3,4,105,127,51,10,4,201,66,41,3,5,113,39,14,3,0,56,36,17,5,0,61,14,9,0,0,25,0,0,0,0,0,70,42,15,4,132,10,7,4,0,24,727,331,84,23,1168,9,5,0,0,16,5,0,0,0,8,25,16,0,0,39,27,17,5,0,52,45,22,5,0,70,63,26,5,9,101,63,31,3,0,96,75,20,8,8,103,157,45,10,3,215,84,36,4,0,123,67,24,7,5,94,23,13,5,0,39,22,10,0,0,32,17,3,3,0,22,90,47,17,5,152,12,3,0,0,16,777,304,70,25,1180,14,5,0,0,23,6,0,0,0,6,17,7,0,0,25,22,11,4,0,32,34,18,3,0,49,52,20,4,3,81
LGA53570,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,0,0,8,5,6,3,4,21,6,0,0,0,9,7,8,0,0,21,0,9,0,0,7,11,0,0,0,13,4,0,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,0,0,5,0,0,0,0,0,8,5,4,5,17,4,0,0,0,3,60,39,14,6,117,0,0,3,0,7,0,0,0,0,4,8,0,0,0,6,0,0,0,0,6,8,4,0,0,8,6,5,4,0,18,3,5,5,0,13,12,3,0,0,20,12,6,4,3,21,9,0,0,0,5,9,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,6,5,0,17,5,0,0,0,5,83,37,18,12,146,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,7,4,0,0,11,0,8,0,4,11
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,3,0,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,10,11,8,4,32,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,19,8,4,0,36,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,6,0,4,0,0,8,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,11,10,6,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,8,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3
LGA53780,49,24,10,4,84,39,17,12,3,64,106,52,18,6,180,170,72,28,10,278,273,193,63,17,546,86,38,18,23,167,282,173,71,27,554,268,145,47,21,479,503,246,72,31,846,259,119,50,13,439,132,73,13,10,228,73,38,12,6,129,42,34,12,3,95,13,9,0,4,25,193,134,67,40,434,63,42,15,14,138,2544,1402,509,225,4688,93,59,23,8,185,30,8,0,3,47,95,51,17,10,166,76,54,19,12,162,182,77,32,10,297,196,154,77,17,451,237,137,75,26,479,286,134,49,29,505,551,266,89,40,950,321,133,37,20,513,211,113,31,15,370,77,44,19,7,154,55,48,16,8,128,22,14,8,0,41,165,135,50,40,385,53,29,9,5,89,2652,1459,550,263,4910,65,28,11,9,117,18,9,0,0,28,42,24,9,4,80,84,51,17,6,160,147,83,30,8,269,210,129,56,21,415
LGA53800,17,3,0,0,20,17,6,3,0,30,52,26,10,0,86,55,36,16,7,116,118,92,34,17,249,36,11,3,5,59,99,64,22,19,204,95,57,20,7,177,126,93,26,8,250,59,32,11,5,107,32,3,0,0,40,27,19,6,4,54,15,5,0,0,20,0,0,0,0,0,70,65,34,26,191,29,27,10,15,76,847,534,204,102,1690,14,5,12,3,33,9,5,4,0,20,41,17,3,4,68,53,26,13,4,97,56,31,12,0,111,97,75,24,12,207,94,46,37,12,186,88,35,19,18,162,177,91,28,18,316,97,56,15,10,173,58,34,12,3,108,12,13,0,0,27,21,13,0,0,35,11,5,0,0,15,77,47,24,23,179,27,11,3,12,57,927,521,215,123,1783,11,5,4,4,27,15,0,0,0,13,25,15,5,0,37,28,13,8,4,60,63,25,13,0,101,69,55,20,9,142
LGA53920,3,5,0,4,7,4,3,0,0,7,26,11,3,4,42,11,5,0,8,28,3,3,0,4,12,7,9,3,0,20,13,4,6,3,24,8,10,5,5,23,4,11,9,11,30,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,9,4,14,4,0,0,0,3,92,55,35,43,226,4,0,0,0,0,6,0,0,0,6,15,3,8,0,23,8,5,0,0,17,10,4,0,0,20,3,9,4,4,22,10,4,3,4,16,3,3,3,6,17,7,8,0,4,22,5,3,3,0,6,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,3,3,23,3,0,0,0,14,84,40,33,28,192,0,0,0,0,0,5,0,0,0,5,20,10,0,0,35,13,3,7,0,23,9,11,0,4,30,8,9,0,4,21
LGA53990,4,7,4,0,16,8,3,6,0,12,24,16,0,0,38,23,18,10,0,55,59,49,16,6,127,12,6,3,0,23,50,43,17,10,111,41,27,7,4,78,56,29,18,6,114,55,20,3,4,83,15,3,0,0,21,11,6,3,0,20,8,4,0,0,9,4,0,0,0,6,33,28,7,3,75,18,9,0,0,30,422,264,98,35,822,8,10,5,0,21,4,3,0,0,4,19,6,0,0,27,17,15,6,0,29,45,17,7,7,66,40,39,15,5,104,49,35,23,13,114,55,21,15,3,95,76,50,17,0,149,50,27,7,4,96,28,20,8,6,57,8,4,0,0,12,3,8,0,0,13,6,5,4,0,13,38,24,16,5,80,8,4,0,0,17,454,288,113,53,904,9,7,4,0,19,4,0,0,0,9,7,3,0,0,11,12,0,5,0,20,22,20,7,0,53,43,31,13,0,97
LGA54060,0,0,0,0,6,0,0,0,0,0,5,7,3,0,11,0,4,0,0,4,9,10,0,0,19,0,5,0,0,8,12,6,0,0,13,7,0,3,0,8,10,7,0,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,12,3,0,0,0,3,48,41,11,0,103,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,8,4,0,0,5,0,0,0,0,7,11,10,0,0,25,5,5,0,0,8,6,3,0,0,12,9,0,3,0,15,3,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,11,0,0,0,0,0,60,36,10,4,106,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,5,0,0,0,4,0,0,0,0,6,11,4,0,0,17
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,0,0,0,0,18,9,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,42,19,6,0,70,35,22,5,3,61,76,42,16,4,136,141,59,15,4,226,260,156,50,6,464,93,33,9,0,141,275,170,53,28,520,299,169,46,9,526,625,294,92,21,1028,340,257,60,13,668,219,104,28,8,357,177,124,27,3,331,64,48,21,0,135,11,20,8,0,45,264,227,90,28,607,43,20,12,0,77,2968,1747,535,142,5386,52,31,15,6,99,22,25,0,0,47,59,29,11,4,103,65,61,16,0,136,131,67,26,7,230,199,115,38,12,360,241,128,38,24,423,310,134,39,14,495,573,332,77,23,1003,411,207,60,12,694,289,190,49,5,536,130,94,18,4,250,82,80,29,6,195,58,41,18,4,120,235,198,69,15,514,40,25,4,8,77,2895,1762,495,128,5286,34,25,12,4,67,29,9,5,0,39,29,14,7,0,48,65,35,8,5,115,111,57,16,3,186,175,109,22,4,304
LGA54200,12,4,4,0,21,12,4,0,0,23,30,16,4,10,56,53,35,11,6,111,91,77,24,12,204,34,12,14,3,55,115,77,21,8,222,107,56,22,8,196,225,134,30,10,401,137,69,17,4,231,73,39,7,4,127,50,40,14,3,105,28,19,8,0,58,4,11,6,0,16,97,84,29,14,217,20,13,3,3,36,1088,700,221,78,2089,16,15,5,0,34,9,10,0,0,16,26,11,3,3,46,37,28,7,5,73,68,28,7,3,109,77,61,28,12,170,86,53,20,9,161,97,74,17,17,202,279,145,39,14,478,148,85,28,0,267,110,60,16,8,193,65,30,12,0,111,21,44,6,6,73,11,15,4,0,35,99,77,29,11,225,20,8,7,0,37,1186,731,227,96,2237,11,12,4,6,28,13,4,3,0,16,14,4,0,0,24,30,18,9,0,56,55,29,4,0,91,67,54,15,7,144
