LGA_CODE_2021,C11_AP_15_19_NCB_0,C11_AP_15_19_NCB_1,C11_AP_15_19_NCB_2,C11_AP_15_19_NCB_3,C11_AP_15_19_NCB_4,C11_AP_15_19_NCB_5,C11_AP_15_19_NCB_6mor,C11_AP_15_19_NCB_NS,C11_AP_15_19_Tot,C11_AP_20_24_NCB_0,C11_AP_20_24_NCB_1,C11_AP_20_24_NCB_2,C11_AP_20_24_NCB_3,C11_AP_20_24_NCB_4,C11_AP_20_24_NCB_5,C11_AP_20_24_NCB_6mor,C11_AP_20_24_NCB_NS,C11_AP_20_24_Tot,C11_AP_25_29_NCB_0,C11_AP_25_29_NCB_1,C11_AP_25_29_NCB_2,C11_AP_25_29_NCB_3,C11_AP_25_29_NCB_4,C11_AP_25_29_NCB_5,C11_AP_25_29_NCB_6mor,C11_AP_25_29_NCB_NS,C11_AP_25_29_Tot,C11_AP_30_34_NCB_0,C11_AP_30_34_NCB_1,C11_AP_30_34_NCB_2,C11_AP_30_34_NCB_3,C11_AP_30_34_NCB_4,C11_AP_30_34_NCB_5,C11_AP_30_34_NCB_6mor,C11_AP_30_34_NCB_NS,C11_AP_30_34_Tot,C11_AP_35_39_NCB_0,C11_AP_35_39_NCB_1,C11_AP_35_39_NCB_2,C11_AP_35_39_NCB_3,C11_AP_35_39_NCB_4,C11_AP_35_39_NCB_5,C11_AP_35_39_NCB_6mor,C11_AP_35_39_NCB_NS,C11_AP_35_39_Tot,C11_AP_40_44_NCB_0,C11_AP_40_44_NCB_1,C11_AP_40_44_NCB_2,C11_AP_40_44_NCB_3,C11_AP_40_44_NCB_4,C11_AP_40_44_NCB_5,C11_AP_40_44_NCB_6mor,C11_AP_40_44_NCB_NS,C11_AP_40_44_Tot,C11_AP_45_49_NCB_0,C11_AP_45_49_NCB_1,C11_AP_45_49_NCB_2,C11_AP_45_49_NCB_3,C11_AP_45_49_NCB_4,C11_AP_45_49_NCB_5,C11_AP_45_49_NCB_6mor,C11_AP_45_49_NCB_NS,C11_AP_45_49_Tot,C11_AP_50_54_NCB_0,C11_AP_50_54_NCB_1,C11_AP_50_54_NCB_2,C11_AP_50_54_NCB_3,C11_AP_50_54_NCB_4,C11_AP_50_54_NCB_5,C11_AP_50_54_NCB_6mor,C11_AP_50_54_NCB_NS,C11_AP_50_54_Tot,C11_AP_55_59_NCB_0,C11_AP_55_59_NCB_1,C11_AP_55_59_NCB_2,C11_AP_55_59_NCB_3,C11_AP_55_59_NCB_4,C11_AP_55_59_NCB_5,C11_AP_55_59_NCB_6mor,C11_AP_55_59_NCB_NS,C11_AP_55_59_Tot,C11_AP_60_64_NCB_0,C11_AP_60_64_NCB_1,C11_AP_60_64_NCB_2,C11_AP_60_64_NCB_3,C11_AP_60_64_NCB_4,C11_AP_60_64_NCB_5,C11_AP_60_64_NCB_6mor,C11_AP_60_64_NCB_NS,C11_AP_60_64_Tot,C11_AP_65_69_NCB_0,C11_AP_65_69_NCB_1,C11_AP_65_69_NCB_2,C11_AP_65_69_NCB_3,C11_AP_65_69_NCB_4,C11_AP_65_69_NCB_5,C11_AP_65_69_NCB_6mor,C11_AP_65_69_NCB_NS,C11_AP_65_69_Tot,C11_AP_70_74_NCB_0,C11_AP_70_74_NCB_1,C11_AP_70_74_NCB_2,C11_AP_70_74_NCB_3,C11_AP_70_74_NCB_4,C11_AP_70_74_NCB_5,C11_AP_70_74_NCB_6mor,C11_AP_70_74_NCB_NS,C11_AP_70_74_Tot,C11_AP_75_79_NCB_0,C11_AP_75_79_NCB_1,C11_AP_75_79_NCB_2,C11_AP_75_79_NCB_3,C11_AP_75_79_NCB_4,C11_AP_75_79_NCB_5,C11_AP_75_79_NCB_6mor,C11_AP_75_79_NCB_NS,C11_AP_75_79_Tot,C11_AP_80_84_NCB_0,C11_AP_80_84_NCB_1,C11_AP_80_84_NCB_2,C11_AP_80_84_NCB_3,C11_AP_80_84_NCB_4,C11_AP_80_84_NCB_5,C11_AP_80_84_NCB_6mor,C11_AP_80_84_NCB_NS,C11_AP_80_84_Tot,C11_AP_85over_N_c_b_0,C11_AP_85over_N_c_b_1,C11_AP_85over_N_c_b_2,C11_AP_85over_N_c_b_3,C11_AP_85over_N_c_b_4,C11_AP_85over_N_c_b_5,C11_AP_85over_N_c_b_6mor,C11_AP_85over_N_c_b_NS,C11_AP_85over_Tot,C11_AP_Tot_NCB_0,C11_AP_Tot_NCB_1,C11_AP_Tot_NCB_2,C11_AP_Tot_NCB_3,C11_AP_Tot_NCB_4,C11_AP_Tot_NCB_5,C11_AP_Tot_N_c_b_6mor,C11_AP_Tot_NCB_NS,C11_AP_Tot_Tot,C16_AP_15_19_NCB_0,C16_AP_15_19_NCB_1,C16_AP_15_19_NCB_2,C16_AP_15_19_NCB_3,C16_AP_15_19_NCB_4,C16_AP_15_19_NCB_5,C16_AP_15_19_NCB_6mor,C16_AP_15_19_NCB_NS,C16_AP_15_19_Tot,C16_AP_20_24_NCB_0,C16_AP_20_24_NCB_1,C16_AP_20_24_NCB_2,C16_AP_20_24_NCB_3,C16_AP_20_24_NCB_4,C16_AP_20_24_NCB_5,C16_AP_20_24_NCB_6mor,C16_AP_20_24_NCB_NS,C16_AP_20_24_Tot,C16_AP_25_29_NCB_0,C16_AP_25_29_NCB_1,C16_AP_25_29_NCB_2,C16_AP_25_29_NCB_3,C16_AP_25_29_NCB_4,C16_AP_25_29_NCB_5,C16_AP_25_29_NCB_6mor,C16_AP_25_29_NCB_NS,C16_AP_25_29_Tot,C16_AP_30_34_NCB_0,C16_AP_30_34_NCB_1,C16_AP_30_34_NCB_2,C16_AP_30_34_NCB_3,C16_AP_30_34_NCB_4,C16_AP_30_34_NCB_5,C16_AP_30_34_NCB_6mor,C16_AP_30_34_NCB_NS,C16_AP_30_34_Tot,C16_AP_35_39_NCB_0,C16_AP_35_39_NCB_1,C16_AP_35_39_NCB_2,C16_AP_35_39_NCB_3,C16_AP_35_39_NCB_4,C16_AP_35_39_NCB_5,C16_AP_35_39_NCB_6mor,C16_AP_35_39_NCB_NS,C16_AP_35_39_Tot,C16_AP_40_44_NCB_0,C16_AP_40_44_NCB_1,C16_AP_40_44_NCB_2,C16_AP_40_44_NCB_3,C16_AP_40_44_NCB_4,C16_AP_40_44_NCB_5,C16_AP_40_44_NCB_6mor,C16_AP_40_44_NCB_NS,C16_AP_40_44_Tot,C16_AP_45_49_NCB_0,C16_AP_45_49_NCB_1
LGA58050,3444,70,7,4,0,0,4,368,3897,2680,451,167,44,5,0,4,261,3612,1848,784,602,194,53,18,8,218,3725,1049,774,1138,443,182,44,29,243,3902,701,652,1499,734,254,94,73,248,4253,574,612,1711,841,293,98,82,237,4457,491,491,1548,875,300,115,73,212,4099,408,382,1261,853,317,83,60,194,3569,279,305,1028,666,301,85,58,144,2869,217,224,914,625,237,66,35,153,2476,110,115,573,470,217,96,59,116,1741,68,78,315,357,226,86,67,109,1315,43,57,182,227,143,81,61,80,873,37,36,161,156,110,63,78,92,735,28,62,118,109,74,42,54,139,631,11978,5096,11225,6597,2716,961,748,2823,42145,3753,40,3,0,0,0,0,458,4258,3478,473,198,34,7,0,0,484,4676,2727,1105,728,258,53,16,16,478,5385,1493,1258,1459,520,155,42,28,428,5383,890,787,1680,730,266,66,64,366,4852,685,710,1823,904,338,119,98,374,5047,622,657
LGA58190,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,5,0,6,0,0,0,0,15,0,0,3,0,0,0,5,0,8,0,0,7,6,0,0,0,0,11,0,0,0,12,5,0,0,0,17,0,0,7,3,0,0,0,0,7,0,0,4,0,0,5,0,0,11,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,12,27,30,15,11,8,10,125,4,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,10,8,0,0,0,0,0,0,0,10,3,0,5,7,0,0,4,8,19,6,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,6,0,0
LGA58260,4,0,0,0,0,0,0,4,7,6,0,4,0,0,0,0,3,13,12,6,3,0,0,0,0,0,22,3,0,9,4,0,0,0,0,13,3,0,10,6,3,0,0,0,22,0,3,6,4,3,0,0,0,26,4,0,9,7,3,0,0,0,20,4,5,6,3,0,0,0,4,21,6,0,5,3,3,4,0,0,26,0,0,7,9,0,0,0,0,18,0,0,4,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,0,9,42,14,73,49,17,10,7,12,220,5,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,13,3,3,0,4,0,0,0,0,21,0,0,10,3,6,0,0,7,23,0,0,3,3,0,0,0,4,18,0,0,6,7,0,0,0,0,22,0,0
LGA58330,119,0,0,0,0,0,0,14,127,46,16,7,3,0,0,0,0,79,36,13,14,9,3,0,0,0,79,22,11,18,7,3,3,0,3,77,19,20,36,19,7,7,0,13,124,25,23,59,28,16,9,6,7,177,27,20,47,56,13,4,0,14,186,30,18,68,58,20,9,0,25,227,20,13,70,48,26,3,7,10,208,24,20,64,65,19,3,0,13,212,11,15,47,33,18,9,7,3,130,9,5,27,21,11,13,5,7,102,4,6,10,10,11,4,3,5,45,4,0,6,3,5,4,5,3,30,4,0,0,0,4,5,0,0,15,403,193,475,368,153,73,37,118,1817,86,0,0,0,0,0,0,18,105,58,9,0,0,0,0,0,11,79,29,11,16,3,0,0,0,4,70,20,20,23,17,8,6,0,14,97,19,13,19,21,9,4,3,14,97,17,18,35,16,3,4,0,5,110,29,23
LGA58400,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,4,4,3,0,0,0,5,0,15,0,0,5,4,0,0,0,0,11,0,0,7,3,0,0,0,0,15,3,3,3,4,0,0,0,0,9,0,0,0,0,4,0,0,4,9,4,0,4,4,0,0,0,0,14,0,0,8,3,3,0,0,0,14,0,0,0,6,0,0,0,0,11,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,21,16,31,26,17,11,9,6,131,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,7,4,0,0,0,0,0,0,0,8,0,0,5,5,0,0,0,3,12,0,0
LGA58470,10,5,0,0,0,0,0,0,11,0,4,0,0,0,0,0,3,8,7,0,0,4,0,0,0,0,4,6,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,16,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,12,14,11,3,3,9,84,3,0,0,0,0,0,0,6,12,3,4,4,0,0,0,0,3,13,5,0,3,0,0,0,0,4,17,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,4,0,0
LGA58510,679,9,3,0,0,0,0,75,763,1458,59,13,0,5,0,0,159,1702,1393,219,76,23,5,5,0,150,1873,877,346,200,47,15,0,0,112,1610,484,242,335,98,23,8,8,85,1274,328,186,291,101,32,14,3,77,1028,255,129,289,117,41,11,4,70,922,226,108,265,133,41,5,0,67,843,163,110,280,140,40,11,9,50,803,100,71,236,126,52,12,10,44,643,55,45,142,85,44,10,7,35,436,56,31,100,97,43,15,9,39,392,34,28,83,96,67,37,17,45,406,43,39,114,113,65,30,27,63,510,52,70,157,138,78,46,43,202,786,6198,1704,2589,1317,549,202,145,1276,13987,715,4,0,0,0,0,0,84,809,1325,53,14,0,0,0,3,170,1561,1535,200,56,10,5,0,6,267,2076,1066,361,233,59,11,3,0,228,1959,472,297,371,91,21,0,11,131,1396,321,212,347,111,31,4,8,92,1118,267,180
LGA58540,6,0,0,0,0,0,0,0,6,14,0,0,4,0,0,0,0,14,13,5,7,0,0,0,0,0,26,3,8,13,6,0,0,0,0,24,7,7,11,9,0,0,0,0,28,4,7,15,10,3,3,0,0,28,0,3,20,12,4,0,0,0,38,0,0,9,12,8,3,0,0,34,0,0,10,6,0,0,0,0,14,3,0,11,6,0,0,0,0,24,3,0,3,8,5,0,0,3,22,0,0,3,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,3,49,24,105,70,23,13,7,11,297,15,0,0,0,0,0,0,0,21,4,3,3,0,0,0,0,0,16,8,3,3,0,0,0,0,5,19,9,0,9,0,6,0,0,0,23,0,0,13,6,0,0,0,0,24,0,5,12,3,3,0,0,5,27,6,0
LGA58570,535,0,0,0,0,0,0,52,589,1289,31,11,0,0,0,0,143,1469,1704,102,34,7,4,0,0,190,2052,1079,260,134,24,6,0,0,148,1657,519,251,377,111,15,0,0,77,1353,372,183,364,138,27,4,0,85,1170,300,167,303,121,29,7,5,67,991,295,142,251,97,32,3,5,58,879,195,94,226,133,31,0,9,52,737,132,84,187,105,36,14,9,45,605,51,41,107,93,32,10,6,23,356,52,35,106,98,50,11,21,29,400,32,16,109,82,37,22,16,27,350,39,30,84,90,36,18,18,39,346,46,34,105,74,52,23,32,41,402,6634,1463,2401,1157,384,121,133,1061,13351,557,0,0,0,0,3,0,111,672,1162,21,3,4,0,0,0,163,1353,1852,90,27,12,0,0,0,268,2256,1330,286,152,30,6,0,5,205,2018,601,266,361,103,10,0,0,126,1477,357,195,416,129,24,8,0,92,1213,307,151
LGA58610,40,0,0,0,0,0,0,4,43,18,6,4,0,0,0,0,0,32,14,13,11,7,0,0,0,0,53,10,5,13,15,4,0,3,0,54,0,12,23,7,4,0,0,0,49,3,8,14,10,4,5,4,0,47,10,6,14,17,7,0,0,0,51,7,5,23,21,14,4,0,3,72,9,3,28,28,14,5,0,0,83,6,6,24,17,11,4,0,4,68,4,0,9,11,11,5,5,0,48,3,4,14,11,9,3,3,5,45,0,0,6,4,7,0,0,3,19,0,0,3,6,11,0,0,0,27,0,4,5,11,10,4,3,0,37,120,65,186,177,101,29,23,28,725,39,0,0,0,0,0,0,10,48,24,0,5,0,0,0,0,3,34,10,6,0,4,0,0,0,8,29,4,9,15,14,3,0,0,0,43,0,3,19,12,10,0,0,4,46,10,5,16,11,3,0,0,5,64,3,3
LGA58680,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,7,0,0,6,4,0,0,0,0,13,0,6,3,5,4,0,0,5,22,0,0,11,3,0,0,0,0,27,3,0,4,8,0,0,0,0,16,0,0,4,3,0,0,0,0,16,0,0,9,4,3,0,0,0,10,0,0,5,10,0,0,0,0,12,0,0,4,5,4,0,0,0,10,0,0,6,3,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,12,50,37,15,3,7,10,166,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,12,4,0,3,6,0,0,0,3,10,0,0,0,7,4,0,0,5,14,3,0,5,0,3,0,0,0,16,4,0
LGA58760,4889,107,5,5,0,0,5,493,5504,3810,636,259,60,7,0,4,314,5105,3005,1220,987,282,87,15,9,332,5934,1508,1229,1791,662,239,59,39,265,5786,861,993,2573,1125,367,88,98,316,6413,698,806,2580,1257,471,143,106,282,6335,509,621,2130,1237,449,139,106,244,5440,393,436,1631,1039,411,133,62,207,4320,272,363,1385,830,352,98,54,148,3495,176,310,1296,798,334,86,65,155,3211,133,186,799,565,296,80,57,111,2230,86,131,520,535,268,126,84,104,1843,52,67,340,317,221,90,85,112,1289,39,65,214,212,154,57,72,134,947,52,69,207,126,109,48,73,228,914,16467,7235,16720,9039,3767,1177,927,3429,58753,5758,58,7,0,0,0,0,716,6542,4822,650,219,44,4,5,5,565,6305,3856,1456,1044,352,85,21,7,521,7340,2141,1902,2240,787,230,79,35,482,7902,1071,1205,2704,1208,385,105,82,373,7136,780,983,2970,1371,485,134,121,400,7243,704,915
LGA58820,97,0,0,0,0,0,0,12,117,51,15,3,4,0,0,0,4,82,36,17,25,9,0,0,0,5,95,20,14,32,23,0,0,0,5,93,12,6,45,22,11,10,0,0,98,11,17,54,20,19,6,4,6,139,8,3,56,31,14,8,6,3,138,3,17,41,42,12,4,0,5,125,14,7,44,43,16,3,0,3,129,9,7,39,40,16,0,6,4,126,3,0,25,32,13,3,7,5,88,0,0,20,22,11,13,9,10,87,3,0,10,21,14,5,4,0,56,0,0,13,9,9,5,10,0,36,7,5,9,13,8,0,7,0,42,284,111,412,322,140,55,47,59,1444,97,3,0,0,0,0,0,16,120,60,16,0,0,0,0,0,8,88,34,16,17,6,3,0,0,10,82,19,29,33,18,4,0,3,11,116,15,19,30,31,7,0,0,9,117,11,12,38,22,9,4,3,9,115,12,21
LGA58890,14,0,0,0,0,0,0,0,14,8,7,4,0,0,0,0,0,12,0,5,4,4,0,0,0,0,15,8,4,3,0,3,0,0,0,25,4,0,9,4,0,0,0,0,22,0,4,16,21,5,0,0,0,44,5,7,13,10,0,0,0,0,34,3,6,12,8,0,0,0,3,37,0,0,15,4,3,0,0,0,29,0,0,7,7,11,0,4,0,29,0,0,3,5,0,0,0,0,18,0,0,4,4,5,5,0,0,21,0,0,0,3,3,0,4,0,19,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,3,51,30,91,85,40,9,9,11,325,12,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,8,8,0,4,0,0,0,0,3,16,6,0,3,4,0,0,0,0,16,4,9,6,3,0,0,0,3,23,0,3,10,6,0,0,0,4,20,0,4
LGA59030,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,0,8,5,0,3,0,0,0,0,0,11,0,0,3,5,4,0,0,0,9,0,0,4,3,5,0,0,0,8,0,0,4,0,0,0,0,0,11,0,0,3,0,5,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,8,18,16,20,3,3,3,90,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,12,3,0,8,0,0,0,0,0,17,0,0,0,4,0,0,0,0,6,3,0
LGA59100,9,0,0,0,0,0,0,3,15,8,0,8,0,0,0,0,0,15,5,9,0,0,0,0,0,0,18,0,5,8,3,3,0,0,0,17,0,0,4,11,4,0,0,0,20,4,4,13,10,5,0,0,4,30,0,6,11,8,0,0,0,0,32,3,0,15,13,3,0,0,0,31,0,0,3,6,3,0,0,0,15,0,5,7,5,0,0,0,0,23,0,0,0,3,0,0,0,0,18,0,0,3,5,7,0,0,0,20,0,0,3,4,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,37,29,74,69,31,18,10,18,276,9,0,0,0,0,0,0,0,17,0,5,0,0,0,0,0,0,7,8,0,0,0,3,0,0,0,15,10,3,6,3,4,0,0,0,24,0,0,6,3,3,3,0,0,18,5,0,0,8,0,0,0,3,20,0,0
LGA59170,18,0,0,0,0,0,0,0,18,9,3,0,0,0,0,0,0,17,17,7,0,3,0,0,0,0,24,0,8,8,5,0,0,0,0,19,8,6,11,8,0,0,0,4,34,0,0,8,9,4,0,0,3,30,0,3,17,3,0,4,0,0,29,3,0,18,18,4,0,0,0,44,5,0,10,12,0,3,3,3,31,0,0,15,10,0,0,0,0,29,0,0,3,6,8,0,0,0,17,0,0,0,9,3,0,0,0,16,0,0,6,7,10,4,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,62,38,93,92,39,11,4,15,349,6,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,15,10,6,4,5,0,0,0,0,23,6,11,13,6,0,0,0,0,31,0,0,8,4,0,0,0,0,26,3,4,14,9,0,0,0,8,32,0,3
LGA59250,11,0,0,0,0,0,0,0,15,27,5,7,3,0,0,0,4,45,31,0,4,0,0,0,0,7,53,20,8,6,3,0,4,0,0,38,4,3,4,0,0,0,0,3,20,7,0,9,10,4,3,3,0,31,0,0,0,6,3,3,0,3,26,0,0,8,4,4,0,0,4,27,4,3,9,4,0,0,0,5,19,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,112,19,47,30,21,14,5,33,286,3,0,0,0,0,0,0,4,6,4,4,3,0,0,0,0,4,14,16,0,0,0,0,0,0,4,26,14,4,4,3,0,0,0,4,32,4,4,3,0,0,3,0,10,29,5,0,0,0,0,0,0,0,14,0,0
LGA59310,18,0,0,0,0,0,0,0,18,18,3,6,0,0,0,0,4,30,24,10,11,7,0,0,0,6,54,12,10,13,9,4,0,0,0,54,5,4,13,12,0,4,0,0,42,6,0,19,15,4,3,0,0,52,5,4,19,16,9,0,0,0,59,6,0,19,17,7,0,0,0,52,4,0,13,20,13,7,0,0,57,5,0,15,15,0,0,0,0,36,0,0,8,6,4,0,0,0,24,0,0,3,3,5,0,4,0,18,0,0,0,3,0,0,4,0,15,0,0,0,3,6,4,4,0,15,0,0,5,3,3,0,3,0,16,101,47,134,126,63,20,24,22,532,11,0,0,0,0,0,0,0,14,13,0,0,6,0,0,0,0,20,19,7,10,4,0,0,0,0,42,8,11,17,7,0,0,0,3,46,9,5,15,8,4,0,0,0,38,10,4,16,7,0,0,0,0,42,5,6
LGA59320,3,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,14,6,0,4,3,0,0,3,0,16,0,0,7,3,0,0,0,0,10,0,0,6,10,0,0,0,0,17,0,0,6,6,4,0,0,0,15,0,0,8,4,0,0,0,0,13,4,0,8,0,0,0,0,0,15,0,0,0,3,0,0,0,0,7,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,45,29,16,4,9,3,146,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,8,0,3,3,3,0,0,0,0,15,0,0,3,6,0,0,0,5,16,0,0,6,4,0,0,0,0,16,4,0
LGA59330,5,0,0,0,0,0,0,0,5,8,5,0,0,0,0,0,3,23,0,0,0,0,0,0,0,0,6,5,7,7,0,0,0,0,0,12,0,0,4,3,0,0,0,0,8,0,0,9,5,0,0,0,0,20,0,0,0,6,0,0,0,0,15,4,0,7,4,0,0,0,0,11,3,0,4,3,5,0,0,0,15,0,0,4,5,3,0,0,0,19,0,0,0,3,5,0,6,3,15,0,0,4,5,3,0,0,3,20,0,0,0,4,0,3,0,0,10,0,0,0,0,3,6,0,0,11,0,0,3,6,0,0,0,0,12,32,16,50,43,23,12,11,16,202,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,7,4,3,5,3,0,0,0,0,19,0,0,0,0,0,0,0,0,3,3,0,3,3,3,0,0,0,15,0,0,0,5,0,0,0,0,7,3,0
LGA59340,137,12,0,0,0,0,0,47,199,142,46,24,16,0,0,0,29,263,222,56,47,23,12,0,0,43,409,124,51,55,34,16,14,12,34,334,67,36,75,48,12,22,11,34,314,61,25,66,49,25,20,18,26,291,45,20,72,46,26,13,12,30,270,42,18,74,48,26,11,14,19,254,36,18,45,37,28,7,8,16,193,12,17,28,22,20,18,4,6,131,5,4,14,22,11,10,9,7,80,0,0,4,3,0,0,3,0,22,0,0,0,6,0,9,4,3,23,0,0,5,0,0,0,8,3,11,3,0,0,0,0,0,3,0,11,888,310,513,358,186,123,111,307,2799,154,16,0,3,0,0,0,39,213,140,39,16,3,0,0,0,33,236,160,46,47,16,11,0,5,49,331,121,42,60,36,21,5,3,48,340,61,49,60,29,19,12,13,33,272,51,27,70,49,19,9,13,40,271,43,29
LGA59350,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,17,13,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,7,3,3,0,0,0,0,3,0,10,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,0,4,11,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,7,9,10,3,4,6,22,105,8,0,0,0,0,0,0,3,7,6,4,0,0,0,0,0,3,9,13,0,0,3,0,0,0,0,12,4,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0
LGA59360,13,0,0,0,0,0,0,5,18,30,6,3,0,0,0,0,7,52,19,4,8,6,3,0,0,7,49,9,5,7,5,4,0,0,3,35,10,8,17,12,6,0,0,8,57,6,0,18,15,3,0,0,8,55,0,7,12,18,9,0,0,6,50,5,0,17,11,5,3,0,8,47,3,3,17,10,4,0,0,3,38,0,3,14,8,3,0,0,5,37,3,0,6,5,5,4,0,3,21,0,0,3,0,6,3,0,0,10,0,0,0,0,3,0,0,0,8,0,0,0,3,4,0,0,0,12,0,0,0,0,0,0,0,0,3,100,40,128,96,47,20,6,50,489,14,0,0,0,0,0,0,0,13,10,3,0,0,0,0,0,0,22,17,6,12,0,0,0,0,7,38,5,8,5,3,0,0,0,3,22,7,7,12,4,4,0,0,3,33,0,0,15,4,4,0,0,3,28,4,0
LGA59370,64,0,0,0,0,0,0,14,77,31,16,0,0,0,0,0,0,56,21,17,16,0,0,0,0,3,58,13,24,27,8,0,0,0,0,74,22,5,34,24,6,4,0,4,104,18,22,39,22,0,3,4,4,113,17,13,38,29,18,3,4,5,133,21,12,54,33,17,4,0,7,142,22,16,51,45,18,9,0,8,157,22,10,44,47,16,9,0,10,159,11,4,35,34,15,3,0,5,104,3,4,18,33,20,4,5,3,92,5,4,12,15,19,7,4,3,57,3,0,8,7,10,3,0,0,42,4,4,9,4,4,0,3,3,35,273,146,391,299,141,48,27,76,1403,58,0,0,0,0,0,0,8,63,25,5,3,0,0,0,0,9,47,29,8,8,6,0,0,0,9,59,20,16,25,20,3,0,0,8,86,13,9,27,28,7,0,0,7,84,15,4,32,23,3,0,4,7,87,14,14
LGA59499,76,4,0,0,0,0,0,25,106,212,10,12,0,0,0,0,33,278,252,16,11,3,5,0,0,48,333,151,32,45,13,4,0,4,50,294,68,24,38,16,10,7,0,53,212,58,28,39,21,7,0,0,48,200,41,27,47,22,7,5,0,34,180,38,27,83,39,8,7,3,35,236,40,25,120,74,34,3,5,40,333,20,25,107,82,23,0,0,19,283,10,14,63,39,19,5,0,11,165,8,0,11,18,7,3,4,3,55,0,4,0,5,6,0,0,5,23,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,4,12,979,231,578,340,131,38,19,400,2712,44,6,0,0,0,0,0,20,65,162,8,4,0,0,0,0,67,245,184,17,6,7,3,0,0,84,310,107,5,20,9,3,0,0,77,223,57,13,20,15,5,0,0,47,156,41,9,26,11,0,4,0,53,149,36,15
